id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,keyPass,qualifier/13/value,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2440842951,3,74,1,0,14,89xivtxk59uzvhdsd6miao6tm,1,61.4,26.5,2022-07-31T11:30:23.147Z,2022-08-01T07:38:25Z,3678310649,56,Center,3680331491,178,,3678310721,233,8,3678310651,285,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440864205,375,1,1,0,16,5z1b7fuvpqe6vnigvopomvecu,0,49.4,63.1,2022-07-31T11:30:24.857Z,2022-08-01T07:38:25Z,3678418099,286,,3680331505,178,,3678418033,140,46.8,3678418037,212,7.4,3678418095,233,4,3678418031,56,Back,3678418035,141,53.0,3678418093,236,,8bh749b5p635490hik1pj40yd,R. Emond,3678418039,213,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440842995,4,74,1,0,16,89xivtxk59uzvhdsd6miao6tm,1,50.3,38,2022-07-31T11:30:24.922Z,2022-08-01T07:38:24Z,3678417717,233,375,3678310867,56,Center,3678417703,285,,3680331563,178,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843029,10,1,1,0,19,5z1b7fuvpqe6vnigvopomvecu,1,29.1,79.3,2022-07-31T11:30:28.056Z,2022-08-01T07:38:24Z,3678310989,140,44.8,3680331657,178,,3678310993,212,16.7,3678310987,56,Back,3678310995,213,0.2,3678310991,141,83.6,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440842999,9,43,1,0,19,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2022-07-31T11:30:28.482Z,2022-07-31T20:41:45Z,3679828779,144,49,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843039,11,1,1,0,20,5z1b7fuvpqe6vnigvopomvecu,0,40.8,78.8,2022-07-31T11:30:28.933Z,2022-08-01T07:38:24Z,3678311041,213,1.3,3678311039,212,11.4,3678311035,140,44.1,3678417711,233,4,3680331709,178,,3678311033,56,Back,3678311037,141,94.7,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843041,5,1,1,0,22,89xivtxk59uzvhdsd6miao6tm,0,56.2,5.9,2022-07-31T11:30:30.961Z,2022-08-01T07:38:23Z,3679830383,157,,3679830387,141,3.1,3679830391,213,5.2,3679830389,212,2.1,3679830385,140,57.1,3678311055,56,Right,3679830393,1,,3680331949,389,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441116755,808,61,1,0,22,5z1b7fuvpqe6vnigvopomvecu,1,43.9,95.5,2022-07-31T11:30:30.993Z,2022-08-01T07:38:23Z,3679830885,56,Back,3680332097,178,,,,,,,,,,,,,,,,,,,,504qkt70jvof5yzffmwwo5c5x,J. Laursen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441116903,809,61,1,0,24,5z1b7fuvpqe6vnigvopomvecu,1,40.3,95.6,2022-07-31T11:30:33.019Z,2022-08-01T07:38:23Z,3679831695,56,Back,3680332291,178,,,,,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843091,6,5,1,0,24,89xivtxk59uzvhdsd6miao6tm,1,53,-1.8,2022-07-31T11:30:33.498Z,2022-08-01T01:13:12Z,3678311361,233,12,3678311357,56,Right,3678311359,347,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843057,12,5,1,0,24,5z1b7fuvpqe6vnigvopomvecu,0,47,101.8,2022-07-31T11:30:33.498Z,2022-08-01T01:13:12Z,3678311365,233,6,3678311167,56,Back,3678311169,347,,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843115,7,1,1,0,34,89xivtxk59uzvhdsd6miao6tm,1,57.2,0,2022-07-31T11:30:42.867Z,2022-08-01T07:38:22Z,3678311483,213,1.1,3678311477,140,61.4,3678311473,107,,3678311479,141,11.3,3678311475,56,Right,3678311481,212,9.6,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843127,8,1,1,0,35,89xivtxk59uzvhdsd6miao6tm,1,58.8,7.9,2022-07-31T11:30:43.814Z,2022-08-01T07:38:22Z,3680332627,178,,3678311533,56,Right,3678311537,141,4.3,3678311535,140,53.1,3678311539,212,6.5,3678311541,213,3.5,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843145,9,1,1,0,36,89xivtxk59uzvhdsd6miao6tm,1,51.4,2.2,2022-07-31T11:30:45.375Z,2022-08-01T07:38:21Z,3678311623,213,2.3,3678311619,141,33.7,3678311615,56,Back,3680332715,178,,3678311617,140,32.3,3678311613,155,,3678311621,212,29.3,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843153,10,1,1,0,39,89xivtxk59uzvhdsd6miao6tm,1,31.8,28.5,2022-07-31T11:30:47.878Z,2022-08-01T07:38:21Z,3678311637,56,Back,3680332853,178,,3678311643,212,19.3,3678311639,140,42.6,3678311641,141,5.5,3678311645,213,5.3,3678311635,155,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843173,11,1,1,0,42,89xivtxk59uzvhdsd6miao6tm,1,36.8,3.1,2022-07-31T11:30:50.634Z,2022-08-01T07:38:20Z,3678311769,140,44.7,3678311773,212,17.6,3679832387,157,,3680332913,178,,3678311775,213,1.1,3678311767,56,Back,3678311771,141,25.9,3679832389,1,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843245,12,1,1,0,44,89xivtxk59uzvhdsd6miao6tm,1,37.6,23.9,2022-07-31T11:30:53.315Z,2022-08-01T07:38:19Z,3678312079,213,1.3,3678312071,56,Back,3678312075,141,71.8,3680596833,1,,3678312077,212,33.4,3678312073,140,44.6,3680333087,178,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843249,13,1,1,0,53,89xivtxk59uzvhdsd6miao6tm,1,57.2,78.5,2022-07-31T11:31:02.145Z,2022-08-01T07:38:17Z,3680333169,178,,3678312097,141,72.0,3678312093,56,Center,3678312095,140,54.6,3678312099,212,5.2,3678312101,213,4.2,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843267,14,1,1,0,54,89xivtxk59uzvhdsd6miao6tm,1,55.4,76.4,2022-07-31T11:31:03.576Z,2022-08-01T07:38:17Z,3678312163,56,Left,3678312167,141,83.0,3678312171,213,0.3,3678312165,140,68.2,3680333231,178,,3678312169,212,14.2,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843271,15,1,1,0,58,89xivtxk59uzvhdsd6miao6tm,1,64.2,90.8,2022-07-31T11:31:07.424Z,2022-08-01T07:38:15Z,3680333293,178,,3678312187,141,87.5,3678312183,56,Left,3678312191,213,6.2,3678312185,140,92.7,3678312189,212,30.0,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843279,16,1,1,1,1,89xivtxk59uzvhdsd6miao6tm,0,85.3,87.5,2022-07-31T11:31:09.919Z,2022-08-01T07:38:14Z,3679833297,72,,3678312225,212,22.4,3678312221,140,91.2,3680333431,178,,3678312215,2,,3679833295,224,,3678312219,56,Center,3678312227,213,5.0,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,3678312223,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843283,13,8,1,1,2,5z1b7fuvpqe6vnigvopomvecu,1,11,33.1,2022-07-31T11:31:10.596Z,2022-08-01T07:38:14Z,3679833675,385,,3678312245,56,Back,3680333513,178,,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843289,14,6,1,1,2,5z1b7fuvpqe6vnigvopomvecu,0,0,27.4,2022-07-31T11:31:11.390Z,2022-08-01T01:14:15Z,3678312283,73,,3678312263,56,Back,3678312331,233,17,,,,,,,,,,,,,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843301,17,6,1,1,2,89xivtxk59uzvhdsd6miao6tm,1,100,72.6,2022-07-31T11:31:11.390Z,2022-08-01T01:14:15Z,3678312321,73,,3678312327,233,14,3678312319,56,Center,,,,,,,,,,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843461,18,1,1,1,34,89xivtxk59uzvhdsd6miao6tm,0,99.5,99.5,2022-07-31T11:31:43.163Z,2022-08-01T01:14:18Z,3678313011,2,,3678313015,155,,3678313023,141,62.7,3678313027,213,4.5,3678313019,56,Center,3679834415,20,,3678313025,212,25.5,3678313021,140,94.6,9pvc7e65cfgtuipfen5zt463t,M. Trésor,3678313017,223,,3678313013,6,3680333899,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843493,15,12,1,1,35,5z1b7fuvpqe6vnigvopomvecu,1,4.8,37,2022-07-31T11:31:44.350Z,2022-08-01T07:38:13Z,3678313129,141,23.9,3678313131,212,34.6,3678313147,15,,3678313127,140,36.6,3678313133,213,6.0,3680334059,388,,3678313125,56,Back,,,,1pg0b32xb9230zit0ndyd79ih,S. Amallah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843529,19,1,1,1,40,89xivtxk59uzvhdsd6miao6tm,1,64.6,78.4,2022-07-31T11:31:48.863Z,2022-08-01T07:38:13Z,3678313291,212,21.1,3678313287,140,46.0,3678313293,213,3.5,3680334155,178,,3678313285,56,Back,3678313289,141,66.7,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843549,20,1,1,1,42,89xivtxk59uzvhdsd6miao6tm,1,45.8,62.7,2022-07-31T11:31:51.455Z,2022-08-01T07:38:12Z,3680334223,178,,3678313405,56,Back,3678313413,213,4.9,3678313409,141,34.8,3678313411,212,19.3,3678313407,140,49.4,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843561,21,1,1,1,46,89xivtxk59uzvhdsd6miao6tm,1,52.1,29.2,2022-07-31T11:31:55.011Z,2022-08-01T07:38:11Z,3680334365,178,,3678313471,140,56.4,3678313475,212,10.7,3678313473,141,14.9,3678313477,213,5.1,3678313469,56,Right,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843565,22,1,1,1,48,89xivtxk59uzvhdsd6miao6tm,0,58.9,9.7,2022-07-31T11:31:56.637Z,2022-08-01T07:38:10Z,3679835485,4,,3680334511,178,,3678313503,140,75.4,3678313507,212,28.3,3678313499,155,,3678313501,56,Center,3678313505,141,42.7,3678313509,213,0.9,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843573,16,1,1,1,50,5z1b7fuvpqe6vnigvopomvecu,0,24.3,62.1,2022-07-31T11:31:58.816Z,2022-08-01T07:38:10Z,3678313549,213,1.8,3678313547,212,22.3,3678313543,140,19.6,3678313539,3,,3680334661,388,,3678313541,56,Back,3678313545,141,94.1,,,,48f3zlksc3r230qb78c5emnyt,N. Dussenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843593,23,61,1,1,52,89xivtxk59uzvhdsd6miao6tm,0,80,14.3,2022-07-31T11:32:00.969Z,2022-08-01T07:38:09Z,3678313629,56,Right,3680334903,178,,,,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441237327,1631,67,1,1,53,5z1b7fuvpqe6vnigvopomvecu,1,18,81.5,2022-07-31T11:32:01.828Z,2022-08-01T07:38:09Z,3680491455,233,1607,,,,,,,,,,,,,,,,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441237325,1607,67,1,1,53,89xivtxk59uzvhdsd6miao6tm,0,82,18.5,2022-07-31T11:32:01.829Z,2022-08-01T07:38:09Z,3680491459,233,1631,,,,,,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843601,17,1,1,1,53,5z1b7fuvpqe6vnigvopomvecu,0,16.9,78.2,2022-07-31T11:32:01.858Z,2022-08-01T07:38:08Z,3678313683,1,,3678313677,141,93.0,3678313673,56,Back,3680335003,178,,3678313679,212,26.5,3678313675,140,40.2,3678313671,157,,3678313681,213,0.4,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843617,24,1,1,1,55,89xivtxk59uzvhdsd6miao6tm,1,57,13.1,2022-07-31T11:32:03.859Z,2022-08-01T07:38:08Z,3678313771,212,13.6,3678313767,140,66.8,3678313773,213,0.7,3678313765,56,Center,3680335173,178,,3678313769,141,26.2,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843639,25,1,1,1,57,89xivtxk59uzvhdsd6miao6tm,1,60.8,27.5,2022-07-31T11:32:05.647Z,2022-08-01T07:38:07Z,3678313865,212,17.6,3678313861,140,44.1,3678313867,213,3.0,3678313859,56,Back,3678313863,141,30.1,3680335225,178,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843675,26,1,1,2,0,89xivtxk59uzvhdsd6miao6tm,1,45.9,31,2022-07-31T11:32:09.387Z,2022-08-01T07:38:06Z,3678314045,140,66.4,3678314049,212,27.4,3678314051,213,5.6,3680335277,178,,3678314043,56,Right,3678314047,141,6.1,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843707,27,1,1,2,5,89xivtxk59uzvhdsd6miao6tm,1,62.7,4.3,2022-07-31T11:32:13.827Z,2022-08-01T07:38:04Z,3680335485,178,,3678314197,141,16.7,3678314193,56,Right,3678314195,140,64.0,3678314201,213,1.4,3678314199,212,8.5,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441237451,1632,83,1,2,8,5z1b7fuvpqe6vnigvopomvecu,1,39.9,96.8,2022-07-31T11:32:17.289Z,2022-08-01T07:38:03Z,3680491933,399,213857,,,,,,,,,,,,,,,,,,,,,,8bh749b5p635490hik1pj40yd,R. Emond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843741,28,1,1,2,8,89xivtxk59uzvhdsd6miao6tm,1,60.1,3,2022-07-31T11:32:17.323Z,2022-08-01T07:38:02Z,3678314367,213,2.6,3678314363,141,19.7,3678314359,56,Back,3680335543,178,,3678314361,140,43.0,3678314365,212,21.2,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843755,29,1,1,2,9,89xivtxk59uzvhdsd6miao6tm,1,47.1,15.1,2022-07-31T11:32:18.284Z,2022-08-01T07:38:02Z,3678314423,213,1.7,3678314419,141,54.8,3678314415,56,Back,3680335689,178,,3678314417,140,43.2,3678314421,212,27.3,,,,,,,68vmg4qgr11vppc48hs8402jt,C. Cuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843801,30,1,1,2,13,89xivtxk59uzvhdsd6miao6tm,1,44.8,49.5,2022-07-31T11:32:22.045Z,2022-08-01T07:38:01Z,3678314647,141,93.9,3678314643,56,Left,3678314651,213,1.2,3680335815,178,,3678314649,212,32.8,3678314645,140,56.9,3680596531,1,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440843821,31,1,1,2,20,89xivtxk59uzvhdsd6miao6tm,1,56.3,73,2022-07-31T11:32:28.859Z,2022-08-01T07:37:59Z,3678314723,56,Back,3678314727,141,67.9,3678314725,140,46.4,3680335893,178,,3678314731,213,3.5,3678314729,212,11.0,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
