id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/16/value,qualifier/15/value,qualifier/12/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2474685237,11,1,1,0,45,7zibyotq1x1hq6pmgibhr0e6s,1,43.5,90.6,2022-10-20T16:45:54.621Z,2022-10-21T11:43:02Z,3858309841,56,Back,3859335171,178,,3858309847,212,9.9,3858309843,140,44.2,3858309845,141,76.1,3858309849,213,4.8,,,,,,,5u6h6cptsad9e6n4uv76q0fl5,S. Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685245,12,1,1,0,48,7zibyotq1x1hq6pmgibhr0e6s,1,39.7,75.7,2022-10-20T16:45:57.509Z,2022-10-21T11:43:00Z,3859336699,178,,3858309913,212,20.9,3858309911,141,46.4,3858309909,140,33.7,3858309915,213,4.4,3858309907,56,Back,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685259,13,1,1,0,51,7zibyotq1x1hq6pmgibhr0e6s,1,30.6,47.1,2022-10-20T16:46:00.548Z,2022-10-21T11:43:00Z,3858309975,212,18.0,3858309969,56,Back,3858309973,141,73.5,3858309971,140,30.9,3859337073,178,,3858309977,213,1.6,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685279,14,1,1,0,56,7zibyotq1x1hq6pmgibhr0e6s,1,25.1,81.9,2022-10-20T16:46:04.903Z,2022-10-21T11:42:58Z,3858310069,140,7.2,3858310075,213,3.8,3858310073,212,24.5,3858310071,141,58.8,3858310067,56,Back,3859337155,178,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685309,15,1,1,0,59,7zibyotq1x1hq6pmgibhr0e6s,1,7.9,49.8,2022-10-20T16:46:08.388Z,2022-10-21T11:42:58Z,3859337167,178,,3859748397,1,,3858310233,212,32.2,3858310231,141,11.1,3858310227,56,Back,3858310235,213,5.3,3858310229,140,25.5,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474909713,1506,43,1,1,3,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-10-20T16:46:12.085Z,2022-10-21T09:51:28Z,3859531645,144,82,3859503945,178,0,,,,,,,,,,,,,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685313,16,1,1,1,3,7zibyotq1x1hq6pmgibhr0e6s,1,28.8,9.7,2022-10-20T16:46:12.862Z,2022-10-21T11:42:55Z,3858310247,56,Back,3859337645,178,,3858310249,140,43.4,3858310255,213,6.1,3858310253,212,15.7,3858310251,141,4.9,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685321,17,1,1,1,6,7zibyotq1x1hq6pmgibhr0e6s,1,43,5.3,2022-10-20T16:46:14.919Z,2022-10-21T11:42:55Z,3858310297,140,25.9,3858310295,56,Back,3858310299,141,5.6,3858310301,212,18.0,3858310303,213,3.1,3859337869,178,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685339,18,1,1,1,8,7zibyotq1x1hq6pmgibhr0e6s,1,27.4,13.2,2022-10-20T16:46:17.420Z,2022-10-21T11:42:54Z,3858310385,1,,3858310383,213,1.6,3858310381,212,39.5,3858310375,56,Back,3858310379,141,71.2,3858310377,140,25.7,3859337925,178,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685365,19,1,1,1,14,7zibyotq1x1hq6pmgibhr0e6s,1,32.2,75.9,2022-10-20T16:46:23.299Z,2022-10-21T11:42:53Z,3858310503,56,Back,3858310507,141,55.5,3859338113,178,,3858310511,213,4.2,3858310505,140,25.1,3858310509,212,15.7,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685377,20,1,1,1,18,7zibyotq1x1hq6pmgibhr0e6s,1,24.8,53.7,2022-10-20T16:46:27.466Z,2022-10-21T11:42:52Z,3858310585,212,17.2,3858310583,141,28.9,3859338183,178,,3858310587,213,4.9,3858310581,140,27.8,3858310579,56,Back,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685383,21,1,1,1,21,7zibyotq1x1hq6pmgibhr0e6s,1,28.2,29.4,2022-10-20T16:46:29.902Z,2022-10-21T11:42:51Z,3858310605,212,20.6,3858310607,213,5.5,3858310601,140,42.0,3858310603,141,7.9,3858310599,56,Back,3859338213,178,,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685393,22,1,1,1,23,7zibyotq1x1hq6pmgibhr0e6s,1,43.1,11.1,2022-10-20T16:46:32.458Z,2022-10-21T11:42:50Z,3859338263,178,,3858310663,140,28.1,3858310667,212,15.8,3858310661,56,Back,3858310669,213,3.1,3858310665,141,11.9,,,,,,,5jywyphhwu9j4bphz0720kb9,P. Gerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685413,23,1,1,1,26,7zibyotq1x1hq6pmgibhr0e6s,1,31.4,17.6,2022-10-20T16:46:35.085Z,2022-10-21T11:42:50Z,3858310781,140,26.0,3858310793,213,1.8,3859338395,178,,3858310777,56,Back,3858310785,141,47.3,3858310789,212,21.0,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685423,24,1,1,1,31,7zibyotq1x1hq6pmgibhr0e6s,1,30.6,50.7,2022-10-20T16:46:40.864Z,2022-10-21T11:42:48Z,3858310849,56,Back,3859338641,178,,3858310853,141,23.7,3858310857,213,4.8,3858310851,140,32.7,3858310855,212,18.5,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685431,25,1,1,1,34,7zibyotq1x1hq6pmgibhr0e6s,1,39,19.4,2022-10-20T16:46:43.823Z,2022-10-21T11:42:47Z,3858310897,141,4.6,3858310901,213,5.6,3859338751,178,,3858310893,56,Right,3858310899,212,16.6,3858310895,140,51.6,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685439,26,1,1,1,36,7zibyotq1x1hq6pmgibhr0e6s,1,49,6.6,2022-10-20T16:46:45.793Z,2022-10-21T11:42:46Z,3858310947,140,37.0,3858310945,56,Back,3858310949,141,7.1,3858310951,212,12.6,3859338913,178,,3858310953,213,3.1,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685449,27,1,1,1,37,7zibyotq1x1hq6pmgibhr0e6s,1,38.9,8,2022-10-20T16:46:46.589Z,2022-10-21T11:42:46Z,3858310995,155,,3858310999,140,65.8,3858311005,213,0.5,3858311007,1,,3858310997,56,Center,3858311001,141,30.7,3858311003,212,32.2,3859338983,178,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685451,28,61,1,1,39,7zibyotq1x1hq6pmgibhr0e6s,0,65.8,27.6,2022-10-20T16:46:48.343Z,2022-10-21T11:42:46Z,3858311011,56,Center,3859339103,178,,3859339101,21,,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685459,13,1,1,1,40,2b57rbw94i9ohnbch52owvqtq,0,36.6,75.4,2022-10-20T16:46:49.403Z,2022-10-21T11:42:45Z,3858311025,140,36.1,3858311029,212,9.1,3859339219,178,,3858311023,56,Back,3858311031,213,4.7,3858311027,141,62.1,,,,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685455,29,61,1,1,40,7zibyotq1x1hq6pmgibhr0e6s,1,63.6,25.8,2022-10-20T16:46:49.471Z,2022-10-21T11:42:45Z,3859339263,178,,3858311017,56,Center,,,,,,,,,,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685467,31,1,1,1,41,7zibyotq1x1hq6pmgibhr0e6s,0,58.5,33.1,2022-10-20T16:46:50.601Z,2022-10-21T11:42:45Z,3858311069,56,Center,3858311075,212,12.9,3858311073,141,41.2,3859339353,178,,3858311077,213,0.4,3858311071,140,69.6,,,,,,,cefs6b83ei4gcyuscfopw32ay,A. Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685463,30,43,1,1,41,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2022-10-20T16:46:50.889Z,2022-10-20T17:43:50Z,3858311051,212,5.2,3858420037,144,1,3858311053,213,2.8,3858311049,141,38.6,3858311045,56,Center,3858311047,140,56.9,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474915435,1074,43,1,1,42,2b57rbw94i9ohnbch52owvqtq,1,0,0,2022-10-20T16:46:51.322Z,2022-10-21T09:53:34Z,3859534951,144,82,3859534795,178,0,,,,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685471,14,61,1,1,42,2b57rbw94i9ohnbch52owvqtq,0,31.8,62,2022-10-20T16:46:51.348Z,2022-10-21T11:42:44Z,3858311091,56,Back,3859339425,178,,,,,,,,,,,,,,,,,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685481,32,1,1,1,43,7zibyotq1x1hq6pmgibhr0e6s,1,66.5,35.4,2022-10-20T16:46:52.266Z,2022-10-21T11:42:44Z,3858311143,56,Center,3858311147,141,60.2,3859348665,178,,3858311149,212,17.3,3858311145,140,62.8,3858311151,213,1.8,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685485,33,1,1,1,45,7zibyotq1x1hq6pmgibhr0e6s,0,64.4,54.4,2022-10-20T16:46:54.141Z,2022-10-21T11:42:43Z,3859348773,178,,3858311167,56,Left,3858311171,141,84.2,3858311177,1,,3858311173,212,35.4,3858311175,213,0.6,3858311169,140,92.1,,,,5u6h6cptsad9e6n4uv76q0fl5,S. Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685487,15,49,1,1,48,2b57rbw94i9ohnbch52owvqtq,1,6.8,21,2022-10-20T16:46:57.147Z,2022-10-21T11:42:43Z,,,,,,,,,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685491,16,12,1,1,48,2b57rbw94i9ohnbch52owvqtq,1,6.8,21,2022-10-20T16:46:57.171Z,2022-10-21T11:42:42Z,3858311201,213,4.8,3858311193,56,Back,3858311219,167,,3858311197,141,0.0,3858311195,140,8.3,3858311199,212,15.7,3859348981,178,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685493,17,5,1,1,48,2b57rbw94i9ohnbch52owvqtq,0,9.6,-1.6,2022-10-20T16:46:57.879Z,2022-10-21T08:31:45Z,3858311203,56,Back,3858311307,233,34,3858311205,347,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474685509,34,5,1,1,48,7zibyotq1x1hq6pmgibhr0e6s,1,90.4,101.6,2022-10-20T16:46:57.879Z,2022-10-21T08:31:45Z,3858311299,56,Left,3858311301,347,,3858311303,233,17,,,,,,,,,,,,,,,,5jywyphhwu9j4bphz0720kb9,P. Gerkens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
