id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/19/value
2479531927,10,1,1,0,16,jb4xejoxjfk5a0a50bo8hvst,1,29,80.7,2022-10-30T15:00:37.849Z,2022-10-31T09:26:26Z,3883975175,212,13.9,3883975169,56,Back,3883975171,140,36.7,3885992289,178,,3883975173,141,97.4,3883975177,213,1.0,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531931,11,1,1,0,18,jb4xejoxjfk5a0a50bo8hvst,0,38.6,93.1,2022-10-30T15:00:39.738Z,2022-10-31T09:26:26Z,3883975205,212,33.3,3885005341,155,,3883975207,213,0.1,3883975203,141,96.9,3883975199,56,Left,3883975201,140,70.2,3885992385,178,,3883975209,1,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531941,3,1,1,0,19,ecj1gmc7pqcjo4sc9hvghj5u3,0,38.8,8.6,2022-10-30T15:00:40.997Z,2022-10-31T09:26:25Z,3883975251,3,,3883975259,212,7.2,3883975253,56,Back,3883975257,141,4.0,3883975255,140,45.0,3885992481,388,,3883975261,213,5.8,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531943,12,61,1,0,20,jb4xejoxjfk5a0a50bo8hvst,0,53,85.2,2022-10-30T15:00:41.763Z,2022-10-31T09:26:25Z,3883975263,56,Left,3885992663,388,,,,,,,,,,,,,,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531963,4,61,1,0,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,45.6,14.2,2022-10-30T15:00:42.332Z,2022-10-31T09:26:24Z,3885992829,388,,3883975383,56,Back,3885992827,21,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531973,5,49,1,0,22,ecj1gmc7pqcjo4sc9hvghj5u3,1,42.1,11.9,2022-10-30T15:00:43.651Z,2022-10-31T09:26:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531985,6,1,1,0,22,ecj1gmc7pqcjo4sc9hvghj5u3,0,42.2,11.5,2022-10-30T15:00:43.682Z,2022-10-31T09:26:24Z,3885992953,178,,3883975485,56,Back,3883975487,140,47.7,3883975493,213,5.4,3883975491,212,8.7,3883975489,141,2.0,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531971,13,8,1,0,22,jb4xejoxjfk5a0a50bo8hvst,1,50.5,94.9,2022-10-30T15:00:44.468Z,2022-10-31T09:26:23Z,3885993119,178,,3885008339,385,,3883975417,56,Left,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532011,7,5,1,0,23,ecj1gmc7pqcjo4sc9hvghj5u3,1,51.4,-1.8,2022-10-30T15:00:44.905Z,2022-10-31T04:53:17Z,3883975595,56,Right,3883975611,233,14,3883975597,347,,,,,,,,,,,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479531991,14,5,1,0,23,jb4xejoxjfk5a0a50bo8hvst,0,48.6,101.8,2022-10-30T15:00:44.905Z,2022-10-31T04:53:17Z,3883975509,56,Back,3883975511,347,,3883975635,233,7,,,,,,,,,,,,,,,,4e5jvz1t60a2l67c5a9r2qne,M. Cachbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532189,8,1,1,0,38,ecj1gmc7pqcjo4sc9hvghj5u3,1,53.7,0,2022-10-30T15:00:59.701Z,2022-10-31T09:26:23Z,3883976517,107,,3883976521,140,58.3,3883976523,141,4.0,3883976527,213,0.7,3883976525,212,6.3,3883976519,56,Right,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532241,9,1,1,0,39,ecj1gmc7pqcjo4sc9hvghj5u3,1,56,4.7,2022-10-30T15:01:01.484Z,2022-10-31T09:26:22Z,3883976793,212,42.6,3883976787,56,Back,3883976797,1,,3885993275,178,,3883976789,140,22.7,3883976791,141,40.4,3883976795,213,2.5,,,,a6cke0ad2pvuyahweuch772ay,V. Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532287,10,1,1,0,44,ecj1gmc7pqcjo4sc9hvghj5u3,1,24.9,48.2,2022-10-30T15:01:05.824Z,2022-10-31T09:26:22Z,3883977025,141,72.0,3883977023,140,36.7,3885993425,178,,3883977027,212,20.4,3883977029,213,0.9,3883977021,56,Back,,,,,,,a8kdcx3797ityilpw31jaj4r9,A. Moris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532323,11,1,1,0,47,ecj1gmc7pqcjo4sc9hvghj5u3,1,45.8,84.9,2022-10-30T15:01:09.622Z,2022-10-31T09:26:21Z,3883977235,56,Left,3885993463,178,,3883977243,213,0.4,3883977239,141,94.2,3883977241,212,16.1,3883977237,140,59.9,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532345,12,1,1,0,49,ecj1gmc7pqcjo4sc9hvghj5u3,1,56.4,98,2022-10-30T15:01:10.907Z,2022-10-31T09:26:21Z,3883977363,213,5.1,3885993497,178,,3883977361,212,21.1,3883977355,56,Center,3883977359,141,69.4,3883977357,140,64.2,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532353,13,1,1,0,50,ecj1gmc7pqcjo4sc9hvghj5u3,0,62.2,77.6,2022-10-30T15:01:11.980Z,2022-10-31T09:26:20Z,3883977411,213,5.9,3885993573,178,,3883977405,140,68.3,3885296043,233,16,3883977403,56,Center,3883977407,141,74.1,3885013149,286,,3885013147,236,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,3883977409,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532361,16,74,1,0,50,jb4xejoxjfk5a0a50bo8hvst,1,36.5,21.7,2022-10-30T15:01:12.113Z,2022-10-31T09:26:19Z,3883977447,56,Back,3885993637,178,,3885296071,233,13,3885993635,15,,3885013003,285,,,,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532421,15,61,1,0,51,ecj1gmc7pqcjo4sc9hvghj5u3,0,63.4,87.8,2022-10-30T15:01:12.762Z,2022-10-31T09:26:19Z,3885993729,178,,3883977683,56,Left,,,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532417,14,5,1,0,52,ecj1gmc7pqcjo4sc9hvghj5u3,0,69.3,101,2022-10-30T15:01:13.946Z,2022-10-31T04:54:05Z,3883977691,233,17,3883977673,347,,3883977671,56,Left,,,,,,,,,,,,,,,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532383,17,5,1,0,52,jb4xejoxjfk5a0a50bo8hvst,1,30.7,-1,2022-10-30T15:01:13.946Z,2022-10-31T04:54:05Z,3883977569,56,Back,3883977571,347,,3883978951,233,14,,,,,,,,,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532347,15,43,1,0,52,jb4xejoxjfk5a0a50bo8hvst,1,0,0,2022-10-30T15:01:13.966Z,2022-10-30T15:01:17Z,3883977453,233,13,3883977369,285,0,3883977367,56,Back,3883977601,144,74,,,,,,,,,,,,,5oa6glaxweluggb6odyxb4uz9,D. Opare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532449,18,1,1,0,56,jb4xejoxjfk5a0a50bo8hvst,1,28.7,0,2022-10-30T15:01:18.507Z,2022-10-31T09:26:19Z,3883977835,212,10.4,3883977829,56,Back,3883977827,107,,3883977837,213,1.3,3883977833,141,13.7,3883977831,140,31.1,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532475,19,1,1,0,57,jb4xejoxjfk5a0a50bo8hvst,1,34.3,9.5,2022-10-30T15:01:19.428Z,2022-10-31T09:26:18Z,3883977983,56,Back,3883977987,141,6.1,3883977991,213,3.4,3883977989,212,9.0,3885013929,155,,3883977985,140,26.0,3885993977,178,,,,,7sxsul4lzfxl1nzca1nq715re,S. Lahssaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532479,20,1,1,1,1,jb4xejoxjfk5a0a50bo8hvst,0,28.1,3.4,2022-10-30T15:01:22.817Z,2022-10-31T09:26:17Z,3883978015,141,4.4,3883978017,212,3.5,3883978013,140,31.4,3885994035,178,,3883978011,56,Back,3883978019,213,0.2,,,,,,,9bnvh1i6mu45yvkz257c0x1at,M. Sambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479608317,450,61,1,1,1,ecj1gmc7pqcjo4sc9hvghj5u3,1,69.4,97.3,2022-10-30T15:01:22.936Z,2022-10-31T09:26:17Z,3884389623,56,Left,3885994131,178,,,,,,,,,,,,,,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532543,16,1,1,1,3,ecj1gmc7pqcjo4sc9hvghj5u3,0,42.6,93.1,2022-10-30T15:01:25.357Z,2022-10-31T09:26:17Z,3883978345,213,5.6,3885994223,388,,3884390163,3,,3883978337,56,Left,3883978341,141,79.9,3883978339,140,54.0,3883978343,212,15.0,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532519,21,50,1,1,6,jb4xejoxjfk5a0a50bo8hvst,1,49.5,14.7,2022-10-30T15:01:27.755Z,2022-10-31T09:26:16Z,3883978193,286,,3883978477,233,17,3883978191,56,Back,,,,,,,,,,,,,,,,7ruin2kz9zjzba57tdbec7n4l,Vagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532565,17,7,1,1,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.5,85.3,2022-10-30T15:01:28.100Z,2022-10-31T09:26:15Z,3883978435,56,Left,3885994397,178,,3885016479,384,,3883978437,285,,3883978457,233,21,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532567,18,61,1,1,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,53.6,86.7,2022-10-30T15:01:28.475Z,2022-10-31T09:26:15Z,3885994467,178,,3883978441,56,Left,,,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532581,19,49,1,1,8,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.5,69.7,2022-10-30T15:01:30.301Z,2022-10-31T09:26:14Z,,,,,,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532615,20,1,1,1,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,50.4,63.2,2022-10-30T15:01:31.252Z,2022-10-31T09:26:13Z,3885994679,178,,3883978711,140,44.9,3883978709,56,Back,3883978717,213,4.5,3883978713,141,28.8,3883978715,212,24.1,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532661,21,1,1,1,12,ecj1gmc7pqcjo4sc9hvghj5u3,1,45.5,36.7,2022-10-30T15:01:34.556Z,2022-10-31T09:26:12Z,3883978985,213,2.4,3883978981,141,54.6,3885994747,178,,3883978977,56,Back,3883978979,140,33.6,3883978983,212,17.4,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532681,22,1,1,1,16,ecj1gmc7pqcjo4sc9hvghj5u3,1,39.4,66.2,2022-10-30T15:01:37.652Z,2022-10-31T09:26:12Z,3883979085,212,27.2,3885994777,178,,3883979083,141,92.1,3883979079,56,Left,3883979087,213,0.7,3883979081,140,59.2,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532723,23,1,1,1,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,53.7,95.7,2022-10-30T15:01:41.698Z,2022-10-31T09:26:10Z,3883979265,56,Center,3883979271,140,54.2,3883979279,212,18.0,3883979281,213,4.7,3885994859,178,,3883979275,141,69.3,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532745,24,1,1,1,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,52,77.3,2022-10-30T15:01:42.604Z,2022-10-31T09:26:09Z,3883979401,141,90.3,3883979397,56,Left,3883979403,212,9.1,3883979399,140,54.1,3885994915,178,,3883979405,213,1.3,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532795,25,1,1,1,23,ecj1gmc7pqcjo4sc9hvghj5u3,1,51.7,93.8,2022-10-30T15:01:45.052Z,2022-10-31T09:26:08Z,3883979629,141,75.9,3883979627,140,69.8,3885994969,178,,3883979633,213,5.7,3883979625,56,Center,3883979631,212,22.6,,,,,,,e44w6g1c1ojf854svzswpl0x5,L. Lapoussin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532805,26,1,1,1,25,ecj1gmc7pqcjo4sc9hvghj5u3,0,69.8,80.2,2022-10-30T15:01:47.101Z,2022-10-31T09:26:07Z,3883979701,213,5.0,3883979695,140,75.4,3883979699,212,21.6,3885995021,178,,3883979697,141,49.6,3883979693,56,Center,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532807,22,61,1,1,25,jb4xejoxjfk5a0a50bo8hvst,1,28,21.3,2022-10-30T15:01:47.185Z,2022-10-31T09:26:06Z,3883979707,56,Back,3885995173,178,,,,,,,,,,,,,,,,,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532829,23,61,1,1,26,jb4xejoxjfk5a0a50bo8hvst,1,22,46.1,2022-10-30T15:01:48.227Z,2022-10-31T09:26:06Z,3883979813,56,Back,3885995265,178,,,,,,,,,,,,,,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532885,24,1,1,1,29,jb4xejoxjfk5a0a50bo8hvst,1,15.4,29.5,2022-10-30T15:01:51.080Z,2022-10-31T09:26:06Z,3883980111,212,17.5,3883980107,140,3.0,3885995363,388,,3883980103,3,,3883980113,213,2.4,3883980109,141,46.7,3883980105,56,Back,,,,a52575bcqr3acuweauiyzsb56,M. Mbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479532887,25,52,1,1,30,jb4xejoxjfk5a0a50bo8hvst,1,4.9,41,2022-10-30T15:01:52.489Z,2022-10-31T09:26:05Z,3885021801,376,,3885995445,178,,,,,,,,,,,,,,,,,,,,9ch1zw030nu94b2v7t9pzyqne,T. Galjé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533001,26,1,1,1,33,jb4xejoxjfk5a0a50bo8hvst,1,6.9,51.6,2022-10-30T15:01:55.145Z,2022-10-31T09:26:05Z,3883980663,123,,3883980667,140,20.5,3885995521,178,,3883980669,141,83.3,3883980671,212,25.9,3883980665,56,Back,3883980673,213,1.0,,,,9ch1zw030nu94b2v7t9pzyqne,T. Galjé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533031,27,1,1,1,38,jb4xejoxjfk5a0a50bo8hvst,0,24.8,81.5,2022-10-30T15:02:00.365Z,2022-10-31T09:26:04Z,3885995681,178,,3883980849,212,11.8,3883980851,213,0.5,3883980847,141,89.7,3883980843,56,Back,3883980845,140,34.7,,,,,,,af8gj4w5eg8rdl4iq7fi8aa96,A. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533065,27,61,1,1,39,ecj1gmc7pqcjo4sc9hvghj5u3,1,62.1,22.7,2022-10-30T15:02:00.953Z,2022-10-31T09:26:04Z,3883980997,56,Center,3885996215,388,,3885995917,21,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533099,28,49,1,1,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,45.5,9,2022-10-30T15:02:03.669Z,2022-10-31T09:26:03Z,,,,,,,,,,,,,,,,,,,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479533125,29,1,1,1,42,ecj1gmc7pqcjo4sc9hvghj5u3,1,43.9,10.2,2022-10-30T15:02:04.393Z,2022-10-31T09:26:02Z,3885996593,178,,3883981277,140,34.8,3883981281,212,10.6,3883981283,213,2.7,3883981279,141,17.1,3883981275,56,Back,,,,,,,ths196pehnfyf4f4scmqj8ph,G. François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
