id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2522656627,9,1,1,0,13,8y3iucyxguipljcmf87a11bk9,1,32.4,92.7,2023-03-19T18:16:13.572Z,2023-03-20T11:35:34Z,4111198381,140,33.7,4111198379,56,Back,4111198385,212,10.6,4111198383,141,77.2,4112250317,178,,4111198387,213,4.8,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656635,10,1,1,0,14,8y3iucyxguipljcmf87a11bk9,0,32.2,81.6,2023-03-19T18:16:14.650Z,2023-03-20T11:35:33Z,4112250361,178,,4111198441,140,56.5,4111198437,155,,4111198445,212,25.6,4111198443,141,85.3,4111198447,213,0.1,4111198439,56,Left,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656647,3,1,1,0,15,9njsy633rh1tyri7l2jaju5o,1,47.1,8.8,2023-03-19T18:16:15.747Z,2023-03-20T11:35:33Z,4111198507,56,Center,4111198513,212,18.3,4111198515,213,0.6,4112250465,178,,4111198509,140,61.6,4111198511,141,23.7,4111198505,3,,,,,6wt29oce6gsthhpmhq705vl9m,Y. Van Genechten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656653,4,49,1,0,17,9njsy633rh1tyri7l2jaju5o,1,54.2,32.5,2023-03-19T18:16:17.450Z,2023-03-20T11:35:32Z,,,,,,,,,,,,,,,,,,,,,,,,,ag74mepy9fnmlykodxo0oxhwp,B. Baiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656695,5,1,1,0,17,9njsy633rh1tyri7l2jaju5o,0,54.2,32.5,2023-03-19T18:16:17.481Z,2023-03-20T11:35:32Z,4111198751,56,Center,4111198761,213,6.2,4112250571,178,,4111198755,141,29.4,4111198753,140,69.8,4111198757,212,16.5,,,,,,,ag74mepy9fnmlykodxo0oxhwp,B. Baiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522852907,988,43,1,0,19,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-03-19T18:16:18.977Z,2023-03-20T05:59:43Z,4112268455,233,694,4112298745,144,67,,,,,,,,,,,,,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522852905,694,43,1,0,19,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-03-19T18:16:18.978Z,2023-03-20T05:59:42Z,4112268459,233,988,4112298739,144,67,,,,,,,,,,,,,,,,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656683,11,8,1,0,19,8y3iucyxguipljcmf87a11bk9,1,33.7,61.2,2023-03-19T18:16:19.016Z,2023-03-20T11:35:32Z,4111855359,384,,4112250613,178,,4111198687,56,Back,,,,,,,,,,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656705,6,43,1,0,19,9njsy633rh1tyri7l2jaju5o,1,0,0,2023-03-19T18:16:19.274Z,2023-03-19T19:10:38Z,4111198821,140,68.6,4111198823,141,30.6,4111198819,56,Center,4111355221,144,1,4111198833,213,1.8,4111198827,212,1.0,,,,,,,codwa9jioox7i007f4iazwst1,S. Prevljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656709,12,49,1,0,20,8y3iucyxguipljcmf87a11bk9,1,36.8,58.9,2023-03-19T18:16:19.781Z,2023-03-20T11:35:31Z,,,,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656737,13,1,1,0,20,8y3iucyxguipljcmf87a11bk9,1,37.9,56.4,2023-03-19T18:16:20.302Z,2023-03-20T11:35:30Z,4111198977,213,0.0,4111198973,141,56.7,4111198969,56,Back,4112250857,388,,4111198975,212,10.5,4111198971,140,47.9,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656739,14,1,1,0,21,8y3iucyxguipljcmf87a11bk9,0,44,54.3,2023-03-19T18:16:21.450Z,2023-03-20T11:35:30Z,4111198983,56,Center,4111198987,141,65.8,4111856407,155,,4111198991,213,0.5,4112250919,178,,4111198989,212,16.1,4111198985,140,57.4,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656761,7,61,1,0,22,9njsy633rh1tyri7l2jaju5o,0,50.4,37.8,2023-03-19T18:16:22.525Z,2023-03-20T11:35:29Z,4111199091,56,Center,4112251101,21,,4112251103,178,,,,,,,,,,,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656773,15,1,1,0,24,8y3iucyxguipljcmf87a11bk9,1,60.7,65.7,2023-03-19T18:16:23.874Z,2023-03-20T11:35:29Z,4111199133,140,55.9,4111199137,212,10.6,4112251153,178,,4111199131,56,Left,4111199135,141,79.4,4111199139,213,2.1,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656777,16,49,1,0,25,8y3iucyxguipljcmf87a11bk9,1,60.7,72.2,2023-03-19T18:16:25.390Z,2023-03-20T11:35:28Z,,,,,,,,,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656815,17,1,1,0,25,8y3iucyxguipljcmf87a11bk9,1,60.8,72.3,2023-03-19T18:16:25.405Z,2023-03-20T11:35:28Z,4111199335,141,34.9,4111199339,213,5.6,4111200541,210,15,4111199329,155,,4111199331,56,Center,4112251417,178,,4111199337,212,40.5,4111200543,154,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,1,4111199341,1,4111199333,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656819,18,15,1,0,29,8y3iucyxguipljcmf87a11bk9,1,92.8,36,2023-03-19T18:16:28.854Z,2023-03-20T11:35:27Z,4111200563,230,97.1,4111200547,29,,4111200559,146,93.3,4111200561,147,39.0,4111200565,231,43.1,4111199947,20,,4111200545,78,,4111200557,103,19,adrn1x15rsehvnava8q9ofuvo,G. Orban,,4111200851,233,4111200551,55,17,9,4111200549,154,4112251481,178,4111199359,22,4111199361,63,4111200555,102,49.9,4111199363,56,Center,4111199953,82,,,,,,,,,,,,,,
2522657025,9,10,1,0,29,9njsy633rh1tyri7l2jaju5o,1,5.6,63.6,2023-03-19T18:16:29.044Z,2023-03-20T11:35:26Z,4111200859,233,18,4112251619,178,,4111200497,94,,4112251621,15,,4111200499,56,Back,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656823,8,6,1,0,29,9njsy633rh1tyri7l2jaju5o,0,2,56.4,2023-03-19T18:16:29.433Z,2023-03-20T04:51:16Z,4111199387,56,Back,4111201097,73,,4111201201,233,19,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522656835,19,6,1,0,29,8y3iucyxguipljcmf87a11bk9,1,98,43.6,2023-03-19T18:16:29.433Z,2023-03-20T04:51:16Z,4111199447,56,Center,4111200869,75,,4111201163,233,8,,,,,,,,,,,,,,,,adrn1x15rsehvnava8q9ofuvo,G. Orban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657249,20,1,1,1,2,8y3iucyxguipljcmf87a11bk9,0,99.5,0.7,2023-03-19T18:17:02.207Z,2023-03-20T04:51:19Z,4111201779,141,37.6,4111201771,155,,4111201777,140,91.3,4111201773,224,,4112251725,178,,4111201775,56,Center,4111201767,2,,4111201781,212,26.5,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,4111858575,20,4111201769,6,,,4111201783,213,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,
2522657297,10,12,1,1,3,9njsy633rh1tyri7l2jaju5o,1,6.9,61.4,2023-03-19T18:17:03.376Z,2023-03-20T11:35:26Z,4112251773,388,,4111202015,213,0.5,4111202011,141,80.5,4111202009,140,30.8,4111202013,212,28.3,4111202007,56,Back,4111202031,15,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657327,21,44,1,1,6,8y3iucyxguipljcmf87a11bk9,1,69.4,19.1,2023-03-19T18:17:06.607Z,2023-03-20T11:35:25Z,4111202195,56,Right,4111202469,233,11,4111202197,286,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657381,11,44,1,1,6,9njsy633rh1tyri7l2jaju5o,0,30.6,80.9,2023-03-19T18:17:06.608Z,2023-03-20T11:35:25Z,4111202455,285,,4111202453,56,Back,4111202511,233,21,,,,,,,,,,,,,,,,6pmuxgyfaqn2h0x69o5l1mq22,D. Gassama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657347,22,1,1,1,6,8y3iucyxguipljcmf87a11bk9,1,68.6,19.7,2023-03-19T18:17:06.642Z,2023-03-20T11:35:24Z,4111202301,213,5.3,4111202291,3,,4111202295,140,74.5,4112251921,388,,4111202299,212,11.1,4111202293,56,Right,4111202297,141,6.1,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657369,23,1,1,1,9,8y3iucyxguipljcmf87a11bk9,1,74.2,0.1,2023-03-19T18:17:09.241Z,2023-03-20T11:35:24Z,4111202395,3,,4111202405,213,2.1,4111202399,140,69.0,4111202401,141,13.7,4112252009,388,,4111202397,56,Right,4111202403,212,10.7,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657499,24,1,1,1,11,8y3iucyxguipljcmf87a11bk9,1,76.8,6.5,2023-03-19T18:17:11.712Z,2023-03-20T11:35:23Z,4111203039,141,80.8,4112252069,178,,4111203031,2,,4111203045,1,,4111203037,140,91.7,4111859523,224,,4111203033,155,,4111203035,56,Left,99tf4co0pm09ayca13ma3lql1,J. De Sart,,4111203043,213,4111859525,20,,1.3,4111203041,212,4111859715,345,,,,,,,,,,,,,52.9,,,,,,,,,,,,,
2522657511,25,3,1,1,20,8y3iucyxguipljcmf87a11bk9,0,96.8,98.9,2023-03-19T18:17:20.436Z,2023-03-20T11:35:21Z,4111203105,286,,4112252143,178,,4111203115,211,,4111203103,56,Left,4111860073,465,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657573,12,49,1,1,23,9njsy633rh1tyri7l2jaju5o,1,7.9,19.6,2023-03-19T18:17:22.834Z,2023-03-20T11:35:20Z,,,,,,,,,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522853161,695,67,1,1,23,9njsy633rh1tyri7l2jaju5o,1,8.5,20.3,2023-03-19T18:17:22.865Z,2023-03-20T11:35:20Z,4112269943,233,996,,,,,,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522853159,996,67,1,1,23,8y3iucyxguipljcmf87a11bk9,0,91.5,79.7,2023-03-19T18:17:22.866Z,2023-03-20T11:35:19Z,4112269949,233,695,,,,,,,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657601,13,1,1,1,24,9njsy633rh1tyri7l2jaju5o,1,7.5,21.2,2023-03-19T18:17:24.558Z,2023-03-20T11:35:18Z,4111203517,213,6.0,4111203513,141,10.9,4112252341,178,,4111203515,212,28.4,4111203509,56,Back,4111203511,140,33.7,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657617,14,1,1,1,27,9njsy633rh1tyri7l2jaju5o,0,21.8,2.9,2023-03-19T18:17:27.536Z,2023-03-20T11:35:18Z,4111203577,141,23.1,4111203583,212,25.2,4111203573,140,41.9,4112252407,178,,4111203589,213,0.6,4111203571,56,Back,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657609,26,49,1,1,28,8y3iucyxguipljcmf87a11bk9,1,61,84.9,2023-03-19T18:17:28.595Z,2023-03-20T11:35:17Z,,,,,,,,,,,,,,,,,,,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657631,27,1,1,1,29,8y3iucyxguipljcmf87a11bk9,1,60.4,84.5,2023-03-19T18:17:29.308Z,2023-03-20T11:35:16Z,4111203675,213,4.9,4111203667,56,Center,4112252523,178,,4111203671,141,64.8,4111203669,140,63.3,4111203673,212,13.7,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657661,28,1,1,1,31,8y3iucyxguipljcmf87a11bk9,1,62.7,69.9,2023-03-19T18:17:31.105Z,2023-03-20T11:35:15Z,4112252547,178,,4111203831,213,1.5,4111203825,140,63.6,4111203829,212,14.0,4111203827,141,90.5,4111203823,56,Left,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657769,29,1,1,1,33,8y3iucyxguipljcmf87a11bk9,1,65.8,94.5,2023-03-19T18:17:32.895Z,2023-03-20T11:35:14Z,4111204415,212,7.9,4112252601,178,,4111204411,140,73.3,4111204409,56,Left,4111204417,213,0.0,4111204413,141,95.0,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657783,30,1,1,1,40,8y3iucyxguipljcmf87a11bk9,0,88,76.9,2023-03-19T18:17:39.893Z,2023-03-20T11:35:11Z,4111204505,2,,4111204515,212,22.5,4111862823,223,,4112252703,178,,4111204509,56,Center,4111204511,140,93.0,4111204507,155,,4111862825,20,,2igz499o21aihmkugktp3nyms,M. Fofana,,4111204513,141,4111204517,213,4.9,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657829,16,44,1,1,41,9njsy633rh1tyri7l2jaju5o,1,6.5,49,2023-03-19T18:17:40.909Z,2023-03-20T11:35:11Z,4111204773,285,,4111204829,233,31,4111204771,56,Back,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657791,31,44,1,1,41,8y3iucyxguipljcmf87a11bk9,0,93.5,51,2023-03-19T18:17:40.910Z,2023-03-20T11:35:10Z,4111204833,233,16,4111204551,56,Center,4111204553,286,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657807,15,12,1,1,41,9njsy633rh1tyri7l2jaju5o,1,6.4,47.3,2023-03-19T18:17:40.954Z,2023-03-20T11:35:10Z,4111204631,141,56.1,4112252797,388,,4111204629,140,27.4,4111204635,213,0.3,4111204633,212,22.8,4111204627,56,Back,4111204641,15,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657803,32,15,1,1,43,8y3iucyxguipljcmf87a11bk9,1,74.1,45,2023-03-19T18:17:43.177Z,2023-03-20T11:35:09Z,4112252847,178,,4111204613,18,,4111205757,108,,4111205751,103,19,4111205769,231,49.9,4111204611,22,,4111204615,56,Center,4111205755,215,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,4111205763,146,4111204981,20,,88.1,4111205767,230,4111205761,458,4111205741,78,4111205759,328,4111204987,233,17,4111204985,82,,4111205745,102,99.9,49.1,4111205765,147,46.0,,,,,,,,,
2522657835,17,10,1,1,43,9njsy633rh1tyri7l2jaju5o,1,14.6,52.2,2023-03-19T18:17:43.573Z,2023-03-20T11:35:09Z,4111205017,233,32,4112252995,388,,4111204793,56,Back,4111204791,94,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657843,18,6,1,1,45,9njsy633rh1tyri7l2jaju5o,0,11.8,57.5,2023-03-19T18:17:45.389Z,2023-03-20T04:52:52Z,4111204837,56,Back,4111204857,73,,4111204891,233,33,,,,,,,,,,,,,,,,7t9bynn5mbmy3b0v9cduifxex,L. Bessilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522657833,33,6,1,1,45,8y3iucyxguipljcmf87a11bk9,1,88.2,42.5,2023-03-19T18:17:45.389Z,2023-03-20T04:52:52Z,4111204887,233,18,4111204787,56,Center,4111204789,75,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522658025,34,1,1,2,7,8y3iucyxguipljcmf87a11bk9,1,99.5,0.5,2023-03-19T18:18:07.052Z,2023-03-20T04:52:55Z,4111205901,6,,4111205915,213,2.7,4111205909,141,6.1,4111205911,212,9.9,4111205905,140,90.8,4111205903,56,Right,4112253115,178,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
