id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value
2497403205,5,61,1,0,7,2b57rbw94i9ohnbch52owvqtq,0,51.7,12,2023-01-14T17:15:15.532Z,2023-01-15T09:23:54Z,3978063867,56,Right,3978971527,178,,,,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427277,437,3,1,0,8,b7jmo07lqav0wfe2mtlzyspak,0,51.5,80,2023-01-14T17:15:16.772Z,2023-01-15T09:23:53Z,3978191711,56,Left,3978191737,233,370,3978971713,178,,3978677891,464,,3978191713,286,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497427267,370,7,1,0,8,2b57rbw94i9ohnbch52owvqtq,0,48.5,20,2023-01-14T17:15:16.841Z,2023-01-15T09:23:52Z,3978191635,285,,3978191731,233,437,3978677901,385,,3978191633,56,Back,3978971797,178,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403253,7,1,1,0,10,b7jmo07lqav0wfe2mtlzyspak,1,54.7,81.6,2023-01-14T17:15:18.487Z,2023-01-15T09:23:52Z,3978064035,56,Left,3978064041,212,28.2,3978064043,213,0.2,3978064039,141,90.8,3978064037,140,80.9,3978972019,178,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403267,8,1,1,0,14,b7jmo07lqav0wfe2mtlzyspak,1,78.2,89,2023-01-14T17:15:23.128Z,2023-01-15T09:23:50Z,3978064137,1,,3978064127,56,Center,3978064123,2,,3978064133,212,39.7,3978973423,178,,3978064135,213,4.9,3978064125,155,,3978064129,140,86.8,9aafa664l1husrkrgqv25l42d,N. Storm,3978677705,223,3978677707,20,3978064131,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403273,9,1,1,0,18,b7jmo07lqav0wfe2mtlzyspak,0,82.7,28.4,2023-01-14T17:15:26.839Z,2023-01-15T09:23:49Z,3978064169,140,100.0,3978064167,56,Center,3978064173,212,19.2,3978973487,178,,3978064171,141,33.0,3978064175,213,0.2,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403271,6,5,1,0,21,2b57rbw94i9ohnbch52owvqtq,1,-0.6,66.8,2023-01-14T17:15:29.869Z,2023-01-15T06:09:32Z,3978064165,346,,3978064163,56,Back,3978064203,233,10,,,,,,,,,,,,,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403279,10,5,1,0,21,b7jmo07lqav0wfe2mtlzyspak,0,100.6,33.2,2023-01-14T17:15:29.869Z,2023-01-15T06:09:32Z,3978064207,233,6,3978064193,56,Center,3978064195,346,,,,,,,,,,,,,,,,,3eywxsna9qzi1egis1uj4l6mt,G. Hairemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403373,7,1,1,0,45,2b57rbw94i9ohnbch52owvqtq,0,5,59.8,2023-01-14T17:15:53.643Z,2023-01-15T09:23:48Z,3978064697,56,Center,3978064703,212,63.1,3978064699,140,64.8,3978064707,1,,3978064705,213,0.1,3978064701,141,68.5,3978064711,74,,3978064695,124,,d0itp0eyxewvnm2shm0manw7p,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403391,11,44,1,0,48,b7jmo07lqav0wfe2mtlzyspak,1,46.6,25.1,2023-01-14T17:15:56.991Z,2023-01-15T09:41:07Z,3978064767,233,8,3978064761,285,,3978064759,56,Back,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403377,8,44,1,0,48,2b57rbw94i9ohnbch52owvqtq,0,53.4,74.9,2023-01-14T17:15:56.992Z,2023-01-15T09:23:47Z,3978064715,286,,3978064779,233,11,3978064713,56,Center,,,,,,,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403423,12,1,1,0,48,b7jmo07lqav0wfe2mtlzyspak,1,47.2,26.2,2023-01-14T17:15:57.005Z,2023-01-15T09:41:07Z,3978064873,3,,3978064879,141,60.6,3978064877,140,42.2,3978064883,213,1.8,3978064875,56,Back,3978064881,212,24.0,3978973861,388,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403427,13,49,1,0,51,b7jmo07lqav0wfe2mtlzyspak,1,41.4,50.8,2023-01-14T17:15:59.522Z,2023-01-15T09:23:47Z,,,,,,,,,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403439,14,1,1,0,56,b7jmo07lqav0wfe2mtlzyspak,1,54.3,88.5,2023-01-14T17:16:04.385Z,2023-01-15T09:23:45Z,3978064941,141,76.3,3978064945,213,3.5,3978973985,178,,3978064937,56,Back,3978064943,212,21.5,3978064939,140,35.4,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403451,15,1,1,0,58,b7jmo07lqav0wfe2mtlzyspak,1,30.4,80.5,2023-01-14T17:16:06.913Z,2023-01-15T09:23:44Z,3978064997,213,3.9,3978064993,141,52.5,3978064991,140,12.9,3978064989,56,Back,3978974015,178,,3978064995,212,26.5,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403461,16,1,1,1,1,b7jmo07lqav0wfe2mtlzyspak,1,16,58.7,2023-01-14T17:16:09.601Z,2023-01-15T09:23:43Z,3978065047,140,33.0,3978065051,212,18.8,3978974031,178,,3978065045,56,Back,3978065053,213,6.0,3978065049,141,49.9,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403471,17,1,1,1,3,b7jmo07lqav0wfe2mtlzyspak,1,27.9,57.7,2023-01-14T17:16:12.050Z,2023-01-15T09:23:42Z,3978065137,140,26.2,3978065139,141,80.5,3978065143,213,1.7,3978974085,178,,3978065141,212,15.6,3978065135,56,Back,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403485,18,1,1,1,5,b7jmo07lqav0wfe2mtlzyspak,1,18.8,83.2,2023-01-14T17:16:13.579Z,2023-01-15T09:23:42Z,3978065229,56,Back,3978065235,141,58.7,3978065245,213,4.2,3978974117,178,,3978065241,212,19.2,3978065231,140,9.7,,,,,,,cne8uwbnrwbwqjpj3pme1kbmx,D. Lavalée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403513,19,1,1,1,7,b7jmo07lqav0wfe2mtlzyspak,1,6.6,61,2023-01-14T17:16:15.870Z,2023-01-15T09:23:41Z,3978065367,141,29.1,3978065363,56,Back,3978065369,212,23.4,3978974145,178,,3978065365,140,14.9,3978065371,213,5.1,,,,,,,1psqmd0h77b385bljq2emftgp,G. Coucke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403529,20,1,1,1,10,b7jmo07lqav0wfe2mtlzyspak,1,13.4,22,2023-01-14T17:16:18.976Z,2023-01-15T09:23:40Z,3978065461,56,Back,3978974233,178,,3978065465,141,4.1,3978065467,212,13.8,3978065463,140,19.5,3978065469,213,5.2,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497575603,818,83,1,1,12,2b57rbw94i9ohnbch52owvqtq,1,77,96.2,2023-01-14T17:16:21.131Z,2023-01-15T09:23:39Z,3978992051,399,104658,,,,,,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403537,21,1,1,1,13,b7jmo07lqav0wfe2mtlzyspak,0,23,4,2023-01-14T17:16:21.158Z,2023-01-15T09:23:39Z,3978065517,212,6.2,3978065513,140,17.1,3978065519,213,3.1,3978065509,56,Back,3978065515,141,4.7,3978974301,178,,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403567,22,1,1,1,15,b7jmo07lqav0wfe2mtlzyspak,1,10.6,6.3,2023-01-14T17:16:23.704Z,2023-01-15T09:23:38Z,3978065637,155,,3978065647,213,0.1,3978065643,141,10.4,3978974431,178,,3978065639,56,Back,3978065641,140,32.6,3978065645,212,23.3,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403541,9,43,1,1,15,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-01-14T17:16:23.795Z,2023-01-14T18:11:08Z,3978193061,144,61,3978065533,56,Left,,,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403573,10,45,1,1,18,2b57rbw94i9ohnbch52owvqtq,0,57.9,90.8,2023-01-14T17:16:26.749Z,2023-01-15T09:23:37Z,3978065759,233,23,3978065671,56,Left,3978065673,285,,,,,,,,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403587,23,3,1,1,18,b7jmo07lqav0wfe2mtlzyspak,1,42.1,9.2,2023-01-14T17:16:26.749Z,2023-01-15T09:23:37Z,3978065745,233,10,3978678863,465,,3978065749,286,,3978974451,178,,3978065721,56,Back,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403625,24,2,1,1,21,b7jmo07lqav0wfe2mtlzyspak,1,53.3,0.7,2023-01-14T17:16:29.359Z,2023-01-15T09:23:36Z,3978065927,7,evktllmp3l6mfb6o4im0ag0ve,3978065931,56,Center,3978974497,178,,3978065933,140,69.2,3978065935,141,26.1,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403623,11,55,1,1,21,2b57rbw94i9ohnbch52owvqtq,1,38.1,90.1,2023-01-14T17:16:29.360Z,2023-01-15T09:23:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403837,12,1,1,1,52,2b57rbw94i9ohnbch52owvqtq,1,28.7,72.3,2023-01-14T17:17:00.867Z,2023-01-15T09:23:35Z,3978067095,140,70.0,3978067087,5,,3978067091,241,,3978067101,213,0.3,3978067089,157,,3978974673,178,,3978067099,212,45.0,3978067103,1,,d0itp0eyxewvnm2shm0manw7p,D. Phillips,3978067093,56,3978067097,141,,,,Left,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403865,13,1,1,1,55,2b57rbw94i9ohnbch52owvqtq,1,70.5,90,2023-01-14T17:17:03.995Z,2023-01-15T09:23:35Z,3978067245,213,4.3,3978067235,3,,3978067241,141,71.4,3978067239,140,65.4,3978974823,388,,3978067243,212,13.7,3978067237,56,Center,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403879,14,1,1,1,57,2b57rbw94i9ohnbch52owvqtq,0,63.3,74.2,2023-01-14T17:17:05.858Z,2023-01-15T09:23:34Z,3978067325,213,6.2,3978067315,3,,3978067321,141,73.2,3978067319,140,80.1,3978067323,212,17.7,3978974885,178,,3978067317,56,Center,,,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403877,25,44,1,1,59,b7jmo07lqav0wfe2mtlzyspak,1,29.6,26,2023-01-14T17:17:07.430Z,2023-01-15T09:41:08Z,3978067351,233,15,3978067303,56,Back,3978067309,285,,,,,,,,,,,,,,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403883,15,44,1,1,59,2b57rbw94i9ohnbch52owvqtq,0,70.4,74,2023-01-14T17:17:07.431Z,2023-01-15T09:23:33Z,3978067347,56,Center,3978067349,286,,3978067355,233,25,,,,,,,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403881,26,1,1,1,59,b7jmo07lqav0wfe2mtlzyspak,0,29.3,26.4,2023-01-14T17:17:07.572Z,2023-01-15T09:41:08Z,3978067337,56,Back,3978067343,212,14.0,3978067339,140,41.8,3978067341,141,33.4,3978974947,388,,3978067335,3,,3978067345,213,0.3,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403907,16,1,1,2,0,2b57rbw94i9ohnbch52owvqtq,0,54.9,71.1,2023-01-14T17:17:09.070Z,2023-01-15T09:23:32Z,3978067491,1,,3978067483,140,58.9,3978067489,213,0.2,3978067479,157,,3978067487,212,4.3,3978067485,141,72.6,3978975041,178,,3978067481,56,Center,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403919,27,4,1,2,2,b7jmo07lqav0wfe2mtlzyspak,1,45.5,36.2,2023-01-14T17:17:11.106Z,2023-01-15T09:23:32Z,3978067533,294,,3978067539,286,,3978067537,152,,3978067535,56,Back,3978067701,233,17,3978067531,13,,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403937,17,4,1,2,2,2b57rbw94i9ohnbch52owvqtq,0,54.5,63.8,2023-01-14T17:17:11.107Z,2023-01-15T09:23:32Z,3978067685,152,,3978975115,178,,3978067681,294,,3978067715,233,27,3978067683,56,Center,3978067687,285,,3978067679,13,,,,,7y7wrtvktvxfki86p41ptoell,M. Rodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403971,28,1,1,2,10,b7jmo07lqav0wfe2mtlzyspak,1,44.2,38.2,2023-01-14T17:17:18.830Z,2023-01-15T09:23:31Z,3978975197,178,,3978067879,212,33.8,3978067873,56,Back,3978067883,1,,3978067869,5,,3978067877,141,87.8,3978067889,189,,3978067875,140,41.5,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,3978067881,213,3978067871,152,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497403987,29,1,1,2,17,b7jmo07lqav0wfe2mtlzyspak,1,35.9,87.9,2023-01-14T17:17:25.538Z,2023-01-15T09:23:31Z,3978067975,212,35.0,3978067981,189,,3978067971,140,69.2,3978067973,141,85.0,3978975279,178,,3979124251,1,,3978067977,213,6.2,3978067969,56,Left,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404017,30,1,1,2,19,b7jmo07lqav0wfe2mtlzyspak,1,58.1,93.8,2023-01-14T17:17:27.564Z,2023-01-15T09:23:30Z,3978975343,178,,3978068101,212,21.7,3978068095,56,Left,3978068097,140,78.7,3978068103,213,0.0,3978068099,141,95.3,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404035,31,1,1,2,21,b7jmo07lqav0wfe2mtlzyspak,1,71,99.3,2023-01-14T17:17:29.479Z,2023-01-15T09:23:29Z,3978068125,141,91.4,3978975441,178,,3978068121,56,Left,3978068129,213,6.1,3978068123,140,93.6,3978068127,212,24.3,,,,,,,9aafa664l1husrkrgqv25l42d,N. Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404053,32,1,1,2,23,b7jmo07lqav0wfe2mtlzyspak,0,88.1,92.2,2023-01-14T17:17:32.115Z,2023-01-15T09:23:28Z,3978068251,141,73.9,3978068255,213,5.5,3978068247,56,Center,3978068249,140,100.0,3978975509,178,,3978068253,212,18.4,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404039,18,5,1,2,26,2b57rbw94i9ohnbch52owvqtq,1,-1,30.5,2023-01-14T17:17:34.522Z,2023-01-15T06:12:14Z,3978068301,233,33,3978068147,346,,3978068145,56,Back,,,,,,,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404059,33,5,1,2,26,b7jmo07lqav0wfe2mtlzyspak,0,101,69.5,2023-01-14T17:17:34.522Z,2023-01-15T06:12:14Z,3978068269,56,Center,3978068271,346,,3978068305,233,18,,,,,,,,,,,,,,,,evktllmp3l6mfb6o4im0ag0ve,Y. Malede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404301,19,1,1,2,53,2b57rbw94i9ohnbch52owvqtq,1,5.1,41.3,2023-01-14T17:18:01.450Z,2023-01-15T09:23:28Z,3978069621,56,Right,3978069631,1,,3978069635,74,,3978069625,141,9.2,3978069627,212,64.5,3978069629,213,5.9,3978069623,140,62.9,3978069619,124,,d0itp0eyxewvnm2shm0manw7p,D. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404317,20,1,1,2,56,2b57rbw94i9ohnbch52owvqtq,0,51.9,4.6,2023-01-14T17:18:04.919Z,2023-01-15T09:23:28Z,3978069737,168,,3978069739,56,Right,3978975651,388,,3978069743,140,76.3,3978069749,212,26.8,3978069751,213,0.3,3978069745,141,16.1,3978069735,3,,92resfejh2m1oygglkjdk0u7d,Kenny Rocha Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497404323,34,12,1,2,59,b7jmo07lqav0wfe2mtlzyspak,1,27.1,84.9,2023-01-14T17:18:08.072Z,2023-01-15T09:23:27Z,3978069771,140,39.0,3978069775,212,17.1,3978069769,56,Back,3978069777,213,0.7,3978069811,167,,3978975709,178,,3978069773,141,100.0,,,,btz2lf5s3h6svre1o5jgmvf85,D. Bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
