id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/18/value
2499624379,11,1,1,0,48,7zibyotq1x1hq6pmgibhr0e6s,1,70,60.9,2023-01-22T12:31:29.669Z,2023-01-23T08:24:31Z,3991541275,388,,3989783711,213,4.7,3989783703,56,Center,3989783705,140,69.1,3989783707,141,37.7,3989783709,212,15.8,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624409,12,1,1,0,50,7zibyotq1x1hq6pmgibhr0e6s,1,71.7,43.5,2023-01-22T12:31:31.704Z,2023-01-23T08:24:30Z,3989783891,56,Left,3989783899,213,1.4,3991541383,389,,3989783893,140,77.1,3989783897,212,30.3,3989783895,141,87.2,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624417,13,1,1,0,57,7zibyotq1x1hq6pmgibhr0e6s,1,74.3,89.9,2023-01-22T12:31:37.940Z,2023-01-23T08:24:28Z,3989783959,212,9.4,3989783957,141,94.5,3991541427,178,,3989783955,140,65.9,3989783961,213,2.8,3989783951,56,Left,,,,,,,dcjf15sf1dbb6w17foz25uuei,M. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624443,14,1,1,0,59,7zibyotq1x1hq6pmgibhr0e6s,1,62.1,98,2023-01-22T12:31:40.589Z,2023-01-23T08:24:27Z,3989784093,56,Back,3989784095,140,40.5,3989784101,213,3.5,3989784097,141,87.2,3989784099,212,23.8,3991541479,178,,,,,,,,cyh16toqa9wxmxepg635ecgve,J. Bataille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624503,15,1,1,1,3,7zibyotq1x1hq6pmgibhr0e6s,1,40.3,86.8,2023-01-22T12:31:44.783Z,2023-01-23T08:24:26Z,3989784421,140,20.1,3989784419,56,Back,3989784425,141,69.6,3991541523,178,,3989784429,213,3.6,3989784427,212,24.2,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624513,16,1,1,1,11,7zibyotq1x1hq6pmgibhr0e6s,1,16.7,58.8,2023-01-22T12:31:52.554Z,2023-01-23T08:24:24Z,3989784491,212,10.1,3989784485,56,Back,3989784493,213,4.9,3991541559,178,,3989784487,140,18.3,3989784489,141,44.2,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624543,17,1,1,1,13,7zibyotq1x1hq6pmgibhr0e6s,1,18.3,46.4,2023-01-22T12:31:54.260Z,2023-01-23T08:24:23Z,3989784657,1,,3989784647,56,Back,3989784655,213,1.3,3989784653,212,33.0,3989784649,140,27.2,3989784651,141,93.0,3991541581,178,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624593,18,2,1,1,16,7zibyotq1x1hq6pmgibhr0e6s,1,23.1,87.8,2023-01-22T12:31:57.614Z,2023-01-23T08:24:22Z,3989784961,140,83.5,3989785185,7,eg4piy0kcdtdopqpd3lcl5j2t,3989784963,141,67.3,3991541629,178,,3989784959,56,Center,3989784969,1,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624627,13,55,1,1,16,5z1b7fuvpqe6vnigvopomvecu,1,48.8,44.8,2023-01-22T12:31:57.615Z,2023-01-23T08:24:22Z,,,,,,,,,,,,,,,,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624595,19,43,1,1,22,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-01-22T12:32:03.133Z,2023-01-22T12:32:07Z,3989784983,56,Center,3989784981,17,0,3989784979,22,0,3989785121,144,39,3989784989,249,0,,,,,,,,,,eg4piy0kcdtdopqpd3lcl5j2t,V. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624603,12,43,1,1,23,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-01-22T12:32:04.387Z,2023-01-22T12:32:10Z,3989785037,182,0,3989785039,56,Back,3989785215,144,63,3989785033,173,0,3989785035,178,0,,,,,,,,,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624809,14,1,1,1,50,5z1b7fuvpqe6vnigvopomvecu,1,30.8,48.8,2023-01-22T12:32:31.289Z,2023-01-23T08:24:21Z,3989786129,56,Back,3989786127,241,,3989786137,213,5.4,3989786131,140,40.5,3991541653,178,,3989786125,5,,3989786135,212,16.0,3989786133,141,30.7,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624859,15,43,1,1,52,5z1b7fuvpqe6vnigvopomvecu,1,0,0,2023-01-22T12:32:33.515Z,2023-01-22T12:34:07Z,3989786387,233,20,3989786371,56,Back,3989786373,286,0,3989790607,144,3,,,,,,,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624813,20,43,1,1,52,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-01-22T12:32:33.515Z,2023-01-22T12:34:10Z,3989786149,285,0,3989790697,144,45,3989786147,56,Center,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624861,16,4,1,1,53,5z1b7fuvpqe6vnigvopomvecu,1,39.7,33.9,2023-01-22T12:32:34.785Z,2023-01-23T10:29:27Z,3989786463,233,21,3989786385,286,,3989786383,265,,3989786377,13,,3989786379,56,Back,3989786381,152,,,,,,,,3z1lfdoy92bq8airglbhx32tw,C. Çanak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624873,21,4,1,1,53,7zibyotq1x1hq6pmgibhr0e6s,0,60.3,66.1,2023-01-22T12:32:34.786Z,2023-01-23T10:29:28Z,3989786449,285,,3989786447,265,,3991541689,178,,3989786441,13,,3989786479,233,16,3989786443,56,Center,3989786445,152,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499624969,17,1,1,2,10,5z1b7fuvpqe6vnigvopomvecu,1,46.5,47,2023-01-22T12:32:51.341Z,2023-01-23T08:24:19Z,3991541753,178,,3989786963,212,14.0,3989786965,213,4.7,3989786955,152,,3989786961,141,26.4,3989786951,5,,3989786959,140,46.2,3989786957,56,Back,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625007,18,1,1,2,12,5z1b7fuvpqe6vnigvopomvecu,1,46.1,25.4,2023-01-22T12:32:53.531Z,2023-01-23T08:24:18Z,3989787185,141,4.9,3989787187,212,21.0,3989787183,140,61.1,3989787189,213,5.6,3989787181,56,Right,3991541789,178,,,,,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625023,19,1,1,2,15,5z1b7fuvpqe6vnigvopomvecu,1,51.5,5.2,2023-01-22T12:32:55.991Z,2023-01-23T08:24:17Z,3989787309,212,14.2,3989787307,141,14.3,3989787303,56,Back,3989787305,140,39.3,3989787311,213,2.7,3991541799,178,,3989787329,189,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625069,20,1,1,2,18,5z1b7fuvpqe6vnigvopomvecu,1,34.6,19.4,2023-01-22T12:32:58.808Z,2023-01-23T08:24:16Z,3991541827,178,,3989787569,141,57.9,3989787567,140,5.8,3989787571,212,40.0,3989787575,1,,3989787573,213,2.4,3989787565,56,Back,,,,187wxh3jjn8hqbu7fyw7wullh,G. Cimirot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625079,21,1,1,2,22,5z1b7fuvpqe6vnigvopomvecu,0,8.2,69.3,2023-01-22T12:33:03.199Z,2023-01-23T08:24:15Z,3989787645,141,82.7,3991541839,178,,3989787637,155,,3989787641,140,47.0,3989787639,56,Back,3989787649,213,0.2,3989787647,212,41.7,3989787651,1,,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625099,22,1,1,2,24,7zibyotq1x1hq6pmgibhr0e6s,0,52.9,16.5,2023-01-22T12:33:05.348Z,2023-01-23T08:24:14Z,3989787727,141,26.5,3989787729,212,23.3,3989787721,3,,3989787731,213,0.3,3991541887,178,,3989787725,140,74.1,3989787723,56,Center,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625175,22,1,1,2,26,5z1b7fuvpqe6vnigvopomvecu,1,26.5,71.2,2023-01-22T12:33:07.738Z,2023-01-23T08:24:14Z,3989788127,3,,3989788137,213,1.3,3989788129,56,Back,3989788131,140,30.1,3989788135,212,13.5,3989788133,141,90.2,3991541957,178,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625183,23,3,1,2,33,5z1b7fuvpqe6vnigvopomvecu,0,41,62.7,2023-01-22T12:33:14.604Z,2023-01-23T07:59:04Z,3989788169,56,Back,3991542043,178,,3989789347,286,,3990927387,233,23,3990882975,465,,,,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625189,23,7,1,2,33,7zibyotq1x1hq6pmgibhr0e6s,1,59,37.3,2023-01-22T12:33:14.695Z,2023-01-23T07:59:04Z,3989788205,56,Center,3991542081,178,,3989788207,285,,3990883125,383,,3989789333,233,23,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625199,24,49,1,2,35,7zibyotq1x1hq6pmgibhr0e6s,1,64.4,43.5,2023-01-22T12:33:16.069Z,2023-01-23T08:24:12Z,,,,,,,,,,,,,,,,,,,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625217,25,1,1,2,35,7zibyotq1x1hq6pmgibhr0e6s,0,63.7,47.1,2023-01-22T12:33:16.504Z,2023-01-23T08:24:12Z,3989788343,56,Center,3989788345,140,68.9,3989788347,141,53.7,3991542137,178,,3989788353,213,0.7,3989788351,212,7.1,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499956207,828,67,1,2,36,5z1b7fuvpqe6vnigvopomvecu,1,34.6,42.8,2023-01-22T12:33:17.632Z,2023-01-23T08:24:11Z,3991559245,233,986,,,,,,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499956205,986,67,1,2,36,7zibyotq1x1hq6pmgibhr0e6s,0,65.4,57.2,2023-01-22T12:33:17.633Z,2023-01-23T08:24:11Z,3991559249,233,828,,,,,,,,,,,,,,,,,,,,,,dcjf15sf1dbb6w17foz25uuei,M. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625225,24,8,1,2,36,5z1b7fuvpqe6vnigvopomvecu,1,35.2,45.2,2023-01-22T12:33:17.663Z,2023-01-23T08:24:10Z,3989788377,56,Back,3990883979,384,,3991542167,178,,,,,,,,,,,,,,,,,cllq8xizuqut48xxqc3btz97u,W. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625243,25,61,1,2,38,5z1b7fuvpqe6vnigvopomvecu,0,30.3,32.5,2023-01-22T12:33:18.792Z,2023-01-23T08:24:10Z,3989788449,56,Back,3991542239,389,,,,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625285,26,1,1,2,41,7zibyotq1x1hq6pmgibhr0e6s,1,71.7,85.4,2023-01-22T12:33:22.597Z,2023-01-23T08:24:08Z,3989788697,213,5.1,3989788689,56,Center,3989788695,212,9.7,3989788693,141,72.4,3991542299,178,,3989788691,140,75.6,,,,,,,dcjf15sf1dbb6w17foz25uuei,M. Balikwisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625293,27,1,1,2,43,7zibyotq1x1hq6pmgibhr0e6s,0,76.2,75.8,2023-01-22T12:33:24.127Z,2023-01-23T08:24:07Z,3989788719,56,Left,3989788727,213,0.5,3989788725,212,12.7,3989788723,141,85.4,3991542359,178,,3989788721,140,86.6,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499625301,26,49,1,2,44,5z1b7fuvpqe6vnigvopomvecu,1,16.5,14.8,2023-01-22T12:33:25.753Z,2023-01-23T08:24:07Z,,,,,,,,,,,,,,,,,,,,,,,,,eg2u042cthz9undb4xz0pu8rt,M. Fossey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
