id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2497884729,8,44,1,0,34,3ix9om1svhd6obl0mbk1otgop,0,99.7,47.3,2023-01-15T20:00:43.494Z,2023-01-16T12:08:17Z,3980648103,56,Center,3980648379,233,7,3980648105,286,,,,,,,,,,,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497884789,8,41,1,0,35,920raeoumft3q2wmvc296uceo,1,1,52,2023-01-15T20:00:43.522Z,2023-01-16T12:08:16Z,3980648383,140,0.0,3980880207,378,,3980648389,213,4.5,3981034843,388,,3980648387,212,12.3,3980648385,141,34.3,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497884793,9,6,1,0,37,920raeoumft3q2wmvc296uceo,0,0.9,42.2,2023-01-15T20:00:45.652Z,2023-01-16T06:41:04Z,3980648405,56,Back,3980648407,73,,3980648525,233,9,,,,,,,,,,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497884735,9,6,1,0,37,3ix9om1svhd6obl0mbk1otgop,1,99.1,57.8,2023-01-15T20:00:45.652Z,2023-01-16T06:41:05Z,3980648509,233,9,3980648139,56,Center,3980648141,73,,,,,,,,,,,,,,,,,1gzgkjei16r4lt2fvcedy1jvt,K. Denkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497884967,10,1,1,1,49,3ix9om1svhd6obl0mbk1otgop,1,99.5,99.5,2023-01-15T20:01:57.959Z,2023-01-16T12:08:15Z,3981034899,178,,3980880407,72,,3980649387,2,,3980649399,141,55.5,3980649405,1,,3980649395,56,Center,3980650107,154,,3980649401,212,32.3,2xba9p5cocj599cltnabjes45,D. Hotić,1,3980649391,155,3980649403,213,4.3,3980649393,224,3980649389,6,3980649397,140,88.0,3980650105,210,13,,,,,,,,,,,,,,,,,,,
2497884971,11,13,1,1,51,3ix9om1svhd6obl0mbk1otgop,1,89.3,51.7,2023-01-15T20:01:59.665Z,2023-01-16T12:08:16Z,3980650119,102,28.6,3980650121,103,13.9,3980650123,328,,3980650109,75,,3980650127,147,40.8,3980650131,231,50.5,3980650115,55,10,3980649425,17,,bmbn4q2uorkgosgaig6migpux,B. Popović,,3980650113,154,3980650129,230,100.1,3980650111,29,3980649777,153,3980650125,146,93.8,3980649773,20,,3981034935,178,3980649771,25,3980649427,56,Center,,,,,,,,,,,,
2497885105,10,12,1,1,53,920raeoumft3q2wmvc296uceo,1,4.8,60.3,2023-01-15T20:02:01.511Z,2023-01-16T12:08:15Z,3980650085,141,64.5,3981034963,178,,3980650087,212,37.7,3980650089,213,0.1,3980650083,140,40.6,3980650081,56,Back,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885051,12,1,1,1,56,3ix9om1svhd6obl0mbk1otgop,1,60.2,29.7,2023-01-15T20:02:05.068Z,2023-01-16T12:08:14Z,3980649801,1,,3980649797,212,42.8,3980649795,141,38.5,3980649793,140,19.8,3980649799,213,3.0,3981035005,178,,3980649791,56,Back,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885053,13,1,1,2,16,3ix9om1svhd6obl0mbk1otgop,1,27,28,2023-01-15T20:02:24.825Z,2023-01-16T12:08:11Z,3980649811,140,72.2,3980649807,155,,3980650207,1,,3980649813,141,28.9,3980649815,212,47.5,3981035075,178,,3980649817,213,0.0,3980649809,56,Center,d5ecnjd6h89iepxrvrlfn97ft,R. Majecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885083,14,1,1,2,19,3ix9om1svhd6obl0mbk1otgop,1,71.6,21.6,2023-01-15T20:02:27.738Z,2023-01-16T12:08:10Z,3980649967,213,6.0,3980649965,212,19.2,3980649959,56,Right,3980649961,140,89.2,3980649957,3,,3981035101,388,,3980649963,141,13.7,,,,a0ecz4nlxrr62dcwixtmjiwyy,T. Somers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885101,15,1,1,2,24,3ix9om1svhd6obl0mbk1otgop,1,90.6,4.5,2023-01-15T20:02:32.778Z,2023-01-16T12:08:09Z,3981035153,178,,3980650059,212,18.6,3980650053,56,Right,3980650055,140,74.7,3980650061,213,2.7,3980650057,141,16.4,,,,,,,2xba9p5cocj599cltnabjes45,D. Hotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885109,16,1,1,2,29,3ix9om1svhd6obl0mbk1otgop,0,95.7,0.6,2023-01-15T20:02:38.292Z,2023-01-16T12:08:06Z,3980650099,141,10.7,3980650103,213,2.2,3980650139,233,11,3980650143,286,,3980650101,212,8.2,3981035207,178,,3980650137,236,,3980650097,140,91.4,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,3980650095,56,,,,,,,,,,,,,,,,,,,,,Right,,,,,,,,,,,
2497885107,11,74,1,2,29,920raeoumft3q2wmvc296uceo,1,0.7,99.9,2023-01-15T20:02:38.352Z,2023-01-16T12:08:05Z,3980650147,233,16,3980650093,285,,3981035235,178,,3980650091,56,Back,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885113,12,5,1,2,31,920raeoumft3q2wmvc296uceo,0,16,102,2023-01-15T20:02:40.198Z,2023-01-16T06:41:46Z,3980650213,233,17,3980650151,347,,3980650149,56,Back,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885123,17,5,1,2,31,3ix9om1svhd6obl0mbk1otgop,1,84,-2,2023-01-15T20:02:40.198Z,2023-01-16T06:41:45Z,3980650205,347,,3980650209,233,12,3980650203,56,Right,,,,,,,,,,,,,,,,2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885193,18,1,1,2,53,3ix9om1svhd6obl0mbk1otgop,0,86.6,0,2023-01-15T20:03:01.807Z,2023-01-16T12:08:05Z,3980650683,56,Center,3980650689,212,30.2,3980650681,107,,3980650691,213,1.4,3980650687,141,41.6,3980650693,1,,3980650685,140,92.2,,,,a5ls0i1ztco0zee3la61zv4rt,S. Miangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885203,14,44,1,2,55,920raeoumft3q2wmvc296uceo,1,1,70.5,2023-01-15T20:03:03.792Z,2023-01-16T11:48:08Z,3980650855,233,20,3980650747,285,,3980650745,56,Back,,,,,,,,,,,,,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885221,20,44,1,2,55,3ix9om1svhd6obl0mbk1otgop,0,99,29.5,2023-01-15T20:03:03.793Z,2023-01-16T11:48:08Z,3980650819,286,,3980650827,233,14,3980650817,56,Center,,,,,,,,,,,,,,,,bmbn4q2uorkgosgaig6migpux,B. Popović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885181,13,12,1,2,55,920raeoumft3q2wmvc296uceo,1,3,65.7,2023-01-15T20:03:03.841Z,2023-01-16T12:08:04Z,3980650629,212,27.3,3980650623,56,Back,3981035403,388,,3980650649,15,,3980650625,140,27.0,3980650627,141,50.1,3980650631,213,5.9,,,,14xb29tv90y8uataijmh03rah,D. Heymans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885199,19,1,1,2,57,3ix9om1svhd6obl0mbk1otgop,0,81.4,48.5,2023-01-15T20:03:05.898Z,2023-01-16T12:08:04Z,3980650723,56,Center,3981035433,178,,3980650729,212,16.3,3980650721,155,,3980650731,213,0.1,3980650727,141,50.6,3980650725,140,96.9,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885207,15,11,1,2,59,920raeoumft3q2wmvc296uceo,1,1.8,52.6,2023-01-15T20:03:07.898Z,2023-01-16T12:08:04Z,3980650755,56,Back,3981035445,388,,3980650757,88,,3980880889,378,,,,,,,,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885229,16,1,1,3,2,920raeoumft3q2wmvc296uceo,0,11.4,48.2,2023-01-15T20:03:10.825Z,2023-01-16T12:08:03Z,3980650879,199,,3980650887,212,34.9,3980650881,56,Back,3980650885,141,22.9,3980650883,140,40.3,3980650889,213,5.8,3980650891,1,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885233,21,1,1,3,5,3ix9om1svhd6obl0mbk1otgop,0,59.1,82.2,2023-01-15T20:03:14.091Z,2023-01-16T12:08:03Z,3980650907,56,Left,3980650911,141,100.0,3980650905,3,,3980650913,212,17.2,3981035555,388,,3980650915,213,0.9,3980650909,140,69.8,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885275,17,5,1,3,8,920raeoumft3q2wmvc296uceo,1,29.8,-1.7,2023-01-15T20:03:16.792Z,2023-01-16T06:42:19Z,3980651157,56,Back,3980651161,233,22,3980651159,347,,,,,,,,,,,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885235,22,5,1,3,8,3ix9om1svhd6obl0mbk1otgop,0,70.2,101.7,2023-01-15T20:03:16.792Z,2023-01-16T06:42:19Z,3980650917,56,Left,3980651165,233,17,3980650919,347,,,,,,,,,,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885283,18,1,1,3,17,920raeoumft3q2wmvc296uceo,1,37.1,0,2023-01-15T20:03:26.048Z,2023-01-16T12:08:02Z,3980651187,56,Back,3980651185,107,,3980651193,212,24.8,3980651191,141,16.7,3980651195,213,2.6,3980651189,140,16.8,3981252351,1,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885295,19,1,1,3,19,920raeoumft3q2wmvc296uceo,1,21.1,14.8,2023-01-15T20:03:28.327Z,2023-01-16T12:08:02Z,3980651259,56,Back,3980651265,212,25.2,3980651267,213,2.1,3980651263,141,46.6,3981035637,178,,3980651261,140,8.8,,,,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885301,20,1,1,3,22,920raeoumft3q2wmvc296uceo,1,8,47,2023-01-15T20:03:31.420Z,2023-01-16T12:08:01Z,3980651311,212,23.1,3980651307,140,29.8,3981035661,178,,3980651305,56,Back,3980651313,213,6.1,3980651309,141,42.2,,,,,,,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885309,21,1,1,3,25,920raeoumft3q2wmvc296uceo,1,18.9,43,2023-01-15T20:03:33.748Z,2023-01-16T12:08:00Z,3980651335,56,Back,3981035697,178,,3980651347,213,4.4,3980651345,212,23.2,3980651343,141,11.1,3980651339,140,11.1,,,,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885323,22,1,1,3,27,920raeoumft3q2wmvc296uceo,0,12.2,12.9,2023-01-15T20:03:35.815Z,2023-01-16T12:07:59Z,3980651435,140,29.5,3980651437,141,0.0,3980651441,213,5.8,3980651439,212,20.5,3980651433,56,Back,3981035725,178,,,,,,,,c4brcsqfli5mds4vhma627yl1,D. Marcq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885363,23,5,1,3,30,3ix9om1svhd6obl0mbk1otgop,1,66.2,101.6,2023-01-15T20:03:38.875Z,2023-01-16T06:42:41Z,3980651653,233,23,3980651647,347,,3980651645,56,Left,,,,,,,,,,,,,,,,8jc7tw0nw37trgyli0oyz1soa,C. Vanhoutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885327,23,5,1,3,30,920raeoumft3q2wmvc296uceo,0,33.8,-1.6,2023-01-15T20:03:38.875Z,2023-01-16T06:42:41Z,3980651449,56,Back,3980651451,347,,3980651671,233,23,,,,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885371,24,1,1,3,41,3ix9om1svhd6obl0mbk1otgop,0,67.2,100,2023-01-15T20:03:49.595Z,2023-01-16T12:07:59Z,3980651677,56,Left,3980651683,212,16.7,3980651675,107,,3980651685,213,5.9,3980651679,140,81.8,3980651681,141,92.1,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885375,24,8,1,3,42,920raeoumft3q2wmvc296uceo,1,19.2,8.8,2023-01-15T20:03:51.147Z,2023-01-16T12:07:59Z,3981035881,388,,3980881209,384,,3980651705,15,,3980651701,56,Back,,,,,,,,,,,,,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885383,25,1,1,3,45,920raeoumft3q2wmvc296uceo,1,18.1,25.5,2023-01-15T20:03:53.601Z,2023-01-16T12:07:58Z,3980651741,141,38.2,3980651739,140,31.5,3980651743,212,16.5,3980651745,213,0.6,3980651737,56,Back,3980651735,3,,3981035901,388,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885391,26,1,1,3,45,920raeoumft3q2wmvc296uceo,1,21.8,28.8,2023-01-15T20:03:54.268Z,2023-01-16T12:07:58Z,3980651773,141,25.8,3981035951,178,,3980651771,140,27.2,3980651769,56,Back,3980651767,3,,3980651777,213,5.9,3980651775,212,6.0,,,,5ecklu1u6t21rhh8fh4zoq2cq,A. Zorgane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885393,27,49,1,3,46,920raeoumft3q2wmvc296uceo,1,21.9,24.9,2023-01-15T20:03:55.065Z,2023-01-16T12:07:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885403,28,1,1,3,47,920raeoumft3q2wmvc296uceo,1,24.9,23,2023-01-15T20:03:56.243Z,2023-01-16T12:07:56Z,3980651825,213,5.3,3980651817,56,Back,3980651819,140,33.3,3981036011,178,,3980651821,141,4.7,3980651823,212,15.3,,,,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885405,29,61,1,3,49,920raeoumft3q2wmvc296uceo,0,36.9,3.5,2023-01-15T20:03:57.962Z,2023-01-16T12:07:56Z,3980651829,56,Back,3981036045,178,,,,,,,,,,,,,,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885443,25,5,1,3,51,3ix9om1svhd6obl0mbk1otgop,1,59.7,101.8,2023-01-15T20:03:59.616Z,2023-01-16T06:43:19Z,3980652103,233,30,3980652097,347,,3980652095,56,Left,,,,,,,,,,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885407,30,5,1,3,51,920raeoumft3q2wmvc296uceo,0,40.3,-1.8,2023-01-15T20:03:59.616Z,2023-01-16T06:43:19Z,3980651833,347,,3980652113,233,25,3980651831,56,Back,,,,,,,,,,,,,,,,6n1rvd0axpp159h9wkkd7lwfe,K. Nkuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885457,26,1,1,4,2,3ix9om1svhd6obl0mbk1otgop,0,61.2,100,2023-01-15T20:04:11.097Z,2023-01-16T12:07:55Z,3980652191,141,93.6,3980652189,140,74.6,3980652195,213,5.9,3980652193,212,15.1,3980652185,107,,3980652187,56,Left,,,,,,,5wn1xudozb4s78x0m8ch7vn8q,O. Deman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497885465,31,1,1,4,4,920raeoumft3q2wmvc296uceo,0,22.5,6,2023-01-15T20:04:12.752Z,2023-01-16T12:07:55Z,3981036099,388,,3980652215,56,Back,3980652217,140,36.5,3980652219,141,10.0,3980652221,212,14.9,3980652213,3,,3980652223,213,0.2,,,,8zz5lnxo7twq8ntb7e0qfvbv9,M. Ilaimaharitra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
