id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,assist
2527547323,5,1,1,0,17,9njsy633rh1tyri7l2jaju5o,0,37.4,87.4,2023-04-02T14:00:38.847Z,2023-04-03T06:23:57Z,4157934539,212,52.1,4157934543,1,,4157934537,141,67.9,4157934535,140,85.4,4157934531,157,,4160425631,178,,4157934533,56,Center,4157934541,213,6.0,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547303,7,49,1,0,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,14.7,30.1,2023-04-02T14:00:42.794Z,2023-04-03T06:24:08Z,,,,,,,,,,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547381,8,1,1,0,21,6vyr13j6kbwdtxjwm1m4m8nu2,1,14.8,30.1,2023-04-02T14:00:43.699Z,2023-04-03T06:24:11Z,4157934823,213,2.5,4157934819,141,40.6,4157934821,212,12.3,4160425835,178,,4157934815,56,Back,4157934817,140,5.3,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547483,9,1,1,0,25,6vyr13j6kbwdtxjwm1m4m8nu2,1,6.9,39.2,2023-04-02T14:00:47.395Z,2023-04-03T06:24:14Z,4157935299,212,18.1,4157935297,141,65.7,4157935301,213,1.5,4160425867,178,,4157935293,140,8.7,4157935289,56,Back,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547519,10,1,1,0,31,6vyr13j6kbwdtxjwm1m4m8nu2,1,24.2,57.9,2023-04-02T14:00:53.628Z,2023-04-03T06:24:18Z,4160425907,178,,4157935469,140,22.2,4157935475,213,4.6,4157935471,141,24.4,4157935467,56,Back,4157935473,212,22.9,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547577,11,1,1,0,35,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.2,24.1,2023-04-02T14:00:56.797Z,2023-04-03T06:24:21Z,4157935727,56,Back,4157935731,141,26.2,4157935735,213,0.1,4160425941,178,,4157935733,212,14.2,4157935729,140,36.7,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547631,12,1,1,0,35,6vyr13j6kbwdtxjwm1m4m8nu2,1,39.1,27.1,2023-04-02T14:00:57.702Z,2023-04-03T06:24:26Z,4157936049,212,21.1,4160426013,178,,4157936045,140,58.0,4157936047,141,16.5,4157936043,56,Right,4157936051,213,5.9,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547641,13,1,1,0,40,6vyr13j6kbwdtxjwm1m4m8nu2,0,64,22.4,2023-04-02T14:01:02.202Z,2023-04-03T06:24:31Z,4160426093,178,,4157936101,56,Center,4157936121,233,6,4157936107,212,2.2,4157936119,236,,4157936109,213,0.7,4157936105,141,24.6,4157936125,286,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,4157936103,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547617,6,74,1,0,40,9njsy633rh1tyri7l2jaju5o,1,37.6,76.3,2023-04-02T14:01:02.228Z,2023-04-03T06:24:34Z,4160426151,178,,4157935979,56,Back,4157935981,285,,4157936167,233,13,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547645,7,1,1,0,42,9njsy633rh1tyri7l2jaju5o,0,26.1,83.2,2023-04-02T14:01:04.167Z,2023-04-03T06:24:40Z,4157936131,141,79.6,4157936135,212,4.0,4157936127,56,Back,4157936129,140,29.1,4157936139,213,5.6,4157936269,286,,4160426247,178,,4157936261,236,,90fea2mfl0soc0gsk88z2m2mt,A. Filin,4157936265,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547655,14,74,1,0,42,6vyr13j6kbwdtxjwm1m4m8nu2,1,71.3,25.8,2023-04-02T14:01:04.204Z,2023-04-03T06:24:43Z,4157936185,285,,4157936271,233,7,4157936183,56,Center,4160426315,178,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547687,8,1,1,0,44,9njsy633rh1tyri7l2jaju5o,1,23.2,87.1,2023-04-02T14:01:05.803Z,2023-04-03T06:24:48Z,4157936319,212,9.5,4157936317,141,75.7,4157936311,3,,4157936315,140,28.4,4157936321,213,5.3,4157936313,56,Back,4160426375,388,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547711,9,1,1,0,45,9njsy633rh1tyri7l2jaju5o,1,28.4,75.7,2023-04-02T14:01:07.036Z,2023-04-03T06:24:52Z,4160426443,178,,4157936439,56,Back,4157936443,141,83.5,4157936437,3,,4157936447,213,0.5,4157936441,140,37.5,4157936445,212,10.9,,,,2xletuhhaxmfqbjbgq4ehpyol,J. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547739,10,1,1,0,46,9njsy633rh1tyri7l2jaju5o,1,37.5,83.5,2023-04-02T14:01:08.767Z,2023-04-03T06:24:59Z,4160426517,388,,4157936573,141,73.3,4157936569,56,Back,4157936577,213,4.2,4157936571,140,33.8,4157936575,212,7.9,4157936567,3,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547749,11,44,1,0,48,9njsy633rh1tyri7l2jaju5o,1,31.6,72.4,2023-04-02T14:01:10.258Z,2023-04-03T06:25:00Z,4157936621,233,15,4157936607,56,Back,4157936609,285,,,,,,,,,,,,,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547743,15,44,1,0,48,6vyr13j6kbwdtxjwm1m4m8nu2,0,68.4,27.6,2023-04-02T14:01:10.259Z,2023-04-03T06:25:01Z,4157936595,286,,4157936593,56,Center,4157936673,233,11,,,,,,,,,,,,,,,,8q7c0yi5x7vh7032jgbeytal1,B. Raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547765,12,1,1,0,48,9njsy633rh1tyri7l2jaju5o,0,33.8,73.3,2023-04-02T14:01:10.396Z,2023-04-03T06:25:03Z,4157936717,141,86.0,4160426583,388,,4157936711,56,Back,4157936715,140,34.4,4157936725,213,1.5,4157936721,212,8.7,4157936709,3,,,,,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547795,16,1,1,0,50,6vyr13j6kbwdtxjwm1m4m8nu2,1,69.1,22.7,2023-04-02T14:01:12.732Z,2023-04-03T06:25:06Z,4157936919,141,23.4,4157936915,56,Center,4157936917,140,62.0,4157936921,212,7.5,4160426651,178,,4157936923,213,3.1,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547807,17,1,1,0,52,6vyr13j6kbwdtxjwm1m4m8nu2,1,62,23.4,2023-04-02T14:01:14.273Z,2023-04-03T06:25:13Z,4160426741,178,,4157936963,140,62.6,4157936965,141,33.7,4157936961,56,Center,4157936967,212,7.0,4157936969,213,1.5,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547823,18,1,1,0,53,6vyr13j6kbwdtxjwm1m4m8nu2,1,62.6,33.7,2023-04-02T14:01:15.226Z,2023-04-03T06:25:17Z,4160426811,178,,4157937065,213,6.0,4157937061,141,30.3,4157937059,140,71.2,4157937063,212,9.3,4157937057,56,Center,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547859,19,1,1,0,54,6vyr13j6kbwdtxjwm1m4m8nu2,1,71.2,30.3,2023-04-02T14:01:15.868Z,2023-04-03T06:25:22Z,4157937207,212,6.1,4160426867,178,,4157937211,213,4.9,4157937203,141,21.5,4157937197,56,Center,4157937199,140,72.2,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547869,20,61,1,0,55,6vyr13j6kbwdtxjwm1m4m8nu2,0,72.5,23.7,2023-04-02T14:01:17.201Z,2023-04-03T06:25:28Z,4160426951,178,,4157937265,56,Center,,,,,,,,,,,,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547845,13,49,1,0,56,9njsy633rh1tyri7l2jaju5o,1,32.4,75,2023-04-02T14:01:18.001Z,2023-04-03T06:25:33Z,,,,,,,,,,,,,,,,,,,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547879,14,1,1,0,56,9njsy633rh1tyri7l2jaju5o,1,31.7,75.4,2023-04-02T14:01:18.661Z,2023-04-03T06:25:39Z,4157937317,56,Back,4160427083,178,,4157937321,141,75.1,4157937325,213,3.2,4157937319,140,13.2,4157937323,212,19.4,,,,,,,eiqmp3nbc50r40bl86u2sj55h,S. Peeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547917,15,1,1,0,58,9njsy633rh1tyri7l2jaju5o,1,13.2,75.1,2023-04-02T14:01:20.055Z,2023-04-03T06:25:41Z,4157937573,213,0.6,4157937565,56,Back,4160427119,178,,4157937567,140,27.8,4157937569,141,90.5,4157937571,212,18.6,,,,,,,1fu9y7gemoii89ejj7bkex78p,R. Charles-Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547943,16,1,1,1,0,9njsy633rh1tyri7l2jaju5o,0,25.4,87.2,2023-04-02T14:01:22.111Z,2023-04-03T06:25:44Z,4157937703,140,39.5,4157937711,212,16.0,4157937715,213,5.9,4157937707,141,78.2,4160427143,178,,4157937701,56,Back,,,,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547965,21,8,1,1,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,62.2,26.1,2023-04-02T14:01:24.088Z,2023-04-03T06:25:58Z,4160427323,388,,4159364687,384,,4157937815,56,Center,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547975,22,61,1,1,2,6vyr13j6kbwdtxjwm1m4m8nu2,0,64.9,33.7,2023-04-02T14:01:24.737Z,2023-04-03T06:26:03Z,4157937897,56,Center,4160427397,178,,,,,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527547967,17,61,1,1,3,9njsy633rh1tyri7l2jaju5o,1,42.2,72.1,2023-04-02T14:01:25.392Z,2023-04-03T06:26:06Z,4160427437,178,,4157937825,56,Back,,,,,,,,,,,,,,,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548083,18,1,1,1,5,9njsy633rh1tyri7l2jaju5o,1,35.1,58.7,2023-04-02T14:01:27.122Z,2023-04-03T06:26:10Z,4157938389,213,0.6,4159365803,155,,4160427531,178,,4157938387,212,40.2,4157938385,141,92.0,4157938381,56,Left,4157938391,1,,4157938383,140,66.7,c1grrjf29wtfgbni2qkydf9ey,B. Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548091,19,1,1,1,13,9njsy633rh1tyri7l2jaju5o,0,93.1,70,2023-04-02T14:01:34.877Z,2023-04-03T06:26:14Z,4160427625,178,,4157938435,56,Center,4157938437,140,91.4,4157938443,212,10.3,4157938445,213,4.5,4157938441,141,55.1,,,,,,,8xjlysmwl5vnhcnvsynftjd62,K. N’Dri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548135,23,12,1,1,13,6vyr13j6kbwdtxjwm1m4m8nu2,1,6.3,40.7,2023-04-02T14:01:35.401Z,2023-04-03T06:26:18Z,4157938695,212,6.5,4157938691,140,12.3,4157938697,213,0.3,4157938693,141,43.1,4157938689,56,Back,4160427685,178,,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548113,20,15,1,1,14,9njsy633rh1tyri7l2jaju5o,1,87,52.1,2023-04-02T14:01:36.169Z,2023-04-03T06:26:23Z,4157938579,17,,4157939463,78,,4157939487,233,24,4157939465,102,49.7,4157939477,147,50.2,4157939471,328,,4157939473,458,,4157938577,22,,6pmuxgyfaqn2h0x69o5l1mq22,D. Gassama,4160427751,178,,4157939461,72,4157939467,103,4.4,4157938581,56,Center,4157939475,146,97.8,,,,,,,,,,,,,,,,,
2527548143,24,10,1,1,15,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.7,49.6,2023-04-02T14:01:36.779Z,2023-04-03T06:26:25Z,4157938733,56,Back,4157939531,233,20,4157938963,177,,4157938731,182,,4159366765,376,,4157938965,180,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548153,25,52,1,1,15,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.7,49.6,2023-04-02T14:01:37.540Z,2023-04-03T06:26:29Z,4160427815,179,,4159366925,376,,,,,,,,,,,,,,,,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548311,26,1,1,1,26,6vyr13j6kbwdtxjwm1m4m8nu2,1,6.8,51,2023-04-02T14:01:47.972Z,2023-04-03T06:26:55Z,4157939699,212,15.5,4157939691,123,,4160427885,178,,4157939695,140,15.2,4157939697,141,32.2,4157939701,213,5.3,4157939693,56,Back,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548351,27,1,1,1,28,6vyr13j6kbwdtxjwm1m4m8nu2,1,14.4,30.6,2023-04-02T14:01:50.047Z,2023-04-03T06:26:52Z,4157939883,56,Back,4157939891,213,1.6,4160428111,178,,4157939889,212,23.7,4157939887,141,65.4,4157939885,140,13.5,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548403,28,1,1,1,35,6vyr13j6kbwdtxjwm1m4m8nu2,0,26.5,63.7,2023-04-02T14:01:57.334Z,2023-04-03T06:26:48Z,4157940171,213,5.6,4157940169,212,65.0,4160428029,178,,4157940163,56,Right,4157940173,1,,4157940167,141,4.1,4157940159,157,,4157940165,140,74.9,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548397,21,49,1,1,41,9njsy633rh1tyri7l2jaju5o,1,38.2,86.5,2023-04-02T14:02:02.900Z,2023-04-03T06:27:03Z,,,,,,,,,,,,,,,,,,,,,,,,,90fea2mfl0soc0gsk88z2m2mt,A. Filin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548439,22,1,1,1,41,9njsy633rh1tyri7l2jaju5o,1,36.8,91.5,2023-04-02T14:02:02.917Z,2023-04-03T06:27:05Z,4157940379,140,47.9,4160428355,178,,4157940383,212,14.8,4157940375,155,,4157940377,56,Back,4157940381,141,78.1,4157940385,213,5.6,,,,90fea2mfl0soc0gsk88z2m2mt,A. Filin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548443,23,1,1,1,43,9njsy633rh1tyri7l2jaju5o,0,47.9,78.1,2023-04-02T14:02:05.201Z,2023-04-03T06:27:09Z,4157940403,56,Center,4157940409,212,17.6,4160428445,388,,4157940405,140,63.4,4157940401,3,,4157940407,141,68.2,4157940411,213,5.9,,,,ditnpqgspoih5ich7c5vn44fe,G. Magnée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548477,29,1,1,1,45,6vyr13j6kbwdtxjwm1m4m8nu2,1,44.6,30.4,2023-04-02T14:02:07.182Z,2023-04-03T06:27:15Z,4157940599,213,3.8,4157940595,141,23.6,4157940591,56,Back,4157940597,212,7.2,4157940593,140,39.3,4160428579,178,,4157940589,3,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548479,30,49,1,1,46,6vyr13j6kbwdtxjwm1m4m8nu2,1,39.3,23.6,2023-04-02T14:02:08.023Z,2023-04-03T06:27:19Z,,,,,,,,,,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548515,31,1,1,1,46,6vyr13j6kbwdtxjwm1m4m8nu2,1,39.3,23.6,2023-04-02T14:02:08.060Z,2023-04-03T06:27:21Z,4157940767,141,32.2,4157940765,140,44.7,4157940771,213,0.8,4157940769,212,8.1,4160428743,178,,4157940759,155,,4157940763,56,Back,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548539,32,1,1,1,47,6vyr13j6kbwdtxjwm1m4m8nu2,1,44.5,32.8,2023-04-02T14:02:09.532Z,2023-04-03T06:27:25Z,4157940929,213,3.0,4157940927,212,10.3,4157940925,141,34.6,4157940921,56,Back,4157940923,140,34.8,4160428821,178,,,,,,,,8f77xyqg4womglj1o8udq77qh,M. Ashimeru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527548595,33,1,1,1,49,6vyr13j6kbwdtxjwm1m4m8nu2,1,34.8,34.6,2023-04-02T14:02:11.089Z,2023-04-03T06:29:04Z,4157941171,140,47.9,4157941175,212,27.5,4157941177,213,1.0,4157941169,56,Back,4160428997,178,,4157941173,141,69.7,,,,,,,78fx1xqqtcqm2g4h1dj8beml1,J. Vertonghen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527820671,909,3,1,1,51,6vyr13j6kbwdtxjwm1m4m8nu2,0,42,76.1,2023-04-02T14:02:13.631Z,2023-04-03T06:29:14Z,4159368277,467,c1grrjf29wtfgbni2qkydf9ey,4159368275,465,,4159368271,56,Back,4160430485,178,,4159368273,286,,,,,,,,,,,5yw1c3i4j9zyt52vomrfbxyol,L. Refaelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
