id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2501941703,9,1,1,0,16,6vyr13j6kbwdtxjwm1m4m8nu2,0,6.2,23.6,2023-01-29T12:31:23.573Z,2023-01-30T10:36:40Z,4001882267,213,6.2,4001882259,56,Back,4001882263,141,20.7,4001882261,140,34.8,4004048841,178,,4001882265,212,30.1,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941711,3,61,1,0,18,7zibyotq1x1hq6pmgibhr0e6s,1,61.2,80.3,2023-01-29T12:31:25.618Z,2023-01-30T10:36:40Z,4001882301,56,Left,4004048971,21,,4004048973,388,,,,,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941727,4,49,1,0,20,7zibyotq1x1hq6pmgibhr0e6s,1,68.2,97,2023-01-29T12:31:27.989Z,2023-01-30T10:36:40Z,,,,,,,,,,,,,,,,,,,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941751,5,61,1,0,21,7zibyotq1x1hq6pmgibhr0e6s,0,74.1,99.3,2023-01-29T12:31:29.231Z,2023-01-30T10:36:39Z,4004049203,178,,4001882505,56,Left,,,,,,,,,,,,,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941755,6,5,1,0,23,7zibyotq1x1hq6pmgibhr0e6s,0,73.2,101.6,2023-01-29T12:31:30.689Z,2023-01-30T05:13:49Z,4001882523,56,Left,4001882699,233,10,4001882525,347,,,,,,,,,,,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941781,10,5,1,0,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,26.8,-1.6,2023-01-29T12:31:30.689Z,2023-01-30T05:13:49Z,4001882675,56,Back,4001882685,233,6,4001882677,347,,,,,,,,,,,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941805,11,1,1,0,27,6vyr13j6kbwdtxjwm1m4m8nu2,1,23.9,0,2023-01-29T12:31:34.678Z,2023-01-30T10:36:38Z,4001882851,141,10.0,4001882855,213,2.5,4001882853,212,13.3,4001882849,140,13.6,4001882841,107,,4001882845,56,Back,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941815,12,1,1,0,31,6vyr13j6kbwdtxjwm1m4m8nu2,1,17.5,5.5,2023-01-29T12:31:39.163Z,2023-01-30T10:36:36Z,4001882899,56,Back,4001882897,155,,4004049331,178,,4001882903,140,28.6,4001882905,141,22.7,4001882907,212,16.5,4001882909,213,0.8,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502359287,903,67,1,0,33,6vyr13j6kbwdtxjwm1m4m8nu2,1,43.7,22.1,2023-01-29T12:31:40.943Z,2023-01-30T10:36:36Z,4004069907,233,840,,,,,,,,,,,,,,,,,,,,,,8q7c0yi5x7vh7032jgbeytal1,B. Raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502359285,840,67,1,0,33,7zibyotq1x1hq6pmgibhr0e6s,0,56.3,77.9,2023-01-29T12:31:40.944Z,2023-01-30T10:36:35Z,4004069911,233,903,,,,,,,,,,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942155,15,1,1,0,33,6vyr13j6kbwdtxjwm1m4m8nu2,0,42.3,24.2,2023-01-29T12:31:40.947Z,2023-01-30T10:36:35Z,4001884799,212,4.4,4001886481,286,,4004049355,178,,4001884797,141,30.6,4001886477,233,7,4001884801,213,1.4,4001884791,56,Back,4001884795,140,43.0,8q7c0yi5x7vh7032jgbeytal1,B. Raman,4001886475,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941821,7,74,1,0,33,7zibyotq1x1hq6pmgibhr0e6s,1,56.6,77.8,2023-01-29T12:31:40.993Z,2023-01-30T10:36:35Z,4004049413,178,,4001886469,285,,4001882931,56,Center,4001886493,233,15,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941843,8,49,1,0,34,7zibyotq1x1hq6pmgibhr0e6s,1,62.4,75.6,2023-01-29T12:31:42.016Z,2023-01-30T10:36:34Z,,,,,,,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941905,9,61,1,0,34,7zibyotq1x1hq6pmgibhr0e6s,1,62.1,75.1,2023-01-29T12:31:42.084Z,2023-01-30T10:36:34Z,4001883389,56,Center,4004049549,178,,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942541,27,1,1,0,35,7zibyotq1x1hq6pmgibhr0e6s,1,58,73.4,2023-01-29T12:31:43.411Z,2023-01-30T10:36:33Z,4001886901,56,Back,4004049689,178,,4001886905,141,60.9,4001886903,140,31.7,4001886911,213,3.4,4001886909,212,28.9,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941935,10,1,1,0,37,7zibyotq1x1hq6pmgibhr0e6s,1,39.4,65.3,2023-01-29T12:31:45.280Z,2023-01-30T10:36:33Z,4001883545,141,38.0,4001883541,56,Back,4004190519,1,,4001883543,140,12.2,4001883549,213,3.7,4001883547,212,34.1,4004049769,178,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941943,11,1,1,0,44,7zibyotq1x1hq6pmgibhr0e6s,0,10,41.4,2023-01-29T12:31:51.913Z,2023-01-30T10:36:32Z,4001883619,140,57.1,4004049799,178,,4001883625,212,53.5,4001883623,141,71.4,4001883615,56,Center,4001883613,155,,4001883629,1,,4001883627,213,0.4,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941957,13,1,1,0,48,6vyr13j6kbwdtxjwm1m4m8nu2,1,42.2,27.2,2023-01-29T12:31:55.541Z,2023-01-30T10:36:31Z,4004049825,388,,4001883733,141,32.7,4001883731,140,61.7,4001883735,212,20.8,4001883737,213,0.2,4001883727,3,,4001883729,56,Center,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502289779,882,49,1,0,49,6vyr13j6kbwdtxjwm1m4m8nu2,1,59,28,2023-01-29T12:31:57.324Z,2023-01-30T10:36:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8q7c0yi5x7vh7032jgbeytal1,B. Raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941963,14,61,1,0,49,6vyr13j6kbwdtxjwm1m4m8nu2,0,59,28,2023-01-29T12:31:57.343Z,2023-01-30T10:36:31Z,4001883759,56,Center,4004049881,178,,,,,,,,,,,,,,,,,,,,8q7c0yi5x7vh7032jgbeytal1,B. Raman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502289931,818,49,1,0,51,7zibyotq1x1hq6pmgibhr0e6s,1,42.5,57.3,2023-01-29T12:31:58.520Z,2023-01-30T10:36:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501941989,12,1,1,0,51,7zibyotq1x1hq6pmgibhr0e6s,1,41.3,58.7,2023-01-29T12:31:59.123Z,2023-01-30T10:36:30Z,4001883907,140,24.9,4001883909,141,72.3,4001883913,213,2.6,4001883911,212,19.5,4004049935,178,,4001883905,56,Back,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942033,13,1,1,0,53,7zibyotq1x1hq6pmgibhr0e6s,1,29.2,73.6,2023-01-29T12:32:01.240Z,2023-01-30T10:36:29Z,4001884197,212,26.8,4001884199,213,3.6,4001884193,140,6.6,4001884195,141,55.2,4004049963,178,,4001884191,56,Back,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942043,14,1,1,0,58,7zibyotq1x1hq6pmgibhr0e6s,1,4,54.1,2023-01-29T12:32:05.930Z,2023-01-30T10:36:28Z,4001884309,212,18.1,4001884297,56,Back,4001884313,213,0.0,4001884301,140,21.2,4004049979,178,,4001884305,141,54.9,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942101,15,1,1,1,1,7zibyotq1x1hq6pmgibhr0e6s,1,21.1,51,2023-01-29T12:32:08.491Z,2023-01-30T10:36:27Z,4001884549,213,5.0,4001884547,212,28.1,4001884537,56,Back,4001884545,141,10.9,4001884541,140,27.5,4004050013,178,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942125,16,1,1,1,3,7zibyotq1x1hq6pmgibhr0e6s,1,31.1,11,2023-01-29T12:32:11.287Z,2023-01-30T10:36:27Z,4001884677,212,18.5,4001884679,213,6.2,4004050055,178,,4001884673,140,48.6,4001884671,56,Back,4001884675,141,7.4,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942171,17,1,1,1,6,7zibyotq1x1hq6pmgibhr0e6s,1,51.4,3.3,2023-01-29T12:32:13.896Z,2023-01-30T10:36:26Z,4001884897,212,28.1,4001884899,213,0.2,4004050101,178,,4001884893,140,77.7,4001884895,141,11.1,4001884891,56,Right,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942179,18,1,1,1,12,7zibyotq1x1hq6pmgibhr0e6s,0,81.1,26.3,2023-01-29T12:32:19.505Z,2023-01-30T10:36:24Z,4001884953,213,1.5,4001885079,286,,4001884951,212,1.3,4001884949,141,28.2,4001884947,140,81.2,4001885073,233,16,4004050135,178,,4001884945,56,Center,cl2mi40x3gjsan1iifpbwec4p,A. Muja,4001885069,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942193,16,74,1,1,12,6vyr13j6kbwdtxjwm1m4m8nu2,1,17.1,71.7,2023-01-29T12:32:19.628Z,2023-01-30T10:36:24Z,4001885115,233,18,4001885039,56,Back,4004050159,178,,4001885041,285,,,,,,,,,,,,,,8q8qxzmb9j1vntg5llyqa35uy,K. Sardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942213,19,1,1,1,13,7zibyotq1x1hq6pmgibhr0e6s,1,81.3,38,2023-01-29T12:32:21.325Z,2023-01-30T10:36:23Z,4004050195,178,,4001885147,56,Center,4001885149,140,72.5,4001885155,213,2.0,4001885151,141,68.7,4001885153,212,22.8,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942227,20,1,1,1,15,7zibyotq1x1hq6pmgibhr0e6s,1,71.4,63.9,2023-01-29T12:32:23.178Z,2023-01-30T10:36:23Z,4001885259,141,55.4,4004050223,178,,4001885257,140,66.6,4001885263,213,4.0,4001885255,56,Center,4001885261,212,7.7,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942251,21,1,1,1,18,7zibyotq1x1hq6pmgibhr0e6s,1,67.1,47.8,2023-01-29T12:32:26.473Z,2023-01-30T10:36:22Z,4001885379,141,8.6,4004050259,178,,4001885383,212,26.7,4001885385,213,4.7,4001885377,140,67.1,4001885375,56,Right,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942299,22,1,1,1,21,7zibyotq1x1hq6pmgibhr0e6s,1,68.1,14.4,2023-01-29T12:32:28.552Z,2023-01-30T10:36:21Z,4001885643,140,78.3,4001885641,56,Right,4004050289,178,,4001885645,141,8.0,4001885647,212,11.6,4001885649,213,5.9,,,,,,,1h9jdj5ag99myeoirxzh92od1,R. De Laet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942303,17,45,1,1,28,6vyr13j6kbwdtxjwm1m4m8nu2,0,26.4,57,2023-01-29T12:32:35.578Z,2023-01-30T10:36:18Z,4001885731,233,23,4001885657,56,Back,4001885659,285,,,,,,,,,,,,,,,,,5don85s7097g5df42m429b8ix,F. Amuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942313,23,3,1,1,28,7zibyotq1x1hq6pmgibhr0e6s,1,73.6,43,2023-01-29T12:32:35.578Z,2023-01-30T10:36:18Z,4004050619,178,,4001885725,233,17,4001885713,286,,4001885711,56,Center,4003710495,464,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942339,24,1,1,1,30,7zibyotq1x1hq6pmgibhr0e6s,1,79.9,61.3,2023-01-29T12:32:37.818Z,2023-01-30T10:36:17Z,4001885875,56,Center,4001885883,213,0.4,4001885879,141,64.8,4004050719,178,,4001885877,140,85.9,4001885881,212,6.7,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942343,25,61,1,1,31,7zibyotq1x1hq6pmgibhr0e6s,0,87,63.5,2023-01-29T12:32:39.151Z,2023-01-30T10:36:16Z,4001885907,56,Center,4004050845,178,,,,,,,,,,,,,,,,,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942347,18,4,1,1,32,6vyr13j6kbwdtxjwm1m4m8nu2,1,9.1,34.3,2023-01-29T12:32:40.198Z,2023-01-30T10:36:16Z,4001885925,285,,4001885921,56,Back,4001885923,152,,4001885919,294,,4001885917,13,,4001886065,233,26,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942377,26,4,1,1,32,7zibyotq1x1hq6pmgibhr0e6s,0,90.9,65.7,2023-01-29T12:32:40.199Z,2023-01-30T10:36:15Z,4004050921,178,,4001886053,152,,4001886051,56,Center,4001886055,286,,4001886049,294,,4001886047,13,,4001886077,233,18,,,,d19yalwh3i2olvpwoi89feqjt,J. Ekkelenkamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942835,20,1,1,1,54,6vyr13j6kbwdtxjwm1m4m8nu2,1,7.8,20.6,2023-01-29T12:33:01.788Z,2023-01-30T10:36:15Z,4001888645,152,,4001888643,5,,4001888319,56,Back,4001897553,189,,4001888327,213,1.5,4004050955,178,,4001888323,141,42.2,4001888321,140,9.4,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,4001888325,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942587,19,1,1,1,56,6vyr13j6kbwdtxjwm1m4m8nu2,0,4.4,40.4,2023-01-29T12:33:04.467Z,2023-01-30T10:36:15Z,4001887203,1,,4001890011,157,,4001887201,213,6.1,4001897443,189,,4001887197,141,26.7,4001887199,212,40.6,4004051017,178,,4001887193,56,Back,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,4001887195,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502359719,883,67,1,1,59,7zibyotq1x1hq6pmgibhr0e6s,1,55.7,77.5,2023-01-29T12:33:06.633Z,2023-01-30T10:36:14Z,4004073443,233,911,,,,,,,,,,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502359717,911,67,1,1,59,6vyr13j6kbwdtxjwm1m4m8nu2,0,44.3,22.5,2023-01-29T12:33:06.634Z,2023-01-30T10:36:14Z,4004073447,233,883,,,,,,,,,,,,,,,,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501942579,28,8,1,1,59,7zibyotq1x1hq6pmgibhr0e6s,1,55.8,77.5,2023-01-29T12:33:06.686Z,2023-01-30T10:36:13Z,4001887161,56,Center,4004051305,388,,4003713369,385,,,,,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502359735,886,67,1,2,0,7zibyotq1x1hq6pmgibhr0e6s,1,59.9,74.7,2023-01-29T12:33:07.639Z,2023-01-30T10:36:13Z,4004073595,233,912,,,,,,,,,,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502359733,912,67,1,2,0,6vyr13j6kbwdtxjwm1m4m8nu2,0,40.1,25.3,2023-01-29T12:33:07.640Z,2023-01-30T10:36:13Z,4004073599,233,886,,,,,,,,,,,,,,,,,,,,,,3q2ibq6hhxyht8046ib49ye39,A. Dreyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501944421,53,1,1,2,0,7zibyotq1x1hq6pmgibhr0e6s,0,58.9,74.4,2023-01-29T12:33:07.664Z,2023-01-30T10:36:12Z,4001896201,213,3.7,4001896199,212,3.9,4001896197,141,71.4,4004051357,178,,4001896195,140,55.7,4001896193,56,Center,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
