id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2521796085,7,50,1,0,11,2nhn3ikl1ciq34w3hcp883d6p,1,30.7,99.6,2023-03-18T17:16:36.624Z,2023-03-19T13:29:16Z,4106639191,233,21,4106633515,285,,4106633513,56,Back,,,,,,,,,,,,,,,,f03fccqnepjczr841h0zqdeui,Y. Matsuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521797115,21,7,1,0,12,2b57rbw94i9ohnbch52owvqtq,1,69.3,0.4,2023-03-18T17:16:36.691Z,2023-03-19T13:29:15Z,4106639171,233,7,4106639147,286,,4108788661,178,,4107893889,384,,4106639145,56,Right,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521836929,383,61,1,0,12,2b57rbw94i9ohnbch52owvqtq,1,69.2,1.1,2023-03-18T17:16:36.798Z,2023-03-19T13:29:15Z,4108789607,178,,4106843721,56,Right,,,,,,,,,,,,,,,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796103,6,5,1,0,13,2b57rbw94i9ohnbch52owvqtq,0,71.9,-2,2023-03-18T17:16:37.820Z,2023-03-19T06:12:00Z,4106633591,347,,4106633589,56,Right,4106633825,233,8,,,,,,,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796149,8,5,1,0,13,2nhn3ikl1ciq34w3hcp883d6p,1,28.1,102,2023-03-18T17:16:37.820Z,2023-03-19T06:11:59Z,4106633799,233,6,4106633795,347,,4106633793,56,Back,,,,,,,,,,,,,,,,f03fccqnepjczr841h0zqdeui,Y. Matsuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796077,5,43,1,0,16,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-03-18T17:16:40.946Z,2023-03-18T17:38:29Z,4106633457,56,Right,4106710903,144,61,,,,,,,,,,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796179,9,1,1,0,22,2nhn3ikl1ciq34w3hcp883d6p,1,22.4,100,2023-03-18T17:16:47.108Z,2023-03-19T13:29:15Z,4106633937,107,,4106633943,141,86.5,4106633945,212,15.3,4106633939,56,Back,4106633947,213,5.5,4106633941,140,33.0,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796199,10,1,1,0,23,2nhn3ikl1ciq34w3hcp883d6p,1,26.7,94.9,2023-03-18T17:16:48.054Z,2023-03-19T13:29:14Z,4106634043,56,Back,4106634045,140,26.6,4106634051,213,4.3,4106634047,141,94.5,4108790009,178,,4106634049,212,0.3,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796209,11,1,1,0,24,2nhn3ikl1ciq34w3hcp883d6p,0,21.4,95.4,2023-03-18T17:16:48.855Z,2023-03-19T13:29:14Z,4106634099,56,Back,4108791725,178,,4106634109,1,,4106634107,213,5.8,4106634097,157,,4106634101,140,44.3,4106634105,212,27.6,4106634103,141,75.4,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796219,7,1,1,0,26,2b57rbw94i9ohnbch52owvqtq,0,54.5,22.7,2023-03-18T17:16:51.259Z,2023-03-19T13:29:13Z,4106634179,213,0.7,4108792079,388,,4106634171,56,Center,4106634177,212,16.4,4106634173,140,66.4,4106634175,141,38.3,4106634169,3,,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796231,12,1,1,0,27,2nhn3ikl1ciq34w3hcp883d6p,0,38.1,68.2,2023-03-18T17:16:52.280Z,2023-03-19T13:29:13Z,4106634297,213,0.6,4106634295,212,8.8,4106634291,141,75.9,4108792187,178,,4106634273,3,,4106634281,56,Back,4106634287,140,44.8,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796259,8,1,1,0,29,2b57rbw94i9ohnbch52owvqtq,0,51.8,29,2023-03-18T17:16:54.263Z,2023-03-19T13:29:12Z,4106634461,56,Center,4106634467,212,19.6,4106634459,3,,4106634469,213,0.1,4108792295,388,,4106634465,141,30.7,4106634463,140,70.4,,,,ew1thxs8j5mwwqh075kzsjq0a,O. Urhoghide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796245,13,43,1,0,29,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-03-18T17:16:54.428Z,2023-03-19T13:34:25Z,4106634395,213,2.3,4106634393,212,10.6,4108794403,178,0,4106634391,141,72.9,4106634389,140,36.0,4109706683,144,1,4106634387,56,Back,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796269,9,44,1,0,31,2b57rbw94i9ohnbch52owvqtq,1,66.3,33.4,2023-03-18T17:16:56.048Z,2023-03-19T13:29:11Z,4106634511,233,14,4106634503,286,,4106634499,56,Center,,,,,,,,,,,,,,,,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796251,14,44,1,0,31,2nhn3ikl1ciq34w3hcp883d6p,0,33.7,66.6,2023-03-18T17:16:56.049Z,2023-03-19T13:29:11Z,4106634521,233,9,4106634421,56,Back,4106634423,285,,,,,,,,,,,,,,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796287,10,1,1,0,31,2b57rbw94i9ohnbch52owvqtq,0,66.3,32.5,2023-03-18T17:16:56.118Z,2023-03-19T13:29:10Z,4106634613,140,74.7,4106634611,56,Right,4106634607,3,,4106634609,168,,4108794967,388,,4106634615,141,16.4,4106634617,212,14.1,4106634619,213,5.4,65js4yds9vyg0iyck8xh10frp,T. Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796275,15,44,1,0,33,2nhn3ikl1ciq34w3hcp883d6p,1,30,75.4,2023-03-18T17:16:57.741Z,2023-03-19T13:29:10Z,4106634555,56,Back,4106634557,285,,4106634689,233,11,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796291,11,44,1,0,33,2b57rbw94i9ohnbch52owvqtq,0,70,24.6,2023-03-18T17:16:57.742Z,2023-03-19T13:29:10Z,4106634733,233,15,4106634635,56,Center,4106634637,286,,,,,,,,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796309,16,1,1,0,33,2nhn3ikl1ciq34w3hcp883d6p,1,30,73.2,2023-03-18T17:16:57.822Z,2023-03-19T13:29:09Z,4108795109,388,,4106634749,3,,4106634755,141,73.8,4106634753,140,37.0,4106634759,213,0.1,4106634757,212,7.4,4106634751,56,Back,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796313,17,61,1,0,33,2nhn3ikl1ciq34w3hcp883d6p,1,33.4,70.8,2023-03-18T17:16:58.178Z,2023-03-19T13:29:09Z,4106634779,56,Back,4108795347,178,,,,,,,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522201613,885,67,1,0,35,2b57rbw94i9ohnbch52owvqtq,1,67.4,23.4,2023-03-18T17:16:59.932Z,2023-03-19T13:29:08Z,4108850971,233,986,,,,,,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522201607,986,67,1,0,35,2nhn3ikl1ciq34w3hcp883d6p,0,32.6,76.6,2023-03-18T17:16:59.933Z,2023-03-19T13:29:08Z,4108850983,233,885,,,,,,,,,,,,,,,,,,,,,,auqy1bigw2a1owxg441wojzyt,L. Van Eenoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796355,13,3,1,0,36,2b57rbw94i9ohnbch52owvqtq,1,69.4,16.5,2023-03-18T17:17:00.730Z,2023-03-19T13:29:06Z,4106634949,56,Right,4106634955,233,18,4106634951,286,,4107895879,464,,4108795455,178,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796349,18,45,1,0,36,2nhn3ikl1ciq34w3hcp883d6p,0,30.6,83.5,2023-03-18T17:17:00.730Z,2023-03-19T13:29:07Z,4106634965,233,13,4106634945,56,Back,4106634947,285,,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796359,14,49,1,0,37,2b57rbw94i9ohnbch52owvqtq,1,73.1,13.2,2023-03-18T17:17:01.754Z,2023-03-19T13:29:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796339,12,43,1,0,37,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-03-18T17:17:01.785Z,2023-03-18T23:07:45Z,4106849383,140,65.7,4106849385,141,19.0,4106849389,213,5.8,4106634885,56,Right,4107895667,144,1,4106849387,212,6.1,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796385,15,1,1,0,37,2b57rbw94i9ohnbch52owvqtq,1,75.3,19,2023-03-18T17:17:02.619Z,2023-03-19T13:29:05Z,4106635093,213,1.5,4108796237,178,,4106635085,56,Center,4106635089,141,42.7,4106635091,212,16.2,4106635087,140,76.9,4106635973,210,15,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796393,16,15,1,0,39,2b57rbw94i9ohnbch52owvqtq,1,79.9,45.2,2023-03-18T17:17:04.236Z,2023-03-19T13:29:04Z,4106636005,146,95.8,4106635995,55,15,4106635999,102,50.6,4106636007,147,49.2,4108796297,178,,4106636003,215,,4106635125,22,,4106635993,29,,92ajo8iiqwlmjwndtf7yt6l05,C. McGeehan,,4106635129,56,Center,4106636017,233,19,4106636001,103,7.6,4106635127,18,4106635991,78,4106635253,72,,,,,,,,,,,,,,,,,,,,,
2521796399,19,10,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,1,3.8,51.3,2023-03-18T17:17:05.140Z,2023-03-19T13:29:03Z,4106635409,233,16,4107896759,376,,4106635359,177,,4106635179,182,,4106635177,178,,4106635181,56,Back,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796405,20,52,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,1,3.9,51.6,2023-03-18T17:17:05.337Z,2023-03-19T13:29:03Z,4107896963,376,,4108796565,178,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796595,21,1,1,0,49,2nhn3ikl1ciq34w3hcp883d6p,1,14.1,46.6,2023-03-18T17:17:14.297Z,2023-03-19T13:29:02Z,4106642483,189,,4106636141,212,32.9,4106636135,56,Back,4106636133,123,,4106636139,141,93.6,4108796667,178,,4106636143,213,1.3,4106636145,1,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,4106636137,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796599,22,1,1,0,53,2nhn3ikl1ciq34w3hcp883d6p,0,24.5,95.3,2023-03-18T17:17:17.989Z,2023-03-19T13:29:02Z,4106636187,140,71.6,4108796783,178,,4106636189,141,70.2,4106636191,212,52.3,4106636185,56,Center,4106636183,155,,4106636193,213,6.0,4106636195,1,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796603,17,1,1,0,55,2b57rbw94i9ohnbch52owvqtq,0,39,21,2023-03-18T17:17:20.146Z,2023-03-19T13:29:01Z,4106636213,3,,4106636221,141,28.2,4108796823,388,,4106636219,140,45.6,4106636217,56,Back,4106636225,213,0.6,4106636223,212,8.5,,,,9ncn3cmp9hd451mjt54t8axn9,F. Katelaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796651,23,1,1,0,57,2nhn3ikl1ciq34w3hcp883d6p,1,54.1,68.2,2023-03-18T17:17:22.344Z,2023-03-19T13:29:00Z,4106636477,56,Center,4106636481,141,48.5,4106636479,140,55.3,4106636485,213,4.8,4106636483,212,13.5,4108796873,178,,,,,,,,96xomdtz505yoaz35i5bb8f84,N. Dorgeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796681,24,1,1,1,0,2nhn3ikl1ciq34w3hcp883d6p,1,62.8,34.2,2023-03-18T17:17:25.593Z,2023-03-19T13:28:59Z,4106636613,141,9.7,4106636615,212,21.9,4106636611,140,76.3,4106636617,213,5.4,4108796925,178,,4106636609,56,Right,,,,,,,7xs1rx9jos4ls85u362y9hqeh,N. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796689,25,1,1,1,3,2nhn3ikl1ciq34w3hcp883d6p,0,78.5,8.3,2023-03-18T17:17:27.741Z,2023-03-19T13:28:59Z,4106636665,212,9.3,4106636663,141,16.1,4106636659,56,Right,4106636661,140,85.8,4108796993,178,,4106636667,213,0.6,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796697,18,8,1,1,3,2b57rbw94i9ohnbch52owvqtq,1,17.7,85.9,2023-03-18T17:17:28.240Z,2023-03-19T13:28:58Z,4108797043,178,,4107899181,383,,4106636697,56,Back,,,,,,,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796705,19,49,1,1,4,2b57rbw94i9ohnbch52owvqtq,1,12.4,87.1,2023-03-18T17:17:29.242Z,2023-03-19T13:28:58Z,,,,,,,,,,,,,,,,,,,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796763,20,2,1,1,5,2b57rbw94i9ohnbch52owvqtq,1,11.2,89,2023-03-18T17:17:29.894Z,2023-03-19T13:28:57Z,4106637613,7,65js4yds9vyg0iyck8xh10frp,4106637023,1,,4106637011,140,67.4,4108797169,178,,4106637017,141,91.2,4106637009,56,Left,,,,,,,243h2yiww7rrz20i0le43jtux,Z. Medley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796775,26,55,1,1,5,2nhn3ikl1ciq34w3hcp883d6p,1,52.2,45.9,2023-03-18T17:17:29.895Z,2023-03-19T13:28:56Z,4107899633,189,,,,,,,,,,,,,,,,,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796885,27,43,1,1,11,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2023-03-18T17:17:36.487Z,2023-03-18T17:17:50Z,4106637857,141,19.2,4106637861,213,2.8,4106637859,212,24.4,4106637853,56,Back,4106637855,140,9.8,4106637993,144,1,,,,,,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796945,28,1,1,1,22,2nhn3ikl1ciq34w3hcp883d6p,1,23.5,3.5,2023-03-18T17:17:46.802Z,2023-03-19T13:28:56Z,4106638191,241,,4106638189,5,,4108797517,178,,4106638203,1,,4106638193,56,Back,4106638201,213,1.7,4106638197,141,68.7,4106902587,189,,5ujoracvgg00kzd0a8rh8oa1h,R. Neustädter,,4106638199,212,44.5,4106638195,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796949,29,1,1,1,25,2nhn3ikl1ciq34w3hcp883d6p,1,18.4,56.5,2023-03-18T17:17:50.586Z,2023-03-19T13:28:55Z,4109686601,1,,4106638227,140,37.1,4106638229,141,95.6,4106638233,213,0.9,4106638225,56,Back,4108797631,178,,4106638231,212,33.1,,,,6z1isgjrlx4gbcjp5ekawdi39,P. Perdichizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521796971,30,1,1,1,28,2nhn3ikl1ciq34w3hcp883d6p,1,40.7,95,2023-03-18T17:17:52.997Z,2023-03-19T13:28:55Z,4106638365,212,17.2,4106638363,141,78.8,4108797825,178,,4106638367,213,3.8,4106638361,140,28.1,4106638359,56,Back,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
