id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,assist,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/12/value,qualifier/15/value
2482358911,14,1,1,0,31,1oyb7oym5nwzny8vxf03szd2h,1,61.4,84.2,2022-11-06T12:31:15.017Z,2022-11-07T06:05:13Z,3901186369,178,,3898773875,213,5.0,3898773867,56,Center,3898773873,212,5.6,3898773869,140,62.9,3898773871,141,76.3,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482358943,15,1,1,0,33,1oyb7oym5nwzny8vxf03szd2h,1,59.4,74.4,2022-11-06T12:31:16.260Z,2022-11-07T06:05:13Z,3898774043,141,86.5,3898774037,56,Left,3898774049,213,1.2,3898774039,140,62.9,3898774045,212,9.0,3901186465,178,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482358997,16,1,1,0,33,1oyb7oym5nwzny8vxf03szd2h,1,60.3,83.8,2022-11-06T12:31:16.900Z,2022-11-07T06:05:13Z,3898774345,140,65.3,3898774349,212,25.2,3898774347,141,47.6,3898774343,56,Center,3898774351,213,4.9,3901186537,178,,,,,,,,4f8xb5sbyksacxmifi375h7qi,K. Sowah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482473717,857,1,1,0,35,1oyb7oym5nwzny8vxf03szd2h,1,54.1,67.2,2022-11-06T12:31:18.692Z,2022-11-07T06:05:12Z,3899369167,141,37.3,3899369169,212,22.6,3899369165,140,63.4,3899369163,56,Center,3901186613,178,,3899369171,213,5.2,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359073,17,1,1,0,38,1oyb7oym5nwzny8vxf03szd2h,1,67.4,30.6,2022-11-06T12:31:22.194Z,2022-11-07T06:05:11Z,3901186667,178,,3898774721,141,6.1,3898774719,140,72.3,3898774717,56,Right,3898774723,212,17.4,3898774725,213,5.0,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359079,18,1,1,0,42,1oyb7oym5nwzny8vxf03szd2h,0,79.9,25.3,2022-11-06T12:31:26.154Z,2022-11-07T06:05:10Z,3898774755,212,15.8,3901186767,178,,3898774747,56,Center,3898774749,140,86.4,3898774761,213,1.1,3899577309,155,,3898774751,141,46.3,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359099,5,12,1,0,43,8y3iucyxguipljcmf87a11bk9,1,12.7,58.2,2022-11-06T12:31:26.832Z,2022-11-07T06:05:09Z,3898774855,140,26.4,3898774853,56,Back,3898774881,15,,3898774859,212,15.7,3898774857,141,67.5,3901186937,388,,3898774861,213,0.4,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359129,6,1,1,0,46,8y3iucyxguipljcmf87a11bk9,1,23.7,58.5,2022-11-06T12:31:29.257Z,2022-11-07T06:05:09Z,3901187021,178,,3898774995,212,14.5,3898774989,56,Back,3898774987,3,,3898774993,141,73.9,3898774991,140,33.3,3898774997,213,0.8,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359165,8,61,1,0,46,8y3iucyxguipljcmf87a11bk9,1,25.7,61.3,2022-11-06T12:31:29.673Z,2022-11-07T06:05:08Z,3901187225,178,,3898775127,56,Back,,,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359135,7,43,1,0,47,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-11-06T12:31:30.882Z,2022-11-06T15:07:51Z,3899582133,144,49,,,,,,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482820053,839,43,1,0,47,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-11-06T12:31:31.094Z,2022-11-07T01:01:27Z,3901267685,233,922,3901551367,144,67,,,,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482820041,922,43,1,0,47,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-11-06T12:31:31.095Z,2022-11-07T01:01:28Z,3901267705,233,839,3901551381,144,67,,,,,,,,,,,,,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482513571,794,49,1,0,47,8y3iucyxguipljcmf87a11bk9,1,23.7,66.4,2022-11-06T12:31:31.149Z,2022-11-07T06:05:08Z,,,,,,,,,,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359177,9,1,1,0,48,8y3iucyxguipljcmf87a11bk9,0,24.2,66.8,2022-11-06T12:31:31.252Z,2022-11-07T06:05:08Z,3898775175,213,0.7,3898775167,56,Back,3898775173,212,29.0,3898775169,140,46.0,3901187497,178,,3898775171,141,92.9,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359159,19,8,1,0,48,1oyb7oym5nwzny8vxf03szd2h,1,65.1,35.2,2022-11-06T12:31:31.970Z,2022-11-07T06:05:07Z,3901187677,178,,3899590361,384,,3898775111,56,Center,,,,,,,,,,,,,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359183,20,49,1,0,50,1oyb7oym5nwzny8vxf03szd2h,1,52.6,19.7,2022-11-06T12:31:33.794Z,2022-11-07T06:05:07Z,,,,,,,,,,,,,,,,,,,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359203,21,1,1,0,50,1oyb7oym5nwzny8vxf03szd2h,1,53,18.5,2022-11-06T12:31:33.959Z,2022-11-07T06:05:07Z,3901187865,178,,3898775301,213,5.6,3898775295,140,62.5,3898775293,56,Right,3898775299,212,13.1,3898775297,141,6.1,,,,,,,99jqn2osue4tyo1l7yb93s639,D. Boyata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359283,22,1,1,0,52,1oyb7oym5nwzny8vxf03szd2h,1,60.8,6,2022-11-06T12:31:35.706Z,2022-11-07T06:05:06Z,3901187939,178,,3898775663,212,6.7,3898775665,213,0.8,3898775661,141,13.1,3898775659,140,65.2,3898775657,56,Right,,,,,,,acx78ftnm61hm01wpmme77hbe,T. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359303,23,1,1,0,53,1oyb7oym5nwzny8vxf03szd2h,1,64.7,16.7,2022-11-06T12:31:36.465Z,2022-11-07T06:05:06Z,3898775773,212,11.1,3898775767,56,Right,3898775769,140,71.9,3898775775,213,5.5,3898775771,141,4.7,3901188109,178,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359323,24,1,1,0,55,1oyb7oym5nwzny8vxf03szd2h,0,69.6,1.4,2022-11-06T12:31:38.693Z,2022-11-07T06:05:04Z,3898775855,212,6.2,3898775853,141,10.0,3901188191,178,,3898775849,56,Right,3898775857,213,1.9,3898775851,140,67.5,,,,,,,x3g0yyxs0j4o8fxphxtf0st1,H. Vanaken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482870867,932,67,1,0,56,8y3iucyxguipljcmf87a11bk9,1,30.3,86.7,2022-11-06T12:31:39.536Z,2022-11-07T05:49:52Z,3901551925,233,984,,,,,,,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482870861,984,67,1,0,56,1oyb7oym5nwzny8vxf03szd2h,0,69.7,13.3,2022-11-06T12:31:39.537Z,2022-11-07T05:49:52Z,3901551933,233,932,,,,,,,,,,,,,,,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482516593,795,1,1,0,56,8y3iucyxguipljcmf87a11bk9,0,27.7,85.1,2022-11-06T12:31:39.558Z,2022-11-07T06:05:04Z,3899600783,212,2.5,3899600781,141,85.0,3899601149,236,,3899600785,213,3.2,3899600777,56,Back,3899600779,140,25.3,3901188269,178,,3899601151,286,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,3900592569,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359333,25,74,1,0,56,1oyb7oym5nwzny8vxf03szd2h,1,69.8,13.4,2022-11-06T12:31:39.639Z,2022-11-07T06:05:04Z,3900592575,233,795,3898775919,56,Right,3899596723,285,,3901188327,178,,,,,,,,,,,,,,ecnh65kkhku5mdkr3il4fl6tx,C. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359419,10,1,1,0,58,8y3iucyxguipljcmf87a11bk9,0,21.2,54.6,2022-11-06T12:31:41.402Z,2022-11-07T06:05:03Z,3898776307,141,71.5,3898776309,212,29.7,3898776301,157,,3898776313,1,,3898776305,140,47.3,3898776311,213,0.4,3898776303,56,Back,3901188463,178,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359429,26,1,1,1,2,1oyb7oym5nwzny8vxf03szd2h,0,59.2,32.2,2022-11-06T12:31:45.320Z,2022-11-07T06:05:03Z,3898776371,3,,3898776385,212,19.5,3898776389,213,1.0,3901188605,388,,3898776381,141,55.8,3898776375,140,69.7,3898776373,56,Center,,,,mkq18lpl3d44wxq974mci5wq,R. Onyedika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359475,11,1,1,1,4,8y3iucyxguipljcmf87a11bk9,0,35.4,57.3,2022-11-06T12:31:47.261Z,2022-11-07T06:05:03Z,3898776633,3,,3898776643,213,0.4,3898776635,56,Center,3898776641,212,22.1,3901188761,388,,3898776637,140,54.4,3898776639,141,71.4,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359459,27,1,1,1,5,1oyb7oym5nwzny8vxf03szd2h,0,48.9,41.2,2022-11-06T12:31:48.423Z,2022-11-07T06:05:02Z,3898776525,3,,3898776531,141,39.8,3898776529,140,67.8,3898776527,56,Center,3898776535,213,6.2,3898776533,212,19.9,3901188903,178,,,,,l6y4o9t2b0jxaxo85oztok45,B. Mechele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359521,12,1,1,1,7,8y3iucyxguipljcmf87a11bk9,0,29.8,61.7,2022-11-06T12:31:50.544Z,2022-11-07T06:05:02Z,3898776875,213,0.1,3898776873,212,19.4,3898776869,140,48.2,3898776861,3,,3901193129,178,,3898776865,56,Back,3898776871,141,64.8,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482870913,985,43,1,1,9,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-11-06T12:31:52.747Z,2022-11-07T01:40:20Z,3901552243,233,933,3901584955,144,67,,,,,,,,,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482870911,933,43,1,1,9,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-11-06T12:31:52.748Z,2022-11-07T01:40:20Z,3901552255,233,985,3901584953,144,67,,,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482877439,1100,43,1,1,9,1oyb7oym5nwzny8vxf03szd2h,1,0,0,2022-11-06T12:31:52.748Z,2022-11-07T03:38:30Z,3901671331,144,67,3901585017,233,1028,,,,,,,,,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482877435,1028,43,1,1,9,8y3iucyxguipljcmf87a11bk9,1,0,0,2022-11-06T12:31:52.749Z,2022-11-07T03:38:29Z,3901671325,144,67,3901585021,233,1100,,,,,,,,,,,,,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359527,28,8,1,1,9,1oyb7oym5nwzny8vxf03szd2h,1,51.1,49.1,2022-11-06T12:31:52.832Z,2022-11-07T06:05:01Z,3898776893,56,Center,3901189295,178,,3899607071,385,,,,,,,,,,,,,,,,,16o074zua15qkk7x0me7gi1w4,B. Meijer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482359541,13,44,1,1,11,8y3iucyxguipljcmf87a11bk9,1,35.4,57.9,2022-11-06T12:31:54.520Z,2022-11-07T06:05:01Z,3898777039,233,29,3898776955,285,,3898776953,56,Back,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
