id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/15/value,assist,qualifier/17/value
2537888651,3,12,1,0,13,7zibyotq1x1hq6pmgibhr0e6s,1,7.7,89.6,2023-04-23T11:30:29.896Z,2023-04-24T08:19:43Z,4212915601,213,0.6,4212915597,141,100.0,4212915599,212,15.5,4212915595,140,20.2,4212915629,167,,4212915593,56,Back,4215642651,178,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537888655,4,5,1,0,14,7zibyotq1x1hq6pmgibhr0e6s,0,27.2,101.8,2023-04-23T11:30:31.321Z,2023-04-23T20:34:54Z,4212915617,56,Back,4212915619,347,,4212916491,233,7,,,,,,,,,,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537888793,7,5,1,0,14,2989v3kho9h5jaboe1nr7lx21,1,72.8,-1.8,2023-04-23T11:30:31.321Z,2023-04-23T20:34:54Z,4212916399,56,Right,4212916401,347,,4212916457,233,4,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537888845,8,1,1,0,26,2989v3kho9h5jaboe1nr7lx21,1,83,0,2023-04-23T11:30:43.405Z,2023-04-24T08:19:43Z,4212916665,213,0.8,4212916661,141,16.1,4212916655,107,,4212916657,56,Right,4212916663,212,15.9,4212916659,140,93.4,,,,,,,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538583267,1431,83,1,0,28,7zibyotq1x1hq6pmgibhr0e6s,1,4.7,79.6,2023-04-23T11:30:45.455Z,2023-04-24T08:19:42Z,4216615497,399,78412,,,,,,,,,,,,,,,,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537888883,9,1,1,0,28,2989v3kho9h5jaboe1nr7lx21,1,95.3,20.6,2023-04-23T11:30:45.482Z,2023-04-24T08:19:42Z,4212916879,2,,4215643691,178,,4212916893,1,,4212916883,56,Center,4214978539,224,,4212916885,140,93.3,4212916889,212,36.7,4214978541,20,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,4212916891,213,1.6,4212916881,155,4212916887,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,
2537888937,10,1,1,0,31,2989v3kho9h5jaboe1nr7lx21,1,89.2,65.7,2023-04-23T11:30:48.170Z,2023-04-24T08:19:41Z,4212917187,213,3.1,4212917181,140,80.2,4212919769,210,15,4215643997,178,,4212917185,212,9.5,4212919771,154,,4212917183,141,66.1,4212917179,56,Center,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2538566245,1106,67,1,0,32,2989v3kho9h5jaboe1nr7lx21,1,82.7,59.4,2023-04-23T11:30:49.232Z,2023-04-24T08:19:41Z,4216524809,233,1120,,,,,,,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538566243,1120,67,1,0,32,7zibyotq1x1hq6pmgibhr0e6s,0,17.3,40.6,2023-04-23T11:30:49.233Z,2023-04-24T08:19:40Z,4216524825,233,1106,,,,,,,,,,,,,,,,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537888939,11,15,1,0,32,2989v3kho9h5jaboe1nr7lx21,1,80.5,60.9,2023-04-23T11:30:49.235Z,2023-04-24T08:19:40Z,4212917205,22,,4212919823,328,,4212919835,231,53.1,4212919821,103,19,4212919827,147,60.1,4212919815,55,10,4212919311,82,,4212919825,146,82.9,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,4212919819,102,51.8,4212919811,29,4212917209,56,Center,,4212919813,154,4212919307,72,4212919831,230,97.8,4212917207,18,4215645453,178,4212919341,233,5,4214981509,78,,,,,,,
2537888949,5,10,1,0,32,7zibyotq1x1hq6pmgibhr0e6s,1,17.3,40.6,2023-04-23T11:30:49.236Z,2023-04-24T08:19:39Z,4212919349,233,11,4212917263,56,Back,4215645903,178,,4212917261,94,,,,,,,,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889231,12,61,1,0,32,2989v3kho9h5jaboe1nr7lx21,1,80.8,60.5,2023-04-23T11:30:49.307Z,2023-04-24T08:19:39Z,4212918769,56,Center,4215646365,178,,,,,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537888969,6,49,1,0,33,7zibyotq1x1hq6pmgibhr0e6s,1,16.2,50.3,2023-04-23T11:30:50.578Z,2023-04-24T08:19:39Z,,,,,,,,,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889285,7,1,1,0,33,7zibyotq1x1hq6pmgibhr0e6s,0,16.4,50.3,2023-04-23T11:30:50.593Z,2023-04-24T08:19:38Z,4212919061,141,0.1,4215646947,178,,4212919065,213,5.3,4212921867,196,,4212919057,56,Back,4212919063,212,42.1,4212919059,140,39.9,4212921869,1,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889781,10,5,1,0,41,7zibyotq1x1hq6pmgibhr0e6s,0,42.3,-1.8,2023-04-23T11:30:58.061Z,2023-04-23T20:36:00Z,4213051511,233,15,4212921559,56,Back,4212921561,347,,,,,,,,,,,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889797,15,5,1,0,41,2989v3kho9h5jaboe1nr7lx21,1,57.7,101.8,2023-04-23T11:30:58.061Z,2023-04-23T20:35:59Z,4212921605,347,,4213051501,233,10,4212921603,56,Left,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889287,8,27,1,0,41,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-04-23T11:30:58.274Z,2023-04-23T20:36:09Z,4212919071,41,Injury,4212919141,233,13,4212919073,53,cl2mi40x3gjsan1iifpbwec4p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889283,13,27,1,0,41,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-04-23T11:30:58.274Z,2023-04-23T20:36:09Z,4212919089,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889691,9,28,1,1,36,7zibyotq1x1hq6pmgibhr0e6s,1,0,0,2023-04-23T11:31:53.213Z,2023-04-23T20:36:15Z,4212921367,233,14,4212921125,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889725,14,28,1,1,36,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-04-23T11:31:53.213Z,2023-04-23T20:36:15Z,4212921341,233,9,4212921325,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889887,16,1,1,1,40,2989v3kho9h5jaboe1nr7lx21,1,55.8,100,2023-04-23T11:31:57.530Z,2023-04-24T08:19:38Z,4212922049,107,,4212922059,213,3.4,4212922057,212,33.0,4212922051,56,Back,4212922053,140,25.1,4212922055,141,91.7,4212922061,1,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889929,17,1,1,1,44,2989v3kho9h5jaboe1nr7lx21,1,29.4,89.4,2023-04-23T11:32:00.888Z,2023-04-24T08:19:38Z,4212922259,56,Back,4212922263,140,15.5,4212922271,212,27.2,4215649053,178,,4212922269,141,55.7,4212922275,213,4.1,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537889983,18,1,1,1,47,2989v3kho9h5jaboe1nr7lx21,1,14.2,54.8,2023-04-23T11:32:03.816Z,2023-04-24T08:19:37Z,4212922581,213,5.3,4212922575,140,36.5,4212922573,56,Back,4215649311,178,,4212922577,141,3.1,4212922583,1,,4212922579,212,42.2,,,,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890005,19,1,1,1,50,2989v3kho9h5jaboe1nr7lx21,0,32.9,2.3,2023-04-23T11:32:07.605Z,2023-04-24T08:19:36Z,4212922705,1,,4212922699,141,27.0,4212922697,140,87.1,4212922703,213,0.3,4212922693,155,,4212922701,212,59.3,4215649637,178,,4212922695,56,Center,9qafk5ke1yzqggkcmf1zqevp,W. Janssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890029,11,52,1,1,55,7zibyotq1x1hq6pmgibhr0e6s,1,7.4,72,2023-04-23T11:32:12.656Z,2023-04-24T08:19:36Z,4215649861,178,,4214993607,376,,,,,,,,,,,,,,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890163,12,1,1,2,2,7zibyotq1x1hq6pmgibhr0e6s,1,14,53.9,2023-04-23T11:32:19.347Z,2023-04-24T08:19:35Z,4212923485,212,7.6,4212923531,287,,4212923483,141,57.7,4212923479,56,Back,4212923475,123,,4212923481,140,20.8,4215650103,178,,4212923487,213,0.3,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890287,13,1,1,2,7,7zibyotq1x1hq6pmgibhr0e6s,1,31.5,91.4,2023-04-23T11:32:24.071Z,2023-04-24T08:19:34Z,4212924223,212,24.7,4212924217,56,Back,4212924225,213,3.5,4212924219,140,9.2,4215650261,178,,4212924221,141,79.9,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890347,14,1,1,2,10,7zibyotq1x1hq6pmgibhr0e6s,1,10,75.7,2023-04-23T11:32:27.553Z,2023-04-24T08:19:34Z,4212924483,56,Back,4215650475,178,,4212924485,140,3.0,4212924489,212,16.4,4212924491,213,4.2,4212924487,141,54.2,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890393,15,1,1,2,13,7zibyotq1x1hq6pmgibhr0e6s,1,4.4,46.8,2023-04-23T11:32:30.680Z,2023-04-24T08:19:33Z,4212924703,141,50.6,4215650679,178,,4212924707,213,0.2,4212924705,212,11.2,4212924699,56,Back,4212924701,140,14.8,,,,,,,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890451,16,1,1,2,14,7zibyotq1x1hq6pmgibhr0e6s,1,16.8,43.4,2023-04-23T11:32:31.741Z,2023-04-24T08:19:33Z,4212924961,141,76.7,4212924957,56,Back,4212924965,213,1.8,4212924963,212,23.3,4215650955,178,,4212924959,140,11.5,,,,,,,cjf412x9sg56vos0jkj85k3ys,M. Keita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890509,17,1,1,2,19,7zibyotq1x1hq6pmgibhr0e6s,1,22,77.5,2023-04-23T11:32:36.031Z,2023-04-24T08:19:32Z,4212925253,141,94.4,4212925255,212,16.0,4215651107,178,,4212925249,56,Back,4212925257,213,0.8,4212925251,140,32.6,,,,,,,ecwzzrkn1snbua5yu4gehxm2,W. Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890527,18,1,1,2,23,7zibyotq1x1hq6pmgibhr0e6s,1,48.9,86.1,2023-04-23T11:32:40.283Z,2023-04-24T08:19:30Z,4215651297,178,,4212925381,212,10.6,4212925375,56,Left,4212925383,213,0.5,4212925379,141,92.9,4212925377,140,58.0,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890571,19,1,1,2,24,7zibyotq1x1hq6pmgibhr0e6s,1,56.2,87.4,2023-04-23T11:32:41.010Z,2023-04-24T08:19:30Z,4215651465,178,,4212925587,140,53.7,4212925591,212,7.5,4212925589,141,97.8,4212925585,56,Left,4212925593,213,1.9,4215001465,156,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890601,20,1,1,2,25,7zibyotq1x1hq6pmgibhr0e6s,1,53.5,96.8,2023-04-23T11:32:42.316Z,2023-04-24T08:19:29Z,4212925733,212,6.1,4212925735,213,3.6,4212925727,56,Back,4212925729,140,48.3,4215651827,178,,4212925731,141,92.7,,,,,,,a7ip51ik4rkqcvgdsh64ln09g,A. Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890615,21,1,1,2,26,7zibyotq1x1hq6pmgibhr0e6s,1,49.2,89.9,2023-04-23T11:32:43.666Z,2023-04-24T08:19:28Z,4212925811,212,8.5,4215652115,178,,4212925807,140,57.1,4212925809,141,92.4,4212925805,56,Left,4212925813,213,0.2,,,,,,,70h2g33o2w7f32dtx76wji99m,G. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890631,22,1,1,2,27,7zibyotq1x1hq6pmgibhr0e6s,0,56.7,91.5,2023-04-23T11:32:44.205Z,2023-04-24T08:19:28Z,4212925883,140,58.6,4212925885,141,83.8,4212925889,213,5.1,4215652671,178,,4212925881,56,Left,4212925887,212,5.6,,,,,,,1rqpbl0ivf8qwdvi6gqpgxz9x,G. Kerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890619,20,61,1,2,27,2989v3kho9h5jaboe1nr7lx21,1,42.5,8.3,2023-04-23T11:32:44.528Z,2023-04-24T08:19:28Z,4215653291,178,,4212925825,56,Back,,,,,,,,,,,,,,,,,,,esvfsx8gxqw8h0codqz5xmnmc,M. Smets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890647,21,49,1,2,28,2989v3kho9h5jaboe1nr7lx21,1,41.1,14.8,2023-04-23T11:32:45.768Z,2023-04-24T08:19:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890663,22,1,1,2,29,2989v3kho9h5jaboe1nr7lx21,1,40.3,20.6,2023-04-23T11:32:46.369Z,2023-04-24T08:19:27Z,4212926029,212,15.8,4212926031,213,2.7,4212926027,141,30.0,4212926023,56,Back,4215653755,178,,4212926025,140,26.5,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890685,23,1,1,2,30,2989v3kho9h5jaboe1nr7lx21,1,32.1,28.5,2023-04-23T11:32:47.286Z,2023-04-24T08:19:27Z,4212926121,141,30.9,4212926123,212,7.4,4215654127,178,,4212926117,56,Back,4212926125,213,0.2,4212926119,140,39.0,,,,,,,4fc3xit5tx2o583prbwhkq8d1,T. Leistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890773,24,1,1,2,31,2989v3kho9h5jaboe1nr7lx21,1,40.3,28.1,2023-04-23T11:32:48.206Z,2023-04-24T08:19:26Z,4212926523,213,1.8,4212926517,140,33.9,4212926519,141,62.6,4215654777,178,,4212926515,56,Back,4212926521,212,24.4,,,,,,,7d57au4z5cuxc5k6tu6qgp94a,M. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890857,25,1,1,2,36,2989v3kho9h5jaboe1nr7lx21,1,40.4,77.1,2023-04-23T11:32:53.454Z,2023-04-24T08:19:25Z,4212926939,212,19.8,4212926937,141,96.8,4212926933,56,Left,4215655015,178,,4212926935,140,54.3,4212926941,213,0.7,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890865,26,3,1,2,39,2989v3kho9h5jaboe1nr7lx21,0,47.5,97.3,2023-04-23T11:32:56.629Z,2023-04-24T08:19:24Z,4212927095,233,23,4212926973,56,Back,4215655629,178,,4215006563,465,,4212926975,286,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890879,23,7,1,2,39,7zibyotq1x1hq6pmgibhr0e6s,1,52.5,2.7,2023-04-23T11:32:56.691Z,2023-04-24T08:19:24Z,4212927083,233,26,4212927023,167,,4212927025,56,Right,4215006737,385,,4215655979,178,,4212927027,285,,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537890883,24,5,1,2,40,7zibyotq1x1hq6pmgibhr0e6s,0,57.9,-1.6,2023-04-23T11:32:57.084Z,2023-04-23T20:38:15Z,4212927033,56,Right,4212927035,347,,4212928681,233,27,,,,,,,,,,,,,,,,cl2mi40x3gjsan1iifpbwec4p,A. Muja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537891217,27,5,1,2,40,2989v3kho9h5jaboe1nr7lx21,1,42.1,101.6,2023-04-23T11:32:57.084Z,2023-04-23T20:38:15Z,4212928597,56,Back,4212928655,233,24,4212928599,347,,,,,,,,,,,,,,,,,eakj3xa0pa88pajbvasbwqwdm,E. Bocat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537891283,28,1,1,3,3,2989v3kho9h5jaboe1nr7lx21,0,45,100,2023-04-23T11:33:20.002Z,2023-04-24T08:19:23Z,4212928943,141,93.3,4212928939,56,Left,4212928937,107,,4212928945,212,32.9,4212928949,1,,4212928941,140,75.9,4212928947,213,6.1,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537891291,25,49,1,3,6,7zibyotq1x1hq6pmgibhr0e6s,1,24.4,8.1,2023-04-23T11:33:23.132Z,2023-04-24T08:19:23Z,,,,,,,,,,,,,,,,,,,,,,,,,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537891345,26,1,1,3,6,7zibyotq1x1hq6pmgibhr0e6s,0,23.6,7.3,2023-04-23T11:33:23.398Z,2023-04-24T08:19:23Z,4215656863,178,,4212929243,141,12.2,4212929239,56,Right,4212929237,157,,4212929245,212,34.8,4212929249,1,,4212929241,140,56.6,4212929247,213,0.1,9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
