id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2457966071,11,49,1,0,41,b7jmo07lqav0wfe2mtlzyspak,1,42.2,73.5,2022-09-10T14:00:51.029Z,2022-09-11T05:27:44Z,,,,,,,,,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966103,12,1,1,0,43,b7jmo07lqav0wfe2mtlzyspak,1,41.4,61.7,2022-09-10T14:00:52.414Z,2022-09-11T05:27:43Z,3769403533,213,4.1,3769403525,56,Back,3771224139,178,,3769403531,212,23.5,3769403529,141,33.1,3769403527,140,28.9,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966135,13,1,1,0,45,b7jmo07lqav0wfe2mtlzyspak,1,29.5,43.4,2022-09-10T14:00:54.754Z,2022-09-11T05:27:43Z,3769403673,141,9.7,3769403675,212,24.0,3769403671,140,36.2,3771224399,178,,3769403677,213,5.0,3769403669,56,Back,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966191,14,1,1,0,46,b7jmo07lqav0wfe2mtlzyspak,1,32,19,2022-09-10T14:00:56.078Z,2022-09-11T05:27:42Z,3769403953,140,31.5,3771224615,178,,3769403955,141,28.2,3769403951,56,Back,3769403957,212,6.3,3769403959,213,1.7,,,,,,,4kuxth5k98x4cgfrfweu1u51,S. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966247,15,1,1,0,49,b7jmo07lqav0wfe2mtlzyspak,1,27.1,37.7,2022-09-10T14:00:58.653Z,2022-09-11T05:27:41Z,3769404249,56,Back,3769404257,213,1.5,3769404253,141,68.2,3769404251,140,28.8,3769404255,212,20.8,3771224769,178,,,,,,,,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966389,16,1,1,0,54,b7jmo07lqav0wfe2mtlzyspak,1,27.3,54.5,2022-09-10T14:01:03.691Z,2022-09-11T05:27:40Z,3771225009,178,,3769404945,212,12.2,3769404941,140,36.4,3769404939,56,Back,3769404943,141,43.3,3769404947,213,5.6,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966433,17,1,1,0,57,b7jmo07lqav0wfe2mtlzyspak,1,37.7,61.2,2022-09-10T14:01:06.693Z,2022-09-11T05:27:38Z,3769405151,212,25.2,3769405141,140,45.5,3769405155,213,1.2,3769405137,56,Back,3771225173,178,,3769405147,141,96.3,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966443,18,61,1,0,58,b7jmo07lqav0wfe2mtlzyspak,0,44.7,97.5,2022-09-10T14:01:08.055Z,2022-09-11T05:27:38Z,3769405203,56,Back,3771225421,178,,,,,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966559,8,5,1,0,59,1uk609mhtsfhokhaewjapb26,1,55.6,-1.6,2022-09-10T14:01:09.007Z,2022-09-10T21:31:07Z,3769405753,56,Right,3769405779,233,19,3769405755,347,,,,,,,,,,,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966463,19,5,1,0,59,b7jmo07lqav0wfe2mtlzyspak,0,44.4,101.6,2022-09-10T14:01:09.007Z,2022-09-10T21:31:07Z,3769405817,233,8,3769405281,347,,3769405277,56,Back,,,,,,,,,,,,,,,,25ey2mcvgwz6ls2612os5hzv9,R. Schoofs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966637,9,1,1,1,9,1uk609mhtsfhokhaewjapb26,1,51.9,0,2022-09-10T14:01:18.391Z,2022-09-11T05:27:38Z,3769406173,56,Right,3769406171,107,,3769406181,213,0.3,3769406175,140,68.6,3769406179,212,18.3,3769406177,141,7.0,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458314063,787,43,1,1,10,1uk609mhtsfhokhaewjapb26,1,0,0,2022-09-10T14:01:19.838Z,2022-09-10T23:04:21Z,3771448779,144,82,3771304775,178,0,,,,,,,,,,,,,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966651,10,1,1,1,12,1uk609mhtsfhokhaewjapb26,1,66.4,0.1,2022-09-10T14:01:22.205Z,2022-09-11T05:27:36Z,3769406271,56,Right,3769406275,141,7.9,3769406273,140,73.2,3769406279,213,0.6,3771226093,178,,3769406277,212,8.9,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966669,11,1,1,1,13,1uk609mhtsfhokhaewjapb26,0,71.4,4.5,2022-09-10T14:01:23.183Z,2022-09-11T05:27:36Z,3770088579,156,,3769406353,141,7.7,3769406357,213,3.0,3769406349,56,Right,3769406351,140,59.0,3769406355,212,13.2,3771226265,178,,,,,8yy638bmdymhzkbrvho3qezft,D. Lamkel Zé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966687,20,49,1,1,15,b7jmo07lqav0wfe2mtlzyspak,1,38,89.7,2022-09-10T14:01:24.724Z,2022-09-11T05:27:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458340139,1197,43,1,1,16,1uk609mhtsfhokhaewjapb26,1,0,0,2022-09-10T14:01:25.652Z,2022-09-10T23:05:10Z,3771450103,144,83,3771449861,399,196098,,,,,,,,,,,,,,,,,,,280b4j6oidfonglcbr2vlj59m,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966703,12,45,1,1,16,1uk609mhtsfhokhaewjapb26,0,60.5,11.6,2022-09-10T14:01:26.214Z,2022-09-11T05:27:34Z,3769406615,233,21,3769406529,56,Right,3769406535,285,,,,,,,,,,,,,,,,,280b4j6oidfonglcbr2vlj59m,S. Tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966705,21,3,1,1,16,b7jmo07lqav0wfe2mtlzyspak,1,39.5,88.4,2022-09-10T14:01:26.214Z,2022-09-11T05:27:34Z,3769406545,56,Back,3771226567,178,,3769406553,233,12,3770089177,464,,3769406547,286,,,,,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966739,22,1,1,1,19,b7jmo07lqav0wfe2mtlzyspak,1,39.2,78.4,2022-09-10T14:01:28.493Z,2022-09-11T05:27:33Z,3769406727,141,85.4,3769406723,56,Back,3769406731,213,2.6,3769406729,212,8.6,3771227005,178,,3769406725,140,32.4,,,,,,,1df9uegp2hsbc4813no3mdvx1,Alessio Da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966767,23,1,1,1,19,b7jmo07lqav0wfe2mtlzyspak,0,36.7,82.8,2022-09-10T14:01:28.837Z,2022-09-11T05:27:32Z,3769406861,212,17.0,3769406859,141,87.6,3769406857,140,52.6,3769406863,213,0.2,3769406855,56,Left,3771227245,178,,,,,,,,ezg4lhvy2z4pkyvfrmi17y11x,B. Verstraete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966747,13,49,1,1,21,1uk609mhtsfhokhaewjapb26,1,49,11.9,2022-09-10T14:01:30.771Z,2022-09-11T05:27:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966781,14,1,1,1,21,1uk609mhtsfhokhaewjapb26,1,49.4,11.8,2022-09-10T14:01:30.837Z,2022-09-11T05:27:32Z,3769406925,213,2.4,3769406921,141,25.2,3769406923,212,13.7,3771227713,178,,3769406919,140,39.7,3769406917,56,Back,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966815,15,1,1,1,23,1uk609mhtsfhokhaewjapb26,1,42.8,14.5,2022-09-10T14:01:33.154Z,2022-09-11T05:27:31Z,3771227999,178,,3769407095,212,27.1,3769407091,140,23.0,3769407093,141,40.0,3769407097,213,2.4,3769407089,56,Back,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966853,16,1,1,1,26,1uk609mhtsfhokhaewjapb26,1,28.8,31.3,2022-09-10T14:01:35.746Z,2022-09-11T05:27:30Z,3771228279,178,,3769407271,141,64.5,3769407275,213,1.1,3769407273,212,24.8,3769407267,56,Back,3769407269,140,38.5,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966887,17,1,1,1,28,1uk609mhtsfhokhaewjapb26,1,39.6,52.3,2022-09-10T14:01:38.205Z,2022-09-11T05:27:29Z,3769407429,141,90.5,3771228645,178,,3769407427,140,30.1,3769407433,213,1.9,3769407425,56,Back,3769407431,212,27.8,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966909,18,1,1,1,32,1uk609mhtsfhokhaewjapb26,1,34.2,87.4,2022-09-10T14:01:41.786Z,2022-09-11T05:27:28Z,3769407541,141,92.4,3769407545,213,0.2,3771228877,178,,3769407537,56,Back,3769407543,212,15.1,3769407539,140,48.2,,,,,,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457966987,19,1,1,1,34,1uk609mhtsfhokhaewjapb26,1,48.7,91.9,2022-09-10T14:01:43.397Z,2022-09-11T05:27:28Z,3769407939,56,Back,3769407953,213,3.0,3769407945,141,95.9,3769407941,140,27.6,3769407949,212,22.3,3771229081,178,,,,,,,,93weoj4q60xtxdntko7hobg4q,B. Messaoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967049,20,1,1,1,37,1uk609mhtsfhokhaewjapb26,1,26.4,82.4,2022-09-10T14:01:47.050Z,2022-09-11T05:27:27Z,3769408237,56,Back,3769408243,212,27.5,3769408239,140,7.6,3769408245,213,3.9,3769408241,141,54.2,3771229223,178,,,,,,,,54y1k9ysgdtdvv9ss72ruxiad,D. Dessoleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967165,21,1,1,1,40,1uk609mhtsfhokhaewjapb26,1,7.2,45.8,2022-09-10T14:01:50.004Z,2022-09-11T05:27:26Z,3771229459,178,,3769408779,56,Back,3769408787,213,4.9,3769408785,212,19.2,3769408781,140,9.9,3769408783,141,17.9,,,,,,,2unnytu55d7lvws7h3r86yhud,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967201,22,1,1,1,45,1uk609mhtsfhokhaewjapb26,0,23.6,7.1,2022-09-10T14:01:54.402Z,2022-09-11T05:27:25Z,3769408977,141,13.7,3769408979,212,45.0,3769408967,155,,3769408983,1,,3771229631,178,,3769408981,213,0.1,3769408971,56,Right,3769408975,140,66.2,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967243,24,8,1,1,47,b7jmo07lqav0wfe2mtlzyspak,1,41.3,90.7,2022-09-10T14:01:56.371Z,2022-09-11T05:27:25Z,3770091285,384,,3769409165,56,Back,3771229851,178,,,,,,,,,,,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458315095,828,43,1,1,48,b7jmo07lqav0wfe2mtlzyspak,1,0,0,2022-09-10T14:01:57.489Z,2022-09-10T22:11:18Z,3771311161,144,82,3771311095,178,0,,,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967263,25,49,1,1,48,b7jmo07lqav0wfe2mtlzyspak,1,47.9,96.9,2022-09-10T14:01:57.496Z,2022-09-11T05:27:24Z,,,,,,,,,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967307,26,3,1,1,49,b7jmo07lqav0wfe2mtlzyspak,0,42.4,99.3,2022-09-10T14:01:58.690Z,2022-09-11T05:27:23Z,3769409393,56,Back,3770091475,465,,3769409395,286,,3771230457,178,,3769409441,233,23,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967287,23,7,1,1,49,1uk609mhtsfhokhaewjapb26,1,57.6,0.7,2022-09-10T14:01:58.746Z,2022-09-11T05:27:23Z,3769409321,285,,3769409435,233,26,3770091495,385,,3771230601,178,,3769409317,167,,3769409319,56,Right,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967291,24,5,1,1,49,1uk609mhtsfhokhaewjapb26,0,59.8,-2,2022-09-10T14:01:58.807Z,2022-09-10T21:33:52Z,3769409333,56,Right,3769409943,233,27,3769409335,347,,,,,,,,,,,,,,,,,esrwjtmubaz21j01ndpollrrp,K. Vandendriessche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457967411,27,5,1,1,49,b7jmo07lqav0wfe2mtlzyspak,1,40.2,102,2022-09-10T14:01:58.807Z,2022-09-10T21:33:51Z,3769409887,56,Back,3769409897,233,24,3769409889,347,,,,,,,,,,,,,,,,,mlqit2c8my1ewqy6avrfhf8q,A. Van Hoorenbeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
