id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2497743683,6,1,1,0,17,8y3iucyxguipljcmf87a11bk9,0,38.4,23,2023-01-15T15:01:35.330Z,2023-01-16T06:11:05Z,3979884855,140,42.2,3979884857,141,23.4,3979884851,168,,3979900271,233,8,3981020767,178,,3979884853,56,Back,3979884861,213,0.1,3979884859,212,4.0,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497747541,59,61,1,0,17,1uk609mhtsfhokhaewjapb26,1,63.9,73,2023-01-15T15:01:35.457Z,2023-01-16T06:11:09Z,3981020795,178,,3979906869,56,Center,,,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497747557,60,61,1,0,18,1uk609mhtsfhokhaewjapb26,1,64.9,72.1,2023-01-15T15:01:36.218Z,2023-01-16T06:11:12Z,3979906963,56,Center,3981020837,178,,,,,,,,,,,,,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497747591,61,61,1,0,18,1uk609mhtsfhokhaewjapb26,1,64.1,73,2023-01-15T15:01:36.518Z,2023-01-16T06:11:22Z,3981020907,178,,3979907105,56,Center,,,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743707,6,49,1,0,20,1uk609mhtsfhokhaewjapb26,1,59.6,69,2023-01-15T15:01:37.891Z,2023-01-16T06:11:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743737,7,1,1,0,20,1uk609mhtsfhokhaewjapb26,0,59.6,69,2023-01-15T15:01:38.001Z,2023-01-16T06:11:29Z,3979885173,213,4.9,3979885167,140,63.1,3979885165,56,Center,3979885171,212,23.3,3979885169,141,35.1,3981020967,178,,,,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743729,7,1,1,0,22,8y3iucyxguipljcmf87a11bk9,0,36.3,52.7,2023-01-15T15:01:40.313Z,2023-01-16T06:11:33Z,3979885129,56,Back,3979885135,212,1.5,3979885131,140,35.4,3979885229,233,8,3979885227,236,,3979885133,141,54.5,3979885137,213,2.2,3981020999,178,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,3979885233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743739,8,74,1,0,22,1uk609mhtsfhokhaewjapb26,1,63.2,35.2,2023-01-15T15:01:40.380Z,2023-01-16T06:11:35Z,3979885179,285,,3981021019,178,,3979885249,233,7,3979885177,56,Center,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743745,8,49,1,0,24,8y3iucyxguipljcmf87a11bk9,1,28.7,69.6,2023-01-15T15:01:42.124Z,2023-01-16T06:11:39Z,,,,,,,,,,,,,,,,,,,,,,,,,eyvf8uu7jltbzalaov3qt1w5,B. Godeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743813,9,1,1,0,27,8y3iucyxguipljcmf87a11bk9,0,35.3,83,2023-01-15T15:01:44.809Z,2023-01-16T06:11:46Z,3979885589,1,,3979885577,155,,3979885583,141,82.7,3979885579,56,Left,3981021101,178,,3979885581,140,92.4,3979885587,213,6.3,3979885585,212,60.0,eyvf8uu7jltbzalaov3qt1w5,B. Godeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743815,9,52,1,0,35,1uk609mhtsfhokhaewjapb26,1,6.4,20.8,2023-01-15T15:01:53.222Z,2023-01-16T11:23:51Z,3980821497,376,,3981021163,389,,,,,,,,,,,,,,,,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743891,10,80,1,0,47,1uk609mhtsfhokhaewjapb26,0,11.1,48.1,2023-01-15T15:02:04.860Z,2023-01-16T06:11:56Z,3981021177,178,,,,,,,,,,,,,,,,,,,,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743951,11,1,1,0,48,1uk609mhtsfhokhaewjapb26,1,15.1,41.5,2023-01-15T15:02:06.675Z,2023-01-16T06:11:59Z,3979886403,141,13.7,3979886397,155,,3979886409,1,,3979886405,212,47.8,3979886407,213,5.9,3979886399,56,Right,3979886401,140,56.9,3981021201,178,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743953,12,61,1,0,51,1uk609mhtsfhokhaewjapb26,0,56.9,13.7,2023-01-15T15:02:09.599Z,2023-01-16T06:12:08Z,3981021259,178,,3979886415,56,Right,,,,,,,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743947,10,49,1,0,52,8y3iucyxguipljcmf87a11bk9,1,45.6,84.7,2023-01-15T15:02:10.557Z,2023-01-16T06:12:11Z,,,,,,,,,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743969,12,4,1,0,53,8y3iucyxguipljcmf87a11bk9,1,46.8,90,2023-01-15T15:02:11.171Z,2023-01-16T06:12:18Z,3979886515,286,,3979886505,56,Back,3979886501,13,,3979887003,233,13,3979886509,152,,3979888101,294,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744043,13,4,1,0,53,1uk609mhtsfhokhaewjapb26,0,53.2,10,2023-01-15T15:02:11.172Z,2023-01-16T06:12:17Z,3979887009,233,12,3979887939,294,,3979886991,285,,3979886983,56,Right,3981021303,178,,3979886981,13,,3979886985,152,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497743965,11,43,1,0,53,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-15T15:02:11.726Z,2023-01-15T15:02:15Z,3979886599,144,3,3979886493,286,0,3979886491,56,Back,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744081,13,1,1,1,8,8y3iucyxguipljcmf87a11bk9,0,45.1,85.3,2023-01-15T15:02:26.147Z,2023-01-16T06:12:20Z,3979887219,141,99.5,3979887213,152,,3979887221,212,58.0,3979887225,1,,3981021313,178,,3979887207,5,,3979887211,155,,3979887223,213,0.2,99tf4co0pm09ayca13ma3lql1,J. De Sart,3979887215,56,Left,3979887217,140,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744111,15,81,1,1,13,8y3iucyxguipljcmf87a11bk9,0,99.6,99.2,2023-01-15T15:02:31.747Z,2023-01-16T06:12:26Z,3979887405,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744101,14,5,1,1,14,1uk609mhtsfhokhaewjapb26,1,1.2,-0.9,2023-01-15T15:02:32.112Z,2023-01-16T06:12:30Z,3979887679,233,14,3979887327,56,Back,3979887331,347,,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744105,14,5,1,1,14,8y3iucyxguipljcmf87a11bk9,0,98.8,100.9,2023-01-15T15:02:32.112Z,2023-01-16T06:12:29Z,3979887371,56,Left,3979887375,347,,3979887701,233,14,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744241,15,1,1,1,31,1uk609mhtsfhokhaewjapb26,0,2.4,0,2023-01-15T15:02:49.212Z,2023-01-16T06:12:31Z,3979888087,141,5.8,3979888085,140,25.1,3979888093,1,,3979888081,107,,3979888091,213,0.2,3979888083,56,Back,3979888089,212,24.4,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744243,16,44,1,1,33,8y3iucyxguipljcmf87a11bk9,1,71.2,91.9,2023-01-15T15:02:51.164Z,2023-01-16T07:55:15Z,3979888127,233,16,3979888109,56,Left,3979888111,286,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744245,16,44,1,1,33,1uk609mhtsfhokhaewjapb26,0,28.8,8.1,2023-01-15T15:02:51.165Z,2023-01-16T06:12:35Z,3979888173,233,16,3979888113,56,Back,3979888115,285,,,,,,,,,,,,,,,,,6437iwpplyfh71o9b7uxdylii,P. Guèye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744249,17,1,1,1,33,8y3iucyxguipljcmf87a11bk9,1,67.4,89.6,2023-01-15T15:02:51.249Z,2023-01-16T07:55:16Z,3979888143,213,5.5,3979888133,3,,3979888139,141,80.6,3981021407,388,,3979888135,56,Left,3979888141,212,8.9,3979888137,140,73.5,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744257,18,49,1,1,34,8y3iucyxguipljcmf87a11bk9,1,73.5,80.6,2023-01-15T15:02:52.388Z,2023-01-16T06:12:39Z,,,,,,,,,,,,,,,,,,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744265,19,1,1,1,34,8y3iucyxguipljcmf87a11bk9,1,73.5,80.6,2023-01-15T15:02:52.445Z,2023-01-16T06:12:41Z,3979888219,212,6.0,3979888213,56,Left,3979888221,213,3.0,3979888215,140,67.8,3979888217,141,81.8,3981021453,178,,,,,,,,9hiut57u02lly1nfdixef8bth,V. Odjidja-Ofoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744271,20,1,1,1,35,8y3iucyxguipljcmf87a11bk9,0,67.8,81.8,2023-01-15T15:02:53.516Z,2023-01-16T06:12:43Z,3979888257,141,86.2,3979888255,140,76.7,3979888251,155,,3981021475,178,,3979888253,56,Left,3979888261,213,0.3,3979888259,212,9.8,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744277,17,44,1,1,37,1uk609mhtsfhokhaewjapb26,1,23.6,12.4,2023-01-15T15:02:54.804Z,2023-01-16T07:55:16Z,3979888279,285,,3979888277,56,Back,3979888311,233,21,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744281,21,44,1,1,37,8y3iucyxguipljcmf87a11bk9,0,76.4,87.6,2023-01-15T15:02:54.805Z,2023-01-16T06:12:46Z,3979888345,233,17,3979888293,286,,3979888291,56,Left,,,,,,,,,,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744289,18,1,1,1,37,1uk609mhtsfhokhaewjapb26,0,24.1,11.1,2023-01-15T15:02:54.890Z,2023-01-16T07:55:17Z,3979888329,141,12.5,3979888333,213,0.1,3981021501,388,,3979888323,3,,3979888331,212,9.2,3979888327,140,32.8,3979888325,56,Back,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744299,22,1,1,1,37,8y3iucyxguipljcmf87a11bk9,1,69.8,82,2023-01-15T15:02:55.631Z,2023-01-16T06:12:52Z,3979888405,141,86.2,3979888407,212,3.3,3979888401,56,Left,3979888403,140,68.3,3981021535,178,,3979888409,213,2.1,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744323,23,1,1,1,40,8y3iucyxguipljcmf87a11bk9,1,67.2,88.7,2023-01-15T15:02:58.129Z,2023-01-16T06:12:55Z,3981021553,178,,3979888541,212,4.3,3979888537,140,70.9,3979888535,56,Left,3979888539,141,91.5,3979888543,213,0.5,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744333,24,61,1,1,41,8y3iucyxguipljcmf87a11bk9,0,70.7,95.9,2023-01-15T15:02:58.789Z,2023-01-16T06:13:03Z,3979888579,56,Left,3981021601,178,,,,,,,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744451,19,5,1,1,41,1uk609mhtsfhokhaewjapb26,1,26.6,-1.8,2023-01-15T15:02:59.337Z,2023-01-16T06:13:07Z,3979889247,56,Back,3979889267,233,25,3979889249,347,,,,,,,,,,,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744337,25,5,1,1,41,8y3iucyxguipljcmf87a11bk9,0,73.4,101.8,2023-01-15T15:02:59.337Z,2023-01-16T06:13:07Z,3979888607,56,Left,3979889271,233,19,3979888609,347,,,,,,,,,,,,,,,,,c517lc5fmsd9ugk638s2o9iad,Núrio Fortuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744491,20,1,1,1,57,1uk609mhtsfhokhaewjapb26,0,32.1,0,2023-01-15T15:03:15.545Z,2023-01-16T06:13:08Z,3979889487,141,12.0,3979889485,140,34.5,3979889481,107,,3979889489,212,9.3,3979889491,213,1.3,3979889483,56,Back,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497959725,861,67,1,1,58,8y3iucyxguipljcmf87a11bk9,1,60.9,87.4,2023-01-15T15:03:16.379Z,2023-01-16T07:55:17Z,3981033389,233,938,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497959723,938,67,1,1,58,1uk609mhtsfhokhaewjapb26,0,39.1,12.6,2023-01-15T15:03:16.380Z,2023-01-16T06:38:39Z,3981033395,233,861,,,,,,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744471,26,8,1,1,58,8y3iucyxguipljcmf87a11bk9,1,62.8,88.6,2023-01-15T15:03:16.413Z,2023-01-16T07:55:18Z,3981021697,178,,3980822793,385,,3979889367,56,Left,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744583,21,5,1,1,59,1uk609mhtsfhokhaewjapb26,1,36.4,-1.2,2023-01-15T15:03:17.340Z,2023-01-16T06:13:16Z,3979890041,233,27,3979889991,347,,3979889989,56,Back,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744501,27,5,1,1,59,8y3iucyxguipljcmf87a11bk9,0,63.6,101.2,2023-01-15T15:03:17.340Z,2023-01-16T06:13:16Z,3979889533,56,Left,3979889535,347,,3979890049,233,21,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744599,22,1,1,2,7,1uk609mhtsfhokhaewjapb26,1,37.4,0,2023-01-15T15:03:24.978Z,2023-01-16T06:13:19Z,3979890083,212,8.3,3979890075,107,,3979890077,56,Back,3979890081,141,11.1,3979890085,213,1.5,3979890079,140,38.3,,,,,,,5lbzx05vthw9nbhpmzw5e1562,O. Sych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744617,23,1,1,2,8,1uk609mhtsfhokhaewjapb26,0,38.3,11.1,2023-01-15T15:03:26.203Z,2023-01-16T06:13:24Z,3979890173,213,5.3,3981021815,21,,3979890167,140,40.9,3979890165,56,Back,3979890169,141,4.9,3979890171,212,5.0,3981021813,178,,,,,8b95khn8h8qz3y4u4coajs5at,F. Selemani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744623,28,8,1,2,9,8y3iucyxguipljcmf87a11bk9,1,58.2,93.9,2023-01-15T15:03:27.102Z,2023-01-16T06:13:27Z,3980823001,383,,3981021849,178,,3979890205,56,Left,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744635,29,49,1,2,10,8y3iucyxguipljcmf87a11bk9,1,50.8,95.4,2023-01-15T15:03:28.171Z,2023-01-16T06:39:09Z,,,,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497744657,30,1,1,2,12,8y3iucyxguipljcmf87a11bk9,1,42.4,92.9,2023-01-15T15:03:30.184Z,2023-01-16T06:13:35Z,3979890351,140,33.6,3979890355,212,9.5,3979890357,213,2.9,3979890353,141,96.2,3979890349,56,Back,3981021907,178,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
