id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2503388009,6,1,1,0,22,6vyr13j6kbwdtxjwm1m4m8nu2,0,16.6,20.5,2023-02-03T19:45:56.599Z,2023-02-04T12:24:27Z,4009478073,213,4.0,4009481989,236,,4009478247,157,,4009478069,141,10.7,4009478071,212,8.7,4009481995,286,,4009481991,233,12,4009478065,56,Back,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,4010174843,178,4009478249,1,4009478067,140,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388013,12,74,1,0,22,2b57rbw94i9ohnbch52owvqtq,1,82.6,80,2023-02-03T19:45:56.645Z,2023-02-04T12:16:59Z,4009482013,233,6,4009478087,56,Left,4010174895,178,,4009478089,285,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388045,7,5,1,0,23,6vyr13j6kbwdtxjwm1m4m8nu2,1,19.4,-0.7,2023-02-03T19:45:57.573Z,2023-02-04T08:14:18Z,4009478299,233,13,4009478219,56,Back,4009478225,347,,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388039,13,5,1,0,23,2b57rbw94i9ohnbch52owvqtq,0,80.6,100.7,2023-02-03T19:45:57.573Z,2023-02-04T08:14:19Z,4009478321,233,7,4009478189,56,Left,4009478191,347,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503387777,7,43,1,0,26,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-03T19:46:00.161Z,2023-02-03T21:46:54Z,4009963613,144,49,,,,,,,,,,,,,,,,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503523369,1040,43,1,0,36,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-02-03T19:46:10.017Z,2023-02-04T08:03:59Z,4010373169,144,67,4010205585,233,878,,,,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503523365,878,43,1,0,36,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-03T19:46:10.018Z,2023-02-04T08:04:00Z,4010205593,233,1040,4010373171,144,67,,,,,,,,,,,,,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388229,8,1,1,0,37,6vyr13j6kbwdtxjwm1m4m8nu2,1,29.6,0,2023-02-03T19:46:11.072Z,2023-02-04T12:16:59Z,4009479161,140,44.8,4009479165,212,18.9,4009479163,141,13.7,4009479159,56,Back,4009479167,213,0.6,4009479157,107,,,,,,,,b3vvxolwxcukqk76hb4scvh79,A. Murillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388235,9,44,1,0,39,6vyr13j6kbwdtxjwm1m4m8nu2,1,47.3,14.4,2023-02-03T19:46:12.770Z,2023-02-04T12:24:27Z,4009479191,285,,4009479245,233,14,4009479187,56,Back,,,,,,,,,,,,,,,,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388243,14,44,1,0,39,2b57rbw94i9ohnbch52owvqtq,0,52.7,85.6,2023-02-03T19:46:12.771Z,2023-02-04T12:16:58Z,4009479263,233,9,4009479217,56,Left,4009479219,286,,,,,,,,,,,,,,,,,czsmg1hjqbmzhz8x91y3b0yc5,B. Capon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388241,10,1,1,0,39,6vyr13j6kbwdtxjwm1m4m8nu2,0,46.7,14.5,2023-02-03T19:46:12.798Z,2023-02-04T12:24:28Z,4010175129,388,,4009479209,140,57.4,4009479203,3,,4009479205,168,,4009479213,212,11.4,4009479215,213,0.2,4009479207,56,Right,4009479211,141,17.4,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388289,15,1,1,0,40,2b57rbw94i9ohnbch52owvqtq,1,46.8,73.8,2023-02-03T19:46:13.955Z,2023-02-04T12:16:57Z,4009479457,3,,4009479465,140,55.3,4009479469,141,92.3,4009479473,212,15.4,4009479475,213,1.0,4010175183,178,,4009479461,56,Left,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388295,16,49,1,0,42,2b57rbw94i9ohnbch52owvqtq,1,54.3,96.8,2023-02-03T19:46:16.229Z,2023-02-04T12:16:57Z,,,,,,,,,,,,,,,,,,,,,,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388311,17,1,1,0,43,2b57rbw94i9ohnbch52owvqtq,0,55.4,96.5,2023-02-03T19:46:17.526Z,2023-02-04T12:16:56Z,4010175261,178,,4009479579,155,,4009479587,141,79.3,4009479583,56,Left,4009479585,140,73.1,4009479591,213,5.7,4009479589,212,22.0,,,,2rn8mnhlrtrbm6du97f54zckq,T. Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388341,11,1,1,0,45,6vyr13j6kbwdtxjwm1m4m8nu2,0,24.8,22.8,2023-02-03T19:46:18.863Z,2023-02-04T12:16:55Z,4009479725,213,6.1,4009479723,212,11.2,4010175303,178,,4009479719,140,35.3,4009479721,141,20.0,4009479715,3,,4009479717,56,Back,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388379,18,1,1,0,46,2b57rbw94i9ohnbch52owvqtq,1,61,77,2023-02-03T19:46:20.364Z,2023-02-04T12:16:55Z,4009479921,56,Center,4009479919,3,,4009479927,212,6.2,4009479929,213,5.6,4010175347,388,,4009479923,140,65.5,4009479925,141,71.2,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388403,20,50,1,0,48,2b57rbw94i9ohnbch52owvqtq,1,68.8,66.9,2023-02-03T19:46:22.342Z,2023-02-04T12:16:53Z,4009480123,233,13,4009480041,286,,4009480039,56,Center,,,,,,,,,,,,,,,,3zkgg98u1fvuospd2avl4qy2,I. Durdov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388407,13,7,1,0,48,6vyr13j6kbwdtxjwm1m4m8nu2,1,31.2,33.1,2023-02-03T19:46:22.469Z,2023-02-04T12:16:53Z,4009992085,383,,4010175413,178,,4009480075,56,Back,4009480095,233,20,4009480077,285,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503432469,409,50,1,0,49,2b57rbw94i9ohnbch52owvqtq,1,67.5,71.1,2023-02-03T19:46:22.946Z,2023-02-04T12:16:52Z,4009714471,233,14,4009714393,286,,4009714391,56,Center,,,,,,,,,,,,,,,,3zkgg98u1fvuospd2avl4qy2,I. Durdov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388421,14,7,1,0,49,6vyr13j6kbwdtxjwm1m4m8nu2,0,32.5,28.9,2023-02-03T19:46:23.693Z,2023-02-04T12:16:52Z,4009992253,383,,4010175647,178,,4009480133,56,Back,4009714449,233,409,4009480135,285,,,,,,,,,,,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388425,21,1,1,0,50,2b57rbw94i9ohnbch52owvqtq,1,68.2,70.7,2023-02-03T19:46:24.529Z,2023-02-04T12:16:51Z,4010175709,178,,4009480149,56,Center,4009480151,140,71.5,4009480157,213,5.6,4009480155,212,4.4,4009480153,141,66.6,,,,,,,8thfkx6q306ewh6mlba8ztqzt,A. Amade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388443,22,1,1,0,51,2b57rbw94i9ohnbch52owvqtq,1,71.5,66.9,2023-02-03T19:46:25.036Z,2023-02-04T12:16:51Z,4009480229,212,4.1,4010175781,178,,4009480225,140,73.8,4009480223,56,Center,4009480227,141,71.7,4009480231,213,0.9,,,,,,,9m3bkbdedtddfeix57rj2f7c9,D. Atanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388449,23,1,1,0,53,2b57rbw94i9ohnbch52owvqtq,0,79.3,65.7,2023-02-03T19:46:27.451Z,2023-02-04T12:16:49Z,4010175897,178,,4009480265,212,9.3,4009480263,141,71.5,4009480259,140,87.3,4009480255,56,Center,4009480267,213,0.4,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388477,15,8,1,0,54,6vyr13j6kbwdtxjwm1m4m8nu2,1,16.4,34.6,2023-02-03T19:46:27.864Z,2023-02-04T12:16:49Z,4009992299,383,,4010175949,178,,4009480409,56,Back,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388527,24,1,1,0,56,2b57rbw94i9ohnbch52owvqtq,1,81.3,63,2023-02-03T19:46:30.047Z,2023-02-04T12:16:48Z,4009480645,213,4.0,4010175973,178,,4009480643,212,18.1,4009480637,56,Center,4009480639,140,70.5,4009480641,141,42.2,,,,,,,58qrdtv5emnvcojqkmnpx5ffu,N. Bätzner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388597,25,1,1,0,58,2b57rbw94i9ohnbch52owvqtq,1,73.4,39.7,2023-02-03T19:46:32.646Z,2023-02-04T12:16:47Z,4009480975,155,,4009480977,56,Center,4010176007,178,,4009480985,213,0.5,4009480979,140,88.6,4009482413,154,,4009480981,141,54.0,4009482411,210,13,3s0tyude1pghox634ij87srft,S. Dewaele,4009480983,212,,,,,,1,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388607,26,13,1,1,0,2b57rbw94i9ohnbch52owvqtq,1,91.3,50.8,2023-02-03T19:46:34.459Z,2023-02-04T12:16:46Z,4009482437,231,51.1,4009482435,230,95.8,4009482099,328,,4009482425,55,25,4009481029,56,Center,4010176037,178,,4009482419,75,,4009482421,29,,3zkgg98u1fvuospd2avl4qy2,I. Durdov,4009482433,214,4009482095,15,4009482423,154,,,,4009481027,17,4009482429,102,39.5,4009481025,22,4009482431,103,18.1,,,,,,,,,,,,,,,,,,,,,
2503388581,16,5,1,1,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,-0.8,58.8,2023-02-03T19:46:35.992Z,2023-02-04T08:17:36Z,4009480913,346,,4009481237,233,27,4009480909,56,Back,,,,,,,,,,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388633,27,5,1,1,2,2b57rbw94i9ohnbch52owvqtq,0,100.8,41.2,2023-02-03T19:46:35.992Z,2023-02-04T08:17:36Z,4009481255,233,16,4009481189,56,Center,4009481191,346,,,,,,,,,,,,,,,,,3zkgg98u1fvuospd2avl4qy2,I. Durdov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388391,19,43,1,1,2,2b57rbw94i9ohnbch52owvqtq,1,0,0,2023-02-03T19:46:36.448Z,2023-02-03T20:34:50Z,4009713733,144,1,4009479971,56,Center,4009479979,213,2.2,4009479975,141,74.4,4009479973,140,63.9,4009479995,233,12,4009479993,236,0,4009479977,212,2.7,3zkgg98u1fvuospd2avl4qy2,I. Durdov,4009479999,286,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388387,12,43,1,1,2,6vyr13j6kbwdtxjwm1m4m8nu2,1,0,0,2023-02-03T19:46:36.449Z,2023-02-03T20:34:52Z,4009479967,285,0,4009479965,56,Back,4009713933,144,74,,,,,,,,,,,,,,,,bu7cw3305zs2u7uj2ed5t867e,Y. Verschaeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388953,17,1,1,1,25,6vyr13j6kbwdtxjwm1m4m8nu2,1,2.3,51.9,2023-02-03T19:46:59.182Z,2023-02-04T12:16:46Z,4009482987,56,Back,4009482985,124,,4009482991,141,36.6,4009482989,140,7.3,4009482995,213,5.2,4009482993,212,11.7,4009482999,237,,,,,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503388989,18,1,1,1,27,6vyr13j6kbwdtxjwm1m4m8nu2,1,4.7,41.7,2023-02-03T19:47:01.266Z,2023-02-04T12:16:45Z,4009483137,140,4.2,4009483135,56,Back,4010176107,178,,4009483141,212,4.0,4009483139,141,47.5,4009483143,213,1.7,,,,,,,88nmn961vtb3bnt9v9rye1h0q,Z. Debast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503389005,19,1,1,1,29,6vyr13j6kbwdtxjwm1m4m8nu2,0,4.8,50.4,2023-02-03T19:47:03.629Z,2023-02-04T12:16:44Z,4010176123,178,,4009992625,155,,4009483233,1,,4009483231,213,0.3,4009483227,141,77.3,4009483229,212,56.2,4009483225,140,55.4,4009483223,56,Center,3wwi5vf2l1qbz7e5zdjoy8yga,B. Verbruggen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503389039,28,1,1,1,33,2b57rbw94i9ohnbch52owvqtq,1,41,25.2,2023-02-03T19:47:06.837Z,2023-02-04T12:16:44Z,4009483375,212,8.5,4010176171,388,,4009483373,141,15.8,4009483377,213,5.4,4009483371,140,46.3,4009483367,3,,4009483369,56,Back,,,,2hj88r72bbwnhqx12tv13jmqx,A. Tanghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503389061,29,1,1,1,34,2b57rbw94i9ohnbch52owvqtq,0,47.3,17.3,2023-02-03T19:47:08.668Z,2023-02-04T12:16:43Z,4009483493,3,,4009483501,141,32.2,4009483499,140,47.3,4009483497,56,Back,4009483505,213,1.6,4009483503,212,10.1,4010312785,388,,,,,5ghjnuqhf7kvbwqlo8jqv0bqi,R. D'Haese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503389119,21,61,1,1,37,6vyr13j6kbwdtxjwm1m4m8nu2,0,51.8,66.5,2023-02-03T19:47:11.055Z,2023-02-04T12:16:43Z,4010176309,178,,4009483733,56,Center,,,,,,,,,,,,,,,,,,,143brmwsfow8o0svtdq98tiw9,A. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503389151,30,1,1,1,38,2b57rbw94i9ohnbch52owvqtq,1,40.7,31.6,2023-02-03T19:47:12.251Z,2023-02-04T12:16:42Z,4009483929,3,,4010176343,388,,4009483931,56,Back,4009483937,212,10.9,4009483941,213,2.0,4009483935,141,46.4,4009483933,140,36.6,,,,3s0tyude1pghox634ij87srft,S. Dewaele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
