id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value
2504085795,6,5,1,0,9,1uk609mhtsfhokhaewjapb26,1,59.5,-1.4,2023-02-04T19:48:07.437Z,2023-02-05T08:30:33Z,4013134329,233,5,4013134303,347,,4013134301,56,Right,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085817,7,1,1,0,16,1uk609mhtsfhokhaewjapb26,1,59.7,0,2023-02-04T19:48:13.580Z,2023-02-05T12:21:03Z,4013134415,140,71.3,4013134411,107,,4013134417,141,16.1,4013134419,212,17.1,4013134413,56,Right,4013134421,213,0.8,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085825,8,1,1,0,17,1uk609mhtsfhokhaewjapb26,0,69.8,11,2023-02-04T19:48:14.862Z,2023-02-05T12:21:03Z,4014201199,388,,4013134451,168,,4013134455,140,75.9,4013134457,141,31.5,4013134453,56,Center,4013134459,212,15.3,4013134461,213,1.1,4013134449,3,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085839,6,1,1,0,18,2989v3kho9h5jaboe1nr7lx21,0,26.4,73.2,2023-02-04T19:48:16.156Z,2023-02-05T12:21:02Z,4013134559,140,39.2,4013134565,213,0.1,4013134561,141,74.4,4014201251,178,,4013134555,3,,4013134563,212,13.5,4013134557,56,Back,,,,esvfsx8gxqw8h0codqz5xmnmc,M. Smets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085871,9,1,1,0,20,1uk609mhtsfhokhaewjapb26,1,60.1,21.7,2023-02-04T19:48:17.899Z,2023-02-05T12:21:02Z,4013134755,56,Right,4013134751,3,,4013134763,141,6.2,4013134769,212,10.5,4013134759,140,60.4,4013134771,213,4.7,4014201307,388,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085877,10,1,1,0,22,1uk609mhtsfhokhaewjapb26,0,58.2,0.3,2023-02-04T19:48:20.505Z,2023-02-05T12:21:01Z,4013671383,157,,4013134799,141,9.4,4013134801,212,16.3,4013134797,140,72.6,4013134803,213,0.4,4013134795,56,Right,4014201361,178,,4013671385,1,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085895,7,1,1,0,24,2989v3kho9h5jaboe1nr7lx21,0,31.4,92.1,2023-02-04T19:48:21.887Z,2023-02-05T12:21:01Z,4013134917,212,31.8,4014201445,388,,4013134915,141,70.6,4013134911,56,Center,4013134909,157,,4013134921,1,,4013134919,213,5.8,4013134913,140,58.3,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085931,11,1,1,0,26,1uk609mhtsfhokhaewjapb26,0,47.5,24.3,2023-02-04T19:48:23.637Z,2023-02-05T12:21:01Z,4013135109,140,71.4,4013135111,141,0.0,4013135115,213,5.7,4013135107,56,Right,4014201537,178,,4013135113,212,30.6,4013135105,3,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086011,8,5,1,0,29,2989v3kho9h5jaboe1nr7lx21,1,29.1,101.2,2023-02-04T19:48:27.277Z,2023-02-05T08:31:11Z,4013135589,233,12,4013135585,347,,4013135583,56,Back,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504085941,12,5,1,0,29,1uk609mhtsfhokhaewjapb26,0,70.9,-1.2,2023-02-04T19:48:27.277Z,2023-02-05T08:31:11Z,4013135159,56,Right,4013135607,233,8,4013135161,347,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086081,9,1,1,0,37,2989v3kho9h5jaboe1nr7lx21,1,33.2,100,2023-02-04T19:48:35.448Z,2023-02-05T12:21:00Z,4013135869,1,,4013135857,107,,4013135863,141,91.8,4013135867,213,6.0,4013135859,56,Left,4013135861,140,59.8,4013135865,212,28.7,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086083,10,50,1,0,42,2989v3kho9h5jaboe1nr7lx21,1,58.2,89.8,2023-02-04T19:48:39.691Z,2023-02-05T08:31:21Z,4013135879,286,,4013135981,233,13,4013135877,56,Left,,,,,,,,,,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086091,13,7,1,0,42,1uk609mhtsfhokhaewjapb26,1,41.8,10.2,2023-02-04T19:48:39.853Z,2023-02-05T08:31:26Z,4013135935,233,10,4013135915,285,,4013675785,383,,4013135913,56,Back,4014201707,178,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086093,14,49,1,0,43,1uk609mhtsfhokhaewjapb26,1,39.2,0.1,2023-02-04T19:48:41.182Z,2023-02-05T12:20:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086119,15,1,1,0,43,1uk609mhtsfhokhaewjapb26,1,39.2,0.1,2023-02-04T19:48:41.257Z,2023-02-05T12:20:58Z,4013136089,213,2.3,4013136083,140,28.5,4013136085,141,19.5,4013136081,56,Back,4014201871,178,,4013136087,212,17.3,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086143,16,1,1,0,45,1uk609mhtsfhokhaewjapb26,0,24.9,19.8,2023-02-04T19:48:43.139Z,2023-02-05T12:20:57Z,4013136249,213,6.3,4013136239,155,,4013136243,140,65.9,4014202051,178,,4013136241,56,Right,4013136245,141,18.3,4013136247,212,43.1,4013136251,1,,eb1rih67f03kwljbge37id1ck,M. Wasinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086171,11,1,1,0,48,2989v3kho9h5jaboe1nr7lx21,1,36.6,75.2,2023-02-04T19:48:46.445Z,2023-02-05T12:20:57Z,4013136407,213,6.2,4013136397,3,,4013136405,212,19.9,4013136401,140,55.5,4014202137,178,,4013136403,141,72.6,4013136399,56,Center,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086177,12,1,1,0,50,2989v3kho9h5jaboe1nr7lx21,0,52.7,75.2,2023-02-04T19:48:48.123Z,2023-02-05T12:20:56Z,4013136431,140,62.5,4013136435,212,10.4,4013136437,213,6.1,4014202239,388,,4013136429,56,Center,4013136433,141,73.0,4013136427,168,,4013136425,3,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504295835,1000,43,1,0,52,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-02-04T19:48:49.812Z,2023-02-05T10:12:10Z,4014300769,144,83,4014232187,399,458185,,,,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086195,17,1,1,0,52,1uk609mhtsfhokhaewjapb26,0,39.9,27.1,2023-02-04T19:48:49.841Z,2023-02-05T12:20:55Z,4013136539,140,58.4,4013136543,212,20.3,4013136537,56,Center,4014202311,178,,4013136541,141,35.8,4013136545,213,0.3,,,,,,,6fdwd71dx2qu7uzzs3ozm9x7u,T. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504296221,1194,83,1,0,54,1uk609mhtsfhokhaewjapb26,1,52.8,36.9,2023-02-04T19:48:52.048Z,2023-02-05T12:20:54Z,4014233787,399,243483,,,,,,,,,,,,,,,,,,,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086209,13,61,1,0,54,2989v3kho9h5jaboe1nr7lx21,1,47.4,63.2,2023-02-04T19:48:52.111Z,2023-02-05T12:20:54Z,4013136603,56,Back,4014202361,178,,,,,,,,,,,,,,,,,,,,9rwn5wckqcb5inw1dhhmpj1t5,F. Boya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086229,14,49,1,0,54,2989v3kho9h5jaboe1nr7lx21,1,48.1,68,2023-02-04T19:48:52.526Z,2023-02-05T12:20:54Z,,,,,,,,,,,,,,,,,,,,,,,,,bc5vmdnoyshdi5hcgu8dgqxyi,R. Reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086237,15,1,1,0,56,2989v3kho9h5jaboe1nr7lx21,1,42.8,66.8,2023-02-04T19:48:54.380Z,2023-02-05T12:20:53Z,4013136799,140,13.5,4013136805,213,3.4,4013136801,141,54.3,4014202603,178,,4013136797,56,Back,4013136803,212,31.9,,,,,,,bc5vmdnoyshdi5hcgu8dgqxyi,R. Reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086245,16,1,1,1,0,2989v3kho9h5jaboe1nr7lx21,1,12.7,54.5,2023-02-04T19:48:57.869Z,2023-02-05T12:20:52Z,4014202691,178,,4013136861,141,67.9,4013136865,213,0.7,4013136859,140,24.1,4013136857,56,Back,4013136863,212,15.0,,,,,,,5q4wztjkk6nuwapm7qgey9w45,D. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086279,17,1,1,1,2,2989v3kho9h5jaboe1nr7lx21,1,20.1,67.2,2023-02-04T19:49:00.016Z,2023-02-05T12:20:51Z,4013137093,140,29.6,4013137099,213,1.0,4014202721,178,,4013137095,141,90.5,4013137091,56,Back,4013137097,212,18.7,,,,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086291,18,1,1,1,8,2989v3kho9h5jaboe1nr7lx21,0,41,97,2023-02-04T19:49:06.278Z,2023-02-05T12:20:49Z,4013137199,56,Left,4013137201,140,61.0,4013137207,212,21.0,4013137203,141,95.0,4013137209,213,6.2,4013137197,155,,4014202753,178,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086297,18,61,1,1,10,1uk609mhtsfhokhaewjapb26,0,36.9,3.9,2023-02-04T19:49:07.577Z,2023-02-05T12:20:48Z,4013137245,56,Back,4014202847,178,,,,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086301,19,5,1,1,11,1uk609mhtsfhokhaewjapb26,0,37.2,-1.8,2023-02-04T19:49:08.682Z,2023-02-05T08:32:55Z,4013137259,56,Back,4013137735,233,19,4013137261,347,,,,,,,,,,,,,,,,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086373,19,5,1,1,11,2989v3kho9h5jaboe1nr7lx21,1,62.8,101.8,2023-02-04T19:49:08.682Z,2023-02-05T08:32:55Z,4013137719,56,Left,4013137727,233,19,4013137721,347,,,,,,,,,,,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086387,20,1,1,1,22,2989v3kho9h5jaboe1nr7lx21,0,62,100,2023-02-04T19:49:20.391Z,2023-02-05T12:20:48Z,4013137819,140,73.4,4013137821,141,95.3,4013137825,213,5.9,4013137815,107,,4013137823,212,12.8,4013137817,56,Left,,,,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504296563,1195,67,1,1,24,1uk609mhtsfhokhaewjapb26,1,21.6,6.8,2023-02-04T19:49:22.137Z,2023-02-05T12:20:48Z,4014235201,233,1041,,,,,,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504296557,1041,67,1,1,24,2989v3kho9h5jaboe1nr7lx21,0,78.4,93.2,2023-02-04T19:49:22.138Z,2023-02-05T12:20:47Z,4014235205,233,1195,,,,,,,,,,,,,,,,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086405,20,8,1,1,24,1uk609mhtsfhokhaewjapb26,1,21.3,6.3,2023-02-04T19:49:22.160Z,2023-02-05T12:20:47Z,4013861065,384,,4013137911,56,Back,4014203205,178,,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086415,21,61,1,1,24,2989v3kho9h5jaboe1nr7lx21,0,76.5,98.1,2023-02-04T19:49:22.490Z,2023-02-05T12:20:46Z,4014203473,178,,4013137949,56,Left,,,,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086413,21,5,1,1,27,1uk609mhtsfhokhaewjapb26,1,-1,11.9,2023-02-04T19:49:24.932Z,2023-02-05T08:33:45Z,4013138085,233,22,4013137947,346,,4013137945,56,Back,,,,,,,,,,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086433,22,5,1,1,27,2989v3kho9h5jaboe1nr7lx21,0,101,88.1,2023-02-04T19:49:24.932Z,2023-02-05T08:33:45Z,4013138099,233,21,4013138035,346,,4013138031,56,Left,,,,,,,,,,,,,,,,9mmwn9yt1olhyr54j45e28xcl,G. Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086579,22,1,1,1,40,1uk609mhtsfhokhaewjapb26,1,5.6,50.7,2023-02-04T19:49:37.932Z,2023-02-05T12:20:46Z,4013138867,212,18.7,4013138861,56,Back,4013138865,141,23.9,4013138873,237,,4013138857,124,,4013138863,140,9.4,4013138869,213,4.9,,,,6yegi163rq5fsloppfubi3sh5,T. Vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086595,23,1,1,1,42,1uk609mhtsfhokhaewjapb26,1,8.6,18.1,2023-02-04T19:49:40.430Z,2023-02-05T12:20:45Z,4014203673,178,,4013138983,140,22.1,4013138989,213,5.7,4013138987,212,16.9,4013138985,141,4.6,4013138981,56,Back,,,,,,,5n522jpifzyf9qu0z41kuf7my,João Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086603,24,1,1,1,45,1uk609mhtsfhokhaewjapb26,0,18.1,2.4,2023-02-04T19:49:42.801Z,2023-02-05T12:20:44Z,4013139057,56,Center,4013139063,212,43.4,4013139055,155,,4014203691,178,,4013139065,213,0.4,4013139061,141,26.8,4013139059,140,56.3,4013139067,1,,5zdapzrncz7vch3yrgftfp5g,N. Mehssatou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086621,23,1,1,1,47,2989v3kho9h5jaboe1nr7lx21,0,48.2,79.9,2023-02-04T19:49:44.734Z,2023-02-05T12:20:43Z,4013139145,3,,4014203745,388,,4013139151,141,76.3,4013139147,56,Center,4013139155,213,6.2,4013139149,140,65.7,4013139153,212,18.5,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504296713,1205,67,1,1,49,1uk609mhtsfhokhaewjapb26,1,37.8,33.3,2023-02-04T19:49:46.827Z,2023-02-05T12:20:43Z,4014235903,233,1042,,,,,,,,,,,,,,,,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504296711,1042,67,1,1,49,2989v3kho9h5jaboe1nr7lx21,0,62.2,66.7,2023-02-04T19:49:46.828Z,2023-02-05T12:20:42Z,4014235913,233,1205,,,,,,,,,,,,,,,,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086635,25,1,1,1,49,1uk609mhtsfhokhaewjapb26,1,36.1,32.1,2023-02-04T19:49:46.901Z,2023-02-05T12:20:42Z,4013139269,212,10.0,4013139263,56,Back,4014203771,178,,4013139265,140,45.1,4013139271,213,5.9,4013139267,141,27.1,,,,,,,4o8lvm1ffxrywogokfztc6sb9,S. Lončar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086639,26,61,1,1,49,1uk609mhtsfhokhaewjapb26,1,39.1,25.3,2023-02-04T19:49:47.293Z,2023-02-05T12:20:42Z,4014203881,178,,4014203879,15,,4013139289,56,Back,,,,,,,,,,,,,,,,5np1ksd9qkmc511ihzvikhy0a,A. Kadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086653,27,1,1,1,51,1uk609mhtsfhokhaewjapb26,0,44.7,11,2023-02-04T19:49:48.807Z,2023-02-05T12:20:41Z,4013861885,155,,4013139381,212,21.2,4014203913,178,,4013139379,141,28.6,4013139377,140,61.4,4013139383,213,0.6,4013139375,56,Center,,,,9n5wjnjloy0c2euwhsu9u1y39,F. Avenatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504086651,24,1,1,1,52,2989v3kho9h5jaboe1nr7lx21,1,42.9,67.1,2023-02-04T19:49:50.155Z,2023-02-05T12:20:41Z,4013139357,56,Back,4013139363,212,10.2,4014203967,178,,4013139365,213,2.4,4013139361,141,77.6,4013139359,140,35.9,,,,,,,esvfsx8gxqw8h0codqz5xmnmc,M. Smets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
