id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2482505243,7,1,1,0,9,ecj1gmc7pqcjo4sc9hvghj5u3,1,34.9,78.7,2022-11-06T15:00:18.199Z,2022-11-07T08:45:34Z,3899540363,141,81.2,3899540359,56,Back,3899540367,213,3.0,3901704553,178,,3899540365,212,10.6,3899540361,140,24.9,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505269,8,1,1,0,10,ecj1gmc7pqcjo4sc9hvghj5u3,1,26.6,87.6,2022-11-06T15:00:19.740Z,2022-11-07T08:45:34Z,3901704605,178,,3899540513,140,20.8,3899540515,141,61.5,3899540511,56,Back,3899540517,212,18.8,3899540519,213,4.4,,,,,,,1i1xcco82x0ppbac6j5z59x49,S. Van der Heyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505309,9,1,1,0,13,ecj1gmc7pqcjo4sc9hvghj5u3,1,20.9,66.5,2022-11-06T15:00:22.301Z,2022-11-07T08:45:33Z,3899540719,213,0.9,3899540717,212,20.4,3899540715,141,89.6,3899540711,56,Back,3899540713,140,33.3,3901704641,178,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505341,10,1,1,0,16,ecj1gmc7pqcjo4sc9hvghj5u3,0,42.4,96.5,2022-11-06T15:00:25.624Z,2022-11-07T08:45:32Z,3899540909,212,53.7,3899540907,141,64.0,3901704677,178,,3899540901,155,,3899540905,140,89.0,3899540911,213,5.9,3899540913,1,,3899540903,56,Center,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505351,5,52,1,0,20,2nhn3ikl1ciq34w3hcp883d6p,1,11.6,31,2022-11-06T15:00:29.712Z,2022-11-07T08:45:32Z,3901704755,178,,3900550671,376,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505393,6,1,1,0,22,2nhn3ikl1ciq34w3hcp883d6p,1,12.3,34.2,2022-11-06T15:00:31.236Z,2022-11-07T08:45:32Z,3901704803,178,,3899541189,212,29.6,3899541191,213,1.4,3899541187,141,76.9,3899541185,140,18.0,3899541181,123,,3899541183,56,Back,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505397,7,1,1,0,26,2nhn3ikl1ciq34w3hcp883d6p,1,21.2,77.2,2022-11-06T15:00:35.117Z,2022-11-07T08:45:31Z,3899541213,212,15.9,3899541209,140,27.2,3901704849,178,,3899541215,213,1.2,3899541211,141,98.7,3899541207,56,Back,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505399,8,43,1,0,27,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-11-06T15:00:36.195Z,2022-11-06T15:02:09Z,3899541219,347,0,3899546185,144,5,3899541217,56,Back,,,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505465,9,1,1,0,29,2nhn3ikl1ciq34w3hcp883d6p,1,28.1,90.5,2022-11-06T15:00:37.756Z,2022-11-07T08:45:30Z,3899541621,140,10.9,3899541619,56,Back,3899541627,212,18.2,3899541631,213,3.0,3901704917,178,,3899541623,141,93.8,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505473,10,1,1,0,33,2nhn3ikl1ciq34w3hcp883d6p,0,27.3,99.2,2022-11-06T15:00:42.415Z,2022-11-07T08:45:28Z,3899541673,140,33.4,3899541679,213,5.2,3901704967,178,,3899541671,56,Back,3899541675,141,80.8,3899541677,212,14.1,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482905385,1007,67,1,0,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,57.1,25.7,2022-11-06T15:00:43.688Z,2022-11-07T08:45:28Z,3901728379,233,904,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482905383,904,67,1,0,34,2nhn3ikl1ciq34w3hcp883d6p,0,42.9,74.3,2022-11-06T15:00:43.689Z,2022-11-07T08:45:28Z,3901728383,233,1007,,,,,,,,,,,,,,,,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505499,11,1,1,0,34,ecj1gmc7pqcjo4sc9hvghj5u3,1,56.2,21.9,2022-11-06T15:00:43.717Z,2022-11-07T08:45:27Z,3899541803,140,70.4,3901705031,178,,3899541809,213,6.0,3899541801,56,Right,3899541805,141,14.4,3899541807,212,15.8,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505517,13,49,1,0,36,ecj1gmc7pqcjo4sc9hvghj5u3,1,71.9,6.7,2022-11-06T15:00:45.109Z,2022-11-07T08:45:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505505,12,1,1,0,36,ecj1gmc7pqcjo4sc9hvghj5u3,0,72,7,2022-11-06T15:00:45.208Z,2022-11-07T08:45:27Z,3901705153,178,,3899541833,212,6.3,3899541829,141,15.0,3899541849,233,11,3899541835,213,2.1,3899541845,236,,3899541825,56,Right,3899541827,140,68.9,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,3899541855,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505507,11,74,1,0,36,2nhn3ikl1ciq34w3hcp883d6p,1,28.3,94,2022-11-06T15:00:45.322Z,2022-11-07T08:45:26Z,3899541863,233,12,3899541841,56,Back,3901705169,178,,3899541843,285,,,,,,,,,,,,,,9kywhmzih4xhuz5d1rrxjcpd6,R. Tagir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505533,14,1,1,0,38,ecj1gmc7pqcjo4sc9hvghj5u3,1,76,10.9,2022-11-06T15:00:47.130Z,2022-11-07T08:45:26Z,3901705235,178,,3899541961,212,16.1,3899541959,141,25.0,3899541963,213,0.6,3899541957,140,88.3,3899541955,56,Center,,,,,,,7vv4ef3y8swdekozwaent3ai1,D. Vanzeir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482905475,1017,67,1,0,40,ecj1gmc7pqcjo4sc9hvghj5u3,1,88.3,27.8,2022-11-06T15:00:49.090Z,2022-11-07T08:45:26Z,3901729745,233,906,,,,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482905473,906,67,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,0,11.7,72.2,2022-11-06T15:00:49.091Z,2022-11-07T08:45:25Z,3901729761,233,1017,,,,,,,,,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505535,15,1,1,0,40,ecj1gmc7pqcjo4sc9hvghj5u3,0,88.2,24.8,2022-11-06T15:00:49.110Z,2022-11-07T08:45:25Z,3901705281,178,,3899542919,286,,3899541971,56,Center,3899542877,213,0.7,3899542915,233,12,3899542875,212,0.4,3899542873,141,25.2,3899542913,236,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,3899542871,140,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505539,12,74,1,0,40,2nhn3ikl1ciq34w3hcp883d6p,1,11.3,72.9,2022-11-06T15:00:49.166Z,2022-11-07T08:45:24Z,3899542011,285,,3899542929,233,15,3899542009,56,Back,3901705331,178,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505543,16,61,1,0,40,ecj1gmc7pqcjo4sc9hvghj5u3,1,89.8,23.2,2022-11-06T15:00:49.337Z,2022-11-07T08:45:24Z,3901705381,178,,3899542035,56,Center,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505581,13,5,1,0,43,2nhn3ikl1ciq34w3hcp883d6p,1,4.6,101.8,2022-11-06T15:00:52.215Z,2022-11-07T04:31:21Z,3899543599,233,17,3899542411,347,,3899542219,56,Back,,,,,,,,,,,,,,,,bxcrdkrcljgx6l4o0uy4rom3t,R. Seigers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505719,17,5,1,0,43,ecj1gmc7pqcjo4sc9hvghj5u3,0,95.4,-1.8,2022-11-06T15:00:52.215Z,2022-11-07T04:31:21Z,3899542865,347,,3899543621,233,13,3899542863,56,Right,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505781,14,1,1,1,4,2nhn3ikl1ciq34w3hcp883d6p,1,1.3,100,2022-11-06T15:01:13.032Z,2022-11-07T08:45:24Z,3899543177,107,,3899543181,56,Back,3899543197,213,5.9,3899543187,140,11.8,3899543195,212,12.0,3899543191,141,94.4,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505787,15,1,1,1,5,2nhn3ikl1ciq34w3hcp883d6p,0,8.3,94.2,2022-11-06T15:01:14.090Z,2022-11-07T08:45:23Z,3899543223,212,4.7,3901705527,178,,3899543217,56,Back,3899543225,213,1.8,3899543219,140,7.4,3899543221,141,100.0,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505821,17,5,1,1,6,2nhn3ikl1ciq34w3hcp883d6p,0,11.8,101.6,2022-11-06T15:01:15.036Z,2022-11-07T04:31:41Z,3899543425,56,Back,3899543585,233,19,3899543427,347,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505843,19,5,1,1,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,88.2,-1.6,2022-11-06T15:01:15.036Z,2022-11-07T04:31:41Z,3899543569,233,17,3899543547,56,Right,3899543549,347,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505789,16,43,1,1,6,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-11-06T15:01:15.543Z,2022-11-06T15:01:59Z,3899543229,56,Back,3899543237,213,6.0,3899543235,212,10.6,3899543231,140,13.5,3899543233,141,94.8,3899545553,144,1,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505797,18,43,1,1,7,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-11-06T15:01:16.682Z,2022-11-06T15:01:23Z,3899543279,56,Right,3899543641,144,8,,,,,,,,,,,,,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505939,20,1,1,1,17,ecj1gmc7pqcjo4sc9hvghj5u3,1,94.1,0,2022-11-06T15:01:25.759Z,2022-11-07T08:45:23Z,3899544041,56,Right,3899544045,141,13.7,3899544047,212,13.6,3899544039,107,,3899544049,213,2.3,3899544043,140,85.6,,,,,,,7bwjxz6bwt7h070dbv1l8woyy,I. Kandouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482692425,887,45,1,1,18,2nhn3ikl1ciq34w3hcp883d6p,0,11,94.6,2022-11-06T15:01:27.182Z,2022-11-07T08:45:22Z,3900561017,285,,3900701889,233,990,3900561015,56,Back,,,,,,,,,,,,,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482692423,990,3,1,1,18,ecj1gmc7pqcjo4sc9hvghj5u3,1,89,5.4,2022-11-06T15:01:27.182Z,2022-11-07T08:45:22Z,3900561009,56,Right,3901705789,178,,3900561347,464,,3900561011,286,,3900701879,233,887,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505943,21,50,1,1,20,ecj1gmc7pqcjo4sc9hvghj5u3,1,94.3,15.7,2022-11-06T15:01:29.566Z,2022-11-07T08:45:21Z,3899544067,56,Right,3899544175,233,18,3899544069,286,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505955,18,7,1,1,21,2nhn3ikl1ciq34w3hcp883d6p,1,5.7,84.3,2022-11-06T15:01:30.337Z,2022-11-07T08:45:21Z,3899544129,285,,3900562749,383,,3899544127,56,Back,3901705969,178,,3899544167,233,21,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505959,19,49,1,1,23,2nhn3ikl1ciq34w3hcp883d6p,1,0.8,92.5,2022-11-06T15:01:31.870Z,2022-11-07T08:45:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505997,20,1,1,1,23,2nhn3ikl1ciq34w3hcp883d6p,1,0.1,97.9,2022-11-06T15:01:32.709Z,2022-11-07T08:45:20Z,3899544337,141,93.3,3899544335,140,8.3,3901706061,178,,3899544341,213,5.9,3899544339,212,9.2,3899544333,56,Back,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506005,21,1,1,1,25,2nhn3ikl1ciq34w3hcp883d6p,1,6,98.2,2022-11-06T15:01:33.887Z,2022-11-07T08:45:19Z,3901706113,178,,3899544373,140,3.4,3899544379,213,4.5,3899544375,141,83.0,3899544371,56,Back,3899544377,212,10.7,,,,,,,1kr8slemziskw8bm2ir4shlud,H. Akbunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506019,22,1,1,1,25,2nhn3ikl1ciq34w3hcp883d6p,1,3.3,92.4,2022-11-06T15:01:34.588Z,2022-11-07T08:45:19Z,3899544443,141,88.0,3901706157,178,,3899544437,155,,3899544439,56,Back,3899544447,213,6.1,3899544445,212,17.2,3899544441,140,19.4,,,,bjhjz96omjukrg6tj3mny39t6,M. De Cuyper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506025,23,1,1,1,27,2nhn3ikl1ciq34w3hcp883d6p,0,18.2,95.2,2022-11-06T15:01:36.177Z,2022-11-07T08:45:19Z,3899544481,212,2.0,3899544487,213,5.6,3901706233,178,,3899544477,141,93.3,3899544467,56,Back,3899544471,140,19.7,,,,,,,21545vwheo9a30u5hgnsrecmi,L. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482905719,1053,43,1,1,27,ecj1gmc7pqcjo4sc9hvghj5u3,1,0,0,2022-11-06T15:01:36.187Z,2022-11-07T06:38:05Z,3901785499,144,67,3901731169,233,913,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482905715,913,43,1,1,27,2nhn3ikl1ciq34w3hcp883d6p,1,0,0,2022-11-06T15:01:36.188Z,2022-11-07T06:38:04Z,3901785497,144,67,3901731177,233,1053,,,,,,,,,,,,,,,,,,,8hl43dvm1d57g011yacyoooa1,M. Fixelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506031,22,49,1,1,28,ecj1gmc7pqcjo4sc9hvghj5u3,1,81.9,6.3,2022-11-06T15:01:36.888Z,2022-11-07T08:45:18Z,,,,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506047,23,1,1,1,30,ecj1gmc7pqcjo4sc9hvghj5u3,0,87.5,4.3,2022-11-06T15:01:39.713Z,2022-11-07T08:45:17Z,3899544573,56,Center,3899544569,2,,3900567865,20,,3900567861,225,,3901706379,178,,3899544581,213,1.3,3899544579,212,28.0,3900567863,386,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,3899544577,141,43.6,3899544575,140,95.3,3899544571,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506049,24,52,1,1,32,2nhn3ikl1ciq34w3hcp883d6p,1,1.1,59.6,2022-11-06T15:01:41.364Z,2022-11-07T08:45:17Z,3901706433,178,,3900568577,377,,,,,,,,,,,,,,,,,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506179,25,1,1,1,43,2nhn3ikl1ciq34w3hcp883d6p,0,16.7,40.1,2022-11-06T15:01:52.581Z,2022-11-07T08:45:16Z,3899545355,212,53.3,3899545347,199,,3899545351,140,60.0,3899545357,213,5.7,3899545361,1,,3899545353,141,0.0,3899545349,56,Right,,,,6qlfe04qjldj3rkeeme6gdi39,S. Bolat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
