id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/19/value
2485343341,7,1,1,0,53,5z1b7fuvpqe6vnigvopomvecu,0,5.6,50.2,2022-11-13T15:01:34.549Z,2022-11-14T11:21:12Z,3914333965,1,,3914333961,212,50.3,3914333957,140,53.3,3914333963,213,6.2,3914333959,141,43.1,3914333969,74,,3914333953,124,,3914333955,56,Center,bxcwnf87pf8ijzbxy70ewcfe1,A. Bodart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343331,10,44,1,0,56,ecj1gmc7pqcjo4sc9hvghj5u3,1,49.1,57.3,2022-11-13T15:01:37.696Z,2022-11-14T11:21:12Z,3914333911,56,Back,3914333913,285,,3914334055,233,8,,,,,,,,,,,,,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343343,8,44,1,0,56,5z1b7fuvpqe6vnigvopomvecu,0,50.9,42.7,2022-11-13T15:01:37.697Z,2022-11-14T11:21:11Z,3914333973,286,,3914334059,233,10,3914333971,56,Center,,,,,,,,,,,,,,,,6a0e28nxlyyw7ghe4wzumlzh1,S. Perica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343347,11,1,1,0,57,ecj1gmc7pqcjo4sc9hvghj5u3,0,48.9,58.9,2022-11-13T15:01:37.757Z,2022-11-14T11:21:11Z,3916247441,388,,3914333987,140,67.8,3914333999,213,5.7,3914333977,3,,3914333981,56,Center,3914333991,141,40.9,3914333995,212,23.3,,,,5w0ohhrm0ojscyjh3e0o8ffmd,C. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343387,9,1,1,0,59,5z1b7fuvpqe6vnigvopomvecu,0,41.5,56.2,2022-11-13T15:01:40.251Z,2022-11-14T11:21:10Z,3916247463,178,,3914334193,141,55.1,3914334191,140,47.5,3914334195,212,6.3,3914334197,213,6.2,3914334189,56,Back,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343371,12,61,1,0,59,ecj1gmc7pqcjo4sc9hvghj5u3,1,57.1,44.2,2022-11-13T15:01:40.355Z,2022-11-14T11:21:10Z,3914334091,56,Center,3916247495,178,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343441,13,1,1,1,0,ecj1gmc7pqcjo4sc9hvghj5u3,1,52.1,43.6,2022-11-13T15:01:41.251Z,2022-11-14T11:21:09Z,3914334363,56,Center,3916247637,178,,3914334365,140,63.0,3914334367,141,42.4,3914334369,212,11.5,3914334371,213,6.2,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485579281,790,61,1,1,1,ecj1gmc7pqcjo4sc9hvghj5u3,0,58,43.5,2022-11-13T15:01:42.087Z,2022-11-14T11:21:09Z,3916247749,21,,3916247751,178,,3915625471,56,Center,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343431,10,1,1,1,2,5z1b7fuvpqe6vnigvopomvecu,1,39.3,58.9,2022-11-13T15:01:43.050Z,2022-11-14T11:21:08Z,3914334329,213,6.0,3914334327,212,3.1,3914334325,141,57.5,3916248183,388,,3914334321,56,Back,3914334323,140,42.1,,,,,,,rmruexgp6l6ar57aq8xffg4q,N. Raskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485579831,940,1,1,1,3,5z1b7fuvpqe6vnigvopomvecu,1,41.1,65.7,2022-11-13T15:01:43.854Z,2022-11-14T11:21:08Z,3915628491,213,4.0,3916248397,178,,3915628483,56,Back,3915628485,140,33.3,3915628487,141,51.9,3915628489,212,12.5,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343451,11,3,1,1,4,5z1b7fuvpqe6vnigvopomvecu,0,40.9,56.4,2022-11-13T15:01:44.815Z,2022-11-14T11:21:07Z,3914334413,286,,3914334739,233,16,3915629251,464,,3914334411,56,Back,3916248559,178,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343497,16,7,1,1,4,ecj1gmc7pqcjo4sc9hvghj5u3,1,59.1,43.6,2022-11-13T15:01:45.599Z,2022-11-14T11:21:07Z,3914334657,56,Center,3914334659,285,,3915629137,383,,3916248703,178,,3914334729,233,11,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343445,14,49,1,1,4,ecj1gmc7pqcjo4sc9hvghj5u3,1,59.1,43.6,2022-11-13T15:01:45.625Z,2022-11-14T11:21:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485694939,1127,83,1,1,6,5z1b7fuvpqe6vnigvopomvecu,1,40.6,60,2022-11-13T15:01:46.794Z,2022-11-14T11:21:05Z,3916294423,399,221844,,,,,,,,,,,,,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343461,15,50,1,1,6,ecj1gmc7pqcjo4sc9hvghj5u3,1,61.7,43.1,2022-11-13T15:01:46.947Z,2022-11-14T10:56:43Z,3914334469,286,,3914334705,233,12,3914334467,56,Center,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343495,12,7,1,1,7,5z1b7fuvpqe6vnigvopomvecu,0,38.3,56.9,2022-11-13T15:01:48.027Z,2022-11-14T10:56:44Z,3914334649,285,,3915630199,383,,3914334665,233,15,3914334647,56,Back,3916248877,178,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485392531,443,61,1,1,7,ecj1gmc7pqcjo4sc9hvghj5u3,0,63.5,46.2,2022-11-13T15:01:48.576Z,2022-11-14T11:21:05Z,3916249439,178,,3914597743,56,Center,,,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343501,17,50,1,1,8,ecj1gmc7pqcjo4sc9hvghj5u3,1,64,45.4,2022-11-13T15:01:49.363Z,2022-11-14T11:21:04Z,3914334689,286,,3914334685,56,Center,3914334851,233,13,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343521,13,7,1,1,8,5z1b7fuvpqe6vnigvopomvecu,0,36,54.6,2022-11-13T15:01:49.651Z,2022-11-14T11:21:04Z,3914334833,233,17,3914334829,285,,3915630943,383,,3916249993,178,,3914334827,56,Back,,,,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485392571,444,61,1,1,8,ecj1gmc7pqcjo4sc9hvghj5u3,0,64.1,45.4,2022-11-13T15:01:49.695Z,2022-11-14T11:21:03Z,3914597913,56,Center,3916250243,178,,,,,,,,,,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343563,14,4,1,1,10,5z1b7fuvpqe6vnigvopomvecu,1,34.8,51.2,2022-11-13T15:01:50.844Z,2022-11-14T11:21:03Z,3914335047,13,,3914335051,152,,3914335055,286,,3914335209,233,18,3914335053,265,,3914335049,56,Back,,,,,,,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343585,18,4,1,1,10,ecj1gmc7pqcjo4sc9hvghj5u3,0,65.2,48.8,2022-11-13T15:01:50.845Z,2022-11-14T11:21:02Z,3914335143,56,Center,3914335141,13,,3914335145,152,,3916250375,178,,3914335147,265,,3914335233,233,14,3914335149,285,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343903,15,1,1,1,35,5z1b7fuvpqe6vnigvopomvecu,1,36.3,51.4,2022-11-13T15:02:16.256Z,2022-11-14T11:21:02Z,3914336565,140,52.2,3914336561,152,,3914336563,56,Left,3914336559,5,,3914336569,212,28.8,3914336571,213,1.0,3916250741,178,,3914336567,141,86.0,76y4awqbdef5yxiovt27i57th,M. Bokadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343917,16,1,1,1,40,5z1b7fuvpqe6vnigvopomvecu,1,64.1,81.2,2022-11-13T15:02:21.489Z,2022-11-14T11:21:00Z,3914336655,212,10.4,3914336651,140,67.3,3914336653,141,95.7,3916250777,178,,3914336649,56,Left,3914336657,213,1.2,,,,,,,corn6i066rh7c7veva0sm3oid,K. Laifis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343925,17,1,1,1,41,5z1b7fuvpqe6vnigvopomvecu,1,66.2,93.5,2022-11-13T15:02:22.688Z,2022-11-14T11:21:00Z,3914336705,140,70.3,3914336703,56,Center,3914336709,212,12.7,3914336711,213,5.1,3914336707,141,76.0,3916250867,178,,,,,,,,93hp5gm29ke90ugdimd9xf949,A. Dønnum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485695177,1144,67,1,1,42,5z1b7fuvpqe6vnigvopomvecu,1,68.4,72.4,2022-11-13T15:02:23.567Z,2022-11-14T11:20:59Z,3916295559,233,909,,,,,,,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485695173,909,67,1,1,42,ecj1gmc7pqcjo4sc9hvghj5u3,0,31.6,27.6,2022-11-13T15:02:23.568Z,2022-11-14T11:20:59Z,3916295575,233,1144,,,,,,,,,,,,,,,,,,,,,,39tod1iad3ztq17qveh8pwp9l,S. Lynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343933,18,61,1,1,42,5z1b7fuvpqe6vnigvopomvecu,0,66.8,73.3,2022-11-13T15:02:23.598Z,2022-11-14T11:20:58Z,3914336751,56,Center,3916250997,178,,,,,,,,,,,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343935,19,61,1,1,43,ecj1gmc7pqcjo4sc9hvghj5u3,0,27.4,5.9,2022-11-13T15:02:24.661Z,2022-11-14T11:20:58Z,3916251087,178,,3914336759,56,Back,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485695285,1150,67,1,1,45,5z1b7fuvpqe6vnigvopomvecu,1,69.5,88.2,2022-11-13T15:02:25.760Z,2022-11-14T11:20:58Z,3916295961,233,911,,,,,,,,,,,,,,,,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485695257,911,67,1,1,45,ecj1gmc7pqcjo4sc9hvghj5u3,0,30.5,11.8,2022-11-13T15:02:25.761Z,2022-11-14T11:20:57Z,3916295975,233,1150,,,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343969,19,1,1,1,46,5z1b7fuvpqe6vnigvopomvecu,1,72.4,84.2,2022-11-13T15:02:27.711Z,2022-11-14T11:20:56Z,3914336931,141,66.3,3914336935,213,4.6,3914336933,212,12.2,3916251239,178,,3914336929,140,71.6,3914336927,56,Center,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343977,20,3,1,1,48,5z1b7fuvpqe6vnigvopomvecu,0,69.2,70.2,2022-11-13T15:02:29.276Z,2022-11-14T11:20:54Z,3914337975,286,,3914338001,233,20,3915634021,464,,3916251387,178,,3914336961,56,Center,,,,,,,,,,d6r3vkalhudms84f6fs415wid,P. Zinckernagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343973,20,7,1,1,48,ecj1gmc7pqcjo4sc9hvghj5u3,0,30.8,29.8,2022-11-13T15:02:29.376Z,2022-11-14T11:20:54Z,3916251431,178,,3914336945,56,Back,3914336949,285,,3914337995,233,20,3915634289,384,,,,,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485344003,21,1,1,1,50,5z1b7fuvpqe6vnigvopomvecu,0,73.7,73.1,2022-11-13T15:02:31.067Z,2022-11-14T11:20:53Z,3914337057,212,5.5,3914337053,140,78.3,3916251485,178,,3914337051,56,Center,3914337059,213,0.5,3914337055,141,76.9,,,,,,,69ivqkcipxp15b7x5jl83ud49,S. Alzate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485343997,21,49,1,1,50,ecj1gmc7pqcjo4sc9hvghj5u3,1,23.9,25.7,2022-11-13T15:02:31.680Z,2022-11-14T11:20:53Z,,,,,,,,,,,,,,,,,,,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485344035,22,1,1,1,53,ecj1gmc7pqcjo4sc9hvghj5u3,1,25.5,16.3,2022-11-13T15:02:34.183Z,2022-11-14T11:20:51Z,3914337233,213,5.7,3914337225,56,Back,3914337231,212,9.1,3916251683,178,,3914337227,140,32.8,3914337229,141,9.2,,,,,,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485344039,23,1,1,1,54,ecj1gmc7pqcjo4sc9hvghj5u3,1,27.8,5.6,2022-11-13T15:02:35.433Z,2022-11-14T11:20:50Z,3916251735,178,,3914337249,56,Back,3914337257,213,0.5,3914337255,212,9.2,3914337251,140,35.4,3914337253,141,12.3,,,,,,,aajft01g5yggw0is5fbfh3105,B. Nieuwkoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485344051,24,1,1,1,55,ecj1gmc7pqcjo4sc9hvghj5u3,1,34.3,12.3,2022-11-13T15:02:36.082Z,2022-11-14T11:20:50Z,3914337319,140,33.2,3914337321,141,14.3,3914337325,213,2.3,3914337317,56,Back,3916251825,178,,3914337323,212,1.8,,,,,,,6xam5bquregefbepxd9rwfdh,T. Teuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485344055,25,1,1,1,56,ecj1gmc7pqcjo4sc9hvghj5u3,0,32.2,13.5,2022-11-13T15:02:37.144Z,2022-11-14T11:20:49Z,3914337557,236,,3914337339,141,14.3,3914337341,212,2.2,3914337563,286,,3914337559,233,22,3914337335,56,Back,3914337343,213,0.3,3916252043,178,,5j13tgvpwi7m3y6rjd8q08tt5,L. Amani,3914337337,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
