id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/9/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/15/value,qualifier/18/value
2504620159,7,5,1,0,10,89xivtxk59uzvhdsd6miao6tm,1,56.2,-1.4,2023-02-05T17:32:16.639Z,2023-02-06T06:03:38Z,4015907049,56,Right,4015907073,233,4,4015907051,347,,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620255,8,1,1,0,26,89xivtxk59uzvhdsd6miao6tm,1,55,0,2023-02-05T17:32:32.985Z,2023-02-06T13:18:25Z,4015907661,212,19.7,4015907657,140,66.5,4015907663,213,0.9,4015907659,141,21.6,4015907653,107,,4015907655,56,Center,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620257,9,50,1,0,28,89xivtxk59uzvhdsd6miao6tm,1,71.7,15.9,2023-02-05T17:32:34.825Z,2023-02-06T13:18:24Z,4015907667,56,Right,4015907669,286,,4015907727,233,5,,,,,,,,,,,,,,,,a8k3ubqsi0duc3g4u5jnvcoa1,B. Heynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620269,5,7,1,0,28,8y3iucyxguipljcmf87a11bk9,1,28.3,84.1,2023-02-05T17:32:34.909Z,2023-02-06T13:18:24Z,4015907723,233,9,4016489855,384,,4016943615,178,,4015907715,285,,4015907713,56,Back,,,,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620273,6,49,1,0,30,8y3iucyxguipljcmf87a11bk9,1,36,71.9,2023-02-05T17:32:36.725Z,2023-02-06T13:18:24Z,,,,,,,,,,,,,,,,,,,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620275,7,1,1,0,31,8y3iucyxguipljcmf87a11bk9,0,35.2,68.2,2023-02-05T17:32:37.242Z,2023-02-06T13:18:23Z,4015907759,213,0.6,4015907753,140,46.3,4015907755,141,79.4,4015907751,56,Back,4015910885,155,,4015907757,212,13.9,4016943689,178,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620293,10,1,1,0,33,89xivtxk59uzvhdsd6miao6tm,1,52.5,16.5,2023-02-05T17:32:40.069Z,2023-02-06T13:18:22Z,4015907839,140,62.5,4015907841,141,7.3,4015907845,213,5.7,4016943725,178,,4015907843,212,12.2,4015907837,56,Right,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620297,11,49,1,0,34,89xivtxk59uzvhdsd6miao6tm,1,61.3,1.3,2023-02-05T17:32:41.097Z,2023-02-06T13:18:21Z,,,,,,,,,,,,,,,,,,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620321,12,1,1,0,37,89xivtxk59uzvhdsd6miao6tm,1,63.2,2,2023-02-05T17:32:43.364Z,2023-02-06T13:18:19Z,4015908057,141,17.4,4015908061,213,0.8,4015908053,56,Right,4015908055,140,72.1,4015908059,212,14.0,4016943929,178,,,,,,,,1b6ab1mqzvhk547p0bdzbccfd,J. Paintsil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620325,13,3,1,0,38,89xivtxk59uzvhdsd6miao6tm,0,80.1,11.2,2023-02-05T17:32:45.061Z,2023-02-06T14:27:30Z,4015908083,56,Right,4015908085,286,,4016491219,464,,4015908115,233,8,4016944051,178,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620315,8,7,1,0,40,8y3iucyxguipljcmf87a11bk9,0,19.9,88.8,2023-02-05T17:32:46.367Z,2023-02-06T14:27:31Z,4016491043,385,,4015908039,167,,4015908109,233,13,4015908041,56,Back,4016944073,178,,4015908043,285,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620331,14,61,1,0,40,89xivtxk59uzvhdsd6miao6tm,1,78.7,11.5,2023-02-05T17:32:46.423Z,2023-02-06T13:18:18Z,4015908091,56,Right,4016944125,178,,,,,,,,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620319,9,5,1,0,42,8y3iucyxguipljcmf87a11bk9,1,15.8,101.2,2023-02-05T17:32:48.410Z,2023-02-06T06:05:02Z,4015909397,233,15,4015908051,347,,4015908049,56,Back,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620345,15,5,1,0,42,89xivtxk59uzvhdsd6miao6tm,0,84.2,-1.2,2023-02-05T17:32:48.410Z,2023-02-06T06:05:01Z,4015908163,347,,4015908161,56,Right,4015909441,233,9,,,,,,,,,,,,,,,,5qpyf80if6m1o5vkwf1yt034l,M. Samatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620439,10,1,1,0,49,8y3iucyxguipljcmf87a11bk9,1,12.2,100,2023-02-05T17:32:56.148Z,2023-02-06T13:18:18Z,4015908609,140,24.6,4015908611,141,89.9,4015908607,56,Back,4015908613,212,15.0,4015908615,213,5.8,4015909653,107,,,,,,,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620459,11,1,1,0,50,8y3iucyxguipljcmf87a11bk9,1,15.8,91,2023-02-05T17:32:57.069Z,2023-02-06T13:18:17Z,4016944659,178,,4015908715,140,12.1,4015908713,56,Back,4015908717,141,93.9,4015908719,212,4.4,4015908721,213,2.7,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620481,12,1,1,0,51,8y3iucyxguipljcmf87a11bk9,1,9.2,97.1,2023-02-05T17:32:58.163Z,2023-02-06T13:18:17Z,4015908847,212,46.6,4016944729,178,,4015908851,1,,4015908841,56,Back,4015908843,140,47.5,4015908845,141,62.6,4015908849,213,5.8,4016497613,157,,7dayrhr0c60zbc1b6lig8pm8l,A. Castro-Montes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620659,16,43,1,0,52,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-02-05T17:32:59.078Z,2023-02-05T21:40:50Z,4016497399,144,49,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620483,13,61,1,0,55,8y3iucyxguipljcmf87a11bk9,1,42.4,65.1,2023-02-05T17:33:02.011Z,2023-02-06T13:18:16Z,4015908859,56,Back,4016944819,178,,,,,,,,,,,,,,,,,,,,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620509,14,43,1,1,0,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-02-05T17:33:06.311Z,2023-02-05T21:41:10Z,4016497941,144,49,,,,,,,,,,,,,,,,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620535,15,1,1,1,0,8y3iucyxguipljcmf87a11bk9,0,44.3,16.2,2023-02-05T17:33:06.414Z,2023-02-06T13:18:16Z,4015909111,56,Center,4015909117,212,30.0,4015909109,155,,4016944877,178,,4015909119,213,0.7,4015909113,140,66.3,4015909115,141,44.3,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620543,16,49,1,1,2,89xivtxk59uzvhdsd6miao6tm,1,32.3,64.5,2023-02-05T17:33:08.194Z,2023-02-06T13:18:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620587,17,1,1,1,3,89xivtxk59uzvhdsd6miao6tm,1,34.5,67.2,2023-02-05T17:33:09.662Z,2023-02-06T13:18:14Z,4015909421,212,15.5,4015909417,140,35.6,4015909419,141,90.0,4015909415,56,Back,4015909423,213,1.5,4016945049,178,,,,,,,,5enjhxrx2jrjqtgb9wwq0baax,M. McKenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620595,18,1,1,1,6,89xivtxk59uzvhdsd6miao6tm,1,32.4,87.1,2023-02-05T17:33:12.220Z,2023-02-06T13:18:13Z,4015909489,56,Back,4015909491,140,39.5,4015909497,213,5.8,4016945081,178,,4015909493,141,81.1,4015909495,212,8.5,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620609,19,1,1,1,6,89xivtxk59uzvhdsd6miao6tm,1,38.4,80.1,2023-02-05T17:33:13.034Z,2023-02-06T13:18:13Z,4015909537,213,1.2,4015909531,140,40.9,4015909535,212,7.9,4015909533,141,91.1,4015909529,56,Back,4016945121,178,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620651,20,1,1,1,8,89xivtxk59uzvhdsd6miao6tm,0,42.4,94.1,2023-02-05T17:33:15.074Z,2023-02-06T13:18:12Z,4015909717,56,Left,4015909719,140,53.4,4015909721,141,87.2,4016945145,178,,4015909723,212,12.5,4015909725,213,5.9,,,,,,,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504828421,1460,67,1,1,9,8y3iucyxguipljcmf87a11bk9,1,48.1,14.9,2023-02-05T17:33:15.609Z,2023-02-06T13:18:12Z,4017034653,233,1483,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504828417,1483,67,1,1,9,89xivtxk59uzvhdsd6miao6tm,0,51.9,85.1,2023-02-05T17:33:15.610Z,2023-02-06T13:18:11Z,4017034661,233,1460,,,,,,,,,,,,,,,,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504728989,853,8,1,1,9,8y3iucyxguipljcmf87a11bk9,1,48.6,15.3,2023-02-05T17:33:15.715Z,2023-02-06T13:18:11Z,4016501639,56,Back,4016501847,384,,4016945281,178,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504729197,854,49,1,1,11,8y3iucyxguipljcmf87a11bk9,1,40,9.2,2023-02-05T17:33:17.329Z,2023-02-06T13:18:10Z,,,,,,,,,,,,,,,,,,,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620689,17,1,1,1,11,8y3iucyxguipljcmf87a11bk9,1,39.6,9.7,2023-02-05T17:33:17.388Z,2023-02-06T13:18:10Z,4015909939,213,1.6,4015909935,141,46.6,4015909933,140,38.4,4016945385,178,,4015909931,56,Back,4015909937,212,25.1,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620695,18,1,1,1,14,8y3iucyxguipljcmf87a11bk9,0,32.6,37.7,2023-02-05T17:33:20.343Z,2023-02-06T13:18:09Z,4015909997,141,62.7,4015909993,56,Center,4015909995,140,62.0,4015910001,213,0.5,4015909999,212,35.2,4016945455,178,,4017226139,1,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620699,21,49,1,1,15,89xivtxk59uzvhdsd6miao6tm,1,40,34.8,2023-02-05T17:33:21.359Z,2023-02-06T13:18:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620761,22,1,1,1,17,89xivtxk59uzvhdsd6miao6tm,0,41.9,32.8,2023-02-05T17:33:23.385Z,2023-02-06T13:18:07Z,4015910349,212,44.6,4015910345,141,18.8,4015910355,1,,4015910353,213,6.1,4015910337,56,Right,4015910341,140,83.4,4016945563,178,,4015910335,155,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620741,19,49,1,1,21,8y3iucyxguipljcmf87a11bk9,1,16.1,82.7,2023-02-05T17:33:27.236Z,2023-02-06T13:18:07Z,,,,,,,,,,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620767,20,12,1,1,21,8y3iucyxguipljcmf87a11bk9,1,15.8,82.8,2023-02-05T17:33:27.272Z,2023-02-06T13:18:06Z,4015910397,141,100.0,4015910449,167,,4015910405,213,1.9,4016945671,178,,4015910389,56,Back,4015910393,140,12.2,4015910401,212,13.6,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504620775,21,5,1,1,23,8y3iucyxguipljcmf87a11bk9,0,14.4,101.4,2023-02-05T17:33:29.225Z,2023-02-06T06:06:56Z,4015910423,56,Back,4015910425,347,,4015912889,233,23,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504621237,23,5,1,1,23,89xivtxk59uzvhdsd6miao6tm,1,85.6,-1.4,2023-02-05T17:33:29.225Z,2023-02-06T06:06:55Z,4015912869,56,Right,4015912885,233,21,4015912871,347,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504621275,24,1,1,2,20,89xivtxk59uzvhdsd6miao6tm,1,79.7,0,2023-02-05T17:34:26.914Z,2023-02-06T13:18:06Z,4015913053,56,Right,4015913055,140,73.4,4015913059,212,10.1,4015913057,141,9.8,4015913051,107,,4015913061,213,2.3,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504621293,25,1,1,2,21,89xivtxk59uzvhdsd6miao6tm,1,74.6,6.5,2023-02-05T17:34:27.708Z,2023-02-06T13:18:05Z,4015913175,213,0.2,4015913173,212,1.7,4015913167,56,Right,4016945765,178,,4015913169,140,76.2,4015913171,141,7.0,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504818527,946,67,1,2,22,89xivtxk59uzvhdsd6miao6tm,1,77.2,4,2023-02-05T17:34:28.598Z,2023-02-06T13:18:05Z,4016967533,233,914,,,,,,,,,,,,,,,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504818525,914,67,1,2,22,8y3iucyxguipljcmf87a11bk9,0,22.8,96,2023-02-05T17:34:28.599Z,2023-02-06T13:18:04Z,4016967541,233,946,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504621301,26,1,1,2,22,89xivtxk59uzvhdsd6miao6tm,0,77.9,0.4,2023-02-05T17:34:28.662Z,2023-02-06T13:18:04Z,4015913209,141,9.7,4015913205,56,Right,4015913211,212,7.4,4015913237,233,22,4015913213,213,2.1,4015913241,286,,4015913207,140,74.3,4016945815,178,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,4015913235,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504621265,22,74,1,2,22,8y3iucyxguipljcmf87a11bk9,1,22.7,96.6,2023-02-05T17:34:28.668Z,2023-02-06T13:18:03Z,4016945885,178,,4015913263,233,26,4015913021,56,Back,4015913023,285,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504729649,836,1,1,2,22,89xivtxk59uzvhdsd6miao6tm,1,77.3,0.5,2023-02-05T17:34:29.033Z,2023-02-06T13:18:03Z,4016505085,56,Right,4016505091,212,9.2,4016505089,141,10.1,4016505093,213,2.4,4016505087,140,71.1,4016945943,178,,,,,,,,3yb66hal4fvr04bawz0y3efhl,D. Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504621335,27,1,1,2,25,89xivtxk59uzvhdsd6miao6tm,1,72.9,1.2,2023-02-05T17:34:32.122Z,2023-02-06T13:18:01Z,4015913459,213,1.6,4015913455,141,20.0,4015913453,140,72.1,4016946025,178,,4015913457,212,12.8,4015913451,56,Right,,,,,,,7jpasvui43tnyao6ijyuuyuqc,B. El Khannouss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504621365,28,1,1,2,28,89xivtxk59uzvhdsd6miao6tm,1,73.6,21.1,2023-02-05T17:34:34.404Z,2023-02-06T13:18:00Z,4015913599,140,71.5,4015913605,213,1.7,4015913603,212,19.6,4015913597,56,Center,4015913601,141,49.7,4016946077,178,,,,,,,,ama1ibpjcfu206icrfmkgfavp,P. Hrošovský,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
