id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2499864967,9,1,1,0,16,8y3iucyxguipljcmf87a11bk9,1,31.4,87.2,2023-01-22T20:01:58.633Z,2023-01-23T09:58:11Z,3991077599,212,16.5,3991077593,56,Back,3991568259,178,,3991077595,140,21.2,3991077597,141,68.7,3991077601,213,4.0,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499864985,10,1,1,0,20,8y3iucyxguipljcmf87a11bk9,1,26.1,57.2,2023-01-22T20:02:02.126Z,2023-01-23T09:58:10Z,3991077695,1,,3991077693,213,5.1,3991077689,141,5.0,3991568383,178,,3991077685,56,Back,3991077687,140,40.2,3991077691,212,38.5,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865007,11,1,1,0,24,8y3iucyxguipljcmf87a11bk9,0,43.4,5.2,2023-01-22T20:02:05.782Z,2023-01-23T09:58:09Z,3991077783,213,0.1,3991568421,178,,3991077773,155,,3991077785,1,,3991077777,140,79.3,3991077775,56,Right,3991077781,212,38.1,3991077779,141,13.2,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865033,3,1,1,0,26,2989v3kho9h5jaboe1nr7lx21,1,20.3,84.5,2023-01-22T20:02:08.232Z,2023-01-23T09:58:09Z,3991077925,141,92.4,3991077927,212,10.1,3991568457,388,,3991077923,140,28.4,3991077919,3,,3991077929,213,0.6,3991077921,56,Back,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865035,4,49,1,0,27,2989v3kho9h5jaboe1nr7lx21,1,22.9,86.5,2023-01-22T20:02:09.437Z,2023-01-23T09:58:08Z,,,,,,,,,,,,,,,,,,,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865039,5,1,1,0,28,2989v3kho9h5jaboe1nr7lx21,1,21.6,88.5,2023-01-22T20:02:09.954Z,2023-01-23T09:58:07Z,3991077947,140,19.0,3991568595,178,,3991077953,213,3.7,3991077945,56,Back,3991077951,212,3.2,3991077949,141,86.0,,,,,,,bk9fq3chnhmw3u36qz5vf1vjd,A. Koita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865045,6,1,1,0,29,2989v3kho9h5jaboe1nr7lx21,1,13.4,80.9,2023-01-22T20:02:11.038Z,2023-01-23T09:58:07Z,3991077991,155,,3991077999,212,26.2,3991568625,178,,3991077993,56,Back,3991077995,140,37.4,3991078001,213,0.3,3991077997,141,91.5,,,,12lkxylg8puzxow8ewpsd0b11,R. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865051,7,44,1,0,31,2989v3kho9h5jaboe1nr7lx21,1,33.6,84.6,2023-01-22T20:02:12.907Z,2023-01-23T09:58:06Z,3991078011,285,,3991078027,233,12,3991078009,56,Back,,,,,,,,,,,,,,,,cqpgxrqear6p6pz3p8r3xvh90,O. Dumont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865049,12,44,1,0,31,8y3iucyxguipljcmf87a11bk9,0,66.4,15.4,2023-01-22T20:02:12.908Z,2023-01-23T09:58:06Z,3991078031,233,7,3991078005,56,Right,3991078007,286,,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865057,8,1,1,0,31,2989v3kho9h5jaboe1nr7lx21,0,33.1,84.2,2023-01-22T20:02:12.933Z,2023-01-23T09:58:06Z,3991078039,3,,3991078041,168,,3991078049,212,18.4,3991078043,56,Back,3991568701,388,,3991078047,141,99.6,3991078045,140,47.5,3991078051,213,0.6,cqpgxrqear6p6pz3p8r3xvh90,O. Dumont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865059,13,44,1,0,32,8y3iucyxguipljcmf87a11bk9,1,62.1,10.8,2023-01-22T20:02:13.767Z,2023-01-23T09:32:41Z,3991078059,56,Right,3991078129,233,9,3991078061,286,,,,,,,,,,,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865061,9,44,1,0,32,2989v3kho9h5jaboe1nr7lx21,0,37.9,89.2,2023-01-22T20:02:13.768Z,2023-01-23T09:32:41Z,3991078063,56,Back,3991078123,233,13,3991078065,285,,,,,,,,,,,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499927171,1247,1,1,0,32,8y3iucyxguipljcmf87a11bk9,0,61.6,15,2023-01-22T20:02:13.853Z,2023-01-23T09:58:05Z,3991410773,141,6.4,3991410767,3,,3991568773,388,,3991410775,212,8.0,3991410777,213,4.0,3991410771,140,56.4,3991410769,56,Right,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865063,10,43,1,0,33,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-01-22T20:02:15.647Z,2023-01-23T00:17:32Z,3991410575,144,1,3991078081,141,93.1,3991078079,140,43.2,3991078077,56,Back,3991078085,213,0.1,3991078075,168,0,3991078083,212,7.1,3991078073,3,0,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865069,11,43,1,0,34,2989v3kho9h5jaboe1nr7lx21,1,0,0,2023-01-22T20:02:15.866Z,2023-01-22T20:02:20Z,3991078243,144,5,3991078115,56,Left,3991078117,347,0,,,,,,,,,,,,,,,,b24ytr3apnyp7z17c124tu1yi,D. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865081,12,1,1,0,34,2989v3kho9h5jaboe1nr7lx21,0,43.1,98.5,2023-01-22T20:02:16.035Z,2023-01-23T09:58:04Z,3991078191,141,90.3,3991078193,212,8.1,3991078189,140,37.5,3991078195,213,3.9,3991568809,178,,3991078187,56,Back,,,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865083,14,49,1,0,35,8y3iucyxguipljcmf87a11bk9,1,61.2,3.7,2023-01-22T20:02:16.813Z,2023-01-23T09:58:04Z,,,,,,,,,,,,,,,,,,,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865091,15,1,1,0,36,8y3iucyxguipljcmf87a11bk9,1,56.3,5,2023-01-22T20:02:18.103Z,2023-01-23T09:58:02Z,3991568873,178,,3991078247,140,40.6,3991078253,213,2.4,3991078245,56,Back,3991078249,141,27.9,3991078251,212,22.7,,,,,,,99tf4co0pm09ayca13ma3lql1,J. De Sart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865105,16,1,1,0,38,8y3iucyxguipljcmf87a11bk9,1,40.1,24.3,2023-01-22T20:02:19.846Z,2023-01-23T09:58:02Z,3991078317,141,27.7,3991078315,140,44.9,3991078313,56,Back,3991078321,213,0.4,3991568885,178,,3991078319,212,5.5,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865117,17,1,1,0,41,8y3iucyxguipljcmf87a11bk9,1,40.5,40.2,2023-01-22T20:02:22.976Z,2023-01-23T09:58:00Z,3991568899,178,,3991078379,140,42.9,3991078377,56,Back,3991078387,212,30.6,3991078383,141,85.0,3991078391,213,1.5,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865127,18,1,1,0,44,8y3iucyxguipljcmf87a11bk9,1,43.5,79.1,2023-01-22T20:02:25.759Z,2023-01-23T09:58:00Z,3991078451,141,93.2,3991078449,140,58.9,3991078453,212,18.8,3991568933,178,,3991078447,56,Left,3991078455,213,0.5,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865131,19,1,1,0,45,8y3iucyxguipljcmf87a11bk9,1,54.3,95.3,2023-01-22T20:02:27.134Z,2023-01-23T09:57:59Z,3991078483,212,14.4,3991078485,213,5.1,3991078477,56,Center,3991078479,140,59.4,3991078481,141,75.7,3991568981,178,,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865143,20,1,1,0,46,8y3iucyxguipljcmf87a11bk9,0,54.7,84.8,2023-01-22T20:02:27.684Z,2023-01-23T09:57:59Z,3991078545,213,6.3,3991078537,56,Left,3991078543,212,21.7,3991569011,178,,3991078541,141,84.2,3991078539,140,75.4,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865155,13,1,1,0,47,2989v3kho9h5jaboe1nr7lx21,0,32.4,16.2,2023-01-22T20:02:29.638Z,2023-01-23T09:57:58Z,3991078633,56,Right,3991078643,1,,3991078635,140,64.8,3991078637,141,13.8,3991078631,157,,3991078639,212,34.1,3991078641,213,6.2,3991569041,178,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865193,21,1,1,0,53,8y3iucyxguipljcmf87a11bk9,1,37.1,92.4,2023-01-22T20:02:34.818Z,2023-01-23T09:57:57Z,3991078855,56,Back,3991078857,140,40.7,3991078861,212,18.7,3991078859,141,65.4,3991078863,213,4.9,3991569079,178,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499927559,1249,3,1,0,55,8y3iucyxguipljcmf87a11bk9,0,39.4,62.2,2023-01-22T20:02:37.499Z,2023-01-23T09:57:56Z,3991569137,178,,3991413011,467,4rwvkp9xlyv314ceglbauou6t,3991413005,56,Back,3991413007,286,,3991413009,464,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865213,23,4,1,0,55,8y3iucyxguipljcmf87a11bk9,1,39.5,58.7,2023-01-22T20:02:37.665Z,2023-01-23T09:57:55Z,3991078991,56,Back,3991078993,152,,3991078989,13,,3991078995,265,,3991078997,286,,3991079015,233,14,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865215,14,4,1,0,55,2989v3kho9h5jaboe1nr7lx21,0,60.5,41.3,2023-01-22T20:02:37.666Z,2023-01-23T09:57:55Z,3991079027,285,,3991079023,233,23,3991079009,265,,3991079007,152,,3991079005,56,Center,3991569221,178,,3991079003,13,,,,,4rwvkp9xlyv314ceglbauou6t,S. Okazaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865209,22,43,1,0,56,8y3iucyxguipljcmf87a11bk9,1,0,0,2023-01-22T20:02:38.516Z,2023-01-22T20:02:44Z,3991078979,56,Back,3991079063,144,3,3991078981,286,0,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865263,24,1,1,1,6,8y3iucyxguipljcmf87a11bk9,1,45.5,53.1,2023-01-22T20:02:47.940Z,2023-01-23T09:57:54Z,3991079255,56,Back,3991079257,140,48.5,3991079261,212,25.5,3991079253,152,,3991569273,178,,3991079263,213,4.8,3991194329,189,,3991079259,141,15.9,18pgjfpl9s8qy32mblzygsyc5,S. Kums,3991079251,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865277,25,1,1,1,8,8y3iucyxguipljcmf87a11bk9,1,47.8,18.3,2023-01-22T20:02:50.641Z,2023-01-23T09:57:54Z,3991079355,212,14.5,3991079347,140,35.1,3991079345,56,Back,3991569289,178,,3991079359,213,3.6,3991079351,141,9.8,,,,,,,bhh6z1ezmsngsu3isbsur2mp6,K. Piątkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865293,26,1,1,1,10,8y3iucyxguipljcmf87a11bk9,1,36.3,20.7,2023-01-22T20:02:51.710Z,2023-01-23T09:57:54Z,3991079447,141,58.8,3991079445,140,31.7,3991079443,56,Back,3991079451,213,1.8,3991569311,178,,3991079449,212,26.4,,,,,,,ettrapmxg36vw2egivejegzc9,J. Okumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865307,27,1,1,1,14,8y3iucyxguipljcmf87a11bk9,1,37.9,56.8,2023-01-22T20:02:55.999Z,2023-01-23T09:57:52Z,3991569319,178,,3991079545,141,82.6,3991079547,212,18.4,3991079543,140,43.2,3991079549,213,1.3,3991079541,56,Back,,,,,,,etos5xv3v2ptiktdk5yuhrjkl,M. Ngadeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865329,28,1,1,1,17,8y3iucyxguipljcmf87a11bk9,0,43.1,86.1,2023-01-22T20:02:58.807Z,2023-01-23T09:57:51Z,3991413755,1,,3991569353,178,,3991079681,213,0.0,3991079679,212,36.3,3991079671,155,,3991079677,141,88.4,3991079675,140,77.6,3991079673,56,Left,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865337,15,12,1,1,19,2989v3kho9h5jaboe1nr7lx21,1,26.3,11.5,2023-01-22T20:03:01.021Z,2023-01-23T09:57:51Z,3991079713,141,0.0,3991413897,15,,3991079715,212,9.3,3991079709,56,Back,3991569451,178,,3991079717,213,4.3,3991079711,140,22.4,3991413899,167,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865341,16,5,1,1,19,2989v3kho9h5jaboe1nr7lx21,0,26.4,-1.4,2023-01-22T20:03:01.630Z,2023-01-23T04:53:22Z,3991079727,56,Back,3991080061,233,29,3991079729,347,,,,,,,,,,,,,,,,,5a2sf4o445ei5pqiinvmjmpcl,Jorge Teixeira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865401,29,5,1,1,19,8y3iucyxguipljcmf87a11bk9,1,73.6,101.4,2023-01-22T20:03:01.630Z,2023-01-23T04:53:21Z,3991079971,56,Left,3991079973,347,,3991080013,233,16,,,,,,,,,,,,,,,,fs5utga62tud5s06xj27qdat,J. Torunarigha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865457,30,1,1,1,29,8y3iucyxguipljcmf87a11bk9,1,74.9,100,2023-01-22T20:03:11.549Z,2023-01-23T09:57:50Z,3991080259,141,88.9,3991080263,213,4.0,3991080253,107,,3991080261,212,11.6,3991080257,140,67.6,3991080255,56,Left,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865485,31,1,1,1,30,8y3iucyxguipljcmf87a11bk9,1,74.2,91.1,2023-01-22T20:03:12.208Z,2023-01-23T09:57:50Z,3991080421,213,2.5,3991569625,178,,3991080419,212,4.6,3991080417,141,95.4,3991080415,140,70.8,3991080413,56,Left,,,,,,,8fs5klbsyx06c5ds9s1i3xu96,Hong Hyun-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865487,32,61,1,1,31,8y3iucyxguipljcmf87a11bk9,0,75.1,99.3,2023-01-22T20:03:13.160Z,2023-01-23T09:57:49Z,3991569653,178,,3991080425,56,Left,,,,,,,,,,,,,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865539,17,5,1,1,32,2989v3kho9h5jaboe1nr7lx21,1,25.1,-1.6,2023-01-22T20:03:14.201Z,2023-01-23T04:53:41Z,3991080679,347,,3991080681,233,33,3991080677,56,Back,,,,,,,,,,,,,,,,bc5vmdnoyshdi5hcgu8dgqxyi,R. Reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865491,33,5,1,1,32,8y3iucyxguipljcmf87a11bk9,0,74.9,101.6,2023-01-22T20:03:14.201Z,2023-01-23T04:53:42Z,3991080443,56,Left,3991080691,233,17,3991080445,347,,,,,,,,,,,,,,,,,cxa3j4u8eh5w947p1iba47yfo,I. Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865551,18,1,1,1,40,2989v3kho9h5jaboe1nr7lx21,0,26.4,0,2023-01-22T20:03:21.802Z,2023-01-23T09:57:48Z,3991080775,213,0.9,3991080765,107,,3991080773,212,12.7,3991080767,56,Back,3991080769,140,34.2,3991080771,141,12.2,,,,,,,e5oet393vired282yco4i7gfd,D. Hashioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499865565,34,8,1,1,41,8y3iucyxguipljcmf87a11bk9,1,63.5,89.1,2023-01-22T20:03:22.868Z,2023-01-23T09:57:48Z,3991569817,178,,3991080845,56,Left,3991414109,385,,,,,,,,,,,,,,,,,18pgjfpl9s8qy32mblzygsyc5,S. Kums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
