id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2531888373,372,55,1,1,30,ctvzi2jbl1q6xzq0s3sexj73g,1,22.7,32.1,2023-04-10T15:02:19.485Z,2023-04-10T15:49:29Z,4181018591,189,,,,,,,,,,,,,,,,,,,,,,,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531889599,371,4,1,1,44,doohk95o6e8pkqah8vkop51dg,1,47.9,63.3,2023-04-10T15:02:34.484Z,2023-04-10T15:50:16Z,4181025349,189,,4181025047,13,,4181025123,233,373,4181025051,56,Back,4181025059,286,,4181025055,152,,4181025057,265,,,,,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531889511,373,4,1,1,45,ctvzi2jbl1q6xzq0s3sexj73g,0,52.1,36.7,2023-04-10T15:02:34.485Z,2023-04-10T16:01:07Z,4181024575,152,,4181024573,56,Center,4181024845,189,,4181024577,265,,4181024571,13,,4181024579,285,,4181025169,233,371,,,,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531874051,308,79,1,4,13,doohk95o6e8pkqah8vkop51dg,1,0,0,2023-04-10T15:05:02.492Z,2023-04-10T15:50:43Z,4180939951,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821133,3,1,1,4,14,ctvzi2jbl1q6xzq0s3sexj73g,1,38.2,64.8,2023-04-10T15:05:03.730Z,2023-04-10T16:01:23Z,4180654977,213,4.5,4180654969,56,Back,4180654973,141,39.7,4180654975,212,17.6,4180654971,140,34.3,,,,,,,,,,17jltcnnaha4707duh52hirit,M. Lode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821197,4,1,1,4,17,ctvzi2jbl1q6xzq0s3sexj73g,1,36.4,38.5,2023-04-10T15:05:07.393Z,2023-04-10T15:05:12Z,4180655273,141,45.7,4180655267,56,Center,4180655285,1,,4180655271,140,67.4,4180655277,212,32.9,4180655281,213,0.1,,,,,,,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821227,5,1,1,4,22,ctvzi2jbl1q6xzq0s3sexj73g,1,61,41.3,2023-04-10T15:05:12.049Z,2023-04-10T15:05:13Z,4180655477,213,1.3,4180655469,56,Center,4180655473,141,67.0,4180655475,212,18.1,4180655471,140,65.4,,,,,,,,,,biuovem90utcyzda58nixtaay,A. Grønbæk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821269,6,1,1,4,24,ctvzi2jbl1q6xzq0s3sexj73g,1,66.8,66.3,2023-04-10T15:05:13.577Z,2023-04-10T15:59:07Z,4180655683,140,82.5,4180655689,213,0.3,4180655681,56,Center,4180655687,212,17.4,4180655685,141,74.4,,,,,,,,,,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531899685,375,61,1,4,25,ctvzi2jbl1q6xzq0s3sexj73g,0,86,63.4,2023-04-10T15:05:14.485Z,2023-04-10T15:59:37Z,4181079445,56,Center,,,,,,,,,,,,,,,,,,,,,,blsn3vd9ixyrtiiw3t023cuwa,J. Mvuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821259,3,50,1,4,26,doohk95o6e8pkqah8vkop51dg,1,15.3,41.4,2023-04-10T15:05:16.092Z,2023-04-10T15:05:18Z,4180655633,285,,4180655803,233,7,4180655631,56,Back,,,,,,,,,,,,,,,,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821285,7,7,1,4,26,ctvzi2jbl1q6xzq0s3sexj73g,1,84.7,58.6,2023-04-10T15:05:16.093Z,2023-04-10T15:05:17Z,4180655759,56,Center,4180655761,286,,4180655781,233,3,,,,,,,,,,,,,,,,blsn3vd9ixyrtiiw3t023cuwa,J. Mvuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821363,8,1,1,4,27,ctvzi2jbl1q6xzq0s3sexj73g,1,91.4,52.5,2023-04-10T15:05:16.522Z,2023-04-10T15:59:20Z,4180656191,140,90.2,4180656187,56,Center,4180656197,213,4.5,4180656195,212,5.0,4180656193,141,45.4,,,,,,,,,,blsn3vd9ixyrtiiw3t023cuwa,J. Mvuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531891365,374,50,1,4,28,ctvzi2jbl1q6xzq0s3sexj73g,1,89.8,45.6,2023-04-10T15:05:17.485Z,2023-04-10T15:51:28Z,4181034929,286,,4181034927,56,Center,4181034959,233,4,,,,,,,,,,,,,,,,bybggxgpzlr7xz2f1i3b7c0kp,H. Vetlesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821309,4,7,1,4,28,doohk95o6e8pkqah8vkop51dg,0,10.2,54.4,2023-04-10T15:05:17.486Z,2023-04-10T15:51:28Z,4180655901,56,Back,4181034937,233,374,4180655903,285,,,,,,,,,,,,,,,,,ogcuz4pxxu9605ibev6htdxx,B. Utvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821423,5,43,1,4,29,doohk95o6e8pkqah8vkop51dg,1,0,0,2023-04-10T15:05:19.147Z,2023-04-10T15:05:27Z,4180656505,285,0,4180656503,56,Back,4180656643,144,7,,,,,,,,,,,,,,,,ogcuz4pxxu9605ibev6htdxx,B. Utvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531822313,10,1,1,4,29,ctvzi2jbl1q6xzq0s3sexj73g,1,87,53.1,2023-04-10T15:05:19.403Z,2023-04-10T15:06:19Z,4180661125,141,45.2,4180662633,154,,4180661121,140,84.1,4180661129,212,6.2,4180661115,56,Center,4180662635,22,,4180661133,213,4.2,4180662631,210,16,bybggxgpzlr7xz2f1i3b7c0kp,H. Vetlesen,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531821365,9,16,1,4,30,ctvzi2jbl1q6xzq0s3sexj73g,1,85.2,43.3,2023-04-10T15:05:20.074Z,2023-04-10T15:06:20Z,4180662695,154,,4180662707,230,97.3,4180662697,55,10,4180662705,328,,4180662691,81,,4180656209,17,,4180657057,374,2023-04-10 16:05:19.102,4180662701,102,45.5,bbyystkqag4mcfpr6utsazm51,S. Sørli,,4180662693,29,4180662703,103,21.5,4180656211,56,Center,4180657053,72,4180657061,375,04:29.617,4180656207,22,4180662709,231,48.6,,,,,,,,,,
2531822467,6,1,1,5,21,doohk95o6e8pkqah8vkop51dg,1,49.9,50,2023-04-10T15:06:11.421Z,2023-04-10T16:02:13Z,4180661995,56,Back,4180661997,140,37.9,4180661999,141,35.9,4180662003,213,3.8,4181085881,189,,4180662001,212,15.8,4180662005,279,G,,,,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531900853,373,1,1,5,22,doohk95o6e8pkqah8vkop51dg,1,56.3,29.2,2023-04-10T15:06:11.485Z,2023-04-10T16:02:14Z,4181085741,56,Center,4181085749,213,5.8,4181085745,141,22.9,4181085743,140,64.8,4181085929,189,,4181085747,212,9.9,,,,,,,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531900871,374,1,1,5,23,doohk95o6e8pkqah8vkop51dg,1,64.8,22.9,2023-04-10T15:06:12.485Z,2023-04-10T16:02:12Z,4181085807,212,10.7,4181085805,141,25.7,4181085809,213,3.0,4181085801,56,Center,4181085803,140,54.8,,,,,,,,,,6bmumoni1d3l86o9firkzoy6s,C. Baah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531822499,7,1,1,5,25,doohk95o6e8pkqah8vkop51dg,0,58.9,30.2,2023-04-10T15:06:14.587Z,2023-04-10T16:02:18Z,4180662109,56,Center,4180662113,141,59.0,4180662107,155,,4180662117,213,0.7,4180662989,4,,4180662115,212,29.0,4180662111,140,79.3,,,,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531822717,11,52,1,5,37,ctvzi2jbl1q6xzq0s3sexj73g,1,11.8,48.1,2023-04-10T15:06:27.339Z,2023-04-10T15:06:27Z,,,,,,,,,,,,,,,,,,,,,,,,,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531822921,12,1,1,5,41,ctvzi2jbl1q6xzq0s3sexj73g,1,11.8,48.1,2023-04-10T15:06:30.532Z,2023-04-10T15:06:37Z,4180664401,212,26.6,4180664397,140,22.9,4180664395,56,Back,4180664399,141,83.3,4180664393,123,,4180664403,213,1.1,,,,,,,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531822935,13,1,1,5,47,ctvzi2jbl1q6xzq0s3sexj73g,1,19.8,80.2,2023-04-10T15:06:37.286Z,2023-04-10T15:06:38Z,4180664481,213,1.6,4180664475,140,19.8,4180664477,141,92.3,4180664471,56,Back,4180664479,212,8.2,,,,,,,,,,17jltcnnaha4707duh52hirit,M. Lode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823087,14,1,1,5,48,ctvzi2jbl1q6xzq0s3sexj73g,1,20,92.3,2023-04-10T15:06:37.996Z,2023-04-10T15:06:44Z,4180665373,140,7.8,4180665375,141,59.0,4180665377,212,26.0,4180665371,56,Back,4180665379,213,4.2,,,,,,,,,,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823175,15,1,1,5,55,ctvzi2jbl1q6xzq0s3sexj73g,0,7.8,37.7,2023-04-10T15:06:44.660Z,2023-04-10T15:06:51Z,4180665773,212,59.1,4180665761,155,,4180665777,213,6.2,4180665771,141,32.4,4180665765,56,Center,4180665779,1,,4180665767,140,64.0,,,,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823155,8,44,1,5,57,doohk95o6e8pkqah8vkop51dg,1,37.2,67.4,2023-04-10T15:06:47.210Z,2023-04-10T15:06:52Z,4180665681,285,,4180666225,233,16,4180665679,56,Back,,,,,,,,,,,,,,,,ogcuz4pxxu9605ibev6htdxx,B. Utvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823213,16,44,1,5,57,ctvzi2jbl1q6xzq0s3sexj73g,0,62.8,32.6,2023-04-10T15:06:47.211Z,2023-04-10T15:06:52Z,4180665951,56,Center,4180666271,233,8,4180665953,286,,,,,,,,,,,,,,,,,4bntcltsmr5ymc4f8eme1v1ii,F. Moumbagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823167,9,1,1,5,58,doohk95o6e8pkqah8vkop51dg,0,35.8,69.5,2023-04-10T15:06:47.707Z,2023-04-10T15:06:48Z,4180665721,141,69.5,4180665725,213,0,4180665713,56,Back,4180665709,3,,4180665723,212,5.1,4180665717,140,40.7,,,,,,,ogcuz4pxxu9605ibev6htdxx,B. Utvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823225,17,61,1,6,0,ctvzi2jbl1q6xzq0s3sexj73g,1,64,32.4,2023-04-10T15:06:49.898Z,2023-04-10T15:06:50Z,4180666019,56,Center,,,,,,,,,,,,,,,,,,,,,,4bntcltsmr5ymc4f8eme1v1ii,F. Moumbagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823233,10,49,1,6,0,doohk95o6e8pkqah8vkop51dg,1,44,91.4,2023-04-10T15:06:50.330Z,2023-04-10T15:06:50Z,,,,,,,,,,,,,,,,,,,,,,,,,edfsc7q83gpy1y9w3apjvwjbp,S. Tibbling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823351,11,1,1,6,1,doohk95o6e8pkqah8vkop51dg,1,55.7,95.6,2023-04-10T15:06:51.467Z,2023-04-10T15:06:54Z,4180666653,140,65.6,4180666657,141,93.9,4180666649,56,Left,4180666661,213,6.2,4180666659,212,10.5,,,,,,,,,,edfsc7q83gpy1y9w3apjvwjbp,S. Tibbling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823361,12,1,1,6,4,doohk95o6e8pkqah8vkop51dg,0,63.4,96.6,2023-04-10T15:06:54.323Z,2023-04-10T15:06:55Z,4180666695,140,65.6,4180666721,233,18,4180666697,141,96.6,4180666731,286,,4180666701,213,0,4180666699,212,2.3,4180666693,56,Left,4180666717,236,,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823343,18,74,1,6,4,ctvzi2jbl1q6xzq0s3sexj73g,1,30,3.5,2023-04-10T15:06:54.324Z,2023-04-10T15:06:55Z,4180666751,233,12,4180666613,56,Back,4180666615,285,,,,,,,,,,,,,,,,,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823405,13,5,1,6,5,doohk95o6e8pkqah8vkop51dg,1,63.8,101.2,2023-04-10T15:06:55.021Z,2023-04-10T15:40:35Z,4180666909,347,,4180666915,233,19,4180666907,56,Left,,,,,,,,,,,,,,,,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823365,19,5,1,6,5,ctvzi2jbl1q6xzq0s3sexj73g,0,36.2,-1.2,2023-04-10T15:06:55.021Z,2023-04-10T15:06:57Z,4180666709,56,Back,4180666955,233,13,4180666711,347,,,,,,,,,,,,,,,,,azgn1hgiep0jbrbdirnkut2zu,I. Amundsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823455,14,1,1,6,7,doohk95o6e8pkqah8vkop51dg,1,57.7,100,2023-04-10T15:06:56.587Z,2023-04-10T15:06:58Z,4180667201,141,71.7,4180667199,140,54.8,4180667195,107,,4180667205,213,4.6,4180667197,56,Center,4180667203,212,20.4,,,,,,,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823477,15,1,1,6,9,doohk95o6e8pkqah8vkop51dg,1,53.8,74.4,2023-04-10T15:06:58.587Z,2023-04-10T15:07:03Z,4180667329,141,89.3,4180667325,56,Left,4180667331,212,10.2,4180667327,140,52.4,4180667333,213,1.7,,,,,,,,,,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823537,16,1,1,6,10,doohk95o6e8pkqah8vkop51dg,1,52.6,87.2,2023-04-10T15:06:59.674Z,2023-04-10T15:07:02Z,4180667669,213,4.2,4180667661,56,Back,4180667667,212,29.2,4180667665,141,50.0,4180667663,140,38.8,,,,,,,,,,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823677,17,1,1,6,16,doohk95o6e8pkqah8vkop51dg,1,47.5,30.1,2023-04-10T15:07:05.546Z,2023-04-10T15:07:09Z,4180668377,213,5.3,4180668369,56,Right,4180668375,212,21.3,4180668373,141,4.6,4180668371,140,59.3,,,,,,,,,,ogcuz4pxxu9605ibev6htdxx,B. Utvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823743,18,3,1,6,19,doohk95o6e8pkqah8vkop51dg,1,69.3,5.2,2023-04-10T15:07:09.338Z,2023-04-10T16:03:20Z,4180668705,233,20,4180668703,286,,4180668701,56,Right,,,,,,,,,,,,,,,,6bmumoni1d3l86o9firkzoy6s,C. Baah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823699,20,45,1,6,19,ctvzi2jbl1q6xzq0s3sexj73g,0,30.7,94.8,2023-04-10T15:07:09.338Z,2023-04-10T15:07:12Z,4180668725,233,18,4180668471,285,,4180668469,56,Back,,,,,,,,,,,,,,,,blsn3vd9ixyrtiiw3t023cuwa,J. Mvuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823773,19,1,1,6,21,doohk95o6e8pkqah8vkop51dg,1,79.9,22.4,2023-04-10T15:07:11.354Z,2023-04-10T16:03:21Z,4180668857,140,90.4,4180668855,56,Center,4180668863,213,0,4180668859,141,22.4,4180668861,212,11.0,,,,,,,,,,6bmumoni1d3l86o9firkzoy6s,C. Baah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823789,20,61,1,6,23,doohk95o6e8pkqah8vkop51dg,0,90.1,23.5,2023-04-10T15:07:13.194Z,2023-04-10T16:03:40Z,4180668957,56,Center,,,,,,,,,,,,,,,,,,,,,,crxwhejm0ur604l99z8c8nrv9,M. Maigaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823823,21,5,1,6,24,ctvzi2jbl1q6xzq0s3sexj73g,1,-1.2,76.4,2023-04-10T15:07:14.379Z,2023-04-10T15:40:35Z,4180669199,233,21,4180669167,346,,4180669165,56,Back,,,,,,,,,,,,,,,,blsn3vd9ixyrtiiw3t023cuwa,J. Mvuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531823805,21,5,1,6,24,doohk95o6e8pkqah8vkop51dg,0,101.2,23.6,2023-04-10T15:07:14.379Z,2023-04-10T15:07:15Z,4180669081,56,Center,4180669083,346,,4180669223,233,21,,,,,,,,,,,,,,,,2mkfrrq1taiw0l42xzeeua5m1,V. Torp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531824261,22,1,1,6,44,ctvzi2jbl1q6xzq0s3sexj73g,1,5,62,2023-04-10T15:07:33.677Z,2023-04-10T15:59:46Z,4180671555,56,Back,4180671557,140,3.9,4180671563,213,4.6,4180671559,141,43.7,4180671553,124,,4180671561,212,12.5,4180671567,237,,,,,17jltcnnaha4707duh52hirit,M. Lode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531824347,23,1,1,6,45,ctvzi2jbl1q6xzq0s3sexj73g,0,6.3,42.1,2023-04-10T15:07:35.077Z,2023-04-10T15:07:39Z,4180672107,56,Center,4180672105,155,,4180672109,140,64.2,4180672113,212,64.6,4180672111,141,74.4,4180672117,1,,4180672115,213,0.3,,,,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531824391,22,44,1,6,49,doohk95o6e8pkqah8vkop51dg,1,39.2,28,2023-04-10T15:07:38.517Z,2023-04-10T15:07:40Z,4180672371,285,,4180672443,233,24,4180672369,56,Back,,,,,,,,,,,,,,,,crxwhejm0ur604l99z8c8nrv9,M. Maigaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531824353,24,44,1,6,49,ctvzi2jbl1q6xzq0s3sexj73g,0,60.8,72,2023-04-10T15:07:38.518Z,2023-04-10T15:07:41Z,4180672511,233,22,4180672145,56,Center,4180672149,286,,,,,,,,,,,,,,,,,blsn3vd9ixyrtiiw3t023cuwa,J. Mvuka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
