id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/14/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/13/value
2521805241,5,49,1,0,11,6ttwlm6op92r4670oayg5md7h,1,67.6,59.9,2023-03-18T17:31:13.733Z,2023-04-01T05:21:32Z,,,,,,,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805255,7,61,1,0,11,6ttwlm6op92r4670oayg5md7h,1,78.4,67,2023-03-18T17:31:13.741Z,2023-04-01T05:21:36Z,4151194207,178,,4106727593,56,Center,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521814541,75,61,1,0,12,6ttwlm6op92r4670oayg5md7h,1,78.4,65.7,2023-03-18T17:31:14.345Z,2023-04-01T05:22:29Z,4151195595,178,,4106727781,56,Center,,,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521862217,347,3,1,0,12,6ttwlm6op92r4670oayg5md7h,0,71.2,61,2023-03-18T17:31:14.562Z,2023-04-01T05:22:34Z,4151195723,178,,4106985073,233,527,4106984923,286,,4106984921,56,Center,4115355617,465,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521862073,527,7,1,0,12,2ry1fixv27p3xepazsxcuyoho,1,28.8,39,2023-03-18T17:31:14.748Z,2023-04-01T05:22:37Z,4151195807,178,,4106984063,56,Back,4106984065,285,,4115356041,384,,4106985017,233,347,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805263,6,49,1,0,13,2ry1fixv27p3xepazsxcuyoho,1,39.4,38,2023-03-18T17:31:15.778Z,2023-04-01T05:22:40Z,,,,,,,,,,,,,,,,,,,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805285,7,1,1,0,15,2ry1fixv27p3xepazsxcuyoho,0,40.2,36.9,2023-03-18T17:31:17.289Z,2023-04-01T05:22:44Z,4151195941,178,,4106680949,213,0.7,4106681031,286,,4106680947,212,1.5,4106681025,236,,4106680945,141,38.2,4106681027,233,8,4106680943,140,41.3,ytjrtqtximxhs52bfsezogk5,C. Guanca,4106680941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805293,8,74,1,0,15,6ttwlm6op92r4670oayg5md7h,1,57.8,65.4,2023-03-18T17:31:17.347Z,2023-04-01T05:22:48Z,4106680987,285,,4151196025,178,,4106681035,233,7,4106680985,56,Center,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805417,8,1,1,0,18,2ry1fixv27p3xepazsxcuyoho,1,32.8,14.1,2023-03-18T17:31:20.322Z,2023-04-01T05:22:52Z,4106681479,140,44.5,4106681477,56,Back,4106681481,141,4.1,4106681483,212,14.0,4151196135,178,,4106681485,213,5.8,,,,,,,f33frpvsvjp7a8od35j7oxjh1,Fawaz Al Saqour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805469,9,1,1,0,19,2ry1fixv27p3xepazsxcuyoho,1,44.5,4.1,2023-03-18T17:31:21.999Z,2023-04-01T05:23:00Z,4151196315,178,,4106681785,196,,4106681801,212,56.5,4106681793,140,45.1,4106681803,213,1.6,4106681789,56,Back,4106681781,155,,4106681797,141,87.2,bjprfeyv38xb284im3yuu3u21,A. Boupendza,4106681809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805519,10,1,1,0,24,2ry1fixv27p3xepazsxcuyoho,1,45.1,87.2,2023-03-18T17:31:26.877Z,2023-04-01T05:23:04Z,4106682085,212,37.9,4106682087,213,0.2,4151196421,178,,4106682079,56,Left,4106682089,1,,4106682081,140,80.7,4106682083,141,96.0,,,,d5e7ou0odurdq9omp4tk16ck4,Hussain Al Sibyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805539,11,1,1,0,31,2ry1fixv27p3xepazsxcuyoho,0,94.6,86.8,2023-03-18T17:31:33.363Z,2023-04-01T05:23:09Z,4106682189,140,100.0,4106682197,213,5.0,4106682195,212,25.4,4115361241,224,,4115361243,72,,4106682185,56,Center,4106682193,141,51.0,4106682177,2,,cq1rq8a9wnt1dxvxe6fmz9vfu,Turki Al Ammar,4106682181,155,,4151196559,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805533,9,5,1,0,34,6ttwlm6op92r4670oayg5md7h,1,-1.5,51.5,2023-03-18T17:31:36.159Z,2023-04-01T05:23:11Z,4106682159,346,,4106682219,233,12,4106682157,56,Back,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805541,12,5,1,0,34,2ry1fixv27p3xepazsxcuyoho,0,101.5,48.5,2023-03-18T17:31:36.159Z,2023-04-01T05:23:10Z,4106682201,346,,4106682255,233,9,4106682199,56,Center,,,,,,,,,,,,,,,,cq1rq8a9wnt1dxvxe6fmz9vfu,Turki Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805731,10,1,1,0,47,6ttwlm6op92r4670oayg5md7h,1,4.5,47.6,2023-03-18T17:31:49.075Z,2023-04-01T05:23:12Z,4106683287,140,15.7,4106683293,213,1.1,4106683291,212,26.2,4106683289,141,82.1,4106683297,237,,4106683283,124,,4106976257,189,,4106683285,56,Back,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805743,11,1,1,0,49,6ttwlm6op92r4670oayg5md7h,0,17.5,91.1,2023-03-18T17:31:51.361Z,2023-04-01T05:23:16Z,4106683365,1,,4151196729,178,,4106683355,56,Center,4115358911,155,,4106683363,213,5.7,4106683357,140,59.6,4106683361,212,51.9,4106683359,141,51.2,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805789,13,1,1,0,51,2ry1fixv27p3xepazsxcuyoho,1,45.6,45.4,2023-03-18T17:31:53.881Z,2023-04-01T05:23:25Z,4106683583,56,Center,4106683587,141,56.0,4106683589,212,10.7,4106683591,213,0.7,4151196879,178,,4106683585,140,53.1,4151196937,21,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523441239,1110,49,1,0,53,2ry1fixv27p3xepazsxcuyoho,1,53.2,55.6,2023-03-18T17:31:55.333Z,2023-04-01T05:23:46Z,,,,,,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805821,14,1,1,0,53,2ry1fixv27p3xepazsxcuyoho,1,53.1,56,2023-03-18T17:31:55.345Z,2023-04-01T05:23:34Z,4106683705,213,2.6,4151197121,178,,4106683703,212,9.1,4106683701,141,63.1,4106683699,140,45.7,4106683697,56,Back,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805841,16,1,1,0,54,2ry1fixv27p3xepazsxcuyoho,1,45.7,63.1,2023-03-18T17:31:56.334Z,2023-04-01T05:23:52Z,4106683807,212,15.2,4106683809,213,1.5,4106683801,56,Back,4106683803,140,47.4,4106683805,141,85.3,4151197507,178,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805865,17,1,1,0,56,2ry1fixv27p3xepazsxcuyoho,1,47.4,85.3,2023-03-18T17:31:58.854Z,2023-04-01T05:23:55Z,4106683945,56,Left,4106683949,141,93.5,4106683947,140,55.3,4106683951,212,10.0,4151197571,178,,4106683953,213,0.6,,,,,,,d5e7ou0odurdq9omp4tk16ck4,Hussain Al Sibyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805831,15,43,1,0,57,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-03-18T17:31:59.459Z,2023-03-22T10:05:51Z,4115362719,144,49,,,,,,,,,,,,,,,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805897,18,1,1,0,57,2ry1fixv27p3xepazsxcuyoho,1,55.3,93.5,2023-03-18T17:31:59.840Z,2023-04-01T05:24:06Z,4106684139,56,Back,4151197757,178,,4106684145,212,12.3,4106684147,213,3.8,4106684141,140,46.2,4106684143,141,82.0,,,,,,,cq1rq8a9wnt1dxvxe6fmz9vfu,Turki Al Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805949,19,1,1,0,59,2ry1fixv27p3xepazsxcuyoho,1,46.7,79.6,2023-03-18T17:32:01.706Z,2023-04-01T05:24:09Z,4151197907,178,,4106684307,141,62.1,4106684309,212,12.4,4106684311,213,4.4,4106684303,140,43.4,4106684299,56,Back,,,,,,,d5e7ou0odurdq9omp4tk16ck4,Hussain Al Sibyani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805973,20,1,1,1,3,2ry1fixv27p3xepazsxcuyoho,1,43.2,62.1,2023-03-18T17:32:05.858Z,2023-04-01T05:24:14Z,4106684445,213,4.4,4151197967,178,,4106684437,56,Back,4106684439,140,39.2,4106684443,212,12.0,4106684441,141,45.5,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806005,21,1,1,1,6,2ry1fixv27p3xepazsxcuyoho,1,39.2,45.5,2023-03-18T17:32:08.369Z,2023-04-01T05:24:17Z,4106684585,213,5.0,4151198065,178,,4106684583,212,27.0,4106684581,141,7.6,4106684577,56,Back,4106684579,140,47.0,,,,,,,bepcao7uiozczrxbhc7fjjis5,Iago Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806039,22,1,1,1,9,2ry1fixv27p3xepazsxcuyoho,1,46.9,8.3,2023-03-18T17:32:11.457Z,2023-04-01T05:24:21Z,4106684755,213,0.5,4151198163,178,,4106684747,141,20.1,4106684741,56,Right,4106684743,140,59.9,4106684751,212,15.8,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806079,23,1,1,1,11,2ry1fixv27p3xepazsxcuyoho,1,58.3,17,2023-03-18T17:32:13.872Z,2023-04-01T05:24:27Z,4106684975,213,5.2,4106684973,212,10.5,4151198309,178,,4106684971,141,3.2,4106684967,56,Right,4106684969,140,62.7,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806159,24,1,1,1,14,2ry1fixv27p3xepazsxcuyoho,1,63.7,2.6,2023-03-18T17:32:16.983Z,2023-04-01T05:24:33Z,4106685353,213,3.1,4106685351,212,12.0,4106685347,140,52.3,4106685349,141,3.4,4106685345,56,Right,4151198395,178,,,,,,,,f33frpvsvjp7a8od35j7oxjh1,Fawaz Al Saqour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806301,25,2,1,1,19,2ry1fixv27p3xepazsxcuyoho,1,56.6,10.6,2023-03-18T17:32:21.889Z,2023-04-01T05:24:38Z,4106686063,140,88.0,4106686057,7,cq1rq8a9wnt1dxvxe6fmz9vfu,4106686061,56,Center,4106686059,1,,4151198563,178,,4106686065,141,37.4,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806285,12,55,1,1,19,6ttwlm6op92r4670oayg5md7h,1,21.8,57.3,2023-03-18T17:32:21.890Z,2023-04-01T05:24:39Z,,,,,,,,,,,,,,,,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806749,13,1,1,1,54,6ttwlm6op92r4670oayg5md7h,0,12.9,59.3,2023-03-18T17:32:56.317Z,2023-04-01T05:24:42Z,4106688047,5,,4151198629,178,,4106688049,157,,4106688067,1,,4106688055,241,,4106688061,141,68.5,4106688059,140,53.6,4106688057,56,Center,6veqhleq95267xca919eg02j9,S. Lung,4106688063,212,43.2,4106688065,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806773,26,1,1,1,57,2ry1fixv27p3xepazsxcuyoho,1,51.4,34.3,2023-03-18T17:32:59.077Z,2023-04-01T05:25:08Z,4106688181,212,9.4,4106688173,3,,4106688183,213,5.8,4106688179,141,27.3,4106688177,140,59.1,4106688175,56,Center,4151199197,388,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806781,27,49,1,1,58,2ry1fixv27p3xepazsxcuyoho,1,59.1,27.3,2023-03-18T17:33:00.576Z,2023-04-01T05:25:12Z,,,,,,,,,,,,,,,,,,,,,,,,,bjprfeyv38xb284im3yuu3u21,A. Boupendza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806791,28,1,1,1,58,2ry1fixv27p3xepazsxcuyoho,1,59.1,27.3,2023-03-18T17:33:00.606Z,2023-04-01T05:25:18Z,4106688257,56,Center,4106688263,212,6.6,4106688259,140,65.1,4106688261,141,30.4,4151199391,178,,4106688265,213,0.3,4106688255,155,,,,,bjprfeyv38xb284im3yuu3u21,A. Boupendza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523442431,1111,1,1,1,59,2ry1fixv27p3xepazsxcuyoho,0,69.9,25.1,2023-03-18T17:33:01.170Z,2023-04-01T05:25:36Z,4115367895,212,5.8,4151199815,178,,4115367887,3,,4115367893,141,29.4,4115367891,140,65.1,4115367889,56,Center,4115367897,213,2.6,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523442663,703,61,1,1,59,6ttwlm6op92r4670oayg5md7h,1,30.9,72,2023-03-18T17:33:01.431Z,2023-04-01T05:25:47Z,4151200129,21,,4151200131,178,,4115368891,56,Back,,,,,,,,,,,,,,,,6bl8ekn7ahyf7z4ri1cknbnfu,Sultan Al Farhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523442925,704,49,1,2,0,6ttwlm6op92r4670oayg5md7h,1,30.1,72,2023-03-18T17:33:02.609Z,2023-04-01T05:25:51Z,,,,,,,,,,,,,,,,,,,,,,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806879,14,1,1,2,0,6ttwlm6op92r4670oayg5md7h,1,30.9,72.9,2023-03-18T17:33:02.650Z,2023-04-01T05:25:56Z,4106688565,140,41.5,4151200383,178,,4106688563,56,Back,4106688571,212,18.4,4106688573,213,0.9,4106688561,155,,4106688569,141,94.5,,,,a04wl977uhtaea8pztvmdag2d,Pablo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806885,15,1,1,2,2,6ttwlm6op92r4670oayg5md7h,0,41.5,94.5,2023-03-18T17:33:04.109Z,2023-04-01T07:18:48Z,4106688591,212,14.2,4106688587,141,75.1,4106688579,56,Back,4106688597,213,5.1,4106688583,140,46.6,4151359175,388,,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526302563,1597,67,1,2,3,2ry1fixv27p3xepazsxcuyoho,1,55.5,13.3,2023-03-18T17:33:05.380Z,2023-04-01T10:06:46Z,4151359655,233,927,,,,,,,,,,,,,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526302561,927,67,1,2,3,6ttwlm6op92r4670oayg5md7h,0,44.5,86.7,2023-03-18T17:33:05.381Z,2023-04-01T07:19:11Z,4151359661,233,1597,,,,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806865,29,8,1,2,3,2ry1fixv27p3xepazsxcuyoho,1,55.3,11.1,2023-03-18T17:33:05.392Z,2023-04-01T10:06:46Z,4106688551,56,Right,4115370833,385,,4151201457,178,,,,,,,,,,,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806921,16,50,1,2,5,6ttwlm6op92r4670oayg5md7h,1,39.6,86.4,2023-03-18T17:33:07.277Z,2023-04-01T05:26:50Z,4106688903,233,30,4106688801,286,,4106688799,56,Back,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806931,30,7,1,2,5,2ry1fixv27p3xepazsxcuyoho,0,60.4,13.6,2023-03-18T17:33:07.355Z,2023-04-01T05:26:54Z,4151201787,178,,4106688859,285,,4106688873,233,16,4106688857,56,Right,4115371057,385,,,,,,,,,,,bjprfeyv38xb284im3yuu3u21,A. Boupendza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806977,18,1,1,2,6,6ttwlm6op92r4670oayg5md7h,1,52.7,93,2023-03-18T17:33:08.637Z,2023-04-01T05:26:58Z,4106689055,56,Center,4151201963,178,,4106689057,140,58.8,4106689063,213,5.2,4106689061,212,14.1,4106689059,141,74.5,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
