id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2451798937,10,1,1,0,18,57jcqe38hakh2hfit2zsogsb,1,31.4,69.3,2022-08-27T18:00:49.173Z,2022-09-04T18:53:31Z,3736524067,141,94.1,3759014257,178,,3736524071,213,1.2,3736524069,212,18.2,3736524063,56,Back,3736524065,140,38.0,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451798971,11,1,1,0,21,57jcqe38hakh2hfit2zsogsb,1,35.9,91.7,2022-08-27T18:00:51.903Z,2022-09-04T18:53:40Z,3736524263,56,Back,3736524265,140,30.6,3736524269,212,33.5,3736524271,213,4.5,3736524267,141,43.1,3759014781,178,,3736524273,1,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799023,12,1,1,0,24,57jcqe38hakh2hfit2zsogsb,1,30.1,30.3,2022-08-27T18:00:54.957Z,2022-09-04T18:53:49Z,3736524497,56,Back,3736524505,213,5.2,3736524503,212,13.0,3736524499,140,35.9,3759015267,178,,3736524501,141,13.4,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799057,13,1,1,0,27,57jcqe38hakh2hfit2zsogsb,1,36.1,14.1,2022-08-27T18:00:57.865Z,2022-09-04T18:53:59Z,3759015869,178,,3736524627,212,23.3,3736524629,213,6.1,3736524621,56,Right,3736524625,141,7.4,3736524623,140,57.9,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799095,14,1,1,0,28,57jcqe38hakh2hfit2zsogsb,1,57.6,7.9,2022-08-27T18:00:59.258Z,2022-09-04T18:54:07Z,3736524807,213,2.6,3736524795,56,Right,3759016223,178,,3736524803,212,5.4,3736524797,140,53.1,3736524801,141,11.7,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799145,15,1,1,0,32,57jcqe38hakh2hfit2zsogsb,1,59.5,13.5,2022-08-27T18:01:02.810Z,2022-09-04T18:54:17Z,3736525047,213,5.3,3736525043,141,4.7,3736525045,212,7.0,3736525041,140,62.9,3736525039,56,Right,3759016715,178,,,,,,,,8h4z74vxc8qqbmwelwpo8oq5m,Ali Al Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799197,16,1,1,0,34,57jcqe38hakh2hfit2zsogsb,1,57.9,10.6,2022-08-27T18:01:04.512Z,2022-09-04T18:54:30Z,3759017351,178,,3736525357,141,22.8,3736525359,212,23.1,3736525361,213,2.8,3736525353,56,Back,3736525355,140,37.4,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799275,17,1,1,0,37,57jcqe38hakh2hfit2zsogsb,1,41.8,23.4,2022-08-27T18:01:08.215Z,2022-09-04T18:54:36Z,3736525857,140,38.3,3736525859,141,86.3,3736525865,1,,3736525863,213,1.7,3736525855,56,Back,3759017685,178,,3736525853,196,,3736525861,212,42.9,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799301,18,1,1,0,43,57jcqe38hakh2hfit2zsogsb,1,37.8,87.1,2022-08-27T18:01:14.331Z,2022-09-04T18:54:46Z,3736526047,213,0.5,3759018243,178,,3736526045,212,11.7,3736526043,141,95.7,3736526039,56,Back,3736526041,140,47.5,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799309,19,3,1,0,45,57jcqe38hakh2hfit2zsogsb,0,53.8,95.6,2022-08-27T18:01:15.940Z,2022-09-04T18:54:55Z,3736526087,286,,3759018709,178,,3744631767,465,,3736526085,56,Left,3736526411,233,3,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799357,3,7,1,0,45,2xl3g56k2mbuwdbre46s29vt4,0,46.2,4.4,2022-08-27T18:01:16.328Z,2022-09-04T18:55:08Z,3744631837,383,,3736526385,233,19,3759019337,178,,3736526351,285,,3736526349,56,Back,,,,,,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799363,20,61,1,0,45,57jcqe38hakh2hfit2zsogsb,1,53.6,96.6,2022-08-27T18:01:16.394Z,2022-09-04T18:55:18Z,3736526389,56,Left,3759019931,178,,,,,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799535,4,5,1,0,47,2xl3g56k2mbuwdbre46s29vt4,1,44.5,-1.3,2022-08-27T18:01:17.577Z,2022-09-04T18:55:31Z,3736527313,56,Back,3736527315,347,,3736527351,233,21,,,,,,,,,,,,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799377,21,5,1,0,47,57jcqe38hakh2hfit2zsogsb,0,55.5,101.3,2022-08-27T18:01:17.577Z,2022-09-04T18:55:31Z,3736527379,233,4,3736526469,56,Left,3736526471,347,,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799593,5,1,1,1,2,2xl3g56k2mbuwdbre46s29vt4,1,43.4,0,2022-08-27T18:01:32.782Z,2022-09-04T18:55:44Z,3736527647,56,Right,3736527649,140,69.5,3736527659,1,,3736527651,141,6.7,3736527655,213,0.2,3736527645,107,,3736527653,212,28.0,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862675,329,44,1,1,3,2xl3g56k2mbuwdbre46s29vt4,1,67.5,7.4,2022-08-27T18:01:34.236Z,2022-09-05T15:26:06Z,3736874453,286,,3736874449,56,Right,3736874479,233,481,,,,,,,,,,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451862641,481,44,1,1,3,57jcqe38hakh2hfit2zsogsb,0,32.5,92.6,2022-08-27T18:01:34.237Z,2022-09-04T18:57:03Z,3736874275,285,,3736874499,233,329,3736874273,56,Back,,,,,,,,,,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799661,6,1,1,1,3,2xl3g56k2mbuwdbre46s29vt4,0,69.5,6.7,2022-08-27T18:01:34.246Z,2022-09-05T15:26:06Z,3736528023,140,73.7,3736528025,141,5.0,3736528021,56,Right,3759023891,388,,3736528029,213,6.0,3736528019,168,,3736528027,212,4.6,3736528017,3,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799655,22,61,1,1,3,57jcqe38hakh2hfit2zsogsb,1,36.7,98,2022-08-27T18:01:34.261Z,2022-09-04T18:57:41Z,3736527985,56,Back,3759026233,15,,3759026235,388,,,,,,,,,,,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799717,7,5,1,1,5,2xl3g56k2mbuwdbre46s29vt4,1,70.8,-1.4,2022-08-27T18:01:36.066Z,2022-09-04T18:57:50Z,3736528309,233,23,3736528277,347,,3736528275,56,Right,,,,,,,,,,,,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799671,23,5,1,1,5,57jcqe38hakh2hfit2zsogsb,0,29.2,101.4,2022-08-27T18:01:36.066Z,2022-09-04T18:57:51Z,3736528331,233,7,3736528067,56,Back,3736528069,347,,,,,,,,,,,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799953,8,1,1,1,18,2xl3g56k2mbuwdbre46s29vt4,1,74,0,2022-08-27T18:01:49.270Z,2022-09-04T18:58:18Z,3736529407,140,73.8,3736529403,107,,3736529413,213,1.6,3736529405,56,Right,3736529411,212,8.5,3736529409,141,11.1,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799963,9,1,1,1,23,2xl3g56k2mbuwdbre46s29vt4,0,73.8,11.1,2022-08-27T18:01:54.112Z,2022-09-04T18:58:24Z,3736529459,213,5.6,3736529451,56,Right,3736529455,141,5.3,3736529453,140,78.8,3759029605,178,,3736529457,212,6.6,3744637797,155,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799969,24,61,1,1,24,57jcqe38hakh2hfit2zsogsb,1,24.5,96.3,2022-08-27T18:01:54.798Z,2022-09-04T18:58:40Z,3759030375,15,,3759030377,178,,3736529481,56,Back,,,,,,,,,,,,,,,,92qhzmz7bik9yiyhpt9fcvqzu,Khalid Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800005,10,1,1,1,25,2xl3g56k2mbuwdbre46s29vt4,0,79.6,5.3,2022-08-27T18:01:56.396Z,2022-09-04T18:58:53Z,3736529663,140,74.3,3736529665,141,11.9,3736529661,56,Right,3736529669,213,2.5,3759030729,178,,3736529667,212,7.1,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800039,25,49,1,1,27,57jcqe38hakh2hfit2zsogsb,1,27.5,96.5,2022-08-27T18:01:58.082Z,2022-09-04T18:59:05Z,,,,,,,,,,,,,,,,,,,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456318779,1102,67,1,1,27,57jcqe38hakh2hfit2zsogsb,1,26.6,95.3,2022-08-27T18:01:58.102Z,2022-09-05T15:26:06Z,3760638685,233,843,,,,,,,,,,,,,,,,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456318775,843,67,1,1,27,2xl3g56k2mbuwdbre46s29vt4,0,73.4,4.7,2022-08-27T18:01:58.103Z,2022-09-05T14:48:12Z,3760638691,233,1102,,,,,,,,,,,,,,,,,,,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800049,26,1,1,1,27,57jcqe38hakh2hfit2zsogsb,0,27.5,96.5,2022-08-27T18:01:58.137Z,2022-09-05T15:26:07Z,3736529901,56,Back,3736529909,212,9.1,3736529903,140,35.7,3736529913,213,0.3,3736529905,141,100.0,3759031773,178,,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800285,11,5,1,1,28,2xl3g56k2mbuwdbre46s29vt4,1,67.1,-0.9,2022-08-27T18:01:59.207Z,2022-09-04T18:59:12Z,3736530983,233,27,3736530977,347,,3736530975,56,Right,,,,,,,,,,,,,,,,2tuivjaotzbx9jv83wi7d5rrp,G. Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800057,27,5,1,1,28,57jcqe38hakh2hfit2zsogsb,0,32.9,100.9,2022-08-27T18:01:59.207Z,2022-09-04T18:59:12Z,3736531017,233,11,3736529939,347,,3736529937,56,Back,,,,,,,,,,,,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800313,12,1,1,1,42,2xl3g56k2mbuwdbre46s29vt4,1,69.9,0,2022-08-27T18:02:12.678Z,2022-09-04T18:59:19Z,3736531095,107,,3736531099,140,71.6,3736531101,141,5.0,3736531097,56,Right,3736531103,212,4.5,3736531105,213,1.2,,,,,,,84a84u8p0tc4v0rsnwjtdw8np,Hamad Al Jayzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800377,13,1,1,1,43,2xl3g56k2mbuwdbre46s29vt4,1,71.6,5,2022-08-27T18:02:13.592Z,2022-09-04T18:59:27Z,3759032817,178,,3736531387,213,0.6,3736531377,155,,3736531381,140,94.3,3736531379,56,Center,3736531383,141,26.7,3736531385,212,28.0,,,,ciw54ghi1jv1xb5dmtv558xjp,F. Fajr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800411,14,1,1,1,46,2xl3g56k2mbuwdbre46s29vt4,0,94.3,26.7,2022-08-27T18:02:17.124Z,2022-09-04T18:59:36Z,3736531535,212,6.9,3736531537,213,2.7,3736531525,56,Center,3736531533,141,31.0,3759033309,178,,3736531529,140,88.3,,,,,,,aotysrmw0ffmznm2u4ya487o5,J. Beauguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800499,28,8,1,1,47,57jcqe38hakh2hfit2zsogsb,1,13.8,70,2022-08-27T18:02:18.066Z,2022-09-04T18:59:53Z,3736531993,56,Back,3759034073,178,,3744639529,384,,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800539,29,4,1,1,48,57jcqe38hakh2hfit2zsogsb,1,9,68.6,2022-08-27T18:02:19.199Z,2022-09-04T19:00:18Z,3736532217,152,,3736532213,13,,3736532215,56,Back,3736532221,285,,3736532259,233,15,3736532219,265,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800535,15,4,1,1,48,2xl3g56k2mbuwdbre46s29vt4,0,91,31.4,2022-08-27T18:02:19.200Z,2022-09-04T19:00:17Z,3736532187,152,,3759034755,178,,3736532191,286,,3736532183,13,,3736532293,233,29,3736532185,56,Center,3736532189,265,,,,,a9xl33f68np358angkw5o606i,Yahya Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800781,30,1,1,2,0,57jcqe38hakh2hfit2zsogsb,1,7,71.4,2022-08-27T18:02:31.312Z,2022-09-04T19:00:22Z,3736533457,212,27.4,3736533447,5,,3759035721,178,,3736533455,141,31.5,3736533453,140,10.6,3736533449,152,,3736533459,213,4.9,3736533451,56,Back,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800865,31,1,1,2,7,57jcqe38hakh2hfit2zsogsb,1,27.2,32.8,2022-08-27T18:02:38.369Z,2022-09-04T19:00:28Z,3736533947,141,71.1,3759036207,178,,3736533949,212,26.0,3736533943,56,Back,3736533953,213,1.6,3736533945,140,27.7,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800889,32,1,1,2,10,57jcqe38hakh2hfit2zsogsb,1,26.1,72,2022-08-27T18:02:41.273Z,2022-09-04T19:00:35Z,3736534093,141,93.5,3759036565,178,,3736534095,212,16.7,3736534089,56,Back,3736534091,140,33.7,3736534097,213,1.1,,,,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800949,33,1,1,2,12,57jcqe38hakh2hfit2zsogsb,1,33.7,93.5,2022-08-27T18:02:42.807Z,2022-09-04T19:00:42Z,3736534401,141,76.4,3736534399,140,28.4,3736534403,212,12.9,3736534405,213,4.3,3759037003,178,,3736534397,56,Back,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800965,34,1,1,2,15,57jcqe38hakh2hfit2zsogsb,1,30.2,75.4,2022-08-27T18:02:45.981Z,2022-09-04T19:00:57Z,3736534517,141,27.1,3736534519,212,32.9,3736534521,213,4.7,3736534515,140,29.2,3759037467,178,,3736534523,1,,3736534513,56,Back,,,,drd86nrgxki1eobo3pam0jk5x,Abdullah Madu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800999,35,1,1,2,18,57jcqe38hakh2hfit2zsogsb,1,28.3,27.6,2022-08-27T18:02:49.032Z,2022-09-04T19:01:04Z,3736534757,56,Back,3736534767,212,15.2,3736534769,213,5.0,3736534761,140,33.0,3759038197,178,,3736534765,141,6.5,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
