id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist
2466574383,9,1,1,0,11,c9swyor08g9pedxpe3n321svu,1,53,90.9,2022-10-02T15:24:02.144Z,2022-10-08T17:44:08Z,3815129603,56,Back,3815129607,141,69.3,3815129609,212,31.4,3815129611,213,3.6,3815129605,140,26.6,3828808601,178,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574401,10,1,1,0,15,c9swyor08g9pedxpe3n321svu,1,26.6,69.3,2022-10-02T15:24:05.925Z,2022-10-08T17:44:18Z,3815129699,56,Back,3828809463,178,,3815129703,141,38.6,3815129707,213,4.7,3815129705,212,20.9,3815129701,140,25.5,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574425,11,1,1,0,17,c9swyor08g9pedxpe3n321svu,1,25.5,38.6,2022-10-02T15:24:08.641Z,2022-10-08T17:44:26Z,3815129843,140,6.6,3815129847,212,21.4,3815129845,141,50.4,3815129841,56,Back,3828810223,178,,3815129849,213,2.8,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574497,12,1,1,0,19,c9swyor08g9pedxpe3n321svu,1,6.6,50.4,2022-10-02T15:24:10.396Z,2022-10-08T17:44:51Z,3815130247,140,19.0,3815130249,141,68.7,3815130243,56,Back,3828812621,178,,3815130253,213,0.8,3815130251,212,18.0,,,,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574541,13,1,1,0,24,c9swyor08g9pedxpe3n321svu,1,22.8,80.8,2022-10-02T15:24:14.995Z,2022-10-08T17:44:56Z,3815130495,212,8.6,3815130493,141,90.9,3815130489,56,Back,3815130499,213,0.9,3828813133,178,,3815130491,140,27.8,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574571,14,1,1,0,26,c9swyor08g9pedxpe3n321svu,1,27.8,90.9,2022-10-02T15:24:17.636Z,2022-10-08T17:45:07Z,3828814609,178,,3815130651,56,Back,3815130657,212,3.8,3815130655,141,85.9,3815130659,213,5.2,3815130653,140,29.5,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574587,15,1,1,0,29,c9swyor08g9pedxpe3n321svu,1,29.5,85.9,2022-10-02T15:24:19.976Z,2022-10-08T17:45:13Z,3815130761,212,6.5,3815130755,56,Back,3828815091,178,,3815130763,213,1.4,3815130757,140,30.8,3815130759,141,95.3,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574625,16,1,1,0,31,c9swyor08g9pedxpe3n321svu,1,30.8,95.3,2022-10-02T15:24:22.042Z,2022-10-08T17:45:17Z,3815130977,56,Back,3815130979,140,29.4,3815130981,141,88.3,3815130983,212,5.0,3828815579,178,,3815130985,213,4.4,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574695,17,1,1,0,34,c9swyor08g9pedxpe3n321svu,1,29.6,79.4,2022-10-02T15:24:25.049Z,2022-10-08T17:45:26Z,3815131407,140,30.0,3815131415,212,12.5,3815131403,56,Back,3828816307,178,,3815131419,213,4.7,3815131411,141,61.1,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574705,18,1,1,0,36,c9swyor08g9pedxpe3n321svu,1,29.5,59.6,2022-10-02T15:24:27.150Z,2022-10-08T17:45:33Z,3828816899,178,,3815131499,140,56.4,3815131497,56,Left,3815131507,212,38.1,3815131501,141,97.1,3815131519,1,,3815131495,155,,3815131513,213,0.7,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467007591,905,61,1,0,38,c9swyor08g9pedxpe3n321svu,1,57.4,95.1,2022-10-02T15:24:29.127Z,2022-10-08T17:45:52Z,3828818903,15,,3817392877,56,Left,3828818905,388,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574723,3,5,1,0,39,o1iwuxbv233ayidxpibbxy59,1,40.4,-1.5,2022-10-02T15:24:29.724Z,2022-10-08T17:46:01Z,3815131579,347,,3815131575,56,Back,3815131589,233,19,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574711,19,5,1,0,39,c9swyor08g9pedxpe3n321svu,0,59.6,101.5,2022-10-02T15:24:29.724Z,2022-10-08T17:46:02Z,3815131639,233,3,3815131535,56,Left,3815131537,347,,,,,,,,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574921,4,1,1,0,52,o1iwuxbv233ayidxpibbxy59,1,40.1,0,2022-10-02T15:24:42.738Z,2022-10-08T17:46:06Z,3815132725,213,0.3,3815132715,107,,3815132727,1,,3815132721,141,9.4,3815132717,56,Right,3815132719,140,65.6,3815132723,212,27.7,,,,cpqq8bpr6j13okdcilmwyimtw,Abdulmalik Al Oyayari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574931,5,1,1,0,54,o1iwuxbv233ayidxpibbxy59,1,65.6,9.4,2022-10-02T15:24:45.477Z,2022-10-08T17:46:14Z,3815132803,141,16.5,3815132801,140,61.8,3815132807,213,2.3,3815132797,3,,3815132799,56,Right,3828821037,178,,3815132805,212,6.3,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574951,6,1,1,0,55,o1iwuxbv233ayidxpibbxy59,0,61.8,16.5,2022-10-02T15:24:46.397Z,2022-10-08T17:46:20Z,3815132985,212,14.3,3815132983,141,4.3,3828821531,388,,3815132977,3,,3815132981,140,72.9,3815132979,56,Right,3815132987,213,5.7,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574965,20,8,1,0,58,c9swyor08g9pedxpe3n321svu,1,26.8,90.6,2022-10-02T15:24:48.863Z,2022-10-08T17:46:28Z,3828822269,178,,3817393363,385,,3815133065,56,Back,,,,,,,,,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574989,21,1,1,0,59,c9swyor08g9pedxpe3n321svu,1,32.5,89.9,2022-10-02T15:24:50.002Z,2022-10-08T17:46:36Z,3815133215,213,4.9,3815133207,56,Back,3828823169,388,,3815133209,140,32.9,3815133211,141,85.6,3815133213,212,3.0,3815133205,3,,,,,27jg2mdzgw4bt7l4215hq12sq,Hamad Al Yami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466574997,22,1,1,1,0,c9swyor08g9pedxpe3n321svu,0,32.3,85.3,2022-10-02T15:24:51.164Z,2022-10-08T17:46:40Z,3815133265,212,2.8,3815133259,56,Back,3815133267,213,5.7,3815133261,140,34.6,3828823605,178,,3815133263,141,83.2,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575045,7,61,1,1,0,o1iwuxbv233ayidxpibbxy59,1,67.2,23.1,2022-10-02T15:24:51.453Z,2022-10-08T17:46:44Z,3828823951,178,,3815133533,56,Center,,,,,,,,,,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575027,23,1,1,1,1,c9swyor08g9pedxpe3n321svu,0,32.5,77.8,2022-10-02T15:24:51.947Z,2022-10-08T17:46:59Z,3815133417,213,4.5,3815133415,212,13.1,3815133411,140,29.7,3815133409,56,Back,3815133413,141,59.1,3828825283,178,,,,,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575069,8,49,1,1,3,o1iwuxbv233ayidxpibbxy59,1,73.7,38,2022-10-02T15:24:53.751Z,2022-10-08T17:47:08Z,,,,,,,,,,,,,,,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575075,9,1,1,1,4,o1iwuxbv233ayidxpibbxy59,0,73.7,38,2022-10-02T15:24:54.888Z,2022-10-08T17:47:16Z,3815133703,141,41.0,3828826989,178,,3815133707,213,0.2,3815133701,140,85.0,3815133699,56,Center,3815133705,212,12.0,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575081,24,49,1,1,4,c9swyor08g9pedxpe3n321svu,1,15.1,54.3,2022-10-02T15:24:55.663Z,2022-10-08T17:47:22Z,,,,,,,,,,,,,,,,,,,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575099,25,1,1,1,4,c9swyor08g9pedxpe3n321svu,1,15.1,54.3,2022-10-02T15:24:55.689Z,2022-10-08T17:47:28Z,3815133863,213,5.6,3815133855,141,49.0,3828828087,178,,3815133859,212,5.9,3815133851,56,Back,3815133853,140,19.6,,,,,,,574pdpfxal0lsopnsnz17ciqd,Mohammed Jahfali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575171,26,1,1,1,6,c9swyor08g9pedxpe3n321svu,1,19.6,49,2022-10-02T15:24:57.061Z,2022-10-08T17:47:34Z,3815134253,56,Back,3815134259,212,4.4,3815134257,141,55.2,3828828557,178,,3815134261,213,1.9,3815134255,140,18.3,,,,,,,dw77jbua2ppd6hru05mlhbetx,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575189,27,1,1,1,7,c9swyor08g9pedxpe3n321svu,1,17.9,57.7,2022-10-02T15:24:58.308Z,2022-10-08T17:47:43Z,3815134351,212,4.1,3828829345,178,,3815134345,56,Back,3815134353,213,0.8,3815134347,140,20.7,3815134349,141,62.0,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575209,28,1,1,1,8,c9swyor08g9pedxpe3n321svu,1,24.2,66.6,2022-10-02T15:24:59.447Z,2022-10-08T17:47:53Z,3815159359,212,30.4,3815159351,155,,3815159357,141,21.9,3828830347,178,,3815159353,56,Back,3815159355,140,25.2,3815159361,213,4.7,,,,2i9cy7dt9zn1jz96h61oo2m6t,Abdullah Otayf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575217,29,1,1,1,12,c9swyor08g9pedxpe3n321svu,0,21.8,16.3,2022-10-02T15:25:03.061Z,2022-10-08T17:49:01Z,3815165943,212,6.8,3828832475,178,,3815165939,140,28.3,3815165941,141,16.9,3815165945,213,0.1,3815165937,56,Back,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575187,10,61,1,1,12,o1iwuxbv233ayidxpibbxy59,1,71,84.4,2022-10-02T15:25:03.232Z,2022-10-08T17:49:15Z,3828837611,178,,3815134343,56,Left,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469573497,935,43,1,1,12,c9swyor08g9pedxpe3n321svu,1,0,0,2022-10-02T15:25:03.336Z,2022-10-09T11:53:46Z,3831214769,178,0,3831214901,144,82,,,,,,,,,,,,,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467009739,906,1,1,1,13,c9swyor08g9pedxpe3n321svu,0,31.1,11.8,2022-10-02T15:25:03.956Z,2022-10-08T17:49:25Z,3817407159,141,20.2,3828838623,178,,3817407157,140,43.6,3817407163,213,0.4,3817407155,56,Back,3817407161,212,14.3,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575221,11,49,1,1,14,o1iwuxbv233ayidxpibbxy59,1,66.6,86.5,2022-10-02T15:25:04.798Z,2022-10-08T17:49:33Z,,,,,,,,,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575233,12,50,1,1,15,o1iwuxbv233ayidxpibbxy59,1,71.1,92.4,2022-10-02T15:25:06.214Z,2022-10-08T17:49:43Z,3815134551,56,Left,3817412841,233,31,3815134553,286,,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575315,31,7,1,1,15,c9swyor08g9pedxpe3n321svu,1,28.9,7.6,2022-10-02T15:25:06.262Z,2022-10-08T17:49:47Z,3817407277,385,,3815135025,167,,3815135127,233,12,3828840543,178,,3815135027,56,Back,3815135029,285,,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575225,30,43,1,1,15,c9swyor08g9pedxpe3n321svu,1,0,0,2022-10-02T15:25:06.359Z,2022-10-02T15:33:44Z,3815177533,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575269,13,5,1,1,16,o1iwuxbv233ayidxpibbxy59,1,69.6,102,2022-10-02T15:25:07.548Z,2022-10-08T17:49:51Z,3815134765,347,,3815134763,56,Left,3815135167,233,32,,,,,,,,,,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575325,32,5,1,1,16,c9swyor08g9pedxpe3n321svu,0,30.4,-2,2022-10-02T15:25:07.548Z,2022-10-08T17:49:51Z,3815135067,347,,3815135061,56,Back,3815135235,233,13,,,,,,,,,,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575433,14,1,1,1,23,o1iwuxbv233ayidxpibbxy59,1,65,100,2022-10-02T15:25:13.987Z,2022-10-08T17:49:57Z,3815135651,213,3.5,3815135643,140,55.6,3815135637,107,,3815135649,212,10.6,3815135647,141,95.1,3815135639,56,Left,,,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575451,15,1,1,1,25,o1iwuxbv233ayidxpibbxy59,0,56.1,92,2022-10-02T15:25:16.618Z,2022-10-08T17:50:06Z,3815135737,141,69.6,3815135741,213,4.9,3815135739,212,15.4,3815135733,56,Center,3815135735,140,58.5,3828842007,178,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469574465,936,67,1,1,27,c9swyor08g9pedxpe3n321svu,1,41.2,31.8,2022-10-02T15:25:17.781Z,2022-10-09T12:46:43Z,3831219075,233,762,,,,,,,,,,,,,,,,,,,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469574463,762,67,1,1,27,o1iwuxbv233ayidxpibbxy59,0,58.8,68.2,2022-10-02T15:25:17.782Z,2022-10-09T11:55:23Z,3831219111,233,936,,,,,,,,,,,,,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575427,33,8,1,1,27,c9swyor08g9pedxpe3n321svu,1,44.8,31.5,2022-10-02T15:25:17.790Z,2022-10-09T12:46:44Z,3815135623,56,Back,3817407371,384,,3828843149,178,,,,,,,,,,,,,,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575455,34,49,1,1,28,c9swyor08g9pedxpe3n321svu,1,40.9,33,2022-10-02T15:25:18.907Z,2022-10-08T17:50:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dw77jbua2ppd6hru05mlhbetx,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575527,35,1,1,1,29,c9swyor08g9pedxpe3n321svu,0,41.4,34,2022-10-02T15:25:20.156Z,2022-10-08T17:50:40Z,3815136107,56,Center,3815136121,1,,3828844563,178,,3815136117,212,52.4,3815136115,141,67.9,3815136111,140,86.2,3815136103,155,,3815136119,213,0.5,dw77jbua2ppd6hru05mlhbetx,Matheus Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466575521,16,61,1,1,32,o1iwuxbv233ayidxpibbxy59,0,22.4,31.8,2022-10-02T15:25:22.864Z,2022-10-08T17:50:52Z,3828845301,178,,3815136075,56,Back,,,,,,,,,,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
