id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2496734915,3,44,1,0,14,aekjg4wbxaixtwu4aicmiju92,0,60,13,2023-01-12T12:30:43.996Z,2023-01-14T10:31:08Z,3974502253,286,,3974502341,233,8,3974502251,56,Right,,,,,,,,,,,,,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734921,9,1,1,0,14,7dkxxicrwn77jpdfkwpnlnnyn,0,40.4,90.6,2023-01-12T12:30:44.061Z,2023-01-14T12:32:30Z,3974502275,3,,3974502283,212,4.8,3974502277,56,Back,3976329449,388,,3974502281,141,93.5,3974502279,140,36.2,3974502285,213,2.7,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496741215,505,50,1,0,16,aekjg4wbxaixtwu4aicmiju92,1,67.1,3.6,2023-01-12T12:30:46.798Z,2023-01-14T10:31:19Z,3974537109,233,491,3974537025,286,,3974537023,56,Right,,,,,,,,,,,,,,,,chedaa8t6qan96a525uhvo8wk,Ali Salah Al Jassem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496741159,491,7,1,0,17,7dkxxicrwn77jpdfkwpnlnnyn,0,32.9,96.4,2023-01-12T12:30:46.907Z,2023-01-14T10:31:25Z,3974537095,233,505,3974536813,285,,3975279841,383,,3974536723,56,Back,3976329677,178,,,,,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734923,4,49,1,0,17,aekjg4wbxaixtwu4aicmiju92,1,64.2,6.5,2023-01-12T12:30:47.297Z,2023-01-14T10:31:33Z,,,,,,,,,,,,,,,,,,,,,,,,,chedaa8t6qan96a525uhvo8wk,Ali Salah Al Jassem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734925,5,43,1,0,17,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-01-12T12:30:47.699Z,2023-01-12T12:30:52Z,3974502305,144,49,,,,,,,,,,,,,,,,,,,,,,cee8klv6kur6xp1v57uikihg5,S. Bendebka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734927,6,1,1,0,18,aekjg4wbxaixtwu4aicmiju92,0,63.4,4.6,2023-01-12T12:30:48.254Z,2023-01-14T10:31:38Z,3974502317,286,,3974502291,141,5.6,3974502293,212,2.3,3974502313,233,10,3974502311,236,,3974502289,140,61.3,3976329959,178,,3974502295,213,2.8,chedaa8t6qan96a525uhvo8wk,Ali Salah Al Jassem,3974502287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734931,10,74,1,0,18,7dkxxicrwn77jpdfkwpnlnnyn,1,37.6,96.5,2023-01-12T12:30:48.366Z,2023-01-14T10:31:42Z,3974502323,233,6,3974502309,285,,3976330053,178,,3974502307,56,Back,,,,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734929,7,5,1,0,20,aekjg4wbxaixtwu4aicmiju92,1,62.6,-1.8,2023-01-12T12:30:50.254Z,2023-01-14T10:31:45Z,3974502327,233,11,3974502301,347,,3974502299,56,Right,,,,,,,,,,,,,,,,chedaa8t6qan96a525uhvo8wk,Ali Salah Al Jassem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734933,11,5,1,0,20,7dkxxicrwn77jpdfkwpnlnnyn,0,37.4,101.8,2023-01-12T12:30:50.254Z,2023-01-14T10:31:44Z,3974502331,233,7,3974502321,347,,3974502319,56,Back,,,,,,,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734935,8,1,1,0,27,aekjg4wbxaixtwu4aicmiju92,1,66.6,0,2023-01-12T12:30:57.632Z,2023-01-14T10:31:50Z,3974502353,141,7.4,3974502351,140,53.1,3974502349,56,Right,3974502355,212,15.4,3974502357,213,2.7,3974502347,107,,,,,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734937,9,1,1,0,30,aekjg4wbxaixtwu4aicmiju92,1,51.5,9.5,2023-01-12T12:30:59.905Z,2023-01-14T10:31:54Z,3974502367,56,Back,3974502375,213,1.8,3976330377,178,,3974502369,140,47.7,3974502373,212,22.2,3974502371,141,41.6,,,,,,,eznzwuryd9khv90y1it9dey1h,Ammar Al Duhaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734939,10,1,1,0,34,aekjg4wbxaixtwu4aicmiju92,0,53,32.5,2023-01-12T12:31:04.711Z,2023-01-14T10:31:58Z,3974502379,155,,3974502385,141,27.6,3974502387,212,24.1,3974502381,56,Center,3974502389,213,6.1,3976330427,178,,3974502383,140,75.7,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734941,12,1,1,0,36,7dkxxicrwn77jpdfkwpnlnnyn,1,25.3,71.8,2023-01-12T12:31:06.202Z,2023-01-19T07:22:21Z,3984338177,388,,3974502395,140,37.1,3974502397,141,67.6,3974502401,213,6.1,3974502399,212,12.7,3974502393,56,Back,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496738907,403,49,1,0,37,7dkxxicrwn77jpdfkwpnlnnyn,1,34.8,62.7,2023-01-12T12:31:07.735Z,2023-01-14T10:32:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498592107,1663,83,1,0,38,aekjg4wbxaixtwu4aicmiju92,1,64.6,33.3,2023-01-12T12:31:08.334Z,2023-01-19T07:26:06Z,3984339591,399,197721,,,,,,,,,,,,,,,,,,,,,,cee8klv6kur6xp1v57uikihg5,S. Bendebka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734943,13,61,1,0,38,7dkxxicrwn77jpdfkwpnlnnyn,0,37.2,67.6,2023-01-12T12:31:08.377Z,2023-01-19T07:25:45Z,3974502405,56,Back,3976330891,178,,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496881219,897,3,1,0,39,aekjg4wbxaixtwu4aicmiju92,0,63.1,41.5,2023-01-12T12:31:09.621Z,2023-01-14T10:32:27Z,3975281927,286,,3975281931,467,6q8kbaw3h6n77ekwl6fr0e9qt,3975281925,56,Center,3975281929,464,,3976331261,178,,,,,,,,,,,6w77bixcwoy3qlg568od8wr9,Majed Kanabah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734949,12,4,1,0,40,aekjg4wbxaixtwu4aicmiju92,1,60.4,29.8,2023-01-12T12:31:09.838Z,2023-01-14T10:32:32Z,3974502443,233,14,3974502437,265,,3974502435,152,,3974502431,13,,3974502433,56,Center,3974502439,286,,,,,,,,6w77bixcwoy3qlg568od8wr9,Majed Kanabah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734947,14,4,1,0,40,7dkxxicrwn77jpdfkwpnlnnyn,0,39.6,70.2,2023-01-12T12:31:09.839Z,2023-01-14T10:32:32Z,3974502447,233,12,3974502427,265,,3974502425,152,,3974502429,285,,3974502423,56,Back,3976331407,178,,3974502421,13,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734945,11,43,1,0,40,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-01-12T12:31:09.970Z,2023-01-12T13:50:14Z,3974502407,56,Center,3974502415,213,3.8,3974502413,212,4.6,3974502409,140,62.7,3974537525,144,1,3974502411,141,32.2,,,,,,,cee8klv6kur6xp1v57uikihg5,S. Bendebka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734955,13,1,1,0,48,aekjg4wbxaixtwu4aicmiju92,1,58.7,31.2,2023-01-12T12:31:18.128Z,2023-01-14T10:32:34Z,3974537615,189,,3974502459,152,,3974502465,141,43.6,3974502457,5,,3976331455,178,,3974502467,212,8.7,3974502463,140,56.7,3974502469,213,1.8,6w77bixcwoy3qlg568od8wr9,Majed Kanabah,3974502461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734959,14,1,1,0,50,aekjg4wbxaixtwu4aicmiju92,1,56.7,47.9,2023-01-12T12:31:20.173Z,2023-01-14T10:32:40Z,3974502495,212,15.5,3974502497,213,0.7,3974502489,56,Center,3974502493,141,63.0,3976331615,178,,3974502491,140,67.8,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734963,15,1,1,0,51,aekjg4wbxaixtwu4aicmiju92,1,66.6,62.1,2023-01-12T12:31:21.042Z,2023-01-14T10:32:46Z,3974502519,141,63.1,3976331775,178,,3974502515,56,Center,3974502517,140,50.4,3974502521,212,17.0,3974502523,213,3.1,,,,,,,etvu2javyjbzekaw2ro994iqd,Housain Al Moqahwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734965,16,1,1,0,53,aekjg4wbxaixtwu4aicmiju92,1,50.2,62.9,2023-01-12T12:31:23.037Z,2023-01-14T10:32:56Z,3974502527,56,Back,3974502531,141,45.1,3974502533,212,13.2,3976332053,178,,3974502529,140,45.3,3974502535,213,4.3,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734967,17,1,1,0,55,aekjg4wbxaixtwu4aicmiju92,0,46.6,40.3,2023-01-12T12:31:25.506Z,2023-01-14T10:33:02Z,3974502549,213,6.1,3974502543,140,74.7,3974502541,56,Center,3976332273,178,,3974502545,141,34.3,3974502547,212,29.8,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496881349,745,49,1,0,56,7dkxxicrwn77jpdfkwpnlnnyn,1,33.7,57.3,2023-01-12T12:31:26.675Z,2023-01-14T10:33:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734971,15,1,1,0,56,7dkxxicrwn77jpdfkwpnlnnyn,0,30.5,66.9,2023-01-12T12:31:26.718Z,2023-01-14T10:33:12Z,3974502571,140,43.6,3976332549,178,,3974502573,141,32.7,3974502569,56,Back,3974502579,1,,3974502567,157,,3974502577,213,5.2,3974502575,212,27.0,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496881421,898,49,1,0,59,aekjg4wbxaixtwu4aicmiju92,1,58.8,76.9,2023-01-12T12:31:29.305Z,2023-01-14T10:33:21Z,,,,,,,,,,,,,,,,,,,,,,,,,etvu2javyjbzekaw2ro994iqd,Housain Al Moqahwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734975,18,1,1,0,59,aekjg4wbxaixtwu4aicmiju92,1,57.4,67.6,2023-01-12T12:31:29.374Z,2023-01-14T10:33:26Z,3974502599,140,45.4,3974502605,213,3.2,3974502595,3,,3974502597,56,Back,3974502601,141,67.2,3976332995,178,,3974502603,212,12.6,,,,etvu2javyjbzekaw2ro994iqd,Housain Al Moqahwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734987,19,1,1,1,4,aekjg4wbxaixtwu4aicmiju92,0,48,65.5,2023-01-12T12:31:34.077Z,2023-01-14T10:33:32Z,3974502661,140,100.0,3974502669,1,,3974502657,155,,3974502663,141,22.7,3974502665,212,62.9,3976333135,178,,3974502667,213,5.8,3974502659,56,Center,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734991,16,5,1,1,8,7dkxxicrwn77jpdfkwpnlnnyn,1,-1.2,76.4,2023-01-12T12:31:38.584Z,2023-01-14T10:33:37Z,3974502675,56,Back,3974502677,346,,3974502679,233,20,,,,,,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496734989,20,5,1,1,8,aekjg4wbxaixtwu4aicmiju92,0,101.2,23.6,2023-01-12T12:31:38.584Z,2023-01-14T10:33:38Z,3974502671,56,Center,3974502685,233,16,3974502673,346,,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735005,17,1,1,1,18,7dkxxicrwn77jpdfkwpnlnnyn,1,4.7,55.5,2023-01-12T12:31:48.741Z,2023-01-14T10:33:42Z,3974502739,213,1.2,3974502733,140,9.6,3974502731,56,Back,3974502737,212,15.9,3974502735,141,77.6,3974502743,237,,3974502729,124,,,,,77988i6l4je97ycm9rthdims5,Paulo Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735007,18,1,1,1,23,7dkxxicrwn77jpdfkwpnlnnyn,1,25.5,89.6,2023-01-12T12:31:53.675Z,2023-01-14T10:33:46Z,3974502749,141,83.9,3974502751,212,18.1,3974502753,213,6.1,3974502745,56,Back,3974502747,140,42.3,3976333577,178,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735013,19,1,1,1,25,7dkxxicrwn77jpdfkwpnlnnyn,1,42.3,83.9,2023-01-12T12:31:55.026Z,2023-01-14T10:33:55Z,3974502779,212,6.4,3976333785,178,,3974502773,56,Back,3974502775,140,41.4,3974502777,141,93.2,3974502781,213,1.7,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735017,20,1,1,1,26,7dkxxicrwn77jpdfkwpnlnnyn,0,40.5,94.4,2023-01-12T12:31:56.488Z,2023-01-14T10:33:59Z,3974502801,286,,3974502785,56,Back,3974502797,233,21,3974502791,212,0.6,3974502793,213,4.7,3976333885,178,,3974502795,236,,3974502787,140,40.5,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,3974502789,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735011,21,74,1,1,26,aekjg4wbxaixtwu4aicmiju92,1,57.7,11,2023-01-12T12:31:56.626Z,2023-01-14T10:34:02Z,3976333945,178,,3974502769,56,Right,3974502771,285,,3974502805,233,20,,,,,,,,,,,,,6w77bixcwoy3qlg568od8wr9,Majed Kanabah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735019,21,61,1,1,27,7dkxxicrwn77jpdfkwpnlnnyn,1,40.5,94.7,2023-01-12T12:31:56.835Z,2023-01-14T10:34:18Z,3976334367,178,,3974502807,56,Back,,,,,,,,,,,,,,,,,,,d597taqcmedln0e50xgdyt8gk,Sanousi Al Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735015,22,49,1,1,27,aekjg4wbxaixtwu4aicmiju92,1,58.2,5,2023-01-12T12:31:57.466Z,2023-01-14T10:34:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6w77bixcwoy3qlg568od8wr9,Majed Kanabah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735023,23,1,1,1,30,aekjg4wbxaixtwu4aicmiju92,1,46,5.9,2023-01-12T12:32:00.383Z,2023-01-14T10:34:29Z,3974502821,56,Back,3974502829,213,2.6,3974502823,140,22.2,3976334807,178,,3974502827,212,29.6,3974502825,141,29.2,,,,,,,6w77bixcwoy3qlg568od8wr9,Majed Kanabah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735027,24,1,1,1,34,aekjg4wbxaixtwu4aicmiju92,1,22.1,29.2,2023-01-12T12:32:04.088Z,2023-01-14T10:34:33Z,3974502847,56,Back,3974502855,213,5.1,3974502851,141,12.5,3974502849,140,26.0,3976334903,178,,3974502853,212,12.1,,,,,,,jzdzefumhn1ch49i21rc2385,Mustafa Malayekah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496735031,25,1,1,1,36,aekjg4wbxaixtwu4aicmiju92,1,26.5,15.9,2023-01-12T12:32:06.643Z,2023-01-14T10:34:37Z,3974502877,212,11.8,3974502875,141,27.7,3976335011,178,,3974502879,213,0.8,3974502873,140,34.7,3974502871,56,Back,,,,,,,eznzwuryd9khv90y1it9dey1h,Ammar Al Duhaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
