id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2507726829,9,1,1,0,17,2ry1fixv27p3xepazsxcuyoho,1,37.1,34.4,2023-02-14T15:00:35.759Z,2023-03-03T06:40:47Z,4032223549,56,Back,4032223553,141,57.3,4032223555,212,17.7,4032223551,140,29.1,4067657391,178,,4032223557,213,2.1,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726841,10,1,1,0,20,2ry1fixv27p3xepazsxcuyoho,1,32,55.8,2023-02-14T15:00:39.364Z,2023-03-03T06:40:50Z,4032223621,56,Right,4032223629,213,5.5,4032223631,1,,4032223627,212,40.9,4032223625,141,13.6,4032223623,140,59.8,4067657417,178,,4032223619,155,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726845,11,1,1,0,22,2ry1fixv27p3xepazsxcuyoho,1,59.4,13.2,2023-02-14T15:00:41.165Z,2023-03-03T06:40:54Z,4032223659,212,10.1,4032223651,140,66.8,4067657451,178,,4032223655,141,3.8,4032223663,213,5.6,4032223647,56,Right,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726865,12,1,1,0,27,2ry1fixv27p3xepazsxcuyoho,0,75.3,18.4,2023-02-14T15:00:46.435Z,2023-03-03T07:33:11Z,4032223745,213,1.0,4032223743,212,30.0,4032223739,140,89.6,4032223737,56,Center,4037244685,225,,4032223741,141,56.6,4032223733,2,,4037244687,387,,f33frpvsvjp7a8od35j7oxjh1,Fawaz Al Saqour,4032223735,155,4067657481,178,4037244689,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726861,3,4,1,0,29,d47tf49ishm9qnfd8zyc8wv0j,1,10.1,44.4,2023-02-14T15:00:48.559Z,2023-03-03T06:41:05Z,4032223847,294,,4032223721,285,,4032223849,152,,4032223915,233,14,4032223719,56,Back,4032223845,13,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726897,14,4,1,0,29,2ry1fixv27p3xepazsxcuyoho,0,89.9,55.6,2023-02-14T15:00:48.560Z,2023-03-03T06:41:04Z,4032223913,286,,4032223905,13,,4032223911,152,,4032223907,294,,4032223919,233,3,4067657563,388,,4032223909,56,Center,,,,bdtfe5xkr2grbxqkgpntbypjp,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726895,13,43,1,0,30,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-02-14T15:00:49.498Z,2023-02-14T15:01:00Z,4032223899,286,0,4032223927,144,44,4032223897,56,Center,,,,,,,,,,,,,,,,bdtfe5xkr2grbxqkgpntbypjp,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726945,4,1,1,0,55,d47tf49ishm9qnfd8zyc8wv0j,1,5,48.4,2023-02-14T15:01:14.144Z,2023-03-03T06:41:08Z,4032224113,140,8.6,4032224115,141,72.9,4067657619,178,,4032224117,212,17.1,4032224109,152,,4032224119,213,1.3,4032224111,56,Back,4032224107,5,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726953,5,1,1,0,59,d47tf49ishm9qnfd8zyc8wv0j,1,12.2,79.8,2023-02-14T15:01:18.416Z,2023-03-03T06:41:13Z,4032224171,1,,4032224165,141,81.6,4032224163,140,44.0,4067657671,178,,4032224169,213,0.0,4032224161,56,Back,4032224167,212,33.4,4032224159,155,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726963,6,1,1,1,1,d47tf49ishm9qnfd8zyc8wv0j,1,44,81.6,2023-02-14T15:01:20.493Z,2023-03-03T06:41:18Z,4067657699,388,,4032224221,212,15.6,4032224215,56,Back,4037246275,3,,4032224217,140,47.4,4032224223,213,4.9,4032224219,141,59.3,,,,17rl734wbbzbxvj33id7j9l62,Abdulfattah Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726971,7,1,1,1,3,d47tf49ishm9qnfd8zyc8wv0j,1,47.4,58.7,2023-02-14T15:01:22.218Z,2023-03-03T06:41:21Z,4032224271,141,47.6,4032224269,140,53.2,4032224275,213,5.4,4032224273,212,9.7,4032224267,56,Center,4067657735,178,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726975,8,1,1,1,5,d47tf49ishm9qnfd8zyc8wv0j,1,54.4,46.6,2023-02-14T15:01:23.815Z,2023-03-03T06:41:25Z,4032224297,212,15.0,4067657769,178,,4032224291,56,Center,4032224299,213,5.3,4032224295,141,28.3,4032224293,140,62.3,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726981,9,1,1,1,8,d47tf49ishm9qnfd8zyc8wv0j,1,62.3,28.3,2023-02-14T15:01:27.044Z,2023-03-03T06:41:31Z,4067657827,178,,4032224311,56,Center,4032224319,212,6.1,4032224315,141,35.6,4032224313,140,59.0,4032224321,213,2.2,,,,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726983,10,1,1,1,8,d47tf49ishm9qnfd8zyc8wv0j,1,59,35.6,2023-02-14T15:01:27.495Z,2023-03-03T06:41:37Z,4067657905,178,,4032224335,56,Right,4032224341,212,20.9,4032224337,140,61.8,4032224339,141,5.2,4032224343,213,4.9,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726993,11,1,1,1,10,d47tf49ishm9qnfd8zyc8wv0j,1,61.8,5.2,2023-02-14T15:01:28.863Z,2023-03-03T06:41:42Z,4032224393,213,2.5,4032224385,56,Right,4067657955,178,,4032224389,141,12.7,4032224391,212,8.2,4032224387,140,55.7,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507726995,12,1,1,1,11,d47tf49ishm9qnfd8zyc8wv0j,1,55.7,12.7,2023-02-14T15:01:29.841Z,2023-03-03T06:41:44Z,4067657999,178,,4032224407,213,5.2,4032224401,140,58.9,4032224403,141,3.5,4032224399,56,Right,4032224405,212,7.1,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727023,13,1,1,1,13,d47tf49ishm9qnfd8zyc8wv0j,1,59.9,4.3,2023-02-14T15:01:31.862Z,2023-03-03T06:41:48Z,4067658031,178,,4032224567,140,95.5,4032224573,213,0.0,4032224569,141,5.0,4032224575,1,,4032224565,56,Right,4032224571,212,37.4,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727025,15,4,1,1,17,2ry1fixv27p3xepazsxcuyoho,1,5.6,95.8,2023-02-14T15:01:35.851Z,2023-03-03T06:41:51Z,4032224623,233,14,4032224579,13,,4032224581,294,,4032224587,285,,4032224585,152,,4032224583,56,Back,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727029,14,4,1,1,17,d47tf49ishm9qnfd8zyc8wv0j,0,94.4,4.2,2023-02-14T15:01:35.852Z,2023-03-03T06:41:51Z,4032224605,294,,4032224603,13,,4032224627,233,15,4032224609,152,,4067658089,178,,4032224611,286,,4032224607,56,Right,,,,6msbre1fcjcrvqyzoozo43sb8,Nawaf Al Saadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727075,16,1,1,1,28,2ry1fixv27p3xepazsxcuyoho,1,8.8,86.1,2023-02-14T15:01:47.008Z,2023-03-03T06:41:53Z,4032226097,189,,4032224819,152,,4032224825,141,54.2,4032224817,5,,4032224823,140,2.3,4032224827,212,22.7,4067658123,178,,4032224821,56,Back,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,4032224829,213,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727077,17,1,1,1,30,2ry1fixv27p3xepazsxcuyoho,1,3.3,48.5,2023-02-14T15:01:49.326Z,2023-03-03T06:41:58Z,4032224841,141,27.1,4032224845,213,5.2,4067658163,178,,4032224843,212,16.2,4032224839,140,10.0,4032224837,56,Back,,,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727363,32,43,1,1,34,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-02-14T15:01:52.899Z,2023-02-14T15:50:22Z,4032226275,56,Back,4032226283,213,4.4,4032226277,140,3.5,4032226281,212,12.7,4032226279,141,65.6,4032265233,144,1,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727081,18,1,1,1,34,2ry1fixv27p3xepazsxcuyoho,0,10.1,28.9,2023-02-14T15:01:53.538Z,2023-03-03T06:42:02Z,4032224855,155,,4032224863,212,40.7,4032224865,213,0.8,4032224859,140,37.7,4032224867,1,,4067658219,178,,4032224857,56,Back,4032224861,141,71.0,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727091,15,1,1,1,37,d47tf49ishm9qnfd8zyc8wv0j,0,58.3,31.7,2023-02-14T15:01:55.982Z,2023-03-03T06:42:08Z,4032224905,56,Center,4067658295,178,,4037248485,155,,4032224913,213,0.3,4032224909,141,40.0,4032224907,140,75.5,4032224911,212,18.9,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727093,19,1,1,1,39,2ry1fixv27p3xepazsxcuyoho,1,23.9,64.2,2023-02-14T15:01:57.772Z,2023-03-03T06:42:10Z,4032224933,212,24.4,4032224935,213,0.3,4067658319,178,,4032224927,56,Back,4032224929,140,46.0,4032265281,155,,4032224931,141,75.2,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507734775,416,1,1,1,40,2ry1fixv27p3xepazsxcuyoho,1,46.2,67.5,2023-02-14T15:01:59.049Z,2023-03-03T06:42:13Z,4032265425,56,Back,4032265433,213,2.1,4067658341,178,,4032265431,212,8.3,4032265429,141,77.9,4032265427,140,42.1,,,,,,,93ysty1r8uw717axrz77q88ut,Santi Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727095,20,50,1,1,42,2ry1fixv27p3xepazsxcuyoho,1,38.8,80,2023-02-14T15:02:01.110Z,2023-03-03T06:42:17Z,4032224981,233,16,4032224941,286,,4032224939,56,Back,,,,,,,,,,,,,,,,bdtfe5xkr2grbxqkgpntbypjp,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727097,16,7,1,1,42,d47tf49ishm9qnfd8zyc8wv0j,1,61.2,20,2023-02-14T15:02:01.216Z,2023-03-03T06:42:20Z,4037249163,384,,4032224947,233,20,4032224943,56,Right,4032224945,285,,4067658407,178,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507734783,417,43,1,1,43,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-02-14T15:02:01.689Z,2023-02-17T14:18:45Z,4037249507,144,61,4032265457,56,Back,,,,,,,,,,,,,,,,,,,bdtfe5xkr2grbxqkgpntbypjp,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727099,17,49,1,1,43,d47tf49ishm9qnfd8zyc8wv0j,1,64.7,34.7,2023-02-14T15:02:02.184Z,2023-03-03T06:42:24Z,,,,,,,,,,,,,,,,,,,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727107,18,1,1,1,43,d47tf49ishm9qnfd8zyc8wv0j,0,64.7,34.7,2023-02-14T15:02:02.505Z,2023-03-03T06:42:27Z,4032225001,140,71.9,4032225005,212,8.4,4032225003,141,29.2,4032224999,56,Center,4067658505,178,,4032225007,213,5.8,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507734797,418,61,1,1,44,2ry1fixv27p3xepazsxcuyoho,1,31.8,74.4,2023-02-14T15:02:03.271Z,2023-03-03T06:43:22Z,4067658545,178,,4032265541,56,Back,,,,,,,,,,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727125,21,49,1,1,46,2ry1fixv27p3xepazsxcuyoho,1,23.3,72.2,2023-02-14T15:02:05.068Z,2023-03-03T06:43:33Z,,,,,,,,,,,,,,,,,,,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727131,22,1,1,1,48,2ry1fixv27p3xepazsxcuyoho,1,23.3,72.2,2023-02-14T15:02:07.021Z,2023-03-03T06:43:38Z,4032225101,212,22.6,4032225099,141,48.1,4032225097,140,8.5,4067659215,178,,4032225103,213,4.0,4032225095,56,Back,,,,,,,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727141,23,1,1,1,53,2ry1fixv27p3xepazsxcuyoho,1,9.8,44.2,2023-02-14T15:02:12.145Z,2023-03-03T06:43:41Z,4032225149,141,7.7,4032225153,213,5.4,4032225147,140,27.7,4032225145,56,Back,4032225151,212,31.1,4067659259,178,,,,,,,,86gtnji8gzd7t05si9bzdhcyd,Kim Seung-Gyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727153,24,1,1,1,57,2ry1fixv27p3xepazsxcuyoho,1,20.4,12.8,2023-02-14T15:02:15.707Z,2023-03-03T06:43:44Z,4032225221,141,19.4,4032225219,140,35.3,4032225223,212,16.3,4067659277,178,,4032225225,213,0.3,4032225217,56,Back,,,,,,,8sllxmpst47s6c46fgtv1q47p,G. Krychowiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727159,25,1,1,1,58,2ry1fixv27p3xepazsxcuyoho,1,35.3,19.1,2023-02-14T15:02:16.894Z,2023-03-03T06:43:49Z,4067659333,178,,4032225263,168,,4032225265,56,Back,4032225271,212,9.3,4032225267,140,40.5,4032225273,213,0.9,4032225269,141,30.2,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727161,26,1,1,1,59,2ry1fixv27p3xepazsxcuyoho,1,38.6,21.7,2023-02-14T15:02:18.649Z,2023-03-03T07:04:27Z,4067670339,178,,4032265671,212,12.8,4032265665,56,Back,4032265673,213,1.8,4032265669,141,40.0,4032265667,140,35.8,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727177,28,1,1,2,5,2ry1fixv27p3xepazsxcuyoho,1,54.1,47.5,2023-02-14T15:02:23.924Z,2023-03-03T07:04:29Z,4032225345,140,67.4,4067670361,178,,4032225351,213,0.3,4032225343,56,Center,4032225347,141,54.0,4032225349,212,14.6,,,,,,,68cm9uvlgmi1q5xfki3g31i39,É. Banega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727179,29,1,1,2,6,2ry1fixv27p3xepazsxcuyoho,0,68.8,55.1,2023-02-14T15:02:25.254Z,2023-03-03T07:04:32Z,4032225359,141,63.5,4032225361,212,11.5,4032225357,140,78.3,4032225355,56,Center,4067670399,178,,4032225363,213,0.5,,,,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727175,19,49,1,2,7,d47tf49ishm9qnfd8zyc8wv0j,1,20.4,31.9,2023-02-14T15:02:26.508Z,2023-03-03T07:04:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727181,20,1,1,2,9,d47tf49ishm9qnfd8zyc8wv0j,1,20.4,31.9,2023-02-14T15:02:27.731Z,2023-03-03T07:04:39Z,4067670459,178,,4032225377,141,41.2,4032225381,213,2.7,4032225379,212,14.2,4032225375,140,8.3,4032225373,56,Back,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507727187,21,1,1,2,10,d47tf49ishm9qnfd8zyc8wv0j,1,8.3,41.2,2023-02-14T15:02:29.021Z,2023-03-03T07:04:47Z,4032225439,212,26.2,4032225443,1,,4032225431,157,,4032225437,141,6.2,4032225435,140,18.8,4067670491,178,,4032225441,213,5.1,4032225433,56,Back,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
