id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2472232719,9,1,1,0,12,c9swyor08g9pedxpe3n321svu,1,30.9,45.1,2022-10-15T15:34:56.664Z,2022-10-23T13:33:48Z,3845335139,140,29.0,3845335145,213,1.9,3866618069,178,,3845335141,141,55.1,3845335143,212,7.1,3845335137,56,Back,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472232801,10,1,1,0,17,c9swyor08g9pedxpe3n321svu,1,29.1,55.7,2022-10-15T15:35:01.411Z,2022-10-23T13:33:55Z,3845335629,1,,3845335617,56,Back,3845335613,155,,3845335625,212,35.3,3866619073,178,,3845335621,140,37.8,3845335627,213,5.0,3845335623,141,5.6,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472232887,11,1,1,0,21,c9swyor08g9pedxpe3n321svu,1,37.5,7.3,2022-10-15T15:35:05.023Z,2022-10-23T13:34:02Z,3866620139,178,,3845336113,140,30.4,3845336135,213,2.3,3845336119,141,19.7,3845336127,212,11.3,3845336109,56,Back,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472232999,12,1,1,0,23,c9swyor08g9pedxpe3n321svu,1,30.8,20,2022-10-15T15:35:07.133Z,2022-10-23T13:34:11Z,3845336723,140,38.0,3845336727,212,9.0,3845336721,56,Back,3845336725,141,27.2,3866621309,178,,3845336729,213,0.6,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472233127,13,1,1,0,26,c9swyor08g9pedxpe3n321svu,1,36.6,28.1,2022-10-15T15:35:09.722Z,2022-10-23T13:34:28Z,3866623191,178,,3845337295,212,12.8,3845337293,141,42.7,3845337297,213,2.3,3845337291,140,28.9,3845337289,56,Back,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476316129,1425,43,1,0,27,c9swyor08g9pedxpe3n321svu,1,0,0,2022-10-15T15:35:11.499Z,2022-10-23T14:14:07Z,3866879485,178,0,3866879771,144,82,,,,,,,,,,,,,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472233163,14,1,1,0,27,c9swyor08g9pedxpe3n321svu,1,29.1,42.7,2022-10-15T15:35:11.563Z,2022-10-23T13:34:40Z,3866624653,178,,3845337503,56,Back,3845337505,140,33.6,3845337511,213,5.4,3845337509,212,7.5,3845337507,141,34.1,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472233295,15,1,1,0,31,c9swyor08g9pedxpe3n321svu,1,33.6,33.7,2022-10-15T15:35:14.867Z,2022-10-23T13:34:45Z,3845338225,212,26.7,3845338223,141,17.0,3845338219,56,Right,3866625165,178,,3845338227,213,5.8,3845338221,140,56.6,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481139885,897,83,1,0,35,f0zsn74nz0o01gr30weun240i,1,41.4,89.5,2022-10-15T15:35:19.246Z,2022-11-04T05:38:43Z,3892426899,399,204152,,,,,,,,,,,,,,,,,,,,,,2ff2szax8e6tod2rts23ok9re,Mohammed Al Qunaian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472233565,16,1,1,0,35,c9swyor08g9pedxpe3n321svu,1,53.1,12.7,2022-10-15T15:35:19.251Z,2022-10-23T13:34:58Z,3845339623,56,Back,3845339627,140,45.1,3866626869,178,,3845339631,212,11.4,3845339629,141,24.1,3845339633,213,2.4,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472233619,17,1,1,0,43,c9swyor08g9pedxpe3n321svu,1,46.5,26.9,2022-10-15T15:35:27.230Z,2022-10-23T13:35:06Z,3866627955,178,,3845339969,141,41.8,3845339973,213,2.0,3845339965,56,Back,3845339971,212,11.2,3845339967,140,41.9,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472233811,18,1,1,0,45,c9swyor08g9pedxpe3n321svu,1,41.9,41.9,2022-10-15T15:35:29.163Z,2022-10-23T13:35:12Z,3845341057,56,Back,3845341065,213,1.5,3866628865,178,,3845341059,140,43.6,3845341063,212,16.6,3845341061,141,66.2,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234023,19,1,1,0,51,c9swyor08g9pedxpe3n321svu,1,46.9,69.5,2022-10-15T15:35:35.413Z,2022-10-23T13:35:14Z,3845342263,213,2.2,3845342259,141,83.9,3845342255,140,40.2,3845342261,212,12.1,3845342251,56,Back,3866629281,178,,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234085,20,1,1,0,54,c9swyor08g9pedxpe3n321svu,1,40.2,83.9,2022-10-15T15:35:38.424Z,2022-10-23T13:35:27Z,3845342599,140,38.1,3845342605,213,4.6,3866631137,178,,3845342597,56,Back,3845342603,212,25.0,3845342601,141,47.3,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234113,21,1,1,0,58,c9swyor08g9pedxpe3n321svu,1,38.1,47.3,2022-10-15T15:35:42.610Z,2022-10-23T13:49:44Z,3845342809,140,37.9,3845342811,141,58.7,3845342813,212,7.8,3866739659,178,,3845342807,56,Back,3845342815,213,1.6,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234219,22,1,1,1,1,c9swyor08g9pedxpe3n321svu,1,39,56.1,2022-10-15T15:35:44.742Z,2022-10-23T13:49:50Z,3845343285,56,Center,3845343293,212,12.3,3845343291,141,54.4,3845343289,140,50.7,3845343295,213,6.2,3866740093,178,,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234291,23,1,1,1,4,c9swyor08g9pedxpe3n321svu,1,44,68.9,2022-10-15T15:35:48.481Z,2022-10-23T13:49:55Z,3845343651,140,42.0,3845343647,56,Back,3866740573,178,,3845343659,212,14.0,3845343655,141,89.3,3845343661,213,1.7,,,,,,,2v2v3wzd9pv8j9phh6s0isdn8,Musab Al Juwayr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234343,24,1,1,1,7,c9swyor08g9pedxpe3n321svu,1,41.3,89.1,2022-10-15T15:35:50.700Z,2022-10-23T13:49:59Z,3845343963,140,34.8,3866740929,178,,3845343967,212,14.6,3845343961,56,Back,3845343965,141,70.1,3845343969,213,4.2,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234521,25,1,1,1,8,c9swyor08g9pedxpe3n321svu,1,34.8,68,2022-10-15T15:35:52.622Z,2022-10-23T13:50:03Z,3866741287,178,,3845344997,141,43.1,3845344993,56,Back,3845344999,212,16.9,3845345001,213,4.7,3845344995,140,34.8,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234661,26,1,1,1,12,c9swyor08g9pedxpe3n321svu,1,40.9,38.3,2022-10-15T15:35:56.614Z,2022-10-23T13:50:07Z,3845345691,155,,3845345697,141,5.6,3845345707,1,,3845345703,213,5.6,3845345693,56,Right,3845345699,212,35.2,3866741673,178,,3845345695,140,66.9,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234805,27,1,1,1,17,c9swyor08g9pedxpe3n321svu,1,65,10.3,2022-10-15T15:36:01.399Z,2022-10-23T13:50:13Z,3845346461,141,19.7,3845346463,212,9.6,3866742041,178,,3845346459,140,58.2,3845346457,56,Right,3845346465,213,2.4,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234861,28,1,1,1,20,c9swyor08g9pedxpe3n321svu,1,57.4,22.3,2022-10-15T15:36:04.663Z,2022-10-23T13:50:16Z,3845346791,141,33.8,3845346797,213,2.5,3845346793,212,12.7,3845346781,56,Back,3845346787,140,47.9,3866742255,178,,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234957,29,1,1,1,22,c9swyor08g9pedxpe3n321svu,1,47.6,34.1,2022-10-15T15:36:06.424Z,2022-10-23T13:50:19Z,3866742399,178,,3845347203,141,48.1,3845347207,213,1.1,3845347201,140,51.7,3845347205,212,10.4,3845347199,56,Center,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235017,30,1,1,1,25,c9swyor08g9pedxpe3n321svu,0,51.9,40.4,2022-10-15T15:36:09.229Z,2022-10-23T13:50:25Z,3845347513,56,Center,3866742843,178,,3845347683,236,,3845347521,213,5.6,3845347511,155,,3845347517,141,39.1,3845347515,140,53.0,3845347689,286,,2v2v3wzd9pv8j9phh6s0isdn8,Musab Al Juwayr,3845347685,233,3,3845347519,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472234987,3,74,1,1,25,f0zsn74nz0o01gr30weun240i,1,44.9,56.9,2022-10-15T15:36:09.356Z,2022-10-23T13:50:29Z,3866743257,178,,3845347395,56,Back,3845347755,233,30,3845347397,285,,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235103,4,49,1,1,28,f0zsn74nz0o01gr30weun240i,1,40.9,84.7,2022-10-15T15:36:12.223Z,2022-10-23T13:50:36Z,,,,,,,,,,,,,,,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235297,5,1,1,1,31,f0zsn74nz0o01gr30weun240i,0,39.7,73.2,2022-10-15T15:36:14.903Z,2022-10-23T13:50:41Z,3845348919,140,47.9,3845348921,141,57.6,3845348923,212,13.7,3845348917,56,Back,3845348925,213,5.4,3866744091,178,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235379,31,1,1,1,32,c9swyor08g9pedxpe3n321svu,1,53.2,43.3,2022-10-15T15:36:15.983Z,2022-10-23T13:50:47Z,3845349319,140,56.5,3866744625,178,,3845349327,213,0,3845349321,141,43.3,3845349323,212,3.5,3845349317,56,Center,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235393,32,49,1,1,33,c9swyor08g9pedxpe3n321svu,1,56.5,45.2,2022-10-15T15:36:17.253Z,2022-10-23T13:50:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235643,33,1,1,1,33,c9swyor08g9pedxpe3n321svu,1,56.1,47.3,2022-10-15T15:36:17.411Z,2022-10-23T13:51:01Z,3845350739,213,1.5,3845350735,141,90.5,3845350737,212,29.5,3866745545,178,,3845350733,140,58.3,3845350729,56,Left,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235685,34,1,1,1,40,c9swyor08g9pedxpe3n321svu,1,58.9,88.7,2022-10-15T15:36:24.411Z,2022-10-23T13:51:05Z,3845350951,140,55.6,3845350957,213,4.4,3845350953,141,74.4,3866745861,178,,3845350949,56,Center,3845350955,212,10.3,,,,,,,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235763,35,1,1,1,43,c9swyor08g9pedxpe3n321svu,1,55.6,74.1,2022-10-15T15:36:27.254Z,2022-10-23T13:51:08Z,3845351351,212,5.1,3845351347,140,58.8,3845351353,213,5.4,3845351349,141,68.4,3866746145,178,,3845351345,56,Center,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235809,36,1,1,1,45,c9swyor08g9pedxpe3n321svu,1,59.1,68.3,2022-10-15T15:36:29.072Z,2022-10-23T13:51:12Z,3866746413,178,,3845351557,141,43.1,3845351553,56,Center,3845351559,212,17.6,3845351561,213,4.5,3845351555,140,55.3,,,,,,,2lkra7wic5b481l7qybjh8lx,A. Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235847,37,1,1,1,48,c9swyor08g9pedxpe3n321svu,1,56.1,41.5,2022-10-15T15:36:32.314Z,2022-10-23T13:51:19Z,3845351751,213,5.9,3845351731,56,Center,3845351743,212,15.8,3845351735,140,69.8,3845351739,141,31.9,3866746977,178,,,,,,,,inbrwc7gw6d1z8x60nl0padx,Jang Hyun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472235995,38,1,1,1,49,c9swyor08g9pedxpe3n321svu,1,70,31.6,2022-10-15T15:36:33.108Z,2022-10-23T13:51:33Z,3866747895,178,,3845352535,56,Right,3845352539,141,7.6,3845352541,212,16.5,3845352537,140,72.3,3845352543,213,4.9,,,,,,,a3t7bral3j0l1czbmojwqnob9,M. Marega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472236059,39,1,1,1,53,c9swyor08g9pedxpe3n321svu,1,78.9,12.8,2022-10-15T15:36:37.506Z,2022-10-23T13:51:41Z,3845352885,140,88.8,3866748429,178,,3845352891,212,10.7,3845352897,213,0.2,3845352883,56,Right,3845352887,141,16.3,,,,,,,aq8pym2fuweqbkxbbu7hqn0x6,Saud Abdulhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472236045,6,45,1,1,55,f0zsn74nz0o01gr30weun240i,0,10.4,83.5,2022-10-15T15:36:39.355Z,2022-10-23T13:51:49Z,3845353503,233,40,3845352837,285,,3845352813,56,Back,,,,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472236133,40,3,1,1,55,c9swyor08g9pedxpe3n321svu,1,89.6,16.5,2022-10-15T15:36:39.355Z,2022-10-23T13:51:48Z,3845353311,56,Right,3845353447,233,6,3845353313,286,,3866748903,178,,3850359989,465,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478273813,892,3,1,1,55,f0zsn74nz0o01gr30weun240i,0,11.3,79.8,2022-10-15T15:36:39.603Z,2022-11-04T05:49:58Z,3877299315,467,1jfxkmks9lci345fiz9z2gfl5,3877299313,465,,3892434333,178,,3877299309,56,Back,3877299311,285,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472236141,41,4,1,1,56,c9swyor08g9pedxpe3n321svu,1,88.8,18.4,2022-10-15T15:36:39.734Z,2022-10-23T13:52:00Z,3845353391,265,,3845353389,152,,3845353393,286,,3845353343,56,Right,3845353529,233,7,3845353339,13,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472236109,7,4,1,1,56,f0zsn74nz0o01gr30weun240i,0,11.2,81.6,2022-10-15T15:36:39.735Z,2022-10-23T13:51:59Z,3845353197,285,,3845353191,152,,3845353187,56,Back,3845353629,233,41,3845353183,13,,3866749949,178,,3845353195,265,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472238207,42,15,1,2,58,c9swyor08g9pedxpe3n321svu,1,92.4,17.3,2022-10-15T15:37:42.352Z,2022-10-23T13:52:03Z,3866750161,178,,3845364453,66,,3845365607,102,47.8,3845365605,80,,3845365613,146,99.1,3845365609,103,17.1,3845365603,121,,3845365615,147,47.3,14dpnweb51v7re2xa3qkpulex,Nasser Al Dawsari,3845364451,26,,3845365879,233,8,3845364455,56,Right,3845364833,72,3845365611,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472238253,8,10,1,2,59,f0zsn74nz0o01gr30weun240i,1,0.9,53.6,2022-10-15T15:37:43.235Z,2022-10-23T13:52:08Z,3845365911,233,42,3850362037,378,,3845364711,56,Back,3845364699,173,,3845364705,182,,3845365749,179,,,,,,,,c2mhdatj96x8eug6mekactrkl,Victor Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
