id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2497409567,7,61,1,0,42,2ry1fixv27p3xepazsxcuyoho,0,32.4,82.3,2023-01-14T17:31:40.127Z,2023-01-20T20:43:54Z,3978095241,56,Back,3986284287,178,,,,,,,,,,,,,,,,,,,,cstghu0b2nh9pfzn5p6me7jkl,Hattan Bahbri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409591,17,1,1,0,44,57jcqe38hakh2hfit2zsogsb,1,68.4,28.8,2023-01-14T17:31:41.588Z,2023-01-20T21:39:36Z,3978095357,141,35.7,3978095355,140,74.3,3986284563,389,,3978095353,56,Center,3978095359,212,7.8,3978095361,213,0.6,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409607,18,1,1,0,46,57jcqe38hakh2hfit2zsogsb,1,74.2,37.7,2023-01-14T17:31:43.463Z,2023-01-20T20:44:02Z,3978095433,213,1.0,3986284793,178,,3978095427,140,78.1,3978095425,56,Center,3978095431,212,7.2,3978095429,141,46.4,,,,,,,ddb6de7pli57w8z163ztwczx1,P. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497431777,386,1,1,0,47,57jcqe38hakh2hfit2zsogsb,1,77.6,45,2023-01-14T17:31:44.242Z,2023-01-20T20:44:06Z,3978217229,141,50.4,3986284907,178,,3978217225,56,Center,3978217223,156,,3978217227,140,73.9,3978217233,213,2.4,3978217231,212,5.3,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409625,19,1,1,0,48,57jcqe38hakh2hfit2zsogsb,1,75.8,56.2,2023-01-14T17:31:45.906Z,2023-01-20T20:44:11Z,3986285139,178,,3978095551,140,90.9,3978095553,141,78.8,3978095555,212,22.1,3978095549,56,Center,3978095557,213,0.8,,,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409637,20,1,1,0,50,57jcqe38hakh2hfit2zsogsb,0,90.9,78.8,2023-01-14T17:31:47.823Z,2023-01-20T20:44:44Z,3978095629,155,,3978095639,213,4.7,3978095631,56,Center,3982226293,225,,3978095627,2,,3978095637,212,26.2,3978095635,141,40.3,3986286859,178,,1t15mjei0rp87wgz2jseajutx,J. Masharipov,3982226295,387,,3982226297,72,3978095633,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409651,8,12,1,0,52,2ry1fixv27p3xepazsxcuyoho,1,6,66.5,2023-01-14T17:31:49.865Z,2023-01-20T20:44:52Z,3978095743,167,,3978095711,213,3.2,3978095709,212,7.3,3978095703,56,Back,3978095705,140,0.0,3978095707,141,65.9,3986287337,388,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409661,9,6,1,0,53,2ry1fixv27p3xepazsxcuyoho,0,1.8,64.3,2023-01-14T17:31:51.041Z,2023-01-20T20:44:56Z,3978095845,233,21,3978095735,56,Back,3978095737,73,,,,,,,,,,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409667,21,6,1,0,53,57jcqe38hakh2hfit2zsogsb,1,98.2,35.7,2023-01-14T17:31:51.041Z,2023-01-20T20:44:56Z,3978095759,75,,3978095765,233,9,3978095757,56,Center,,,,,,,,,,,,,,,,1t15mjei0rp87wgz2jseajutx,J. Masharipov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410199,22,1,1,1,31,57jcqe38hakh2hfit2zsogsb,1,99.4,0.5,2023-01-14T17:32:28.646Z,2023-01-20T20:45:02Z,3978098361,141,16.6,3978098359,140,77.8,3978098363,212,25.2,3978098365,213,2.7,3978098355,6,,3978098357,56,Right,3986287827,178,,,,,ddb6de7pli57w8z163ztwczx1,P. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497431957,387,1,1,1,34,57jcqe38hakh2hfit2zsogsb,1,76.8,14.1,2023-01-14T17:32:31.352Z,2023-01-20T20:45:07Z,3978218165,213,5.4,3978218159,141,4.6,3978218161,212,8.1,3978218157,140,81.5,3986288017,178,,3978218155,56,Right,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410201,23,68,1,2,10,57jcqe38hakh2hfit2zsogsb,1,0,0,2023-01-14T17:33:07.385Z,2023-01-20T20:45:15Z,3978218649,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410205,10,68,1,2,11,2ry1fixv27p3xepazsxcuyoho,0,0,0,2023-01-14T17:33:08.299Z,2023-01-20T20:45:28Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410217,24,1,1,2,13,57jcqe38hakh2hfit2zsogsb,0,79.6,11.4,2023-01-14T17:33:10.322Z,2023-01-20T20:45:34Z,3978098415,2,,3978098417,155,,3978098423,141,59.4,3978098419,56,Center,3986289319,178,,3978098429,1,,3978098427,213,1.2,3978098425,212,34.5,ddb6de7pli57w8z163ztwczx1,P. Martínez,3982226559,223,,3982226561,72,3978098421,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410227,11,12,1,2,14,2ry1fixv27p3xepazsxcuyoho,1,10.5,40.6,2023-01-14T17:33:11.629Z,2023-01-20T20:45:45Z,3986289765,21,,3986289763,178,,3978098479,56,Back,3978098485,212,6.1,3978098483,141,36.4,3978098487,213,5.8,3978098481,140,15.6,,,,ytjrtqtximxhs52bfsezogk5,C. Guanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410237,25,44,1,2,16,57jcqe38hakh2hfit2zsogsb,1,85.2,61.5,2023-01-14T17:33:13.867Z,2023-01-24T21:58:23Z,3978098503,56,Center,3978098505,286,,3978105045,233,13,,,,,,,,,,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410235,13,44,1,2,16,2ry1fixv27p3xepazsxcuyoho,0,14.8,38.5,2023-01-14T17:33:13.868Z,2023-01-20T20:45:51Z,3978105017,56,Back,3978105031,233,25,3978105019,285,,,,,,,,,,,,,,,,,dcl1lgczly52fg4f7oh8se6l1,Hussain Al Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497432201,388,1,1,2,16,57jcqe38hakh2hfit2zsogsb,0,84.7,60.1,2023-01-14T17:33:13.954Z,2023-01-24T21:58:24Z,3986290303,388,,3978219647,213,5.2,3978219645,212,5.2,3978219643,141,53.3,3978219637,3,,3978219639,56,Center,3978219641,140,87.0,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410239,14,43,1,2,18,2ry1fixv27p3xepazsxcuyoho,1,0,0,2023-01-14T17:33:15.250Z,2023-01-14T18:28:53Z,3978105969,141,43.7,3978105973,213,1.5,3978108241,15,0,3978105967,140,15.4,3978105965,56,Back,3978105971,212,2.7,3978227985,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497433741,404,12,1,2,18,2ry1fixv27p3xepazsxcuyoho,1,11.3,41.2,2023-01-14T17:33:15.308Z,2023-01-20T20:46:38Z,3978228463,212,54.9,3978228465,213,6.3,3978228459,140,63.6,3986292313,178,,3978228457,56,Center,3978228461,141,39.8,,,,,,,f33frpvsvjp7a8od35j7oxjh1,Fawaz Al Saqour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410355,26,1,1,2,23,57jcqe38hakh2hfit2zsogsb,1,35.9,39.1,2023-01-14T17:33:20.779Z,2023-01-20T20:46:45Z,3978099017,212,18.1,3978099013,140,19.3,3978099015,141,46.4,3978099011,56,Back,3986292589,178,,3978099019,213,2.9,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410363,27,1,1,2,28,57jcqe38hakh2hfit2zsogsb,1,19.3,46.4,2023-01-14T17:33:25.670Z,2023-01-20T20:46:51Z,3978099065,56,Back,3978099067,140,23.7,3986292877,178,,3978099069,141,39.3,3978099073,213,5.5,3978099071,212,6.7,,,,,,,9n8332rcl3v2jq0b791i0s5w5,D. Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410383,28,1,1,2,31,57jcqe38hakh2hfit2zsogsb,1,23.7,39.3,2023-01-14T17:33:28.540Z,2023-01-20T20:46:56Z,3978099155,56,Back,3978099157,140,30.3,3978099161,212,16.8,3986293035,178,,3978099159,141,61.8,3978099163,213,1.1,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410403,29,1,1,2,33,57jcqe38hakh2hfit2zsogsb,1,30.3,61.8,2023-01-14T17:33:30.847Z,2023-01-20T20:47:00Z,3978099249,140,30.9,3978099255,213,4.8,3978099253,212,7.8,3986293169,178,,3978099251,141,50.3,3978099247,56,Back,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410431,30,1,1,2,38,57jcqe38hakh2hfit2zsogsb,1,31.3,48.1,2023-01-14T17:33:35.336Z,2023-01-20T20:47:03Z,3978099447,141,25.7,3978099443,56,Back,3978099445,140,32.5,3978099451,213,4.8,3986293261,178,,3978099449,212,15.3,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410453,31,1,1,2,43,57jcqe38hakh2hfit2zsogsb,1,33,25.7,2023-01-14T17:33:40.858Z,2023-01-20T20:47:11Z,3978099561,212,16.8,3978099559,141,3.7,3978099563,213,5.2,3986293675,178,,3978099555,56,Back,3978099557,140,40.2,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410493,32,1,1,2,46,57jcqe38hakh2hfit2zsogsb,1,41.4,7,2023-01-14T17:33:43.628Z,2023-01-20T20:47:17Z,3978099761,141,21.7,3978099765,213,2.3,3978099763,212,13.3,3978099759,140,33.1,3978099757,56,Back,3986293899,178,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410537,33,1,1,2,49,57jcqe38hakh2hfit2zsogsb,1,33.1,21.7,2023-01-14T17:33:46.794Z,2023-01-20T20:47:19Z,3978100005,141,47.2,3978099997,56,Back,3978100001,140,32.3,3978100011,213,1.6,3978100009,212,17.4,3986294133,178,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410565,34,1,1,2,54,57jcqe38hakh2hfit2zsogsb,1,39.3,35.3,2023-01-14T17:33:52.118Z,2023-01-20T20:47:23Z,3978100125,213,5.4,3978100123,212,27.6,3978100119,140,56.4,3978100121,141,4.4,3986294331,178,,3978100117,56,Right,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410611,35,1,1,2,57,57jcqe38hakh2hfit2zsogsb,0,58.1,4.8,2023-01-14T17:33:54.687Z,2023-01-20T20:47:26Z,3978100395,213,0.2,3978100393,212,29.3,3986294515,178,,3978100391,141,15.4,3978100389,140,85.1,3978100387,56,Right,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410629,15,4,1,3,0,2ry1fixv27p3xepazsxcuyoho,1,12.6,86.6,2023-01-14T17:33:57.685Z,2023-01-20T20:47:32Z,3978100513,13,,3978100515,294,,3978100627,233,36,3978100517,56,Back,3978100519,152,,3978100521,285,,,,,,,,2evokue4swxl64cxjuc21u2qy,Moteb Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410641,36,4,1,3,0,57jcqe38hakh2hfit2zsogsb,0,87.4,13.4,2023-01-14T17:33:57.686Z,2023-01-20T20:47:32Z,3978100579,13,,3978100595,286,,3978100589,152,,3986294819,178,,3978100639,233,15,3978100585,56,Right,3978100581,294,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497410811,16,1,1,3,21,2ry1fixv27p3xepazsxcuyoho,1,13.3,84.2,2023-01-14T17:34:19.004Z,2023-01-20T20:47:43Z,3978101609,213,4.7,3978101599,152,,3986295201,178,,3978101601,56,Back,3978101597,5,,3978101603,140,13.5,3978101605,141,41.0,3978101607,212,29.4,2gef3rw1e1q3d7qudetpgvbop,Hassan Tambakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
