id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2529368871,869,45,1,0,11,4djrvao40r1vgr4psfl5dzc80,0,71.1,6.1,2023-04-04T19:03:18.334Z,2023-04-07T13:23:26Z,4167596691,56,Right,4167596693,286,,4169212023,233,854,,,,,,,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640919,4,43,1,0,12,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-04-04T19:03:18.956Z,2023-04-04T19:04:02Z,4163726433,347,0,4163726431,56,Back,4163728083,144,5,,,,,,,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640941,5,1,1,0,16,2kzl64gp8x37bon8tyxojqrr1,1,27.4,95.9,2023-04-04T19:03:22.691Z,2023-04-04T19:55:18Z,4163726543,212,11.5,4163726545,213,4.2,4163726537,56,Back,4163726539,140,21.9,4163726541,141,81.3,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640975,7,1,1,0,18,2kzl64gp8x37bon8tyxojqrr1,1,21.9,81.3,2023-04-04T19:03:24.595Z,2023-04-04T19:03:26Z,4163726691,213,0.2,4163726689,212,35.5,4163726681,157,,4163726687,141,90.7,4163726693,1,,4163726683,56,Left,4163726685,140,55.2,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640981,8,44,1,0,18,2kzl64gp8x37bon8tyxojqrr1,1,55.2,85.9,2023-04-04T19:03:24.957Z,2023-04-04T19:03:27Z,4163726737,56,Left,4163726739,286,,4163726775,233,6,,,,,,,,,,,,,,,,7us8hoqv66v0fqos94zxijk2y,Haroune Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640953,6,44,1,0,18,4djrvao40r1vgr4psfl5dzc80,0,44.8,14.1,2023-04-04T19:03:24.958Z,2023-04-04T19:16:42Z,4163726585,285,,4163726583,56,Back,4163726787,233,8,,,,,,,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640993,9,1,1,0,18,2kzl64gp8x37bon8tyxojqrr1,0,56.8,91.9,2023-04-04T19:03:24.980Z,2023-04-06T14:29:47Z,4163726799,141,91.9,4167598715,168,,4163726797,140,58.3,4163726803,213,0,4163726793,3,,4163726795,56,Left,4163726801,212,1.6,,,,7us8hoqv66v0fqos94zxijk2y,Haroune Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528647537,114,61,1,0,19,4djrvao40r1vgr4psfl5dzc80,1,48,20.6,2023-04-04T19:03:25.599Z,2023-04-04T19:16:47Z,4163760245,56,Back,,,,,,,,,,,,,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641031,8,49,1,0,20,4djrvao40r1vgr4psfl5dzc80,1,38.1,6.4,2023-04-04T19:03:26.617Z,2023-04-04T19:03:35Z,,,,,,,,,,,,,,,,,,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641017,7,1,1,0,21,4djrvao40r1vgr4psfl5dzc80,0,41,6.4,2023-04-04T19:03:27.545Z,2023-04-04T19:03:36Z,4163726895,212,52.5,4163726893,141,56.1,4163726897,213,0.7,4163726891,140,79.3,4163726899,1,,4163726887,157,,4163726889,56,Center,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641029,10,49,1,0,25,2kzl64gp8x37bon8tyxojqrr1,1,24.3,31.2,2023-04-04T19:03:32.339Z,2023-04-04T19:03:32Z,,,,,,,,,,,,,,,,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641083,11,1,1,0,27,2kzl64gp8x37bon8tyxojqrr1,1,26.2,36.1,2023-04-04T19:03:34.483Z,2023-04-04T19:03:38Z,4163727217,213,6.3,4163727209,56,Back,4163727215,212,8.8,4163727211,140,34.6,4163727213,141,35.8,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641103,12,1,1,0,31,2kzl64gp8x37bon8tyxojqrr1,1,34.6,35.8,2023-04-04T19:03:37.988Z,2023-04-04T19:03:41Z,4163727289,56,Back,4163727297,213,5.0,4163727295,212,20.9,4163727291,140,39.6,4163727293,141,6.1,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641119,13,1,1,0,34,2kzl64gp8x37bon8tyxojqrr1,1,40.3,5,2023-04-04T19:03:41.379Z,2023-04-04T19:55:34Z,4163727413,56,Back,4163727415,140,30.8,4163727423,1,,4163727419,212,39.0,4163727417,141,60.5,4163727421,213,1.8,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641145,14,1,1,0,38,2kzl64gp8x37bon8tyxojqrr1,1,30.8,60.5,2023-04-04T19:03:44.757Z,2023-04-04T19:03:50Z,4163727559,56,Back,4163727567,213,0.7,4163727565,212,14.6,4163727561,140,41.6,4163727563,141,74.1,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641161,15,1,1,0,43,2kzl64gp8x37bon8tyxojqrr1,1,53.8,75.8,2023-04-04T19:03:50.067Z,2023-04-04T19:03:53Z,4163727639,213,1.0,4163727633,140,62.8,4163727637,212,16.3,4163727635,141,95.3,4163727631,56,Left,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641167,16,1,1,0,46,2kzl64gp8x37bon8tyxojqrr1,0,61.4,97.7,2023-04-04T19:03:52.884Z,2023-04-07T13:23:19Z,4167599207,212,2.0,4167599231,236,,4167599209,213,4.7,4163727669,56,Left,4167599205,141,94.8,4167599233,286,,4167599203,140,61.4,4169211509,233,9,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641177,9,74,1,0,46,4djrvao40r1vgr4psfl5dzc80,1,39.2,3.2,2023-04-04T19:03:52.885Z,2023-04-07T13:23:19Z,4163727699,285,,4163727697,56,Back,4169211523,233,16,,,,,,,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641185,10,5,1,0,47,4djrvao40r1vgr4psfl5dzc80,0,40.5,-1.4,2023-04-04T19:03:53.795Z,2023-04-04T19:08:47Z,4163727735,347,,4163739433,233,17,4163727733,56,Back,,,,,,,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641187,17,5,1,0,47,2kzl64gp8x37bon8tyxojqrr1,1,59.5,101.4,2023-04-04T19:03:53.795Z,2023-04-04T19:03:55Z,4163727743,347,,4163727741,56,Left,4163727777,233,10,,,,,,,,,,,,,,,,7us8hoqv66v0fqos94zxijk2y,Haroune Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641257,18,1,1,0,48,2kzl64gp8x37bon8tyxojqrr1,1,60.4,100,2023-04-04T19:03:54.867Z,2023-04-04T19:56:01Z,4163728147,212,17.9,4163728141,56,Back,4163728145,141,92.5,4163728149,213,3.5,4163728143,140,44.5,4163728139,107,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641267,19,1,1,0,56,2kzl64gp8x37bon8tyxojqrr1,1,41.7,85.6,2023-04-04T19:04:03.252Z,2023-04-04T19:56:10Z,4163728205,141,63.1,4163728203,140,35.2,4163728207,212,16.8,4163728201,56,Back,4163728209,213,4.3,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641291,20,1,1,0,58,2kzl64gp8x37bon8tyxojqrr1,1,35.7,66.3,2023-04-04T19:04:05.315Z,2023-04-04T19:04:08Z,4163728315,141,81.9,4163728317,212,14.3,4163728311,56,Back,4163728313,140,44.8,4163728319,213,0.8,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641325,21,1,1,1,1,2kzl64gp8x37bon8tyxojqrr1,1,44.8,81.9,2023-04-04T19:04:08.387Z,2023-04-04T19:04:11Z,4163728461,141,95.0,4163728459,140,55.1,4163728457,56,Left,4163728463,212,14.0,4163728465,213,0.7,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641349,22,1,1,1,6,2kzl64gp8x37bon8tyxojqrr1,1,55.5,94.6,2023-04-04T19:04:13.411Z,2023-04-04T19:56:20Z,4163728605,56,Back,4163728611,212,23.6,4163728607,140,42.3,4163728613,213,4.1,4163728609,141,66.6,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641367,23,1,1,1,8,2kzl64gp8x37bon8tyxojqrr1,1,42.3,66.6,2023-04-04T19:04:15.267Z,2023-04-04T19:04:18Z,4163728689,56,Left,4163728687,155,,4163728699,1,,4163728691,140,70.3,4163728697,213,0.6,4163728693,141,96.6,4163728695,212,35.8,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641371,24,1,1,1,10,2kzl64gp8x37bon8tyxojqrr1,0,70.3,96.6,2023-04-04T19:04:16.987Z,2023-04-04T19:08:33Z,4163728719,213,3.8,4163728713,140,66.0,4163728715,141,91.4,4163728717,212,5.7,4163728709,3,,4163728711,56,Left,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641365,11,49,1,1,11,4djrvao40r1vgr4psfl5dzc80,1,38.9,6.4,2023-04-04T19:04:17.849Z,2023-04-04T19:21:32Z,,,,,,,,,,,,,,,,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641391,12,1,1,1,11,4djrvao40r1vgr4psfl5dzc80,1,38.9,6.4,2023-04-04T19:04:18.009Z,2023-04-04T19:04:27Z,4163728823,140,28.1,4163728829,213,2.9,4163728827,212,11.7,4163728825,141,10.7,4163728821,56,Back,,,,,,,,,,970jrhb28ry898d1ocpad6dwp,Ammar Al Najjar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641397,13,1,1,1,12,4djrvao40r1vgr4psfl5dzc80,0,27.6,7.1,2023-04-04T19:04:19.104Z,2023-04-04T19:04:25Z,4163728851,140,45.4,4163728857,213,6.0,4163728855,212,19.6,4163728853,141,0.0,4163728849,56,Back,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641401,14,5,1,1,14,4djrvao40r1vgr4psfl5dzc80,0,43.2,-1.6,2023-04-04T19:04:21.282Z,2023-04-04T19:08:47Z,4163728873,347,,4163729141,233,25,4163728871,56,Back,,,,,,,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641451,25,5,1,1,14,2kzl64gp8x37bon8tyxojqrr1,1,56.8,101.6,2023-04-04T19:04:21.282Z,2023-04-04T19:04:30Z,4163729115,347,,4163729113,56,Left,4163729121,233,14,,,,,,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641465,26,1,1,1,24,2kzl64gp8x37bon8tyxojqrr1,1,59,100,2023-04-04T19:04:31.068Z,2023-04-04T19:56:43Z,4163729211,213,4.3,4163729203,56,Left,4163729205,140,55.1,4163729227,189,,4163729209,212,10.9,4163729201,107,,4163729207,141,86.7,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641479,27,1,1,1,27,2kzl64gp8x37bon8tyxojqrr1,1,55.1,86.7,2023-04-04T19:04:33.683Z,2023-04-04T19:04:35Z,4163729301,56,Back,4163729307,212,18.7,4163729311,213,3.8,4163729303,140,41.5,4163729305,141,68.9,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641505,28,1,1,1,28,2kzl64gp8x37bon8tyxojqrr1,1,37.5,71.1,2023-04-04T19:04:35.538Z,2023-04-04T19:04:37Z,4163729423,213,4.9,4163729415,56,Back,4163729421,212,14.3,4163729419,141,50.4,4163729417,140,39.7,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641523,29,1,1,1,30,2kzl64gp8x37bon8tyxojqrr1,1,39.7,50.4,2023-04-04T19:04:37.138Z,2023-04-04T19:04:38Z,4163729547,213,1.8,4163729541,140,36.6,4163729545,212,14.8,4163729543,141,71.7,4163729539,56,Back,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641543,30,1,1,1,32,2kzl64gp8x37bon8tyxojqrr1,1,36.6,71.7,2023-04-04T19:04:38.771Z,2023-04-04T19:04:44Z,4163729675,213,1.0,4163729673,212,21.3,4163729667,56,Back,4163729671,141,98.6,4163729669,140,47.0,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641559,31,1,1,1,37,2kzl64gp8x37bon8tyxojqrr1,1,57.5,96.9,2023-04-04T19:04:43.890Z,2023-04-04T19:57:09Z,4163729757,140,64.5,4163729759,141,97.6,4163729763,213,0.1,4163729755,56,Left,4163729761,212,7.4,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641565,32,1,1,1,39,2kzl64gp8x37bon8tyxojqrr1,1,64.5,97.6,2023-04-04T19:04:46.146Z,2023-04-04T19:57:12Z,4163729791,213,4.0,4163729785,140,53.0,4163729787,141,76.7,4163729789,212,18.6,4163729783,56,Center,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641577,33,1,1,1,40,2kzl64gp8x37bon8tyxojqrr1,1,53,76.7,2023-04-04T19:04:47.539Z,2023-04-04T19:57:20Z,4163729911,212,23.8,4163729905,56,Back,4163729909,141,50.7,4163729913,213,4.0,4163729907,140,37.8,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641589,34,1,1,1,43,2kzl64gp8x37bon8tyxojqrr1,1,41.5,47.6,2023-04-04T19:04:50.466Z,2023-04-04T19:04:53Z,4163730007,141,29.9,4163730005,140,47.3,4163730011,213,5.2,4163730009,212,13.5,4163730003,56,Back,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641617,35,1,1,1,47,2kzl64gp8x37bon8tyxojqrr1,1,46.7,29.9,2023-04-04T19:04:53.635Z,2023-04-04T19:04:58Z,4163730193,140,83.7,4163730201,1,,4163730195,141,10.7,4163730199,213,6.0,4163730197,212,41.0,4163730191,56,Right,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641661,36,1,1,1,51,2kzl64gp8x37bon8tyxojqrr1,1,84,10.1,2023-04-04T19:04:57.970Z,2023-04-04T19:05:04Z,4163730437,56,Center,4163730439,140,82.3,4163730443,212,16.6,4163730445,213,1.7,4163730441,141,34.3,,,,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641665,37,3,1,1,52,2kzl64gp8x37bon8tyxojqrr1,0,87.4,34.1,2023-04-04T19:04:58.794Z,2023-04-06T14:32:32Z,4167601131,465,,4163730465,211,,4163730461,56,Center,4163730463,286,,,,,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641645,15,12,1,1,53,4djrvao40r1vgr4psfl5dzc80,1,7.8,51.2,2023-04-04T19:04:59.897Z,2023-04-06T14:33:27Z,4163730351,140,16.0,4163730357,213,1.3,4163730355,212,35.6,4163730349,56,Back,4163730353,141,100.0,4163730397,167,,,,,,,,624uaxchaea87v6na4wsd50x5,A. Bedrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641651,16,5,1,1,55,4djrvao40r1vgr4psfl5dzc80,0,16.6,101.2,2023-04-04T19:05:02.522Z,2023-04-04T19:05:08Z,4163730383,56,Back,4163730385,347,,4163730599,233,38,,,,,,,,,,,,,,,,cp8kbj12wth398bnglywepk9,Ibrahim Al Nakhli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641687,38,5,1,1,55,2kzl64gp8x37bon8tyxojqrr1,1,83.4,-1.2,2023-04-04T19:05:02.522Z,2023-04-04T19:08:48Z,4163730559,347,,4163730557,56,Right,4163730575,233,16,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
