id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2516541449,6,1,1,0,42,aekjg4wbxaixtwu4aicmiju92,0,30.4,76.9,2023-03-06T17:31:17.549Z,2023-03-26T04:47:29Z,4078826327,212,9.2,4078826323,140,38.7,4124317711,178,,4078826319,3,,4078826325,141,81.1,4078826321,56,Back,4078826329,213,0.3,,,,30dor76ut58qzf8ah4sgeqj1l,Mohammed Al Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524716245,940,43,1,0,43,c9swyor08g9pedxpe3n321svu,1,0,0,2023-03-06T17:31:18.585Z,2023-03-26T12:30:36Z,4124754465,144,67,4124346577,233,730,,,,,,,,,,,,,,,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524716241,730,43,1,0,43,aekjg4wbxaixtwu4aicmiju92,1,0,0,2023-03-06T17:31:18.586Z,2023-03-26T12:30:36Z,4124346587,233,940,4124754457,144,67,,,,,,,,,,,,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541465,7,4,1,0,43,aekjg4wbxaixtwu4aicmiju92,1,44.4,84.9,2023-03-06T17:31:18.653Z,2023-03-26T04:47:37Z,4078826373,286,,4078826367,56,Back,4078826365,13,,4078826391,233,6,4078826371,265,,4078826369,152,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541469,6,4,1,0,43,c9swyor08g9pedxpe3n321svu,0,55.6,15.1,2023-03-06T17:31:18.654Z,2023-03-26T04:47:36Z,4078826381,56,Right,4078826395,233,7,4078826383,152,,4124317759,178,,4078826385,265,,4078826387,285,,4078826379,13,,,,,1nrxtmfkuqg2uz7pvgcgwgj4l,Mohammed Al Burayk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541537,8,1,1,1,4,aekjg4wbxaixtwu4aicmiju92,1,38.8,87.8,2023-03-06T17:31:39.460Z,2023-03-26T04:47:42Z,4124317801,178,,4078826805,213,3.7,4078826803,212,22.2,4078826797,56,Back,4078826795,152,,4078826793,5,,4078826801,141,71.5,4078826799,140,20.5,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541543,9,1,1,1,6,aekjg4wbxaixtwu4aicmiju92,1,20.4,71.7,2023-03-06T17:31:41.778Z,2023-03-26T04:47:44Z,4078826853,140,26.8,4078826855,141,86.5,4078826857,212,12.1,4078826851,56,Back,4124317877,178,,4078826859,213,1.0,,,,,,,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541551,10,1,1,1,10,aekjg4wbxaixtwu4aicmiju92,1,26.5,86.9,2023-03-06T17:31:45.628Z,2023-03-26T04:47:54Z,4078826883,56,Back,4078826885,140,12.2,4078826891,213,3.9,4078826887,141,64.6,4078826889,212,21.3,4124317935,178,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541563,11,1,1,1,12,aekjg4wbxaixtwu4aicmiju92,1,12,64.5,2023-03-06T17:31:47.816Z,2023-03-26T04:48:03Z,4078826957,56,Back,4124318083,178,,4078826965,213,1.4,4078826961,141,90.9,4078826963,212,18.3,4078826959,140,15.6,,,,,,,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541573,12,1,1,1,15,aekjg4wbxaixtwu4aicmiju92,1,13.3,85.3,2023-03-06T17:31:50.693Z,2023-03-26T04:48:12Z,4078827001,212,13.2,4078826995,56,Back,4078826997,140,24.2,4124318179,178,,4078827003,213,5.8,4078826999,141,75.7,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541579,13,1,1,1,16,aekjg4wbxaixtwu4aicmiju92,1,24.2,75.7,2023-03-06T17:31:51.906Z,2023-03-26T04:48:17Z,4078827051,141,93.5,4078827047,56,Back,4124318283,178,,4078827053,212,12.6,4078827055,213,1.3,4078827049,140,27.6,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541595,14,1,1,1,19,aekjg4wbxaixtwu4aicmiju92,1,31,97.2,2023-03-06T17:31:54.541Z,2023-03-26T04:48:21Z,4078827125,213,6.2,4078827119,140,42.6,4078827123,212,12.2,4078827121,141,96.2,4124318339,178,,4078827117,56,Back,,,,,,,30dor76ut58qzf8ah4sgeqj1l,Mohammed Al Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541599,15,61,1,1,20,aekjg4wbxaixtwu4aicmiju92,0,42.6,96.2,2023-03-06T17:31:55.594Z,2023-03-26T04:48:25Z,4124318383,178,,4078827141,56,Back,,,,,,,,,,,,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541601,7,61,1,1,21,c9swyor08g9pedxpe3n321svu,0,65.7,7.1,2023-03-06T17:31:56.330Z,2023-03-26T04:48:30Z,4078827145,56,Right,4124318477,178,,,,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541611,8,5,1,1,22,c9swyor08g9pedxpe3n321svu,0,59.2,-2,2023-03-06T17:31:57.323Z,2023-03-26T04:48:35Z,4078827183,56,Right,4078827185,347,,4078827211,233,16,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541607,16,5,1,1,22,aekjg4wbxaixtwu4aicmiju92,1,40.8,102,2023-03-06T17:31:57.323Z,2023-03-26T04:48:35Z,4078827207,233,8,4078827163,56,Back,4078827165,347,,,,,,,,,,,,,,,,,emt3e6x1c9howgtee0hr1hucp,Ayman Al Khulaif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541659,17,1,1,1,32,aekjg4wbxaixtwu4aicmiju92,1,51.3,100,2023-03-06T17:32:07.338Z,2023-03-26T04:48:37Z,4078827411,107,,4078827419,212,16.4,4078827413,56,Left,4078827421,213,5.3,4078827415,140,59.8,4078827417,141,80.5,,,,,,,30dor76ut58qzf8ah4sgeqj1l,Mohammed Al Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541663,18,61,1,1,33,aekjg4wbxaixtwu4aicmiju92,0,59.9,80.5,2023-03-06T17:32:08.165Z,2023-03-26T04:48:50Z,4124318719,178,,4078827429,56,Left,,,,,,,,,,,,,,,,,,,zdrtch0slexakz6exy86cid,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799833,1856,67,1,1,34,c9swyor08g9pedxpe3n321svu,1,43,19.6,2023-03-06T17:32:09.541Z,2023-03-26T13:02:30Z,4124762761,233,1207,,,,,,,,,,,,,,,,,,,,,,hki3chjlidmwubff6srauj56,Abdullah Al Hamdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524799831,1207,67,1,1,34,aekjg4wbxaixtwu4aicmiju92,0,57,80.4,2023-03-06T17:32:09.542Z,2023-03-26T12:34:32Z,4124762775,233,1856,,,,,,,,,,,,,,,,,,,,,,zdrtch0slexakz6exy86cid,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541689,10,1,1,1,34,c9swyor08g9pedxpe3n321svu,1,47,19.8,2023-03-06T17:32:09.586Z,2023-03-26T13:02:31Z,4078827521,141,7.6,4078827531,213,4.6,4078827515,56,Back,4078827517,140,46.5,4124318773,178,,4078827527,212,8.3,,,,,,,hki3chjlidmwubff6srauj56,Abdullah Al Hamdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541673,9,49,1,1,35,c9swyor08g9pedxpe3n321svu,1,46.4,4.2,2023-03-06T17:32:10.474Z,2023-03-26T04:49:01Z,,,,,,,,,,,,,,,,,,,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541693,11,1,1,1,36,c9swyor08g9pedxpe3n321svu,0,46.5,7.6,2023-03-06T17:32:11.169Z,2023-03-26T04:49:05Z,4078827547,56,Right,4124318893,178,,4078827551,141,15.2,4078827549,140,59.5,4078827555,213,0.4,4078827553,212,14.6,,,,,,,1jfxkmks9lci345fiz9z2gfl5,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524800169,1208,67,1,1,37,aekjg4wbxaixtwu4aicmiju92,1,36.9,75,2023-03-06T17:32:12.279Z,2023-03-26T13:02:31Z,4124764665,233,1857,,,,,,,,,,,,,,,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524800167,1857,67,1,1,37,c9swyor08g9pedxpe3n321svu,0,63.1,25,2023-03-06T17:32:12.280Z,2023-03-26T12:35:31Z,4124764675,233,1208,,,,,,,,,,,,,,,,,,,,,,6wjktx17kp8g29h9gw27lwez9,O. Ighalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541685,19,8,1,1,37,aekjg4wbxaixtwu4aicmiju92,1,41.1,75.1,2023-03-06T17:32:12.340Z,2023-03-26T13:02:31Z,4085364171,384,,4124318963,178,,4078827513,56,Back,,,,,,,,,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541697,20,49,1,1,37,aekjg4wbxaixtwu4aicmiju92,1,46.5,79.4,2023-03-06T17:32:12.826Z,2023-03-26T04:49:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541717,21,1,1,1,38,aekjg4wbxaixtwu4aicmiju92,1,46.5,79.6,2023-03-06T17:32:13.491Z,2023-03-26T04:49:23Z,4078827623,212,4.2,4078827619,140,49.1,4078827625,213,5.4,4078827621,141,75.0,4078827617,56,Back,4124319101,178,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541723,22,1,1,1,39,aekjg4wbxaixtwu4aicmiju92,1,49.1,75,2023-03-06T17:32:14Z,2023-03-26T04:49:28Z,4078827647,213,3.0,4124319143,178,,4078827643,141,77.9,4078827645,212,12.8,4078827641,140,37.1,4078827639,56,Back,,,,,,,zdrtch0slexakz6exy86cid,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541729,23,1,1,1,39,aekjg4wbxaixtwu4aicmiju92,1,37.2,77.9,2023-03-06T17:32:14.638Z,2023-03-26T04:49:30Z,4078827657,141,83.8,4078827653,56,Back,4078827655,140,48.2,4078827659,212,12.2,4124319179,178,,4078827661,213,0.3,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541743,24,1,1,1,41,aekjg4wbxaixtwu4aicmiju92,1,48.4,83.9,2023-03-06T17:32:16.017Z,2023-03-26T04:49:34Z,4078827743,212,10.6,4078827745,213,2.3,4078827737,56,Back,4078827741,141,95.1,4078827739,140,41.4,4124319193,178,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541769,25,1,1,1,42,aekjg4wbxaixtwu4aicmiju92,0,42.4,95.1,2023-03-06T17:32:17.892Z,2023-03-26T04:49:40Z,4078827861,140,97.6,4078827859,56,Center,4078827869,1,,4078827867,213,6.0,4078827857,155,,4078827863,141,68.4,4124319293,178,,4078827865,212,60.7,30dor76ut58qzf8ah4sgeqj1l,Mohammed Al Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541765,12,49,1,1,47,c9swyor08g9pedxpe3n321svu,1,7.7,25.3,2023-03-06T17:32:22.405Z,2023-03-26T04:49:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541791,13,1,1,1,49,c9swyor08g9pedxpe3n321svu,1,9,30.3,2023-03-06T17:32:24.159Z,2023-03-26T04:49:53Z,4078827957,213,1.1,4078827953,141,65.2,4078827949,56,Back,4124319425,178,,4078827955,212,26.5,4078827951,140,20.2,,,,,,,9vt5q842htj38cblrh1v62qj9,Abdullah Al Muaiouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541795,14,1,1,1,52,c9swyor08g9pedxpe3n321svu,1,20.1,66,2023-03-06T17:32:27.394Z,2023-03-26T04:49:57Z,4078827975,140,27.0,4078827973,56,Back,4078827981,213,5.8,4078827977,141,59.9,4078827979,212,8.3,4124319497,178,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541797,15,1,1,1,53,c9swyor08g9pedxpe3n321svu,1,27,59.9,2023-03-06T17:32:28.210Z,2023-03-26T04:50:03Z,4078827997,141,69.7,4078827993,56,Back,4078827995,140,22.1,4124319587,178,,4078828001,213,2.2,4078827999,212,8.4,,,,,,,3xtzd4wqoq2b6ak1k2tep9oet,G. Cuéllar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541809,16,1,1,1,54,c9swyor08g9pedxpe3n321svu,1,22,70.8,2023-03-06T17:32:29.667Z,2023-03-26T04:50:09Z,4078828083,140,37.1,4078828085,141,70.8,4078828087,212,15.9,4078828081,56,Back,4078828089,213,0,4124319645,178,,,,,,,,av4e1au7cz1s6rmz5u45l4yjt,Ali Al Bulayhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541815,17,1,1,1,55,c9swyor08g9pedxpe3n321svu,1,37.1,70.8,2023-03-06T17:32:30.626Z,2023-03-26T04:50:13Z,4078828141,212,15.2,4078828139,141,90.2,4124319745,178,,4078828143,213,1.1,4078828135,56,Back,4078828137,140,44.3,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541831,18,1,1,1,59,c9swyor08g9pedxpe3n321svu,1,45.5,90.5,2023-03-06T17:32:34.397Z,2023-03-26T04:50:19Z,4078828221,140,54.3,4078828227,213,5.6,4078828225,212,12.2,4078828219,56,Center,4124319775,178,,4078828223,141,78.7,,,,,,,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541847,19,1,1,2,0,c9swyor08g9pedxpe3n321svu,1,55.2,80.5,2023-03-06T17:32:35.939Z,2023-03-26T04:50:25Z,4078828311,56,Left,4078828319,213,0.4,4078828317,212,22.5,4078828313,140,75.1,4124319859,178,,4078828315,141,92.9,,,,,,,hki3chjlidmwubff6srauj56,Abdullah Al Hamdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541855,20,1,1,2,4,c9swyor08g9pedxpe3n321svu,1,87.8,88.3,2023-03-06T17:32:39.869Z,2023-03-26T04:50:36Z,4078828353,141,73.6,4078828349,56,Center,4078828355,212,11.9,4078828357,213,5.3,4124320005,178,,4078828351,140,94.0,,,,,,,2ghv5nqgyn0wv9ekdx1ow0445,Salem Al Dawsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541857,21,1,1,2,7,c9swyor08g9pedxpe3n321svu,0,94,73.6,2023-03-06T17:32:42.476Z,2023-03-26T04:50:48Z,4078828369,213,4.6,4078828361,56,Center,4078828403,236,,4124320135,178,,4078828405,233,26,4078828365,141,69.3,4078828363,140,93.7,4078828367,212,2.9,p3ebcmbu5i9le8czo76ngm0a,Khalifah Al Dawsari,4078828409,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541865,26,74,1,2,7,aekjg4wbxaixtwu4aicmiju92,1,4.3,26.2,2023-03-06T17:32:42.631Z,2023-03-26T04:50:53Z,4078828393,56,Back,4078828395,285,,4124320195,178,,4078828417,233,21,,,,,,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541867,27,49,1,2,8,aekjg4wbxaixtwu4aicmiju92,1,4.3,26.2,2023-03-06T17:32:43.409Z,2023-03-26T04:51:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541877,28,1,1,2,9,aekjg4wbxaixtwu4aicmiju92,1,5.3,26.2,2023-03-06T17:32:44.471Z,2023-03-26T04:51:03Z,4078828471,212,10.6,4124320335,178,,4078828469,141,26.1,4078828473,213,6.3,4078828467,140,15.4,4078828465,56,Back,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541895,29,1,1,2,12,aekjg4wbxaixtwu4aicmiju92,1,27.6,18.9,2023-03-06T17:32:47.907Z,2023-03-26T04:51:18Z,4078828553,141,4.4,4124320485,178,,4078828549,56,Back,4078828555,212,18.1,4078828557,213,5.7,4078828551,140,42.1,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516541899,30,50,1,2,16,aekjg4wbxaixtwu4aicmiju92,1,60.5,8.1,2023-03-06T17:32:51.464Z,2023-03-26T04:51:40Z,4078828563,286,,4078828561,56,Right,4078828751,233,22,,,,,,,,,,,,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
