id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/18/value,qualifier/17/value
2451798925,7,1,1,0,10,6ttwlm6op92r4670oayg5md7h,1,28.7,54.5,2022-08-27T18:00:47.097Z,2022-09-04T00:39:02Z,3736524035,141,69.6,3756254977,178,,3736524039,213,1.0,3736524031,56,Back,3736524037,212,12.3,3736524033,140,35.1,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451798953,8,1,1,0,12,6ttwlm6op92r4670oayg5md7h,1,35.7,69.6,2022-08-27T18:00:49.218Z,2022-09-04T00:39:05Z,3736524159,212,9.3,3736524161,213,3.9,3736524153,140,29.0,3756255197,178,,3736524157,141,60.6,3736524149,56,Back,,,,,,,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451798977,9,1,1,0,14,6ttwlm6op92r4670oayg5md7h,1,28.6,60,2022-08-27T18:00:51.270Z,2022-09-04T00:39:09Z,3736524307,212,16.7,3736524303,140,34.4,3736524305,141,82.9,3756255559,178,,3736524301,56,Back,3736524309,213,1.2,,,,,,,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799075,10,1,1,0,16,6ttwlm6op92r4670oayg5md7h,1,34.4,82.7,2022-08-27T18:00:52.901Z,2022-09-04T00:39:14Z,3756255895,178,,3736524717,56,Back,3736524727,1,,3736524725,213,5.0,3736524715,157,,3736524721,141,33.6,3736524723,212,34.5,3736524719,140,42.8,6yaoc71surv8vh9hjfli7dwid,Awad Al Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453319729,752,1,1,0,19,6ttwlm6op92r4670oayg5md7h,0,44,21.6,2022-08-27T18:00:56.333Z,2022-09-04T00:39:22Z,3744648369,141,45.8,3744648363,157,,3744648373,213,1.3,3744648375,1,,3744648365,56,Back,3744648371,212,17.0,3756256313,178,,3744648367,140,48.0,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453319985,742,1,1,0,22,d47tf49ishm9qnfd8zyc8wv0j,1,54.2,57.3,2022-08-27T18:00:58.706Z,2022-09-04T00:39:29Z,3744650075,141,51.3,3744650071,56,Center,3756256801,178,,3744650077,212,5.3,3744650079,213,4.0,3744650073,140,51.0,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799119,3,49,1,0,22,d47tf49ishm9qnfd8zyc8wv0j,1,43.5,61.7,2022-08-27T18:00:59.483Z,2022-09-04T00:40:02Z,,,,,,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799187,4,1,1,0,27,d47tf49ishm9qnfd8zyc8wv0j,1,44.9,65.5,2022-08-27T18:01:03.931Z,2022-09-04T00:40:12Z,3736525305,140,41.6,3736525307,141,94.1,3736525311,213,1.7,3736525309,212,19.8,3756259711,178,,3736525303,56,Back,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799249,5,1,1,0,28,d47tf49ishm9qnfd8zyc8wv0j,1,41.6,94.1,2022-08-27T18:01:05.476Z,2022-09-04T00:40:19Z,3736525667,56,Back,3736525677,212,21.3,3756260313,178,,3736525675,141,73.2,3736525671,140,26.5,3736525679,213,3.9,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799267,6,1,1,0,32,d47tf49ishm9qnfd8zyc8wv0j,1,25.5,72.6,2022-08-27T18:01:08.966Z,2022-09-04T00:40:28Z,3736525793,141,43.4,3736525797,213,4.7,3736525789,56,Back,3736525791,140,24.5,3756260941,178,,3736525795,212,19.9,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799359,7,1,1,0,36,d47tf49ishm9qnfd8zyc8wv0j,1,24.5,43.1,2022-08-27T18:01:12.839Z,2022-09-04T00:40:33Z,3736526353,56,Back,3736526361,213,1.6,3736526359,212,21.7,3756261221,178,,3736526357,141,75.0,3736526355,140,24.3,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799389,8,1,1,0,41,d47tf49ishm9qnfd8zyc8wv0j,1,26.2,75.1,2022-08-27T18:01:17.697Z,2022-09-04T00:40:37Z,3736526523,56,Back,3736526527,141,41.5,3756261517,178,,3736526529,212,22.9,3736526531,213,4.7,3736526525,140,25.0,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799413,9,1,1,0,44,d47tf49ishm9qnfd8zyc8wv0j,1,26.5,35.1,2022-08-27T18:01:21.399Z,2022-09-04T00:40:43Z,3736526707,213,5.1,3736526701,140,33.0,3736526699,56,Back,3756261769,178,,3736526705,212,18.5,3736526703,141,9.8,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457139183,1302,83,1,0,47,6ttwlm6op92r4670oayg5md7h,1,63.4,93.7,2022-08-27T18:01:23.666Z,2022-09-08T05:17:40Z,3765062741,399,432973,,,,,,,,,,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799423,10,1,1,0,47,d47tf49ishm9qnfd8zyc8wv0j,0,33.4,8.8,2022-08-27T18:01:23.689Z,2022-09-04T00:40:48Z,3736526769,212,5.2,3736527019,286,,3736526763,56,Back,3756262065,178,,3736527013,236,,3736527015,233,11,3736526765,140,38.2,3736526771,213,6.1,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,3736526767,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799467,11,74,1,0,47,6ttwlm6op92r4670oayg5md7h,1,60.7,87.5,2022-08-27T18:01:23.734Z,2022-09-04T00:41:00Z,3756262731,178,,3736526975,285,,3736527049,233,10,3736526973,56,Left,,,,,,,,,,,,,9yceimet7wbytfai5ivr0v4k5,A. Mitriță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799453,11,5,1,0,47,d47tf49ishm9qnfd8zyc8wv0j,1,40,-1.6,2022-08-27T18:01:24.019Z,2022-09-04T00:41:07Z,3736527163,233,12,3736526905,347,,3736526903,56,Back,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799487,12,5,1,0,47,6ttwlm6op92r4670oayg5md7h,0,60,101.6,2022-08-27T18:01:24.019Z,2022-09-04T00:41:07Z,3736527089,56,Left,3736527171,233,11,3736527091,347,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799697,12,1,1,0,58,d47tf49ishm9qnfd8zyc8wv0j,1,40.2,0,2022-08-27T18:01:35.157Z,2022-09-04T00:41:19Z,3736528185,212,11.6,3736528177,107,,3736528181,140,46.4,3736528187,213,1.0,3736528183,141,12.8,3736528179,56,Back,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799733,13,1,1,1,0,d47tf49ishm9qnfd8zyc8wv0j,1,46.4,12.8,2022-08-27T18:01:36.740Z,2022-09-04T00:42:16Z,3736528363,196,,3736528373,213,1.6,3736528369,141,75.6,3736528367,140,46.9,3736528375,1,,3756267269,178,,3736528371,212,42.7,3736528365,56,Back,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799785,14,1,1,1,6,d47tf49ishm9qnfd8zyc8wv0j,0,46.9,75.6,2022-08-27T18:01:42.989Z,2022-09-04T00:42:20Z,3736528635,56,Center,3736528643,213,5.8,3736528637,140,100.0,3756267583,178,,3736528639,141,29.1,3736528641,212,65.4,3736528633,155,,3736528645,1,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799813,13,5,1,1,10,6ttwlm6op92r4670oayg5md7h,1,-1.1,67.2,2022-08-27T18:01:46.764Z,2022-09-04T00:42:25Z,3736528815,233,15,3736528781,346,,3736528779,56,Back,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451799791,15,5,1,1,10,d47tf49ishm9qnfd8zyc8wv0j,0,101.1,32.8,2022-08-27T18:01:46.764Z,2022-09-04T00:42:25Z,3736528677,346,,3736528841,233,13,3736528675,56,Center,,,,,,,,,,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800325,14,1,1,1,32,6ttwlm6op92r4670oayg5md7h,1,4.2,56.7,2022-08-27T18:02:09.555Z,2022-09-04T00:42:29Z,3736531139,141,64.0,3736531141,212,54.6,3736531133,124,,3736531145,1,,3736531143,213,0.1,3736531135,56,Center,3736531149,74,,3736531137,140,56.0,6veqhleq95267xca919eg02j9,S. Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800339,15,44,1,1,35,6ttwlm6op92r4670oayg5md7h,1,54.6,62.1,2022-08-27T18:02:12.492Z,2022-09-08T06:19:14Z,3736975593,286,,3736531199,56,Center,3736531467,233,16,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800379,16,44,1,1,35,d47tf49ishm9qnfd8zyc8wv0j,0,45.4,37.9,2022-08-27T18:02:12.493Z,2022-09-04T00:42:36Z,3736531391,56,Back,3736531511,233,15,3736531393,285,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800371,16,1,1,1,35,6ttwlm6op92r4670oayg5md7h,0,56,64,2022-08-27T18:02:12.506Z,2022-09-08T06:19:15Z,3736531349,3,,3736531357,212,19.1,3736531351,56,Center,3756269197,388,,3736531355,141,56.1,3736531353,140,73.5,3744650083,168,,3736531359,213,6.0,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800463,17,52,1,1,40,d47tf49ishm9qnfd8zyc8wv0j,1,12.9,47.8,2022-08-27T18:02:16.977Z,2022-09-04T00:42:53Z,3744650269,376,,3756269777,178,,,,,,,,,,,,,,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800523,18,1,1,1,41,d47tf49ishm9qnfd8zyc8wv0j,1,12.9,47.8,2022-08-27T18:02:18.319Z,2022-09-04T00:43:02Z,3736532123,140,21.8,3736532119,56,Back,3736532117,123,,3736532125,141,65.7,3756270567,178,,3736532131,212,15.3,3736532135,213,0.9,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800585,19,1,1,1,47,d47tf49ishm9qnfd8zyc8wv0j,1,29.4,65.5,2022-08-27T18:02:23.696Z,2022-09-04T00:43:07Z,3736532469,140,22.2,3736532473,212,20.2,3736532471,141,38.0,3736532475,213,4.3,3756270945,178,,3736532467,56,Back,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800701,20,1,1,1,49,d47tf49ishm9qnfd8zyc8wv0j,1,22.2,38,2022-08-27T18:02:26.301Z,2022-09-04T00:43:10Z,3736533021,141,72.0,3736533025,213,1.4,3736533017,56,Back,3756271181,178,,3736533019,140,26.9,3736533023,212,23.6,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800757,21,1,1,1,55,d47tf49ishm9qnfd8zyc8wv0j,0,32.8,72.4,2022-08-27T18:02:31.793Z,2022-09-04T00:43:14Z,3736533311,213,0.4,3736533307,141,91.8,3736533305,140,62.8,3736533301,155,,3756271377,178,,3736533303,56,Left,3736533313,1,,3736533309,212,34.2,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800765,17,8,1,1,56,6ttwlm6op92r4670oayg5md7h,1,47.7,16.7,2022-08-27T18:02:33.245Z,2022-09-04T00:43:24Z,3744650445,385,,3756272077,388,,3736533355,56,Back,3736533385,15,,,,,,,,,,,,,,6f7isvwcywig1hlvfed4q0hgq,Yahya Sunbul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800797,18,5,1,1,57,6ttwlm6op92r4670oayg5md7h,0,43.8,-1.8,2022-08-27T18:02:34.079Z,2022-09-04T00:43:34Z,3736533555,347,,3736533779,233,22,3736533553,56,Back,,,,,,,,,,,,,,,,3kfeazpv3d1wy6e333pudwkid,D. Đoković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451800825,22,5,1,1,57,d47tf49ishm9qnfd8zyc8wv0j,1,56.2,101.8,2022-08-27T18:02:34.079Z,2022-09-04T00:43:34Z,3736533715,233,18,3736533681,347,,3736533679,56,Left,,,,,,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801043,23,1,1,2,15,d47tf49ishm9qnfd8zyc8wv0j,1,67,100,2022-08-27T18:02:52.187Z,2022-09-04T00:43:38Z,3736535037,140,67.6,3736535043,213,4.8,3736535035,56,Left,3736535033,107,,3736535041,212,9.5,3736535039,141,88.1,,,,,,,9o288vygjpcv3noeqnrnqh3ah,Saeed Al Hamsal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801049,24,1,1,2,16,d47tf49ishm9qnfd8zyc8wv0j,0,67.6,88.1,2022-08-27T18:02:53.545Z,2022-09-04T00:43:45Z,3736535083,140,65.3,3736535087,212,2.4,3756273685,178,,3736535085,141,88.3,3736535077,56,Left,3736535089,213,3.1,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801095,19,61,1,2,17,6ttwlm6op92r4670oayg5md7h,1,44.4,10,2022-08-27T18:02:53.642Z,2022-09-04T00:43:57Z,3736535357,56,Back,3756274423,178,,3756274421,21,,,,,,,,,,,,,,,,,2neoemoj0t2ssvjhhii62rvje,K. El Berkaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801107,20,49,1,2,19,6ttwlm6op92r4670oayg5md7h,1,54.9,10.9,2022-08-27T18:02:55.697Z,2022-09-04T00:44:07Z,,,,,,,,,,,,,,,,,,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801143,21,1,1,2,19,6ttwlm6op92r4670oayg5md7h,1,55.1,11.1,2022-08-27T18:02:55.736Z,2022-09-04T00:44:17Z,3736535619,56,Back,3736535623,141,14.7,3736535621,140,44.0,3736535625,212,11.9,3736535627,213,2.9,3756275833,178,,,,,,,,1l0bb9txaodn0kqc5rca35rdh,Júlio Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801203,22,1,1,2,22,6ttwlm6op92r4670oayg5md7h,1,45.3,15.2,2022-08-27T18:02:58.892Z,2022-09-04T00:44:28Z,3736536017,213,2.5,3736536005,56,Back,3756276733,178,,3736536011,141,30.1,3736536007,140,32.2,3736536013,212,17.1,,,,,,,6ygvaf7gjckdemde0ec0tem6t,M. Fouzair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801245,23,1,1,2,26,6ttwlm6op92r4670oayg5md7h,1,24,30.6,2022-08-27T18:03:03.272Z,2022-09-04T00:44:38Z,3736536249,212,19.6,3756277553,178,,3736536245,140,23.3,3736536251,213,1.6,3736536247,141,59.4,3736536243,56,Back,,,,,,,5n3pl3j98lkmzzus1b095bkd1,Renê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801271,24,1,1,2,30,6ttwlm6op92r4670oayg5md7h,0,27.2,85.7,2022-08-27T18:03:07.368Z,2022-09-04T00:44:42Z,3736536405,155,,3736536417,212,35.1,3736536415,141,81.7,3736536421,1,,3736536409,56,Left,3736536413,140,60.5,3756277757,178,,3736536419,213,6.2,829ypq99t1vn90xey32mwt7th,Mohammed Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801299,25,49,1,2,32,d47tf49ishm9qnfd8zyc8wv0j,1,42.8,14.7,2022-08-27T18:03:09.568Z,2022-09-04T00:45:02Z,,,,,,,,,,,,,,,,,,,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451801321,26,1,1,2,33,d47tf49ishm9qnfd8zyc8wv0j,0,42.8,14.7,2022-08-27T18:03:09.600Z,2022-09-04T00:44:59Z,3736536589,141,12.0,3736536583,155,,3736536591,212,20.0,3756279301,388,,3736536593,213,6.2,3736536585,56,Right,3736536587,140,61.8,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
