id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2503329413,5,49,1,0,11,7dkxxicrwn77jpdfkwpnlnnyn,1,56.6,76.8,2023-02-03T17:30:31.098Z,2023-02-22T10:19:23Z,,,,,,,,,,,,,,,,,,,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329429,6,1,1,0,11,7dkxxicrwn77jpdfkwpnlnnyn,1,56.6,76.8,2023-02-03T17:30:31.131Z,2023-02-22T10:19:26Z,4009178043,141,67.8,4009178041,140,41.6,4009178045,212,16.9,4009178039,56,Back,4049064867,178,,4009178047,213,3.5,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329433,7,61,1,0,11,7dkxxicrwn77jpdfkwpnlnnyn,1,41.5,67.8,2023-02-03T17:30:31.425Z,2023-02-22T10:19:29Z,4049064893,178,,4009178053,56,Back,,,,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329435,6,49,1,0,13,cq4rdp1mkan8zhaw7bmzjdaqk,1,57.3,29,2023-02-03T17:30:32.738Z,2023-02-22T10:19:33Z,,,,,,,,,,,,,,,,,,,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329439,7,1,1,0,14,cq4rdp1mkan8zhaw7bmzjdaqk,0,57.3,29,2023-02-03T17:30:33.597Z,2023-02-22T10:19:37Z,4049065005,178,,4009178071,212,5.7,4009178073,213,6.0,4009178069,141,26.8,4009178067,140,62.5,4009178065,56,Center,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329451,9,49,1,0,14,7dkxxicrwn77jpdfkwpnlnnyn,1,27.2,77.4,2023-02-03T17:30:34.448Z,2023-02-22T10:19:40Z,,,,,,,,,,,,,,,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329447,8,43,1,0,15,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-03T17:30:35.156Z,2023-02-08T13:39:26Z,4019914731,144,8,4009178101,56,Back,,,,,,,,,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329497,10,1,1,0,16,7dkxxicrwn77jpdfkwpnlnnyn,1,27.2,72.6,2023-02-03T17:30:35.730Z,2023-02-22T10:19:43Z,4009178317,141,82.1,4009178319,212,11.7,4049065117,178,,4009178313,56,Back,4009178315,140,36.5,4009178321,213,0.6,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329503,11,4,1,0,17,7dkxxicrwn77jpdfkwpnlnnyn,1,37.1,77.4,2023-02-03T17:30:37.573Z,2023-02-22T10:19:46Z,4009178347,286,,4009178339,13,,4009178349,233,8,4009178343,152,,4009178341,56,Back,4009178345,265,,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329491,8,4,1,0,17,cq4rdp1mkan8zhaw7bmzjdaqk,0,62.9,22.6,2023-02-03T17:30:37.574Z,2023-02-22T10:19:45Z,4049065165,178,,4009178305,265,,4009178301,56,Center,4009178303,152,,4009178355,233,11,4009178299,13,,4009178307,285,,,,,daqggbwzctkpojr1kn1l2sm39,D. Tijanič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329549,12,1,1,0,26,7dkxxicrwn77jpdfkwpnlnnyn,1,41.9,73.7,2023-02-03T17:30:45.608Z,2023-02-22T10:19:52Z,4009178575,213,4.1,4009178571,141,37.6,4009178573,212,29.1,4049065287,178,,4009178567,56,Back,4009178563,5,,4009178565,152,,4009178569,140,27.1,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329567,13,1,1,0,29,7dkxxicrwn77jpdfkwpnlnnyn,1,27.5,36.1,2023-02-03T17:30:48.680Z,2023-02-22T10:19:55Z,4049065321,178,,4009178671,56,Back,4009178675,141,8.0,4009178673,140,38.9,4009178679,213,5.3,4009178677,212,22.5,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329587,14,1,1,0,31,7dkxxicrwn77jpdfkwpnlnnyn,1,36.4,6.8,2023-02-03T17:30:50.799Z,2023-02-22T10:19:58Z,4009178767,140,40.4,4009178773,213,1.2,4009178771,212,10.5,4009178765,56,Back,4009178769,141,20.9,4049065381,178,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329609,15,1,1,0,32,7dkxxicrwn77jpdfkwpnlnnyn,1,40.3,20.8,2023-02-03T17:30:52.560Z,2023-02-22T10:20:01Z,4009178861,213,4.0,4009178857,141,4.9,4049065429,178,,4009178859,212,14.4,4009178853,56,Back,4009178855,140,31.2,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329675,16,1,1,0,34,7dkxxicrwn77jpdfkwpnlnnyn,1,31.3,4.6,2023-02-03T17:30:54.253Z,2023-02-22T10:20:06Z,4009179151,56,Right,4009179155,141,3.7,4009179153,140,73.8,4009179159,213,6.3,4049065471,178,,4009179157,212,44.6,4009179149,155,,4009179161,1,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329683,9,4,1,0,39,cq4rdp1mkan8zhaw7bmzjdaqk,1,26.6,95.6,2023-02-03T17:30:59.344Z,2023-02-22T10:20:10Z,4009179193,10,,4009179195,56,Back,4009179199,285,,4009179197,152,,4009179233,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329687,18,4,1,0,39,7dkxxicrwn77jpdfkwpnlnnyn,0,73.4,4.4,2023-02-03T17:30:59.345Z,2023-02-22T10:20:10Z,4009179215,56,Right,4009179213,10,,4009179219,286,,4009179237,233,9,4049065529,178,,4009179217,152,,,,,,,,dvt8h9sh00qsqzhrb3y4fco9h,Y. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329679,17,43,1,0,43,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-03T17:31:03.253Z,2023-02-03T18:20:34Z,4009259655,144,61,4009179169,56,Right,,,,,,,,,,,,,,,,,,,dvt8h9sh00qsqzhrb3y4fco9h,Y. Niakaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329727,10,1,1,0,46,cq4rdp1mkan8zhaw7bmzjdaqk,1,18.7,92.7,2023-02-03T17:31:06.265Z,2023-02-22T10:20:13Z,4009179421,212,22.9,4009179423,213,4.2,4009179419,141,63.5,4009179415,56,Back,4009179411,5,,4009179413,152,,4049065589,178,,4009179417,140,7.8,91e6dbk9uxyui5vbe47zdj6jt,Fahad Al Harbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329735,11,1,1,0,48,cq4rdp1mkan8zhaw7bmzjdaqk,1,7.9,62.4,2023-02-03T17:31:08.495Z,2023-02-22T10:20:17Z,4009179469,141,62.1,4009179465,56,Back,4049065655,178,,4009179471,212,7.2,4009179473,213,6.3,4009179467,140,14.8,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329747,12,1,1,0,50,cq4rdp1mkan8zhaw7bmzjdaqk,1,14.8,62.1,2023-02-03T17:31:09.924Z,2023-02-22T10:20:21Z,4009179527,212,22.9,4049065719,178,,4009179521,56,Back,4009179525,141,32.5,4009179523,140,25.3,4009179529,213,5.2,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329761,13,1,1,0,53,cq4rdp1mkan8zhaw7bmzjdaqk,1,25.3,32.5,2023-02-03T17:31:12.773Z,2023-02-22T10:20:27Z,4009179623,212,3.2,4009179625,213,0.3,4009179621,141,33.8,4009179619,140,28.2,4049065839,178,,4009179617,56,Back,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329773,14,1,1,0,56,cq4rdp1mkan8zhaw7bmzjdaqk,1,28.2,33.8,2023-02-03T17:31:16.007Z,2023-02-22T10:20:31Z,4009179697,56,Back,4009179699,140,46.6,4009179705,213,0.3,4049065913,178,,4009179701,141,41.3,4009179703,212,20.0,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329781,15,3,1,0,58,cq4rdp1mkan8zhaw7bmzjdaqk,0,45.2,39,2023-02-03T17:31:18.064Z,2023-02-22T10:21:01Z,4049066013,178,,4019916075,464,,4009179737,286,,4009259925,233,402,4009179735,56,Back,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503345933,402,7,1,0,58,7dkxxicrwn77jpdfkwpnlnnyn,1,54.8,61,2023-02-03T17:31:18.192Z,2023-02-22T10:21:08Z,4009259911,285,,4009259921,233,15,4009259909,56,Center,4049066177,178,,4019916121,384,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329785,19,49,1,0,59,7dkxxicrwn77jpdfkwpnlnnyn,1,55.1,67.4,2023-02-03T17:31:19.383Z,2023-02-22T10:21:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329791,20,1,1,0,59,7dkxxicrwn77jpdfkwpnlnnyn,1,55.1,67.4,2023-02-03T17:31:19.462Z,2023-02-22T10:21:16Z,4049066761,178,,4009179777,141,78.8,4009179779,212,15.5,4009179775,140,42.3,4009179781,213,2.6,4009179773,56,Back,,,,,,,bia0lpc5wkxjcyc92d12apas5,R. Quaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329811,21,1,1,1,1,7dkxxicrwn77jpdfkwpnlnnyn,1,42.3,78.8,2023-02-03T17:31:21.303Z,2023-02-22T10:21:19Z,4009179877,141,67.4,4049066813,178,,4009179879,212,9.0,4009179873,56,Back,4009179875,140,46.7,4009179881,213,5.2,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329849,22,1,1,1,4,7dkxxicrwn77jpdfkwpnlnnyn,1,46.8,67.7,2023-02-03T17:31:23.615Z,2023-02-22T10:21:23Z,4009180073,212,27.5,4009180075,213,4.1,4009180071,141,33.8,4009180067,56,Back,4009180069,140,32.5,4049066871,178,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329861,23,1,1,1,7,7dkxxicrwn77jpdfkwpnlnnyn,1,32.5,33.8,2023-02-03T17:31:26.727Z,2023-02-22T10:21:27Z,4009180131,212,23.9,4009180125,56,Back,4009180133,213,1.5,4009180129,141,68.9,4049066911,178,,4009180127,140,34.0,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329875,24,1,1,1,8,7dkxxicrwn77jpdfkwpnlnnyn,1,34,68.9,2023-02-03T17:31:28.466Z,2023-02-22T10:21:31Z,4009180177,212,19.9,4009180171,56,Back,4009180175,141,96.0,4009180173,140,41.2,4009180179,213,1.2,4049066983,178,,,,,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329911,25,1,1,1,12,7dkxxicrwn77jpdfkwpnlnnyn,1,42.3,94.4,2023-02-03T17:31:32.449Z,2023-02-22T10:21:36Z,4009180337,141,76.8,4049067073,178,,4009180341,213,4.0,4009180339,212,15.5,4009180335,140,32.9,4009180333,56,Back,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329921,26,1,1,1,15,7dkxxicrwn77jpdfkwpnlnnyn,1,29.3,65.7,2023-02-03T17:31:35.523Z,2023-02-22T10:21:45Z,4009180397,213,5.1,4049067149,178,,4009180389,56,Back,4009180399,1,,4009180393,141,8.8,4009180395,212,41.5,4009180391,140,43.6,,,,9p1b5iftds5x02tx2eyseaklx,D. Velkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329937,27,1,1,1,18,7dkxxicrwn77jpdfkwpnlnnyn,0,41.4,8.5,2023-02-03T17:31:38.326Z,2023-02-22T10:21:48Z,4009180469,56,Back,4009180477,213,1.5,4049067187,178,,4009180473,141,34.4,4009180475,212,17.7,4009180471,140,42.8,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329957,16,1,1,1,20,cq4rdp1mkan8zhaw7bmzjdaqk,0,59.4,64.4,2023-02-03T17:31:40.174Z,2023-02-22T10:21:56Z,4009180563,141,65.0,4009180561,140,59.7,4009180565,212,0.5,4049067309,178,,4009180567,213,0.9,4009180559,56,Center,,,,,,,b6uziptaly2jgznnhe7l5bqol,M. Antonsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329963,17,49,1,1,22,cq4rdp1mkan8zhaw7bmzjdaqk,1,65.5,65.4,2023-02-03T17:31:42.206Z,2023-02-22T10:22:05Z,,,,,,,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329967,18,1,1,1,22,cq4rdp1mkan8zhaw7bmzjdaqk,1,65.5,65.4,2023-02-03T17:31:42.253Z,2023-02-22T10:22:09Z,4009180605,56,Left,4009180609,141,78.9,4009180613,213,1.2,4009180611,212,10.1,4009180607,140,69.4,4049067529,178,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329951,28,43,1,1,22,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2023-02-03T17:31:42.560Z,2023-02-03T18:21:26Z,4009180523,56,Back,4009260239,144,61,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329979,19,1,1,1,25,cq4rdp1mkan8zhaw7bmzjdaqk,1,69.4,78.9,2023-02-03T17:31:45.283Z,2023-02-22T10:22:14Z,4049067583,178,,4009180659,56,Center,4009180665,212,3.5,4009180667,213,5.8,4009180661,140,72.3,4009180663,141,76.4,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503329991,20,1,1,1,26,cq4rdp1mkan8zhaw7bmzjdaqk,1,72.3,76.4,2023-02-03T17:31:45.876Z,2023-02-22T10:22:17Z,4009180719,212,11.1,4009180713,56,Left,4009180715,140,80.6,4009180721,213,0.7,4049067681,178,,4009180717,141,86.4,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503330011,21,1,1,1,28,cq4rdp1mkan8zhaw7bmzjdaqk,1,80.6,86.4,2023-02-03T17:31:47.759Z,2023-02-22T10:22:20Z,4049067747,178,,4009180839,140,80.4,4009180845,213,4.7,4009180841,141,76.2,4009180843,212,6.9,4009180837,56,Center,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503330017,22,50,1,1,29,cq4rdp1mkan8zhaw7bmzjdaqk,1,82.8,74.2,2023-02-03T17:31:49.228Z,2023-02-22T10:22:26Z,4019949309,233,29,4009180855,56,Center,4009180857,286,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503330025,29,7,1,1,29,7dkxxicrwn77jpdfkwpnlnnyn,1,17.2,25.8,2023-02-03T17:31:49.331Z,2023-02-22T10:22:31Z,4009180895,285,,4009180893,56,Back,4019916891,384,,4049067899,178,,4009180889,233,22,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503330029,30,49,1,1,30,7dkxxicrwn77jpdfkwpnlnnyn,1,16,28.3,2023-02-03T17:31:49.856Z,2023-02-22T10:54:45Z,,,,,,,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
