id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/11/value,keyPass,qualifier/13/value,qualifier/12/value,qualifier/17/value,qualifier/18/value,qualifier/14/value
2466725193,383,61,1,0,9,d47tf49ishm9qnfd8zyc8wv0j,1,45.7,70.2,2022-10-02T18:00:22.561Z,2022-10-08T21:30:22Z,3829618629,178,,3815969123,56,Back,,,,,,,,,,,,,,,,,,,2ycm47qi7qr17i31a8f6oq9gq,Saad Al Salouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699485,6,61,1,0,10,d47tf49ishm9qnfd8zyc8wv0j,1,42.4,69.5,2022-10-02T18:00:22.851Z,2022-10-08T21:30:26Z,3829618819,178,,3815827819,56,Back,,,,,,,,,,,,,,,,,,,bvmo38wfbtnrk5hdbxgczkzpx,F. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699487,5,1,1,0,10,aekjg4wbxaixtwu4aicmiju92,1,57.8,28.5,2022-10-02T18:00:23.499Z,2022-10-17T09:41:35Z,3815827833,213,3.7,3815827829,141,11.3,3815827827,140,38.4,3829619069,178,,3815827831,212,23.5,3815827825,56,Back,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699491,6,49,1,0,11,aekjg4wbxaixtwu4aicmiju92,1,38.5,8.8,2022-10-02T18:00:24.390Z,2022-10-17T09:41:41Z,,,,,,,,,,,,,,,,,,,,,,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699599,7,1,1,0,12,aekjg4wbxaixtwu4aicmiju92,1,38.5,8.8,2022-10-02T18:00:25.501Z,2022-10-17T09:41:46Z,3815828487,141,7.7,3829619689,178,,3815828483,56,Back,3815828489,212,6.9,3815828485,140,45.0,3815828491,213,6.2,,,,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466705831,126,1,1,0,14,aekjg4wbxaixtwu4aicmiju92,1,50.2,12.6,2022-10-02T18:00:27.290Z,2022-10-17T09:41:51Z,3815862935,140,55.8,3815862941,213,5.6,3815862937,141,4.9,3815862939,212,7.9,3829619827,178,,3815862933,56,Right,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466711191,214,1,1,0,15,aekjg4wbxaixtwu4aicmiju92,1,55.5,2.3,2022-10-02T18:00:27.971Z,2022-10-17T09:41:55Z,3815891725,141,10.4,3829619957,178,,3815891721,56,Right,3815891727,212,6.1,3815891723,140,57.9,3815891729,213,1.1,3815891719,155,,,,,aqe0o77dv6114gsbpw3t1iymt,M. Batna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466714549,290,1,1,0,16,aekjg4wbxaixtwu4aicmiju92,0,61.3,11.6,2022-10-02T18:00:29.081Z,2022-10-17T09:42:00Z,3815909391,140,58.4,3815909389,56,Right,3829620143,178,,3815909397,213,2.3,3815909395,212,4.8,3815909393,141,17.0,,,,,,,cee8klv6kur6xp1v57uikihg5,S. Bendebka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699533,7,49,1,0,17,d47tf49ishm9qnfd8zyc8wv0j,1,40.1,73.5,2022-10-02T18:00:30.326Z,2022-10-17T09:42:05Z,,,,,,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473504767,812,67,1,0,18,d47tf49ishm9qnfd8zyc8wv0j,1,40,72.6,2022-10-02T18:00:31.249Z,2022-10-17T11:57:38Z,3852032609,233,889,,,,,,,,,,,,,,,,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473504763,889,67,1,0,18,aekjg4wbxaixtwu4aicmiju92,0,60,27.4,2022-10-02T18:00:31.250Z,2022-10-17T10:11:51Z,3852032613,233,812,,,,,,,,,,,,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699581,8,1,1,0,20,d47tf49ishm9qnfd8zyc8wv0j,1,35.2,69.9,2022-10-02T18:00:33.043Z,2022-10-17T09:42:10Z,3815828401,140,26.8,3829621161,178,,3815828405,212,24.6,3815828403,141,36.1,3815828407,213,4.3,3815828399,56,Back,,,,,,,btjt8zqd248l6mk9b2obdsr1l,Riyadh Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699601,9,1,1,0,26,d47tf49ishm9qnfd8zyc8wv0j,0,31.3,16.1,2022-10-02T18:00:39.402Z,2022-10-17T09:42:14Z,3829621477,178,,3815828501,212,28.0,3815828497,140,55.4,3815828499,141,0.0,3815828495,56,Right,3815828503,213,5.8,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699625,8,5,1,0,28,aekjg4wbxaixtwu4aicmiju92,1,43.4,101.6,2022-10-02T18:00:41.377Z,2022-10-17T09:42:19Z,3815828627,233,10,3815828619,347,,3815828617,56,Back,,,,,,,,,,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699603,10,5,1,0,28,d47tf49ishm9qnfd8zyc8wv0j,0,56.6,-1.6,2022-10-02T18:00:41.377Z,2022-10-17T09:42:19Z,3815828651,233,8,3815828507,347,,3815828505,56,Right,,,,,,,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699633,9,1,1,0,33,aekjg4wbxaixtwu4aicmiju92,1,42.2,100,2022-10-02T18:00:46.239Z,2022-10-08T21:32:01Z,3815828705,56,Back,3815828711,212,15.2,3815828701,107,,3815828709,141,88.1,3815828713,213,3.8,3815828707,140,30.8,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699645,10,1,1,0,36,aekjg4wbxaixtwu4aicmiju92,1,28.4,77.2,2022-10-02T18:00:49.709Z,2022-10-17T09:42:26Z,3815828769,213,4.5,3815828763,140,23.3,3815828767,212,27.1,3829622305,178,,3815828761,56,Back,3815828765,141,38.2,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699655,11,1,1,0,40,aekjg4wbxaixtwu4aicmiju92,1,21.9,33.4,2022-10-02T18:00:52.921Z,2022-10-08T21:32:09Z,3829622413,178,,3815828847,212,18.0,3815828843,140,25.9,3815828849,213,4.9,3815828841,56,Back,3815828845,141,7.7,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699667,12,1,1,0,43,aekjg4wbxaixtwu4aicmiju92,0,26.3,5.9,2022-10-02T18:00:56.001Z,2022-10-17T09:42:31Z,3815828905,140,52.8,3815828911,213,6.3,3829622533,178,,3815828907,141,5.2,3815828909,212,27.8,3815828903,56,Right,,,,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699663,11,49,1,0,44,d47tf49ishm9qnfd8zyc8wv0j,1,44.4,92.4,2022-10-02T18:00:57.391Z,2022-10-17T09:42:49Z,,,,,,,,,,,,,,,,,,,,,,,,,97gy3oursbjphkf5t85x9wy96,Mohammed Al Kunaydiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699677,12,1,1,0,44,d47tf49ishm9qnfd8zyc8wv0j,0,44.4,92.4,2022-10-02T18:00:57.451Z,2022-10-17T09:42:42Z,3815828973,140,60.2,3815828979,213,5.6,3815828977,212,20.8,3829622907,178,,3815828975,141,74.0,3815828971,56,Center,,,,,,,97gy3oursbjphkf5t85x9wy96,Mohammed Al Kunaydiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467006225,808,49,1,0,46,aekjg4wbxaixtwu4aicmiju92,1,40,15,2022-10-02T18:00:58.932Z,2022-10-17T09:42:54Z,,,,,,,,,,,,,,,,,,,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699697,13,1,1,0,47,aekjg4wbxaixtwu4aicmiju92,1,40.2,23.1,2022-10-02T18:01:00.079Z,2022-10-17T09:43:00Z,3815829077,213,3.9,3829623143,178,,3815829073,141,11.9,3815829069,56,Back,3815829075,212,11.0,3815829071,140,32.7,,,,,,,d9pwgddm81gw3caq3njscahud,Mohammed Al Fuhaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699713,14,1,1,0,49,aekjg4wbxaixtwu4aicmiju92,1,34.2,15,2022-10-02T18:01:02.322Z,2022-10-17T09:43:04Z,3815829169,140,28.4,3815829173,212,32.5,3815829177,1,,3815829167,56,Back,3829623313,178,,3815829175,213,1.8,3815829171,141,62.0,,,,85oc68xls37jerkaimzc1lv8q,Nawaf Boushal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699737,15,1,1,0,52,aekjg4wbxaixtwu4aicmiju92,1,29,65.2,2022-10-02T18:01:05.511Z,2022-10-17T09:43:10Z,3815829303,212,21.2,3829623473,178,,3815829297,56,Back,3815829299,140,37.5,3815829301,141,93.5,3815829305,213,1.1,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699751,16,1,1,0,56,aekjg4wbxaixtwu4aicmiju92,1,37.7,89.4,2022-10-02T18:01:09.073Z,2022-10-17T09:43:17Z,3829623675,178,,3815829387,212,13.0,3815829383,140,49.2,3815829389,213,5.9,3815829381,56,Back,3815829385,141,82.4,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699783,17,1,1,0,57,aekjg4wbxaixtwu4aicmiju92,1,49.2,82.4,2022-10-02T18:01:10.082Z,2022-10-17T09:43:23Z,3815829551,212,17.9,3815829545,56,Back,3829623797,178,,3815829553,213,3.5,3815829549,141,72.6,3815829547,140,33.4,,,,,,,2u7lvws9q3r5yu76aioea6ifp,C. Cueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699809,18,1,1,1,3,aekjg4wbxaixtwu4aicmiju92,1,36.9,63.6,2022-10-02T18:01:16.111Z,2022-10-17T09:43:26Z,3815829683,213,0.9,3829624023,178,,3815829679,141,95.4,3815829677,140,53.1,3815829675,56,Left,3815829681,212,27.5,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699829,19,1,1,1,6,aekjg4wbxaixtwu4aicmiju92,1,57.2,96.2,2022-10-02T18:01:19.662Z,2022-10-17T09:43:30Z,3815829777,212,8.9,3815829779,213,0.1,3829624233,178,,3815829773,140,65.6,3815829775,141,97.4,3815829771,56,Left,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699851,20,1,1,1,8,aekjg4wbxaixtwu4aicmiju92,0,65.6,97.4,2022-10-02T18:01:21.341Z,2022-10-17T09:43:34Z,3815829903,212,5.6,3815829905,213,3.3,3815829899,140,60.3,3829624435,178,,3815829901,141,96.2,3815829897,56,Left,,,,,,,7tct6lamqw703ndfo60ruh6fp,Tawfiq Buhumaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699853,13,3,1,1,9,d47tf49ishm9qnfd8zyc8wv0j,0,38.7,5.4,2022-10-02T18:01:22.425Z,2022-10-17T09:43:55Z,3815829921,56,Back,3815829997,233,21,3829628025,178,,3817387863,465,,3815829923,286,,,,,,,,,,,c8h2fwbtb1bs0i68fb730vpwp,Luís Miquissone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699863,21,7,1,1,9,aekjg4wbxaixtwu4aicmiju92,1,61.3,94.6,2022-10-02T18:01:22.685Z,2022-10-17T09:44:02Z,3817387903,383,,3815829979,56,Left,3815829993,233,13,3829628321,178,,3815829981,285,,,,,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699889,22,1,1,1,11,aekjg4wbxaixtwu4aicmiju92,1,62.6,91.7,2022-10-02T18:01:24.622Z,2022-10-17T09:44:06Z,3815830171,213,3.9,3815830165,140,57.2,3815830169,212,8.0,3815830163,56,Left,3829628535,178,,3815830167,141,83.3,,,,,,,6b717wlx0q8d73hsbgsp90no5,Petros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699903,23,1,1,1,17,aekjg4wbxaixtwu4aicmiju92,1,55.9,63.7,2022-10-02T18:01:30.131Z,2022-10-17T09:44:09Z,3815830265,213,4.3,3815830261,141,39.8,3815830257,140,48.5,3815830253,56,Back,3829628737,178,,3815830263,212,18.0,,,,,,,2u7lvws9q3r5yu76aioea6ifp,C. Cueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699927,24,1,1,1,20,aekjg4wbxaixtwu4aicmiju92,1,48.5,39.8,2022-10-02T18:01:33.052Z,2022-10-17T09:44:12Z,3815830363,141,56.3,3815830367,213,1.1,3829628845,178,,3815830365,212,12.9,3815830359,56,Center,3815830361,140,54.6,,,,,,,mnfpjrfb77nre55z4ha7b9p1,Fran Vélez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699951,25,1,1,1,23,aekjg4wbxaixtwu4aicmiju92,0,53.4,52.5,2022-10-02T18:01:36.492Z,2022-10-17T09:44:16Z,3815830509,141,48.1,3815830517,1,,3815830507,140,86.1,3829629105,178,,3815830511,212,34.5,3815830515,213,6.2,3815830505,56,Center,,,,2u7lvws9q3r5yu76aioea6ifp,C. Cueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466699973,14,52,1,1,27,d47tf49ishm9qnfd8zyc8wv0j,1,9.8,56.6,2022-10-02T18:01:40.143Z,2022-10-17T09:44:22Z,3829629335,178,,3817388273,376,,,,,,,,,,,,,,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700009,15,1,1,1,29,d47tf49ishm9qnfd8zyc8wv0j,1,6.5,52.1,2022-10-02T18:01:41.872Z,2022-10-17T09:44:28Z,3815830845,140,19.9,3815830851,213,5.4,3815830841,123,,3829629445,178,,3815830847,141,27.8,3815830843,56,Back,3815830849,212,21.7,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700055,16,1,1,1,33,d47tf49ishm9qnfd8zyc8wv0j,1,19.9,27.8,2022-10-02T18:01:46.491Z,2022-10-17T09:44:34Z,3815831093,141,46.0,3829629571,178,,3815831095,212,12.4,3815831097,213,1.5,3815831091,140,20.4,3815831089,56,Back,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700079,17,1,1,1,35,d47tf49ishm9qnfd8zyc8wv0j,1,20.5,47.5,2022-10-02T18:01:48.702Z,2022-10-17T09:44:39Z,3815831221,212,11.9,3815831223,213,3.5,3829629817,178,,3815831219,141,41.6,3815831213,56,Back,3815831217,140,9.8,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700109,18,1,1,1,39,d47tf49ishm9qnfd8zyc8wv0j,1,9,40.6,2022-10-02T18:01:51.841Z,2022-10-17T09:44:43Z,3815831391,155,,3815831401,213,5.6,3815831395,140,39.5,3815831403,1,,3815831397,141,3.5,3829630089,178,,3815831399,212,40.8,3815831393,56,Back,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700121,19,1,1,1,41,d47tf49ishm9qnfd8zyc8wv0j,1,38.2,4.3,2022-10-02T18:01:54.363Z,2022-10-17T09:44:48Z,3815831455,56,Back,3829630307,388,,3815831463,213,0.2,3815831457,140,47.5,3815831461,212,9.9,3815831453,3,,3815831459,141,7.0,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700125,20,3,1,1,42,d47tf49ishm9qnfd8zyc8wv0j,0,50.2,5.6,2022-10-02T18:01:55.542Z,2022-10-17T09:45:11Z,3815831481,286,,3817389441,464,,3829631241,178,,3815831479,56,Right,3815831501,233,26,,,,,,,,,,c8h2fwbtb1bs0i68fb730vpwp,Luís Miquissone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700099,26,7,1,1,43,aekjg4wbxaixtwu4aicmiju92,1,49.8,94.4,2022-10-02T18:01:56.192Z,2022-10-17T09:45:16Z,3829631569,178,,3815831351,285,,3817389471,385,,3815831497,233,20,3815831349,56,Back,3815831347,167,,,,,,,,6y9gieuehyt2l41jeh0cucrmd,M. Saâdane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466700143,21,5,1,1,44,d47tf49ishm9qnfd8zyc8wv0j,1,46.2,-1.6,2022-10-02T18:01:57.710Z,2022-10-17T09:45:21Z,3815831571,56,Back,3815831603,233,27,3815831573,347,,,,,,,,,,,,,,,,,c8h2fwbtb1bs0i68fb730vpwp,Luís Miquissone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
