id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2493174947,7,50,1,0,9,7w4300dn2tnd0eqmbtk531tkx,1,86.2,3.9,2022-12-25T17:30:25.287Z,2022-12-30T17:35:35Z,3955762991,233,4,3955762971,56,Right,3955762973,286,,,,,,,,,,,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493174939,4,7,1,0,9,7dkxxicrwn77jpdfkwpnlnnyn,1,13.8,96.1,2022-12-25T17:30:25.406Z,2022-12-30T17:35:42Z,3960776453,178,,3955762943,285,,3955762941,56,Back,3959401773,385,,3955762983,233,7,3955762939,167,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493174941,5,5,1,0,9,7dkxxicrwn77jpdfkwpnlnnyn,0,14.6,101.4,2022-12-25T17:30:26.067Z,2022-12-30T17:35:48Z,3955762945,56,Back,3955762947,347,,3955763253,233,8,,,,,,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493174951,8,5,1,0,9,7w4300dn2tnd0eqmbtk531tkx,1,85.4,-1.4,2022-12-25T17:30:26.067Z,2022-12-30T17:35:47Z,3955763001,347,,3955762999,56,Right,3955763059,361,,3955763249,233,5,,,,,,,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493174991,9,1,1,0,13,7w4300dn2tnd0eqmbtk531tkx,1,81.9,0,2022-12-25T17:30:29.291Z,2022-12-30T17:35:54Z,3955763167,213,1.8,3955763163,141,23.1,3955763159,56,Center,3955763271,107,,3955763165,212,17.1,3955763161,140,78.8,,,,,,,73n9fjkvpac4i2s9kn6j86evp,Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493176579,80,1,1,0,15,7w4300dn2tnd0eqmbtk531tkx,1,77.1,21.1,2022-12-25T17:30:31.235Z,2022-12-30T17:36:01Z,3955772215,141,18.4,3955772211,56,Right,3955772213,140,69.4,3960776925,178,,3955772217,212,8.3,3955772219,213,3.4,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493174999,10,2,1,0,16,7w4300dn2tnd0eqmbtk531tkx,1,70.5,13.9,2022-12-25T17:30:32.948Z,2022-12-30T17:36:11Z,3960777265,178,,3955763215,56,Center,3955763217,140,85.6,3955763219,141,23.9,3955763213,7,22cd6gzfwo341qai1o6014251,,,,,,,,,,4k6v874ygp633amqtbp1g9nth,Lucas Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493174985,7,55,1,0,16,7dkxxicrwn77jpdfkwpnlnnyn,1,16.7,82,2022-12-25T17:30:32.949Z,2022-12-30T17:36:11Z,,,,,,,,,,,,,,,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493174965,6,43,1,0,18,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-12-25T17:30:34.688Z,2022-12-25T17:30:40Z,3955763199,144,49,,,,,,,,,,,,,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175045,8,1,1,0,43,7dkxxicrwn77jpdfkwpnlnnyn,1,10.6,73.8,2022-12-25T17:30:59.077Z,2022-12-30T17:36:31Z,3955763453,241,,3955763457,140,21.1,3955763459,141,27.6,3955763451,5,,3955763465,1,,3960777867,178,,3955763469,189,,3955763463,213,5.0,77988i6l4je97ycm9rthdims5,Paulo Victor,3955763455,56,Back,3955763461,212,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175053,9,1,1,0,46,7dkxxicrwn77jpdfkwpnlnnyn,1,21.2,24.1,2022-12-25T17:31:02.293Z,2022-12-30T17:36:41Z,3955763517,213,5.2,3960778051,178,,3955763513,141,8.9,3955763515,212,11.5,3955763511,140,25.9,3955763509,56,Back,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175059,10,1,1,0,47,7dkxxicrwn77jpdfkwpnlnnyn,1,26.2,10,2022-12-25T17:31:03.907Z,2022-12-30T17:36:46Z,3960778121,178,,3955763537,213,2.0,3955763529,56,Back,3955763533,141,24.7,3955763535,212,11.1,3955763531,140,21.6,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175071,11,1,1,0,50,7dkxxicrwn77jpdfkwpnlnnyn,1,21.8,26.5,2022-12-25T17:31:06.824Z,2022-12-30T17:37:19Z,3955763611,212,27.8,3955763607,140,22.7,3955763609,141,67.3,3960778837,178,,3955763613,213,1.5,3955763605,56,Back,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175089,12,1,1,0,54,7dkxxicrwn77jpdfkwpnlnnyn,1,24.1,69.4,2022-12-25T17:31:10.495Z,2022-12-30T17:37:27Z,3960779089,178,,3955763705,140,30.9,3955763703,56,Back,3955763707,141,75.0,3955763709,212,8.1,3955763711,213,0.5,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175111,13,1,1,0,56,7dkxxicrwn77jpdfkwpnlnnyn,1,31.2,72.9,2022-12-25T17:31:12.192Z,2022-12-30T17:37:33Z,3955763821,213,4.5,3955763809,56,Back,3960779235,178,,3955763819,212,26.6,3955763817,141,34.8,3955763813,140,25.4,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175117,14,1,1,1,2,7dkxxicrwn77jpdfkwpnlnnyn,1,28.9,14.3,2022-12-25T17:31:18.292Z,2022-12-30T17:37:41Z,3955763855,213,5.7,3955763851,141,4.7,3955763849,140,38.3,3955763847,56,Back,3955763853,212,11.8,3960779407,178,,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175129,15,1,1,1,3,7dkxxicrwn77jpdfkwpnlnnyn,1,38.6,5,2022-12-25T17:31:20.052Z,2022-12-30T17:37:49Z,3955763895,212,20.2,3955763891,140,57.8,3960779631,178,,3955763893,141,4.6,3955763889,56,Right,3955763897,213,6.3,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175133,16,1,1,1,4,7dkxxicrwn77jpdfkwpnlnnyn,1,57.8,4.6,2022-12-25T17:31:21.015Z,2022-12-30T17:37:58Z,3955763929,212,5.5,3955763927,141,12.6,3955763923,56,Right,3960779929,388,,3955763931,213,1.4,3955763925,140,58.8,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175139,17,1,1,1,6,7dkxxicrwn77jpdfkwpnlnnyn,1,58.8,12.6,2022-12-25T17:31:22.981Z,2022-12-30T17:38:13Z,3955763965,212,6.8,3955763961,140,62.3,3960780353,178,,3955763959,56,Right,3955763963,141,4.1,3955763967,213,5.3,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175699,49,61,1,1,7,7dkxxicrwn77jpdfkwpnlnnyn,1,60.8,7.7,2022-12-25T17:31:23.371Z,2022-12-30T17:38:18Z,3960780491,178,,3955774873,56,Right,,,,,,,,,,,,,,,,,,,2xoesy83pz2opdvnkdbraacph,Saeed Al Muwallad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175143,18,50,1,1,8,7dkxxicrwn77jpdfkwpnlnnyn,1,59.3,6,2022-12-25T17:31:24.527Z,2022-12-30T17:39:33Z,3955764013,233,11,3955763985,286,,3955763983,56,Right,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175147,11,7,1,1,8,7w4300dn2tnd0eqmbtk531tkx,0,40.7,94,2022-12-25T17:31:24.904Z,2022-12-30T17:39:41Z,3959402559,384,,3955764005,56,Back,3955764009,233,18,3955764007,285,,3960782823,178,,,,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175701,50,1,1,1,9,7dkxxicrwn77jpdfkwpnlnnyn,0,59.1,10.4,2022-12-25T17:31:25.548Z,2022-12-30T17:39:54Z,3955779267,213,1.5,3955779259,56,Center,3955779263,141,27.0,3960783125,178,,3955779261,140,59.4,3955779265,212,11.3,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175149,12,49,1,1,11,7w4300dn2tnd0eqmbtk531tkx,1,41.1,75,2022-12-25T17:31:27.194Z,2022-12-30T17:40:05Z,,,,,,,,,,,,,,,,,,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175157,13,1,1,1,11,7w4300dn2tnd0eqmbtk531tkx,1,33.5,68.4,2022-12-25T17:31:27.250Z,2022-12-30T17:40:12Z,3955764053,212,14.5,3955764055,213,0.3,3955764051,141,73.8,3955764047,56,Back,3955764049,140,46.9,3960783533,178,,,,,,,,7q7awmtwv66htmei0xy1hzdn9,A. Biyogo Poko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493178085,181,1,1,1,12,7w4300dn2tnd0eqmbtk531tkx,1,55.3,67.6,2022-12-25T17:31:29.010Z,2022-12-30T17:40:31Z,3955780215,140,57.4,3960783987,178,,3955780221,213,1.4,3955780213,56,Left,3955780219,212,14.3,3955780217,141,88.4,,,,,,,22cd6gzfwo341qai1o6014251,S. Çikalleshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175171,14,1,1,1,15,7w4300dn2tnd0eqmbtk531tkx,1,60.2,87.1,2022-12-25T17:31:31.536Z,2022-12-30T17:40:52Z,3955764133,213,0.3,3955764129,141,92.9,3955764127,140,71.6,3955764131,212,12.6,3955764125,56,Left,3960784501,178,,,,,,,,5sjuufrdq1rx6senkjjgtimsp,Khaled Al Samiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175173,15,50,1,1,18,7w4300dn2tnd0eqmbtk531tkx,1,72,94.9,2022-12-25T17:31:34.946Z,2022-12-30T17:41:07Z,3955764141,56,Left,3955764283,233,20,3955764143,286,,,,,,,,,,,,,,,,,b2klrrbklz788iu4vd46j0e3u,Ayman Al Hujaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175193,20,7,1,1,19,7dkxxicrwn77jpdfkwpnlnnyn,1,28,5.1,2022-12-25T17:31:35.300Z,2022-12-30T17:41:11Z,3955764251,56,Back,3959402855,383,,3955764253,285,,3960784995,178,,3955764273,233,15,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175197,21,49,1,1,20,7dkxxicrwn77jpdfkwpnlnnyn,1,25.4,11.9,2022-12-25T17:31:36.420Z,2022-12-30T17:41:20Z,,,,,,,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175203,22,1,1,1,20,7dkxxicrwn77jpdfkwpnlnnyn,1,26.2,12.2,2022-12-25T17:31:36.914Z,2022-12-30T17:41:37Z,3955764327,213,1.1,3955764317,56,Back,3955764319,140,29.9,3960785533,178,,3955764325,212,9.0,3955764321,141,24.2,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175863,64,1,1,1,21,7dkxxicrwn77jpdfkwpnlnnyn,1,30.5,34.2,2022-12-25T17:31:38.048Z,2022-12-30T17:42:30Z,3955781287,213,3.8,3955781279,56,Back,3960787059,178,,3955781283,141,27.7,3955781281,140,25.2,3955781285,212,7.1,,,,,,,a7sgm3cmjoxjjxanrad02l2lm,Ibrahim Mahnashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175221,23,1,1,1,22,7dkxxicrwn77jpdfkwpnlnnyn,1,24.6,24.2,2022-12-25T17:31:38.971Z,2022-12-30T17:42:39Z,3955764411,213,1.1,3955764407,141,45.0,3955764409,212,15.9,3960787333,178,,3955764403,56,Back,3955764405,140,31.5,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175223,24,81,1,1,23,7dkxxicrwn77jpdfkwpnlnnyn,0,25.9,28,2022-12-25T17:31:39.385Z,2022-12-30T17:42:47Z,3955764417,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175225,25,68,1,1,34,7dkxxicrwn77jpdfkwpnlnnyn,1,0,0,2022-12-25T17:31:50.487Z,2022-12-30T17:43:10Z,3959402995,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175215,16,68,1,1,34,7w4300dn2tnd0eqmbtk531tkx,0,0,0,2022-12-25T17:31:50.510Z,2022-12-30T17:43:06Z,3959403003,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175235,26,1,1,1,38,7dkxxicrwn77jpdfkwpnlnnyn,1,30.2,37.3,2022-12-25T17:31:54.412Z,2022-12-30T17:43:18Z,3955764477,213,1.1,3955764473,141,52.2,3955764469,56,Back,3955764475,212,11.3,3960788333,178,,3955764471,140,34.9,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175241,27,1,1,1,39,7dkxxicrwn77jpdfkwpnlnnyn,1,34,49.7,2022-12-25T17:31:55.567Z,2022-12-30T17:43:24Z,3955764511,212,12.4,3955764509,141,32.4,3955764507,140,30.3,3960788453,178,,3955764513,213,4.4,3955764505,56,Back,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175255,28,1,1,1,42,7dkxxicrwn77jpdfkwpnlnnyn,1,32.9,28.6,2022-12-25T17:31:59.069Z,2022-12-30T17:43:31Z,3960788581,178,,3955764595,213,5.8,3955764591,141,7.1,3955764589,140,56.7,3955764587,56,Right,3955764593,212,29.0,,,,,,,1x2kly8qv2vxujs6d0tgdt0id,M. Tisserand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175257,29,61,1,1,46,7dkxxicrwn77jpdfkwpnlnnyn,0,61.3,3.4,2022-12-25T17:32:02.236Z,2022-12-30T17:43:46Z,3960788975,178,,3955764599,56,Right,,,,,,,,,,,,,,,,,,,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175269,17,49,1,1,48,7w4300dn2tnd0eqmbtk531tkx,1,32.9,94.6,2022-12-25T17:32:04.583Z,2022-12-30T17:43:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493178507,202,1,1,1,49,7w4300dn2tnd0eqmbtk531tkx,1,29.8,93.1,2022-12-25T17:32:05.167Z,2022-12-30T17:44:00Z,3955782693,56,Back,3955782705,212,8.1,3960789283,178,,3955782699,141,87.2,3955782709,213,3.7,3955782695,140,23.1,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175275,18,1,1,1,52,7w4300dn2tnd0eqmbtk531tkx,1,29.6,84.5,2022-12-25T17:32:08.535Z,2022-12-30T17:44:08Z,3955764703,140,41.2,3955764707,212,13.3,3960789471,178,,3955764709,213,0.4,3955764701,56,Back,3955764705,141,92.3,,,,,,,anje77akol69g67tssc9p2bpx,D. Benlamri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493175301,19,1,1,1,53,7w4300dn2tnd0eqmbtk531tkx,1,27.9,93.1,2022-12-25T17:32:09.525Z,2022-12-30T17:44:13Z,3955764835,140,30.9,3960789617,178,,3955764839,212,7.2,3955764837,141,83.5,3955764841,213,5.2,3955764833,56,Back,,,,,,,6ry2ngrlp71y0q57zgz6wu2y2,Hussain Ali Alnwaiqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
