id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/15/value,assist,qualifier/18/value
2528639805,4,74,1,0,25,cq4rdp1mkan8zhaw7bmzjdaqk,1,47.7,85.1,2023-04-04T19:00:38.708Z,2023-05-06T10:53:04Z,4253677501,178,,4163721019,285,,4163721017,56,Back,4163721047,233,13,,,,,,,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639817,5,5,1,0,27,cq4rdp1mkan8zhaw7bmzjdaqk,0,48.1,101.2,2023-04-04T19:00:40.424Z,2023-05-06T10:53:08Z,4163721083,56,Back,4163721085,347,,4163721197,233,14,,,,,,,,,,,,,,,,vgyj638vzzteqqyxcdte3sgl,Édson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639837,14,5,1,0,27,57jcqe38hakh2hfit2zsogsb,1,51.9,-1.2,2023-04-04T19:00:40.424Z,2023-05-06T10:53:08Z,4163721169,347,,4163721167,56,Right,4163721191,233,5,,,,,,,,,,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639871,15,1,1,0,35,57jcqe38hakh2hfit2zsogsb,1,52.5,0,2023-04-04T19:00:47.821Z,2023-05-06T10:53:54Z,4163721361,1,,4163721359,213,2.0,4163721355,141,31.3,4163721349,107,,4163721357,212,24.5,4163721351,56,Back,4163721353,140,41.8,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639885,16,1,1,0,39,57jcqe38hakh2hfit2zsogsb,1,46.2,50.9,2023-04-04T19:00:52.073Z,2023-05-06T10:53:57Z,4163721439,212,11.4,4163721441,213,1.5,4163721435,140,46.6,4163721437,141,67.7,4253678859,178,,4163721433,56,Back,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639923,17,1,1,0,42,57jcqe38hakh2hfit2zsogsb,1,46.6,67.8,2023-04-04T19:00:54.798Z,2023-05-06T10:54:00Z,4253678965,178,,4163721591,56,Left,4163721595,141,88.5,4163721593,140,55.6,4163721597,212,17.0,4163721599,213,1.0,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639941,18,1,1,0,43,57jcqe38hakh2hfit2zsogsb,1,57.3,94.1,2023-04-04T19:00:56.648Z,2023-05-06T10:54:03Z,4163721699,56,Left,4163721705,212,16.3,4253679059,178,,4163721701,140,72.7,4163721703,141,91.6,4163721707,213,6.2,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639951,19,1,1,0,46,57jcqe38hakh2hfit2zsogsb,0,79.6,92.5,2023-04-04T19:00:59.234Z,2023-05-06T10:54:07Z,4163721739,140,86.8,4163721743,212,24.6,4163721741,141,58.0,4163721737,56,Center,4253679147,178,,4163721745,213,5.0,4165131001,224,,4163721733,2,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,4165131003,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528639965,6,49,1,0,47,cq4rdp1mkan8zhaw7bmzjdaqk,1,9.6,38.9,2023-04-04T19:01:00.511Z,2023-05-06T10:54:12Z,,,,,,,,,,,,,,,,,,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640011,7,4,1,0,50,cq4rdp1mkan8zhaw7bmzjdaqk,1,4,15.5,2023-04-04T19:01:03.536Z,2023-05-06T10:54:19Z,4163722051,285,,4163722045,56,Back,4163722047,152,,4163754719,233,20,4163722043,294,,4163722041,13,,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640009,20,4,1,0,50,57jcqe38hakh2hfit2zsogsb,0,96,84.5,2023-04-04T19:01:03.537Z,2023-05-06T10:54:19Z,4163722035,152,,4163754723,233,7,4163722029,13,,4253679455,178,,4163722031,294,,4163722033,56,Left,4163722037,286,,,,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640119,8,1,1,1,11,cq4rdp1mkan8zhaw7bmzjdaqk,1,4.2,23.9,2023-04-04T19:01:24.710Z,2023-05-06T10:54:24Z,4163754755,152,,4163722617,56,Back,4163722625,213,5.4,4163722619,140,9.1,4253679641,178,,4163754753,5,,4163722621,141,15.5,4163722623,212,7.7,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640131,9,1,1,1,15,cq4rdp1mkan8zhaw7bmzjdaqk,1,13.2,15.2,2023-04-04T19:01:27.992Z,2023-05-06T10:54:28Z,4253679703,178,,4163722699,212,18.5,4163722681,56,Back,4163722693,140,5.0,4163722701,213,2.1,4163722697,141,39.2,,,,,,,3qf9lidcmozvvpy2jprlx3v11,B. Godál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640189,10,1,1,1,17,cq4rdp1mkan8zhaw7bmzjdaqk,1,5.7,42.1,2023-04-04T19:01:29.942Z,2023-05-06T10:54:34Z,4163722915,140,15.4,4163722921,213,1.2,4163722919,212,31.3,4163722913,56,Back,4253679919,178,,4163722917,141,85.7,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640211,11,1,1,1,24,cq4rdp1mkan8zhaw7bmzjdaqk,1,18.7,90.6,2023-04-04T19:01:37.035Z,2023-05-06T10:54:50Z,4163723017,141,59.6,4253680431,178,,4163723013,56,Back,4163723019,212,25.6,4163723015,140,4.8,4163723021,213,4.1,,,,,,,idjs50cwxlt56rylhn3znt62,Ali Al Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640249,12,1,1,1,28,cq4rdp1mkan8zhaw7bmzjdaqk,0,5.4,55.5,2023-04-04T19:01:41.502Z,2023-05-06T10:54:53Z,4163723211,1,,4163723205,141,21.3,4163723199,155,,4163723209,213,5.7,4163723201,56,Back,4163723203,140,40.6,4253680523,178,,4163723207,212,43.7,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528641075,44,44,1,1,31,57jcqe38hakh2hfit2zsogsb,1,59,80.5,2023-04-04T19:01:44.569Z,2023-05-06T12:32:51Z,4163727161,286,,4163727159,56,Left,4163727171,233,13,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640257,13,44,1,1,31,cq4rdp1mkan8zhaw7bmzjdaqk,0,41,19.5,2023-04-04T19:01:44.570Z,2023-05-06T10:54:57Z,4163723253,56,Back,4163727189,233,44,4163723255,285,,,,,,,,,,,,,,,,,si3wcnvnhiukn1novyv1su6t,R. Lenis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640261,21,1,1,1,31,57jcqe38hakh2hfit2zsogsb,1,61.1,74.6,2023-04-04T19:01:44.672Z,2023-05-06T12:32:52Z,4253680761,388,,4163727503,140,70.9,4163727501,3,,4163727509,213,0.6,4163727505,141,84.5,4163727507,212,12.3,4163723271,56,Left,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640273,22,49,1,1,33,57jcqe38hakh2hfit2zsogsb,1,56.3,73.1,2023-04-04T19:01:46.324Z,2023-05-06T10:55:04Z,,,,,,,,,,,,,,,,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640291,23,1,1,1,35,57jcqe38hakh2hfit2zsogsb,1,56.3,73.1,2023-04-04T19:01:48.158Z,2023-05-06T10:55:08Z,4163723407,140,40.2,4163723409,141,79.3,4253681001,178,,4163723413,213,2.9,4163723411,212,17.4,4163723405,56,Back,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640321,24,1,1,1,38,57jcqe38hakh2hfit2zsogsb,1,37,79.9,2023-04-04T19:01:50.912Z,2023-05-06T10:55:15Z,4163723541,141,47.3,4163723543,212,22.6,4163723539,140,32.6,4253681149,178,,4163723545,213,4.5,4163723537,56,Back,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640355,25,1,1,1,41,57jcqe38hakh2hfit2zsogsb,1,33.5,40.6,2023-04-04T19:01:54.639Z,2023-05-06T10:55:19Z,4163723691,141,7.2,4163723689,140,41.9,4163723693,212,24.4,4163723695,213,5.1,4163723687,56,Back,4253681239,178,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640379,26,1,1,1,45,57jcqe38hakh2hfit2zsogsb,1,43.2,6.2,2023-04-04T19:01:58.285Z,2023-05-06T10:55:23Z,4163723817,212,11.7,4163723813,140,32.9,4163723811,56,Back,4253681369,178,,4163723821,213,2.7,4163723815,141,12.8,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640401,27,1,1,1,48,57jcqe38hakh2hfit2zsogsb,1,35.3,16.6,2023-04-04T19:02:00.921Z,2023-05-06T10:55:26Z,4163723917,56,Back,4163723925,213,1.7,4253681453,178,,4163723919,140,32.3,4163723923,212,21.1,4163723921,141,47.3,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640423,28,1,1,1,53,57jcqe38hakh2hfit2zsogsb,1,36.2,62.8,2023-04-04T19:02:05.830Z,2023-05-06T10:55:31Z,4163724035,56,Back,4163724041,212,16.6,4253681643,178,,4163724039,141,85.1,4163724043,213,1.2,4163724037,140,42.6,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640449,29,1,1,1,56,57jcqe38hakh2hfit2zsogsb,1,43.5,86,2023-04-04T19:02:09.056Z,2023-05-06T10:55:34Z,4253681727,178,,4163724183,56,Back,4163724187,141,72.1,4163724185,140,34.6,4163724189,212,13.3,4163724191,213,3.9,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640469,30,1,1,1,59,57jcqe38hakh2hfit2zsogsb,1,33.1,71.5,2023-04-04T19:02:11.900Z,2023-05-06T10:55:38Z,4163724279,140,14.9,4163724283,212,23.4,4163724281,141,51.7,4163724277,56,Back,4253681787,178,,4163724285,213,3.8,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640479,31,1,1,2,2,57jcqe38hakh2hfit2zsogsb,1,17.9,50.6,2023-04-04T19:02:15.570Z,2023-05-06T10:55:41Z,4163724361,213,5.3,4163724359,212,19.5,4163724355,140,27.6,4253681859,178,,4163724357,141,26.1,4163724353,56,Back,,,,,,,92mpk5ev1xz0pcw6bp24xjhwq,Nawaf Al Aqidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640547,32,1,1,2,12,57jcqe38hakh2hfit2zsogsb,1,55.4,22.6,2023-04-04T19:02:24.817Z,2023-05-06T10:55:49Z,4163724683,141,31.7,4163724681,140,39.7,4163724679,56,Back,4163724687,213,2.8,4163724685,212,17.6,4253682031,178,,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640561,33,1,1,2,16,57jcqe38hakh2hfit2zsogsb,1,42.7,36.1,2023-04-04T19:02:28.865Z,2023-05-06T10:55:52Z,4163724749,140,40.1,4163724751,141,64.8,4163724753,212,19.7,4163724747,56,Back,4253682149,178,,4163724755,213,1.7,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640577,34,1,1,2,17,57jcqe38hakh2hfit2zsogsb,1,40.1,64.8,2023-04-04T19:02:30.708Z,2023-05-06T10:56:06Z,4163724861,212,26.5,4163724859,141,91.4,4163724863,213,0.7,4253682507,178,,4163724855,140,58.6,4163724853,56,Left,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640583,35,1,1,2,21,57jcqe38hakh2hfit2zsogsb,1,60.5,91.6,2023-04-04T19:02:33.914Z,2023-05-06T10:56:10Z,4253682619,178,,4163724879,56,Center,4163724887,213,5.0,4163724881,140,63.4,4163724883,141,78.6,4163724885,212,9.3,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640593,36,1,1,2,22,57jcqe38hakh2hfit2zsogsb,1,63.4,78.6,2023-04-04T19:02:34.758Z,2023-05-06T10:56:14Z,4253682723,178,,4163724925,140,60.0,4163724929,212,9.5,4163724931,213,2.0,4163724923,56,Left,4163724927,141,91.6,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528640609,37,1,1,2,23,57jcqe38hakh2hfit2zsogsb,1,60,91.6,2023-04-04T19:02:36.357Z,2023-05-06T10:56:18Z,4163724983,56,Back,4163724987,141,77.2,4253682845,178,,4163724985,140,41.9,4163724989,212,21.4,4163724991,213,3.6,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
