id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2543018797,7,61,1,0,8,o1iwuxbv233ayidxpibbxy59,1,61.6,74.6,2023-05-03T16:02:14.054Z,2023-05-09T10:53:35Z,4247186455,56,Center,,,,,,,,,,,,,,,,,,,,,,9etkdqceb3wo5zh0oktt0r85w,Saad Al Nasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018809,5,49,1,0,8,2kzl64gp8x37bon8tyxojqrr1,1,40.3,23.3,2023-05-03T16:02:14.351Z,2023-05-03T16:02:14Z,,,,,,,,,,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018839,6,1,1,0,8,2kzl64gp8x37bon8tyxojqrr1,1,40.3,23.3,2023-05-03T16:02:14.623Z,2023-05-03T16:02:16Z,4247186633,213,5.0,4247186627,141,11.9,4247186631,212,8.0,4247186623,140,42.2,4247186619,155,,4247186621,56,Back,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018869,7,1,1,0,10,2kzl64gp8x37bon8tyxojqrr1,1,42.3,11.2,2023-05-03T16:02:16.766Z,2023-05-03T16:02:19Z,4247186793,3,,4247186795,56,Right,4247186799,141,4.0,4247186803,213,6.0,4247186801,212,17.7,4247186797,140,58.5,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018903,8,43,1,0,12,2kzl64gp8x37bon8tyxojqrr1,1,0,0,2023-05-03T16:02:18.894Z,2023-05-03T16:02:28Z,4247186967,141,4.0,4247186971,213,3.1,4247186961,3,0,4247186969,212,0,4247187225,144,1,4247186963,56,Right,4247186965,140,61.4,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546231203,895,3,1,0,14,2kzl64gp8x37bon8tyxojqrr1,0,62.2,7.5,2023-05-03T16:02:20.656Z,2023-05-09T10:54:04Z,4264343245,467,c8sryc7a76ov57x24tv80swr9,4264343243,464,,4264343239,56,Right,4264343241,286,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018907,9,4,1,0,15,2kzl64gp8x37bon8tyxojqrr1,1,62.3,6.2,2023-05-03T16:02:21.625Z,2023-05-03T16:04:46Z,4247186997,265,,4247186991,13,,4247186999,286,,4247187005,233,8,4247186993,56,Right,4247186995,152,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543018895,8,4,1,0,15,o1iwuxbv233ayidxpibbxy59,0,37.7,93.8,2023-05-03T16:02:21.626Z,2023-05-03T16:04:58Z,4247187105,233,9,4247186929,265,,4247186931,285,,4247186927,152,,4247186925,56,Back,4247186923,13,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019229,10,1,1,0,59,2kzl64gp8x37bon8tyxojqrr1,0,66,4.3,2023-05-03T16:03:05.742Z,2023-05-09T10:54:22Z,4264343875,225,,4247188927,56,Center,4247188931,141,35.9,4247188933,212,31.3,4247188935,213,0.8,4247188915,5,,4247188929,140,87.7,4247188921,155,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,4264343517,20,4247188911,2,4247188925,152,4264343877,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019239,9,12,1,1,1,o1iwuxbv233ayidxpibbxy59,1,13.1,55.3,2023-05-03T16:03:07.433Z,2023-05-03T16:28:33Z,4247189091,15,,4247188989,212,18.8,4247188991,213,5.8,4247188983,56,Back,4247188985,140,28.9,4247188987,141,42.3,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019279,11,1,1,1,6,2kzl64gp8x37bon8tyxojqrr1,1,65.6,52.2,2023-05-03T16:03:12.496Z,2023-05-09T10:54:07Z,4247189197,212,15.0,4247189199,213,4.4,4247189191,56,Center,4247189193,140,61.7,4247189195,141,31.0,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019303,12,1,1,1,7,2kzl64gp8x37bon8tyxojqrr1,1,61.7,31,2023-05-03T16:03:13.390Z,2023-05-03T16:03:17Z,4247189335,141,16.0,4247189333,140,43.9,4247189337,212,21.3,4247189331,56,Back,4247189339,213,3.6,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019323,13,1,1,1,11,2kzl64gp8x37bon8tyxojqrr1,1,42.3,14.8,2023-05-03T16:03:17.342Z,2023-05-03T16:29:22Z,4247189443,140,59.7,4247189445,141,5.0,4247189449,213,5.9,4247189441,56,Right,4247189447,212,19.4,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019375,14,1,1,1,13,2kzl64gp8x37bon8tyxojqrr1,1,60,5.2,2023-05-03T16:03:19.470Z,2023-05-03T16:03:25Z,4247189733,213,6.3,4247189727,140,73.6,4247189731,212,14.3,4247189725,56,Right,4247189729,141,5.0,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019437,15,2,1,1,17,2kzl64gp8x37bon8tyxojqrr1,1,75.3,10.9,2023-05-03T16:03:23.608Z,2023-05-03T16:29:23Z,4247190055,140,90.9,4247190053,56,Right,4247190051,7,1cpbxhov5ypi6ez7k09oxo5w5,4247190057,141,16.0,,,,,,,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019365,10,55,1,1,17,o1iwuxbv233ayidxpibbxy59,1,23.2,71.9,2023-05-03T16:03:23.609Z,2023-05-03T16:03:37Z,,,,,,,,,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019581,11,1,1,1,38,o1iwuxbv233ayidxpibbxy59,1,15,68.5,2023-05-03T16:03:44.811Z,2023-05-03T16:28:46Z,4247190863,5,,4247190865,241,,4247190869,140,15.3,4247272981,189,,4247190871,141,36.7,4247190867,56,Back,4247190873,212,21.6,4247190875,213,4.7,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019585,12,1,1,1,39,o1iwuxbv233ayidxpibbxy59,1,15.1,36.1,2023-05-03T16:03:45.897Z,2023-05-03T16:03:47Z,4247190901,213,5.1,4247190895,140,22.3,4247190893,56,Back,4247190897,141,6.7,4247190899,212,21.4,,,,,,,,,,8j0yhxinglb5o5dpe2qd232dx,Naldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019607,13,1,1,1,41,o1iwuxbv233ayidxpibbxy59,1,22.3,6.7,2023-05-03T16:03:47.225Z,2023-05-03T16:03:49Z,4247190999,56,Back,4247191007,213,0.2,4247191003,141,10.9,4247191005,212,14.6,4247191001,140,35.9,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019625,14,1,1,1,43,o1iwuxbv233ayidxpibbxy59,0,35.9,10.9,2023-05-03T16:03:49.240Z,2023-05-09T10:54:51Z,4247191083,56,Back,4247191085,140,40.4,4247191091,213,0.8,4247191089,212,7.1,4247191087,141,18.6,,,,,,,,,,cm8m8mytnpgldxvoi9or35a09,Flávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019657,17,61,1,1,44,2kzl64gp8x37bon8tyxojqrr1,1,60.8,86.9,2023-05-03T16:03:50.878Z,2023-05-03T17:04:49Z,4247191223,56,Left,,,,,,,,,,,,,,,,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019637,16,61,1,1,45,2kzl64gp8x37bon8tyxojqrr1,1,60.8,86.9,2023-05-03T16:03:51.559Z,2023-05-03T17:04:51Z,4247191157,56,Left,,,,,,,,,,,,,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019677,18,49,1,1,48,2kzl64gp8x37bon8tyxojqrr1,1,49.1,86.7,2023-05-03T16:03:54.974Z,2023-05-03T16:03:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019705,19,1,1,1,49,2kzl64gp8x37bon8tyxojqrr1,1,48.2,86.4,2023-05-03T16:03:55.374Z,2023-05-03T16:03:57Z,4247191437,141,86.4,4247191439,212,17.2,4247191441,213,3.1,4247191435,140,31.8,4247191433,56,Back,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019727,20,1,1,1,51,2kzl64gp8x37bon8tyxojqrr1,1,25.1,87,2023-05-03T16:03:57.504Z,2023-05-03T16:03:59Z,4247191549,56,Back,4247191557,213,0.4,4247191553,141,92.9,4247191555,212,9.3,4247191551,140,33.1,,,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019769,21,1,1,1,53,2kzl64gp8x37bon8tyxojqrr1,1,34.1,93.3,2023-05-03T16:03:59.423Z,2023-05-03T16:04:04Z,4247191763,213,5.1,4247191755,56,Back,4247191761,212,9.8,4247191759,141,79.8,4247191757,140,37.4,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019803,22,1,1,1,57,2kzl64gp8x37bon8tyxojqrr1,1,38.7,67.4,2023-05-03T16:04:03.998Z,2023-05-03T16:04:07Z,4247191941,212,19.5,4247191935,56,Back,4247191943,213,4.4,4247191939,141,40.0,4247191937,140,33.3,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019821,23,1,1,2,1,2kzl64gp8x37bon8tyxojqrr1,1,36.6,29.8,2023-05-03T16:04:07.295Z,2023-05-03T16:04:09Z,4247192057,140,54.2,4247192055,56,Right,4247192063,213,5.6,4247192059,141,6.2,4247192061,212,24.5,,,,,,,,,,82t3ag5zwejftjmznthvsjtn9,Ahmed Sharahili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019855,24,1,1,2,3,2kzl64gp8x37bon8tyxojqrr1,1,53.9,6.1,2023-05-03T16:04:09.821Z,2023-05-03T16:04:13Z,4247192273,140,58.6,4247192269,56,Right,4247192281,212,6.2,4247192277,141,11.6,4247192285,213,0.6,,,,,,,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019907,25,1,1,2,7,2kzl64gp8x37bon8tyxojqrr1,1,61.4,25.3,2023-05-03T16:04:13.566Z,2023-05-03T16:04:18Z,4247192599,213,2.0,4247192591,56,Center,4247192597,212,18.4,4247192595,141,50.0,4247192593,140,54.3,,,,,,,,,,1omzj46rrvsev6v03nd72dgwl,Abdulrahman Al Obud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019959,26,1,1,2,12,2kzl64gp8x37bon8tyxojqrr1,1,54.9,47.6,2023-05-03T16:04:18.751Z,2023-05-03T16:04:23Z,4247192857,56,Right,4247192867,1,,4247192861,141,5.3,4247192859,140,75.8,4247192863,212,36.2,4247192865,213,5.4,4247192855,155,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019985,27,1,1,2,17,2kzl64gp8x37bon8tyxojqrr1,1,78.4,11.8,2023-05-03T16:04:23.264Z,2023-05-09T10:55:24Z,4247192987,141,24.8,4247193717,210,15,4247192983,56,Center,4247192985,140,92.2,4247192991,213,0.5,4247193719,154,,4247192989,212,17.0,,,,56umgnm066b18r5v5m7xduead,Madallah Al Olayan,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019987,28,15,1,2,19,2kzl64gp8x37bon8tyxojqrr1,1,93,27.1,2023-05-03T16:04:25.661Z,2023-05-09T10:55:24Z,4247193737,29,,4247193751,147,29.8,4247193755,231,46.9,4247193735,78,,4247193001,22,,4247193739,154,,4247193005,56,Center,4247193317,20,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,4247193747,103,4247193745,102,4247193741,55,4247193359,233,,19,49.9,27,15,4247193003,63,4247193753,230,99.3,4247193321,82,4247193749,146,93.8,,,,,,,,,,,,,
2543019993,15,10,1,2,19,o1iwuxbv233ayidxpibbxy59,1,4.6,63.4,2023-05-03T16:04:25.761Z,2023-05-03T16:04:32Z,4247193371,233,28,4247193057,94,,4247193059,56,Back,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019997,16,6,1,2,20,o1iwuxbv233ayidxpibbxy59,0,5.8,68.2,2023-05-03T16:04:26.745Z,2023-05-09T10:55:28Z,4247193085,73,,4247193083,56,Back,4247193189,233,29,,,,,,,,,,,,,,,,95zoygnjudd2lmvc38oyuhwid,Hassan Kadesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020011,29,6,1,2,20,2kzl64gp8x37bon8tyxojqrr1,1,94.2,31.8,2023-05-03T16:04:26.745Z,2023-05-03T17:05:28Z,4247193159,75,,4247193167,233,16,4247193157,56,Center,,,,,,,,,,,,,,,,1cpbxhov5ypi6ez7k09oxo5w5,Romarinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020369,30,1,1,3,5,2kzl64gp8x37bon8tyxojqrr1,0,99.5,0.5,2023-05-03T16:05:11.278Z,2023-05-09T10:55:31Z,4247195367,212,39.4,4247195357,155,,4264346189,20,,4247195371,1,,4247195359,224,,4247195369,213,1.7,4247195361,56,Center,4247195353,2,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,4247195355,6,4247195365,141,4247195363,140,,,,,58.2,95.8,,,,,,,,,,,,,,,,,,,,,,,,
2543020379,17,12,1,3,8,o1iwuxbv233ayidxpibbxy59,1,3,38.1,2023-05-03T16:05:14.392Z,2023-05-03T16:05:16Z,4247195433,15,,4247195427,213,3.7,4247195463,167,,4247195419,56,Back,4247195425,212,4.9,4247195423,141,34.3,4247195421,140,0.0,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020383,18,6,1,3,8,o1iwuxbv233ayidxpibbxy59,0,1.6,38,2023-05-03T16:05:14.542Z,2023-05-09T10:55:41Z,4247195453,73,,4247195483,233,31,4247195451,56,Back,,,,,,,,,,,,,,,,7msfk3faesnc4ls6893wdhi0a,Mohammed Al Ghamdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020385,31,6,1,3,8,2kzl64gp8x37bon8tyxojqrr1,1,98.4,62,2023-05-03T16:05:14.542Z,2023-05-03T16:05:16Z,4247195459,73,,4247195457,56,Center,4247195465,233,18,,,,,,,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020691,32,1,1,3,43,2kzl64gp8x37bon8tyxojqrr1,0,99.6,99.5,2023-05-03T16:05:49.709Z,2023-05-09T10:55:48Z,4247197193,213,4.6,4247197183,140,97.2,4247197177,223,,4247197189,212,26.2,4247197171,2,,4247197179,56,Center,4247197175,155,,4247197173,6,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,4264346771,20,4247197187,141,,,,,,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,
2543020705,19,12,1,3,46,o1iwuxbv233ayidxpibbxy59,1,3.1,41.4,2023-05-03T16:05:52.233Z,2023-05-03T16:06:01Z,4247197251,56,Back,4247197259,213,6.0,4247197257,212,28.9,4247197255,141,30.7,4247197253,140,29.7,4247197263,15,,,,,,,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020727,33,1,1,3,48,2kzl64gp8x37bon8tyxojqrr1,1,72.8,66.9,2023-05-03T16:05:54.909Z,2023-05-03T16:06:18Z,4247197355,56,Left,4247197363,213,1.3,4247197359,141,82.7,4247197361,212,11.0,4247197357,140,75.1,,,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020753,34,1,1,3,51,2kzl64gp8x37bon8tyxojqrr1,1,73.4,88.8,2023-05-03T16:05:57.261Z,2023-05-03T16:05:59Z,4247197523,213,0.4,4247197511,140,80.1,4247197519,212,7.5,4247197507,56,Left,4247197515,141,92.7,,,,,,,,,,dfp7gtib09b9l0bdqfl89m356,Ahmed Bamasoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543020781,35,1,1,3,52,2kzl64gp8x37bon8tyxojqrr1,1,80.3,94.1,2023-05-03T16:05:58.989Z,2023-05-03T16:06:02Z,4247197669,213,5.8,4247197661,56,Left,4247197663,140,88.1,4247197665,141,88.4,4247197667,212,9.1,,,,,,,,,,6lpj04km1rma60n8l66q0hd5h,Igor Coronado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
