id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value
2549421111,3,12,1,0,21,ebcxfnmnxrxvv6lcjsahgd38j,1,21.4,14.7,2023-05-15T16:00:55.253Z,2023-05-15T16:17:36Z,4281331065,167,,4281331017,212,11.9,4281331015,141,0.0,4281331011,56,Back,4281331013,140,24.9,4281331019,213,5.0,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421115,4,5,1,0,21,ebcxfnmnxrxvv6lcjsahgd38j,0,24.4,-1.7,2023-05-15T16:00:55.713Z,2023-05-15T16:06:18Z,4281331035,347,,4281331033,56,Back,4281331487,233,9,,,,,,,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421195,9,5,1,0,21,dbhdov3cc47kcr1hjg5qr5qg7,1,75.6,101.7,2023-05-15T16:00:55.713Z,2023-05-15T16:01:08Z,4281331473,56,Left,4281331475,347,,4281331479,233,4,,,,,,,,,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421215,10,1,1,0,34,dbhdov3cc47kcr1hjg5qr5qg7,1,76.8,100,2023-05-15T16:01:08.256Z,2023-05-15T16:01:10Z,4281331585,213,4.5,4281331579,140,74.6,4281331581,141,87.2,4281331577,56,Left,4281331575,107,,4281331583,212,9.7,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421221,11,1,1,0,36,dbhdov3cc47kcr1hjg5qr5qg7,1,74.7,87.3,2023-05-15T16:01:10.320Z,2023-05-15T16:01:11Z,4281331611,212,7.4,4281331609,141,96.9,4281331605,56,Left,4281331607,140,71.4,4281331613,213,2.1,,,,,,,,,,clnli7y2s88p16yqtrbsb99sl,A. Bukia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421247,12,1,1,0,37,dbhdov3cc47kcr1hjg5qr5qg7,1,71.4,96.9,2023-05-15T16:01:11.296Z,2023-05-15T16:01:14Z,4281331749,140,69.5,4281331755,213,4.5,4281331747,56,Left,4281331753,212,9.8,4281331751,141,82.8,,,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421261,13,1,1,0,40,dbhdov3cc47kcr1hjg5qr5qg7,1,74.3,86.4,2023-05-15T16:01:14.608Z,2023-05-15T16:01:16Z,4281331817,141,87.8,4281331815,140,79.8,4281331821,213,0.2,4281331813,56,Left,4281331819,212,5.9,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421301,14,1,1,0,42,dbhdov3cc47kcr1hjg5qr5qg7,1,79.8,87.8,2023-05-15T16:01:16.481Z,2023-05-15T16:01:31Z,4281332035,140,79.8,4281332037,141,82.7,4281332039,212,3.5,4281332041,213,4.7,4281332033,56,Left,,,,,,,,,,b07spq4zt9abj441qcwfts5p1,A. Roa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421307,15,4,1,0,46,dbhdov3cc47kcr1hjg5qr5qg7,1,76.4,73.8,2023-05-15T16:01:20Z,2023-05-15T16:01:23Z,4281332075,265,,4281332077,286,,4281332071,56,Center,4281332201,233,5,4281332073,152,,4281332069,13,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421331,5,4,1,0,46,ebcxfnmnxrxvv6lcjsahgd38j,0,23.6,26.2,2023-05-15T16:01:20.001Z,2023-05-15T16:01:34Z,4281332173,13,,4281332219,233,15,4281332179,265,,4281332181,285,,4281332177,152,,4281332175,56,Back,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421853,7,43,1,1,46,ebcxfnmnxrxvv6lcjsahgd38j,1,0,0,2023-05-15T16:02:20.027Z,2023-05-15T16:02:36Z,4281335049,233,17,4281335005,285,0,4281335003,56,Back,4281335365,144,44,,,,,,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421805,16,1,1,1,46,dbhdov3cc47kcr1hjg5qr5qg7,1,76.9,75.9,2023-05-15T16:02:20.055Z,2023-05-16T11:40:28Z,4281342563,152,,4281334753,212,31.6,4281334749,140,96.7,4281334755,213,5.4,4281342561,5,,4281334751,141,41.0,4281335903,155,,4281334747,56,Center,clnli7y2s88p16yqtrbsb99sl,A. Bukia,1,4281335479,210,13,4281335481,154,,,,,,,,,,,,,,,,,,,,,,,,
2549724939,803,44,1,1,47,dbhdov3cc47kcr1hjg5qr5qg7,1,96.4,39.8,2023-05-15T16:02:20.979Z,2023-05-16T13:21:27Z,4282912947,56,Center,4283246741,233,759,4282912949,286,,,,,,,,,,,,,,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549721851,759,44,1,1,47,ebcxfnmnxrxvv6lcjsahgd38j,0,3.6,60.2,2023-05-15T16:02:20.980Z,2023-05-16T13:21:27Z,4283246783,233,803,4282897057,56,Back,4282897059,285,,,,,,,,,,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421827,18,13,1,1,47,dbhdov3cc47kcr1hjg5qr5qg7,1,96.3,36.1,2023-05-15T16:02:21.728Z,2023-05-16T11:39:16Z,4282892791,62,,4281335517,328,,4281334867,56,Center,4281335519,230,99.3,4281335505,29,,4281335513,102,46.2,4281335499,15,,4281335495,24,,tt0300qkkmgu52dbkxcaywut,R. López,,4281335521,231,45.5,4281335509,55,16,4281335515,103,51.4,4281335507,154,4282892793,85,,,,,,,,,,,,,,,,
2549421797,6,5,1,1,48,ebcxfnmnxrxvv6lcjsahgd38j,1,-0.9,52.6,2023-05-15T16:02:22.109Z,2023-05-15T16:02:25Z,4281334713,56,Back,4281334715,346,,4281334939,233,19,,,,,,,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421837,19,5,1,1,48,dbhdov3cc47kcr1hjg5qr5qg7,0,100.9,47.4,2023-05-15T16:02:22.109Z,2023-05-15T16:06:18Z,4281334963,233,6,4281334893,56,Center,4281334895,346,,,,,,,,,,,,,,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549421823,17,43,1,1,49,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-05-15T16:02:23.026Z,2023-05-15T16:02:41Z,4281334859,286,0,4281335623,144,44,4281334857,56,Center,,,,,,,,,,,,,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422055,8,1,1,2,16,ebcxfnmnxrxvv6lcjsahgd38j,0,3.4,54.9,2023-05-15T16:02:50.812Z,2023-05-15T16:02:56Z,4281336143,141,51.6,4281336135,124,,4281336153,74,,4281336137,155,,4281336149,1,,4281336141,140,56.9,4281336145,212,56.2,4281336147,213,6.2,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,4281336139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422049,20,44,1,2,19,dbhdov3cc47kcr1hjg5qr5qg7,1,43.7,48.6,2023-05-15T16:02:53.873Z,2023-05-15T16:02:56Z,4281336207,233,9,4281336101,285,,4281336099,56,Back,,,,,,,,,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422059,9,44,1,2,19,ebcxfnmnxrxvv6lcjsahgd38j,0,56.3,51.4,2023-05-15T16:02:53.874Z,2023-05-15T16:02:56Z,4281336159,286,,4281336211,233,20,4281336157,56,Center,,,,,,,,,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422063,21,1,1,2,20,dbhdov3cc47kcr1hjg5qr5qg7,0,45.4,50.4,2023-05-15T16:02:54.432Z,2023-05-15T16:02:56Z,4281336169,140,66.5,4281336175,213,0.6,4281336167,56,Center,4281336173,212,27.1,4281336171,141,73.3,4281336165,3,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422101,10,1,1,2,25,ebcxfnmnxrxvv6lcjsahgd38j,1,34,20.4,2023-05-15T16:02:59.341Z,2023-05-15T16:03:02Z,4281336401,56,Back,4281336407,212,28.5,4281336405,141,39.1,4281336403,140,9.7,4281336409,213,2.7,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422141,11,1,1,2,27,ebcxfnmnxrxvv6lcjsahgd38j,1,14.3,36.7,2023-05-15T16:03:01.900Z,2023-05-15T16:03:06Z,4281336661,1,,4281336651,56,Right,4281336655,141,12.3,4281336657,212,54.0,4281336653,140,63.2,4281336659,213,6.0,4281336649,155,,,,,5hewtfw3vtddu8u3qmueyv4yd,V. Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422153,12,44,1,2,32,ebcxfnmnxrxvv6lcjsahgd38j,1,58,14.4,2023-05-15T16:03:06.619Z,2023-05-15T16:03:07Z,4281336725,56,Right,4281336727,286,,4281336755,233,22,,,,,,,,,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422147,22,44,1,2,32,dbhdov3cc47kcr1hjg5qr5qg7,0,42,85.6,2023-05-15T16:03:06.620Z,2023-05-15T16:03:08Z,4281336693,56,Back,4281336695,285,,4281336769,233,12,,,,,,,,,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422163,13,1,1,2,33,ebcxfnmnxrxvv6lcjsahgd38j,0,63.2,12.3,2023-05-15T16:03:07.500Z,2023-05-15T16:03:08Z,4281336783,213,3.7,4281336775,56,Back,4281336777,140,49.0,4281336781,212,17.8,4281336779,141,0.0,4281336773,3,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422169,14,5,1,2,34,ebcxfnmnxrxvv6lcjsahgd38j,0,47.7,-1.6,2023-05-15T16:03:08.383Z,2023-05-15T16:06:18Z,4281337321,233,23,4281336801,347,,4281336799,56,Back,,,,,,,,,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422263,23,5,1,2,34,dbhdov3cc47kcr1hjg5qr5qg7,1,52.3,101.6,2023-05-15T16:03:08.383Z,2023-05-15T16:03:16Z,4281337303,233,14,4281337281,56,Left,4281337285,347,,,,,,,,,,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422291,24,1,1,2,42,dbhdov3cc47kcr1hjg5qr5qg7,1,53.6,100,2023-05-15T16:03:16.097Z,2023-05-15T16:03:18Z,4281337443,141,94.4,4281337437,107,,4281337439,56,Left,4281337441,140,58.4,4281337447,213,5.5,4281337445,212,6.8,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422323,25,1,1,2,44,dbhdov3cc47kcr1hjg5qr5qg7,1,57.2,94.1,2023-05-15T16:03:18.272Z,2023-05-15T16:03:21Z,4281337589,140,50.2,4281337593,212,7.7,4281337595,213,2.8,4281337591,141,97.4,4281337587,56,Left,,,,,,,,,,b07spq4zt9abj441qcwfts5p1,A. Roa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422329,26,61,1,2,47,dbhdov3cc47kcr1hjg5qr5qg7,0,45.9,97.1,2023-05-15T16:03:21.489Z,2023-05-15T16:03:21Z,4281337621,56,Back,,,,,,,,,,,,,,,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422347,15,49,1,2,48,ebcxfnmnxrxvv6lcjsahgd38j,1,67.8,5.3,2023-05-15T16:03:22.635Z,2023-05-15T16:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422367,16,1,1,2,49,ebcxfnmnxrxvv6lcjsahgd38j,1,69,6.1,2023-05-15T16:03:23.036Z,2023-05-15T16:03:24Z,4281337785,141,26.7,4281337787,212,14.7,4281337781,56,Center,4281337783,140,73.2,4281337789,213,1.3,,,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422405,17,1,1,2,50,ebcxfnmnxrxvv6lcjsahgd38j,1,73.1,26.7,2023-05-15T16:03:24.443Z,2023-05-15T16:03:28Z,4281337997,212,20.1,4281337995,141,10.3,4281337991,56,Right,4281337993,140,89.0,4281337999,213,5.7,,,,,,,,,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422409,18,61,1,2,54,ebcxfnmnxrxvv6lcjsahgd38j,0,88.9,12.2,2023-05-15T16:03:28.315Z,2023-05-15T16:03:28Z,4281338019,56,Right,,,,,,,,,,,,,,,,,,,,,,dybfeu5czibo3vri357z8yrpx,Mohammed Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422427,27,49,1,2,55,dbhdov3cc47kcr1hjg5qr5qg7,1,12.5,90.4,2023-05-15T16:03:29.375Z,2023-05-15T16:03:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422463,28,1,1,2,56,dbhdov3cc47kcr1hjg5qr5qg7,1,12.3,92.6,2023-05-15T16:03:30.383Z,2023-05-15T16:03:35Z,4281338323,140,3.7,4281338329,213,3.7,4281338327,212,10.7,4281338325,141,84.2,4281338321,56,Back,,,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422495,29,1,1,3,1,dbhdov3cc47kcr1hjg5qr5qg7,0,11,86.9,2023-05-15T16:03:35.568Z,2023-05-15T16:03:38Z,4281338509,212,30.9,4281338503,56,Back,4281338511,213,0.2,4281338505,140,39.9,4281338507,141,95.5,4281338501,155,,,,,,,,b60up5thhuxb8e2bj4qry7ecq,Abdullah Al Yousif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422547,19,1,1,3,4,ebcxfnmnxrxvv6lcjsahgd38j,1,56.3,8,2023-05-15T16:03:38.491Z,2023-05-15T16:50:12Z,4281338789,212,12.0,4281338783,56,Center,4281338791,213,1.3,4281338787,141,25.2,4281338785,140,58.9,4281338781,3,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422551,20,49,1,3,9,ebcxfnmnxrxvv6lcjsahgd38j,1,58.9,25,2023-05-15T16:03:43.803Z,2023-05-15T16:50:18Z,,,,,,,,,,,,,,,,,,,,,,,,,28pvmv8slheuqzsh4eok2t905,Abdulrahman Al Safari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422567,21,1,1,3,9,ebcxfnmnxrxvv6lcjsahgd38j,1,57.1,32,2023-05-15T16:03:43.947Z,2023-05-15T16:50:30Z,4281338901,213,3.3,4281338899,212,13.1,4281338893,56,Back,4281338897,141,28.3,4281338895,140,44.9,,,,,,,,,,28pvmv8slheuqzsh4eok2t905,Abdulrahman Al Safari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549448957,393,1,1,3,10,ebcxfnmnxrxvv6lcjsahgd38j,1,45.3,21.9,2023-05-15T16:03:43.949Z,2023-05-15T16:51:26Z,4281481739,212,8.8,4281481733,56,Back,4281481741,213,2.0,4281481735,140,41.8,4281481737,141,33.7,,,,,,,,,,ettpwvqyj8pyfhwpc7q84svhm,Mukhir Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422611,22,1,1,3,11,ebcxfnmnxrxvv6lcjsahgd38j,1,40.9,34.6,2023-05-15T16:03:45.194Z,2023-05-15T16:03:49Z,4281339147,213,0.4,4281339139,141,42.5,4281339143,212,15.5,4281339129,56,Center,4281339135,140,54.7,,,,,,,,,,d3hiwrqyxc7ff8vlwk35tnsru,Sami Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422653,23,1,1,3,15,ebcxfnmnxrxvv6lcjsahgd38j,1,59.1,49,2023-05-15T16:03:49.179Z,2023-05-15T16:03:53Z,4281339415,141,69.6,4281339417,212,15.5,4281339411,56,Center,4281339413,140,52.8,4281339419,213,2.0,,,,,,,,,,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422717,24,1,1,3,19,ebcxfnmnxrxvv6lcjsahgd38j,1,53.1,68.7,2023-05-15T16:03:53.212Z,2023-05-15T16:03:58Z,4281339727,213,5.1,4281339709,56,Right,4281339721,212,47.5,4281339711,140,72.1,4281339733,1,,4281339713,141,5.3,4281339705,155,,4281339707,196,,cd3zg2t4cq4ghoh61kri7vaad,A. Nwakaeme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549422735,25,1,1,3,24,ebcxfnmnxrxvv6lcjsahgd38j,1,73.2,5.5,2023-05-15T16:03:58.394Z,2023-05-15T16:04:00Z,4281339839,141,10.6,4281339833,56,Right,4281339843,212,8.8,4281339835,140,65.5,4281339845,213,2.7,,,,,,,,,,9vsqe0uy76u157na942hdokx5,Mohammed Al Baqawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
