id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2549924615,9,1,1,0,16,57jcqe38hakh2hfit2zsogsb,1,38.8,92.7,2023-05-16T18:31:12.154Z,2023-05-16T18:31:14Z,4283983685,213,0.2,4283983679,140,54.3,4283983677,56,Left,4283983681,141,97.0,4283983683,212,16.5,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924619,10,1,1,0,19,57jcqe38hakh2hfit2zsogsb,1,53.7,96.5,2023-05-16T18:31:14.474Z,2023-05-16T18:39:37Z,4283983691,140,42.5,4283983693,141,91.5,4283983689,56,Back,4283983697,213,3.4,4283983695,212,12.2,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924651,11,1,1,0,20,57jcqe38hakh2hfit2zsogsb,1,42.5,91.5,2023-05-16T18:31:15.738Z,2023-05-16T18:31:20Z,4283983867,212,52.0,4283983865,141,87.1,4283983871,213,6.2,4283983859,155,,4283983861,56,Left,4283983863,140,91.9,4283983875,1,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924665,12,1,1,0,25,57jcqe38hakh2hfit2zsogsb,0,94,86.4,2023-05-16T18:31:20.586Z,2023-05-16T18:44:18Z,4283983967,213,4.5,4283983955,140,89.5,4283983959,141,55.6,4283983963,212,21.5,4283983949,2,,4283983953,56,Center,4283983951,155,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924691,3,12,1,0,28,f0zsn74nz0o01gr30weun240i,1,10.9,37.4,2023-05-16T18:31:24.016Z,2023-05-16T18:38:35Z,4283984067,212,28.9,4283984069,213,5.1,4283984157,15,,4283984057,56,Back,4283984089,167,,4283984063,141,0.0,4283984061,140,22.2,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924695,4,5,1,0,29,f0zsn74nz0o01gr30weun240i,0,27.3,-1.4,2023-05-16T18:31:24.849Z,2023-05-16T18:31:28Z,4283984073,56,Back,4283984217,233,13,4283984075,347,,,,,,,,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924719,13,5,1,0,29,57jcqe38hakh2hfit2zsogsb,1,72.7,101.4,2023-05-16T18:31:24.849Z,2023-05-16T18:50:35Z,4283984175,347,,4283984189,233,4,4283984173,56,Left,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924779,14,1,1,0,41,57jcqe38hakh2hfit2zsogsb,1,66.7,100,2023-05-16T18:31:36.715Z,2023-05-16T19:22:00Z,4283984513,140,57.2,4283984511,56,Left,4283984519,212,11.8,4283984523,213,3.7,4283984509,107,,4283984515,141,92.7,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924803,15,1,1,0,44,57jcqe38hakh2hfit2zsogsb,1,57.2,92.7,2023-05-16T18:31:39.434Z,2023-05-16T18:31:42Z,4283984655,141,92.2,4283984649,56,Left,4283984665,213,3.2,4283984659,212,5.7,4283984651,140,51.8,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924833,16,1,1,0,47,57jcqe38hakh2hfit2zsogsb,1,51.8,92.1,2023-05-16T18:31:42.378Z,2023-05-16T18:31:45Z,4283984805,140,46.8,4283984809,212,25.2,4283984807,141,55.8,4283984803,56,Back,4283984811,213,4.5,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924843,17,1,1,0,50,57jcqe38hakh2hfit2zsogsb,1,47.6,45.4,2023-05-16T18:31:45.786Z,2023-05-16T18:31:47Z,4283984849,56,Right,4283984861,213,4.9,4283984851,140,52.6,4283984853,141,12.3,4283984857,212,23.1,,,,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924865,18,1,1,0,52,57jcqe38hakh2hfit2zsogsb,1,52.8,12.3,2023-05-16T18:31:47.835Z,2023-05-16T18:31:50Z,4283985015,56,Right,4283985023,213,0.7,4283985019,141,19.7,4283985021,212,7.5,4283985017,140,58.1,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924893,19,1,1,0,54,57jcqe38hakh2hfit2zsogsb,1,57.4,17.8,2023-05-16T18:31:49.947Z,2023-05-16T18:31:53Z,4283985157,56,Back,4283985165,213,3.4,4283985159,140,46.4,4283985161,141,12.9,4283985163,212,12.0,,,,,,,,,,bfbozn43eclzjwzz8nt69ktsl,Abdulmajeed Al Sulaiheem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924921,20,1,1,0,57,57jcqe38hakh2hfit2zsogsb,1,44.9,19.7,2023-05-16T18:31:53.083Z,2023-05-16T18:31:56Z,4283985313,140,31.2,4283985311,56,Back,4283985321,212,31.8,4283985327,213,2.0,4283985317,141,61.4,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924937,21,1,1,1,1,57jcqe38hakh2hfit2zsogsb,1,31.2,61.6,2023-05-16T18:31:56.331Z,2023-05-16T18:31:59Z,4283985407,213,0.8,4283985405,212,29.4,4283985401,140,51.0,4283985403,141,92.2,4283985399,56,Left,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924947,22,1,1,1,4,57jcqe38hakh2hfit2zsogsb,1,52.3,92.2,2023-05-16T18:31:59.883Z,2023-05-16T18:32:02Z,4283985455,213,6.0,4283985449,140,60.6,4283985447,56,Left,4283985451,141,88.7,4283985453,212,9.0,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924961,23,1,1,1,7,57jcqe38hakh2hfit2zsogsb,1,56.7,81.6,2023-05-16T18:32:02.763Z,2023-05-16T18:32:05Z,4283985527,213,3.8,4283985519,56,Back,4283985523,141,68.1,4283985521,140,44.7,4283985525,212,15.6,,,,,,,,,,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924973,24,1,1,1,10,57jcqe38hakh2hfit2zsogsb,1,45.4,65.1,2023-05-16T18:32:05.307Z,2023-05-16T18:32:08Z,4283985595,56,Right,4283985605,1,,4283985599,141,4.4,4283985597,140,75.1,4283985593,196,,4283985591,155,,4283985601,212,51.7,4283985603,213,5.4,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549924987,25,1,1,1,13,57jcqe38hakh2hfit2zsogsb,1,76.7,3.8,2023-05-16T18:32:08.843Z,2023-05-16T18:32:11Z,4283985673,56,Center,4283985675,140,91.4,4283985679,212,20.6,4283985677,141,23.9,4283985681,213,0.7,,,,,,,,,,bfbozn43eclzjwzz8nt69ktsl,Abdulmajeed Al Sulaiheem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925023,26,1,1,1,16,57jcqe38hakh2hfit2zsogsb,1,91.6,23.9,2023-05-16T18:32:11.275Z,2023-05-16T18:32:34Z,4283985829,213,2.0,4283985827,212,10.7,4283985825,141,38.3,4283985821,56,Center,4283985823,140,87.6,4283986059,195,,4283986543,154,,4283986541,210,13,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925027,27,13,1,1,17,57jcqe38hakh2hfit2zsogsb,1,87.6,38.3,2023-05-16T18:32:12.731Z,2023-05-16T18:32:34Z,4283985851,56,Center,4283986291,20,,4283986551,55,26,4283986561,328,,4283986563,230,97.7,4283986559,214,,4283986557,103,8.3,4283986565,231,46.9,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,4283985847,22,4283986555,102,57.3,4283985849,17,4283986545,83,4283986549,154,4283986547,29,,,,,,,,,,,,,,,,,,,,
2549925017,5,5,1,1,19,f0zsn74nz0o01gr30weun240i,1,-1,36.4,2023-05-16T18:32:14.498Z,2023-05-16T18:32:17Z,4283985793,56,Back,4283985795,346,,4283985933,233,28,,,,,,,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925033,28,5,1,1,19,57jcqe38hakh2hfit2zsogsb,0,101,63.6,2023-05-16T18:32:14.498Z,2023-05-16T18:50:35Z,4283985943,233,5,4283985889,346,,4283985887,56,Center,,,,,,,,,,,,,,,,4lhyi7xvorswax9xwmz4v5tqt,Talisca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925161,6,1,1,1,42,f0zsn74nz0o01gr30weun240i,1,4.1,40.1,2023-05-16T18:32:37.553Z,2023-05-16T18:32:39Z,4283986655,56,Back,4283986667,237,,4283986657,140,8.3,4283986659,141,30.1,4283986661,212,8.1,4283986663,213,5.3,4283986653,124,,,,,c2mhdatj96x8eug6mekactrkl,Victor Braga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925195,7,1,1,1,44,f0zsn74nz0o01gr30weun240i,1,10.5,30,2023-05-16T18:32:39.298Z,2023-05-16T18:39:05Z,4283986855,212,11.9,4283986849,56,Back,4283986851,140,21.1,4283986853,141,36.3,4283986857,213,0.4,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925215,8,1,1,1,48,f0zsn74nz0o01gr30weun240i,1,19.8,35.5,2023-05-16T18:32:44.130Z,2023-05-16T18:32:46Z,4283986927,56,Back,4283986935,213,1.9,4283986929,140,14.7,4283986931,141,62.9,4283986933,212,19.4,,,,,,,,,,7ieikgigejp7rmvrsra8mj1lh,Dener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925227,9,1,1,1,50,f0zsn74nz0o01gr30weun240i,1,14.5,65.2,2023-05-16T18:32:46.114Z,2023-05-16T18:39:48Z,4283986995,212,12.8,4283986989,56,Back,4283986997,213,1.3,4283986993,141,83.2,4283986991,140,17.9,,,,,,,,,,bhdvvtp8iu46et3iqfn6c8f3e,Hussain Qasim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925245,10,1,1,1,52,f0zsn74nz0o01gr30weun240i,1,18.2,83.2,2023-05-16T18:32:47.434Z,2023-05-16T18:39:54Z,4283987077,141,69.0,4283987081,213,5.3,4283987079,212,11.8,4283987075,140,24.7,4283987073,56,Back,,,,,,,,,,37ozmigs9h3hachibcihs8t05,Abdulaziz Majrashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925249,11,61,1,1,54,f0zsn74nz0o01gr30weun240i,0,25,69,2023-05-16T18:32:49.738Z,2023-05-16T18:41:38Z,4283987093,56,Back,,,,,,,,,,,,,,,,,,,,,,3s3rnrrv8i4rb0x7vaa5mhvpx,Mukhtar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925239,29,49,1,1,54,57jcqe38hakh2hfit2zsogsb,1,64.4,9.9,2023-05-16T18:32:50.156Z,2023-05-16T18:32:50Z,,,,,,,,,,,,,,,,,,,,,,,,,bfbozn43eclzjwzz8nt69ktsl,Abdulmajeed Al Sulaiheem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925325,30,1,1,2,1,57jcqe38hakh2hfit2zsogsb,1,56.8,19.3,2023-05-16T18:32:57.214Z,2023-05-16T18:33:00Z,4283987479,140,42.8,4283987481,141,12.6,4283987483,212,15.4,4283987477,56,Back,4283987485,213,3.4,,,,,,,,,,bfbozn43eclzjwzz8nt69ktsl,Abdulmajeed Al Sulaiheem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925337,31,1,1,2,4,57jcqe38hakh2hfit2zsogsb,1,42.8,12.6,2023-05-16T18:33:00.188Z,2023-05-16T18:33:02Z,4283987541,213,1.9,4283987535,140,34.3,4283987537,141,48.8,4283987539,212,26.2,4283987533,56,Back,,,,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925377,32,1,1,2,6,57jcqe38hakh2hfit2zsogsb,1,34.3,48.8,2023-05-16T18:33:02.188Z,2023-05-16T18:33:06Z,4283987731,213,4.8,4283987723,56,Back,4283987725,140,36.4,4283987729,212,18.9,4283987727,141,21.2,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925391,33,1,1,2,11,57jcqe38hakh2hfit2zsogsb,1,40.7,18.3,2023-05-16T18:33:06.572Z,2023-05-16T18:33:09Z,4283987805,213,1.8,4283987799,140,38.7,4283987797,56,Back,4283987803,212,11.6,4283987801,141,35.1,,,,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925405,34,1,1,2,13,57jcqe38hakh2hfit2zsogsb,1,38.6,36.6,2023-05-16T18:33:09.116Z,2023-05-16T18:33:11Z,4283987909,141,62.7,4283987911,212,20.1,4283987913,213,2.1,4283987907,140,29.7,4283987905,56,Back,,,,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925431,35,1,1,2,16,57jcqe38hakh2hfit2zsogsb,1,29.7,62.7,2023-05-16T18:33:11.420Z,2023-05-16T18:33:15Z,4283988049,140,37.1,4283988055,213,1.2,4283988047,56,Back,4283988051,141,94.8,4283988053,212,23.2,,,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925443,36,1,1,2,19,57jcqe38hakh2hfit2zsogsb,1,37.1,95.9,2023-05-16T18:33:15.052Z,2023-05-16T18:33:17Z,4283988127,140,58.9,4283988129,141,96.1,4283988133,213,0.0,4283988131,212,22.9,4283988125,56,Left,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925491,37,1,1,2,22,57jcqe38hakh2hfit2zsogsb,1,55.1,96.4,2023-05-16T18:33:17.373Z,2023-05-16T19:23:04Z,4283988385,213,4.1,4283988381,141,91.9,4283988383,212,3.8,4283988377,56,Left,4283988379,140,53.0,,,,,,,,,,cpws4xoaun4lc21p379rpd59l,Abdulrahman Ghareeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925503,38,3,1,2,29,57jcqe38hakh2hfit2zsogsb,0,92.7,73.2,2023-05-16T18:33:24.962Z,2023-05-16T18:34:04Z,4283988425,286,,4283988423,56,Center,4283988443,233,12,,,,,,,,,,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925501,12,7,1,2,29,f0zsn74nz0o01gr30weun240i,1,7.3,26.8,2023-05-16T18:33:24.963Z,2023-05-16T18:50:30Z,4283988419,56,Back,4283988421,285,,4283988431,233,38,,,,,,,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925505,13,49,1,2,32,f0zsn74nz0o01gr30weun240i,1,4.8,19.8,2023-05-16T18:33:27.733Z,2023-05-16T18:33:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925569,14,1,1,2,36,f0zsn74nz0o01gr30weun240i,1,17.6,2,2023-05-16T18:33:31.811Z,2023-05-16T18:33:36Z,4283988691,56,Center,4283988693,140,61.0,4283988689,155,,4283988701,1,,4283988699,213,0.5,4283988697,212,51.9,4283988695,141,38.5,,,,3hzwwygv4u0vn68g4z3taqj1l,Alfa Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925573,15,44,1,2,39,f0zsn74nz0o01gr30weun240i,1,60.5,37.8,2023-05-16T18:33:35.164Z,2023-05-16T18:33:36Z,4283988729,233,39,4283988711,286,,4283988709,56,Center,,,,,,,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925567,39,44,1,2,39,57jcqe38hakh2hfit2zsogsb,0,39.5,62.2,2023-05-16T18:33:35.165Z,2023-05-16T18:33:37Z,4283988687,285,,4283988735,233,15,4283988685,56,Back,,,,,,,,,,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925587,16,2,1,2,41,f0zsn74nz0o01gr30weun240i,1,61,38.5,2023-05-16T18:33:36.259Z,2023-05-16T18:33:47Z,4283988777,140,75.9,4283988771,3,,4283988779,141,35.4,4283989273,7,egk2nnpvvup731trr0x2kj696,4283988775,56,Center,,,,,,,,,,f0fot1juj3i62tt8i2vybnjdh,K. Musona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925595,40,55,1,2,41,57jcqe38hakh2hfit2zsogsb,1,33.3,62.9,2023-05-16T18:33:36.260Z,2023-05-16T18:50:33Z,,,,,,,,,,,,,,,,,,,,,,,,,eiarh2kihedqxxoftjyi55td5,Ali Lajami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549925591,17,43,1,2,43,f0zsn74nz0o01gr30weun240i,1,0,0,2023-05-16T18:33:39.139Z,2023-05-16T18:33:44Z,4283989057,144,50,4283988795,56,Center,4283988865,233,40,4283988799,286,0,,,,,,,,,,,,,egk2nnpvvup731trr0x2kj696,G. Mbenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
