id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2470635345,4,1,1,0,8,cq4rdp1mkan8zhaw7bmzjdaqk,0,28.7,89.3,2022-10-11T17:30:25.098Z,2022-10-16T20:10:59Z,3836864285,56,Back,3836864289,141,92.7,3836864283,3,,3836864287,140,32.9,3836864293,213,0.5,3836864291,212,5.0,3850800723,388,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635383,8,3,1,0,9,57jcqe38hakh2hfit2zsogsb,0,76.2,6.3,2022-10-11T17:30:26.466Z,2022-10-16T20:11:45Z,3836864523,233,5,3850803229,178,,3842056741,465,,3836864491,56,Right,3836864493,286,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635369,5,7,1,0,10,cq4rdp1mkan8zhaw7bmzjdaqk,1,23.8,93.7,2022-10-11T17:30:27.186Z,2022-10-16T20:11:51Z,3836864431,167,,3836864435,285,,3836864433,56,Back,3850803651,178,,3842056797,385,,3836864495,233,8,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635373,6,5,1,0,11,cq4rdp1mkan8zhaw7bmzjdaqk,0,20.6,101.5,2022-10-11T17:30:28.507Z,2022-10-16T20:11:59Z,3836864439,347,,3836864437,56,Back,3836864615,233,9,,,,,,,,,,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635401,9,5,1,0,11,57jcqe38hakh2hfit2zsogsb,1,79.4,-1.5,2022-10-11T17:30:28.507Z,2022-10-16T20:11:58Z,3836864579,56,Right,3836864581,347,,3836864583,233,6,,,,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635419,10,1,1,0,16,57jcqe38hakh2hfit2zsogsb,0,80.7,0,2022-10-11T17:30:33.057Z,2022-10-16T20:12:02Z,3836864709,140,86.7,3836864715,213,1.0,3836864711,141,11.6,3836864713,212,11.2,3836864707,56,Right,3836864705,107,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470652115,481,1,1,0,16,57jcqe38hakh2hfit2zsogsb,1,84.8,13.8,2022-10-11T17:30:33.597Z,2022-10-16T20:12:10Z,3850804517,178,,3836959831,56,Right,3836959839,213,5.6,3836959835,141,5.0,3836959833,140,91.3,3836959837,212,9.1,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635453,12,1,1,0,18,57jcqe38hakh2hfit2zsogsb,0,96.5,3.7,2022-10-11T17:30:35.309Z,2022-10-16T20:12:21Z,3836864931,155,,3836864933,56,Right,3836864939,212,3.5,3842057269,20,,3836864973,233,7,3836864971,236,,3836864935,140,95.4,3836864937,141,8.6,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,3836864941,213,1.9,3842057267,224,3836864929,2,3850805529,178,3836864977,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635417,7,12,1,0,18,cq4rdp1mkan8zhaw7bmzjdaqk,1,12.2,90.8,2022-10-11T17:30:35.357Z,2022-10-16T20:12:24Z,3836864979,233,12,3836864697,185,,3850805775,178,,3836864699,56,Back,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635423,8,5,1,0,19,cq4rdp1mkan8zhaw7bmzjdaqk,0,11.2,101,2022-10-11T17:30:36.056Z,2022-10-16T20:12:34Z,3836864913,233,11,3836864731,347,,3836864729,56,Back,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635445,11,5,1,0,19,57jcqe38hakh2hfit2zsogsb,1,88.8,-1,2022-10-11T17:30:36.056Z,2022-10-16T20:12:33Z,3836864881,56,Right,3836864883,347,,3836864909,233,8,,,,,,,,,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635483,13,1,1,0,26,57jcqe38hakh2hfit2zsogsb,1,86.1,0,2022-10-11T17:30:43.186Z,2022-10-16T20:12:38Z,3836865087,107,,3836865089,56,Right,3836865091,140,88.5,3836865095,212,7.4,3836865093,141,8.8,3836865097,213,1.2,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470652245,279,45,1,0,29,cq4rdp1mkan8zhaw7bmzjdaqk,0,8.5,73.3,2022-10-11T17:30:46.867Z,2022-10-16T20:12:47Z,3836960541,56,Back,3836960543,285,,3836960727,233,482,,,,,,,,,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470652269,482,3,1,0,29,57jcqe38hakh2hfit2zsogsb,1,91.5,26.7,2022-10-11T17:30:46.867Z,2022-10-16T20:12:47Z,3836960671,286,,3836960699,233,279,3836960669,56,Center,3850806997,178,,3842057471,465,,,,,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635551,14,1,1,0,30,57jcqe38hakh2hfit2zsogsb,0,94.3,23.9,2022-10-11T17:30:46.917Z,2022-10-16T20:13:03Z,3850807881,178,,3836865495,56,Center,3836865497,140,88.5,3836865503,213,2.6,3836865501,212,7.0,3836865499,141,29.1,,,,,,,rbhqo1mjhl4j1enpfpbehlgp,Abdullah Al Khaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473451031,578,43,1,0,30,cq4rdp1mkan8zhaw7bmzjdaqk,1,0,0,2022-10-11T17:30:47.667Z,2022-10-17T07:53:57Z,3851808283,178,0,3851808327,144,82,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471611949,558,49,1,0,31,cq4rdp1mkan8zhaw7bmzjdaqk,1,9,72.3,2022-10-11T17:30:47.946Z,2022-10-16T20:13:23Z,,,,,,,,,,,,,,,,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471612011,559,3,1,0,31,cq4rdp1mkan8zhaw7bmzjdaqk,0,11.9,72.3,2022-10-11T17:30:48.647Z,2022-10-16T20:13:32Z,3842058759,285,,3850809341,178,,3842058757,56,Back,3842058761,464,,3842058763,467,8wxgeu7xdeuvvuhn5ga0vu4q2,,,,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635579,9,4,1,0,32,cq4rdp1mkan8zhaw7bmzjdaqk,1,10.9,68.3,2022-10-11T17:30:48.926Z,2022-10-16T20:13:38Z,3836865645,152,,3836865641,13,,3836865647,265,,3836865643,56,Back,3836865649,285,,3836865651,233,15,,,,,,,98nbel31pgxlifu6s4wqqxjv9,C. Gonzáles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635555,15,4,1,0,32,57jcqe38hakh2hfit2zsogsb,0,89.1,31.7,2022-10-11T17:30:48.927Z,2022-10-16T20:13:38Z,3836865655,233,9,3836865513,56,Center,3836865511,13,,3836865515,152,,3836865523,286,,3850809525,178,,3836865519,265,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635595,10,1,1,0,45,cq4rdp1mkan8zhaw7bmzjdaqk,1,10.3,67.3,2022-10-11T17:31:02.244Z,2022-10-16T20:14:25Z,3836865739,152,,3836865749,213,1.0,3850809749,178,,3842060403,189,,3836865735,5,,3836865741,56,Back,3836865745,141,94.2,3836865743,140,20.9,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,3836865747,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471612281,560,1,1,0,47,cq4rdp1mkan8zhaw7bmzjdaqk,1,12.9,70.9,2022-10-11T17:31:04.197Z,2022-10-16T20:14:09Z,3850811511,178,,3842060343,56,Back,3842060347,141,91.1,3842060345,140,31.7,3842060351,213,0.6,3842060349,212,24.0,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635611,11,1,1,0,49,cq4rdp1mkan8zhaw7bmzjdaqk,1,20.9,94.2,2022-10-11T17:31:06.738Z,2022-10-16T20:14:35Z,3836865839,56,Back,3836865845,212,12.1,3836865841,140,11.4,3836865843,141,84.2,3836865847,213,3.7,3850812905,178,,,,,,,,3km030r7hwsxw849nv0qpaql0,Mohammed Al Oufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635653,12,1,1,0,52,cq4rdp1mkan8zhaw7bmzjdaqk,1,8.7,73,2022-10-11T17:31:09.198Z,2022-10-16T20:14:45Z,3836865987,141,53.4,3836865983,56,Back,3836865985,140,3.6,3836865991,213,4.3,3836865989,212,14.4,3850813049,178,,,,,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635663,13,1,1,0,54,cq4rdp1mkan8zhaw7bmzjdaqk,0,3.6,53.4,2022-10-11T17:31:11.071Z,2022-10-16T20:14:56Z,3836866067,140,36.4,3836866077,213,0.8,3850814167,178,,3836866075,212,47.5,3836866071,141,100.0,3836866061,56,Back,3836866057,157,,3836866079,1,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635665,14,5,1,0,56,cq4rdp1mkan8zhaw7bmzjdaqk,0,35.8,101.3,2022-10-11T17:31:13.218Z,2022-10-16T20:15:01Z,3836866281,233,16,3836866081,56,Back,3836866083,347,,,,,,,,,,,,,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635697,16,5,1,0,56,57jcqe38hakh2hfit2zsogsb,1,64.2,-1.3,2022-10-11T17:31:13.218Z,2022-10-16T20:15:01Z,3836866263,56,Right,3836866267,233,14,3836866265,347,,,,,,,,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635727,17,1,1,1,1,57jcqe38hakh2hfit2zsogsb,1,53.9,0,2022-10-11T17:31:18.829Z,2022-10-16T20:15:18Z,3836866409,56,Back,3836866413,141,21.0,3836866417,213,2.5,3836866415,212,23.8,3836866411,140,36.4,3836866407,107,,3836866419,1,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635757,18,1,1,1,5,57jcqe38hakh2hfit2zsogsb,1,39.9,28.3,2022-10-11T17:31:21.997Z,2022-10-16T20:15:24Z,3836866569,140,44.8,3850815887,178,,3836866571,141,52.8,3836866575,213,1.3,3836866573,212,17.4,3836866567,56,Back,,,,,,,4uyfs1epryrirnq46jttxm6sp,Abdulelah Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635785,19,1,1,1,9,57jcqe38hakh2hfit2zsogsb,1,45.6,52.4,2022-10-11T17:31:26.138Z,2022-10-16T20:15:28Z,3836866719,212,10.3,3836866715,140,48.3,3836866717,141,37.9,3836866713,56,Back,3850816115,178,,3836866721,213,5.0,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635797,20,1,1,1,11,57jcqe38hakh2hfit2zsogsb,1,53.4,33.1,2022-10-11T17:31:28.769Z,2022-10-16T20:15:32Z,3836866811,213,5.4,3850816331,178,,3836866807,141,7.3,3836866803,56,Right,3836866809,212,22.2,3836866805,140,66.4,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635843,21,1,1,1,13,57jcqe38hakh2hfit2zsogsb,1,66.2,7.3,2022-10-11T17:31:30.227Z,2022-10-16T20:15:38Z,3836866989,56,Right,3836866991,140,57.5,3836866995,212,10.7,3836866993,141,15.6,3836866997,213,2.6,3850816557,178,,,,,,,,74yjko6gbejstpnhkr1gn8xxx,Sultan Al Ghannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635859,22,1,1,1,17,57jcqe38hakh2hfit2zsogsb,1,55.8,26.5,2022-10-11T17:31:34.228Z,2022-10-16T20:15:46Z,3836867067,213,1.7,3836867063,141,60.2,3836867065,212,23.2,3836867061,140,52.3,3850817015,178,,3836867059,56,Center,,,,,,,dayca044hynhii8kgr7g1azth,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635867,23,1,1,1,21,57jcqe38hakh2hfit2zsogsb,1,56.5,73.3,2022-10-11T17:31:38.187Z,2022-10-16T20:15:51Z,3836867087,56,Left,3836867089,140,70.4,3836867095,213,0.7,3836867091,141,91.7,3836867093,212,19.2,3850817383,178,,,,,,,,114zbg6z77mdio95dbl9v27dh,Álvaro González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635885,24,1,1,1,23,57jcqe38hakh2hfit2zsogsb,1,70.4,91.7,2022-10-11T17:31:40.437Z,2022-10-16T20:15:57Z,3850817743,178,,3836867187,213,5.7,3836867183,141,83.2,3836867181,140,78.7,3836867185,212,10.5,3836867179,56,Left,,,,,,,19djqex4nu3lz6vw08f3fwv6x,G. Konan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635907,25,1,1,1,26,57jcqe38hakh2hfit2zsogsb,1,78.5,84.5,2022-10-11T17:31:43.637Z,2022-10-16T20:16:16Z,3836867339,212,32.9,3836867899,210,13,3850818093,178,,3836867331,155,,3842061501,72,,3842061503,1,,3836867333,56,Center,3842061499,224,,12x5lacdmnvc801277ugw9ecp,Sami Al Naji,3836963865,154,,3836867329,2,3836867335,140,3836867337,141,3836867341,213,1,96.0,44.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635917,27,13,1,1,28,57jcqe38hakh2hfit2zsogsb,1,96.4,45.2,2022-10-11T17:31:45.680Z,2022-10-16T20:16:17Z,3836867903,84,,3836963791,214,,3836867913,103,8.3,3836867427,16,,3836867907,55,25,3836867917,230,99.4,3836867521,20,,3836963889,154,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,3836867919,231,50,3842061653,328,3836867911,102,3836867425,22,3836867905,29,,41.5,,,3836867429,56,Center,3836867915,215,3850818845,178,,,,,,,,,,,,,,,,,,,
2470635901,15,5,1,1,29,cq4rdp1mkan8zhaw7bmzjdaqk,1,-1.1,57.8,2022-10-11T17:31:46.137Z,2022-10-16T20:16:20Z,3836867287,346,,3836867285,56,Back,3836867459,233,28,,,,,,,,,,,,,,,,aonc1y49ulmolyc47knpwtrtg,Arif Al Haydar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635921,28,5,1,1,29,57jcqe38hakh2hfit2zsogsb,0,101.1,42.2,2022-10-11T17:31:46.137Z,2022-10-16T20:16:20Z,3836867489,233,15,3836867451,346,,3836867449,56,Center,,,,,,,,,,,,,,,,8wxgeu7xdeuvvuhn5ga0vu4q2,Ayman Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470635909,26,43,1,1,30,57jcqe38hakh2hfit2zsogsb,1,0,0,2022-10-11T17:31:47.674Z,2022-10-11T17:32:10Z,3836867369,56,Center,3836868041,144,61,,,,,,,,,,,,,,,,,,,bwj0ic6ljwuzim9zsmosx4hxx,V. Aboubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636025,16,1,1,1,50,cq4rdp1mkan8zhaw7bmzjdaqk,1,3.6,55.4,2022-10-11T17:32:07.798Z,2022-10-16T20:16:25Z,3836868059,141,70.5,3836868061,212,12.8,3836868063,213,0.9,3836868067,237,,3836868055,56,Back,3836868057,140,10.8,3836868053,124,,,,,ajtqeot5t9kv6mrtpdudlwmvp,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636035,17,1,1,1,54,cq4rdp1mkan8zhaw7bmzjdaqk,1,11.2,72.3,2022-10-11T17:32:11.587Z,2022-10-16T20:16:30Z,3836868119,140,43.2,3836868125,213,6.2,3850819593,178,,3836868121,141,65.7,3836868127,1,,3836868123,212,33.9,3836868117,56,Back,,,,6yf6ozyy2rpmiy86xno7u0es5,M. Dyrestam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470636043,18,3,1,1,57,cq4rdp1mkan8zhaw7bmzjdaqk,1,47.7,65.4,2022-10-11T17:32:14.438Z,2022-10-16T20:16:43Z,3836868171,286,,3836868219,233,29,3850820383,178,,3842062307,465,,3836868169,56,Back,,,,,,,,,,9n2zj5201b83mmcm7oomygacq,L. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
