id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2497114943,5,49,1,0,8,2kzl64gp8x37bon8tyxojqrr1,1,40.9,4.3,2023-01-14T12:32:54.782Z,2023-01-20T20:21:34Z,,,,,,,,,,,,,,,,,,,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114953,6,50,1,0,8,2kzl64gp8x37bon8tyxojqrr1,1,45,3.6,2023-01-14T12:32:55.055Z,2023-01-20T20:21:43Z,3976518817,56,Back,3983673367,233,8,3976518819,286,,,,,,,,,,,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114965,8,7,1,0,9,dbhdov3cc47kcr1hjg5qr5qg7,1,55,96.4,2023-01-14T12:32:56.359Z,2023-01-20T20:21:47Z,3976518909,285,,3976518907,56,Left,3976518905,167,,3986218121,389,,3983475477,385,,3976518923,233,6,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114955,7,43,1,0,11,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-01-14T12:32:58.402Z,2023-01-14T12:33:05Z,3976519053,144,45,3976518831,285,0,3976518829,56,Left,,,,,,,,,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114975,7,5,1,0,12,2kzl64gp8x37bon8tyxojqrr1,1,49.4,-1.4,2023-01-14T12:32:58.852Z,2023-01-20T20:21:49Z,3976518975,56,Back,3976518977,347,,3976519001,233,9,,,,,,,,,,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114967,9,5,1,0,12,dbhdov3cc47kcr1hjg5qr5qg7,0,50.6,101.4,2023-01-14T12:32:58.852Z,2023-01-20T20:21:49Z,3976519005,233,7,3976518919,56,Left,3976518921,347,,,,,,,,,,,,,,,,,6un0w34djb8ml6r3dmmbzaq96,Nawaf Al Sehimai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114993,8,1,1,0,15,2kzl64gp8x37bon8tyxojqrr1,1,47.2,0,2023-01-14T12:33:02.246Z,2023-01-20T20:21:55Z,3976519083,141,8.5,3976519077,107,,3976519079,56,Back,3976519085,212,7.4,3976519087,213,1.9,3976519081,140,44.8,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115003,9,1,1,0,18,2kzl64gp8x37bon8tyxojqrr1,1,44.8,8.5,2023-01-14T12:33:05.071Z,2023-01-20T20:21:57Z,3976519151,56,Back,3986218611,178,,3976519157,212,11.5,3976519155,141,24.8,3976519153,140,41.9,3976519159,213,1.8,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115035,10,1,1,0,22,2kzl64gp8x37bon8tyxojqrr1,1,42.3,29.7,2023-01-14T12:33:09.119Z,2023-01-20T20:22:00Z,3976519347,140,42.2,3976519345,56,Back,3976519349,141,93.3,3976519351,212,43.2,3976519343,196,,3976519353,213,1.6,3986218699,178,,3976519355,1,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115047,11,1,1,0,27,2kzl64gp8x37bon8tyxojqrr1,1,45.7,94,2023-01-14T12:33:13.578Z,2023-01-20T20:22:02Z,3976519411,140,40.8,3986218773,178,,3976519409,56,Back,3976519417,213,4.3,3976519415,212,11.7,3976519413,141,78.6,,,,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115063,12,1,1,0,28,2kzl64gp8x37bon8tyxojqrr1,1,40.8,78.6,2023-01-14T12:33:15.474Z,2023-01-20T20:22:04Z,3976519497,212,13.0,3976519495,141,62.0,3976519499,213,4.2,3976519493,140,34.6,3976519491,56,Back,3986218887,178,,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115085,13,1,1,0,31,2kzl64gp8x37bon8tyxojqrr1,1,34.7,60.8,2023-01-14T12:33:18.106Z,2023-01-20T20:22:09Z,3976519603,213,5.1,3986219139,178,,3976519597,140,45.4,3976519595,56,Back,3976519599,141,21.2,3976519601,212,29.2,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115109,14,1,1,0,35,2kzl64gp8x37bon8tyxojqrr1,1,54.6,18.4,2023-01-14T12:33:22.187Z,2023-01-20T20:22:13Z,3976519681,56,Right,3986219423,178,,3976519691,141,6.8,3976519687,140,69.0,3976519701,213,5.8,3976519695,212,17.1,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115129,15,1,1,0,38,2kzl64gp8x37bon8tyxojqrr1,1,71.4,5.8,2023-01-14T12:33:25.044Z,2023-01-20T20:22:23Z,3976519781,141,42.1,3983475951,20,,3976519785,213,0.9,3976519775,155,,3976520383,154,,3986219761,178,,3976520381,210,15,3976519779,140,91.0,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,1,3983475949,224,3976519787,1,3976519773,2,3976519783,212,32.1,3976519777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115131,16,15,1,0,41,2kzl64gp8x37bon8tyxojqrr1,1,91.8,55.3,2023-01-14T12:33:27.788Z,2023-01-20T20:22:24Z,3976520397,78,,3976520403,55,15,3976520409,103,16.5,3976520413,146,98.1,3976519927,20,,3976519793,22,,3976519799,56,Center,3976520411,214,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,3976520465,233,3976520407,102,3976520399,29,3986220111,178,,3976520415,147,52.3,10,49.3,3976520401,154,3976519797,17,,,,,,,,,,,,,,,,,,,,,
2497115143,10,10,1,0,41,dbhdov3cc47kcr1hjg5qr5qg7,1,1.8,48.1,2023-01-14T12:33:28.212Z,2023-01-20T20:22:26Z,3976519901,56,Back,3983476181,377,,3976520255,233,16,3976520207,179,,3976520205,174,,3976519899,182,,,,,,,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115173,12,12,1,0,43,dbhdov3cc47kcr1hjg5qr5qg7,1,12.4,42.2,2023-01-14T12:33:29.592Z,2023-01-20T20:22:30Z,3976520063,167,,3986220377,178,,3976520033,56,Back,3976520039,212,29.7,3976520041,213,4.5,3976520037,141,0.0,3976520035,140,7.6,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115175,13,5,1,0,45,dbhdov3cc47kcr1hjg5qr5qg7,0,9.3,-1.4,2023-01-14T12:33:32.281Z,2023-01-20T20:22:32Z,3976520045,347,,3976520079,233,17,3976520043,56,Back,,,,,,,,,,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115149,17,5,1,0,45,2kzl64gp8x37bon8tyxojqrr1,1,90.7,101.4,2023-01-14T12:33:32.281Z,2023-01-20T20:22:33Z,3976519923,56,Left,3976519925,347,,3976520069,233,13,,,,,,,,,,,,,,,,aatjvj13ffwrj81vcfy68fnit,A. Hamed Allah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115165,11,43,1,0,46,dbhdov3cc47kcr1hjg5qr5qg7,1,0,0,2023-01-14T12:33:32.945Z,2023-01-14T12:33:35Z,3976520083,144,49,,,,,,,,,,,,,,,,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115305,18,1,1,0,55,2kzl64gp8x37bon8tyxojqrr1,1,89,100,2023-01-14T12:33:42.110Z,2023-01-20T20:22:37Z,3976520611,1,,3976520599,107,,3976520601,56,Left,3976520609,213,3.6,3976520603,140,69.5,3976520607,212,22.8,3976520605,141,87.1,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115313,19,1,1,0,58,2kzl64gp8x37bon8tyxojqrr1,1,67.5,81.8,2023-01-14T12:33:45.543Z,2023-01-20T20:22:40Z,3976520643,56,Back,3976520651,213,3.8,3976520649,212,30.9,3976520645,140,44.9,3986220905,178,,3976520647,141,52.8,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115323,20,1,1,1,1,2kzl64gp8x37bon8tyxojqrr1,1,44.9,52.8,2023-01-14T12:33:48.157Z,2023-01-20T20:22:43Z,3976520689,140,52.6,3976520695,213,5.5,3976520693,212,11.5,3976520687,56,Center,3986221091,178,,3976520691,141,40.8,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115355,21,1,1,1,4,2kzl64gp8x37bon8tyxojqrr1,1,52.6,39.7,2023-01-14T12:33:50.645Z,2023-01-20T20:22:46Z,3986221223,178,,3976520841,140,69.9,3976520839,56,Right,3976520847,213,5.4,3976520845,212,28.3,3976520843,141,7.7,,,,,,,cfjp3mf7meekpcsx7hjrql79,Bruno Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115361,22,1,1,1,9,2kzl64gp8x37bon8tyxojqrr1,1,78,16.3,2023-01-14T12:33:56.243Z,2023-01-20T20:22:50Z,3986221459,178,,3976520869,56,Right,3976520883,212,12.9,3976520879,141,14.5,3976520885,213,6.2,3976520873,140,90.2,,,,,,,29i4ruk1vkwrl1w9vg9ggqpqt,Hélder Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115367,23,1,1,1,11,2kzl64gp8x37bon8tyxojqrr1,0,92.1,18.2,2023-01-14T12:33:58.506Z,2023-01-20T20:22:54Z,3983476561,224,,3976520915,155,,3976520923,212,21.5,3976520919,140,97.4,3976520913,2,,3976520917,56,Center,3976520921,141,48.7,3986221651,178,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,3983476563,20,3976520925,213,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
2497115379,14,52,1,1,13,dbhdov3cc47kcr1hjg5qr5qg7,1,1.9,51.9,2023-01-14T12:33:59.863Z,2023-01-20T20:23:11Z,3986222277,179,,3983476617,378,,,,,,,,,,,,,,,,,,,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115519,15,1,1,1,31,dbhdov3cc47kcr1hjg5qr5qg7,1,14.2,49.9,2023-01-14T12:34:17.748Z,2023-01-20T20:23:16Z,3976521671,199,,3976521681,213,0.1,3976521683,1,,3976521677,141,56.1,3976521675,140,57.8,3976521679,212,46.0,3976521673,56,Center,,,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115533,16,44,1,1,34,dbhdov3cc47kcr1hjg5qr5qg7,1,57.2,58.1,2023-01-14T12:34:20.912Z,2023-01-21T09:41:27Z,3976521739,286,,3976521741,233,24,3976521737,56,Center,,,,,,,,,,,,,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115523,24,44,1,1,34,2kzl64gp8x37bon8tyxojqrr1,0,42.8,41.9,2023-01-14T12:34:20.913Z,2023-01-20T20:23:20Z,3976521705,285,,3976521747,233,16,3976521703,56,Back,,,,,,,,,,,,,,,,79n11s84csv7ur8atv9qbi3o4,Awad Al Nashri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115549,17,1,1,1,34,dbhdov3cc47kcr1hjg5qr5qg7,0,57.9,54.6,2023-01-14T12:34:20.993Z,2023-01-21T09:41:27Z,3976521823,212,17.5,3986222889,388,,3976521825,213,1.0,3976521819,140,67.3,3976521817,56,Center,3976521815,3,,3976521821,141,75.9,,,,tt0300qkkmgu52dbkxcaywut,R. López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115543,25,49,1,1,37,2kzl64gp8x37bon8tyxojqrr1,1,36.6,22.4,2023-01-14T12:34:23.764Z,2023-01-20T20:23:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115577,26,1,1,1,37,2kzl64gp8x37bon8tyxojqrr1,1,36.3,22.3,2023-01-14T12:34:23.804Z,2023-01-20T20:23:32Z,3976521953,213,2.5,3986223393,178,,3976521945,56,Back,3976521947,140,26.8,3976521951,212,12.6,3976521949,141,33.6,,,,,,,8g2nbo0z5g733zb4wzuo2390q,Muhannad Al Shanqiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115595,27,1,1,1,39,2kzl64gp8x37bon8tyxojqrr1,1,26.7,35.7,2023-01-14T12:34:26.246Z,2023-01-20T20:23:36Z,3986223599,178,,3976522033,213,1.5,3976522027,140,27.1,3976522025,56,Back,3976522031,212,16.9,3976522029,141,60.6,,,,,,,eqdev00exzhrls89wj77cdzp,Omar Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115601,28,1,1,1,42,2kzl64gp8x37bon8tyxojqrr1,1,27.1,61.8,2023-01-14T12:34:29.420Z,2023-01-20T20:23:40Z,3976522057,141,79.3,3976522055,140,29.6,3976522053,56,Back,3976522061,213,1.4,3976522059,212,12.2,3986223865,178,,,,,,,,4upzspmuautmtl51yxe3kva39,Ahmed Hegazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115639,29,1,1,1,44,2kzl64gp8x37bon8tyxojqrr1,1,30.1,80.5,2023-01-14T12:34:30.793Z,2023-01-20T20:23:44Z,3976522281,213,1.0,3986224071,178,,3976522275,140,36.0,3976522277,141,95.4,3976522279,212,11.9,3976522273,56,Back,,,,,,,emkg78pm7xdjkkt2w0yd8vh79,Tarek Hamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115649,30,50,1,1,49,2kzl64gp8x37bon8tyxojqrr1,1,57.4,82,2023-01-14T12:34:36.128Z,2023-01-20T20:24:04Z,3976522327,286,,3976522325,56,Left,3976522487,233,18,,,,,,,,,,,,,,,,dertlfklisnxnba0zl5lpp7u1,Hamdan Al Shamrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115667,18,7,1,1,49,dbhdov3cc47kcr1hjg5qr5qg7,1,42.6,18,2023-01-14T12:34:36.493Z,2023-01-20T20:24:08Z,3983476943,384,,3986225375,178,,3976522417,56,Back,3976522419,285,,3976522457,233,30,,,,,,,,,,dg7eawa1vjaz1uhrjhr7cucfe,J. Pedroza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115671,19,49,1,1,50,dbhdov3cc47kcr1hjg5qr5qg7,1,41.5,16,2023-01-14T12:34:37.516Z,2023-01-20T20:24:14Z,,,,,,,,,,,,,,,,,,,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115693,20,1,1,1,52,dbhdov3cc47kcr1hjg5qr5qg7,1,41.5,16,2023-01-14T12:34:39.481Z,2023-01-20T20:24:19Z,3976522573,213,2.0,3976522569,141,28.6,3976522571,212,9.2,3986225915,178,,3976522567,140,38.2,3976522565,56,Back,,,,,,,8zbaicqws2ux52rgiy95xetm2,Yahya Al Qarani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115717,21,1,1,1,55,dbhdov3cc47kcr1hjg5qr5qg7,1,44,31.1,2023-01-14T12:34:42.021Z,2023-01-20T20:24:27Z,3986226373,178,,3976522665,140,35.6,3976522667,141,34.1,3976522669,212,9.1,3976522663,56,Back,3976522671,213,2.9,,,,,,,4ymo0battew5mb9h2d91gv9jo,M. Salifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115741,22,1,1,1,56,dbhdov3cc47kcr1hjg5qr5qg7,1,35.5,34.1,2023-01-14T12:34:43.462Z,2023-01-20T20:24:31Z,3976522815,56,Back,3976522817,140,13.4,3976522821,212,25.8,3986226617,178,,3976522819,141,50.6,3976522823,213,2.7,,,,,,,92x3r5pxmvkgaxups0gdrvq39,T. Peyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497115789,23,1,1,2,1,dbhdov3cc47kcr1hjg5qr5qg7,0,13.8,47.8,2023-01-14T12:34:47.751Z,2023-01-20T20:24:33Z,3976522961,213,6.3,3976522959,212,48.9,3976522953,56,Center,3976522957,141,47.5,3976522955,140,60.4,3986226753,178,,3976522971,1,,3976522951,155,,e3q9barjksj9yb3obsi90i9jp,M. Campaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
