id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2470607407,7,49,1,0,41,o1iwuxbv233ayidxpibbxy59,1,32.1,19,2022-10-11T15:16:00.160Z,2022-10-16T19:22:27Z,,,,,,,,,,,,,,,,,,,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473447881,799,83,1,0,42,d47tf49ishm9qnfd8zyc8wv0j,1,68.4,76.2,2022-10-11T15:16:01.642Z,2022-10-17T07:35:54Z,3851797069,399,247659,,,,,,,,,,,,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607425,8,1,1,0,43,o1iwuxbv233ayidxpibbxy59,1,31.2,24.2,2022-10-11T15:16:03.022Z,2022-10-16T19:22:39Z,3836709855,141,22.0,3836709859,213,5.9,3836709853,140,35.2,3836709857,212,4.5,3836709851,56,Back,3850659305,178,,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607435,9,1,1,0,44,o1iwuxbv233ayidxpibbxy59,1,35.2,22,2022-10-11T15:16:03.552Z,2022-10-16T19:22:45Z,3836709895,140,29.7,3850660607,178,,3836709897,141,17.3,3836709893,56,Back,3836709899,212,6.6,3836709901,213,3.6,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607451,10,1,1,0,47,o1iwuxbv233ayidxpibbxy59,1,29,15.5,2022-10-11T15:16:07.062Z,2022-10-16T19:22:54Z,3836710001,213,0.1,3836709995,140,45.2,3836709997,141,18.4,3850661185,178,,3836709993,56,Back,3836709999,212,17.1,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607459,11,1,1,0,50,o1iwuxbv233ayidxpibbxy59,1,45.2,18.4,2022-10-11T15:16:09.151Z,2022-10-16T19:23:04Z,3836710061,56,Back,3836710065,141,49.1,3836710067,212,21.0,3850662045,178,,3836710063,140,47.2,3836710069,213,1.5,,,,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607471,12,1,1,0,52,o1iwuxbv233ayidxpibbxy59,1,47.3,49.9,2022-10-11T15:16:11.331Z,2022-10-16T19:23:15Z,3836710125,212,37.2,3836710123,141,90.0,3836710129,1,,3836710127,213,0.8,3836710119,56,Left,3836710121,140,71.4,3850662955,178,,,,,cmijbwv0ine68v0y6kf9cuehh,Álvaro Medrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607483,13,1,1,0,59,o1iwuxbv233ayidxpibbxy59,1,71.2,68.9,2022-10-11T15:16:18.342Z,2022-10-16T19:23:26Z,3836710201,140,72.1,3836710207,213,4.8,3836710199,56,Center,3836710203,141,39.5,3850663609,178,,3836710205,212,20.0,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607489,14,1,1,1,1,o1iwuxbv233ayidxpibbxy59,1,72.1,39.4,2022-10-11T15:16:20.501Z,2022-10-16T19:23:33Z,3836710245,140,91.5,3836710343,4,,3836710243,56,Center,3836710249,212,20.4,3836710247,141,39.7,3850664367,178,,3836710251,213,0.0,,,,2xkudoxz92f1vgbjlsbfum3f9,A. Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607493,15,3,1,1,3,o1iwuxbv233ayidxpibbxy59,0,91.3,34,2022-10-11T15:16:22.461Z,2022-10-16T19:24:18Z,3836710269,56,Center,3838408789,464,,3836710271,286,,3836710281,233,7,3850666835,178,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607557,7,7,1,1,3,d47tf49ishm9qnfd8zyc8wv0j,1,8.7,66,2022-10-11T15:16:22.595Z,2022-10-16T19:24:28Z,3838411433,383,,3850668343,21,,3850668341,389,,3836710957,285,,3836710955,56,Back,3836710971,233,15,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607497,6,52,1,1,5,d47tf49ishm9qnfd8zyc8wv0j,1,7.9,66.5,2022-10-11T15:16:24.314Z,2022-10-16T19:24:39Z,3838411739,376,,3850668967,178,,,,,,,,,,,,,,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607495,5,43,1,1,5,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2022-10-11T15:16:24.556Z,2022-10-11T15:16:50Z,3836710273,56,Back,3836710707,144,8,,,,,,,,,,,,,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607599,8,1,1,1,36,d47tf49ishm9qnfd8zyc8wv0j,1,10.6,48.2,2022-10-11T15:16:55.893Z,2022-10-16T19:24:53Z,3836710791,140,29.8,3850669697,178,,3836710795,212,31.8,3836710789,56,Back,3836710787,123,,3836710805,189,,3836710797,213,5.4,3836710793,141,12.1,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607607,9,1,1,1,40,d47tf49ishm9qnfd8zyc8wv0j,1,41.4,4.9,2022-10-11T15:16:59.133Z,2022-10-16T19:25:00Z,3850670143,178,,3836710841,56,Back,3836710847,212,2.0,3836710843,140,42.3,3836710849,213,5.2,3836710845,141,2.3,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607611,10,3,1,1,41,d47tf49ishm9qnfd8zyc8wv0j,0,42.3,2.3,2022-10-11T15:17:00.733Z,2022-10-16T19:25:08Z,3838413789,465,,3836710865,56,Back,3836710883,211,,3836710867,286,,3850670647,178,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607629,16,49,1,1,43,o1iwuxbv233ayidxpibbxy59,1,44,94.8,2022-10-11T15:17:02.769Z,2022-10-16T19:25:18Z,,,,,,,,,,,,,,,,,,,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607635,17,1,1,1,43,o1iwuxbv233ayidxpibbxy59,1,44,94.8,2022-10-11T15:17:02.802Z,2022-10-16T19:25:32Z,3836710999,140,60.9,3836710997,56,Left,3836711001,141,94.5,3850672033,178,,3836711005,213,6.3,3836711003,212,17.7,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607639,18,1,1,1,46,o1iwuxbv233ayidxpibbxy59,0,63.8,90,2022-10-11T15:17:05.792Z,2022-10-16T19:25:38Z,3836711031,141,68.6,3836711029,140,85.3,3850672535,178,,3836711027,56,Center,3836711035,213,5.7,3836711131,189,,3836711033,212,26.9,,,,9f8pdf7j05xb111c5lunzgvyt,L. Tawamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607647,11,52,1,1,49,d47tf49ishm9qnfd8zyc8wv0j,1,14.6,46.6,2022-10-11T15:17:08.123Z,2022-10-16T19:25:44Z,3838415403,376,,3850673167,178,,,,,,,,,,,,,,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607689,12,1,1,1,56,d47tf49ishm9qnfd8zyc8wv0j,1,14.7,48.4,2022-10-11T15:17:15.413Z,2022-10-16T19:25:52Z,3836711357,213,1.5,3836711353,141,71.0,3836711347,123,,3836711349,56,Back,3836711355,212,15.4,3850673595,178,,3836711351,140,16.2,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607695,13,1,1,2,0,d47tf49ishm9qnfd8zyc8wv0j,1,19,71.4,2022-10-11T15:17:19.793Z,2022-10-16T19:25:58Z,3836711401,213,4.8,3836711397,141,30.4,3850674027,178,,3836711393,56,Back,3836711399,212,27.9,3836711395,140,20.5,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607697,14,1,1,2,3,d47tf49ishm9qnfd8zyc8wv0j,1,20.5,30.4,2022-10-11T15:17:22.713Z,2022-10-16T19:26:01Z,3836711409,141,45.7,3836711407,140,11.9,3836711413,213,2.3,3836711405,56,Back,3850674293,178,,3836711411,212,13.8,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607707,15,1,1,2,4,d47tf49ishm9qnfd8zyc8wv0j,0,11.9,46.3,2022-10-11T15:17:24.042Z,2022-10-16T19:26:09Z,3836711481,212,53.5,3836711483,213,0.1,3836711473,155,,3836711479,141,55.2,3836711477,140,62.5,3850674867,178,,3836711475,56,Center,3836711485,1,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607723,19,1,1,2,7,o1iwuxbv233ayidxpibbxy59,1,26.6,38.8,2022-10-11T15:17:26.942Z,2022-10-16T19:26:15Z,3836711547,56,Back,3836711549,140,46.6,3836711555,213,5.7,3836711553,212,24.7,3836711545,3,,3850675269,388,,3836711551,141,19.7,,,,f5eje4do4lvjul2ban3ycraax,Ziyad Al Sahafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607725,20,1,1,2,10,o1iwuxbv233ayidxpibbxy59,0,47.4,18.7,2022-10-11T15:17:29.202Z,2022-10-16T19:26:28Z,3836711559,3,,3836711561,168,,3836711571,213,6.1,3836711567,141,16.3,3836711563,56,Right,3836711569,212,7.5,3836711565,140,54.4,3850676285,388,,12dv2sa9xm0aedpb13ivl11wp,Fahad Al Rashidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607731,16,1,1,2,12,d47tf49ishm9qnfd8zyc8wv0j,1,39.7,98.4,2022-10-11T15:17:31.423Z,2022-10-16T19:26:35Z,3836711605,141,92.1,3836711609,213,3.7,3836711603,140,32.7,3836711607,212,8.5,3850676731,178,,3836711601,56,Back,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607743,17,1,1,2,15,d47tf49ishm9qnfd8zyc8wv0j,1,32.2,92.4,2022-10-11T15:17:34.593Z,2022-10-16T19:26:50Z,3836711659,141,81.9,3836711657,140,38.9,3836711655,56,Back,3836711661,212,10.0,3850677571,178,,3836711663,213,5.5,,,,,,,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607749,18,1,1,2,17,d47tf49ishm9qnfd8zyc8wv0j,1,38.9,82.2,2022-10-11T15:17:36.593Z,2022-10-16T19:26:56Z,3836711695,213,1.6,3836711687,56,Back,3836711689,140,39.0,3850677907,178,,3836711693,212,10.3,3836711691,141,97.4,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607767,19,1,1,2,19,d47tf49ishm9qnfd8zyc8wv0j,1,39,97.8,2022-10-11T15:17:38.522Z,2022-10-16T19:27:03Z,3836711779,141,96.3,3850678365,178,,3836711777,140,32.0,3836711783,213,3.3,3836711775,56,Back,3836711781,212,7.4,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607793,20,1,1,2,22,d47tf49ishm9qnfd8zyc8wv0j,1,32.1,96.2,2022-10-11T15:17:41.343Z,2022-10-16T19:27:10Z,3836711897,140,71.5,3836711905,1,,3836711893,155,,3836711899,141,84.0,3836711903,213,6.1,3850678911,178,,3836711895,56,Left,3836711901,212,42.2,bwew6i3fnis40s77t3e3sal0p,A. Atouchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607797,21,1,1,2,24,d47tf49ishm9qnfd8zyc8wv0j,0,71.4,85.8,2022-10-11T15:17:43.792Z,2022-10-16T19:27:24Z,3836711927,212,8.9,3836711923,140,72.3,3836711929,213,4.8,3850679999,178,,3836711921,56,Center,3836711925,141,72.8,,,,,,,dp5fmyett2g7fvus88m85fsut,U. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607791,21,49,1,2,26,o1iwuxbv233ayidxpibbxy59,1,29.5,32,2022-10-11T15:17:45.282Z,2022-10-16T19:27:32Z,,,,,,,,,,,,,,,,,,,,,,,,,f5eje4do4lvjul2ban3ycraax,Ziyad Al Sahafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607799,22,1,1,2,26,o1iwuxbv233ayidxpibbxy59,1,29.5,32,2022-10-11T15:17:45.394Z,2022-10-16T19:27:36Z,3836711931,56,Back,3836711937,212,6.0,3836711933,140,34.2,3850680931,178,,3836711939,213,5.7,3836711935,141,27.1,,,,,,,f5eje4do4lvjul2ban3ycraax,Ziyad Al Sahafi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607803,23,49,1,2,27,o1iwuxbv233ayidxpibbxy59,1,34.5,27.1,2022-10-11T15:17:46.505Z,2022-10-16T19:27:40Z,,,,,,,,,,,,,,,,,,,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607839,24,1,1,2,32,o1iwuxbv233ayidxpibbxy59,1,37.1,53.1,2022-10-11T15:17:51.303Z,2022-10-16T19:27:44Z,3850681465,178,,3836712115,140,43.9,3836712119,212,25.0,3836712113,56,Back,3836712117,141,88.4,3836712121,213,1.3,,,,,,,c8sryc7a76ov57x24tv80swr9,A. El Mahdioui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607845,25,1,1,2,39,o1iwuxbv233ayidxpibbxy59,0,73.4,89.9,2022-10-11T15:17:58.212Z,2022-10-16T19:27:50Z,3836712175,213,5.9,3836712167,56,Center,3836712169,140,94.7,3836712173,212,24.6,3850681757,178,,3836712171,141,74.7,,,,,,,7l1lhluaxnuy4cun3omcva4us,Saad Yaslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473448633,815,67,1,2,41,d47tf49ishm9qnfd8zyc8wv0j,1,5.1,25.6,2022-10-11T15:18:00.353Z,2022-11-03T00:40:37Z,3851799833,233,909,,,,,,,,,,,,,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473448631,909,67,1,2,41,o1iwuxbv233ayidxpibbxy59,0,94.9,74.4,2022-10-11T15:18:00.354Z,2022-10-17T07:40:44Z,3851799837,233,815,,,,,,,,,,,,,,,,,,,,,,1amphiae52a8rzm2ngpzffu21,Tareq Abdullah A Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470612515,291,8,1,2,41,d47tf49ishm9qnfd8zyc8wv0j,1,5.9,25.1,2022-10-11T15:18:00.363Z,2022-11-03T00:40:38Z,3838420585,384,,3836736771,56,Back,3850682503,178,,,,,,,,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607847,26,43,1,2,41,o1iwuxbv233ayidxpibbxy59,1,0,0,2022-10-11T15:18:00.489Z,2022-10-11T15:49:19Z,3836712179,56,Center,3836736911,144,61,,,,,,,,,,,,,,,,,,,8pxv846gct3gjgrknr4glqulm,Sumayhan Al Nabit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607849,22,49,1,2,42,d47tf49ishm9qnfd8zyc8wv0j,1,11.8,23,2022-10-11T15:18:01.353Z,2022-10-16T19:28:08Z,,,,,,,,,,,,,,,,,,,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607855,23,1,1,2,43,d47tf49ishm9qnfd8zyc8wv0j,1,11.8,23,2022-10-11T15:18:02.343Z,2022-10-16T19:28:14Z,3850683405,178,,3836712199,56,Back,3836712207,213,0.1,3836712203,141,25.0,3836712205,212,13.9,3836712201,140,25.0,,,,,,,1qt77p34tr6jf5vl5pzbh8zfu,Fahad Al Jumayah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470607857,24,1,1,2,43,d47tf49ishm9qnfd8zyc8wv0j,1,25,25,2022-10-11T15:18:03.043Z,2022-10-16T19:28:20Z,3850683757,178,,3836712215,141,13.6,3836712217,212,9.9,3836712219,213,4.0,3836712213,140,19.2,3836712211,56,Back,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
