id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2495542057,13,7,1,1,15,7dkxxicrwn77jpdfkwpnlnnyn,1,29.6,77.1,2023-01-07T15:01:28.765Z,2023-01-21T07:11:39Z,3972512957,384,,3975012191,178,,3968261307,233,16,3968261209,56,Back,3968261211,285,,,,,,,,,,,9kbzdpxg4ud1m8wppt1s1roq,Abdullah Khateeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542067,14,49,1,1,15,7dkxxicrwn77jpdfkwpnlnnyn,1,30.1,72.9,2023-01-07T15:01:29.372Z,2023-01-21T07:11:48Z,,,,,,,,,,,,,,,,,,,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542083,15,1,1,1,17,7dkxxicrwn77jpdfkwpnlnnyn,0,31.9,70.3,2023-01-07T15:01:31.252Z,2023-01-21T07:11:57Z,3975012747,178,,3968261381,212,16.2,3968261379,141,56.4,3968261383,213,5.7,3968261377,140,44.4,3968261375,56,Back,,,,,,,5brwa0y63724t6s3y6gtz28yx,B. Özdemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542085,17,49,1,1,20,d47tf49ishm9qnfd8zyc8wv0j,1,54.1,43.7,2023-01-07T15:01:33.973Z,2023-01-13T05:59:48Z,,,,,,,,,,,,,,,,,,,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542161,18,1,1,1,20,d47tf49ishm9qnfd8zyc8wv0j,1,54.2,43.7,2023-01-07T15:01:34.031Z,2023-01-13T05:59:53Z,3975012817,178,,3968261781,213,0.0,3968261779,212,15.3,3968261775,140,68.8,3968261773,56,Center,3968261777,141,43.9,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542209,19,1,1,1,23,d47tf49ishm9qnfd8zyc8wv0j,1,65.3,40,2023-01-07T15:01:36.968Z,2023-01-13T06:00:24Z,3968261989,141,33.4,3968261985,56,Back,3968261993,212,27.5,3968261997,213,3.3,3968261987,140,39.5,3975012929,178,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542251,20,1,1,1,25,d47tf49ishm9qnfd8zyc8wv0j,1,40.7,33.9,2023-01-07T15:01:39.359Z,2023-01-13T06:00:29Z,3975012961,178,,3968262295,140,43.9,3968262299,212,14.3,3968262297,141,54.3,3968262293,56,Back,3968262301,213,1.3,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542325,21,1,1,1,29,d47tf49ishm9qnfd8zyc8wv0j,1,43.3,60.9,2023-01-07T15:01:42.886Z,2023-01-13T06:00:44Z,3968262667,140,51.5,3968262665,56,Center,3968262673,213,5.6,3968262669,141,50.1,3975012999,178,,3968262671,212,11.3,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542453,22,1,1,1,36,d47tf49ishm9qnfd8zyc8wv0j,1,55,28.3,2023-01-07T15:01:49.599Z,2023-01-13T06:01:05Z,3968263287,140,63.8,3968263293,213,5.6,3968263285,56,Right,3968263291,212,11.6,3975013123,178,,3968263289,141,17.9,,,,,,,c706bwqqpdkdk2zqzmop9wm39,Zakaria Al Sudani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542493,23,1,1,1,45,d47tf49ishm9qnfd8zyc8wv0j,1,55.7,62.4,2023-01-07T15:01:58.955Z,2023-01-13T06:01:27Z,3975013243,178,,3968263429,56,Center,3968263435,212,11.2,3968263431,140,66.4,3968263437,213,0.0,3968263433,141,62.4,,,,,,,483n2f7a1xkseruh77bj7rxed,S. Bguir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542499,24,50,1,1,46,d47tf49ishm9qnfd8zyc8wv0j,1,65.7,63.6,2023-01-07T15:01:59.888Z,2023-01-13T06:01:33Z,3968263751,233,16,3968263473,286,,3968263471,56,Center,,,,,,,,,,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542557,16,7,1,1,47,7dkxxicrwn77jpdfkwpnlnnyn,1,34.3,36.4,2023-01-07T15:02:00.477Z,2023-01-13T06:01:37Z,3975013325,178,,3968263729,233,24,3972513881,384,,3968263689,56,Back,3968263691,285,,,,,,,,,,,9brcp1e0kz59x1g4j73a54m50,Saad Al Mosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542561,17,49,1,1,48,7dkxxicrwn77jpdfkwpnlnnyn,1,39.1,26.4,2023-01-07T15:02:02.089Z,2023-01-13T06:02:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542571,18,1,1,1,48,7dkxxicrwn77jpdfkwpnlnnyn,1,39.1,26.4,2023-01-07T15:02:02.187Z,2023-01-13T06:02:12Z,3968263761,212,3.0,3975013537,178,,3968263757,140,37.6,3968263763,213,2.1,3968263755,56,Back,3968263759,141,30.1,,,,,,,6q8kbaw3h6n77ekwl6fr0e9qt,Ali Abdullah Hazzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542595,19,1,1,1,50,7dkxxicrwn77jpdfkwpnlnnyn,1,37.8,30.1,2023-01-07T15:02:03.716Z,2023-01-13T06:02:19Z,3975013579,178,,3968263881,140,69.5,3968263883,141,41.2,3968263879,56,Center,3968263887,213,0.2,3968263889,1,,3968263877,155,,3968263885,212,34.1,1imyf62l4rk4oyith29w5bhzp,Mohammed Al Kuwaykibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542603,20,61,1,1,51,7dkxxicrwn77jpdfkwpnlnnyn,0,69.7,41.3,2023-01-07T15:02:05.359Z,2023-01-13T06:02:25Z,3975013627,15,,3968263921,56,Center,3975013629,178,,,,,,,,,,,,,,,,,7rno5g3b18rzi95yfx6u9bs9h,Vitinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495542667,25,49,1,1,55,d47tf49ishm9qnfd8zyc8wv0j,1,11,73.6,2023-01-07T15:02:09.348Z,2023-01-13T06:02:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543521,26,1,1,1,56,d47tf49ishm9qnfd8zyc8wv0j,1,10.8,73.9,2023-01-07T15:02:09.461Z,2023-01-13T06:02:33Z,3968268053,141,92.1,3968268057,213,0.9,3968268051,140,20.7,3968268049,56,Back,3975013675,178,,3968268055,212,16.2,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543563,21,68,1,2,37,7dkxxicrwn77jpdfkwpnlnnyn,0,0,0,2023-01-07T15:02:51.006Z,2023-01-13T06:02:58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543527,27,68,1,2,39,d47tf49ishm9qnfd8zyc8wv0j,1,0,0,2023-01-07T15:02:52.573Z,2023-01-13T06:03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543615,28,1,1,2,40,d47tf49ishm9qnfd8zyc8wv0j,1,25.1,91.4,2023-01-07T15:02:54.275Z,2023-01-13T06:03:05Z,3968268515,140,7.4,3968268519,212,29.6,3968268521,213,4.0,3975013797,178,,3968268517,141,57.5,3968268513,56,Back,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543693,29,1,1,2,45,d47tf49ishm9qnfd8zyc8wv0j,1,8.7,42.1,2023-01-07T15:02:58.579Z,2023-01-13T06:03:11Z,3975013831,178,,3968268911,141,26.5,3968268913,212,15.6,3968268907,56,Back,3968268909,140,19.6,3968268915,213,5.5,,,,,,,7qirhp2v0034pkiwvnmsfd785,D. Epassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543871,30,1,1,2,49,d47tf49ishm9qnfd8zyc8wv0j,1,21.2,26.4,2023-01-07T15:03:02.610Z,2023-01-13T06:03:18Z,3968269799,56,Back,3968269805,212,24.5,3968269801,140,15.5,3975013873,178,,3968269803,141,61.4,3968269807,213,1.8,,,,,,,dxy1gb64e1hokq26qqnigirpx,Saad Natiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543905,31,1,1,2,58,d47tf49ishm9qnfd8zyc8wv0j,1,30.5,71.2,2023-01-07T15:03:11.608Z,2023-01-13T06:03:25Z,3975013899,178,,3968270023,140,41.1,3968270027,212,19.6,3968270021,56,Back,3968270029,213,1.0,3968270025,141,95.0,,,,,,,jm8cn996mibk0hwauxvsb1lh,Abdullah Al Dossary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495543959,32,1,1,2,59,d47tf49ishm9qnfd8zyc8wv0j,1,41.1,95,2023-01-07T15:03:13.112Z,2023-01-13T06:03:29Z,3968270345,212,16.6,3968270343,141,94.7,3968270339,56,Back,3968270347,213,3.2,3975013923,178,,3968270341,140,25.3,,,,,,,6fy868uh27umb1dafjy7tk2xh,Saleh  Al Amri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
