id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2549069355,9,1,1,0,40,agxipc0vk4rtg09amjxv10nx0,1,39,89.3,2023-05-14T22:09:05.742Z,2023-05-14T22:09:08Z,4279475213,212,17.3,4279475215,213,3.2,4279475211,141,88.8,4279475207,56,Back,4279475209,140,22.5,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069389,10,1,1,0,43,agxipc0vk4rtg09amjxv10nx0,1,24.1,81.8,2023-05-14T22:09:08.206Z,2023-05-14T22:09:10Z,4279475397,213,4.6,4279475393,141,59.7,4279475389,56,Back,4279475391,140,21.8,4279475395,212,15.2,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069419,11,1,1,0,44,agxipc0vk4rtg09amjxv10nx0,1,21.9,58.9,2023-05-14T22:09:09.982Z,2023-05-14T22:09:12Z,4279475545,212,12.6,4279475547,213,1.2,4279475543,141,76.2,4279475539,56,Back,4279475541,140,26.2,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069439,12,1,1,0,47,agxipc0vk4rtg09amjxv10nx0,0,29.9,80.1,2023-05-14T22:09:12.718Z,2023-05-14T22:09:14Z,4279475659,213,1.1,4279475657,212,16.4,4279475651,56,Back,4279475655,141,100.0,4279475653,140,37.0,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069511,6,5,1,0,49,esvbnzqbyvxp2k570ez7h1a1g,1,63.1,-1.6,2023-05-14T22:09:14.672Z,2023-05-14T22:11:55Z,4279475977,56,Right,4279475979,347,,4279475999,233,13,,,,,,,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069443,13,5,1,0,49,agxipc0vk4rtg09amjxv10nx0,0,36.9,101.6,2023-05-14T22:09:14.672Z,2023-05-14T22:09:19Z,4279475665,56,Back,4279476009,233,6,4279475667,347,,,,,,,,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069561,7,1,1,0,53,esvbnzqbyvxp2k570ez7h1a1g,1,63.2,0,2023-05-14T22:09:18.744Z,2023-05-14T22:09:22Z,4279476241,141,6.2,4279476243,212,27.4,4279476239,140,37.6,4279476235,107,,4279476247,1,,4279476245,213,2.9,4279476237,56,Back,,,,n4egj8ymfled94mco0lwa95,C. Westphal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069591,8,1,1,0,57,esvbnzqbyvxp2k570ez7h1a1g,1,39.8,3.7,2023-05-14T22:09:22.745Z,2023-05-14T22:09:25Z,4279476415,213,0.2,4279476407,56,Right,4279476411,141,16.0,4279476405,155,,4279476413,212,34.9,4279476417,1,,4279476409,140,72.1,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069597,9,44,1,0,59,esvbnzqbyvxp2k570ez7h1a1g,1,73.5,16.4,2023-05-14T22:09:24.813Z,2023-05-14T22:09:25Z,4279476435,56,Right,4279476481,233,14,4279476437,286,,,,,,,,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069587,14,44,1,0,59,agxipc0vk4rtg09amjxv10nx0,0,26.5,83.6,2023-05-14T22:09:24.814Z,2023-05-14T22:09:26Z,4279476389,285,,4279476387,56,Back,4279476517,233,9,,,,,,,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069625,10,1,1,0,59,esvbnzqbyvxp2k570ez7h1a1g,1,72.1,16.3,2023-05-14T22:09:25.096Z,2023-05-14T22:09:26Z,4279476577,56,Center,4279476585,213,0.8,4279476573,3,,4279476579,140,78.4,4279476581,141,25.9,4279476575,168,,4279476583,212,9.3,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069635,11,61,1,1,1,esvbnzqbyvxp2k570ez7h1a1g,0,78.4,25.9,2023-05-14T22:09:26.488Z,2023-05-14T22:09:26Z,4279476627,56,Center,,,,,,,,,,,,,,,,,,,,,,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069641,15,49,1,1,1,agxipc0vk4rtg09amjxv10nx0,1,18.7,66.7,2023-05-14T22:09:26.958Z,2023-05-14T22:09:27Z,,,,,,,,,,,,,,,,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069665,16,1,1,1,1,agxipc0vk4rtg09amjxv10nx0,1,18.7,66.7,2023-05-14T22:09:27.134Z,2023-05-14T22:09:28Z,4279476785,212,12.6,4279476779,56,Back,4279476787,213,3.7,4279476783,141,57.3,4279476781,140,8.4,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069737,17,1,1,1,3,agxipc0vk4rtg09amjxv10nx0,1,8.3,56.8,2023-05-14T22:09:28.862Z,2023-05-14T22:09:34Z,4279477149,140,21.8,4279477147,56,Back,4279477153,212,25.3,4279477155,213,5.3,4279477151,141,25.9,,,,,,,,,,4baep35yxj0df8fqwcvh7x8lx,A. Franch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069779,18,1,1,1,9,agxipc0vk4rtg09amjxv10nx0,1,23.1,15.5,2023-05-14T22:09:34.574Z,2023-05-14T22:09:38Z,4279477339,213,0.3,4279477337,212,11.6,4279477333,140,33.7,4279477331,56,Back,4279477335,141,20.4,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069789,19,1,1,1,13,agxipc0vk4rtg09amjxv10nx0,1,33.9,20.7,2023-05-14T22:09:38.638Z,2023-05-14T22:09:40Z,4279477383,140,33.3,4279477381,56,Back,4279477385,141,7.3,4279477387,212,9.1,4279477389,213,4.6,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069813,20,1,1,1,14,agxipc0vk4rtg09amjxv10nx0,1,33.2,7.8,2023-05-14T22:09:40.031Z,2023-05-14T22:09:42Z,4279477507,212,9.2,4279477509,213,1.7,4279477503,140,32.4,4279477505,141,21.2,4279477501,56,Back,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069833,21,1,1,1,17,agxipc0vk4rtg09amjxv10nx0,1,32.1,21.7,2023-05-14T22:09:42.158Z,2023-05-14T22:09:43Z,4279477601,56,Back,4279477605,141,30.8,4279477603,140,22.5,4279477609,213,2.6,4279477607,212,11.8,,,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069883,22,1,1,1,18,agxipc0vk4rtg09amjxv10nx0,1,22.5,30.8,2023-05-14T22:09:43.774Z,2023-05-14T22:09:47Z,4279477839,213,0.2,4279477837,212,10.4,4279477833,140,32.2,4279477831,56,Back,4279477835,141,34.1,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069887,23,61,1,1,19,agxipc0vk4rtg09amjxv10nx0,0,32.2,34.1,2023-05-14T22:09:44.374Z,2023-05-14T22:42:00Z,4279477857,56,Back,,,,,,,,,,,,,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069863,12,49,1,1,20,esvbnzqbyvxp2k570ez7h1a1g,1,55.1,72.8,2023-05-14T22:09:45.661Z,2023-05-14T22:09:45Z,,,,,,,,,,,,,,,,,,,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069915,13,1,1,1,22,esvbnzqbyvxp2k570ez7h1a1g,1,54.2,73.4,2023-05-14T22:09:47.224Z,2023-05-14T22:09:50Z,4279478019,140,37.2,4279478017,56,Back,4279478023,212,20.7,4279478021,141,88.7,4279478025,213,2.6,,,,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069935,14,1,1,1,25,esvbnzqbyvxp2k570ez7h1a1g,1,36.2,86,2023-05-14T22:09:50.424Z,2023-05-14T22:09:52Z,4279478119,56,Back,4279478127,213,4.3,4279478121,140,33.1,4279478123,141,74.1,4279478125,212,8.7,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549069963,15,1,1,1,26,esvbnzqbyvxp2k570ez7h1a1g,1,33.4,74.1,2023-05-14T22:09:52.073Z,2023-05-14T22:09:53Z,4279478249,212,8.2,4279478247,141,75.0,4279478251,213,0.1,4279478245,140,41.2,4279478243,56,Back,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070001,16,1,1,1,28,esvbnzqbyvxp2k570ez7h1a1g,1,39.8,80.3,2023-05-14T22:09:53.865Z,2023-05-14T22:09:55Z,4279478433,56,Back,4279478437,141,93.2,4279478435,140,33.0,4279478441,213,2.3,4279478439,212,11.3,,,,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070063,17,1,1,1,30,esvbnzqbyvxp2k570ez7h1a1g,1,32.8,92.3,2023-05-14T22:09:55.576Z,2023-05-14T22:10:00Z,4279478793,140,20.9,4279478795,141,82.5,4279478791,56,Back,4279478797,212,14.2,4279478799,213,3.6,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070173,18,1,1,1,35,esvbnzqbyvxp2k570ez7h1a1g,1,24.5,88.2,2023-05-14T22:10:00.681Z,2023-05-14T22:10:10Z,4279479443,1,,4279479439,212,59.8,4279479441,213,0.0,4279479435,140,81.4,4279479437,141,91.1,4279479433,56,Left,4279479431,155,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070177,19,1,1,1,45,esvbnzqbyvxp2k570ez7h1a1g,0,97.4,78.9,2023-05-14T22:10:10.697Z,2023-05-14T22:10:12Z,4279479597,286,,4279479593,233,24,4279479457,140,95.9,4279479591,236,,4279479465,213,3.9,4279479455,56,Center,4279479463,212,2.2,4279479459,141,76.7,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070185,24,74,1,1,45,agxipc0vk4rtg09amjxv10nx0,1,5.4,23.5,2023-05-14T22:10:10.698Z,2023-05-14T22:15:32Z,4279479611,233,19,4279479561,285,,4279479559,56,Back,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070207,20,1,1,1,48,esvbnzqbyvxp2k570ez7h1a1g,0,92.6,76.7,2023-05-14T22:10:13.226Z,2023-05-14T22:10:15Z,4279479719,140,85.9,4279479717,56,Center,4279479723,212,17.8,4279479725,213,4.3,4279479721,141,52.7,,,,,,,,,,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070269,25,12,1,1,50,agxipc0vk4rtg09amjxv10nx0,1,13.5,39.1,2023-05-14T22:10:15.550Z,2023-05-14T22:10:21Z,4279480083,141,29.7,4279480085,212,13.7,4279480081,140,25.0,4279480079,56,Back,4279480087,213,5.8,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070251,21,1,1,1,52,esvbnzqbyvxp2k570ez7h1a1g,0,68.9,54.2,2023-05-14T22:10:17.561Z,2023-05-14T22:10:19Z,4279480007,212,21.4,4279480003,140,87.5,4279480001,56,Center,4279480009,213,5.9,4279479999,155,,4279480005,141,41.2,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070319,26,12,1,1,55,agxipc0vk4rtg09amjxv10nx0,1,11,53.3,2023-05-14T22:10:20.942Z,2023-05-14T22:10:24Z,4279480287,212,1.8,4279480289,213,0,4279480281,56,Back,4279480285,141,53.3,4279480283,140,12.7,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070325,27,4,1,1,57,agxipc0vk4rtg09amjxv10nx0,1,13,55.9,2023-05-14T22:10:22.632Z,2023-05-14T22:10:27Z,4279480305,152,,4279480507,233,22,4279480307,285,,4279480301,10,,4279480303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070357,22,4,1,1,57,esvbnzqbyvxp2k570ez7h1a1g,0,87,44.1,2023-05-14T22:10:22.633Z,2023-05-14T23:03:57Z,4279480495,10,,4279480501,286,,4279480515,233,27,4279480499,152,,4279480497,56,Center,,,,,,,,,,7pdog0usw4fwr3j3neexfz1ed,R. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070607,28,1,1,2,18,agxipc0vk4rtg09amjxv10nx0,1,16.2,49.4,2023-05-14T22:10:43.565Z,2023-05-14T22:10:45Z,4279481805,152,,4279481813,141,30.2,4279481817,212,13.3,4279481809,140,18.6,4279481821,213,4.9,4279481803,5,,4279481807,56,Back,,,,4baep35yxj0df8fqwcvh7x8lx,A. Franch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070665,29,1,1,2,20,agxipc0vk4rtg09amjxv10nx0,1,19.2,30.8,2023-05-14T22:10:45.677Z,2023-05-14T22:10:49Z,4279482057,140,7.7,4279482059,141,48.8,4279482061,212,17.2,4279482063,213,2.3,4279482055,56,Back,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070707,30,1,1,2,24,agxipc0vk4rtg09amjxv10nx0,1,8.6,50.1,2023-05-14T22:10:49.614Z,2023-05-14T22:10:53Z,4279482315,212,20.7,4279482313,141,75.1,4279482311,140,19.8,4279482317,213,1.0,4279482309,56,Back,,,,,,,,,,4baep35yxj0df8fqwcvh7x8lx,A. Franch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070733,31,1,1,2,27,agxipc0vk4rtg09amjxv10nx0,1,19.4,75.4,2023-05-14T22:10:52.877Z,2023-05-14T22:10:55Z,4279482451,56,Back,4279482455,141,43.7,4279482453,140,15.8,4279482459,213,4.5,4279482457,212,21.9,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070759,32,1,1,2,30,agxipc0vk4rtg09amjxv10nx0,1,15.9,42.6,2023-05-14T22:10:55.150Z,2023-05-14T22:10:56Z,4279482621,140,7.9,4279482623,141,45.3,4279482619,56,Back,4279482627,213,2.9,4279482625,212,8.6,,,,,,,,,,debcbmzdwiyac6jcf1icrowlw,C. Soto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070791,33,1,1,2,31,agxipc0vk4rtg09amjxv10nx0,0,7.9,45.3,2023-05-14T22:10:56.685Z,2023-05-14T22:11:00Z,4279482819,213,5.8,4279482821,1,,4279482815,141,23.1,4279482809,155,,4279482817,212,35.9,4279482813,140,38.9,4279482811,56,Back,,,,4baep35yxj0df8fqwcvh7x8lx,A. Franch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070795,23,49,1,2,35,esvbnzqbyvxp2k570ez7h1a1g,1,62.4,72.6,2023-05-14T22:11:00.411Z,2023-05-14T22:11:00Z,,,,,,,,,,,,,,,,,,,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549070803,24,1,1,2,35,esvbnzqbyvxp2k570ez7h1a1g,0,62.4,72.6,2023-05-14T22:11:00.587Z,2023-05-14T22:11:02Z,4279482877,155,,4279482885,212,11.9,4279482887,213,6.1,4279482879,56,Center,4279482883,141,69.2,4279482881,140,73.5,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
