id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value
2552090505,6,5,1,0,10,esvbnzqbyvxp2k570ez7h1a1g,1,73.5,101.8,2023-05-21T00:37:49.098Z,2023-05-21T00:37:55Z,4295527161,347,,4295527201,233,5,4295527159,56,Left,,,,,,,,,,,,,,,,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090583,7,1,1,0,16,esvbnzqbyvxp2k570ez7h1a1g,1,81.9,100,2023-05-21T00:37:55.482Z,2023-05-21T00:38:01Z,4295527639,141,76.0,4295527637,140,98.2,4295527633,107,,4295527641,212,24.6,4295527635,56,Center,4295527645,1,,4295527643,213,5.5,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090585,8,1,1,0,22,esvbnzqbyvxp2k570ez7h1a1g,0,98.2,76,2023-05-21T00:38:01.114Z,2023-05-21T00:38:01Z,4295527657,155,,4295527665,212,13.0,4295527659,56,Center,4295527663,141,57.6,4295527661,140,100.0,4295527667,213,5.0,4295527655,2,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090597,6,5,1,0,22,c3v2ohfuzoqmc8ljm65hi80sj,1,-1,42.9,2023-05-21T00:38:01.749Z,2023-05-21T00:56:18Z,4295527735,56,Back,4295527741,233,9,4295527737,346,,,,,,,,,,,,,,,,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090587,9,5,1,0,22,esvbnzqbyvxp2k570ez7h1a1g,0,101,57.1,2023-05-21T00:38:01.749Z,2023-05-21T00:38:03Z,4295527749,233,6,4295527675,346,,4295527673,56,Center,,,,,,,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090767,7,1,1,0,38,c3v2ohfuzoqmc8ljm65hi80sj,1,4.7,43.4,2023-05-21T00:38:17.244Z,2023-05-21T00:38:20Z,4295528683,140,1.4,4295528685,141,17.7,4295528681,56,Back,4295528693,237,,4295528679,124,,4295528687,212,17.8,4295528689,213,4.5,,,,53uflfknc5uus7iqw3obp5fx1,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090797,8,1,1,0,41,c3v2ohfuzoqmc8ljm65hi80sj,0,1.4,17.7,2023-05-21T00:38:20.700Z,2023-05-21T00:38:23Z,4295528839,212,30.6,4295528837,141,23.4,4295528841,213,0.1,4295528835,140,30.3,4295528833,56,Back,,,,,,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090841,10,8,1,0,45,esvbnzqbyvxp2k570ez7h1a1g,1,68.8,80.5,2023-05-21T00:38:24.859Z,2023-05-21T00:38:33Z,4295529093,56,Left,,,,,,,,,,,,,,,,,,,,,,dwrkb21t0oi6s0d6a1b7b1qay,S. Enge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090849,11,61,1,0,49,esvbnzqbyvxp2k570ez7h1a1g,0,75.6,83.8,2023-05-21T00:38:28.218Z,2023-05-21T00:38:28Z,4295529117,56,Left,,,,,,,,,,,,,,,,,,,,,,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090911,9,1,1,0,51,c3v2ohfuzoqmc8ljm65hi80sj,1,26.3,15,2023-05-21T00:38:30.204Z,2023-05-21T00:38:33Z,4295529483,56,Back,4295529491,213,2.9,4295529485,140,13.5,4295529489,212,13.7,4295529487,141,19.1,,,,,,,,,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090969,10,1,1,0,54,c3v2ohfuzoqmc8ljm65hi80sj,1,13.3,23,2023-05-21T00:38:33.836Z,2023-05-21T00:38:38Z,4295529799,140,38.2,4295529803,212,53.8,4295529797,56,Back,4295529801,141,92.1,4295529807,213,1.1,4295529795,196,,4295529811,1,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090983,11,1,1,0,59,c3v2ohfuzoqmc8ljm65hi80sj,0,54.7,97.3,2023-05-21T00:38:38.381Z,2023-05-21T00:38:45Z,4295529911,140,64.1,4295529917,213,5.3,4295529909,56,Center,4295529913,141,76.7,4295529915,212,17.1,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091227,12,1,1,1,0,c3v2ohfuzoqmc8ljm65hi80sj,0,52.9,72.9,2023-05-21T00:38:39.695Z,2023-05-21T02:46:30Z,4295531199,141,70.8,4295531197,140,53.4,4295531201,212,1.5,4295531195,56,Center,4295531203,213,5.1,,,,,,,,,,ajm2otiy72xcni5pbtu1259n8,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090991,12,8,1,1,1,esvbnzqbyvxp2k570ez7h1a1g,1,41.8,25.8,2023-05-21T00:38:40.635Z,2023-05-21T00:38:40Z,4295529959,56,Back,,,,,,,,,,,,,,,,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552090999,13,49,1,1,2,esvbnzqbyvxp2k570ez7h1a1g,1,41.8,25.8,2023-05-21T00:38:41.387Z,2023-05-21T00:38:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091015,14,61,1,1,3,esvbnzqbyvxp2k570ez7h1a1g,0,41.8,25.8,2023-05-21T00:38:42.459Z,2023-05-21T00:38:42Z,4295530045,56,Back,,,,,,,,,,,,,,,,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091083,15,1,1,1,8,esvbnzqbyvxp2k570ez7h1a1g,1,55.6,20.3,2023-05-21T00:38:47.133Z,2023-05-21T00:38:48Z,4295530421,140,30.2,4295530419,56,Back,4295530427,213,3.3,4295530423,141,13.4,4295530425,212,27.1,,,,,,,,,,7pdog0usw4fwr3j3neexfz1ed,R. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091145,16,1,1,1,9,esvbnzqbyvxp2k570ez7h1a1g,1,30.2,13.4,2023-05-21T00:38:48.411Z,2023-05-21T00:38:53Z,4295530737,213,2.4,4295530727,56,Back,4295530729,140,14.6,4295530731,141,33.9,4295530733,212,21.5,,,,,,,,,,n4egj8ymfled94mco0lwa95,C. Westphal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091233,17,1,1,1,14,esvbnzqbyvxp2k570ez7h1a1g,1,13.6,43.1,2023-05-21T00:38:53.084Z,2023-05-21T00:39:01Z,4295531277,213,4.8,4295531271,140,14.7,4295531269,56,Back,4295531275,212,10.3,4295531273,141,28.0,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091275,18,1,1,1,22,esvbnzqbyvxp2k570ez7h1a1g,1,31.8,21.6,2023-05-21T00:39:01.324Z,2023-05-21T00:39:05Z,4295531495,155,,4295531507,1,,4295531503,212,32.8,4295531505,213,6.3,4295531501,141,21.3,4295531499,140,63.0,4295531497,56,Center,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091283,19,1,1,1,26,esvbnzqbyvxp2k570ez7h1a1g,0,63.1,22.1,2023-05-21T00:39:04.988Z,2023-05-21T00:39:05Z,4295531561,56,Center,4295531569,213,0.9,4295531567,212,14.1,4295531563,140,71.3,4295531565,141,38.6,4295531559,168,,4295531557,3,,,,,7pdog0usw4fwr3j3neexfz1ed,R. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091287,13,49,1,1,27,c3v2ohfuzoqmc8ljm65hi80sj,1,35.4,56.3,2023-05-21T00:39:06.430Z,2023-05-21T00:39:06Z,,,,,,,,,,,,,,,,,,,,,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091317,14,1,1,1,27,c3v2ohfuzoqmc8ljm65hi80sj,1,35.4,56.3,2023-05-21T00:39:06.861Z,2023-05-21T00:39:10Z,4295531775,213,3.0,4295531767,56,Back,4295531769,140,21.2,4295531773,212,15.0,4295531771,141,58.4,,,,,,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091601,16,59,1,1,30,c3v2ohfuzoqmc8ljm65hi80sj,1,0,0,2023-05-21T00:39:09.518Z,2023-05-21T00:39:28Z,4295533237,56,Back,,,,,,,,,,,,,,,,,,,,,,53uflfknc5uus7iqw3obp5fx1,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091329,15,1,1,1,31,c3v2ohfuzoqmc8ljm65hi80sj,0,21.2,58.4,2023-05-21T00:39:10.157Z,2023-05-21T00:39:15Z,4295531867,1,,4295531855,157,,4295531861,141,58.5,4295531863,212,3.3,4295531857,56,Back,4295531865,213,0.0,4295531859,140,24.3,,,,53uflfknc5uus7iqw3obp5fx1,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552139753,388,51,1,1,32,c3v2ohfuzoqmc8ljm65hi80sj,1,23.5,45.7,2023-05-21T00:39:10.872Z,2023-05-21T01:35:14Z,4295793149,170,,,,,,,,,,,,,,,,,,,,,,,53uflfknc5uus7iqw3obp5fx1,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552091375,20,16,1,1,33,esvbnzqbyvxp2k570ez7h1a1g,1,80,39.1,2023-05-21T00:39:12.236Z,2023-05-21T00:39:57Z,4295535489,458,,4295533915,375,01:32.028,4295535493,231,40.2,4295535481,103,0.6,4295535485,328,,4295535491,230,81.9,4295533907,20,,4295533911,374,2023-05-21 01:39:10.900,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,4295532093,22,4295532095,18,4295535479,102,48.2,4295535477,78,4295532097,56,Center,,,,,,,,,,,,,,,,,
2552092145,17,1,1,2,23,c3v2ohfuzoqmc8ljm65hi80sj,1,50,50.5,2023-05-21T00:40:01.983Z,2023-05-21T02:57:39Z,4295536109,212,5.2,4295536115,213,3.8,4295536119,279,G,4295536099,56,Back,4295536101,140,46.0,4295536105,141,46.0,,,,,,,9jitxfwaeix5fn1n3dhartbhm,E. Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092189,18,1,1,2,27,c3v2ohfuzoqmc8ljm65hi80sj,1,45.9,49.6,2023-05-21T00:40:05.951Z,2023-05-21T00:40:08Z,4295536333,56,Back,4295536343,212,23.9,4295536347,213,2.1,4295536337,140,33.5,4295536339,141,79.1,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092201,19,1,1,2,29,c3v2ohfuzoqmc8ljm65hi80sj,1,33.5,79.1,2023-05-21T00:40:08.608Z,2023-05-21T00:40:09Z,4295536399,141,92.3,4295536403,213,1.0,4295536393,56,Back,4295536395,140,39.1,4295536401,212,10.7,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092255,20,1,1,2,30,c3v2ohfuzoqmc8ljm65hi80sj,1,39.1,92.3,2023-05-21T00:40:09.679Z,2023-05-21T00:40:13Z,4295536681,212,23.8,4295536675,56,Left,4295536683,213,0.1,4295536677,140,61.6,4295536679,141,96.9,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092321,21,1,1,2,34,c3v2ohfuzoqmc8ljm65hi80sj,1,64.4,95.9,2023-05-21T00:40:13.232Z,2023-05-21T00:41:32Z,4295537113,213,4.9,4295537111,212,5.1,4295537109,141,88.6,4295537107,140,65.3,4295537105,56,Left,,,,,,,,,,ajm2otiy72xcni5pbtu1259n8,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092395,22,4,1,2,38,c3v2ohfuzoqmc8ljm65hi80sj,1,63.1,86.2,2023-05-21T00:40:17.600Z,2023-05-21T00:56:22Z,4295537593,56,Left,4295537595,152,,4295625463,233,21,4295537591,13,,4295537603,286,,4295537599,265,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092511,21,4,1,2,38,esvbnzqbyvxp2k570ez7h1a1g,0,36.9,13.8,2023-05-21T00:40:17.601Z,2023-05-21T00:56:22Z,4295538161,265,,4295538157,56,Back,4295538159,152,,4295538163,285,,4295625475,233,22,4295538155,13,,,,,,,,4k83z2cdvn2kwb72kh8e8qfsa,J. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092617,23,1,1,3,0,c3v2ohfuzoqmc8ljm65hi80sj,0,64.4,88.6,2023-05-21T00:40:39.745Z,2023-05-21T00:40:42Z,4295538683,155,,4295538685,152,,4295538691,141,56.7,4295538681,5,,4295538695,213,5.6,4295538693,212,34.9,4295538679,2,,4295538697,1,,1he80t4tdvj86rbvng0956prd,M. Sánchez,4295538687,56,4295538689,140,,,,,,,,,Center,90.4,,,,,,,,,,,,,,,
2552092659,22,12,1,3,3,esvbnzqbyvxp2k570ez7h1a1g,1,11.1,41.2,2023-05-21T00:40:42.431Z,2023-05-21T00:40:45Z,4295538871,141,37.0,4295538885,167,,4295538867,56,Back,4295538875,213,3.4,4295538869,140,0.0,4295538873,212,12.5,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092661,23,6,1,3,4,esvbnzqbyvxp2k570ez7h1a1g,0,4.6,40.2,2023-05-21T00:40:43.441Z,2023-05-21T00:56:22Z,4295538921,233,24,4295538879,73,,4295538877,56,Back,,,,,,,,,,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552092657,24,6,1,3,4,c3v2ohfuzoqmc8ljm65hi80sj,1,95.4,59.8,2023-05-21T00:40:43.441Z,2023-05-21T01:35:56Z,4295538899,233,23,4295538865,73,,4295538863,56,Center,,,,,,,,,,,,,,,,1he80t4tdvj86rbvng0956prd,M. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093107,25,1,1,3,37,c3v2ohfuzoqmc8ljm65hi80sj,0,99.7,99.3,2023-05-21T00:41:15.970Z,2023-05-21T00:41:19Z,4295541355,6,,4295541369,213,4.5,4295541367,212,35.2,4295541353,2,,4295541373,1,,4295541365,141,48.5,4295541359,223,,4295541357,155,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,4295541363,140,4295541361,56,,,,,,,,,93.4,Center,,,,,,,,,,,,,,,
2552093137,24,12,1,3,41,esvbnzqbyvxp2k570ez7h1a1g,1,12.5,55.2,2023-05-21T00:41:19.903Z,2023-05-21T01:32:29Z,4295541481,140,21.8,4295541483,141,80.2,4295541491,15,,4295541485,212,19.6,4295541487,213,1.0,4295541479,56,Back,,,,,,,7pynp0g6h56oqimzdffivfpat,K. Riehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093193,25,49,1,3,44,esvbnzqbyvxp2k570ez7h1a1g,1,23.7,86.3,2023-05-21T00:41:23.536Z,2023-05-21T01:44:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093197,26,1,1,3,45,esvbnzqbyvxp2k570ez7h1a1g,0,23.2,86.3,2023-05-21T00:41:23.872Z,2023-05-21T01:44:14Z,4295541857,56,Back,4295541897,286,,4295541859,140,25.0,4295541865,213,0.1,4295541863,212,1.9,4295541861,141,86.6,4295541891,236,,4295541893,233,26,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093175,26,74,1,3,45,c3v2ohfuzoqmc8ljm65hi80sj,1,82.3,12.5,2023-05-21T00:41:23.873Z,2023-05-21T00:41:26Z,4295541913,233,26,4295541727,56,Right,4295541729,285,,,,,,,,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093207,27,5,1,3,46,c3v2ohfuzoqmc8ljm65hi80sj,0,73.4,-1.5,2023-05-21T00:41:25.234Z,2023-05-21T00:41:43Z,4295541927,347,,4295543019,233,27,4295541923,56,Right,,,,,,,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093423,27,5,1,3,46,esvbnzqbyvxp2k570ez7h1a1g,1,26.6,101.5,2023-05-21T00:41:25.234Z,2023-05-21T00:56:18Z,4295542983,347,,4295542981,56,Back,4295543015,233,27,,,,,,,,,,,,,,,,1i4e7ehhib7vt3tx5xmd9efv9,S. Jakobsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093471,28,1,1,4,6,esvbnzqbyvxp2k570ez7h1a1g,0,32.3,100,2023-05-21T00:41:44.961Z,2023-05-21T00:41:46Z,4295543245,212,16.0,4295543239,56,Back,4295543243,141,94.5,4295543237,107,,4295543247,213,6.0,4295543241,140,46.7,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093485,28,1,1,4,7,c3v2ohfuzoqmc8ljm65hi80sj,1,55.5,7.7,2023-05-21T00:41:46.595Z,2023-05-21T00:41:48Z,4295543367,213,1.2,4295543361,140,59.9,4295543359,56,Center,4295543365,212,14.1,4295543363,141,27.3,,,,,,,,,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093493,29,49,1,4,9,c3v2ohfuzoqmc8ljm65hi80sj,1,59.9,27.3,2023-05-21T00:41:48.179Z,2023-05-21T00:41:48Z,,,,,,,,,,,,,,,,,,,,,,,,,azcxror0t5ede7nqobmhx9u6s,S. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552093529,30,1,1,4,9,c3v2ohfuzoqmc8ljm65hi80sj,1,59.9,27.3,2023-05-21T00:41:48.658Z,2023-05-21T00:41:51Z,4295543601,141,4.0,4295543603,212,19.1,4295543605,213,5.3,4295543599,140,70.0,4295543597,56,Right,,,,,,,,,,azcxror0t5ede7nqobmhx9u6s,S. Hirst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
