id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2537701553,5,7,1,0,13,446mp88j1vpk9iwui9fiifrp8,1,22,3.6,2023-04-23T02:37:55.110Z,2023-04-23T02:38:13Z,4211906401,233,6,4211906391,167,,4211906393,56,Back,4211906395,285,,,,,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701561,6,5,1,0,15,446mp88j1vpk9iwui9fiifrp8,0,19.9,-1.4,2023-04-23T02:37:57.269Z,2023-04-23T02:58:35Z,4211906437,56,Back,4211906439,347,,4211906503,233,7,,,,,,,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701569,7,5,1,0,15,dtucewmt49th1p4selfutmnmc,1,80.1,101.4,2023-04-23T02:37:57.269Z,2023-04-23T02:38:02Z,4211906495,233,6,4211906475,56,Left,4211906477,347,,,,,,,,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701581,8,1,1,0,20,dtucewmt49th1p4selfutmnmc,0,82.6,100,2023-04-23T02:38:02.423Z,2023-04-23T02:38:04Z,4211906559,212,17.7,4211906551,107,,4211906557,141,86.2,4211906553,56,Left,4211906561,213,5.6,4211906555,140,96.1,,,,,,,2qqged8hw4lzh6u8r81kc22fp,J. McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701589,7,49,1,0,23,446mp88j1vpk9iwui9fiifrp8,1,5.4,16.7,2023-04-23T02:38:05.382Z,2023-04-23T02:38:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701603,8,1,1,0,24,446mp88j1vpk9iwui9fiifrp8,0,5.4,16.7,2023-04-23T02:38:05.606Z,2023-04-23T02:38:08Z,4211906695,213,6.1,4211906689,140,33.5,4211906687,56,Back,4211906697,1,,4211906691,141,8.2,4211906685,157,,4211906693,212,30.1,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701643,9,1,1,0,27,dtucewmt49th1p4selfutmnmc,1,70.7,95.2,2023-04-23T02:38:09.109Z,2023-04-23T02:38:14Z,4211906931,141,87.5,4211906927,56,Back,4211906929,140,45.3,4211906933,212,27.2,4211906935,213,3.3,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701655,10,1,1,0,32,dtucewmt49th1p4selfutmnmc,1,45.8,87,2023-04-23T02:38:14.133Z,2023-04-23T02:38:15Z,4211906985,141,32.6,4211906991,1,,4211906981,56,Back,4211906987,212,37.6,4211906989,213,4.5,4211906983,140,39.5,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701703,11,1,1,0,34,dtucewmt49th1p4selfutmnmc,0,40.3,29,2023-04-23T02:38:15.751Z,2023-04-23T02:38:21Z,4211907207,155,,4211907219,1,,4211907211,140,85.5,4211907209,56,Right,4211907215,212,51.9,4211907213,141,0.0,4211907217,213,5.9,,,,2mawkst2xlxrp2zbvgk6rundh,E. Pikkujämsä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701777,9,5,1,0,39,446mp88j1vpk9iwui9fiifrp8,1,11.7,102,2023-04-23T02:38:21.079Z,2023-04-23T02:58:35Z,4211907531,56,Back,4211907539,233,12,4211907533,347,,,,,,,,,,,,,,,,,dpi1jk3r0cyn9f9ote89781jp,B. Sauerbrunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701707,12,5,1,0,39,dtucewmt49th1p4selfutmnmc,0,88.3,-2,2023-04-23T02:38:21.079Z,2023-04-23T02:38:29Z,4211907223,347,,4211907547,233,9,4211907221,56,Right,,,,,,,,,,,,,,,,2mawkst2xlxrp2zbvgk6rundh,E. Pikkujämsä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701789,10,1,1,0,47,446mp88j1vpk9iwui9fiifrp8,1,11.2,100,2023-04-23T02:38:28.806Z,2023-04-23T02:38:29Z,4211907589,141,91.7,4211907587,140,17.0,4211907583,107,,4211907585,56,Back,4211907593,213,5.4,4211907591,212,9.1,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701797,11,1,1,0,48,446mp88j1vpk9iwui9fiifrp8,1,17.1,91.4,2023-04-23T02:38:29.813Z,2023-04-23T02:38:31Z,4211907633,140,14.7,4211907637,212,3.8,4211907635,141,95.6,4211907639,213,2.3,4211907631,56,Back,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701805,12,1,1,0,49,446mp88j1vpk9iwui9fiifrp8,0,14.7,95.6,2023-04-23T02:38:31.270Z,2023-04-23T02:38:32Z,4211907683,140,34.3,4211907687,212,21.0,4211907679,155,,4211907685,141,89.4,4211907689,213,6.1,4211907681,56,Back,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701815,13,1,1,0,50,dtucewmt49th1p4selfutmnmc,1,68.8,13.7,2023-04-23T02:38:32.438Z,2023-04-23T02:38:34Z,4211907729,212,7.0,4211907721,3,,4211907725,140,74.4,4211907731,213,5.7,4211907723,56,Right,4211907727,141,8.0,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701819,14,49,1,0,52,dtucewmt49th1p4selfutmnmc,1,74.4,8,2023-04-23T02:38:33.908Z,2023-04-23T02:38:34Z,,,,,,,,,,,,,,,,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701837,15,1,1,0,52,dtucewmt49th1p4selfutmnmc,1,74.4,8,2023-04-23T02:38:34.004Z,2023-04-23T02:38:36Z,4211907861,213,3.3,4211907853,56,Right,4211907859,212,14.1,4211907857,141,4.5,4211907855,140,61.2,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701871,16,1,1,0,54,dtucewmt49th1p4selfutmnmc,0,59.9,5.8,2023-04-23T02:38:36.596Z,2023-04-23T02:38:40Z,4211908059,212,29.1,4211908051,155,,4211908055,140,83.6,4211908053,56,Center,4211908061,213,0.5,4211908057,141,27.9,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701875,13,49,1,0,59,446mp88j1vpk9iwui9fiifrp8,1,11.1,62.3,2023-04-23T02:38:40.900Z,2023-04-23T02:38:41Z,,,,,,,,,,,,,,,,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701897,14,1,1,0,59,446mp88j1vpk9iwui9fiifrp8,0,9.1,64.1,2023-04-23T02:38:40.956Z,2023-04-23T02:58:54Z,4211908147,140,14.8,4211908149,141,100.0,4211908151,212,26.3,4211908153,213,1.3,4211908145,56,Back,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701899,15,5,1,1,0,446mp88j1vpk9iwui9fiifrp8,0,14.6,101.3,2023-04-23T02:38:41.796Z,2023-04-23T02:58:35Z,4211908173,347,,4211908423,233,17,4211908171,56,Back,,,,,,,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701959,17,5,1,1,0,dtucewmt49th1p4selfutmnmc,1,85.4,-1.3,2023-04-23T02:38:41.796Z,2023-04-23T02:38:51Z,4211908395,56,Right,4211908397,347,,4211908399,233,15,,,,,,,,,,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537701969,18,43,1,1,9,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T02:38:50.757Z,2023-04-23T02:39:28Z,4211909617,144,1,4211908433,56,Right,4211908437,141,15.9,4211908441,213,1.6,4211908435,140,85.2,4211908439,212,11.4,4211908431,107,0,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537723555,446,1,1,1,30,dtucewmt49th1p4selfutmnmc,1,77.1,0,2023-04-23T02:39:11.600Z,2023-04-23T03:40:27Z,4212033575,213,0.8,4212033573,212,7.9,4212033567,140,82.1,4212033563,56,Right,4212033561,107,,4212033571,141,6.8,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702127,19,1,1,1,34,dtucewmt49th1p4selfutmnmc,1,88.5,9.1,2023-04-23T02:39:15.764Z,2023-04-23T03:40:19Z,4211909117,140,81.3,4211909119,141,3.3,4211909121,212,8.5,4211909115,56,Right,4211909123,213,3.6,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702155,20,1,1,1,35,dtucewmt49th1p4selfutmnmc,1,81.5,4,2023-04-23T02:39:16.820Z,2023-04-23T03:40:13Z,4211909269,141,8.5,4211909277,213,3.0,4211909273,212,16.3,4211909267,140,66.3,4211909265,56,Right,,,,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702165,16,43,1,1,37,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T02:39:19.300Z,2023-04-23T02:40:39Z,4211909323,56,Back,4211912637,144,7,4211909325,285,0,,,,,,,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702183,21,1,1,1,39,dtucewmt49th1p4selfutmnmc,1,65.4,8.3,2023-04-23T02:39:20.740Z,2023-04-23T03:40:12Z,4211909411,212,10.7,4211909413,213,3.3,4211909405,56,Right,4211909407,140,55.4,4211909409,141,5.3,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702191,22,1,1,1,40,dtucewmt49th1p4selfutmnmc,0,55,5.3,2023-04-23T02:39:21.987Z,2023-04-23T03:28:39Z,4211909453,236,,4211909445,140,58.5,4211909447,141,5.4,4211909443,56,Right,4211909455,233,17,4211909451,213,0.0,4211909459,286,,4211909449,212,3.7,2mawkst2xlxrp2zbvgk6rundh,E. Pikkujämsä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702169,17,74,1,1,40,446mp88j1vpk9iwui9fiifrp8,1,37.5,88.5,2023-04-23T02:39:21.988Z,2023-04-23T02:39:24Z,4211909331,56,Back,4211909461,233,22,4211909333,285,,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702201,18,49,1,1,43,446mp88j1vpk9iwui9fiifrp8,1,67.3,92.3,2023-04-23T02:39:25.480Z,2023-04-23T02:39:25Z,,,,,,,,,,,,,,,,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702437,19,1,1,1,46,446mp88j1vpk9iwui9fiifrp8,1,86.5,74.6,2023-04-23T02:39:28.028Z,2023-04-23T02:41:25Z,4211912385,210,16,4211914205,23,,4211910699,213,4.2,4211912387,154,,4211910691,56,Center,4211910695,141,60.8,4211910697,212,11.1,4211910693,140,80.9,f05vaz2h7sxozmvi641cf7qi1,S. Smith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537702439,20,16,1,1,49,446mp88j1vpk9iwui9fiifrp8,1,81.9,55.9,2023-04-23T02:39:31.316Z,2023-04-23T02:41:23Z,4211910709,18,,4211912419,76,,4211912421,29,,4211912433,328,,4211912441,274,,4211912437,231,50,4211912425,55,19,4211914225,23,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,4211912439,138,4211912435,230,99.1,4211912429,102,54.5,4211912423,154,4211912431,103,6.3,4211910711,56,Center,4211911761,374,2023-04-23 03:39:30.151,4211911767,375,01:48.551,4211911757,20,,,,,,,
2537703061,21,27,1,3,26,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T02:41:08.444Z,2023-04-23T02:58:39Z,4211953227,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703031,23,27,1,3,26,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T02:41:08.444Z,2023-04-23T02:58:39Z,4211913739,53,2mawkst2xlxrp2zbvgk6rundh,4211953231,233,21,4211913737,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703299,22,28,1,4,8,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-04-23T02:41:50.443Z,2023-04-23T02:58:39Z,4211915017,55,21,4211953247,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703421,24,28,1,4,8,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T02:41:50.443Z,2023-04-23T02:58:39Z,4211953255,233,22,4211915655,55,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703455,25,18,1,4,32,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T02:42:13.776Z,2023-04-23T02:42:14Z,4211915855,55,26,4211915827,59,4,4211915823,41,,4211915825,44,Defender,,,,,,,,,,,,,2mawkst2xlxrp2zbvgk6rundh,E. Pikkujämsä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703457,26,19,1,4,32,dtucewmt49th1p4selfutmnmc,1,0,0,2023-04-23T02:42:13.777Z,2023-04-23T02:49:53Z,4211915841,59,25,4211915835,41,,4211915839,145,5,4211934643,292,4,4211915843,44,Defender,4211915845,55,25,4211934645,293,5,,,,amls5kykb1h1c9b1mpiue3i6t,R. Holloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703535,27,1,1,4,43,dtucewmt49th1p4selfutmnmc,1,50.2,50.3,2023-04-23T02:42:24.771Z,2023-04-23T02:42:26Z,4211916307,141,55.1,4211916309,212,12.8,4211916303,56,Back,4211916313,279,G,4211916305,140,38.4,4211916311,213,2.9,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703549,28,1,1,4,44,dtucewmt49th1p4selfutmnmc,1,38.6,55.1,2023-04-23T02:42:26.435Z,2023-04-23T02:42:28Z,4211916375,141,74.7,4211916373,140,30.1,4211916377,212,16.0,4211916379,213,2.2,4211916371,56,Back,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703553,29,1,1,4,46,dtucewmt49th1p4selfutmnmc,1,30.9,82.4,2023-04-23T02:42:28.098Z,2023-04-23T02:42:29Z,4211916405,140,36.1,4211916411,213,1.0,4211916409,212,10.2,4211916407,141,95.0,4211916403,56,Back,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703567,30,1,1,4,48,dtucewmt49th1p4selfutmnmc,1,34.6,93.8,2023-04-23T02:42:29.619Z,2023-04-23T02:42:31Z,4211916463,213,3.5,4211916459,141,86.5,4211916457,140,22.1,4211916461,212,14.0,4211916455,56,Back,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703593,31,1,1,4,49,dtucewmt49th1p4selfutmnmc,1,22.4,89.6,2023-04-23T02:42:31.490Z,2023-04-23T02:42:36Z,4211916601,140,7.0,4211916607,213,4.1,4211916603,141,59.1,4211916599,56,Back,4211916605,212,26.3,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703599,32,1,1,4,55,dtucewmt49th1p4selfutmnmc,0,13.1,43,2023-04-23T02:42:37.318Z,2023-04-23T02:42:38Z,4211916625,56,Back,4211916631,212,19.9,4211916633,213,5.5,4211916627,140,26.8,4211916629,141,22.8,,,,,,,,,,2e8med2swmjdv0uck4hmz4s4q,K. Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703597,23,49,1,4,56,446mp88j1vpk9iwui9fiifrp8,1,71.9,80.1,2023-04-23T02:42:37.731Z,2023-04-23T02:42:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703617,24,1,1,4,57,446mp88j1vpk9iwui9fiifrp8,1,72.6,76.2,2023-04-23T02:42:38.690Z,2023-04-23T02:42:41Z,4211916741,56,Center,4211916749,213,5.4,4211916747,212,21.7,4211916743,140,86.2,4211916745,141,52.2,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703619,25,61,1,5,0,446mp88j1vpk9iwui9fiifrp8,0,86.2,52.2,2023-04-23T02:42:41.652Z,2023-04-23T02:42:42Z,4211916755,56,Center,,,,,,,,,,,,,,,,,,,,,,f05vaz2h7sxozmvi641cf7qi1,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537703629,33,49,1,5,0,dtucewmt49th1p4selfutmnmc,1,13.9,60.9,2023-04-23T02:42:42.355Z,2023-04-23T02:42:42Z,,,,,,,,,,,,,,,,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
