id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2526819535,6,1,1,0,21,dzxypx8djih58p668surbi4qm,1,57.2,9.7,2023-04-01T18:09:04.668Z,2023-04-01T18:09:05Z,4154051589,141,9.5,4154051585,56,Back,4154051587,140,45.3,4154051593,213,3.2,4154051583,152,,4154051591,212,12.5,4154051581,5,,,,,8v62hppzsz2yonw60h9910iga,J. Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819601,7,1,1,0,22,dzxypx8djih58p668surbi4qm,1,45.4,9.8,2023-04-01T18:09:05.676Z,2023-04-01T18:09:08Z,4154051903,56,Back,4154051905,140,42.9,4154051911,213,1.8,4154051909,212,11.8,4154051907,141,26.7,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819631,8,1,1,0,25,dzxypx8djih58p668surbi4qm,1,38.9,30.1,2023-04-01T18:09:08.332Z,2023-04-01T18:09:10Z,4154052125,141,43.4,4154052129,213,1.9,4154052123,140,36.3,4154052121,56,Back,4154052127,212,9.4,,,,,,,,,,6zzk0lgja87zs45h8btgheled,C. Roccaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819647,9,1,1,0,26,dzxypx8djih58p668surbi4qm,0,35.1,40.6,2023-04-01T18:09:10.204Z,2023-04-01T18:09:12Z,4154052233,140,37.7,4154052385,286,,4154052229,56,Back,4154052235,141,38.3,4154052379,236,,4154052243,213,5.8,4154052239,212,3.1,4154052381,233,9,csx5jhf4hyzld6gg790usp0wl,Y. Nagasato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819669,9,74,1,0,26,c3v2ohfuzoqmc8ljm65hi80sj,1,67,65.4,2023-04-01T18:09:10.205Z,2023-04-01T19:31:57Z,4154052345,285,,4154052343,56,Center,4154052411,233,9,,,,,,,,,,,,,,,,bj3unxp9xho1kr7sztpweagyy,D. Ordoñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819779,10,5,1,0,29,dzxypx8djih58p668surbi4qm,1,47.7,-1,2023-04-01T18:09:13.148Z,2023-04-01T18:09:18Z,4154052953,347,,4154053031,233,10,4154052951,56,Back,,,,,,,,,,,,,,,,csx5jhf4hyzld6gg790usp0wl,Y. Nagasato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819707,10,5,1,0,29,c3v2ohfuzoqmc8ljm65hi80sj,0,52.3,101,2023-04-01T18:09:13.148Z,2023-04-01T19:26:02Z,4154053069,233,10,4154052539,56,Left,4154052543,347,,,,,,,,,,,,,,,,,bj3unxp9xho1kr7sztpweagyy,D. Ordoñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819963,11,1,1,0,39,dzxypx8djih58p668surbi4qm,1,55.4,0,2023-04-01T18:09:22.844Z,2023-04-01T18:09:27Z,4154054003,212,19.0,4154054005,213,0.8,4154053997,56,Right,4154054001,141,17.4,4154053999,140,68.4,4154053995,107,,,,,,,,8v62hppzsz2yonw60h9910iga,J. Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819989,12,1,1,0,44,dzxypx8djih58p668surbi4qm,1,68.4,17.4,2023-04-01T18:09:27.452Z,2023-04-01T18:42:28Z,4154054153,141,10.0,4154054155,212,5.6,4154054151,140,66.1,4154054149,56,Right,4154054157,213,4.3,,,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526819995,13,50,1,0,45,dzxypx8djih58p668surbi4qm,1,68.2,5.2,2023-04-01T18:09:28.911Z,2023-04-01T18:09:31Z,4154054187,56,Right,4154054303,233,11,4154054189,286,,,,,,,,,,,,,,,,,cnxanwub8nm1jokerrs83mk4q,P. Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820001,11,7,1,0,45,c3v2ohfuzoqmc8ljm65hi80sj,1,31.8,94.8,2023-04-01T18:09:28.912Z,2023-04-07T16:32:45Z,4154054295,233,13,4170185173,385,,4154054223,167,,4154054225,56,Back,4154054227,285,,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820011,12,5,1,0,46,c3v2ohfuzoqmc8ljm65hi80sj,0,32.5,101.6,2023-04-01T18:09:30.128Z,2023-04-01T18:09:33Z,4154054563,233,14,4154054265,56,Back,4154054267,347,,,,,,,,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820063,14,5,1,0,46,dzxypx8djih58p668surbi4qm,1,67.5,-1.6,2023-04-01T18:09:30.128Z,2023-04-01T19:26:03Z,4154054519,347,,4154054545,233,12,4154054517,56,Right,,,,,,,,,,,,,,,,cnxanwub8nm1jokerrs83mk4q,P. Hocking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820161,15,1,1,0,53,dzxypx8djih58p668surbi4qm,0,69.1,0,2023-04-01T18:09:36.430Z,2023-04-01T18:43:01Z,4154055057,213,1.0,4154055049,56,Right,4154055051,140,78.2,4154055053,141,18.3,4154055047,107,,4154055055,212,16.6,,,,,,,8v62hppzsz2yonw60h9910iga,J. Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820171,13,8,1,0,55,c3v2ohfuzoqmc8ljm65hi80sj,1,30.2,89.9,2023-04-01T18:09:38.592Z,2023-04-07T16:32:47Z,4154055229,15,,4170185243,384,,4154055119,56,Back,,,,,,,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820253,14,49,1,0,58,c3v2ohfuzoqmc8ljm65hi80sj,1,34.1,66.6,2023-04-01T18:09:41.616Z,2023-04-01T20:16:25Z,,,,,,,,,,,,,,,,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820279,15,43,1,0,58,c3v2ohfuzoqmc8ljm65hi80sj,1,0,0,2023-04-01T18:09:42.115Z,2023-04-01T18:10:09Z,4154055695,56,Back,4154058795,144,1,4154055699,141,63.9,4154055701,212,10.5,4154055703,213,6.1,4154055697,140,43.9,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820317,16,49,1,1,1,dzxypx8djih58p668surbi4qm,1,66.7,48.2,2023-04-01T18:09:44.653Z,2023-04-01T18:09:44Z,,,,,,,,,,,,,,,,,,,,,,,,,csx5jhf4hyzld6gg790usp0wl,Y. Nagasato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820329,17,1,1,1,1,dzxypx8djih58p668surbi4qm,1,66.7,48.2,2023-04-01T18:09:44.957Z,2023-04-01T18:10:17Z,4154055995,212,10.5,4154055989,56,Center,4154055993,141,54.8,4154055991,140,75.7,4154055997,213,0.4,,,,,,,,,,csx5jhf4hyzld6gg790usp0wl,Y. Nagasato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820909,19,61,1,1,2,dzxypx8djih58p668surbi4qm,0,67.3,51.2,2023-04-01T18:09:45.798Z,2023-04-01T18:10:15Z,4154059235,56,Center,,,,,,,,,,,,,,,,,,,,,,dkk9sopglpjgnopxcxkn65gid,M. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820367,16,1,1,1,3,c3v2ohfuzoqmc8ljm65hi80sj,0,35.5,60,2023-04-01T18:09:46.560Z,2023-04-01T20:16:23Z,4154056193,56,Back,4154056195,140,29.8,4154056201,213,3.6,4154056199,212,6.7,4154056197,141,55.5,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820479,17,4,1,1,7,c3v2ohfuzoqmc8ljm65hi80sj,1,30.4,58.4,2023-04-01T18:09:51.100Z,2023-04-01T18:09:54Z,4154056825,13,,4154056833,285,,4154056885,233,18,4154056831,265,,4154056827,56,Back,4154056829,152,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526820441,18,4,1,1,7,dzxypx8djih58p668surbi4qm,0,69.6,41.6,2023-04-01T18:09:51.101Z,2023-04-01T18:10:10Z,4154056589,56,Center,4154056603,286,,4154056599,265,,4154056895,233,17,4154056593,152,,4154056587,13,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821111,18,1,1,1,36,c3v2ohfuzoqmc8ljm65hi80sj,1,24.3,60.2,2023-04-01T18:10:19.888Z,2023-04-01T18:10:22Z,4154060199,5,,4154060211,213,4.7,4154060209,212,20.0,4154060205,140,23.5,4154060207,141,30.8,4154060203,56,Back,4154060201,152,,,,,e4lfaia255nw9ndnol0mvxc2y,A. Prisock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821133,19,1,1,1,39,c3v2ohfuzoqmc8ljm65hi80sj,1,24.9,29.5,2023-04-01T18:10:22.512Z,2023-04-01T18:10:24Z,4154060341,56,Back,4154060343,140,34.3,4154060345,141,4.0,4154060349,213,5.2,4154060347,212,20.0,,,,,,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821183,20,1,1,1,40,c3v2ohfuzoqmc8ljm65hi80sj,1,34.3,4,2023-04-01T18:10:24.080Z,2023-04-01T18:10:27Z,4154060635,140,46.7,4154060633,56,Back,4154060637,141,6.4,4154060639,212,13.1,4154060641,213,0.1,,,,,,,,,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821187,21,61,1,1,43,c3v2ohfuzoqmc8ljm65hi80sj,0,46.7,5.9,2023-04-01T18:10:27.071Z,2023-04-01T18:10:27Z,4154060653,56,Back,,,,,,,,,,,,,,,,,,,,,,9jitxfwaeix5fn1n3dhartbhm,E. Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821353,20,5,1,1,44,dzxypx8djih58p668surbi4qm,1,46.1,101.4,2023-04-01T18:10:28.046Z,2023-04-01T18:10:36Z,4154061427,56,Back,4154061429,347,,4154061483,233,22,,,,,,,,,,,,,,,,cieyupgmnxecb4emqljudrw89,A. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821227,22,5,1,1,44,c3v2ohfuzoqmc8ljm65hi80sj,0,53.9,-1.4,2023-04-01T18:10:28.046Z,2023-04-01T19:26:03Z,4154061491,233,20,4154060845,347,,4154060843,56,Right,,,,,,,,,,,,,,,,9jitxfwaeix5fn1n3dhartbhm,E. Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821433,21,1,1,1,52,dzxypx8djih58p668surbi4qm,0,47.7,100,2023-04-01T18:10:35.406Z,2023-04-01T18:10:40Z,4154061877,107,,4154061883,141,93.6,4154061879,56,Left,4154061885,212,18.2,4154061881,140,64.2,4154061887,213,6.0,,,,,,,3esajnuok17w043qxim4s6n10,T. Milazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821411,23,44,1,1,54,c3v2ohfuzoqmc8ljm65hi80sj,1,36.1,7.4,2023-04-01T18:10:38.223Z,2023-04-01T18:10:40Z,4154061731,56,Back,4154061733,285,,4154062009,233,22,,,,,,,,,,,,,,,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821447,22,44,1,1,54,dzxypx8djih58p668surbi4qm,0,63.9,92.6,2023-04-01T18:10:38.224Z,2023-04-01T18:43:36Z,4154062097,233,23,4154061937,286,,4154061935,56,Left,,,,,,,,,,,,,,,,dkk9sopglpjgnopxcxkn65gid,M. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821427,24,1,1,1,54,c3v2ohfuzoqmc8ljm65hi80sj,0,38,6.9,2023-04-01T18:10:38.242Z,2023-04-01T20:18:37Z,4154061829,3,,4154061841,212,6.7,4154061837,141,9.3,4154061845,213,0.2,4154061833,56,Back,4154061835,140,44.2,,,,,,,6fs7fjwxqpkgzosbb8364d4np,C. Dydasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821485,23,1,1,1,57,dzxypx8djih58p668surbi4qm,0,54.7,92.3,2023-04-01T18:10:40.398Z,2023-04-01T20:18:33Z,4154062129,140,59.0,4154062125,3,,4154062133,212,6.1,4154062131,141,86.2,4154062127,56,Left,4154062135,213,5.5,,,,,,,csx5jhf4hyzld6gg790usp0wl,Y. Nagasato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821527,25,1,1,1,57,c3v2ohfuzoqmc8ljm65hi80sj,1,37.2,28.4,2023-04-01T18:10:40.608Z,2023-04-01T18:10:43Z,4154062377,140,38.1,4154062375,56,Back,4154062381,212,11.1,4154062383,213,1.5,4154062379,141,44.6,,,,,,,,,,cgfk0e62cesbgieslfge2p61h,S. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821533,26,49,1,1,59,c3v2ohfuzoqmc8ljm65hi80sj,1,38.1,44.6,2023-04-01T18:10:43.120Z,2023-04-01T18:10:43Z,,,,,,,,,,,,,,,,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821557,27,43,1,2,0,c3v2ohfuzoqmc8ljm65hi80sj,1,0,0,2023-04-01T18:10:43.711Z,2023-04-01T19:27:26Z,4154062531,140,37.4,4154062533,141,47.0,4154478861,144,1,4154062537,213,2.0,4154062529,56,Back,4154062955,236,0,4154062957,233,24,4154062535,212,1.8,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,4154062961,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821917,31,50,1,2,0,c3v2ohfuzoqmc8ljm65hi80sj,1,43.3,60,2023-04-01T18:10:43.711Z,2023-04-01T19:27:21Z,4154064393,56,Back,4154064395,286,,4154471671,233,24,,,,,,,,,,,,,,,,bj3unxp9xho1kr7sztpweagyy,D. Ordoñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821627,24,7,1,2,0,dzxypx8djih58p668surbi4qm,0,56.7,40,2023-04-01T18:10:43.712Z,2023-04-07T16:33:04Z,4154471605,233,31,4154062893,285,,4154062891,56,Center,4170185793,384,,,,,,,,,,,,,,dkk9sopglpjgnopxcxkn65gid,M. Swanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821739,28,1,1,2,4,c3v2ohfuzoqmc8ljm65hi80sj,1,37.2,37.4,2023-04-01T18:10:48.192Z,2023-04-01T18:10:50Z,4154063439,141,36.5,4154063441,212,11.9,4154063443,213,3.2,4154063433,56,Back,4154063435,140,25.9,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821821,29,1,1,2,7,c3v2ohfuzoqmc8ljm65hi80sj,1,25.9,36.5,2023-04-01T18:10:50.448Z,2023-04-01T18:10:54Z,4154063893,141,51.9,4154063895,212,16.7,4154063891,140,13.5,4154063897,213,2.5,4154063889,56,Back,,,,,,,,,,8co65x7tuvynuqvket8okb7xl,N. Jacobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821899,30,1,1,2,11,c3v2ohfuzoqmc8ljm65hi80sj,1,13.5,51.9,2023-04-01T18:10:54.336Z,2023-04-01T18:10:58Z,4154064303,140,42.8,4154064301,56,Back,4154064299,157,,4154064305,141,60.6,4154064317,1,,4154064313,213,0.2,4154064309,212,31.3,,,,53uflfknc5uus7iqw3obp5fx1,J. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821973,25,43,1,2,14,dzxypx8djih58p668surbi4qm,1,0,0,2023-04-01T18:10:57.968Z,2023-04-01T18:50:34Z,4154281963,144,7,4154064653,56,Center,4154064655,285,0,4154064665,233,31,,,,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526821987,32,1,1,2,16,c3v2ohfuzoqmc8ljm65hi80sj,1,38.3,65.9,2023-04-01T18:10:59.871Z,2023-04-01T18:11:01Z,4154064723,56,Back,4154064727,141,92.6,4154064725,140,34.0,4154064731,213,1.8,4154064729,212,18.7,,,,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526822029,33,1,1,2,18,c3v2ohfuzoqmc8ljm65hi80sj,1,34,92.6,2023-04-01T18:11:01.536Z,2023-04-01T18:11:04Z,4154064927,140,41.8,4154064933,213,5.5,4154064925,56,Back,4154064931,212,12.2,4154064929,141,79.4,,,,,,,,,,dtrm0ji0olk3n01v71m8a5exh,A. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526822095,34,1,1,2,20,c3v2ohfuzoqmc8ljm65hi80sj,0,42.5,78.6,2023-04-01T18:11:03.872Z,2023-04-01T18:11:07Z,4154065279,140,65.1,4154065283,212,24.3,4154065281,141,70.7,4154065275,155,,4154065285,213,6.1,4154065277,56,Center,,,,,,,5ni7a4s85lp22rysy5inywf3e,M. Viggiano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
