id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/18/value
2527887613,5,5,1,0,8,6hbfgdczbi3yg4sdpqgtu6s,1,67.9,-1.2,2023-04-02T21:38:16.715Z,2023-04-02T22:39:24Z,4159833053,233,7,4159738431,56,Right,4159738433,347,,,,,,,,,,,,,,,,,9aj5gfycwgc6r0b550zagl4a1,D. Weatherholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887581,7,5,1,0,8,966pdxhsoxaib9qt5083h8uus,0,32.1,101.2,2023-04-02T21:38:16.715Z,2023-04-02T22:39:25Z,4159738273,347,,4159833069,233,5,4159738271,56,Back,,,,,,,,,,,,,,,,eigt6t2rj0k98zt1isqrvtvqh,A. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887655,6,1,1,0,18,6hbfgdczbi3yg4sdpqgtu6s,1,76.7,0,2023-04-02T21:38:26.763Z,2023-04-02T21:38:31Z,4159738671,107,,4159738677,141,19.2,4159738675,140,88.0,4159738681,213,0.9,4159738673,56,Right,4159738679,212,18.2,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887661,7,61,1,0,23,6hbfgdczbi3yg4sdpqgtu6s,0,78.6,21.6,2023-04-02T21:38:31.259Z,2023-04-02T23:46:55Z,4159738697,56,Center,,,,,,,,,,,,,,,,,,,,,,dfeohozpw604y5jbu01u1dkkq,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887671,8,50,1,0,23,966pdxhsoxaib9qt5083h8uus,1,22.7,77.4,2023-04-02T21:38:31.260Z,2023-04-02T23:47:08Z,4159738745,56,Back,4159927831,233,900,4159738747,285,,,,,,,,,,,,,,,,,4ptow542cf8xp3kct4sbydh5g,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527921949,900,7,1,0,23,6hbfgdczbi3yg4sdpqgtu6s,1,77.3,22.6,2023-04-02T21:38:31.261Z,2023-04-04T19:24:35Z,4159927791,286,,4159927811,233,8,4163787983,385,,4159927789,56,Center,,,,,,,,,,,,,dfeohozpw604y5jbu01u1dkkq,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887695,8,1,1,0,25,6hbfgdczbi3yg4sdpqgtu6s,1,72.9,32.7,2023-04-02T21:38:33.882Z,2023-04-02T21:38:36Z,4159738833,56,Center,4159738839,212,9.4,4159738837,141,42.1,4159738841,213,2.4,4159738835,140,66.4,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887717,9,1,1,0,28,6hbfgdczbi3yg4sdpqgtu6s,1,70.4,48.2,2023-04-02T21:38:36.603Z,2023-04-02T21:38:39Z,4159738965,140,60.1,4159738967,141,80.3,4159738971,213,2.0,4159738969,212,24.4,4159738963,56,Left,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887743,10,1,1,0,31,6hbfgdczbi3yg4sdpqgtu6s,1,61,74.7,2023-04-02T21:38:39.291Z,2023-04-02T21:38:42Z,4159739061,213,4.6,4159739055,140,58.6,4159739057,141,51.2,4159739053,56,Center,4159739059,212,16.2,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887773,11,1,1,0,34,6hbfgdczbi3yg4sdpqgtu6s,1,66.3,37.1,2023-04-02T21:38:42.523Z,2023-04-02T21:38:46Z,4159739205,213,4.8,4159739201,141,14.4,4159739197,56,Right,4159739199,140,68.0,4159739203,212,15.5,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887797,12,1,1,0,38,6hbfgdczbi3yg4sdpqgtu6s,1,74.3,14.3,2023-04-02T21:38:46.331Z,2023-04-02T21:38:48Z,4159739291,56,Right,4159739297,212,9.6,4159739295,141,21.0,4159739301,213,0.5,4159739293,140,82.4,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887813,13,1,1,0,40,6hbfgdczbi3yg4sdpqgtu6s,0,80.9,19.7,2023-04-02T21:38:48.834Z,2023-04-02T23:47:40Z,4159739389,56,Right,4159739395,212,1.5,4159739397,213,5.2,4159739391,140,81.6,4159739393,141,17.7,4159739779,236,,4159739785,286,,4159739781,233,9,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887807,9,74,1,0,40,966pdxhsoxaib9qt5083h8uus,1,23.4,82.2,2023-04-02T21:38:48.835Z,2023-04-02T23:47:29Z,4159739799,233,13,4159739365,56,Back,4159739367,285,,,,,,,,,,,,,,,,,1uf4321zvio3hrwfu4z4jxp7t,K. Strom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527922031,901,61,1,0,41,6hbfgdczbi3yg4sdpqgtu6s,1,76.2,22.4,2023-04-02T21:38:49.031Z,2023-04-02T23:47:31Z,4159928427,56,Center,,,,,,,,,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887931,13,1,1,0,42,966pdxhsoxaib9qt5083h8uus,0,23.6,84.7,2023-04-02T21:38:50.064Z,2023-04-02T23:47:42Z,4159739969,56,Back,4159928463,141,84.9,4159928521,236,,4159928729,233,902,4159928523,286,,4159928461,140,25.8,4159928467,213,0.1,4159928465,212,2.3,1uf4321zvio3hrwfu4z4jxp7t,K. Strom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527922061,902,74,1,0,42,6hbfgdczbi3yg4sdpqgtu6s,1,69.4,16.8,2023-04-02T21:38:50.065Z,2023-04-02T23:48:10Z,4159928671,233,13,4159928639,56,Right,4159928641,285,,,,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527922203,903,3,1,0,42,6hbfgdczbi3yg4sdpqgtu6s,0,75,15.9,2023-04-02T21:38:51.030Z,2023-04-04T19:26:59Z,4159929407,233,787,4159929359,286,,4159929357,56,Right,4163795737,464,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527922211,787,7,1,0,43,966pdxhsoxaib9qt5083h8uus,1,25,84.1,2023-04-02T21:38:51.031Z,2023-04-04T19:26:52Z,4163795439,384,,4159929389,56,Back,4159929391,285,,4159929397,233,903,,,,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887823,10,49,1,0,43,966pdxhsoxaib9qt5083h8uus,1,19,89.3,2023-04-02T21:38:51.692Z,2023-04-02T23:48:14Z,,,,,,,,,,,,,,,,,,,,,,,,,9dhcf93mr1nfzxjv769gvnzyt,E. Tymrak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887833,11,1,1,0,43,966pdxhsoxaib9qt5083h8uus,0,19,89.3,2023-04-02T21:38:51.869Z,2023-04-02T23:48:12Z,4159739493,140,26.0,4159739497,212,9.9,4159739491,56,Back,4159739499,213,5.5,4159739495,141,79.5,4159928661,233,902,,,,,,,9dhcf93mr1nfzxjv769gvnzyt,E. Tymrak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527896829,213,8,1,0,44,6hbfgdczbi3yg4sdpqgtu6s,1,68.5,19.7,2023-04-02T21:38:52.441Z,2023-04-06T03:16:17Z,4159787847,56,Right,4166652073,385,,,,,,,,,,,,,,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887841,14,49,1,0,45,6hbfgdczbi3yg4sdpqgtu6s,1,74.9,16.2,2023-04-02T21:38:53.084Z,2023-04-02T22:00:38Z,,,,,,,,,,,,,,,,,,,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887861,15,1,1,0,45,6hbfgdczbi3yg4sdpqgtu6s,1,74.9,16.2,2023-04-02T21:38:53.371Z,2023-04-02T22:00:41Z,4159739629,140,70.2,4159739633,212,8.6,4159739631,141,5.9,4159739635,213,4.1,4159739627,56,Right,,,,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887875,16,1,1,0,46,6hbfgdczbi3yg4sdpqgtu6s,1,70.2,5.9,2023-04-02T21:38:54.891Z,2023-04-02T21:38:56Z,4159739711,141,17.4,4159739717,213,2.6,4159739707,56,Right,4159739709,140,56.3,4159739713,212,16.6,,,,,,,,,,5shor8es56o12syt7wdllu385,A. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887889,17,1,1,0,48,6hbfgdczbi3yg4sdpqgtu6s,0,56.3,17.4,2023-04-02T21:38:56.395Z,2023-04-02T22:01:27Z,4159739769,56,Right,4159739777,213,0.0,4159739771,140,70.6,4159739775,212,15.0,4159739773,141,18.5,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887895,12,8,1,0,50,966pdxhsoxaib9qt5083h8uus,1,33.8,86.6,2023-04-02T21:38:58.380Z,2023-04-04T19:27:38Z,4159739815,56,Back,4163798027,385,,,,,,,,,,,,,,,,,,,,9dhcf93mr1nfzxjv769gvnzyt,E. Tymrak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887921,18,1,1,0,51,6hbfgdczbi3yg4sdpqgtu6s,1,67.4,16.7,2023-04-02T21:38:59.163Z,2023-04-02T21:39:02Z,4159739939,56,Center,4159739945,141,26.1,4159739947,212,11.4,4159739941,140,76.4,4159739949,213,0.6,,,,,,,,,,etdam0sfwiphiwykieovlsyy1,S. Gorden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887955,19,1,1,0,54,6hbfgdczbi3yg4sdpqgtu6s,0,74.1,18.5,2023-04-02T21:39:02.204Z,2023-04-02T22:01:22Z,4159740091,212,18.5,4159740093,213,5.4,4159740085,56,Right,4159740087,140,85.7,4159740089,141,0.0,,,,,,,,,,6h8t7apz5vzk0pjxo8hbbkfhm,S. McCaskill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527922437,788,56,1,0,56,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-04-02T21:39:04.031Z,2023-04-02T23:48:53Z,4159930763,56,Back,,,,,,,,,,,,,,,,,,,,,,1uf4321zvio3hrwfu4z4jxp7t,K. Strom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887997,14,5,1,0,57,966pdxhsoxaib9qt5083h8uus,1,15.2,101.8,2023-04-02T21:39:05.823Z,2023-04-02T22:39:25Z,4159740315,347,,4159740313,56,Back,4159740333,233,20,,,,,,,,,,,,,,,,4ptow542cf8xp3kct4sbydh5g,C. Cosme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527887959,20,5,1,0,57,6hbfgdczbi3yg4sdpqgtu6s,0,84.8,-1.8,2023-04-02T21:39:05.823Z,2023-04-02T22:04:57Z,4159740113,347,,4159740403,233,14,4159740111,56,Right,,,,,,,,,,,,,,,,18kiz7s5jlyotkb4p0sbbxyol,C. Emslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888115,15,1,1,1,10,966pdxhsoxaib9qt5083h8uus,1,18.3,100,2023-04-02T21:39:18.427Z,2023-04-02T21:39:20Z,4159740945,56,Back,4159740951,212,14.5,4159740949,141,95.7,4159740947,140,31.6,4159740953,213,6.0,4159740943,107,,,,,,,,1uf4321zvio3hrwfu4z4jxp7t,K. Strom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888123,16,1,1,1,12,966pdxhsoxaib9qt5083h8uus,0,31.6,95.7,2023-04-02T21:39:20.044Z,2023-04-02T23:49:05Z,4159740989,140,32.0,4159740991,141,86.2,4159740995,213,4.8,4159931081,156,,4159740993,212,6.5,4159740987,56,Back,,,,,,,eigt6t2rj0k98zt1isqrvtvqh,A. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888139,21,43,1,1,14,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-04-02T21:39:22.236Z,2023-04-02T22:04:54Z,4159792849,144,49,,,,,,,,,,,,,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888141,22,49,1,1,14,6hbfgdczbi3yg4sdpqgtu6s,1,69.8,18.3,2023-04-02T21:39:22.316Z,2023-04-02T21:39:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888145,23,3,1,1,14,6hbfgdczbi3yg4sdpqgtu6s,0,68.9,17.5,2023-04-02T21:39:22.635Z,2023-04-04T19:29:10Z,4159741261,233,17,4159741089,56,Right,4159741091,286,,4163802929,465,,,,,,,,,,,,,,3bx0w0ftkij1lqrt727gjd94a,M. Hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888179,17,7,1,1,14,966pdxhsoxaib9qt5083h8uus,1,31.1,82.5,2023-04-02T21:39:22.636Z,2023-04-04T19:29:13Z,4163803063,383,,4159741251,285,,4159741249,56,Back,4159741253,233,23,,,,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888181,18,49,1,1,18,966pdxhsoxaib9qt5083h8uus,1,33.5,85.8,2023-04-02T21:39:26.796Z,2023-04-02T23:49:18Z,,,,,,,,,,,,,,,,,,,,,,,,,eigt6t2rj0k98zt1isqrvtvqh,A. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527922561,789,61,1,1,19,966pdxhsoxaib9qt5083h8uus,1,28.9,83.4,2023-04-02T21:39:27.031Z,2023-04-02T23:49:24Z,4159931547,56,Back,,,,,,,,,,,,,,,,,,,,,,eigt6t2rj0k98zt1isqrvtvqh,A. Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888207,19,1,1,1,21,966pdxhsoxaib9qt5083h8uus,1,63.2,55.4,2023-04-02T21:39:29.436Z,2023-04-02T21:39:33Z,4159741397,140,70.0,4159741395,56,Right,4159741403,213,5.0,4159741399,141,19.0,4159741401,212,25.8,,,,,,,,,,9hnfv1rr3nnsu8puxgd05teqd,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888237,20,1,1,1,25,966pdxhsoxaib9qt5083h8uus,1,70.2,18.7,2023-04-02T21:39:33.852Z,2023-04-02T21:39:37Z,4159741605,141,27.6,4159741601,56,Center,4159741607,212,6.5,4159741609,213,1.9,4159741603,140,68.0,,,,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888271,21,1,1,1,28,966pdxhsoxaib9qt5083h8uus,1,73.3,29.7,2023-04-02T21:39:36.892Z,2023-04-02T21:39:41Z,4159741787,140,78.0,4159741789,141,35.0,4159741793,213,0.6,4159741785,56,Center,4159741791,212,6.1,,,,,,,,,,91pl4sfwk9t4ybwanj8dlwahg,M. Cluff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888287,22,1,1,1,32,966pdxhsoxaib9qt5083h8uus,1,78,35.4,2023-04-02T21:39:40.988Z,2023-04-02T21:39:43Z,4159741903,141,24.6,4159741899,56,Center,4159741905,212,15.6,4159741901,140,91.1,4159741907,213,5.8,,,,,,,,,,3sgg664ay83kxhe17ogbke978,J. Doyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888307,23,1,1,1,35,966pdxhsoxaib9qt5083h8uus,0,91.7,23.7,2023-04-02T21:39:43.708Z,2023-04-04T19:29:58Z,4159742003,212,6.3,4159741993,2,,4163805415,225,,4159742057,286,,4159741999,140,92.6,4159742051,236,,4163805417,387,,4159742053,233,24,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,4159742005,213,1.4,4163805419,20,4159741997,56,Center,4159742001,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888315,24,12,1,1,35,6hbfgdczbi3yg4sdpqgtu6s,1,13.2,80.6,2023-04-02T21:39:43.808Z,2023-04-02T22:06:04Z,4159742031,185,,4159742033,56,Back,4159742061,233,23,,,,,,,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888319,25,43,1,1,40,6hbfgdczbi3yg4sdpqgtu6s,1,0,0,2023-04-02T21:39:48.348Z,2023-04-02T21:39:53Z,4159742287,144,6,4159742065,56,Back,4159742147,233,24,4159742109,73,0,,,,,,,,,,,,,8ruvr2jnsfdub02rdh8q88s89,P. Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527888329,24,43,1,1,40,966pdxhsoxaib9qt5083h8uus,1,0,0,2023-04-02T21:39:48.588Z,2023-04-02T21:40:24Z,4159742125,56,Center,4159743697,144,6,4159742127,73,0,,,,,,,,,,,,,,,,3cyj9a2fjtx4xd0bqdh6g3azu,H. McCutcheon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
