id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2552068427,6,5,1,0,10,agxipc0vk4rtg09amjxv10nx0,0,38.6,-1.6,2023-05-21T00:08:11.634Z,2023-05-21T00:19:00Z,4295407293,56,Back,4295453333,233,6,4295407295,347,,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068599,6,5,1,0,10,dtucewmt49th1p4selfutmnmc,1,61.4,101.6,2023-05-21T00:08:11.634Z,2023-05-21T00:32:42Z,4295453297,233,6,4295408159,56,Left,4295408161,347,,,,,,,,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068627,7,1,1,0,28,dtucewmt49th1p4selfutmnmc,1,56.5,100,2023-05-21T00:08:29.169Z,2023-05-21T01:23:30Z,4295408315,213,6.0,4295408309,140,74.9,4295408311,141,94.5,4295408307,56,Left,4295408305,107,,4295408313,212,19.9,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068631,8,1,1,0,31,dtucewmt49th1p4selfutmnmc,1,73.8,94.7,2023-05-21T00:08:32.289Z,2023-05-21T00:08:33Z,4295408337,141,95.6,4295408339,212,7.4,4295408333,56,Left,4295408341,213,3.1,4295408335,140,66.8,,,,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068635,9,1,1,0,32,dtucewmt49th1p4selfutmnmc,0,65.8,97.7,2023-05-21T00:08:33.072Z,2023-05-21T00:08:35Z,4295408473,286,,4295408355,56,Left,4295408469,233,7,4295408361,212,2.7,4295408465,236,,4295408363,213,3.0,4295408357,140,63.3,4295408359,141,98.3,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068651,7,74,1,0,32,agxipc0vk4rtg09amjxv10nx0,1,35.1,3.7,2023-05-21T00:08:33.073Z,2023-05-21T00:23:01Z,4295408421,56,Back,4295408423,285,,4295408527,233,9,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068661,8,5,1,0,33,agxipc0vk4rtg09amjxv10nx0,0,35.2,-1.4,2023-05-21T00:08:34.305Z,2023-05-21T00:32:42Z,4295408485,347,,4295408687,233,10,4295408483,56,Back,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068691,10,5,1,0,33,dtucewmt49th1p4selfutmnmc,1,64.8,101.4,2023-05-21T00:08:34.305Z,2023-05-21T00:08:39Z,4295408651,347,,4295408649,56,Left,4295408667,233,8,,,,,,,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068727,11,1,1,0,39,dtucewmt49th1p4selfutmnmc,1,63.7,100,2023-05-21T00:08:40.688Z,2023-05-21T01:23:27Z,4295408835,212,11.9,4295408831,140,73.5,4295408829,56,Left,4295408827,107,,4295408837,213,5.8,4295408833,141,92.9,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068733,12,1,1,0,40,dtucewmt49th1p4selfutmnmc,0,73.5,92.9,2023-05-21T00:08:41.488Z,2023-05-21T00:08:41Z,4295408855,140,75.4,4295408853,56,Left,4295408861,213,1.1,4295408857,141,98.7,4295408859,212,4.4,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068753,9,8,1,0,42,agxipc0vk4rtg09amjxv10nx0,1,26.4,13.2,2023-05-21T00:08:43.014Z,2023-05-21T00:08:43Z,4295408965,56,Back,,,,,,,,,,,,,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068767,10,49,1,0,43,agxipc0vk4rtg09amjxv10nx0,1,23.1,8.8,2023-05-21T00:08:44.126Z,2023-05-21T01:14:09Z,,,,,,,,,,,,,,,,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068771,11,1,1,0,43,agxipc0vk4rtg09amjxv10nx0,0,23.1,8.8,2023-05-21T00:08:44.183Z,2023-05-21T00:08:54Z,4295409053,140,38.5,4295409059,213,0.3,4295409051,56,Back,4295409057,212,16.8,4295409055,141,15.6,,,,,,,,,,72e9oc63fclgqqvn3lgsjue50,G. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068793,13,49,1,0,45,dtucewmt49th1p4selfutmnmc,1,60.7,84.7,2023-05-21T00:08:46.624Z,2023-05-21T00:08:46Z,,,,,,,,,,,,,,,,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068833,14,1,1,0,45,dtucewmt49th1p4selfutmnmc,1,60.7,84.7,2023-05-21T00:08:46.665Z,2023-05-21T00:08:49Z,4295409383,140,43.1,4295409387,212,18.5,4295409389,213,3.2,4295409379,56,Back,4295409385,141,84.2,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068851,15,1,1,0,48,dtucewmt49th1p4selfutmnmc,1,43.1,80.3,2023-05-21T00:08:48.913Z,2023-05-21T00:08:50Z,4295409451,56,Back,4295409455,141,38.2,4295409453,140,42.6,4295409459,213,4.7,4295409457,212,28.6,,,,,,,,,,5rtm5d6v7nfqjh9ahayyc1bkl,A. Erceg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068901,16,1,1,0,50,dtucewmt49th1p4selfutmnmc,1,42.8,36.1,2023-05-21T00:08:50.833Z,2023-05-21T00:08:55Z,4295409725,56,Right,4295409731,212,24.6,4295409727,140,57.1,4295409729,141,7.4,4295409733,213,5.4,,,,,,,,,,esz6xzkinz76pk8edmsjwldzo,J. Lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068929,17,1,1,0,54,dtucewmt49th1p4selfutmnmc,1,58.8,7,2023-05-21T00:08:55.313Z,2023-05-21T00:08:58Z,4295409867,212,17.6,4295409869,213,0.2,4295409859,155,,4295409863,140,75.3,4295409861,56,Right,4295409865,141,11.7,,,,,,,7hrw0exutge376ai2uf6frw4q,L. Milliet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068935,18,1,1,0,57,dtucewmt49th1p4selfutmnmc,0,75.3,11.7,2023-05-21T00:08:58.578Z,2023-05-21T00:08:59Z,4295409905,212,12.6,4295409899,140,69.6,4295409895,56,Center,4295409907,213,2.1,4295409891,3,,4295409903,141,28.0,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552068961,12,61,1,0,59,agxipc0vk4rtg09amjxv10nx0,0,27.9,63.4,2023-05-21T00:09:00.559Z,2023-05-21T00:09:00Z,4295409987,56,Back,,,,,,,,,,,,,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069015,19,1,1,1,0,dtucewmt49th1p4selfutmnmc,1,67.2,31.6,2023-05-21T00:09:01.184Z,2023-05-21T00:09:04Z,4295410265,212,9.6,4295410263,141,45.5,4295410259,56,Center,4295410261,140,68.5,4295410267,213,1.4,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069031,20,1,1,1,3,dtucewmt49th1p4selfutmnmc,1,70.1,56.7,2023-05-21T00:09:04.657Z,2023-05-21T00:09:06Z,4295410353,56,Left,4295410367,213,1.3,4295410359,141,93.6,4295410357,140,77.5,4295410363,212,26.3,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069057,21,1,1,1,5,dtucewmt49th1p4selfutmnmc,0,77.5,93.6,2023-05-21T00:09:06.193Z,2023-05-21T00:09:08Z,4295410511,213,5.0,4295410507,141,48.4,4295410509,212,32.5,4295410503,56,Center,4295410501,155,,4295410513,1,,4295410499,2,,4295410505,140,87.5,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069125,13,12,1,1,9,agxipc0vk4rtg09amjxv10nx0,1,10.2,58.1,2023-05-21T00:09:10.095Z,2023-05-21T00:09:15Z,4295410909,212,35.8,4295410911,213,5.4,4295410907,141,18.2,4295410903,56,Back,4295410905,140,32.5,,,,,,,,,,9wvoeo39cgbelv8ddqin3aaga,H. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069141,22,1,1,1,11,dtucewmt49th1p4selfutmnmc,0,62,91.8,2023-05-21T00:09:12.256Z,2023-05-21T00:09:16Z,4295410973,140,85.9,4295410979,213,0.2,4295410971,56,Left,4295410977,212,25.4,4295410975,141,97.4,4295410969,155,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069129,14,49,1,1,14,agxipc0vk4rtg09amjxv10nx0,1,14.2,3.1,2023-05-21T00:09:15.294Z,2023-05-21T00:09:15Z,,,,,,,,,,,,,,,,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069157,15,1,1,1,14,agxipc0vk4rtg09amjxv10nx0,1,14.2,3.1,2023-05-21T00:09:15.383Z,2023-05-21T00:09:18Z,4295411051,56,Back,4295411055,141,15.3,4295411057,212,12.0,4295411059,213,2.4,4295411053,140,6.0,,,,,,,,,,dv8265k3za578hkzxxuttqmdx,V. DiBernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069183,16,1,1,1,17,agxipc0vk4rtg09amjxv10nx0,0,6,15.3,2023-05-21T00:09:18.030Z,2023-05-21T00:09:19Z,4295411187,140,0.0,4295411189,141,2.5,4295411191,212,11.1,4295411185,56,Back,4295411193,213,4.0,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069185,17,6,1,1,18,agxipc0vk4rtg09amjxv10nx0,0,4.2,6.6,2023-05-21T00:09:19.697Z,2023-05-21T00:09:24Z,4295411393,233,23,4295411207,73,,4295411203,56,Back,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069217,23,6,1,1,18,dtucewmt49th1p4selfutmnmc,1,95.8,93.4,2023-05-21T00:09:19.697Z,2023-05-21T00:23:37Z,4295411347,73,,4295411365,233,17,4295411345,56,Left,,,,,,,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069599,24,1,1,1,50,dtucewmt49th1p4selfutmnmc,0,99.5,99.5,2023-05-21T00:09:51.120Z,2023-05-21T00:09:54Z,4295413465,224,,4295413471,141,50.1,4295413475,213,4.4,4295413461,6,,4295413477,1,,4295413473,212,35.0,4295413463,155,,4295413459,2,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,4295413469,140,90.2,4295413467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069625,18,12,1,1,53,agxipc0vk4rtg09amjxv10nx0,1,8.3,50.7,2023-05-21T00:09:53.806Z,2023-05-21T00:09:55Z,4295413595,213,5.4,4295413587,56,Back,4295413589,140,16.7,4295413593,212,13.1,4295413591,141,36.4,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069729,19,44,1,1,53,agxipc0vk4rtg09amjxv10nx0,1,13.2,43.2,2023-05-21T00:09:53.855Z,2023-05-21T00:10:01Z,4295414207,233,25,4295414193,285,,4295414191,56,Back,,,,,,,,,,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069613,25,44,1,1,53,dtucewmt49th1p4selfutmnmc,0,86.8,56.8,2023-05-21T00:09:53.856Z,2023-05-21T00:10:02Z,4295413533,56,Center,4295413535,286,,4295414219,233,19,,,,,,,,,,,,,,,,1zjvb0kej2m1kp1sl0hw8tmuh,J. Howell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069679,26,1,1,1,56,dtucewmt49th1p4selfutmnmc,1,79.6,72.7,2023-05-21T00:09:57.136Z,2023-05-21T00:09:59Z,4295413877,141,94.8,4295413879,212,17.2,4295413881,213,1.1,4295413873,56,Left,4295413875,140,87.5,,,,,,,,,,asfd5wkedz1u29xt37r6or4rt,S. DeMelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069721,27,1,1,1,58,dtucewmt49th1p4selfutmnmc,0,88.3,95,2023-05-21T00:09:59.089Z,2023-05-21T00:10:01Z,4295414167,141,49.3,4295414169,212,31.4,4295414163,56,Center,4295414155,2,,4295414171,213,4.9,4295414165,140,92.8,4295414161,155,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069751,20,12,1,2,0,agxipc0vk4rtg09amjxv10nx0,1,7.5,53.1,2023-05-21T00:10:01.352Z,2023-05-21T00:10:03Z,4295414315,15,,4295414291,56,Back,4295414295,141,53.3,4295414293,140,21.4,4295414297,212,14.6,4295414299,213,0.0,,,,,,,15u9zrm4e4gosthf1vmkp5ht6,K. Del Fava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069835,21,12,1,2,2,agxipc0vk4rtg09amjxv10nx0,1,21.4,53.3,2023-05-21T00:10:03.663Z,2023-05-21T00:10:16Z,4295414747,56,Back,4295414753,212,34.6,4295414749,140,33.5,4295414751,141,100.0,4295414755,213,1.2,4295414821,167,,,,,,,,4c6z6g6q7jq62bznylu0kjnc9,L. LaBonta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552069839,22,5,1,2,6,agxipc0vk4rtg09amjxv10nx0,0,30.9,101,2023-05-21T00:10:07.375Z,2023-05-21T00:10:29Z,4295416567,233,28,4295414769,56,Back,4295414771,347,,,,,,,,,,,,,,,,,5ekbwy8vf1l1jzj6txawrg7h1,Debinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070021,28,5,1,2,6,dtucewmt49th1p4selfutmnmc,1,69.1,-1,2023-05-21T00:10:07.375Z,2023-05-21T00:32:42Z,4295416527,233,22,4295415767,347,,4295415765,56,Right,,,,,,,,,,,,,,,,v0q4f70xrc8ylwip5lfva5ed,Wang Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070033,29,1,1,2,19,dtucewmt49th1p4selfutmnmc,1,71.7,0,2023-05-21T00:10:20.704Z,2023-05-21T00:10:22Z,4295415837,141,18.3,4295415839,212,14.1,4295415833,56,Right,4295415841,213,1.2,4295415831,107,,4295415835,140,76.2,,,,,,,4f0zm6i0gg260zvicbviqsdn8,K. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070057,30,1,1,2,21,dtucewmt49th1p4selfutmnmc,1,76.2,18.3,2023-05-21T00:10:22.016Z,2023-05-21T00:10:23Z,4295415965,213,5.9,4295415961,141,10.3,4295415963,212,13.9,4295415957,56,Right,4295415959,140,88.4,,,,,,,,,,9tbrhbbmfxq8l363kybl4g7ah,Ary Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070069,31,1,1,2,22,dtucewmt49th1p4selfutmnmc,0,91.9,8.9,2023-05-21T00:10:23.457Z,2023-05-21T00:10:24Z,4295416035,141,48.2,4295416031,56,Center,4295416027,2,,4295416029,155,,4295416037,212,27.1,4295416039,213,1.4,4295416033,140,96.1,,,,3v2uqzotxtogavxgqpe7plene,P. Monaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070129,23,52,1,2,25,agxipc0vk4rtg09amjxv10nx0,1,1.2,53,2023-05-21T00:10:26.462Z,2023-05-21T00:10:26Z,,,,,,,,,,,,,,,,,,,,,,,,,57nmefeij6bg2ltvoqmqb7nbp,C. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070227,24,80,1,2,33,agxipc0vk4rtg09amjxv10nx0,0,14.1,47,2023-05-21T00:10:34.335Z,2023-05-21T00:10:34Z,,,,,,,,,,,,,,,,,,,,,,,,,57nmefeij6bg2ltvoqmqb7nbp,C. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070349,25,1,1,2,34,agxipc0vk4rtg09amjxv10nx0,0,14.3,46.3,2023-05-21T00:10:35.599Z,2023-05-21T00:18:48Z,4295417533,1,,4295417521,198,,4295417519,157,,4295417525,140,44.3,4295417529,212,35.0,4295417527,141,23.7,4295417523,56,Back,4295417531,213,5.8,57nmefeij6bg2ltvoqmqb7nbp,C. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070293,32,49,1,2,39,dtucewmt49th1p4selfutmnmc,1,53.4,71.5,2023-05-21T00:10:39.968Z,2023-05-21T00:10:40Z,,,,,,,,,,,,,,,,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552070333,33,1,1,2,39,dtucewmt49th1p4selfutmnmc,1,53.4,71.5,2023-05-21T00:10:40.016Z,2023-05-21T00:10:42Z,4295417435,141,73.6,4295417431,56,Center,4295417433,140,64.6,4295417439,213,0.1,4295417437,212,11.8,,,,,,,,,,6zvfcc67po0ofvl1twrv13tg5,C. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
