id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2537463243,14,1,1,0,43,bl53jk6zlfe5f583pil7xzwi5,0,34.6,90.2,2023-04-22T19:38:27.463Z,2023-04-22T19:38:35Z,4210630127,140,88.7,4210630129,141,100.0,4210630123,155,,4210630125,56,Left,4210630131,212,57.3,4210630133,213,0.1,4210630135,1,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463357,4,5,1,0,50,dzxypx8djih58p668surbi4qm,1,9.4,-1.3,2023-04-22T19:38:33.961Z,2023-04-22T19:38:42Z,4210630841,56,Back,4210630843,347,,4210630905,233,15,,,,,,,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463251,15,5,1,0,50,bl53jk6zlfe5f583pil7xzwi5,0,90.6,101.3,2023-04-22T19:38:33.961Z,2023-04-22T20:18:18Z,4210630947,233,4,4210630175,347,,4210630173,56,Left,,,,,,,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463385,5,1,1,0,57,dzxypx8djih58p668surbi4qm,1,7.4,0,2023-04-22T19:38:41.465Z,2023-04-22T19:38:43Z,4210630981,140,22.6,4210630985,212,16.2,4210630983,141,2.9,4210630987,213,0.2,4210630979,56,Back,4210630975,107,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463445,6,1,1,0,58,dzxypx8djih58p668surbi4qm,1,22.7,2.9,2023-04-22T19:38:42.761Z,2023-04-22T19:38:49Z,4210631377,213,3.2,4210631375,212,10.4,4210631373,141,1.7,4210631369,56,Back,4210631371,140,12.8,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463457,7,61,1,1,4,dzxypx8djih58p668surbi4qm,0,1.7,5,2023-04-22T19:38:48.793Z,2023-04-22T19:38:50Z,4210631429,56,Back,,,,,,,,,,,,,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463489,16,61,1,1,5,bl53jk6zlfe5f583pil7xzwi5,0,96.6,87.8,2023-04-22T19:38:49.056Z,2023-04-22T20:33:20Z,4210631635,56,Left,,,,,,,,,,,,,,,,,,,,,,1wax6m4sngx7kwd55ce1xha3u,T. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463479,8,5,1,1,6,dzxypx8djih58p668surbi4qm,1,-0.4,9.7,2023-04-22T19:38:50.233Z,2023-04-22T19:38:56Z,4210631559,346,,4210631787,233,17,4210631557,56,Back,,,,,,,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463519,17,5,1,1,6,bl53jk6zlfe5f583pil7xzwi5,0,100.4,90.3,2023-04-22T19:38:50.233Z,2023-04-22T20:18:18Z,4210631745,346,,4210631743,56,Left,4210631911,233,8,,,,,,,,,,,,,,,,1wax6m4sngx7kwd55ce1xha3u,T. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463683,9,1,1,1,19,dzxypx8djih58p668surbi4qm,1,5.1,49,2023-04-22T19:39:03.546Z,2023-04-22T19:39:07Z,4210632725,237,,4210632717,141,44.0,4210632715,140,7.6,4210632713,56,Back,4210632719,212,4.3,4210632721,213,5.4,4210632711,124,,,,,cbhcuvuqi3gxgln6n463vz9at,A. Naeher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463783,10,1,1,1,22,dzxypx8djih58p668surbi4qm,1,7.7,44,2023-04-22T19:39:06.777Z,2023-04-22T19:39:12Z,4210633281,56,Back,4210633287,212,29.0,4210633289,213,5.3,4210633283,140,23.3,4210633285,141,8.8,,,,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463847,11,1,1,1,28,dzxypx8djih58p668surbi4qm,1,31.8,6.4,2023-04-22T19:39:11.913Z,2023-04-22T19:39:16Z,4210633625,213,2.7,4210633623,212,17.4,4210633617,56,Back,4210633621,141,16.4,4210633619,140,16.5,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463899,12,1,1,1,31,dzxypx8djih58p668surbi4qm,1,14.8,17.6,2023-04-22T19:39:15.578Z,2023-04-22T19:39:19Z,4210633953,213,2.4,4210633947,140,2.7,4210633951,212,16.8,4210633945,56,Back,4210633949,141,33.7,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463929,13,1,1,1,34,dzxypx8djih58p668surbi4qm,1,3.2,29.4,2023-04-22T19:39:18.442Z,2023-04-22T19:39:21Z,4210634121,56,Back,4210634119,157,,4210634127,212,39.5,4210634125,141,8.3,4210634131,1,,4210634123,140,38.2,4210634129,213,5.9,,,,cbhcuvuqi3gxgln6n463vz9at,A. Naeher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463943,14,1,1,1,37,dzxypx8djih58p668surbi4qm,0,38.2,8.3,2023-04-22T19:39:21.098Z,2023-04-22T19:39:22Z,4210634221,213,0.2,4210634217,212,11.9,4210634211,56,Back,4210634213,140,49.2,4210634215,141,12.2,,,,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537463989,18,1,1,1,41,bl53jk6zlfe5f583pil7xzwi5,1,59,74,2023-04-22T19:39:24.904Z,2023-04-22T19:39:26Z,4210634507,1,,4210634503,212,6.7,4210634505,213,6.3,4210634499,140,65.4,4210634495,157,,4210634497,56,Center,4210634501,141,73.7,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464003,19,1,1,1,42,bl53jk6zlfe5f583pil7xzwi5,0,65.4,73.7,2023-04-22T19:39:26.344Z,2023-04-22T19:39:29Z,4210634585,168,,4210634591,141,81.3,4210634583,3,,4210634589,140,74.3,4210634595,212,10.7,4210634587,56,Left,4210634597,213,0.5,,,,4apwozsvcd68ki0o3469ftht6,B. Balcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464059,15,1,1,1,43,dzxypx8djih58p668surbi4qm,1,24.7,9.8,2023-04-22T19:39:26.938Z,2023-04-22T19:39:29Z,4210634881,213,5.9,4210634877,212,8.7,4210634871,56,Back,4210634875,141,4.7,4210634873,140,32.3,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464073,16,1,1,1,45,dzxypx8djih58p668surbi4qm,1,33,4.7,2023-04-22T19:39:28.858Z,2023-04-22T19:39:31Z,4210634975,140,52.5,4210634973,56,Center,4210634971,155,,4210634981,212,24.2,4210634977,141,23.6,4210634983,213,0.6,,,,,,,ejnchs99plocbhm7txy6r3s9h,B. St-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464079,17,1,1,1,46,dzxypx8djih58p668surbi4qm,0,52.5,23.6,2023-04-22T19:39:30.282Z,2023-04-22T19:39:31Z,4210635011,56,Back,4210635015,141,21.2,4210635019,213,3.4,4210635013,140,45.9,4210635017,212,7.1,,,,,,,,,,4e2l88qfahs0ey4urydb96e7e,E. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464135,20,49,1,1,51,bl53jk6zlfe5f583pil7xzwi5,1,61.9,72.9,2023-04-22T19:39:34.866Z,2023-04-22T20:34:00Z,,,,,,,,,,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464163,21,1,1,1,52,bl53jk6zlfe5f583pil7xzwi5,1,61.9,72.9,2023-04-22T19:39:36.026Z,2023-04-22T20:33:58Z,4210635423,141,87.3,4210635425,212,9.8,4210635415,56,Left,4210635419,140,61.7,4210635427,213,1.6,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464173,22,1,1,1,52,bl53jk6zlfe5f583pil7xzwi5,0,61.8,87.3,2023-04-22T19:39:36.241Z,2023-04-22T20:37:21Z,4210635487,157,,4210635489,56,Center,4210635491,140,69.2,4210635497,213,5.0,4210635493,141,52.2,4210635499,1,,4210635495,212,25.1,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464171,18,1,1,1,52,dzxypx8djih58p668surbi4qm,0,28,44,2023-04-22T19:39:36.282Z,2023-04-22T19:39:37Z,4210635475,3,,4210635479,140,52.2,4210635483,212,25.4,4210635485,213,0.0,4210635477,56,Center,4210635481,141,45.8,,,,,,,6bbodw3m9bstocysxvzfuo3my,T. Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464227,23,1,1,1,56,bl53jk6zlfe5f583pil7xzwi5,1,46.8,50,2023-04-22T19:39:40.296Z,2023-04-22T19:39:42Z,4210635845,1,,4210635843,213,5.4,4210635833,157,,4210635841,212,18.9,4210635839,141,28.1,4210635835,56,Center,4210635837,140,57.9,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464267,24,1,1,1,58,bl53jk6zlfe5f583pil7xzwi5,1,58.3,30.3,2023-04-22T19:39:42.585Z,2023-04-22T20:34:29Z,4210636101,141,39.0,4210636097,56,Back,4210636103,212,26.2,4210636105,213,2.9,4210636099,140,34.0,4210636095,3,,,,,,,,9oyg8mzw5p2cc47omal5sb5uy,V. Latsko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537505309,441,1,1,2,0,bl53jk6zlfe5f583pil7xzwi5,1,37.2,34,2023-04-22T19:39:43.850Z,2023-04-22T20:34:46Z,4210852837,140,33.5,4210852843,213,1.8,4210852841,212,15.7,4210852839,141,56.3,4210852835,56,Back,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464307,25,1,1,2,1,bl53jk6zlfe5f583pil7xzwi5,1,27.3,64.5,2023-04-22T19:39:45.097Z,2023-04-22T20:34:52Z,4210636337,140,32.8,4210636343,213,1.2,4210636335,56,Back,4210636341,212,16.5,4210636339,141,87.2,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464337,26,1,1,2,3,bl53jk6zlfe5f583pil7xzwi5,1,31.6,78.3,2023-04-22T19:39:47.225Z,2023-04-22T20:35:32Z,4210636539,56,Back,4210636541,140,25.4,4210636543,141,57.9,4210636545,212,15.3,4210636547,213,4.3,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464363,27,1,1,2,5,bl53jk6zlfe5f583pil7xzwi5,1,27.1,57.5,2023-04-22T19:39:49.609Z,2023-04-22T19:39:51Z,4210636669,141,37.0,4210636665,56,Back,4210636671,212,14.3,4210636667,140,24.1,4210636673,213,4.5,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464387,28,1,1,2,7,bl53jk6zlfe5f583pil7xzwi5,1,24.3,37.1,2023-04-22T19:39:51.049Z,2023-04-22T19:39:54Z,4210636883,213,5.1,4210636877,140,30.1,4210636881,212,15.5,4210636875,56,Back,4210636879,141,16.1,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464459,29,1,1,2,10,bl53jk6zlfe5f583pil7xzwi5,1,30.1,16.1,2023-04-22T19:39:54.153Z,2023-04-22T19:40:02Z,4210637359,213,5.8,4210637353,140,40.1,4210637355,141,8.5,4210637351,56,Back,4210637357,212,11.7,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464485,30,1,1,2,15,bl53jk6zlfe5f583pil7xzwi5,1,40.1,8.5,2023-04-22T19:39:59.505Z,2023-04-22T20:37:32Z,4210637507,140,39.0,4210637509,141,22.0,4210637505,56,Back,4210637513,213,1.7,4210637511,212,9.3,,,,,,,,,,9oyg8mzw5p2cc47omal5sb5uy,V. Latsko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464487,31,1,1,2,16,bl53jk6zlfe5f583pil7xzwi5,0,39,22,2023-04-22T19:40:00.121Z,2023-04-22T20:37:34Z,4210637535,1,,4210637533,213,0.0,4210637531,212,37.5,4210637525,56,Center,4210637523,155,,4210637529,141,24.5,4210637527,140,74.7,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464463,19,49,1,2,18,dzxypx8djih58p668surbi4qm,1,22.8,71.4,2023-04-22T19:40:01.899Z,2023-04-22T19:40:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464503,20,1,1,2,19,dzxypx8djih58p668surbi4qm,1,12.3,72.3,2023-04-22T19:40:03.371Z,2023-04-22T19:40:05Z,4210637613,56,Back,4210637619,212,12.8,4210637615,140,2.8,4210637621,213,3.8,4210637617,141,60.5,,,,,,,,,,4ullol3wa4qdi9ydgrxgxbcgl,C. Krueger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464527,21,1,1,2,21,dzxypx8djih58p668surbi4qm,0,2.8,60.5,2023-04-22T19:40:04.988Z,2023-04-22T19:40:08Z,4210637773,213,0.8,4210637775,1,,4210637771,212,38.1,4210637767,140,27.4,4210637769,141,100.0,4210637763,157,,4210637765,56,Back,,,,cbhcuvuqi3gxgln6n463vz9at,A. Naeher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464531,22,5,1,2,24,dzxypx8djih58p668surbi4qm,0,27.8,101.2,2023-04-22T19:40:08.064Z,2023-04-22T19:40:32Z,4210637791,56,Back,4210637795,347,,4210639469,233,32,,,,,,,,,,,,,,,,cbhcuvuqi3gxgln6n463vz9at,A. Naeher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464823,32,5,1,2,24,bl53jk6zlfe5f583pil7xzwi5,1,72.2,-1.2,2023-04-22T19:40:08.064Z,2023-04-22T20:18:19Z,4210639433,56,Right,4210639435,347,,4210639455,233,22,,,,,,,,,,,,,,,,4apwozsvcd68ki0o3469ftht6,B. Balcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464843,33,1,1,2,48,bl53jk6zlfe5f583pil7xzwi5,1,67.4,0,2023-04-22T19:40:31.978Z,2023-04-22T20:36:16Z,4210639565,141,7.7,4210639563,140,56.3,4210639569,213,2.6,4210639567,212,13.3,4210858575,189,,4210639561,56,Right,4210639559,107,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464889,34,1,1,2,49,bl53jk6zlfe5f583pil7xzwi5,1,56.5,7.7,2023-04-22T19:40:33.802Z,2023-04-22T20:36:17Z,4210858649,189,,4210639817,212,22.2,4210639811,56,Back,4210639815,141,32.9,4210639813,140,43.0,4210639819,213,2.3,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537464915,35,1,1,2,52,bl53jk6zlfe5f583pil7xzwi5,1,42.9,32.9,2023-04-22T19:40:36.219Z,2023-04-22T19:40:38Z,4210640007,141,7.0,4210640009,212,18.4,4210640003,56,Back,4210640005,140,48.1,4210640011,213,5.0,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
