id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2544760577,6,1,1,0,15,b4fbmos00gxtk8qnaqsm392p5,1,60.3,74,2023-05-06T23:07:57.705Z,2023-05-06T23:07:59Z,4256479827,212,27.1,4256479821,56,Back,4256479823,140,34.7,4256479829,213,3.3,4256479825,141,69.5,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760589,7,1,1,0,17,b4fbmos00gxtk8qnaqsm392p5,1,34.7,69.5,2023-05-06T23:07:59.177Z,2023-05-06T23:08:01Z,4256479909,140,30.8,4256479907,56,Back,4256479913,212,12.3,4256479915,213,4.4,4256479911,141,52.4,,,,,,,,,,cqpdeqi0psfadqsgejcvdqqne,M. Berkely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760597,8,1,1,0,19,b4fbmos00gxtk8qnaqsm392p5,1,31.2,52.4,2023-05-06T23:08:01.001Z,2023-05-06T23:08:02Z,4256479957,56,Center,4256479965,213,0.3,4256479963,212,42.8,4256479959,140,70.4,4256479961,141,69.5,4256479955,157,,4256479967,1,,,,,1p3bwk03ay87hp2nwrl3tfxwq,K. Kurtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760615,9,1,1,0,20,b4fbmos00gxtk8qnaqsm392p5,1,68.4,70.7,2023-05-06T23:08:02.664Z,2023-05-06T23:08:04Z,4256480055,212,15.8,4256480049,56,Center,4256480057,213,3.9,4256480051,140,57.4,4256480053,141,54.9,,,,,,,,,,5vz9nl1i4heh44k09pke748ut,R. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760621,10,1,1,0,22,b4fbmos00gxtk8qnaqsm392p5,1,57.8,55.2,2023-05-06T23:08:04.121Z,2023-05-06T23:09:43Z,4256480119,212,17.0,4256480117,141,31.0,4256480115,140,61.8,4256480113,56,Center,4256480121,213,5.0,,,,,,,,,,7fk82cjz0z5vq2ts3vmz8has5,D. O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760649,11,1,1,0,24,b4fbmos00gxtk8qnaqsm392p5,1,62,29.9,2023-05-06T23:08:06.569Z,2023-05-06T23:08:09Z,4256480287,140,67.3,4256480293,213,0.9,4256480291,212,8.9,4256480289,141,40.1,4256480285,56,Center,,,,,,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760659,12,1,1,0,28,b4fbmos00gxtk8qnaqsm392p5,1,66.9,39.8,2023-05-06T23:08:09.849Z,2023-05-06T23:08:11Z,4256480355,140,82.8,4256480351,56,Right,4256480361,213,5.5,4256480357,141,14.5,4256480359,212,24.0,,,,,,,,,,b8xa1whpr8m3e5zbziz9e91bd,N. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760673,13,1,1,0,29,b4fbmos00gxtk8qnaqsm392p5,1,82.8,15.2,2023-05-06T23:08:10.921Z,2023-05-06T23:08:12Z,4256480425,140,95.3,4256480429,212,13.4,4256480423,56,Right,4256480431,213,0.2,4256480427,141,19.1,,,,,,,,,,awme1kk0t2w81hc4xcup7k222,T. Lussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760691,14,1,1,0,31,b4fbmos00gxtk8qnaqsm392p5,0,97.9,15.1,2023-05-06T23:08:12.792Z,2023-05-06T23:08:13Z,4256480507,155,,4256480515,212,5.9,4256480509,56,Center,4256480517,213,1.6,4256480505,2,,4256480511,140,97.5,4256480513,141,23.8,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544760983,9,16,1,0,33,446mp88j1vpk9iwui9fiifrp8,1,7,68.8,2023-05-06T23:08:15.197Z,2023-05-06T23:09:19Z,4256482833,230,98.4,4256482519,375,00:32.591,4256482831,136,,4256482515,374,2023-05-07 00:08:14.312,4256482827,102,46.6,4256482825,80,,4256481963,22,,4256482829,103,3.2,5zwpytehpeosi3sfckvkuy3md,E. Menges,4256481965,63,4256481969,56,Center,4256482835,231,47.5,4256481967,28,4256482513,72,,,,,,,,,,,,,,,,,,,,,,,
2544760709,8,43,1,0,36,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-05-06T23:08:17.897Z,2023-05-06T23:09:22Z,4256482915,144,61,4256480629,56,Back,,,,,,,,,,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544791233,443,1,1,1,15,446mp88j1vpk9iwui9fiifrp8,1,49.8,49.9,2023-05-06T23:08:56.721Z,2023-05-06T23:59:04Z,4256646447,141,34.6,4256646443,56,Back,4256646449,212,12.2,4256646445,140,43.8,4256647047,189,,4256646451,213,4.2,4256646453,279,G,,,,f05vaz2h7sxozmvi641cf7qi1,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544791317,444,1,1,1,16,446mp88j1vpk9iwui9fiifrp8,0,43.8,34.6,2023-05-06T23:08:57.721Z,2023-05-06T23:59:06Z,4256646891,141,90.6,4256646889,140,88.4,4256646893,212,60.4,4256647165,189,,4256646897,1,,4256646885,155,,4256646895,213,0.7,4256646887,56,Left,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761061,15,1,1,1,18,b4fbmos00gxtk8qnaqsm392p5,0,7.7,11.9,2023-05-06T23:09:00.521Z,2023-05-06T23:09:01Z,4256482365,213,4.5,4256482357,56,Back,4256482363,212,9.4,4256482361,141,0.0,4256482359,140,6.0,4256482367,1,,4256482355,157,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761067,16,5,1,1,20,b4fbmos00gxtk8qnaqsm392p5,0,9.4,-1.6,2023-05-06T23:09:01.728Z,2023-05-06T23:31:12Z,4256482397,347,,4256535891,233,228,4256482395,56,Back,,,,,,,,,,,,,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544770833,228,5,1,1,20,446mp88j1vpk9iwui9fiifrp8,1,90.6,101.6,2023-05-06T23:09:01.728Z,2023-05-07T00:10:49Z,4256535879,233,16,4256535875,347,,4256535873,56,Left,,,,,,,,,,,,,,,,4b13osk9pzrosvzqt55y7o34l,C. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544791617,445,1,1,1,28,446mp88j1vpk9iwui9fiifrp8,1,83.8,100,2023-05-06T23:09:09.721Z,2023-05-06T23:59:38Z,4256648605,141,84.7,4256648601,56,Left,4256648603,140,68.3,4256649007,107,,4256648609,213,3.8,4256648607,212,19.8,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544791657,446,43,1,1,30,446mp88j1vpk9iwui9fiifrp8,1,0,0,2023-05-06T23:09:11.721Z,2023-05-07T00:00:07Z,4256648829,213,0.4,4256648825,141,95.6,4256651035,144,1,4256648827,212,18.3,4256648823,140,82.8,4256648821,56,Left,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544791811,447,1,1,1,31,446mp88j1vpk9iwui9fiifrp8,0,67.8,77.9,2023-05-06T23:09:12.721Z,2023-05-07T00:00:14Z,4256649763,213,0.6,4256649757,140,81.8,4256649759,141,92.9,4256649761,212,17.9,4256649755,56,Left,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544792183,448,1,1,1,33,446mp88j1vpk9iwui9fiifrp8,0,76.5,92.3,2023-05-06T23:09:14.721Z,2023-05-07T00:00:22Z,4256651837,141,92.4,4256651839,212,3.6,4256651841,213,0.0,4256651833,56,Left,4256651835,140,79.9,,,,,,,,,,cmolam8ri93kos2rasjhnuxyi,S. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761137,17,8,1,1,34,b4fbmos00gxtk8qnaqsm392p5,1,25.7,9.4,2023-05-06T23:09:16.601Z,2023-05-07T00:03:20Z,4256482759,56,Back,,,,,,,,,,,,,,,,,,,,,,awme1kk0t2w81hc4xcup7k222,T. Lussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761155,18,49,1,1,36,b4fbmos00gxtk8qnaqsm392p5,1,22.2,18.4,2023-05-06T23:09:18.497Z,2023-05-07T00:03:21Z,,,,,,,,,,,,,,,,,,,,,,,,,b8xa1whpr8m3e5zbziz9e91bd,N. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761165,19,1,1,1,37,b4fbmos00gxtk8qnaqsm392p5,1,22.2,18.4,2023-05-06T23:09:18.850Z,2023-05-07T00:03:19Z,4256482891,141,27.1,4256482895,213,0.4,4256482887,56,Back,4256482889,140,36.3,4256482893,212,15.9,,,,,,,,,,b8xa1whpr8m3e5zbziz9e91bd,N. Miura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544792473,449,45,1,1,38,446mp88j1vpk9iwui9fiifrp8,0,71.6,74.9,2023-05-06T23:09:19.721Z,2023-05-07T00:02:02Z,4256653625,286,,4256657469,233,450,4256653621,56,Center,,,,,,,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544793127,450,3,1,1,38,b4fbmos00gxtk8qnaqsm392p5,1,28.4,25.1,2023-05-06T23:09:19.721Z,2023-05-07T00:02:02Z,4256657463,285,,4256657465,233,449,4256657461,56,Back,,,,,,,,,,,,,,,,5vz9nl1i4heh44k09pke748ut,R. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761179,20,1,1,1,39,b4fbmos00gxtk8qnaqsm392p5,1,36.5,23.5,2023-05-06T23:09:21.146Z,2023-05-07T00:03:37Z,4256482965,213,3.2,4256482961,141,20.8,4256482959,140,16.7,4256482957,56,Back,4256482963,212,20.9,,,,,,,,,,5vz9nl1i4heh44k09pke748ut,R. Madsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761183,21,1,1,1,42,b4fbmos00gxtk8qnaqsm392p5,0,18.3,14,2023-05-06T23:09:24.049Z,2023-05-07T00:10:06Z,4256482975,56,Back,4256482981,212,10.2,4256482983,213,0.5,4256482979,141,21.8,4256482985,1,,4256482973,157,,4256482977,140,26.6,,,,1x229gvjahkxp7w02bh0v36ga,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544792613,450,61,1,1,43,446mp88j1vpk9iwui9fiifrp8,1,74,93.2,2023-05-06T23:09:24.721Z,2023-05-07T00:01:01Z,4256654357,56,Left,,,,,,,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761189,10,61,1,1,44,446mp88j1vpk9iwui9fiifrp8,1,69.5,88,2023-05-06T23:09:26.298Z,2023-05-06T23:09:26Z,4256483001,56,Left,,,,,,,,,,,,,,,,,,,,,,7w3qwzs0je6lqm4j7v3c02qga,M. Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544792721,451,49,1,1,46,446mp88j1vpk9iwui9fiifrp8,1,72.1,67.2,2023-05-06T23:09:27.721Z,2023-05-07T00:01:09Z,,,,,,,,,,,,,,,,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761241,11,1,1,1,50,446mp88j1vpk9iwui9fiifrp8,1,65.5,64.6,2023-05-06T23:09:32.514Z,2023-05-07T00:01:23Z,4256483301,141,82.4,4256483305,213,2.7,4256483303,212,29.4,4256483297,56,Back,4256483299,140,40.0,,,,,,,,,,7in4ykzbs8p44qy4jrb10p0wl,H. Sugita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761251,12,1,1,1,51,446mp88j1vpk9iwui9fiifrp8,1,40,82.4,2023-05-06T23:09:33.487Z,2023-05-06T23:09:34Z,4256483347,56,Back,4256483349,140,34.5,4256483353,212,26.3,4256483355,213,4.5,4256483351,141,44.6,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761259,13,1,1,1,53,446mp88j1vpk9iwui9fiifrp8,1,34.5,44.6,2023-05-06T23:09:34.783Z,2023-05-06T23:09:36Z,4256483429,212,20.6,4256483425,140,33.2,4256483427,141,74.8,4256483423,56,Back,4256483431,213,1.6,,,,,,,,,,4j9un8594hl9gezwkdeafnbsa,K. Hubly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761283,14,1,1,1,54,446mp88j1vpk9iwui9fiifrp8,1,33.2,74.8,2023-05-06T23:09:35.887Z,2023-05-06T23:09:39Z,4256483551,56,Back,4256483555,141,55.2,4256483553,140,19.1,4256483559,213,3.9,4256483557,212,19.9,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761301,15,1,1,1,57,446mp88j1vpk9iwui9fiifrp8,1,21.2,55.2,2023-05-06T23:09:39.327Z,2023-05-06T23:09:52Z,4256483643,56,Back,4256483651,213,1.2,4256483645,140,25.4,4256483649,212,13.8,4256483647,141,74.4,,,,,,,,,,1yva0f096q2oqk5gz59utr42y,B. Bixby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761331,16,1,1,2,1,446mp88j1vpk9iwui9fiifrp8,1,30.8,74.4,2023-05-06T23:09:43.328Z,2023-05-06T23:09:46Z,4256483831,140,44.6,4256483833,141,96.6,4256483837,213,0.8,4256483835,212,20.9,4256483829,56,Back,,,,,,,,,,5zwpytehpeosi3sfckvkuy3md,E. Menges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761343,17,1,1,2,4,446mp88j1vpk9iwui9fiifrp8,0,57.1,89.4,2023-05-06T23:09:46.672Z,2023-05-06T23:09:51Z,4256483909,213,5.7,4256483907,212,19.0,4256483905,141,73.9,4256483901,56,Center,4256483903,140,72.2,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761361,22,1,1,2,7,b4fbmos00gxtk8qnaqsm392p5,0,24.3,28.1,2023-05-06T23:09:49.290Z,2023-05-06T23:09:53Z,4256484055,212,60.9,4256484047,157,,4256484059,1,,4256484051,140,79.1,4256484053,141,0.0,4256484049,56,Right,4256484057,213,5.9,,,,1p3bwk03ay87hp2nwrl3tfxwq,K. Kurtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761383,18,5,1,2,11,446mp88j1vpk9iwui9fiifrp8,1,22.2,101.6,2023-05-06T23:09:52.905Z,2023-05-07T00:10:50Z,4256484139,233,23,4256484119,347,,4256484117,56,Back,,,,,,,,,,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761365,23,5,1,2,11,b4fbmos00gxtk8qnaqsm392p5,0,77.8,-1.6,2023-05-06T23:09:52.905Z,2023-05-06T23:09:57Z,4256484071,56,Right,4256484073,347,,4256484151,233,18,,,,,,,,,,,,,,,,1p3bwk03ay87hp2nwrl3tfxwq,K. Kurtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761423,19,1,1,2,22,446mp88j1vpk9iwui9fiifrp8,1,43.5,100,2023-05-06T23:10:04.656Z,2023-05-06T23:10:05Z,4256484365,107,,4256484369,140,53.4,4256484373,212,15.5,4256484371,141,85.1,4256484367,56,Left,4256484375,213,5.4,,,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761427,20,1,1,2,23,446mp88j1vpk9iwui9fiifrp8,1,53.4,85.1,2023-05-06T23:10:05.584Z,2023-05-06T23:10:06Z,4256484395,56,Back,4256484399,141,95.7,4256484403,213,2.4,4256484401,212,11.1,4256484397,140,45.3,,,,,,,,,,cfx9wllh2x6ozkvqxusa3sl3p,C. Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761493,21,1,1,2,25,446mp88j1vpk9iwui9fiifrp8,1,45.3,95.7,2023-05-06T23:10:06.752Z,2023-05-06T23:10:15Z,4256484773,213,6.0,4256484769,141,80.5,4256484771,212,36.0,4256484765,56,Left,4256484767,140,78.1,4256484775,1,,4256484763,155,,,,,bnnc9csv7qrc2xgx7yzgxlcr9,M. Klingenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544761529,22,1,1,2,33,446mp88j1vpk9iwui9fiifrp8,1,77.1,73,2023-05-06T23:10:15.617Z,2023-05-06T23:10:22Z,4256484983,56,Center,4256484985,140,76.3,4256484987,141,27.9,4256484989,212,30.7,4256484991,213,4.7,,,,,,,,,,f05vaz2h7sxozmvi641cf7qi1,S. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
