id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/12/value,assist
2527142291,340,49,1,44,6,bgkfdckqfqnfbmecbtz03n76d,1,32.6,90.5,2023-04-02T02:01:57.067Z,2023-04-04T15:01:15Z,,,,,,,,,,,,,,,,,,,,,,,,,56y5qt6c03t7f5t7eoebi0wyd,M. Purce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142329,341,3,1,44,9,bgkfdckqfqnfbmecbtz03n76d,1,34.1,92.8,2023-04-02T02:01:59.744Z,2023-04-04T15:01:21Z,4155821573,286,,4163458535,465,,4155821581,233,400,4155821571,56,Back,,,,,,,,,,,,,56y5qt6c03t7f5t7eoebi0wyd,M. Purce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142287,400,45,1,44,9,bl53jk6zlfe5f583pil7xzwi5,0,65.9,7.2,2023-04-02T02:01:59.744Z,2023-04-02T02:02:07Z,4155821603,233,341,4155821607,285,,4155821387,56,Right,,,,,,,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142367,342,1,1,44,16,bgkfdckqfqnfbmecbtz03n76d,1,68.7,62.4,2023-04-02T02:02:06.865Z,2023-04-04T15:02:33Z,4155821773,212,14.4,4155821767,56,Center,4155821775,213,4.9,4155821769,140,70.6,4155822649,210,13,4155821771,141,41.5,,,,,,,56y5qt6c03t7f5t7eoebi0wyd,M. Purce,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
2527142375,343,13,1,44,19,bgkfdckqfqnfbmecbtz03n76d,1,74.1,48.7,2023-04-02T02:02:09.817Z,2023-04-04T15:02:33Z,4155822665,230,98.2,4155822659,102,57.1,4155821809,56,Center,4155822667,231,50,4155821807,18,,4155821805,22,,4155822655,55,342,4155822661,103,51.4,4t91su0ns46r00vjynp0on5qt,K. Mewis,4155822653,29,,4155822071,72,,,4155822651,86,4155822663,215,,,,,,,,,,,,,,,,,,
2527142377,344,5,1,44,21,bgkfdckqfqnfbmecbtz03n76d,0,101.4,57,2023-04-02T02:02:12.017Z,2023-04-02T02:23:25Z,4155821829,346,,4155821835,233,401,4155821827,56,Center,,,,,,,,,,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142363,401,5,1,44,21,bl53jk6zlfe5f583pil7xzwi5,1,-1.4,43,2023-04-02T02:02:12.017Z,2023-04-02T02:02:14Z,4155821757,56,Back,4155821759,346,,4155821831,233,344,,,,,,,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142649,402,1,1,44,57,bl53jk6zlfe5f583pil7xzwi5,1,5.1,40.4,2023-04-02T02:02:47.840Z,2023-04-02T02:02:51Z,4155823207,213,6.1,4155823199,56,Back,4155823205,212,42.2,4155823201,140,44.3,4155823203,141,26.8,4155823197,124,,4155823209,1,,4155823213,74,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142681,403,1,1,45,0,bl53jk6zlfe5f583pil7xzwi5,0,42.4,27.4,2023-04-02T02:02:51.583Z,2023-04-02T02:21:02Z,4155823383,3,,4155823395,213,5.9,4155823391,141,22.3,4155823389,140,50.0,4155823387,56,Center,4155823393,212,8.7,4155823385,168,,4155868323,233,346,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142665,345,1,1,45,2,bgkfdckqfqnfbmecbtz03n76d,0,32.5,83,2023-04-02T02:02:52.850Z,2023-04-02T02:19:35Z,4155823299,56,Left,4155823301,140,50.3,4155823305,212,18.8,4155823307,213,6.2,4155823297,3,,4155823303,141,79.4,,,,,,,7qw3tekwnmsv6i4u3i0qcpjv9,K. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142687,404,1,1,45,3,bl53jk6zlfe5f583pil7xzwi5,0,50.9,20.3,2023-04-02T02:02:54.287Z,2023-04-02T02:19:30Z,4155823441,213,6.2,4155823433,56,Right,4155823519,236,,4155823439,212,3.7,4155823525,286,,4155823437,141,19.6,4155823521,233,346,4155823435,140,54.4,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142703,346,74,1,45,3,bgkfdckqfqnfbmecbtz03n76d,1,44.2,82.7,2023-04-02T02:02:54.288Z,2023-04-02T02:23:30Z,4155823507,56,Back,4155823527,233,404,4155823509,285,,,,,,,,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142707,347,5,1,45,5,bgkfdckqfqnfbmecbtz03n76d,0,42.8,101.2,2023-04-02T02:02:55.873Z,2023-04-02T02:23:25Z,4155823539,347,,4155823619,233,405,4155823537,56,Back,,,,,,,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142721,405,5,1,45,5,bl53jk6zlfe5f583pil7xzwi5,1,57.2,-1.2,2023-04-02T02:02:55.873Z,2023-04-02T02:03:01Z,4155823595,56,Right,4155823597,347,,4155823613,233,347,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142725,406,70,1,45,10,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-04-02T02:03:00.704Z,2023-04-02T02:03:01Z,4155823607,277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142793,407,1,1,45,19,bl53jk6zlfe5f583pil7xzwi5,0,53.3,0,2023-04-02T02:03:10.399Z,2023-04-02T02:03:12Z,4155823925,140,64.2,4155823921,107,,4155823929,212,20.9,4155823923,56,Center,4155823927,141,24.7,4155823931,213,1.0,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142803,348,8,1,45,22,bgkfdckqfqnfbmecbtz03n76d,1,29.6,67.9,2023-04-02T02:03:13.242Z,2023-04-04T15:03:24Z,4163461131,384,,4155824015,15,,4155823991,56,Back,,,,,,,,,,,,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142819,349,49,1,45,25,bgkfdckqfqnfbmecbtz03n76d,1,31,62.4,2023-04-02T02:03:15.916Z,2023-04-02T02:03:16Z,,,,,,,,,,,,,,,,,,,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142847,350,1,1,45,27,bgkfdckqfqnfbmecbtz03n76d,1,34.9,49,2023-04-02T02:03:17.722Z,2023-04-02T02:03:21Z,4155824219,56,Back,4155824223,141,14.3,4155824227,213,4.6,4155824221,140,31.9,4155824225,212,23.8,,,,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142875,351,1,1,45,31,bgkfdckqfqnfbmecbtz03n76d,1,30.2,14.3,2023-04-02T02:03:21.715Z,2023-04-02T02:03:26Z,4155824375,141,41.6,4155824371,56,Back,4155824379,213,2.4,4155824377,212,26.2,4155824373,140,12.6,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142889,352,1,1,45,36,bgkfdckqfqnfbmecbtz03n76d,0,12.1,45.8,2023-04-02T02:03:26.795Z,2023-04-02T02:03:28Z,4155824435,157,,4155824439,140,32.3,4155824443,212,28.5,4155824447,1,,4155824441,141,73.9,4155824437,56,Back,4155824445,213,0.7,,,,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142955,354,51,1,45,37,bgkfdckqfqnfbmecbtz03n76d,1,6.2,50.7,2023-04-02T02:03:28.017Z,2023-04-02T02:03:42Z,4155824799,169,,,,,,,,,,,,,,,,,,,,,,,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142893,408,49,1,45,37,bl53jk6zlfe5f583pil7xzwi5,1,74.8,34.6,2023-04-02T02:03:28.348Z,2023-04-02T02:03:28Z,,,,,,,,,,,,,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142907,409,13,1,45,39,bl53jk6zlfe5f583pil7xzwi5,1,76.2,28.5,2023-04-02T02:03:30.047Z,2023-04-04T15:04:06Z,4155824549,56,Center,4155825091,102,43.2,4155824633,20,,4155825089,84,,4155824545,22,,4155825093,103,30.6,4155824547,18,,4155825095,215,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,4155825101,231,46.4,4155825097,458,,,4155825099,230,,,,,,,,,,,,,,93.4,,,,,,
2527142915,353,5,1,45,41,bgkfdckqfqnfbmecbtz03n76d,1,-0.8,57.1,2023-04-02T02:03:31.663Z,2023-04-02T02:23:26Z,4155824591,346,,4155824589,56,Back,4155824593,233,410,,,,,,,,,,,,,,,,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527142911,410,5,1,45,41,bl53jk6zlfe5f583pil7xzwi5,0,100.8,42.9,2023-04-02T02:03:31.663Z,2023-04-02T02:03:32Z,4155824577,56,Center,4155824599,233,353,4155824579,346,,,,,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143071,355,1,1,46,9,bgkfdckqfqnfbmecbtz03n76d,0,4.9,50.6,2023-04-02T02:03:59.932Z,2023-04-02T02:04:44Z,4155825457,212,63.9,4155825451,56,Center,4155825449,124,,4155825455,141,71.5,4155825463,74,,4155825461,1,,4155825453,140,64.2,4155825459,213,0.2,706rwdwv4re27svfmlo7na3th,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143081,411,43,1,46,14,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-04-02T02:04:05.007Z,2023-04-02T02:04:40Z,4155825507,285,0,4155826883,144,44,4155825505,56,Back,,,,,,,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143091,412,1,1,46,14,bl53jk6zlfe5f583pil7xzwi5,1,34.5,36.8,2023-04-02T02:04:05.263Z,2023-04-02T02:04:07Z,4155825587,141,38.2,4155825581,3,,4155825585,140,38.7,4155825591,213,0.2,4155825583,56,Back,4155825589,212,4.5,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143095,413,61,1,46,16,bl53jk6zlfe5f583pil7xzwi5,1,38.3,38,2023-04-02T02:04:07.116Z,2023-04-02T02:04:07Z,4155825601,56,Back,,,,,,,,,,,,,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143103,356,1,1,46,17,bgkfdckqfqnfbmecbtz03n76d,0,64.6,58.4,2023-04-02T02:04:07.833Z,2023-04-04T15:04:38Z,4155825659,56,Center,4155825667,213,6.3,4155825661,140,89.7,4155825665,212,26.4,4155825663,141,58.1,4163462551,155,,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143123,414,52,1,46,20,bl53jk6zlfe5f583pil7xzwi5,1,5.3,39.4,2023-04-02T02:04:11.588Z,2023-04-04T15:04:44Z,4163462687,376,,,,,,,,,,,,,,,,,,,,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143235,415,1,1,46,34,bl53jk6zlfe5f583pil7xzwi5,0,13.8,37.4,2023-04-02T02:04:24.622Z,2023-04-02T02:04:29Z,4155826315,212,59.7,4155826311,140,70.6,4155826307,199,,4155826317,213,0.0,4155826319,1,,4155826309,56,Center,4155826313,141,40.3,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143275,357,1,1,46,39,bgkfdckqfqnfbmecbtz03n76d,1,33.3,65.2,2023-04-02T02:04:30.515Z,2023-04-02T02:04:34Z,4155826521,140,66.4,4155826525,212,36.6,4155826517,155,,4155826527,213,0.3,4155826529,1,,4155826519,56,Left,4155826523,141,82.3,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143277,358,49,1,46,43,bgkfdckqfqnfbmecbtz03n76d,1,64,87.5,2023-04-02T02:04:34.274Z,2023-04-02T02:04:34Z,,,,,,,,,,,,,,,,,,,,,,,,,56y5qt6c03t7f5t7eoebi0wyd,M. Purce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143327,359,4,1,46,46,bgkfdckqfqnfbmecbtz03n76d,1,61.2,91.4,2023-04-02T02:04:36.702Z,2023-04-02T02:04:39Z,4155826823,152,,4155826809,13,,4155826815,295,,4155826841,233,416,4155826825,286,,4155826821,56,Left,,,,,,,56y5qt6c03t7f5t7eoebi0wyd,M. Purce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143311,416,4,1,46,46,bl53jk6zlfe5f583pil7xzwi5,0,38.8,8.6,2023-04-02T02:04:36.703Z,2023-04-02T02:04:39Z,4155826759,285,,4155826753,56,Back,4155826863,233,359,4155826755,152,,4155826751,295,,4155826749,13,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143413,360,1,1,46,57,bgkfdckqfqnfbmecbtz03n76d,1,61,92.6,2023-04-02T02:04:47.961Z,2023-04-02T02:04:51Z,4155827293,140,47.0,4155827287,5,,4155827299,213,4.0,4155827297,212,22.2,4155827289,152,,4155827295,141,68.1,4155827291,56,Back,,,,7qw3tekwnmsv6i4u3i0qcpjv9,K. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143437,361,1,1,47,0,bgkfdckqfqnfbmecbtz03n76d,1,47.1,56.7,2023-04-02T02:04:51.329Z,2023-04-02T02:04:54Z,4155827415,56,Back,4155827417,140,45.9,4155827421,212,11.4,4155827423,213,4.6,4155827419,141,40.1,,,,,,,,,,bheniu7u85ivkjhipazymzxzp,K. Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143465,362,1,1,47,3,bgkfdckqfqnfbmecbtz03n76d,1,45.9,33.7,2023-04-02T02:04:54.417Z,2023-04-02T02:04:58Z,4155827551,141,5.3,4155827549,140,57.4,4155827555,213,5.3,4155827547,56,Right,4155827553,212,22.8,,,,,,,,,,54szh8526rjp2erap05ljqxud,M. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143495,363,1,1,47,7,bgkfdckqfqnfbmecbtz03n76d,1,57.4,5.3,2023-04-02T02:04:58.169Z,2023-04-02T02:05:01Z,4155827677,212,9.3,4155827673,140,57.6,4155827675,141,18.9,4155827679,213,1.5,4155827671,56,Right,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143497,364,1,1,47,10,bgkfdckqfqnfbmecbtz03n76d,0,57.6,11.1,2023-04-02T02:05:00.877Z,2023-04-02T02:05:02Z,4155827699,236,,4155827705,286,,4155827693,141,11.0,4155827701,233,417,4155827695,212,3.4,4155827691,140,60.8,4155827697,213,6.3,4155827689,56,Right,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143489,417,74,1,47,10,bl53jk6zlfe5f583pil7xzwi5,1,40.3,90.2,2023-04-02T02:05:00.878Z,2023-04-02T02:05:01Z,4155827645,56,Back,4155827709,233,364,4155827647,285,,,,,,,,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143539,365,3,1,47,16,bgkfdckqfqnfbmecbtz03n76d,0,46.6,2,2023-04-02T02:05:07.261Z,2023-04-04T15:05:55Z,4155827905,56,Back,4163463855,465,,4155827947,233,418,4155827907,286,,,,,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143541,418,7,1,47,16,bl53jk6zlfe5f583pil7xzwi5,1,53.4,98,2023-04-02T02:05:07.262Z,2023-04-04T15:05:57Z,4155827923,233,365,4155827909,167,,4155827913,285,,4155827911,56,Left,4163463885,385,,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143567,366,5,1,47,17,bgkfdckqfqnfbmecbtz03n76d,1,46.7,-1.4,2023-04-02T02:05:08.238Z,2023-04-02T02:23:26Z,4155828027,56,Back,4155828053,233,419,4155828029,347,,,,,,,,,,,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143545,419,5,1,47,17,bl53jk6zlfe5f583pil7xzwi5,0,53.3,101.4,2023-04-02T02:05:08.238Z,2023-04-02T02:05:12Z,4155828063,233,366,4155827919,56,Left,4155827921,347,,,,,,,,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143581,367,1,1,47,21,bgkfdckqfqnfbmecbtz03n76d,0,46.3,0,2023-04-02T02:05:11.825Z,2023-04-02T02:05:13Z,4155828083,140,64.6,4155828091,1,,4155828079,107,,4155828089,213,0.6,4155828087,212,23.7,4155828085,141,19.2,4155828081,56,Right,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143579,420,8,1,47,22,bl53jk6zlfe5f583pil7xzwi5,1,33.7,84.9,2023-04-02T02:05:12.911Z,2023-04-04T15:06:26Z,4155828077,56,Back,4163464527,385,,,,,,,,,,,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143657,368,61,1,47,28,bgkfdckqfqnfbmecbtz03n76d,1,61.6,14.9,2023-04-02T02:05:19.271Z,2023-04-04T15:06:28Z,4155828471,189,,4155828373,56,Right,,,,,,,,,,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143663,369,5,1,47,30,bgkfdckqfqnfbmecbtz03n76d,0,49.6,-1.8,2023-04-02T02:05:21.090Z,2023-04-04T15:06:32Z,4155828401,347,,4155828399,56,Back,4155828591,233,421,,,,,,,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143695,421,5,1,47,30,bl53jk6zlfe5f583pil7xzwi5,1,50.4,101.8,2023-04-02T02:05:21.090Z,2023-04-04T15:06:30Z,4155828573,189,,4155828577,347,,4155828575,56,Left,4155828587,233,369,,,,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143763,422,1,1,47,44,bl53jk6zlfe5f583pil7xzwi5,0,48,100,2023-04-02T02:05:35.183Z,2023-04-02T02:05:37Z,4155828949,140,65.7,4155828951,141,97.4,4155828955,213,6.1,4155828945,107,,4155828947,56,Left,4155828953,212,18.8,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143795,370,1,1,47,47,bgkfdckqfqnfbmecbtz03n76d,1,30.5,5.9,2023-04-02T02:05:38.097Z,2023-04-04T15:07:19Z,4155829117,213,0.3,4155829113,212,14.1,4155829101,56,Back,4155829109,141,11.9,4155829099,3,,4155829105,140,43.4,,,,,,,co49l4m0my5li8yvcxgrvq0yy,Bruninha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143803,371,1,1,47,48,bgkfdckqfqnfbmecbtz03n76d,0,40,12.6,2023-04-02T02:05:38.665Z,2023-04-04T15:07:45Z,4155829159,140,47.6,4155829165,213,6.2,4155829161,141,12.0,4155829163,212,8.0,4163465191,155,,4155829157,56,Back,,,,,,,4t91su0ns46r00vjynp0on5qt,K. Mewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143799,423,1,1,47,49,bl53jk6zlfe5f583pil7xzwi5,1,54.1,93.3,2023-04-02T02:05:39.646Z,2023-04-04T15:07:48Z,4155829131,56,Back,4155829135,141,90.9,4155829129,3,,4155829137,212,6.8,4155829133,140,47.8,4155829141,213,3.4,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143811,424,1,1,47,50,bl53jk6zlfe5f583pil7xzwi5,0,46.3,90.9,2023-04-02T02:05:40.895Z,2023-04-02T02:21:36Z,4155829189,141,94.4,4155829191,212,7.8,4155829183,3,,4155829185,56,Left,4155829193,213,0.3,4155829187,140,53.4,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143825,372,1,1,47,51,bgkfdckqfqnfbmecbtz03n76d,1,48.3,7.7,2023-04-02T02:05:42.361Z,2023-04-04T15:08:02Z,4155829287,212,14.4,4155832405,3,,4155829281,56,Right,4155829285,141,13.4,4155829283,140,61.5,4155829289,213,0.3,,,,,,,cm6fzm8v38ti0aubu0q4v717t,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143841,373,1,1,47,53,bgkfdckqfqnfbmecbtz03n76d,1,71.1,18.3,2023-04-02T02:05:44.497Z,2023-04-04T15:08:16Z,4155829365,141,22.2,4155829369,213,2.9,4155829361,56,Center,4155829363,140,59.6,4155829367,212,12.4,,,,,,,,,,44p08essulk95whu21qdo6ggl,S. Guðmundsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143851,374,1,1,47,54,bgkfdckqfqnfbmecbtz03n76d,0,60.3,24.1,2023-04-02T02:05:44.833Z,2023-04-04T15:08:26Z,4155829405,141,45.5,4155829401,56,Center,4155829409,213,1.3,4155829407,212,15.1,4155829403,140,64.0,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143849,425,49,1,47,55,bl53jk6zlfe5f583pil7xzwi5,1,44.3,45.5,2023-04-02T02:05:46.176Z,2023-04-02T02:05:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143879,426,1,1,47,56,bl53jk6zlfe5f583pil7xzwi5,1,44.2,45.7,2023-04-02T02:05:47.119Z,2023-04-02T02:05:49Z,4155829535,213,2.4,4155829527,56,Back,4155829531,141,63.3,4155829533,212,17.5,4155829529,140,32.1,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143891,427,1,1,47,58,bl53jk6zlfe5f583pil7xzwi5,1,32.6,62.1,2023-04-02T02:05:49.166Z,2023-04-02T02:05:51Z,4155829623,212,11.7,4155829615,56,Back,4155829627,213,4.4,4155829617,140,29.1,4155829621,141,45.7,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143923,428,1,1,48,0,bl53jk6zlfe5f583pil7xzwi5,0,29,46,2023-04-02T02:05:51.071Z,2023-04-02T02:05:54Z,4155829779,1,,4155829773,141,13.6,4155829767,155,,4155829769,56,Right,4155829771,140,61.8,4155829775,212,40.9,4155829777,213,5.7,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143935,375,1,1,48,4,bgkfdckqfqnfbmecbtz03n76d,1,35.3,80.9,2023-04-02T02:05:54.960Z,2023-04-02T02:06:04Z,4155829825,140,46.4,4155829827,141,77.2,4155829829,212,11.9,4155829823,56,Back,4155829831,213,6.1,,,,,,,,,,56y5qt6c03t7f5t7eoebi0wyd,M. Purce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528593057,869,49,1,48,4,bgkfdckqfqnfbmecbtz03n76d,1,46.8,77.8,2023-04-02T02:05:55.203Z,2023-04-04T15:09:10Z,,,,,,,,,,,,,,,,,,,,,,,,,7qw3tekwnmsv6i4u3i0qcpjv9,K. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143955,376,1,1,48,7,bgkfdckqfqnfbmecbtz03n76d,1,44,74.5,2023-04-02T02:05:57.897Z,2023-04-02T02:05:58Z,4155829931,212,13.2,4155829927,140,37.2,4155829929,141,58.1,4155829933,213,4.1,4155829925,56,Back,,,,,,,,,,7qw3tekwnmsv6i4u3i0qcpjv9,K. O'Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143961,377,1,1,48,8,bgkfdckqfqnfbmecbtz03n76d,1,35.1,57,2023-04-02T02:05:58.856Z,2023-04-02T02:05:59Z,4155829957,141,62.9,4155829955,140,45.9,4155829953,56,Back,4155829961,213,0.3,4155829959,212,12.0,,,,,,,,,,dp260wgfy9vfthkdd6tphi311,A. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527143983,378,1,1,48,9,bgkfdckqfqnfbmecbtz03n76d,1,46,63,2023-04-02T02:05:59.793Z,2023-04-02T02:06:01Z,4155830067,212,21.6,4155830063,140,28.5,4155830065,141,46.3,4155830069,213,3.7,4155830061,56,Back,,,,,,,,,,1xgse8t4dm0decmpzebsphvfu,Y. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527144011,379,1,1,48,10,bgkfdckqfqnfbmecbtz03n76d,1,28.8,44.3,2023-04-02T02:06:01.089Z,2023-04-02T02:06:04Z,4155830217,213,4.8,4155830201,56,Back,4155830213,212,21.9,4155830209,141,12.3,4155830205,140,31.5,,,,,,,,,,54szh8526rjp2erap05ljqxud,M. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
