id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2534250003,3,43,1,0,5,bl53jk6zlfe5f583pil7xzwi5,1,0,0,2023-04-16T02:09:23.324Z,2023-04-16T02:20:26Z,4193603791,213,3.1,4193603781,3,0,4193603789,212,11.5,4193603787,141,71.1,4193634371,144,1,4193603783,56,Center,4193603785,140,54.3,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534272781,439,1,1,0,6,bl53jk6zlfe5f583pil7xzwi5,1,68.9,61.1,2023-04-16T02:09:23.856Z,2023-04-16T02:58:49Z,4193726123,213,3.1,4193726117,140,58.9,4193726115,56,Center,4193726121,212,10.5,4193726119,141,61.4,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250015,5,43,1,0,6,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-04-16T02:09:24.427Z,2023-04-16T02:58:27Z,4193603845,3,0,4193603851,141,28.4,4193603855,213,3.3,4193603847,56,Back,4193725437,144,1,4193603849,140,35.2,4193603853,212,8.6,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250045,6,43,1,0,7,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-04-16T02:09:25.596Z,2023-04-16T02:58:29Z,4193604001,141,31.4,4193725449,144,1,4193603997,56,Back,4193604005,213,0.4,4193604003,212,5.3,4193603999,140,39.9,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534272821,440,1,1,0,8,bl53jk6zlfe5f583pil7xzwi5,1,61.6,63.7,2023-04-16T02:09:25.856Z,2023-04-16T02:58:55Z,4193726353,56,Left,4193726355,140,54.7,4193726359,212,17.1,4193726357,141,86.5,4193726361,213,2.0,,,,,,,,,,8rum6xdhsh8kjz3r3x39qtt04,O. Van der Jagt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534272915,441,1,1,0,9,bl53jk6zlfe5f583pil7xzwi5,1,54.4,85,2023-04-16T02:09:26.856Z,2023-04-16T02:59:12Z,4193726885,155,,4193726895,212,51.6,4193726893,141,17.0,4193726897,213,5.2,4193726887,196,,4193726889,56,Right,4193726891,140,76.2,4193726899,1,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250477,7,43,1,0,10,esvbnzqbyvxp2k570ez7h1a1g,1,0,0,2023-04-16T02:09:28.403Z,2023-04-16T02:58:31Z,4193606203,140,42.7,4193606205,141,12.3,4193725569,144,1,4193606201,56,Back,4193606209,213,4.9,4193606207,212,13.3,,,,,,,1c2boqmoi50esuelgdd96o06h,D. Colaprico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534272977,442,1,1,0,20,bl53jk6zlfe5f583pil7xzwi5,1,83.6,14,2023-04-16T02:09:37.856Z,2023-04-16T02:59:19Z,4193727265,212,12.2,4193727259,56,Center,4193727267,213,0.8,4193727261,140,92.0,4193727263,141,26.5,,,,,,,,,,4apwozsvcd68ki0o3469ftht6,B. Balcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273113,443,1,1,0,21,bl53jk6zlfe5f583pil7xzwi5,1,94.4,28.6,2023-04-16T02:09:38.856Z,2023-04-16T02:59:38Z,4193728021,140,88.3,4193728029,213,1.7,4193728027,212,38.9,4193728025,141,85.0,4193728019,56,Left,4193728031,1,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273159,444,1,1,0,28,bl53jk6zlfe5f583pil7xzwi5,1,87.6,82.6,2023-04-16T02:09:45.856Z,2023-04-16T02:59:48Z,4193728301,140,69.5,4193728303,141,82.6,4193728299,56,Left,4193728305,212,19.0,4193728307,213,3.1,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273165,445,1,1,0,30,bl53jk6zlfe5f583pil7xzwi5,0,77,81.7,2023-04-16T02:09:47.856Z,2023-04-16T03:08:22Z,4193728345,213,0.0,4193728339,140,90.6,4193728337,56,Left,4193728341,141,82.4,4193728343,212,14.3,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273383,377,1,1,0,31,esvbnzqbyvxp2k570ez7h1a1g,1,11,14.7,2023-04-16T02:09:48.856Z,2023-04-16T03:00:30Z,4193729619,141,10.7,4193729617,140,16.5,4193729623,213,5.8,4193729621,212,6.4,4193729615,56,Back,,,,,,,,,,n4egj8ymfled94mco0lwa95,C. Westphal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273389,378,1,1,0,31,esvbnzqbyvxp2k570ez7h1a1g,0,16.5,10.7,2023-04-16T02:09:49.855Z,2023-04-16T03:00:33Z,4193729683,233,446,4193729663,140,17.6,4193729665,141,10.7,4193729669,213,0,4193729661,56,Back,4193729681,236,,4193729687,286,,4193729667,212,1.2,8q0rkr3gz7hz1ssdx3fkro0a2,T. Kornieck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273217,446,74,1,0,32,bl53jk6zlfe5f583pil7xzwi5,1,81.6,90,2023-04-16T02:09:49.856Z,2023-04-16T03:00:33Z,4193729691,233,378,4193728603,285,,4193728601,56,Left,,,,,,,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273311,447,49,1,0,34,bl53jk6zlfe5f583pil7xzwi5,1,78.6,78.4,2023-04-16T02:09:51.856Z,2023-04-16T03:00:14Z,,,,,,,,,,,,,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273347,448,1,1,0,35,bl53jk6zlfe5f583pil7xzwi5,1,78.6,78.4,2023-04-16T02:09:52.856Z,2023-04-16T03:00:21Z,4193729375,140,67.7,4193729377,141,51.0,4193729381,213,4.2,4193729379,212,21.9,4193729373,56,Center,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273377,449,1,1,0,37,bl53jk6zlfe5f583pil7xzwi5,1,68,50.1,2023-04-16T02:09:54.856Z,2023-04-16T03:00:29Z,4193729579,141,10.1,4193729583,213,4.5,4193729575,56,Right,4193729577,140,61.5,4193729581,212,28.0,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273405,450,1,1,0,39,bl53jk6zlfe5f583pil7xzwi5,1,62.2,16.1,2023-04-16T02:09:56.856Z,2023-04-16T03:00:37Z,4193729779,2,,4193729787,141,50.0,4193729791,213,0.7,4193729789,212,36.5,4193729781,155,,4193729785,140,89.1,4193729783,56,Center,4193729793,1,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273459,451,1,1,0,40,bl53jk6zlfe5f583pil7xzwi5,0,88.8,47.3,2023-04-16T02:09:57.856Z,2023-04-16T03:08:31Z,4193730195,213,1.3,4193730185,168,,4193730183,3,,4193730193,212,9.5,4193730187,56,Center,4193730191,141,60.6,4193730189,140,91.5,,,,78i4mxu4hxwp995udteweftgp,J. Huitema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273085,376,61,1,0,44,esvbnzqbyvxp2k570ez7h1a1g,1,9.3,39.4,2023-04-16T02:10:01.856Z,2023-04-16T02:59:34Z,4193727821,56,Back,,,,,,,,,,,,,,,,,,,,,,n4egj8ymfled94mco0lwa95,C. Westphal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250489,8,52,1,0,46,esvbnzqbyvxp2k570ez7h1a1g,1,7.6,46.2,2023-04-16T02:10:04.708Z,2023-04-16T02:59:41Z,,,,,,,,,,,,,,,,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250589,9,1,1,0,56,esvbnzqbyvxp2k570ez7h1a1g,1,10.3,52.6,2023-04-16T02:10:13.901Z,2023-04-16T03:02:02Z,4193606707,56,Back,4193606709,140,27.8,4193606711,141,96.0,4193730417,199,,4193732025,1,,4193606715,213,1.0,4193606713,212,34.8,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273815,379,1,1,0,58,esvbnzqbyvxp2k570ez7h1a1g,0,25.4,94.6,2023-04-16T02:10:15.856Z,2023-04-16T03:02:12Z,4193732361,141,86.9,4193732357,56,Back,4193732363,212,17.7,4193732355,3,,4193732365,213,6.0,4193732359,140,41.5,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250561,4,1,1,1,5,bl53jk6zlfe5f583pil7xzwi5,0,54.9,10.3,2023-04-16T02:10:23.081Z,2023-04-16T02:10:24Z,4193606587,212,34.8,4193606579,157,,4193606585,141,18.2,4193606591,1,,4193606583,140,87.6,4193606581,56,Right,4193606589,213,0.2,,,,4apwozsvcd68ki0o3469ftht6,B. Balcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273935,380,1,1,1,6,esvbnzqbyvxp2k570ez7h1a1g,1,5.2,74,2023-04-16T02:10:23.856Z,2023-04-16T03:02:34Z,4193733087,212,11.6,4193733085,141,78.8,4193733083,140,15.8,4193733089,213,0.3,4193733081,56,Back,,,,,,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250609,10,1,1,1,9,esvbnzqbyvxp2k570ez7h1a1g,1,18.8,80.5,2023-04-16T02:10:27.677Z,2023-04-16T03:02:35Z,4193606829,141,86.3,4193606831,212,15.8,4193606827,140,33.4,4193606833,213,0.3,4193606825,56,Back,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250615,11,1,1,1,12,esvbnzqbyvxp2k570ez7h1a1g,1,33.4,86.3,2023-04-16T02:10:30.501Z,2023-04-16T03:01:36Z,4193606869,213,2.6,4193606861,56,Back,4193606863,140,24.6,4193606865,141,95.3,4193606867,212,11.1,,,,,,,,,,8q0rkr3gz7hz1ssdx3fkro0a2,T. Kornieck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250639,12,1,1,1,13,esvbnzqbyvxp2k570ez7h1a1g,1,24.6,95.3,2023-04-16T02:10:31.829Z,2023-04-16T02:10:34Z,4193607009,212,10.8,4193607011,213,3.6,4193607007,141,88.1,4193607003,56,Back,4193607005,140,15.4,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250717,13,1,1,1,16,esvbnzqbyvxp2k570ez7h1a1g,1,14.1,87.4,2023-04-16T02:10:34.589Z,2023-04-16T02:10:47Z,4193607383,56,Back,4193607385,140,6.1,4193607391,213,4.4,4193607389,212,24.6,4193607387,141,53.4,,,,,,,,,,6x0oj293r0sv99i071v8owpgp,N. Girma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250739,14,1,1,1,29,esvbnzqbyvxp2k570ez7h1a1g,1,11.9,48.3,2023-04-16T02:10:47.221Z,2023-04-16T02:10:51Z,4193607509,155,,4193607519,213,1.1,4193607511,56,Back,4193607517,212,32.5,4193607513,140,25.0,4193607515,141,91.6,4193607521,1,,,,,4yb9avzbrzt8m4c4h1yy98jbp,K. Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250791,15,1,1,1,33,esvbnzqbyvxp2k570ez7h1a1g,1,25.4,92,2023-04-16T02:10:51.678Z,2023-04-16T03:03:46Z,4193607737,212,21.1,4193607735,141,96.5,4193607733,140,45.3,4193607739,213,0.1,4193607731,56,Back,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250807,16,1,1,1,35,esvbnzqbyvxp2k570ez7h1a1g,1,45.3,96.5,2023-04-16T02:10:53.381Z,2023-04-16T03:03:49Z,4193607815,141,87.2,4193607813,140,45.5,4193607817,212,6.3,4193607819,213,4.7,4193607811,56,Back,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250845,17,1,1,1,36,esvbnzqbyvxp2k570ez7h1a1g,1,45.5,87.2,2023-04-16T02:10:54.182Z,2023-04-16T03:03:58Z,4193607995,213,2.8,4193607987,56,Back,4193607989,140,35.0,4193607993,212,11.5,4193607991,141,92.1,,,,,,,,,,6p2318moul9op4hmigk1xbaw9,K. McNabb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274233,381,1,1,1,37,esvbnzqbyvxp2k570ez7h1a1g,1,36.4,92,2023-04-16T02:10:54.856Z,2023-04-16T03:03:59Z,4193734727,213,5.6,4193734725,212,7.2,4193734719,56,Back,4193734723,141,85.3,4193734721,140,41.7,,,,,,,,,,l28lqh3f3ojx6kk2wvvq6nyt,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250867,18,1,1,1,44,esvbnzqbyvxp2k570ez7h1a1g,0,35,92.1,2023-04-16T02:11:02.318Z,2023-04-16T03:04:11Z,4193608097,157,,4193608121,213,6.0,4193608115,212,44.4,4193608101,56,Center,4193608111,141,71.9,4193608125,1,,4193608107,140,75.2,,,,8q0rkr3gz7hz1ssdx3fkro0a2,T. Kornieck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250877,5,49,1,1,49,bl53jk6zlfe5f583pil7xzwi5,1,21.2,27,2023-04-16T02:11:06.984Z,2023-04-16T02:37:33Z,,,,,,,,,,,,,,,,,,,,,,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250911,6,1,1,1,51,bl53jk6zlfe5f583pil7xzwi5,1,21.4,32.7,2023-04-16T02:11:09.401Z,2023-04-16T02:37:38Z,4193608349,140,18.5,4193608353,212,14.4,4193608351,141,53.4,4193608355,213,1.8,4193608347,56,Back,,,,,,,,,,8btgs1e799s3xyjfqloeg2iju,P. Tullis-Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250929,7,1,1,1,53,bl53jk6zlfe5f583pil7xzwi5,1,18.3,53.1,2023-04-16T02:11:11.304Z,2023-04-16T02:11:13Z,4193608479,212,15.9,4193608473,56,Back,4193608475,140,21.5,4193608477,141,75.9,4193608481,213,1.4,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250937,8,1,1,1,55,bl53jk6zlfe5f583pil7xzwi5,1,24.5,76.3,2023-04-16T02:11:13.545Z,2023-04-16T02:11:15Z,4193608551,56,Back,4193608559,213,4.4,4193608553,140,18.9,4193608555,141,53.0,4193608557,212,16.9,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250957,9,1,1,1,57,bl53jk6zlfe5f583pil7xzwi5,1,18.9,53,2023-04-16T02:11:15.673Z,2023-04-16T02:11:18Z,4193608711,141,20.4,4193608709,140,22.0,4193608713,212,22.4,4193608707,56,Back,4193608715,213,4.9,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534250985,10,1,1,2,0,bl53jk6zlfe5f583pil7xzwi5,1,22,16.2,2023-04-16T02:11:18.185Z,2023-04-16T02:11:22Z,4193608871,56,Back,4193608879,213,5.8,4193608877,212,19.0,4193608873,140,38.0,4193608875,141,3.1,,,,,,,,,,5kx524x345idecr205u9oopd6,A. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534251005,11,1,1,2,4,bl53jk6zlfe5f583pil7xzwi5,1,44.2,11.6,2023-04-16T02:11:22.136Z,2023-04-16T02:11:24Z,4193608995,141,28.2,4193608997,212,17.1,4193608991,56,Back,4193608999,213,2.4,4193608993,140,32.0,,,,,,,,,,dwwgrimn3ddecp5kllvsdga8l,S. Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534251019,12,1,1,2,6,bl53jk6zlfe5f583pil7xzwi5,1,35.6,29.8,2023-04-16T02:11:24.328Z,2023-04-16T02:11:27Z,4193609085,212,17.5,4193609079,56,Back,4193609087,213,2.2,4193609081,140,26.1,4193609083,141,50.9,,,,,,,,,,3aj7p478dcuat6tz8096sq8dl,E. Sonnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534251033,13,1,1,2,9,bl53jk6zlfe5f583pil7xzwi5,1,25.6,59.4,2023-04-16T02:11:27.193Z,2023-04-16T02:11:29Z,4193609167,212,17.7,4193609165,141,84.4,4193609163,140,30.3,4193609169,213,1.3,4193609161,56,Back,,,,,,,,,,74uudh34v23m2z9gy5tdppxey,S. Hiatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534251047,14,1,1,2,11,bl53jk6zlfe5f583pil7xzwi5,1,29.8,83.2,2023-04-16T02:11:29.368Z,2023-04-16T02:11:32Z,4193609261,212,29.1,4193609257,140,56.1,4193609263,213,0.3,4193609255,56,Left,4193609259,141,96.9,,,,,,,,,,7lt9nze7e2mk2hlp9dkvabkyd,L. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534251067,15,3,1,2,14,bl53jk6zlfe5f583pil7xzwi5,1,57.8,92.9,2023-04-16T02:11:31.896Z,2023-04-16T02:37:11Z,4193680399,233,19,4193609377,286,,4193609375,56,Left,,,,,,,,,,,,,,,,93d5k82qrmjr894k2hp5aril1,J. Fishlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534251119,19,45,1,2,14,esvbnzqbyvxp2k570ez7h1a1g,0,42.2,7.1,2023-04-16T02:11:31.896Z,2023-04-16T02:37:12Z,4193680413,233,15,4193609689,56,Back,4193609691,285,,,,,,,,,,,,,,,,,1p7mhkqn7vxnady8q0vboi02d,M. Doniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
