id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/14/value,assist,qualifier/18/value
2502908925,4,1,1,0,25,ahm0t06rup1bkd9z0mxl2lmph,0,8.6,100,2023-02-01T19:45:40.470Z,2023-02-04T06:20:23Z,4006963525,56,Back,4006963533,213,6.1,4006963527,140,40.5,4006963535,1,,4006963523,107,,4006963531,212,34.0,4006963529,141,92.3,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908949,8,1,1,0,28,9db4t34qy4owglhvvgwf5l22i,0,52.2,6.8,2023-02-01T19:45:43.340Z,2023-02-04T06:20:29Z,4006963697,3,,4006963705,212,29.5,4010307027,178,,4006963703,141,8.5,4006963707,213,0.0,4006963699,56,Right,4006963701,140,80.3,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908961,5,1,1,0,30,ahm0t06rup1bkd9z0mxl2lmph,0,16.6,94.2,2023-02-01T19:45:45.372Z,2023-02-04T06:20:37Z,4006963781,3,,4010307097,178,,4006963791,213,5.7,4006963789,212,13.5,4006963787,141,83.9,4006963783,56,Back,4006963785,140,27.6,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908977,9,44,1,0,32,9db4t34qy4owglhvvgwf5l22i,1,74.9,18.4,2023-02-01T19:45:47.544Z,2023-02-04T14:32:12Z,4006963893,56,Right,4006963895,286,,4006963947,233,6,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908979,6,44,1,0,32,ahm0t06rup1bkd9z0mxl2lmph,0,25.1,81.6,2023-02-01T19:45:47.545Z,2023-02-04T06:20:40Z,4006963905,285,,4006963903,56,Back,4006963965,233,9,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502908981,10,61,1,0,32,9db4t34qy4owglhvvgwf5l22i,1,74.1,19.8,2023-02-01T19:45:47.616Z,2023-02-04T14:32:13Z,4006963909,56,Right,4010307253,15,,4010307511,388,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503306581,801,61,1,0,32,ahm0t06rup1bkd9z0mxl2lmph,1,26.1,79.5,2023-02-01T19:45:47.640Z,2023-02-04T14:31:56Z,4010307417,178,,4010307415,15,,4009047215,56,Back,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909029,7,1,1,0,34,ahm0t06rup1bkd9z0mxl2lmph,0,9.8,87.7,2023-02-01T19:45:48.971Z,2023-02-04T06:21:12Z,4009047399,1,,4006964149,213,5.7,4010307579,178,,4006964141,56,Back,4009047397,157,,4006964145,141,59.1,4006964143,140,35.2,4006964147,212,33.0,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909019,11,49,1,0,36,9db4t34qy4owglhvvgwf5l22i,1,61.7,50.9,2023-02-01T19:45:51.189Z,2023-02-04T08:23:36Z,,,,,,,,,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909049,12,1,1,0,37,9db4t34qy4owglhvvgwf5l22i,1,60.1,53.3,2023-02-01T19:45:52.191Z,2023-02-04T06:21:21Z,4006964249,140,60.0,4006964255,213,1.6,4006964253,212,11.9,4006964247,56,Center,4006964251,141,70.8,4010307679,178,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909063,13,1,1,0,39,9db4t34qy4owglhvvgwf5l22i,1,58.9,71.8,2023-02-01T19:45:54.070Z,2023-02-04T06:21:26Z,4006964371,213,3.7,4006964367,141,60.2,4006964363,56,Back,4006964365,140,47.3,4010307713,178,,4006964369,212,14.5,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909095,14,1,1,0,41,9db4t34qy4owglhvvgwf5l22i,1,41.3,64.6,2023-02-01T19:45:56.700Z,2023-02-04T06:21:30Z,4006964577,212,29.4,4006964573,140,13.4,4010307759,178,,4006964575,141,60.2,4006964571,56,Back,4006964579,213,3.2,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909103,15,1,1,0,45,9db4t34qy4owglhvvgwf5l22i,1,17.4,56,2023-02-01T19:45:59.750Z,2023-02-04T06:21:34Z,4006964625,56,Left,4006964633,213,0.4,4006964635,1,,4006964623,157,,4006964627,140,58.3,4010307793,178,,4006964629,141,83.6,4006964631,212,46.9,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909151,16,50,1,0,49,9db4t34qy4owglhvvgwf5l22i,1,75.4,83.4,2023-02-01T19:46:03.731Z,2023-02-04T06:22:10Z,4006964893,56,Left,4006964895,286,,4006964959,233,8,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909161,8,7,1,0,49,ahm0t06rup1bkd9z0mxl2lmph,0,24.6,16.6,2023-02-01T19:46:03.831Z,2023-02-04T06:22:30Z,4009048367,385,,4006964955,233,16,4006964949,56,Back,4010308423,178,,4006964951,285,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909169,17,1,1,0,51,9db4t34qy4owglhvvgwf5l22i,0,79.5,87.4,2023-02-01T19:46:05.920Z,2023-02-04T06:22:34Z,4006965003,213,5.2,4006964997,140,93.2,4006964993,155,,4006964995,56,Center,4010308565,178,,4006964991,2,,4006965001,212,29.8,4009048605,224,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,4009048607,72,4006964999,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909187,9,12,1,0,52,ahm0t06rup1bkd9z0mxl2lmph,1,5.7,54.3,2023-02-01T19:46:07.395Z,2023-02-04T06:22:39Z,4006965125,212,10.8,4006965127,213,2.3,4006965123,141,66.1,4010308631,388,,4006965249,167,,4006965119,56,Back,4006965121,140,0.0,4006965145,15,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909211,10,6,1,0,54,ahm0t06rup1bkd9z0mxl2lmph,0,1.9,59.6,2023-02-01T19:46:09.570Z,2023-02-04T06:22:46Z,4006965245,73,,4006965243,56,Back,4006965367,233,18,,,,,,,,,,,,,,,,50c2v0l2cmkh82vso5tnjv3yt,S. Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909227,18,6,1,0,54,9db4t34qy4owglhvvgwf5l22i,1,98.1,40.4,2023-02-01T19:46:09.570Z,2023-02-04T06:22:45Z,4006965355,56,Center,4006965357,75,,4006965363,233,10,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909385,19,1,1,1,19,9db4t34qy4owglhvvgwf5l22i,0,99.5,0.7,2023-02-01T19:46:33.911Z,2023-02-04T06:22:50Z,4006966359,140,95.6,4006966349,2,,4006966363,212,28.2,4006966365,213,1.7,4006966355,224,,4006966353,155,,4006966357,56,Center,4010308829,178,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,4006966361,141,4009049085,20,,41.8,4006966351,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909431,11,12,1,1,20,ahm0t06rup1bkd9z0mxl2lmph,1,6.9,68.4,2023-02-01T19:46:35.302Z,2023-02-04T06:22:59Z,4006966587,141,87.5,4006966583,56,Back,4006966591,213,0.4,4006966585,140,36.4,4006966589,212,33.6,4010308955,178,,,,,,,,33ci88veciqvd4w5y145dyooa,K. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909443,20,1,1,1,23,9db4t34qy4owglhvvgwf5l22i,1,74.7,37.4,2023-02-01T19:46:38.133Z,2023-02-04T06:23:05Z,4006966661,56,Right,4006966669,213,5.1,4006966663,140,82.9,4010309123,178,,4006966667,212,20.6,4006966665,141,9.8,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909487,21,1,1,1,26,9db4t34qy4owglhvvgwf5l22i,1,80.6,5.3,2023-02-01T19:46:41.452Z,2023-02-04T06:23:09Z,4010309211,178,,4006966931,141,18.3,4006966929,140,91.4,4006966927,56,Right,4006966935,213,0.7,4006966933,212,14.4,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909495,22,1,1,1,29,9db4t34qy4owglhvvgwf5l22i,0,95.6,31.3,2023-02-01T19:46:44.141Z,2023-02-04T06:23:13Z,4006966979,141,48.7,4010309281,178,,4006966975,56,Center,4006966985,213,1.4,4006966977,140,98.0,4006966983,212,12.1,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909531,12,52,1,1,29,ahm0t06rup1bkd9z0mxl2lmph,1,1.4,55.8,2023-02-01T19:46:44.572Z,2023-02-04T06:23:17Z,4010309327,178,,4009049927,376,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909659,13,1,1,1,42,ahm0t06rup1bkd9z0mxl2lmph,1,13.8,58.4,2023-02-01T19:46:57.471Z,2023-02-04T06:23:22Z,4006967971,140,17.3,4006967967,123,,4010309379,178,,4006967975,212,19.3,4006967977,213,4.9,4006967973,141,30.6,4006967969,56,Back,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909673,14,1,1,1,44,ahm0t06rup1bkd9z0mxl2lmph,1,18.3,29.2,2023-02-01T19:46:59.522Z,2023-02-04T06:23:28Z,4006968061,213,5.0,4006968059,212,13.0,4010309499,178,,4006968057,141,11.0,4006968053,56,Back,4006968055,140,22.0,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909689,15,1,1,1,48,ahm0t06rup1bkd9z0mxl2lmph,1,24.7,1.9,2023-02-01T19:47:03.182Z,2023-02-04T06:23:33Z,4006968161,212,15.5,4006968159,141,21.2,4006968163,213,2.1,4010309611,178,,4006968155,56,Back,4006968157,140,16.8,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909717,16,1,1,1,50,ahm0t06rup1bkd9z0mxl2lmph,1,16.5,21.5,2023-02-01T19:47:05.432Z,2023-02-04T06:23:41Z,4006968281,140,27.2,4006968279,56,Back,4006968283,141,3.2,4006968287,213,5.4,4006968285,212,16.8,4010309775,178,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909723,17,61,1,1,52,ahm0t06rup1bkd9z0mxl2lmph,0,27.1,3.2,2023-02-01T19:47:07.043Z,2023-02-04T06:23:48Z,4006968307,56,Back,4010309861,178,,,,,,,,,,,,,,,,,,,,cz30ywnq6p6dig7x3hu6h7cnp,D. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909747,23,49,1,1,53,9db4t34qy4owglhvvgwf5l22i,1,74.1,90.3,2023-02-01T19:47:07.942Z,2023-02-04T06:23:55Z,,,,,,,,,,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909771,24,1,1,1,56,9db4t34qy4owglhvvgwf5l22i,0,74.7,90.3,2023-02-01T19:47:10.952Z,2023-02-04T06:23:57Z,4006968581,212,30.0,4006968579,141,60.0,4006968583,213,5.5,4006968577,140,95.5,4010309961,178,,4006968575,56,Center,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909813,18,52,1,1,58,ahm0t06rup1bkd9z0mxl2lmph,1,10.5,38,2023-02-01T19:47:13.224Z,2023-02-04T06:24:02Z,4010310021,178,,4009051345,376,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909861,19,1,1,2,0,ahm0t06rup1bkd9z0mxl2lmph,1,12.6,42.5,2023-02-01T19:47:15.552Z,2023-02-04T06:24:07Z,4010310083,178,,4006968989,140,26.0,4006968991,141,52.5,4006968985,123,,4006968993,212,15.6,4006968995,213,0.5,4006968987,56,Back,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909875,20,1,1,2,2,ahm0t06rup1bkd9z0mxl2lmph,1,26,50.1,2023-02-01T19:47:17.521Z,2023-02-04T06:24:11Z,4006969071,56,Back,4006969079,213,0.5,4010310129,178,,4006969077,212,20.2,4006969073,140,42.5,4006969075,141,65.5,,,,,,,8olbkp9lqy3em5s9h7a4aod4a,L. Bate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909911,21,1,1,2,4,ahm0t06rup1bkd9z0mxl2lmph,1,44.3,61.2,2023-02-01T19:47:19.562Z,2023-02-04T06:24:16Z,4010310223,178,,4006969237,56,Back,4006969241,141,70.9,4006969243,212,11.1,4006969239,140,35.8,4006969245,213,2.5,,,,,,,2nqvzywi67fy7tx5p7d4kgo6i,A. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909961,22,1,1,2,8,ahm0t06rup1bkd9z0mxl2lmph,1,31.1,69.3,2023-02-01T19:47:23.672Z,2023-03-18T13:05:13Z,4006969497,155,,4006969501,140,78.3,4006969499,56,Center,4006970993,154,,4006969509,1,,4006970991,210,13,4010310295,178,,4006969505,212,50.1,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,4006969503,141,4006969507,213,6.1,58.4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909967,23,13,1,2,12,ahm0t06rup1bkd9z0mxl2lmph,1,79.9,65.1,2023-02-01T19:47:27.552Z,2023-03-18T13:05:13Z,4006969523,22,,4006969527,56,Center,4006971051,84,,4006969525,18,,4006971061,102,43.2,4006970061,72,,4010310407,178,,4006971069,231,54.2,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,4006971055,154,4006971057,55,22,,4006971053,29,,4006971063,103,5.6,4006971067,230,93.2,4006971065,215,,,,,,,,,,,,,,,,,,,,,
2502909979,24,5,1,2,14,ahm0t06rup1bkd9z0mxl2lmph,0,100.8,43,2023-02-01T19:47:28.722Z,2023-02-04T06:24:33Z,4006969621,233,25,4006969585,346,,4006969583,56,Center,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502909983,25,5,1,2,14,9db4t34qy4owglhvvgwf5l22i,1,-0.8,57,2023-02-01T19:47:28.722Z,2023-02-04T06:24:33Z,4006969601,346,,4006969607,233,24,4006969599,56,Back,,,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910341,26,1,1,2,43,9db4t34qy4owglhvvgwf5l22i,1,4.6,50.7,2023-02-01T19:47:58.119Z,2023-02-04T06:24:42Z,4006971723,212,60.9,4006971717,56,Center,4006971727,1,,4006971725,213,6.3,4006971715,124,,4006971721,141,50.3,4006971731,74,,4006971719,140,62.6,c3nbdw1440h1uwwmixrjxwclx,B. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910345,27,43,1,2,47,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-02-01T19:48:01.752Z,2023-02-01T19:48:12Z,4006972371,144,49,,,,,,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910357,28,1,1,2,47,9db4t34qy4owglhvvgwf5l22i,1,61.7,45.2,2023-02-01T19:48:01.942Z,2023-02-04T06:24:46Z,4006971803,56,Center,4006971807,141,39.5,4006971805,140,52.3,4006971811,213,3.5,4006971809,212,10.6,4010310615,178,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502910379,29,1,1,2,47,9db4t34qy4owglhvvgwf5l22i,0,51.4,39.4,2023-02-01T19:48:02.622Z,2023-02-04T06:24:50Z,4010310659,178,,4006971931,141,58.8,4006971929,140,67.6,4006971933,212,21.5,4006971927,56,Center,4006971935,213,0.7,,,,,,,cruhiz25b3bbd4unocpu9bvf9,A. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503554763,862,67,1,2,49,ahm0t06rup1bkd9z0mxl2lmph,1,30.2,35.9,2023-02-01T19:48:04.488Z,2023-02-04T14:32:13Z,4010379577,233,823,,,,,,,,,,,,,,,,,,,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503554759,823,67,1,2,49,9db4t34qy4owglhvvgwf5l22i,0,69.8,64.1,2023-02-01T19:48:04.489Z,2023-02-04T08:28:45Z,4010379587,233,862,,,,,,,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
