id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2535636361,432,1,1,46,20,69t8imcdaqlgfbds2p58596my,1,38,8.3,2023-04-18T19:31:52.198Z,2023-04-21T02:55:52Z,4200926793,141,15.9,4200926797,213,0.2,4200926795,212,21.5,4205223251,178,,4200926791,140,57.9,4200926789,56,Right,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536464085,1129,83,1,46,23,8mbtyq0has0uu0565fm9t5cdo,1,41.9,82.3,2023-04-18T19:31:55.245Z,2023-04-21T05:34:32Z,4205353493,399,199187,,,,,,,,,,,,,,,,,,,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636473,433,50,1,46,25,69t8imcdaqlgfbds2p58596my,1,59,14,2023-04-18T19:31:56.952Z,2023-04-21T02:57:13Z,4200927353,56,Right,4200927355,286,,4200927951,233,412,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636565,412,7,1,46,25,8mbtyq0has0uu0565fm9t5cdo,1,41,86,2023-04-18T19:31:57.003Z,2023-04-21T02:57:02Z,4200927809,285,,4200927807,56,Back,4200927879,233,433,4205223441,178,,4202041521,384,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636577,413,49,1,46,26,8mbtyq0has0uu0565fm9t5cdo,1,34.5,70.2,2023-04-18T19:31:57.926Z,2023-04-21T02:57:35Z,,,,,,,,,,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636599,414,1,1,46,26,8mbtyq0has0uu0565fm9t5cdo,0,34.5,70.2,2023-04-18T19:31:57.983Z,2023-04-21T02:57:51Z,4200927985,141,100.0,4200927983,140,52.5,4200927987,212,28.3,4200927989,213,0.8,4200927979,155,,4205223551,178,,4200927981,56,Left,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636469,411,43,1,46,27,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-18T19:31:58.660Z,2023-04-19T10:17:30Z,4200927345,56,Back,4202041445,144,61,,,,,,,,,,,,,,,,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636609,415,5,1,46,30,8mbtyq0has0uu0565fm9t5cdo,0,56.6,101.2,2023-04-18T19:32:01.830Z,2023-04-21T02:57:58Z,4200928051,56,Left,4200928053,347,,4200929647,233,434,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636873,434,5,1,46,30,69t8imcdaqlgfbds2p58596my,1,43.4,-1.2,2023-04-18T19:32:01.830Z,2023-04-21T02:57:57Z,4200929583,347,,4200929617,233,415,4200929581,56,Back,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636905,435,1,1,46,43,69t8imcdaqlgfbds2p58596my,1,48,0,2023-04-18T19:32:14.862Z,2023-04-21T02:58:05Z,4200929729,56,Back,4200929737,213,2.8,4200929735,212,15.8,4200929733,141,7.0,4200929727,107,,4200929731,140,34.0,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535636955,436,1,1,46,45,69t8imcdaqlgfbds2p58596my,0,34,7,2023-04-18T19:32:16.752Z,2023-04-21T02:58:10Z,4205223611,178,,4200930011,213,0.1,4200930001,157,,4200930009,212,30.0,4200930013,1,,4200930005,140,62.5,4200930007,141,10.7,4200930003,56,Right,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637015,416,1,1,46,49,8mbtyq0has0uu0565fm9t5cdo,0,34.6,88.6,2023-04-18T19:32:20.867Z,2023-04-21T02:58:21Z,4200930323,56,Center,4200930325,140,53.4,4200930327,141,69.3,4205223657,388,,4200930329,212,23.7,4200930331,213,5.7,4200930321,3,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637041,437,44,1,46,52,69t8imcdaqlgfbds2p58596my,1,44,25.8,2023-04-18T19:32:23.845Z,2023-04-21T05:37:59Z,4200930475,233,417,4200930427,56,Back,4200930431,285,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637023,417,44,1,46,52,8mbtyq0has0uu0565fm9t5cdo,0,56,74.2,2023-04-18T19:32:23.846Z,2023-04-21T02:58:28Z,4200930361,56,Center,4200930363,286,,4200930485,233,437,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637053,438,1,1,46,52,69t8imcdaqlgfbds2p58596my,0,41.6,20.3,2023-04-18T19:32:23.907Z,2023-04-21T05:38:00Z,4200930507,3,,4200930515,140,64.3,4200930517,141,33.0,4200930519,212,25.4,4200930521,213,0.3,4205223715,388,,4200930511,56,Center,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637073,418,61,1,46,54,8mbtyq0has0uu0565fm9t5cdo,0,26.7,47.6,2023-04-18T19:32:25.744Z,2023-04-21T02:59:07Z,4205223825,388,,4205223823,21,,4200930625,56,Back,,,,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637103,419,45,1,46,55,8mbtyq0has0uu0565fm9t5cdo,0,37,65.2,2023-04-18T19:32:26.632Z,2023-04-21T02:59:12Z,4200930859,233,439,4200930765,56,Back,4200930767,285,,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637107,439,3,1,46,55,69t8imcdaqlgfbds2p58596my,1,63,34.8,2023-04-18T19:32:26.632Z,2023-04-21T02:59:12Z,4200930775,286,,4200930773,56,Center,4202042047,464,,4200930823,233,419,4205223847,178,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637139,440,1,1,46,58,69t8imcdaqlgfbds2p58596my,0,57.1,32.2,2023-04-18T19:32:29.641Z,2023-04-21T02:59:15Z,4200930969,212,16.4,4200930971,213,2.3,4200930967,141,50.9,4200930963,56,Back,4200930965,140,47.3,4205223865,178,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637159,420,49,1,47,1,8mbtyq0has0uu0565fm9t5cdo,1,53.8,42.5,2023-04-18T19:32:32.358Z,2023-04-21T02:59:20Z,,,,,,,,,,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637149,441,43,1,47,1,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-18T19:32:32.406Z,2023-04-19T10:18:30Z,4200931025,56,Center,4202042175,144,61,,,,,,,,,,,,,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637283,421,1,1,47,4,8mbtyq0has0uu0565fm9t5cdo,1,62.6,28.6,2023-04-18T19:32:35.345Z,2023-04-21T05:38:00Z,4205223885,178,,4200931831,155,,4200931837,141,59.0,4200931835,140,88.9,4200931833,56,Center,4200931839,212,34.5,4200940913,154,,4200931843,1,,h4g0ji8lk43f7zcpl79henai,M. Helm,1,4200940911,210,4200931841,213,0.6,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
2535637313,422,44,1,47,5,8mbtyq0has0uu0565fm9t5cdo,1,93.4,58.1,2023-04-18T19:32:37.262Z,2023-04-21T05:38:00Z,4200932029,233,442,4200931967,286,,4200931965,56,Center,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637305,442,44,1,47,5,69t8imcdaqlgfbds2p58596my,0,6.6,41.9,2023-04-18T19:32:37.263Z,2023-04-21T02:59:31Z,4200931943,56,Back,4200931945,285,,4200932035,233,422,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637319,423,13,1,47,5,8mbtyq0has0uu0565fm9t5cdo,1,94.9,55.8,2023-04-18T19:32:37.285Z,2023-04-21T05:38:01Z,4200931989,22,,4200940949,154,,4200940947,29,,4200940945,83,,4200940951,55,421,4200940423,61,,4200940427,328,,4200940963,231,50,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,4205223937,388,4200940421,15,,4200940961,230,4200931993,56,Center,4200940957,103,15.3,4200940955,102,58.5,,,,,,,,,,98.9,,,,,,,,,,
2535637329,424,5,1,47,6,8mbtyq0has0uu0565fm9t5cdo,0,100.8,58.9,2023-04-18T19:32:37.770Z,2023-04-21T03:00:11Z,4200932059,56,Center,4200932061,346,,4200932131,233,443,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637327,443,5,1,47,6,69t8imcdaqlgfbds2p58596my,1,-0.8,41.1,2023-04-18T19:32:37.770Z,2023-04-21T03:00:11Z,4200932055,56,Back,4200932057,346,,4200932083,233,424,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637417,426,30,1,47,8,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-18T19:32:40.070Z,2023-04-21T02:59:44Z,4200932513,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535637421,444,30,1,47,8,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-18T19:32:40.070Z,2023-04-21T02:59:44Z,4200932529,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645549,428,32,2,45,0,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-18T19:48:33.694Z,2023-04-20T19:18:32Z,4200978659,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645545,448,32,2,45,0,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-18T19:48:33.694Z,2023-04-18T19:48:33Z,4200978649,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645573,449,1,2,45,0,69t8imcdaqlgfbds2p58596my,1,50.4,50.4,2023-04-18T19:48:33.723Z,2023-04-21T03:04:26Z,4200978811,141,56.1,4200978821,213,2.9,4205225557,178,,4200978829,279,S,4200978817,212,14.5,4200978805,56,Back,4200978807,140,37.1,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645631,450,1,2,45,2,69t8imcdaqlgfbds2p58596my,0,37.6,54.2,2023-04-18T19:48:36.113Z,2023-04-21T03:04:29Z,4200979139,56,Right,4200979141,140,71.4,4200979135,155,,4205225703,178,,4200979149,1,,4200979147,213,5.7,4200979145,212,43.9,4200979143,141,16.2,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535848069,832,44,2,45,5,8mbtyq0has0uu0565fm9t5cdo,1,26.9,78.1,2023-04-18T19:48:39.335Z,2023-04-21T05:38:01Z,4202269965,233,966,4202045035,56,Back,4202045037,285,,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535848073,966,44,2,45,5,69t8imcdaqlgfbds2p58596my,0,73.1,21.9,2023-04-18T19:48:39.336Z,2023-04-21T03:04:34Z,4202045057,286,,4202045055,56,Center,4202269975,233,832,,,,,,,,,,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645641,429,1,2,45,5,8mbtyq0has0uu0565fm9t5cdo,1,35.2,89.1,2023-04-18T19:48:39.378Z,2023-04-21T05:38:01Z,4200979189,212,10.0,4200979187,141,89.7,4200979185,140,44.7,4200979183,56,Back,4205225811,388,,4200979181,3,,4200979191,213,0.0,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645647,430,49,2,45,7,8mbtyq0has0uu0565fm9t5cdo,1,42.1,89.9,2023-04-18T19:48:40.923Z,2023-04-21T03:04:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645667,431,1,2,45,7,8mbtyq0has0uu0565fm9t5cdo,0,42.1,89.9,2023-04-18T19:48:40.978Z,2023-04-21T03:04:49Z,4200979299,141,100.0,4200979303,213,0.3,4205225953,178,,4200979295,56,Left,4200979297,140,67.4,4200979293,155,,4200979301,212,27.7,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645669,432,5,2,45,10,8mbtyq0has0uu0565fm9t5cdo,0,63.4,101.2,2023-04-18T19:48:43.733Z,2023-04-21T03:04:57Z,4200979307,56,Left,4200980625,233,451,4200979309,347,,,,,,,,,,,,,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645919,451,5,2,45,10,69t8imcdaqlgfbds2p58596my,1,36.6,-1.2,2023-04-18T19:48:43.733Z,2023-04-21T03:04:57Z,4200980565,56,Back,4200980569,347,,4200980591,233,432,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645939,452,1,2,45,31,69t8imcdaqlgfbds2p58596my,1,56.2,0,2023-04-18T19:49:05.641Z,2023-04-21T03:05:01Z,4200980671,56,Right,4200980669,107,,4200980679,213,1.9,4200980677,212,8.2,4200980673,140,53.8,4200980675,141,9.7,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535645973,453,1,2,45,32,69t8imcdaqlgfbds2p58596my,0,54,10,2023-04-18T19:49:06.489Z,2023-04-21T03:05:04Z,4200980821,213,0.1,4200980823,1,,4200980819,212,26.0,4200980809,157,,4200980813,56,Right,4200980817,141,15.6,4200980815,140,78.5,4205226327,178,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646005,433,12,2,45,35,8mbtyq0has0uu0565fm9t5cdo,1,22.6,85.6,2023-04-18T19:49:08.918Z,2023-04-21T03:05:12Z,4200981019,212,12.5,4200981013,56,Back,4200981015,140,34.5,4200981017,141,86.9,4205226411,388,,4200982361,15,,4200981021,213,0.1,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646085,454,1,2,45,39,69t8imcdaqlgfbds2p58596my,1,69.4,23.1,2023-04-18T19:49:13.433Z,2023-04-21T03:05:16Z,4205226481,178,,4200981395,141,7.4,4200981397,212,13.5,4200981393,140,61.6,4200981399,213,4.1,4200981391,56,Right,,,,,,,d866x81xlp0h24rtpg9jbczbp,V. Adeboyejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646105,455,1,2,45,42,69t8imcdaqlgfbds2p58596my,1,65.3,9.2,2023-04-18T19:49:15.878Z,2023-04-21T03:05:20Z,4200981499,141,26.2,4200981501,212,12.7,4200981495,56,Center,4200981497,140,60.4,4200981503,213,2.0,4205226571,178,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646149,456,1,2,45,43,69t8imcdaqlgfbds2p58596my,0,63.6,24.1,2023-04-18T19:49:17.366Z,2023-04-21T03:05:23Z,4200981737,155,,4200981739,56,Right,4200981741,140,100.0,4200981747,213,6.2,4200981745,212,39.5,4200981743,141,18.5,4205226617,178,,4200981749,1,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646161,434,5,2,45,47,8mbtyq0has0uu0565fm9t5cdo,1,-0.6,80.8,2023-04-18T19:49:21.368Z,2023-04-21T03:05:26Z,4200981773,346,,4200981781,233,457,4200981771,56,Back,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646155,457,5,2,45,47,69t8imcdaqlgfbds2p58596my,0,100.6,19.2,2023-04-18T19:49:21.368Z,2023-04-21T03:05:27Z,4200981787,233,434,4200981755,56,Right,4200981757,346,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646405,435,1,2,46,8,8mbtyq0has0uu0565fm9t5cdo,0,5.1,40.7,2023-04-18T19:49:42.032Z,2023-04-21T03:05:44Z,4200983173,56,Right,4200983177,141,19.5,4200983175,140,61.4,4200983181,213,6.0,4200983179,212,60.8,4200983169,124,,4200983171,155,,4200983183,1,,biwjsmk8ytz2k4d9f141jw15h,C. MacGillivray,,4200983187,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535848339,967,61,2,46,11,69t8imcdaqlgfbds2p58596my,1,42.4,89.3,2023-04-18T19:49:45.686Z,2023-04-21T03:05:57Z,4205227221,21,,4202046331,56,Back,4205227223,178,,,,,,,,,,,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646445,437,1,2,46,13,8mbtyq0has0uu0565fm9t5cdo,1,67.8,23,2023-04-18T19:49:46.891Z,2023-04-21T03:06:20Z,4200983379,213,1.4,4201002903,210,15,4200983375,141,44.5,4205227393,178,,4200983377,212,14.8,4200983373,140,70.0,4200983371,56,Center,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646401,458,43,2,46,16,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-18T19:49:49.876Z,2023-04-19T10:24:25Z,4200983151,56,Back,4202046791,144,61,,,,,,,,,,,,,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646409,436,43,2,46,16,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-18T19:49:50.551Z,2023-04-18T19:51:53Z,4200983203,3,0,4200983205,168,0,4200983207,56,Right,4200983215,141,17.4,4200983223,213,0.1,4200983219,212,5.0,4200993975,144,1,4200983211,140,65.3,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646451,438,15,2,46,18,8mbtyq0has0uu0565fm9t5cdo,1,76.9,50.3,2023-04-18T19:49:52.372Z,2023-04-21T03:06:21Z,4201002947,231,49.3,4201002943,147,50.4,4201002945,230,98.8,4201002937,103,19,4201002935,102,50.7,4201001935,82,,4201002939,215,,4201001963,233,459,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,4201002929,29,4201001927,72,,4201002927,78,4201002941,146,80.2,4205227689,178,,4200983413,22,,,4201002931,55,4200983417,56,Center,4200983415,18,,,,,,,,437,,,,
2535646433,459,10,2,46,18,69t8imcdaqlgfbds2p58596my,1,18.5,47.6,2023-04-18T19:49:52.461Z,2023-04-21T03:06:29Z,4205227855,178,,4200983351,94,,4201001991,233,438,4200983353,56,Back,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646557,439,3,2,46,25,8mbtyq0has0uu0565fm9t5cdo,1,76.4,17.6,2023-04-18T19:49:59.524Z,2023-04-21T03:06:48Z,4200983867,56,Right,4202047181,464,,4200983869,286,,4205228115,178,,4200983891,233,460,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646535,460,45,2,46,25,69t8imcdaqlgfbds2p58596my,0,23.6,82.4,2023-04-18T19:49:59.524Z,2023-04-21T03:06:48Z,4200983751,56,Back,4200983757,285,,4200983901,233,439,,,,,,,,,,,,,,,,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646589,440,1,2,46,27,8mbtyq0has0uu0565fm9t5cdo,1,75.6,23.9,2023-04-18T19:50:01.138Z,2023-04-21T03:06:52Z,4200984069,213,0.5,4200984067,212,17.6,4200984063,140,90.6,4200984065,141,35.4,4200984061,56,Center,4205228227,178,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646595,441,50,2,46,28,8mbtyq0has0uu0565fm9t5cdo,1,91.9,33.2,2023-04-18T19:50:02.073Z,2023-04-21T03:07:01Z,4200984087,286,,4200984085,56,Center,4200984185,233,461,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646611,461,7,2,46,28,69t8imcdaqlgfbds2p58596my,0,8.1,66.8,2023-04-18T19:50:02.236Z,2023-04-21T03:07:08Z,4205228463,178,,4200984169,233,441,4200984167,285,,4200984165,56,Back,4202047391,385,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536465701,1553,83,2,46,29,69t8imcdaqlgfbds2p58596my,1,10,64.5,2023-04-18T19:50:03.180Z,2023-04-21T05:47:35Z,4205362659,399,524069,,,,,,,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535848599,833,61,2,46,29,8mbtyq0has0uu0565fm9t5cdo,1,85.3,31.1,2023-04-18T19:50:03.359Z,2023-04-21T03:07:44Z,4205229045,178,,4202047545,56,Center,,,,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646779,463,12,2,46,30,69t8imcdaqlgfbds2p58596my,1,6.9,66.9,2023-04-18T19:50:04.593Z,2023-04-21T03:07:50Z,4200985035,140,30.4,4200985037,141,75.0,4200985033,56,Back,4200985041,213,0.2,4200985039,212,25.3,4205229131,178,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646623,462,43,2,46,33,69t8imcdaqlgfbds2p58596my,1,0,0,2023-04-18T19:50:06.788Z,2023-04-19T10:25:43Z,4202047791,144,49,,,,,,,,,,,,,,,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646677,443,1,2,46,33,8mbtyq0has0uu0565fm9t5cdo,1,70.7,28.5,2023-04-18T19:50:07.215Z,2023-04-21T03:07:56Z,4200984489,212,22.9,4200984483,140,68.9,4200984487,141,62.0,4200984491,213,1.7,4200984481,56,Center,4205229251,178,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646641,442,43,2,46,34,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-04-18T19:50:08.191Z,2023-04-19T10:25:45Z,4202047811,144,49,,,,,,,,,,,,,,,,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646733,444,1,2,46,35,8mbtyq0has0uu0565fm9t5cdo,1,63.8,62.1,2023-04-18T19:50:09.557Z,2023-04-21T03:07:59Z,4200984801,212,22.8,4205229313,178,,4200984799,141,86.6,4200984803,213,0.8,4200984795,56,Left,4200984797,140,78.6,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535646767,445,1,2,46,40,8mbtyq0has0uu0565fm9t5cdo,0,77,84.2,2023-04-18T19:50:13.771Z,2023-04-21T03:08:03Z,4200984965,212,31.0,4200984967,213,5.4,4200984963,141,49.7,4202048031,223,,4205229389,178,,4200984955,2,,4200984961,140,96.3,4202048033,20,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,4200984959,56,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,
