id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2535576407,6,1,1,0,10,8mbtyq0has0uu0565fm9t5cdo,1,64.4,59,2023-04-18T18:45:41.746Z,2023-04-21T01:42:43Z,4200604179,141,70.3,4205134695,178,,4200604175,56,Center,4200604177,140,78.3,4200604181,212,16.5,4200604183,213,0.5,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576427,7,1,1,0,11,8mbtyq0has0uu0565fm9t5cdo,1,78.3,70.3,2023-04-18T18:45:43.172Z,2023-04-21T01:42:53Z,4200604257,56,Center,4200604261,141,61.1,4200604705,155,,4200604259,140,90.2,4200604265,213,5.8,4200604263,212,14.0,4205134743,178,,4200605493,154,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,1,4201904255,4,4200605491,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576429,8,13,1,0,13,8mbtyq0has0uu0565fm9t5cdo,1,92.3,63.4,2023-04-18T18:45:45.254Z,2023-04-21T01:42:53Z,4200605501,154,,4200604279,64,,4200604277,22,,4200604887,72,,4200605509,103,62.5,4200605507,102,54.1,4205134889,178,,4200605503,55,7,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,4200605497,74,4200605511,328,,4200605499,29,4200604281,56,Center,4200605515,231,53.1,4200605513,230,98.9,,,,,,,,,,,,,,,,,,,,
2535576455,4,5,1,0,15,69t8imcdaqlgfbds2p58596my,1,-1.4,41.8,2023-04-18T18:45:46.612Z,2023-04-21T01:43:12Z,4200604385,233,9,4200604379,346,,4200604377,56,Back,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576433,9,5,1,0,15,8mbtyq0has0uu0565fm9t5cdo,0,101.4,58.2,2023-04-18T18:45:46.612Z,2023-04-21T01:43:13Z,4200604289,56,Center,4200604291,346,,4200604401,233,4,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576763,5,1,1,0,37,69t8imcdaqlgfbds2p58596my,1,4.5,44.5,2023-04-18T18:46:08.713Z,2023-04-21T01:43:26Z,4200605869,141,4.1,4200605867,140,54.7,4200605863,124,,4200605865,56,Right,4200605871,212,59.4,4200605873,213,5.8,4200605875,1,,4200605879,74,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535820401,955,44,1,0,40,69t8imcdaqlgfbds2p58596my,1,53,4,2023-04-18T18:46:12.198Z,2023-04-21T05:37:39Z,4201906973,286,,4202035333,233,824,4201906969,56,Right,,,,,,,,,,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535820345,824,44,1,0,40,8mbtyq0has0uu0565fm9t5cdo,0,47,96,2023-04-18T18:46:12.199Z,2023-04-21T01:43:31Z,4201906689,285,,4202035337,233,955,4201906687,56,Back,,,,,,,,,,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576795,6,1,1,0,40,69t8imcdaqlgfbds2p58596my,1,54.7,4.1,2023-04-18T18:46:12.244Z,2023-04-21T05:37:39Z,4200606013,212,5.6,4200606015,213,1.4,4200606007,56,Right,4200606005,3,,4205135847,388,,4200606009,140,55.6,4200606011,141,12.2,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576805,7,1,1,0,43,69t8imcdaqlgfbds2p58596my,0,48.6,12.6,2023-04-18T18:46:14.873Z,2023-04-21T01:43:41Z,4200606049,140,51.3,4205135975,178,,4200606051,141,27.2,4200606047,56,Center,4200606055,213,1.3,4200606053,212,10.3,,,,,,,dndv2nbwzzvgrlgf6gmeqtryt,K. Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576883,10,61,1,0,44,8mbtyq0has0uu0565fm9t5cdo,0,54.4,79.6,2023-04-18T18:46:16.223Z,2023-04-21T01:43:49Z,4205136179,178,,4200606519,56,Left,4205136177,21,,,,,,,,,,,,,,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577023,8,1,1,0,46,69t8imcdaqlgfbds2p58596my,0,42.2,14.4,2023-04-18T18:46:17.393Z,2023-04-21T01:44:02Z,4205136375,388,,4200607117,56,Back,4200607125,213,1.1,4200607119,140,45.7,4200607123,212,8.1,4200607121,141,25.0,,,,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576935,11,1,1,0,46,8mbtyq0has0uu0565fm9t5cdo,1,54.3,80.2,2023-04-18T18:46:17.753Z,2023-04-21T01:44:09Z,4200606731,56,Left,4205136517,178,,4201907475,140,64.5,4201907473,3,,4201907477,141,85.3,4201907481,213,0.3,4201907479,212,11.3,,,,h4g0ji8lk43f7zcpl79henai,M. Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576939,12,49,1,0,47,8mbtyq0has0uu0565fm9t5cdo,1,56.5,95.1,2023-04-18T18:46:18.636Z,2023-04-21T01:44:19Z,,,,,,,,,,,,,,,,,,,,,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576951,13,1,1,0,49,8mbtyq0has0uu0565fm9t5cdo,1,56.3,94.6,2023-04-18T18:46:20.627Z,2023-04-21T01:44:27Z,4200606787,212,8.1,4200606785,141,91.3,4200606783,140,48.9,4200606789,213,3.4,4205136717,178,,4200606781,56,Back,,,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576981,14,1,1,0,50,8mbtyq0has0uu0565fm9t5cdo,1,48,88.4,2023-04-18T18:46:21.833Z,2023-04-21T01:44:31Z,4200606929,140,37.6,4200606933,212,11.0,4200606935,213,3.0,4200606927,56,Back,4205136743,178,,4200606931,141,90.1,,,,,,,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535576987,15,1,1,0,52,8mbtyq0has0uu0565fm9t5cdo,0,36.3,92,2023-04-18T18:46:23.417Z,2023-04-21T01:44:34Z,4200606959,56,Left,4200606961,140,72.9,4200606957,155,,4205136755,178,,4200606969,1,,4200606965,212,38.4,4200606963,141,90.5,4200606967,213,6.3,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577037,9,12,1,0,54,69t8imcdaqlgfbds2p58596my,1,22,13.1,2023-04-18T18:46:26.231Z,2023-04-21T01:44:41Z,4200607267,167,,4200607197,140,24.9,4200607195,56,Back,4200607201,212,10.5,4200607199,141,0.0,4205136799,388,,4200607203,213,5.0,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577049,10,5,1,0,55,69t8imcdaqlgfbds2p58596my,0,25.2,-1.8,2023-04-18T18:46:26.930Z,2023-04-21T01:44:45Z,4200607311,233,16,4200607243,347,,4200607241,56,Back,,,,,,,,,,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577013,16,5,1,0,55,8mbtyq0has0uu0565fm9t5cdo,1,74.8,101.8,2023-04-18T18:46:26.930Z,2023-04-21T01:44:45Z,4200607077,56,Left,4200607279,233,10,4200607079,347,,,,,,,,,,,,,,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577675,17,1,1,1,29,8mbtyq0has0uu0565fm9t5cdo,0,73.9,100,2023-04-18T18:47:00.580Z,2023-04-21T01:44:47Z,4200610351,212,27.1,4200610349,141,67.0,4200610345,56,Center,4200610343,107,,4200610347,140,86.2,4200610355,1,,4200610353,213,5.2,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577713,11,12,1,1,30,69t8imcdaqlgfbds2p58596my,1,10.2,27.9,2023-04-18T18:47:02.099Z,2023-04-21T01:44:52Z,4200610619,15,,4200610591,141,22.8,4200610595,213,6.1,4205137013,388,,4200610587,56,Back,4200610593,212,20.5,4200610589,140,29.4,,,,5tbz2hexz7vind39ot6govqzu,C. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577815,18,1,1,1,33,8mbtyq0has0uu0565fm9t5cdo,1,63.1,71.1,2023-04-18T18:47:04.568Z,2023-04-21T01:44:58Z,4200611047,213,0.6,4200611043,141,84.2,4200611045,212,15.5,4205137155,178,,4200611039,56,Left,4200611041,140,75.2,,,,,,,8wnv741y7ghjolf8g5c7psru1,J. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577859,19,1,1,1,36,8mbtyq0has0uu0565fm9t5cdo,0,72.4,82.6,2023-04-18T18:47:07.691Z,2023-04-21T01:45:02Z,4200611251,212,29.2,4200611243,140,90.6,4200611247,141,50.1,4205137235,178,,4200611255,213,5.4,4200611237,56,Center,4200611233,155,,,,,1uqgky0sxqjs8bqd2h75rnmjt,C. Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535577903,12,11,1,1,38,69t8imcdaqlgfbds2p58596my,1,10.4,45.8,2023-04-18T18:47:10.168Z,2023-04-21T01:45:06Z,4201908847,378,,4200611453,88,,4205137311,388,,4200611451,56,Back,,,,,,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578071,13,1,1,1,43,69t8imcdaqlgfbds2p58596my,1,15.4,45.8,2023-04-18T18:47:14.465Z,2023-04-21T01:45:09Z,4200612209,56,Back,4200612207,123,,4200612251,287,,4205137369,178,,4200612219,1,,4200612217,213,1.1,4200612215,212,36.5,4200612213,141,93.8,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,4200612211,140,,,,,,,,,,,,,,,30.9,,,,,,,,,,,,,,,,,,,
2535578201,14,1,1,1,46,69t8imcdaqlgfbds2p58596my,1,30.8,93.8,2023-04-18T18:47:17.905Z,2023-04-21T01:45:25Z,4205137483,178,,4200612855,213,3.6,4200612853,212,16.4,4200612851,141,82.1,4200612849,140,17.1,4200612847,56,Back,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578233,15,1,1,1,49,69t8imcdaqlgfbds2p58596my,1,17.1,82.1,2023-04-18T18:47:20.863Z,2023-04-21T01:45:31Z,4200612979,213,4.2,4200612975,212,15.5,4200612971,141,62.4,4200612963,56,Back,4200612967,140,9.6,4205137725,178,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578277,16,1,1,1,51,69t8imcdaqlgfbds2p58596my,1,9.6,62.3,2023-04-18T18:47:23.235Z,2023-04-21T01:45:36Z,4200613183,56,Back,4200613187,141,53.7,4200613193,212,11.0,4200613185,140,18.5,4200613199,213,5.7,4205137899,178,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578317,17,1,1,1,53,69t8imcdaqlgfbds2p58596my,1,18.5,53.7,2023-04-18T18:47:24.417Z,2023-04-21T01:45:41Z,4200613343,141,26.1,4200613347,213,4.4,4200613345,212,19.8,4200613341,140,12.5,4205138045,178,,4200613339,56,Back,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578341,18,1,1,1,55,69t8imcdaqlgfbds2p58596my,1,12.5,26.1,2023-04-18T18:47:26.456Z,2023-04-21T01:45:45Z,4200613481,56,Back,4205138135,178,,4200613489,141,8.6,4200613493,212,13.2,4200613485,140,18.0,4200613497,213,5.2,,,,,,,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578447,19,1,1,1,57,69t8imcdaqlgfbds2p58596my,1,18.1,8.5,2023-04-18T18:47:28.651Z,2023-04-21T01:45:47Z,4200613999,141,14.9,4205138203,178,,4200614001,212,19.8,4200613995,56,Back,4200613997,140,36.5,4200614003,213,0.2,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578463,20,1,1,1,59,69t8imcdaqlgfbds2p58596my,0,36.4,18.2,2023-04-18T18:47:30.515Z,2023-04-21T01:46:23Z,4202035207,233,20,4201909989,286,,4201909987,236,,4200614071,56,Back,4201909771,156,,4205138857,178,,4200614073,140,35.4,4200614077,212,1.2,b1yok7nf3a2fu9voe0oy7o6ad,D. Charles,,4200614075,141,4200614079,213,2.7,,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,
2535578433,20,74,1,1,59,8mbtyq0has0uu0565fm9t5cdo,1,60,71.5,2023-04-18T18:47:30.578Z,2023-04-21T01:46:29Z,4201909947,285,,4202035215,233,20,4205138895,178,,4200613921,56,Center,,,,,,,,,,,,,2di9tk08yuqcb4wn9dvmwh97t,S. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578501,21,1,1,2,0,8mbtyq0has0uu0565fm9t5cdo,0,63,73.8,2023-04-18T18:47:31.725Z,2023-04-21T01:46:47Z,4200614229,141,74.1,4200614233,213,0.0,4200614227,140,76.7,4200614225,56,Center,4200614223,155,,4205139113,178,,4200614231,212,14.4,,,,18loyx03olyhtkt6scybwr8q1,J. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578491,21,44,1,2,2,69t8imcdaqlgfbds2p58596my,1,24.5,22.4,2023-04-18T18:47:33.413Z,2023-04-21T05:37:40Z,4200614345,233,22,4200614201,285,,4200614195,56,Back,,,,,,,,,,,,,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578507,22,44,1,2,2,8mbtyq0has0uu0565fm9t5cdo,0,75.5,77.6,2023-04-18T18:47:33.414Z,2023-04-21T01:46:53Z,4200614249,56,Center,4200614445,233,21,4200614251,286,,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578511,22,1,1,2,2,69t8imcdaqlgfbds2p58596my,1,25,18.2,2023-04-18T18:47:33.424Z,2023-04-21T05:37:40Z,4200614271,56,Back,4205139307,388,,4200614269,3,,4200614279,213,0.6,4200614277,212,10.5,4200614273,140,33.2,4200614275,141,27.0,,,,9eaozqsxv2347nryh9pkmg251,G. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578533,23,1,1,2,3,69t8imcdaqlgfbds2p58596my,1,25.5,34.7,2023-04-18T18:47:34.918Z,2023-04-21T01:47:04Z,4205139439,178,,4200614383,212,4.2,4200614385,213,3.0,4200614379,140,21.6,4200614381,141,35.7,4200614377,56,Back,,,,,,,6q06inb8ukzfsrxy0arxl78q1,A. Morley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578653,24,1,1,2,5,69t8imcdaqlgfbds2p58596my,1,24.2,31.3,2023-04-18T18:47:36.946Z,2023-04-21T01:47:08Z,4200614951,196,,4200614963,1,,4200614961,213,1.4,4200614959,212,41.6,4205139493,178,,4200614957,141,92.0,4200614955,140,29.1,4200614953,56,Back,9bpm5m1tsplxq77m3cbpfm4t1,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578745,25,1,1,2,10,69t8imcdaqlgfbds2p58596my,1,29.3,91.4,2023-04-18T18:47:41.776Z,2023-04-21T01:47:13Z,4200615387,212,17.0,4200615383,141,79.7,4200615389,213,3.6,4200615379,56,Back,4205139637,178,,4200615381,140,15.0,,,,,,,7edc89hg3r6ueacgnkde7fzvu,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578887,26,1,1,2,13,69t8imcdaqlgfbds2p58596my,1,15,79.7,2023-04-18T18:47:45.034Z,2023-04-21T01:47:18Z,4200615999,212,12.9,4200616001,213,4.1,4200615997,141,64.3,4200615993,56,Back,4200615995,140,7.9,4205139739,178,,,,,,,,do0vklx8voqfr05b3j04ilex,G. Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578961,27,1,1,2,21,69t8imcdaqlgfbds2p58596my,1,10.6,56.9,2023-04-18T18:47:52.466Z,2023-04-21T01:47:22Z,4205139819,178,,4200616381,213,0.5,4200616377,141,65.5,4200616375,140,21.6,4200616373,56,Back,4200616379,212,12.9,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578977,28,1,1,2,22,69t8imcdaqlgfbds2p58596my,1,21.6,65.5,2023-04-18T18:47:54.054Z,2023-04-21T01:47:27Z,4200616483,212,17.9,4200616485,213,3.3,4200616479,140,4.8,4205139945,178,,4200616477,56,Back,4200616481,141,61.1,,,,,,,7ybjr8x5s8j4zj17p544h6rmy,G. Thomason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578989,29,1,1,2,24,69t8imcdaqlgfbds2p58596my,0,4.8,61.1,2023-04-18T18:47:55.944Z,2023-04-21T01:47:32Z,4200616521,56,Back,4200616527,212,8.4,4200616525,141,58.1,4200616523,140,12.6,4200616529,213,6.0,4205140065,178,,,,,,,,1c4nu9s3t3p83pufjf3n3xqay,J. Trafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535578979,23,8,1,2,25,8mbtyq0has0uu0565fm9t5cdo,1,84.1,44.8,2023-04-18T18:47:56.518Z,2023-04-21T01:47:37Z,4201911443,385,,4200616489,56,Center,4205140169,178,,,,,,,,,,,,,,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
