id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/9/value,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/value
2521558641,6,5,1,0,31,5qwskbjpa17fvmtuu5qijy7cz,1,54.8,-2,2023-03-18T15:00:46.174Z,2023-03-18T15:26:51Z,4105374791,233,6,4105374747,347,,4105374745,56,Right,,,,,,,,,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558317,6,5,1,0,31,8w89tsles26jm12aoelwvlttt,0,45.2,102,2023-03-18T15:00:46.174Z,2023-03-18T15:01:00Z,4105373211,347,,4105374835,233,6,4105373209,56,Back,,,,,,,,,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558745,7,1,1,0,44,5qwskbjpa17fvmtuu5qijy7cz,1,43.2,0,2023-03-18T15:00:59.387Z,2023-03-18T15:01:02Z,4105375339,107,,4105375341,56,Back,4105375349,213,2.0,4105375347,212,20.7,4105375343,140,35.4,4105375345,141,26.4,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558865,8,1,1,0,47,5qwskbjpa17fvmtuu5qijy7cz,1,36.2,26.8,2023-03-18T15:01:02.555Z,2023-03-18T15:01:06Z,4105375945,213,2.5,4105375943,212,28.1,4105375939,140,15.3,4105375937,56,Back,4105375941,141,52.7,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558981,9,1,1,0,51,5qwskbjpa17fvmtuu5qijy7cz,1,14.2,57.5,2023-03-18T15:01:06.459Z,2023-03-18T15:01:11Z,4105376537,140,29.2,4105376535,56,Back,4105376539,141,85.7,4105376541,212,24.8,4105376543,213,0.9,,,,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559011,10,1,1,0,56,5qwskbjpa17fvmtuu5qijy7cz,0,35.3,81.6,2023-03-18T15:01:11.267Z,2023-03-20T13:15:24Z,4105376691,56,Back,4105376693,140,45.6,4105376695,141,100.0,4105376699,213,0.9,4105376697,212,17.5,,,,,,,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559059,11,43,1,0,57,5qwskbjpa17fvmtuu5qijy7cz,1,0,0,2023-03-18T15:01:12.490Z,2023-03-20T13:15:14Z,4105376861,212,12.4,4112878339,144,1,4105376857,140,53.6,4105376863,213,0.4,4105376859,141,100.0,4105376855,56,Left,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559297,7,5,1,0,59,8w89tsles26jm12aoelwvlttt,1,46.8,-1.4,2023-03-18T15:01:13.788Z,2023-03-18T15:26:51Z,4105377937,347,,4105377933,56,Back,4105377987,233,12,,,,,,,,,,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559071,12,5,1,0,59,5qwskbjpa17fvmtuu5qijy7cz,0,53.2,101.4,2023-03-18T15:01:13.788Z,2023-03-18T15:01:23Z,4105378005,233,7,4105376917,347,,4105376915,56,Left,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559369,8,1,1,1,7,8w89tsles26jm12aoelwvlttt,1,49.1,0,2023-03-18T15:01:22.445Z,2023-03-18T15:01:24Z,4105378271,141,8.2,4105378269,140,32.0,4105378273,212,19.2,4105378265,107,,4105378267,56,Back,4105378275,213,2.8,,,,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559429,9,1,1,1,9,8w89tsles26jm12aoelwvlttt,1,31,8.3,2023-03-18T15:01:24.638Z,2023-03-18T15:01:27Z,4105378601,140,18.4,4105378605,141,26.1,4105378613,213,2.4,4105378609,212,17.9,4105378597,56,Back,,,,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559543,10,1,1,1,12,8w89tsles26jm12aoelwvlttt,1,18.4,26.1,2023-03-18T15:01:27.062Z,2023-03-18T15:01:30Z,4105379203,56,Back,4105379215,213,2.1,4105379213,212,19.5,4105379207,140,9.5,4105379211,141,51.3,,,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559645,11,1,1,1,16,8w89tsles26jm12aoelwvlttt,0,11.2,52.1,2023-03-18T15:01:30.878Z,2023-03-18T15:01:34Z,4105379683,1,,4105379667,56,Left,4105379681,213,0.6,4105379675,141,100.0,4105379671,140,58.9,4105379663,155,,4105379679,212,60.3,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559657,12,5,1,1,19,8w89tsles26jm12aoelwvlttt,0,58.6,101.5,2023-03-18T15:01:34.091Z,2023-03-18T15:26:51Z,4105379751,347,,4105381157,233,13,4105379747,56,Left,,,,,,,,,,,,,,,,32sqctjujedqsab4xwy1pwlbd,J. Cumming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559933,13,5,1,1,19,5qwskbjpa17fvmtuu5qijy7cz,1,41.4,-1.5,2023-03-18T15:01:34.091Z,2023-03-18T15:01:42Z,4105381099,233,12,4105381077,56,Back,4105381079,347,,,,,,,,,,,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560017,14,1,1,1,27,5qwskbjpa17fvmtuu5qijy7cz,1,41.7,0,2023-03-18T15:01:42.106Z,2023-03-18T15:01:44Z,4105381475,107,,4105381481,141,22.7,4105381477,56,Back,4105381483,212,16.8,4105381479,140,45.4,4105381485,213,1.3,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560201,15,1,1,1,29,5qwskbjpa17fvmtuu5qijy7cz,1,44.7,28.9,2023-03-18T15:01:44.475Z,2023-03-18T15:01:50Z,4105382411,212,25.9,4105382405,56,Back,4105382413,213,1.8,4105382407,140,38.0,4105382409,141,65.5,,,,,,,,,,a5cmnj0nhdbux68291ipqcei2,D. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560285,16,1,1,1,35,5qwskbjpa17fvmtuu5qijy7cz,0,34.8,66.4,2023-03-18T15:01:50.211Z,2023-03-18T15:01:52Z,4105382851,212,36.8,4105382839,56,Left,4105382859,1,,4105382831,155,,4105382845,140,67.8,4105382849,141,84.5,4105382853,213,0.3,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560373,13,1,1,1,37,8w89tsles26jm12aoelwvlttt,1,31.9,6.5,2023-03-18T15:01:52.110Z,2023-03-18T15:01:54Z,4105383267,212,12.6,4105383265,141,6.2,4105383257,3,,4105383269,213,6.3,4105383259,56,Back,4105383261,140,43.9,,,,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560383,14,49,1,1,39,8w89tsles26jm12aoelwvlttt,1,43.9,6.2,2023-03-18T15:01:54.134Z,2023-03-18T15:01:54Z,,,,,,,,,,,,,,,,,,,,,,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560497,15,4,1,1,41,8w89tsles26jm12aoelwvlttt,1,37.6,14.6,2023-03-18T15:01:56.242Z,2023-03-18T15:01:58Z,4105384229,233,17,4105383937,13,,4105383945,286,,4105383941,152,,4105383939,56,Back,4105383943,265,,,,,,,,s2phyy6eoysnxu96rw2ivnx1,S. Kaikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560527,17,4,1,1,41,5qwskbjpa17fvmtuu5qijy7cz,0,62.4,85.4,2023-03-18T15:01:56.243Z,2023-03-18T15:01:59Z,4105384079,56,Left,4105384085,285,,4105384077,13,,4105384081,152,,4105384293,233,15,4105384083,265,,,,,,,,7uhajc3suc68vemamuc3dyvp,S. Whalley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560951,16,1,1,1,50,8w89tsles26jm12aoelwvlttt,1,34.4,14.1,2023-03-18T15:02:05.622Z,2023-03-18T15:02:07Z,4105386151,56,Back,4105386155,141,37.4,4105386153,140,27.4,4105386147,5,,4105386149,152,,4105386157,212,17.5,4105386159,213,2.0,,,,4k2uxd5rl1u8ctyxh3d765fqh,T. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561081,17,1,1,1,52,8w89tsles26jm12aoelwvlttt,1,27.4,37.4,2023-03-18T15:02:07.654Z,2023-03-18T15:02:11Z,4105386825,140,27.2,4105386829,141,79.1,4105386839,213,1.6,4105386821,56,Back,4105386833,212,28.4,,,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561153,18,1,1,1,56,8w89tsles26jm12aoelwvlttt,1,27.2,79.1,2023-03-18T15:02:11.421Z,2023-03-18T15:02:13Z,4105387213,141,92.3,4105387209,140,31.4,4105387207,56,Back,4105387217,212,10.0,4105387221,213,1.1,,,,,,,,,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561277,19,1,1,1,58,8w89tsles26jm12aoelwvlttt,1,31.4,92.3,2023-03-18T15:02:13.509Z,2023-03-18T15:02:16Z,4105387787,140,43.9,4105387785,56,Back,4105387789,141,85.3,4105387793,213,5.9,4105387791,212,14.0,,,,,,,,,,9j8icoctjp1icwle91r62q76x,D. Harvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561283,20,4,1,2,1,8w89tsles26jm12aoelwvlttt,1,42.8,77,2023-03-18T15:02:16.245Z,2023-03-18T15:02:18Z,4105387817,56,Back,4105388083,233,18,4105387815,13,,4105387819,152,,4105387823,286,,4105387821,265,,,,,,,,2uids8ea8jv4r62psqj37x3e2,M. Eisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561305,18,4,1,2,1,5qwskbjpa17fvmtuu5qijy7cz,0,57.2,23,2023-03-18T15:02:16.246Z,2023-03-18T15:02:18Z,4105387915,152,,4105387917,265,,4105387913,56,Center,4105387919,285,,4105387911,13,,4105388115,233,20,,,,,,,ag8f1ksvfel1a0y49d0iypuui,Baba Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561891,21,1,1,2,15,8w89tsles26jm12aoelwvlttt,0,43.2,82,2023-03-18T15:02:30.110Z,2023-03-18T15:02:43Z,4105391023,56,Center,4105391019,155,,4105391037,213,6.1,4105391021,152,,4105391027,140,87.5,4105391031,141,67.8,4105391017,5,,4105391041,1,,5obqs1ezswoc3ns0c9k4qai8l,D. Lewington,4105391033,212,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561903,22,43,1,2,19,8w89tsles26jm12aoelwvlttt,1,0,0,2023-03-18T15:02:34.309Z,2023-03-18T15:02:41Z,4105392665,144,61,4105391085,56,Center,,,,,,,,,,,,,,,,,,,6evqqxq5e0y1uvigg6bss4frp,W. Grigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561931,19,8,1,2,20,5qwskbjpa17fvmtuu5qijy7cz,1,8.8,30.3,2023-03-18T15:02:35.203Z,2023-03-20T13:17:01Z,4112880305,385,,4105391175,56,Back,,,,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562141,20,6,1,2,23,5qwskbjpa17fvmtuu5qijy7cz,0,3.4,31.2,2023-03-18T15:02:38.518Z,2023-03-20T13:17:19Z,4105392297,73,,4105392467,233,23,4105392293,56,Back,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562157,23,6,1,2,23,8w89tsles26jm12aoelwvlttt,1,96.6,68.8,2023-03-18T15:02:38.518Z,2023-03-18T15:02:40Z,4105392385,56,Center,4105392387,73,,4105392413,233,20,,,,,,,,,,,,,,,,6evqqxq5e0y1uvigg6bss4frp,W. Grigg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563297,24,1,1,2,50,8w89tsles26jm12aoelwvlttt,1,99.5,99.5,2023-03-18T15:03:05.701Z,2023-03-20T13:18:14Z,4105398301,140,91.2,4112881019,72,,4105402269,154,,4105398299,56,Center,4105398303,141,42.4,4105398295,155,,4105398307,213,4.5,4105402265,210,15,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,4105398291,2,,1,4105398309,1,4105398293,6,4112881017,387,4105398297,225,4105398305,212,39.8,,,,,,,,,,,,,,,,,,,,
2521563305,25,15,1,2,56,8w89tsles26jm12aoelwvlttt,1,88.5,42.3,2023-03-18T15:03:11.119Z,2023-03-20T13:18:14Z,4105402375,147,52.0,4112881635,77,,4105409931,101,,4105400819,82,,4105402379,231,47.8,4105402369,103,26.4,4105398351,56,Center,4105400809,25,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,4105402377,230,99.3,,4105400817,328,4105402367,102,4105402373,146,4105402361,154,4105402359,29,,53.4,99.7,4105402363,55,24,4105400811,15,4105398349,17,4105402371,100,4105400983,233,21,,,,,,
2521563283,21,10,1,2,56,5qwskbjpa17fvmtuu5qijy7cz,1,1.4,47.4,2023-03-18T15:03:11.219Z,2023-03-20T13:17:46Z,4105399437,14,,4105401127,233,25,4105398243,94,,4105398247,56,Back,,,,,,,,,,,,,dzitwscdk6ogkf6bstbrik53p,S. McConville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563383,22,12,1,2,58,5qwskbjpa17fvmtuu5qijy7cz,1,4.7,41.3,2023-03-18T15:03:12.923Z,2023-03-18T15:03:15Z,4105398665,213,4.1,4105398659,141,31.3,4105398657,140,0.0,4105398655,56,Back,4105398661,212,8.6,4105398753,15,,4105398901,167,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563419,23,6,1,2,59,5qwskbjpa17fvmtuu5qijy7cz,0,0,32,2023-03-18T15:03:13.857Z,2023-03-20T13:19:15Z,4105399081,233,26,4105398859,56,Back,4105398861,73,,,,,,,,,,,,,,,,,74x5iaolqfr7r3on2uuriooyy,D. Tharme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563431,26,6,1,2,59,8w89tsles26jm12aoelwvlttt,1,100,68,2023-03-18T15:03:13.857Z,2023-03-18T15:03:21Z,4105398917,73,,4105398915,56,Center,4105399035,233,23,,,,,,,,,,,,,,,,1vfuzp09s9oj95ruav4ln9ch6,J. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564355,27,1,1,3,20,8w89tsles26jm12aoelwvlttt,0,99.5,99.5,2023-03-18T15:03:35.173Z,2023-03-20T13:19:22Z,4105403707,2,,4105403723,213,4.6,4105403719,141,46.1,4112883339,387,,4105403721,212,36.4,4105403715,56,Center,4112883341,72,,4105403713,225,,8uch2zjj8vxmfi2l544j5ipxx,J. McEachran,4105403711,155,,,4105403709,6,4105403725,1,4105403717,140,,,,,,,96.9,,,,,,,,,,,,,,,,,,
2521564489,24,12,1,3,24,5qwskbjpa17fvmtuu5qijy7cz,1,2.4,57.8,2023-03-18T15:03:39.466Z,2023-03-18T15:03:42Z,4105404371,140,17.8,4105404369,56,Back,4105404375,212,29.9,4105404373,141,94.8,4105404377,213,1.0,,,,,,,,,,1aq6osi0b0c580dlu9ugnjaei,T. Savin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564503,25,49,1,3,26,5qwskbjpa17fvmtuu5qijy7cz,1,18,96.6,2023-03-18T15:03:41.443Z,2023-03-20T13:19:54Z,,,,,,,,,,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564639,26,1,1,3,27,5qwskbjpa17fvmtuu5qijy7cz,0,14.2,95.8,2023-03-18T15:03:42.452Z,2023-03-20T13:19:57Z,4112883977,212,3.6,4112883979,213,5.9,4112883973,140,17.4,4112883975,141,93.8,4105405059,56,Back,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564531,28,61,1,3,28,8w89tsles26jm12aoelwvlttt,1,82,3.8,2023-03-18T15:03:43.453Z,2023-03-20T13:19:58Z,4105404597,56,Right,,,,,,,,,,,,,,,,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521565339,27,5,1,3,30,5qwskbjpa17fvmtuu5qijy7cz,1,22.5,101.6,2023-03-18T15:03:44.958Z,2023-03-18T15:26:52Z,4105408461,347,,4105408515,233,29,4105408455,56,Back,,,,,,,,,,,,,,,,8w9kh0cuund2pw8wzs0rjrbah,R. Longelo-Mbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564823,29,5,1,3,30,8w89tsles26jm12aoelwvlttt,0,77.5,-1.6,2023-03-18T15:03:44.958Z,2023-03-18T15:04:04Z,4105405883,56,Right,4105405885,347,,4105408539,233,27,,,,,,,,,,,,,,,,9mgcugydtvdr5wk7qii9wpd2i,C. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521565539,28,1,1,3,48,5qwskbjpa17fvmtuu5qijy7cz,1,20.5,100,2023-03-18T15:04:03.522Z,2023-03-18T15:04:09Z,4105409437,107,,4105409445,212,48.3,4105409447,213,4.6,4105409441,140,15.9,4105409439,56,Back,4105409443,141,30.9,4105409449,1,,,,,djjkjjtiuwnbaau5lv6iqkwr9,M. Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
