id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2486672453,6,44,1,0,10,1musyruv2ufjrjnj6gvdbr8kt,0,65.2,89.2,2022-11-19T15:04:57.146Z,2022-11-22T06:18:10Z,3921301959,233,5,3921301859,56,Left,3921301861,286,,,,,,,,,,,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486969645,764,1,1,0,10,82kapkjwonlv9j1ui0ytv5sii,0,36.3,17.9,2022-11-19T15:04:57.239Z,2022-11-22T07:48:45Z,3922873495,141,17.0,3922873491,56,Back,3922873497,212,1.7,3922873499,213,5.9,3922873489,3,,3923820001,388,,3922873493,140,37.8,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672457,7,61,1,0,10,1musyruv2ufjrjnj6gvdbr8kt,1,66.1,89.9,2022-11-19T15:04:57.290Z,2022-11-22T06:18:19Z,3923820053,15,,3921301883,56,Left,3923820055,388,,,,,,,,,,,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672463,8,43,1,0,11,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2022-11-19T15:04:58.130Z,2022-11-19T15:05:02Z,3921302295,144,74,3921301913,56,Left,3921301915,285,0,,,,,,,,,,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672495,9,3,1,0,12,1musyruv2ufjrjnj6gvdbr8kt,0,66.2,95.6,2022-11-19T15:04:59.640Z,2022-11-22T06:18:31Z,3922874941,465,,3923820207,178,,3921302521,233,7,3921302055,56,Left,3921302057,286,,,,,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672529,7,7,1,0,12,82kapkjwonlv9j1ui0ytv5sii,1,33.8,4.4,2022-11-19T15:04:59.720Z,2022-11-22T06:18:37Z,3921302255,285,,3921302251,56,Back,3921302245,167,,3922874961,385,,3921302503,233,9,3923820279,389,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672511,6,43,1,0,12,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-11-19T15:04:59.935Z,2022-11-19T15:05:04Z,3921302131,56,Back,3921302149,233,9,3921302461,144,7,3921302133,285,0,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672539,8,5,1,0,13,82kapkjwonlv9j1ui0ytv5sii,0,35,-1.9,2022-11-19T15:05:00.368Z,2022-11-22T06:18:41Z,3921302277,56,Back,3921302551,233,10,3921302279,347,,,,,,,,,,,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672587,10,5,1,0,13,1musyruv2ufjrjnj6gvdbr8kt,1,65,101.9,2022-11-19T15:05:00.368Z,2022-11-22T06:18:40Z,3921302533,233,8,3921302513,56,Left,3921302515,347,,,,,,,,,,,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672599,11,1,1,0,17,1musyruv2ufjrjnj6gvdbr8kt,1,65.4,100,2022-11-19T15:05:04.668Z,2022-11-22T06:18:46Z,3921302623,212,13.7,3921302615,107,,3921302617,56,Left,3921302621,141,83.0,3921302625,213,5.1,3921302619,140,69.9,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672611,12,1,1,0,18,1musyruv2ufjrjnj6gvdbr8kt,1,70.5,85.1,2022-11-19T15:05:05.672Z,2022-11-22T06:18:59Z,3921302701,212,9.4,3921302703,213,2.3,3921302699,141,95.8,3921302695,56,Left,3923820591,178,,3921302697,140,64.8,,,,,,,4l7yeuoabotmlfo5n719msrmd,J. Windass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672635,13,1,1,0,20,1musyruv2ufjrjnj6gvdbr8kt,1,65.1,97.9,2022-11-19T15:05:07.545Z,2022-11-22T06:19:05Z,3921302789,140,54.8,3921302799,213,3.4,3923820651,178,,3921302797,212,11.2,3921302785,56,Left,3921302795,141,93.4,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672661,14,1,1,0,21,1musyruv2ufjrjnj6gvdbr8kt,0,57.7,95,2022-11-19T15:05:08.226Z,2022-11-22T06:19:11Z,3923820727,178,,3921302903,141,70.5,3921302901,140,68.2,3921302905,212,20.0,3921302899,56,Center,3921302907,213,5.3,,,,,,,ekbsso6hq913ss7jerbusyled,B. Bannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672677,9,49,1,0,22,82kapkjwonlv9j1ui0ytv5sii,1,30.5,28.6,2022-11-19T15:05:09.940Z,2022-11-22T06:19:17Z,,,,,,,,,,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672975,10,1,1,0,23,82kapkjwonlv9j1ui0ytv5sii,0,28.3,29.7,2022-11-19T15:05:10.869Z,2022-11-22T09:19:04Z,3923820859,178,,3921304567,212,27.5,3921304561,56,Back,3921304565,141,40.9,3921304569,213,2.9,3921304563,140,3.1,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672821,15,79,1,0,28,1musyruv2ufjrjnj6gvdbr8kt,0,0,0,2022-11-19T15:05:15.582Z,2022-11-22T07:55:42Z,3921303723,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673021,11,1,1,0,30,82kapkjwonlv9j1ui0ytv5sii,0,3.8,40,2022-11-19T15:05:17.206Z,2022-11-22T06:19:23Z,3921313303,189,,3921304785,140,61.4,3921304787,141,59.4,3921304791,213,0.2,3921304789,212,61.9,3923820897,178,,3921304793,1,,3922876989,157,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,3921304783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486970323,885,1,1,0,31,1musyruv2ufjrjnj6gvdbr8kt,0,38.6,45.8,2022-11-19T15:05:18.586Z,2022-11-22T06:19:30Z,3922877383,141,29.4,3923820997,388,,3922877387,213,5.8,3922877379,56,Center,3922877381,140,56.6,3922877385,212,21.9,3922877377,3,,,,,e2b2wcox0ibhasr4zf5nphdqt,M. Ihiekwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672901,16,79,1,0,32,1musyruv2ufjrjnj6gvdbr8kt,1,0,0,2022-11-19T15:05:19.639Z,2022-11-22T07:55:41Z,3921304147,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673033,12,3,1,0,34,82kapkjwonlv9j1ui0ytv5sii,1,49,72.2,2022-11-19T15:05:21.976Z,2022-11-22T06:19:48Z,3921304817,286,,3921304815,56,Back,3921304851,233,17,3923821163,178,,3922877587,465,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486672971,17,45,1,0,34,1musyruv2ufjrjnj6gvdbr8kt,0,51,27.8,2022-11-19T15:05:21.976Z,2022-11-22T06:19:48Z,3921304547,56,Center,3921304551,285,,3921304873,233,12,,,,,,,,,,,,,,,,94opm6ljk3l7yqa2rzwq2gw6h,T. Bakinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673063,13,1,1,0,37,82kapkjwonlv9j1ui0ytv5sii,1,60.8,83.1,2022-11-19T15:05:24.942Z,2022-11-22T06:19:51Z,3921304949,56,Left,3921304953,141,95.8,3921304951,140,70.4,3921304955,212,13.3,3921304957,213,0.7,3923821219,178,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673141,14,1,1,0,39,82kapkjwonlv9j1ui0ytv5sii,1,72.7,94.8,2022-11-19T15:05:26.981Z,2022-11-22T06:19:56Z,3921305363,140,57.6,3923821261,178,,3921305361,56,Left,3921305365,141,91.4,3921305367,212,16.0,3921305369,213,3.3,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673159,15,1,1,0,44,82kapkjwonlv9j1ui0ytv5sii,0,63.2,79.1,2022-11-19T15:05:31.862Z,2022-11-22T06:20:04Z,3921305451,141,63.7,3921305455,213,5.4,3921305447,56,Center,3923821363,178,,3921305449,140,71.2,3921305453,212,13.4,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673193,18,8,1,0,45,1musyruv2ufjrjnj6gvdbr8kt,1,31.2,35.2,2022-11-19T15:05:32.471Z,2022-11-22T06:20:10Z,3922880243,385,,3923821433,178,,3921305621,56,Back,,,,,,,,,,,,,,,,7f87a26gzayk0bfzbm42huuw9,F. Dele-Bashiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673413,16,5,1,0,48,82kapkjwonlv9j1ui0ytv5sii,1,79.2,100.6,2022-11-19T15:05:35.243Z,2022-11-22T06:20:13Z,3921306717,56,Left,3921306719,347,,3921306779,233,19,,,,,,,,,,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673209,19,5,1,0,48,1musyruv2ufjrjnj6gvdbr8kt,0,20.8,-0.6,2022-11-19T15:05:35.243Z,2022-11-22T06:20:13Z,3921305727,56,Back,3921306813,233,16,3921305729,347,,,,,,,,,,,,,,,,,7f87a26gzayk0bfzbm42huuw9,F. Dele-Bashiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673443,17,1,1,0,56,82kapkjwonlv9j1ui0ytv5sii,1,83.3,100,2022-11-19T15:05:43.179Z,2022-11-22T06:20:24Z,3921306903,56,Left,3921306909,212,7.8,3921306907,141,89.4,3921306901,107,,3921306911,213,4.6,3921306905,140,82.3,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673465,18,1,1,0,57,82kapkjwonlv9j1ui0ytv5sii,1,82.3,89.6,2022-11-19T15:05:44.844Z,2022-11-22T06:20:29Z,3923821677,178,,3921307023,213,0.6,3921307015,56,Left,3921307017,140,87.9,3921307021,212,7.3,3921307019,141,96.0,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673483,19,1,1,0,58,82kapkjwonlv9j1ui0ytv5sii,1,89.6,98.3,2022-11-19T15:05:45.613Z,2022-11-22T06:20:34Z,3921307117,141,95.2,3921307115,140,81.1,3921307121,213,3.4,3921307119,212,9.2,3923821739,178,,3921307113,56,Left,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673517,20,1,1,0,59,82kapkjwonlv9j1ui0ytv5sii,1,82.1,92.1,2022-11-19T15:05:46.986Z,2022-11-22T06:20:37Z,3923821771,178,,3921307263,140,78.3,3921307269,213,4.2,3921307267,212,7.7,3921307261,56,Left,3921307265,141,82.4,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673595,21,1,1,1,2,82kapkjwonlv9j1ui0ytv5sii,1,79.2,84.2,2022-11-19T15:05:49.251Z,2022-11-22T06:20:41Z,3923821823,178,,3921307683,212,13.6,3921307679,140,91.4,3921307681,141,90.8,3921307685,213,0.3,3921307677,56,Left,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673695,22,1,1,1,4,82kapkjwonlv9j1ui0ytv5sii,1,90.2,93.4,2022-11-19T15:05:51.832Z,2022-11-22T06:20:44Z,3923821867,178,,3921308159,212,11.9,3921308149,56,Left,3921308153,140,78.9,3921308155,141,93.1,3921308163,213,3.2,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673723,23,1,1,1,8,82kapkjwonlv9j1ui0ytv5sii,1,76.4,90.1,2022-11-19T15:05:55.088Z,2022-11-22T06:20:47Z,3921308313,212,13.3,3923821889,178,,3921308309,140,70.1,3921308307,56,Center,3921308311,141,73.2,3921308315,213,4.2,,,,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673755,24,1,1,1,10,82kapkjwonlv9j1ui0ytv5sii,1,70.5,68.4,2022-11-19T15:05:57.087Z,2022-11-22T06:20:52Z,3921308469,212,27.8,3923821961,178,,3921308465,140,58.7,3921308467,141,31.8,3921308463,56,Center,3921308471,213,4.3,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673843,25,1,1,1,12,82kapkjwonlv9j1ui0ytv5sii,1,57.4,25.4,2022-11-19T15:05:59.803Z,2022-11-22T06:20:58Z,3921308941,56,Right,3921308945,141,5.2,3921308947,212,18.4,3921308949,213,5.4,3923821999,178,,3921308943,140,69.1,,,,,,,cjroc2z4lnw58m804ihu8tm1h,M. Pennington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487152745,934,83,1,1,16,1musyruv2ufjrjnj6gvdbr8kt,1,36.6,81.8,2022-11-19T15:06:03.228Z,2022-11-22T06:52:29Z,3923845133,399,180293,,,,,,,,,,,,,,,,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673909,26,1,1,1,17,82kapkjwonlv9j1ui0ytv5sii,1,57.1,24,2022-11-19T15:06:04.992Z,2022-11-22T06:21:03Z,3921309313,212,12.4,3921309311,141,27.1,3921309317,213,3.0,3923822073,178,,3921309307,56,Back,3921309309,140,45.5,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673939,27,1,1,1,20,82kapkjwonlv9j1ui0ytv5sii,0,45.6,25.2,2022-11-19T15:06:07.090Z,2022-11-22T06:21:05Z,3921309453,212,49.4,3921309449,140,92.6,3921309447,56,Center,3921309455,213,0.0,3921309451,141,27.9,3923822099,178,,3921309445,155,,3921309457,1,,1tkhk7k78uqvkegtn5i9r132t,C. Dunkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486673957,20,52,1,1,23,1musyruv2ufjrjnj6gvdbr8kt,1,9.5,65.3,2022-11-19T15:06:10.291Z,2022-11-22T06:21:07Z,3922883253,376,,3923822141,178,,,,,,,,,,,,,,,,,,,,24g3kj5853y2af5ncqhwlfbp,D. Stockdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674087,21,1,1,1,27,1musyruv2ufjrjnj6gvdbr8kt,1,12.8,59.4,2022-11-19T15:06:14.212Z,2022-11-22T06:21:11Z,3921310313,123,,3921310323,212,25.1,3921310319,141,89.6,3923822193,178,,3921310329,213,1.0,3921310315,56,Back,3921310317,140,26.6,,,,24g3kj5853y2af5ncqhwlfbp,D. Stockdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674137,22,1,1,1,31,1musyruv2ufjrjnj6gvdbr8kt,1,33.9,97.3,2022-11-19T15:06:18.588Z,2022-11-22T06:21:34Z,3923822499,178,,3921310657,213,5.6,3921310655,212,27.2,3921310651,140,54.1,3921310649,56,Center,3921310653,141,72.3,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674209,23,1,1,1,33,1musyruv2ufjrjnj6gvdbr8kt,1,57.3,77.3,2022-11-19T15:06:20.548Z,2022-11-22T06:21:50Z,3921311141,213,1.0,3923822665,178,,3921311139,212,14.9,3921311137,141,96.2,3921311135,140,64.5,3921311133,56,Left,,,,,,,4l7yeuoabotmlfo5n719msrmd,J. Windass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674301,24,1,1,1,39,1musyruv2ufjrjnj6gvdbr8kt,1,70.9,88.6,2022-11-19T15:06:26.117Z,2022-11-22T06:21:59Z,3921311609,212,9.8,3921311603,56,Left,3921311605,140,62.7,3921311611,213,2.6,3923822775,178,,3921311607,141,95.4,,,,,,,mpzi06x1j85ahwkrbsa20kmi,A. Mighten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674359,25,1,1,1,42,1musyruv2ufjrjnj6gvdbr8kt,1,69.7,92.7,2022-11-19T15:06:29.948Z,2022-11-22T06:22:04Z,3921311877,141,74.8,3921311875,140,63.7,3921311881,213,4.2,3921311879,212,13.7,3923822887,178,,3921311873,56,Center,,,,,,,3hq7q7p30s923cbbvw1070lp1,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674391,26,1,1,1,45,1musyruv2ufjrjnj6gvdbr8kt,1,66.1,75.8,2022-11-19T15:06:32.590Z,2022-11-22T06:22:10Z,3921312125,56,Center,3923822973,178,,3921312135,212,7.0,3921312137,213,3.8,3921312129,140,60.7,3921312133,141,69.7,,,,,,,7f87a26gzayk0bfzbm42huuw9,F. Dele-Bashiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674429,27,1,1,1,48,1musyruv2ufjrjnj6gvdbr8kt,1,64.1,66,2022-11-19T15:06:35.757Z,2022-11-22T06:22:21Z,3921312329,141,31.2,3921312331,212,24.0,3921312325,56,Center,3921312327,140,60.5,3921312333,213,4.6,3923823135,178,,,,,,,,94opm6ljk3l7yqa2rzwq2gw6h,T. Bakinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486674469,28,1,1,1,51,1musyruv2ufjrjnj6gvdbr8kt,1,62.7,26.4,2022-11-19T15:06:38.637Z,2022-11-22T06:22:32Z,3921312575,56,Right,3921312577,140,64.5,3921312579,141,6.6,3921312581,212,13.6,3923823271,178,,3921312583,213,4.9,,,,,,,e2b2wcox0ibhasr4zf5nphdqt,M. Ihiekwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
