id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/9/value,qualifier/12/value,assist
2509120867,8,1,1,0,12,2ezfenuwk3y65p8jdbj55xqt0,1,59,41,2023-02-18T14:59:44.132Z,2023-02-21T05:20:10Z,4039610611,140,57.5,4039610617,213,4.6,4047159113,178,,4039610609,56,Right,4039610615,212,20.2,4039610613,141,11.4,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509120883,9,1,1,0,14,2ezfenuwk3y65p8jdbj55xqt0,1,57.5,11.4,2023-02-18T14:59:46.320Z,2023-02-21T05:20:13Z,4039610699,141,10.6,4039610701,212,16.4,4039610703,213,6.2,4047159157,178,,4039610697,140,73.1,4039610695,56,Right,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509120939,10,1,1,0,16,2ezfenuwk3y65p8jdbj55xqt0,1,74.6,10.6,2023-02-18T14:59:48.512Z,2023-02-21T05:20:16Z,4039610933,140,89.3,4039610935,141,19.8,4039610937,212,16.7,4047159197,178,,4039610931,56,Right,4039610939,213,0.4,,,,,,,effzy3ttltffcz92a3ro4woa,A. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509120951,11,1,1,0,20,2ezfenuwk3y65p8jdbj55xqt0,0,95.2,12.9,2023-02-18T14:59:52.600Z,2023-02-21T05:20:19Z,4039611005,141,24.6,4047159213,178,,4039610999,155,,4045702913,20,,4039610997,2,,4039611001,56,Center,4039611009,212,10.0,4039611003,140,100.0,cvxq0jdcg97tafit6s7s447v9,M. Bonne,4039611013,213,0.9,4045702911,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509120937,4,5,1,0,22,3ptd7zlc5isrongig0wij2id4,1,-1,69.4,2023-02-18T14:59:54.572Z,2023-02-21T05:20:21Z,4039610929,346,,4039611049,233,12,4039610927,56,Back,,,,,,,,,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509120957,12,5,1,0,22,2ezfenuwk3y65p8jdbj55xqt0,0,101,30.6,2023-02-18T14:59:54.572Z,2023-02-21T05:20:20Z,4039611033,346,,4039611031,56,Center,4039611079,233,4,,,,,,,,,,,,,,,,cvxq0jdcg97tafit6s7s447v9,M. Bonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121365,5,1,1,0,52,3ptd7zlc5isrongig0wij2id4,0,5.1,43,2023-02-18T15:00:24.252Z,2023-02-21T05:20:23Z,4039612811,212,61.4,4039612805,56,Center,4039612807,140,62.9,4039612803,124,,4045703037,155,,4039612813,213,6.1,4039612815,1,,4039612809,141,29.2,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,4039612817,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121389,13,1,1,0,56,2ezfenuwk3y65p8jdbj55xqt0,1,29.4,74.5,2023-02-18T15:00:28.041Z,2023-02-21T05:20:27Z,4039612923,213,0.0,4047159343,388,,4039612919,141,74.8,4039612915,56,Back,4039612921,212,9.5,4039612917,140,38.4,4039612913,3,,,,,am14op2bc5krnoxpj6w9n5sk,L. Ness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121393,14,49,1,0,56,2ezfenuwk3y65p8jdbj55xqt0,1,38.4,74.8,2023-02-18T15:00:28.704Z,2023-02-21T06:21:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6a08s0d0sgt7iw37spmo4bro5,S. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121435,15,1,1,0,59,2ezfenuwk3y65p8jdbj55xqt0,1,38.9,91.5,2023-02-18T15:00:31.074Z,2023-02-21T05:20:35Z,4047159447,178,,4039613119,140,29.7,4039613125,213,2.9,4039613121,141,94.8,4039613117,56,Back,4039613123,212,9.9,,,,,,,6a08s0d0sgt7iw37spmo4bro5,S. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121461,16,1,1,0,59,2ezfenuwk3y65p8jdbj55xqt0,0,29.7,94.8,2023-02-18T15:00:31.726Z,2023-02-21T05:20:38Z,4039613211,155,,4039613219,212,41.6,4039613223,1,,4039613213,56,Left,4047159471,178,,4039613215,140,69.2,4039613221,213,6.2,4039613217,141,90.6,56g3fffeygobuei72gnkm9a09,S. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121487,6,1,1,1,2,3ptd7zlc5isrongig0wij2id4,1,30.5,9.7,2023-02-18T15:00:34.750Z,2023-02-21T05:20:41Z,4047159505,388,,4039613369,213,0.1,4039613361,56,Back,4039613359,3,,4039613367,212,15.4,4039613365,141,11.9,4039613363,140,45.1,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510273175,731,61,1,1,3,3ptd7zlc5isrongig0wij2id4,1,31.9,12.1,2023-02-18T15:00:35.757Z,2023-02-21T05:20:57Z,4045703503,56,Back,4047159657,178,,4047159655,21,,,,,,,,,,,,,,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121513,17,61,1,1,3,2ezfenuwk3y65p8jdbj55xqt0,1,69.2,89.4,2023-02-18T15:00:35.792Z,2023-02-21T05:21:01Z,4039613499,56,Left,4047159695,21,,4047159697,178,,,,,,,,,,,,,,,,,6a08s0d0sgt7iw37spmo4bro5,S. Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121519,7,49,1,1,5,3ptd7zlc5isrongig0wij2id4,1,46.1,7.3,2023-02-18T15:00:37.878Z,2023-02-21T05:21:09Z,,,,,,,,,,,,,,,,,,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510551985,1230,83,1,1,6,2ezfenuwk3y65p8jdbj55xqt0,1,55.1,91.6,2023-02-18T15:00:38.567Z,2023-02-21T06:22:31Z,4047187197,399,431016,,,,,,,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121553,8,1,1,1,6,3ptd7zlc5isrongig0wij2id4,1,46.1,7.3,2023-02-18T15:00:38.633Z,2023-02-21T06:22:22Z,4039613683,213,3.2,4039613679,141,7.0,4039613681,212,21.8,4039613675,56,Back,4039613677,140,25.3,4047159859,178,,,,,,,,1la1hsnuheliwojwmcbxroy96,J. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121569,9,1,1,1,7,3ptd7zlc5isrongig0wij2id4,0,25.3,7,2023-02-18T15:00:39.221Z,2023-02-21T05:21:36Z,4039613759,213,6.3,4047160161,178,,4039613751,56,Back,4039613757,212,11.9,4039613755,141,6.8,4039613753,140,36.6,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121563,18,61,1,1,7,2ezfenuwk3y65p8jdbj55xqt0,1,68.7,93.5,2023-02-18T15:00:39.483Z,2023-02-21T05:21:42Z,4039613723,56,Left,4047160251,178,,,,,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121621,10,1,1,1,10,3ptd7zlc5isrongig0wij2id4,1,23.6,4.3,2023-02-18T15:00:42.395Z,2023-02-21T05:21:44Z,4039614013,56,Back,4039614015,140,21.1,4039614017,141,12.3,4039614021,213,2.0,4039614019,212,6.0,4047160279,178,,,,,,,,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121709,11,1,1,1,11,3ptd7zlc5isrongig0wij2id4,1,21.1,12.3,2023-02-18T15:00:43.471Z,2023-02-21T05:21:49Z,4039614341,141,10.6,4039614339,140,29.1,4039614337,56,Back,4039614343,212,8.5,4039614345,213,6.1,4047160353,178,,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121737,12,3,1,1,14,3ptd7zlc5isrongig0wij2id4,1,31.8,8.6,2023-02-18T15:00:45.958Z,2023-02-21T05:21:56Z,4045703811,465,,4039614843,233,19,4039614465,285,,4039614463,56,Back,4047160441,178,,,,,,,,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121783,19,45,1,1,14,2ezfenuwk3y65p8jdbj55xqt0,0,68.2,91.4,2023-02-18T15:00:45.958Z,2023-02-21T05:21:57Z,4039614731,286,,4039614881,233,12,4039614729,56,Left,,,,,,,,,,,,,,,,egr5n9jynbg3llc2tn2g5ncnp,G. Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121795,13,1,1,1,16,3ptd7zlc5isrongig0wij2id4,1,34.3,11.6,2023-02-18T15:00:48.699Z,2023-02-21T05:21:59Z,4039614777,56,Right,4047160475,178,,4039614789,213,0.1,4039614785,212,20.2,4039614783,141,14.0,4039614779,140,53.5,,,,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122113,16,4,1,1,18,3ptd7zlc5isrongig0wij2id4,1,41.8,15.4,2023-02-18T15:00:50.299Z,2023-02-21T05:22:07Z,4039616169,13,,4039616171,56,Back,4039616215,233,20,4039616173,152,,4039616177,286,,4045704095,294,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122007,20,4,1,1,18,2ezfenuwk3y65p8jdbj55xqt0,0,58.2,84.6,2023-02-18T15:00:50.300Z,2023-02-21T05:22:07Z,4039615747,285,,4039616237,233,16,4039615743,152,,4047160599,178,,4045704119,294,,4039615739,13,,4039615741,56,Left,,,,8xxeuttt1yy26qf8w73bqua51,M. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121823,14,43,1,1,19,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-18T15:00:51.381Z,2023-02-18T15:01:05Z,4039614907,56,Right,4039614919,213,5.7,4039614911,140,69.1,4039614913,141,0.0,4039616707,144,1,4039614915,212,19.7,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121831,15,43,1,1,20,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-18T15:00:52.295Z,2023-02-18T15:01:04Z,4039614927,56,Right,4039616465,144,5,4039614929,347,0,,,,,,,,,,,,,,,,f2d0i9t2qeyppfqrdv6xzc3px,D. McGoldrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122691,17,1,1,1,45,3ptd7zlc5isrongig0wij2id4,1,53.5,13.7,2023-02-18T15:01:17.852Z,2023-02-21T05:22:10Z,4039618931,140,32.2,4047160639,178,,4039618929,56,Back,4039618939,213,2.8,4039618927,152,,4039618935,212,24.1,4039618925,5,,4039618933,141,27.0,8thtb5uqqv63f880cwhpc5zv9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122781,18,1,1,1,48,3ptd7zlc5isrongig0wij2id4,1,30,33.4,2023-02-18T15:01:20.240Z,2023-02-21T05:22:15Z,4039619317,213,1.7,4047160695,178,,4039619303,56,Back,4039619311,212,23.4,4039619305,140,27.8,4039619307,141,67.6,,,,,,,ebsspe8jslej9a253w4xpf55h,C. Forsyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122955,19,1,1,1,50,3ptd7zlc5isrongig0wij2id4,1,30.8,72.3,2023-02-18T15:01:22.812Z,2023-02-21T05:22:20Z,4039620195,140,35.8,4039620197,141,92.6,4039620193,56,Back,4039620201,213,1.2,4047160753,178,,4039620199,212,14.8,,,,,,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122963,20,61,1,1,54,3ptd7zlc5isrongig0wij2id4,0,30.8,85.3,2023-02-18T15:01:26.596Z,2023-02-21T05:22:39Z,4039620239,56,Back,4047160971,178,,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122983,21,49,1,1,56,2ezfenuwk3y65p8jdbj55xqt0,1,64.8,20,2023-02-18T15:01:28.038Z,2023-02-21T05:22:48Z,,,,,,,,,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510552337,1249,67,1,1,56,2ezfenuwk3y65p8jdbj55xqt0,1,63.6,18.3,2023-02-18T15:01:28.057Z,2023-02-21T10:16:22Z,4047189187,233,1051,,,,,,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510552333,1051,67,1,1,56,3ptd7zlc5isrongig0wij2id4,0,36.4,81.7,2023-02-18T15:01:28.058Z,2023-02-21T06:25:53Z,4047189195,233,1249,,,,,,,,,,,,,,,,,,,,,,85vh43wsin67z2dj0iod12fop,L. Sibley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123085,22,61,1,1,58,2ezfenuwk3y65p8jdbj55xqt0,1,62.4,24.4,2023-02-18T15:01:30.421Z,2023-02-21T05:22:58Z,4039620813,56,Center,4047161179,178,,,,,,,,,,,,,,,,,,,,ald5oocxwh4pip8fw6v3ym8h6,J. Rak-Sakyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123211,23,61,1,2,0,2ezfenuwk3y65p8jdbj55xqt0,0,65.7,34,2023-02-18T15:01:32.115Z,2023-02-21T05:23:04Z,4039621493,56,Center,4047161239,178,,,,,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123277,21,4,1,2,1,3ptd7zlc5isrongig0wij2id4,1,35.2,65,2023-02-18T15:01:33.540Z,2023-02-21T05:23:10Z,4039621803,286,,4039621795,13,,4039621797,56,Back,4039621823,233,24,4039621799,152,,4039621801,265,,,,,,,,6ge15340tp9n57m88z6rli6i2,H. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123269,24,4,1,2,1,2ezfenuwk3y65p8jdbj55xqt0,0,64.8,35,2023-02-18T15:01:33.541Z,2023-02-21T05:23:10Z,4039621751,152,,4039621747,13,,4047161317,389,,4039621877,233,21,4039621749,56,Center,4039621753,265,,4039621755,285,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123935,22,27,1,2,21,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-18T15:01:53.251Z,2023-02-21T05:23:21Z,4039624925,233,25,4039625791,41,Injury,4039625793,53,6ge15340tp9n57m88z6rli6i2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509123901,25,27,1,2,21,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-02-18T15:01:53.251Z,2023-02-21T05:23:22Z,4039625001,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125373,26,17,1,3,2,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-02-18T15:02:34.127Z,2023-02-21T05:23:26Z,4039632009,392,,4039632005,31,,4039632013,13,243,,,,,,,,,,,,,,,,9z75i0zrgtuumyixz8dl9ysbt,S. Clare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126041,23,28,1,3,17,3ptd7zlc5isrongig0wij2id4,1,0,0,2023-02-18T15:02:49.553Z,2023-02-21T05:23:29Z,4039635299,233,27,4039635213,55,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126033,27,28,1,3,17,2ezfenuwk3y65p8jdbj55xqt0,1,0,0,2023-02-18T15:02:49.553Z,2023-02-21T05:23:29Z,4039635321,233,23,4039635183,55,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126885,24,1,1,3,37,3ptd7zlc5isrongig0wij2id4,1,34.4,64.3,2023-02-18T15:03:09.034Z,2023-02-21T05:23:46Z,4039639561,5,,4039639571,212,8.7,4039639569,141,75.4,4039639573,213,1.1,4039639563,152,,4047161737,178,,4039639565,56,Back,4039639567,140,38.5,2xd9g0s3888o99iq0eb5j6ead,J. Wildsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127063,25,1,1,3,40,3ptd7zlc5isrongig0wij2id4,0,41,84.5,2023-02-18T15:03:12.504Z,2023-02-21T05:23:48Z,4039640447,1,,4039640433,141,73.9,4039640427,140,78.5,4039640443,213,6.1,4039640419,56,Center,4039640437,212,40.0,4047161761,178,,4039640415,155,,69lg8jmug501h6biol5itk02y,E. Cashin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
