id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value
2521561777,6,1,1,0,20,9db4t34qy4owglhvvgwf5l22i,1,63.3,21.9,2023-03-18T15:02:23.800Z,2023-03-21T14:01:45Z,4105396283,210,13,4105390473,213,0.2,4105390471,212,14.6,4105390469,141,25.2,4105390467,140,77.0,4105390465,56,Center,4114461533,388,,4105390463,3,,5raent8a0bdt01n7769n3dw16,B. Thomas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522974175,685,49,1,0,23,9db4t34qy4owglhvvgwf5l22i,1,74.9,32,2023-03-18T15:02:26.642Z,2023-03-21T14:01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561781,7,13,1,0,24,9db4t34qy4owglhvvgwf5l22i,1,85,30.7,2023-03-18T15:02:27.960Z,2023-03-21T14:01:46Z,4105396351,29,,4105396355,55,6,4105396379,230,97.6,4114462283,178,,4112901111,63,,4105396383,231,46.4,4105396373,215,,4105394739,20,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,4105390503,56,Center,4105396367,103,59.7,4105396349,87,4105396363,102,41.7,4105390499,22,,,,,,,,,,,,,,,,,,,,,,,,
2521561737,6,5,1,0,25,jv3jh5m5t7qy5t37vwwmnj16,1,-1.4,71.4,2023-03-18T15:02:28.579Z,2023-03-21T14:01:47Z,4105390239,346,,4105436459,233,8,4105390233,56,Back,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562265,8,5,1,0,25,9db4t34qy4owglhvvgwf5l22i,0,101.4,28.6,2023-03-18T15:02:28.579Z,2023-03-21T14:01:46Z,4105436577,233,6,4105392919,346,,4105392917,56,Center,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521562873,7,1,1,0,53,jv3jh5m5t7qy5t37vwwmnj16,0,5.3,40.9,2023-03-18T15:02:56.816Z,2023-03-21T14:01:50Z,4105396155,124,,4105396177,1,,4105396173,213,6.0,4105396181,74,,4105396169,212,65.6,4105396161,56,Right,4105396163,140,66.0,4105396165,141,18.3,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563027,9,1,1,0,57,9db4t34qy4owglhvvgwf5l22i,0,34.1,88.3,2023-03-18T15:03:00.550Z,2023-03-21T14:02:03Z,4105396971,141,100.0,4114462735,388,,4105396959,3,,4105396977,212,10.9,4105396961,56,Back,4105396981,213,2.1,4105396967,140,28.7,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563429,8,5,1,1,1,jv3jh5m5t7qy5t37vwwmnj16,1,70.8,-2,2023-03-18T15:03:04.469Z,2023-03-21T14:02:09Z,4105398911,347,,4105399003,233,10,4105398909,56,Right,,,,,,,,,,,,,,,,1sw0ywyl0cgn97mu65tnzv0t1,M. Stryjek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563043,10,5,1,1,1,9db4t34qy4owglhvvgwf5l22i,0,29.2,102,2023-03-18T15:03:04.469Z,2023-03-21T14:02:09Z,4105397061,347,,4105397057,56,Back,4105399049,233,8,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563489,9,1,1,1,11,jv3jh5m5t7qy5t37vwwmnj16,1,70.2,0,2023-03-18T15:03:14.811Z,2023-03-21T14:02:14Z,4105399205,56,Right,4105399213,213,2.1,4105399211,212,8.9,4105399203,107,,4105399209,141,9.2,4105399207,140,65.7,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563513,10,1,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,1,66.2,7.4,2023-03-18T15:03:16.544Z,2023-03-21T14:02:19Z,4105399369,212,7.2,4105399365,141,6.4,4114463365,178,,4105399361,140,73.0,4105399357,56,Right,4105399373,213,6.2,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563537,11,1,1,1,14,jv3jh5m5t7qy5t37vwwmnj16,0,73.1,6.5,2023-03-18T15:03:17.371Z,2023-03-21T14:03:03Z,4105399519,140,72.6,4105399517,56,Right,4114464979,178,,4105399523,212,4.5,4105399521,141,13.1,4105399525,213,1.7,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563637,11,8,1,1,14,9db4t34qy4owglhvvgwf5l22i,1,28.1,75.1,2023-03-18T15:03:18.017Z,2023-03-21T14:03:08Z,4114465171,178,,4112905671,385,,4105400091,56,Back,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563707,12,1,1,1,15,jv3jh5m5t7qy5t37vwwmnj16,0,66.1,12.5,2023-03-18T15:03:18.703Z,2023-03-21T14:03:14Z,4105400485,213,0.8,4114465353,388,,4105400483,212,5.6,4105476383,3,,4105400481,141,18.3,4105400477,56,Right,4105400479,140,69.9,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522975619,686,44,1,1,17,9db4t34qy4owglhvvgwf5l22i,1,21.9,68,2023-03-18T15:03:20.436Z,2023-03-21T15:45:04Z,4112997299,233,743,4112908737,56,Back,4112908739,285,,,,,,,,,,,,,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522975623,743,44,1,1,17,jv3jh5m5t7qy5t37vwwmnj16,0,78.1,32,2023-03-18T15:03:20.437Z,2023-03-21T14:03:19Z,4112908757,286,,4112908755,56,Center,4112997303,233,686,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522975657,687,1,1,1,17,9db4t34qy4owglhvvgwf5l22i,0,20.3,68.3,2023-03-18T15:03:20.500Z,2023-03-21T15:45:04Z,4112908935,3,,4112908939,140,23.1,4112908937,56,Back,4112908945,213,5.9,4112908943,212,3.2,4112908941,141,66.6,4114465763,388,,,,,canpue729cozt0cw6a1dpi7ai,L. Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521580611,37,1,1,1,18,jv3jh5m5t7qy5t37vwwmnj16,0,76.9,35.7,2023-03-18T15:03:22.124Z,2023-03-21T14:03:33Z,4114465925,178,,4105487225,56,Center,4105487227,140,80.8,4105487229,141,36.9,4105487233,213,0.2,4105487231,212,4.2,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521582249,44,43,1,1,19,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-18T15:03:22.318Z,2023-03-18T17:19:14Z,4105495691,56,Center,4105495693,286,0,4106643537,144,44,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564001,12,12,1,1,19,9db4t34qy4owglhvvgwf5l22i,1,27,42.7,2023-03-18T15:03:23.109Z,2023-03-21T14:04:49Z,4105401921,141,67.3,4105401917,140,45.0,4105401925,212,25.2,4114468557,178,,4105401931,213,0.7,4105401913,56,Back,,,,,,,5raent8a0bdt01n7769n3dw16,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522976025,744,44,1,1,23,jv3jh5m5t7qy5t37vwwmnj16,1,65.5,31.4,2023-03-18T15:03:26.368Z,2023-03-21T15:45:05Z,4112997307,233,688,4112910925,56,Center,4112910927,286,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522976029,688,44,1,1,23,9db4t34qy4owglhvvgwf5l22i,0,34.5,68.6,2023-03-18T15:03:26.369Z,2023-03-21T14:04:52Z,4112997311,233,744,4112910939,285,,4112910937,56,Back,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564053,14,1,1,1,23,jv3jh5m5t7qy5t37vwwmnj16,1,66.3,23.9,2023-03-18T15:03:26.393Z,2023-03-21T15:45:05Z,4114468859,388,,4105402207,141,13.1,4105402209,212,10.3,4105402211,213,5.5,4105402201,3,,4105402203,56,Right,4105402205,140,73.2,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521563727,13,43,1,1,23,jv3jh5m5t7qy5t37vwwmnj16,1,0,0,2023-03-18T15:03:26.871Z,2023-03-18T17:19:12Z,4106643385,144,44,4105477877,286,0,4105400559,56,Center,,,,,,,,,,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564069,15,61,1,1,25,jv3jh5m5t7qy5t37vwwmnj16,1,75,11.6,2023-03-18T15:03:28.697Z,2023-03-21T14:05:55Z,4105402251,56,Right,4114470835,388,,,,,,,,,,,,,,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564173,16,1,1,1,26,jv3jh5m5t7qy5t37vwwmnj16,0,72.2,8.8,2023-03-18T15:03:30.006Z,2023-03-21T14:05:57Z,4105402753,56,Center,4112912563,155,,4105402755,140,86.8,4105402757,141,33.3,4105402759,212,22.6,4114470979,178,,4105402761,213,0.8,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564205,13,1,1,1,29,9db4t34qy4owglhvvgwf5l22i,0,31.1,58.2,2023-03-18T15:03:32.517Z,2023-03-21T14:06:00Z,4105402899,141,72.6,4105402895,140,36.7,4105402901,212,11.4,4105402903,213,1.0,4105402889,56,Back,4105402883,3,,4114471091,388,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564287,17,1,1,1,32,jv3jh5m5t7qy5t37vwwmnj16,1,71.3,13.1,2023-03-18T15:03:35.327Z,2023-03-21T14:06:04Z,4105403301,141,23.4,4105403293,56,Center,4105403305,212,7.5,4114471217,178,,4105403297,140,68.8,4105403309,213,1.9,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564325,18,1,1,1,32,jv3jh5m5t7qy5t37vwwmnj16,1,68.4,23.4,2023-03-18T15:03:36.002Z,2023-03-21T14:06:07Z,4105403545,141,17.6,4105403541,140,72.7,4105403549,212,6.0,4114471313,178,,4105403553,213,5.6,4105403533,56,Right,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564457,19,1,1,1,34,jv3jh5m5t7qy5t37vwwmnj16,1,73.7,10.7,2023-03-18T15:03:37.440Z,2023-03-21T14:06:11Z,4105404187,140,76.0,4105404189,141,17.0,4105404185,56,Right,4114471423,178,,4105404193,213,1.1,4105404191,212,4.9,,,,,,,4oogur7f8tfx3z011ap58ao5x,G. McCleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523275843,817,67,1,1,34,jv3jh5m5t7qy5t37vwwmnj16,1,75.1,16.2,2023-03-18T15:03:37.880Z,2023-03-21T15:45:06Z,4114507163,233,836,,,,,,,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523275837,836,67,1,1,34,9db4t34qy4owglhvvgwf5l22i,0,24.9,83.8,2023-03-18T15:03:37.881Z,2023-03-21T14:23:21Z,4114507207,233,817,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564483,20,1,1,1,34,jv3jh5m5t7qy5t37vwwmnj16,0,76.1,14.7,2023-03-18T15:03:37.965Z,2023-03-21T15:45:06Z,4105404331,213,2.6,4114471587,178,,4105404329,212,12.7,4105404327,141,23.9,4105404325,140,65.6,4105404323,56,Center,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564853,14,1,1,1,35,9db4t34qy4owglhvvgwf5l22i,0,31.3,71.2,2023-03-18T15:03:39.265Z,2023-03-21T14:06:20Z,4114471813,178,,4105406027,213,5.7,4112914369,1,,4105406025,212,37.7,4105406021,141,38.6,4112914367,157,,4105406013,56,Center,4105406017,140,60.3,acvgu9prqaeucmvi9fx070i22,M. Watters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564765,21,4,1,1,38,jv3jh5m5t7qy5t37vwwmnj16,1,42.4,56.6,2023-03-18T15:03:42.026Z,2023-03-21T14:06:30Z,4105405623,294,,4105406209,233,15,4105405627,56,Back,4105405629,152,,4105405619,13,,4105405633,286,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521564869,15,4,1,1,38,9db4t34qy4owglhvvgwf5l22i,0,57.6,43.4,2023-03-18T15:03:42.027Z,2023-03-21T14:06:29Z,4105406115,13,,4105406119,56,Center,4105406117,294,,4114472079,178,,4105406123,285,,4105406121,152,,4105406235,233,21,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521565861,22,1,1,2,10,jv3jh5m5t7qy5t37vwwmnj16,1,44,59.1,2023-03-18T15:04:13.532Z,2023-03-21T14:06:31Z,4114472133,178,,4105411041,212,48.1,4105411045,1,,4105411035,56,Center,4105411039,141,71.4,4105411043,213,0.2,4105411029,5,,4112932831,155,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,4105411033,152,,4105411037,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521565967,23,1,1,2,13,jv3jh5m5t7qy5t37vwwmnj16,1,89.3,66.4,2023-03-18T15:04:16.341Z,2023-03-21T14:06:40Z,4105423311,210,15,4105411539,140,87.8,4105411541,141,54.0,4105411545,212,8.6,4105411549,213,4.5,4105423313,154,,4105411533,56,Center,4114472263,388,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,1,4105411529,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521565979,24,15,1,2,13,jv3jh5m5t7qy5t37vwwmnj16,1,87,53.6,2023-03-18T15:04:17.076Z,2023-03-21T14:06:41Z,4105423347,328,,4105423343,103,19,4105411595,56,Center,4114472453,388,,4105423355,231,49.1,4105414003,233,16,4105423349,146,90.3,4105423345,108,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,4105423331,78,,4105423353,230,98.4,4105411593,17,4105413941,24,,4105413955,82,4105423337,55,23,4105423333,29,4105423351,147,52.7,4105423341,102,50.1,4105413949,72,4105423335,154,,,,,,,,,
2521566067,16,10,1,2,13,9db4t34qy4owglhvvgwf5l22i,1,10.4,47.2,2023-03-18T15:04:17.230Z,2023-03-21T14:09:49Z,4105412007,56,Back,4114479015,178,,4105411991,94,,4105414043,233,24,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521566313,18,52,1,2,16,9db4t34qy4owglhvvgwf5l22i,1,11.6,55.8,2023-03-18T15:04:19.358Z,2023-03-21T14:10:03Z,4112933905,376,,4114479419,178,,,,,,,,,,,,,,,,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521566303,17,43,1,2,25,9db4t34qy4owglhvvgwf5l22i,1,0,0,2023-03-18T15:04:28.611Z,2023-03-18T15:06:51Z,4105442071,144,1,4105413211,212,0,4105413201,140,11.6,4105413205,141,55.8,4105413215,213,3.1,4105413195,123,0,4105413197,56,Back,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521566871,19,1,1,2,34,9db4t34qy4owglhvvgwf5l22i,0,13.4,46.4,2023-03-18T15:04:37.444Z,2023-03-21T14:10:07Z,4105416275,141,22.8,4105416271,140,64.7,4105416279,212,56.2,4105416263,199,,4105416267,56,Center,4105416281,213,6.0,4105416285,1,,,,,eirc5i9gcpe0ap6gntxoomcix,H. Isted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521566863,25,44,1,2,38,jv3jh5m5t7qy5t37vwwmnj16,1,33.7,81.4,2023-03-18T15:04:41.374Z,2023-03-21T15:45:06Z,4105416251,285,,4105416465,233,20,4105416249,56,Back,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521566891,20,44,1,2,38,9db4t34qy4owglhvvgwf5l22i,0,66.3,18.6,2023-03-18T15:04:41.375Z,2023-03-21T14:10:11Z,4105416379,286,,4105416377,56,Right,4105416603,233,25,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521566917,26,1,1,2,38,jv3jh5m5t7qy5t37vwwmnj16,0,32.1,85.6,2023-03-18T15:04:41.396Z,2023-03-21T15:45:07Z,4105416501,213,6.0,4105416493,56,Back,4105416491,3,,4105416495,140,41.7,4105416497,141,81.1,4105416499,212,10.5,4114479895,388,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
