id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist
2501354407,19,1,1,1,57,8mbtyq0has0uu0565fm9t5cdo,0,27.7,80.2,2023-01-28T15:03:04.396Z,2023-01-31T04:54:34Z,3998772467,141,71.4,3998772463,56,Center,3998772459,157,,4005024807,178,,3998772473,1,,3998772471,213,6.2,3998772469,212,56.8,3998772465,140,81.5,dkzos23k1n5ufrdg886p2dxt6,Z. Ashworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354471,14,1,1,2,2,ahm0t06rup1bkd9z0mxl2lmph,0,24.1,26.2,2023-01-28T15:03:09.195Z,2023-01-31T04:54:45Z,4005024879,388,,3998772771,56,Back,3998772769,3,,3998772777,212,5.5,3998772773,140,29.2,3998772775,141,28.1,3998772779,213,0.2,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354507,20,44,1,2,4,8mbtyq0has0uu0565fm9t5cdo,1,71.1,70.9,2023-01-28T15:03:11.055Z,2023-01-31T10:55:37Z,3998773021,233,15,3998772989,56,Center,3998772993,286,,,,,,,,,,,,,,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354481,15,44,1,2,4,ahm0t06rup1bkd9z0mxl2lmph,0,28.9,29.1,2023-01-28T15:03:11.056Z,2023-01-31T04:54:53Z,3998772817,285,,3998772815,56,Back,3998773055,233,20,,,,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354543,21,1,1,2,4,8mbtyq0has0uu0565fm9t5cdo,1,60.6,75.7,2023-01-28T15:03:11.075Z,2023-01-31T10:55:37Z,3998773165,140,77.5,3998773169,141,66.1,3998773171,212,18.9,3998773157,3,,4005025417,388,,3998773175,213,5.9,3998773161,56,Center,,,,5n4yyffs5f8b7exry819c4xxx,A. Oshilaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354823,23,61,1,2,6,8mbtyq0has0uu0565fm9t5cdo,1,74,60.9,2023-01-28T15:03:13.448Z,2023-01-31T04:57:34Z,4005026309,21,,4005026311,178,,3998774415,56,Center,,,,,,,,,,,,,,,,5djouum2kdazpcjf79gbk2ju1,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502414305,844,1,1,2,7,ahm0t06rup1bkd9z0mxl2lmph,1,28.3,40.3,2023-01-28T15:03:14.369Z,2023-01-31T04:56:18Z,4004335091,140,10.0,4004335087,3,,4004335097,213,3.1,4004335093,141,42.7,4005025633,178,,4004335095,212,19.3,4004335089,56,Back,,,,3jzhwh7lq7xzcz7clm28h0mvp,C. Brannagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354583,16,43,1,2,8,ahm0t06rup1bkd9z0mxl2lmph,1,0,0,2023-01-28T15:03:15.366Z,2023-01-30T14:03:28Z,4004334249,144,1,3998773373,140,28.5,3998773375,141,26.5,3998773381,212,5.0,3998773371,56,Back,3998773383,213,6.2,3998773367,3,0,,,,bsrhtxhpnlxho2o4zvli5qmeh,E. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354633,22,43,1,2,9,8mbtyq0has0uu0565fm9t5cdo,1,0,0,2023-01-28T15:03:15.511Z,2023-01-30T14:04:15Z,3998773669,213,6.1,3998773665,212,27.9,3998773663,141,59.7,3998773657,3,0,4004334747,144,1,3998773661,140,93.7,3998773659,56,Center,,,,4eg87cdkpgishec2gc9stm8oa,D. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501354649,17,52,1,2,9,ahm0t06rup1bkd9z0mxl2lmph,1,9.4,42.1,2023-01-28T15:03:16.235Z,2023-01-31T04:57:45Z,4004335101,377,,4005026413,178,,,,,,,,,,,,,,,,,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355195,18,1,1,2,20,ahm0t06rup1bkd9z0mxl2lmph,0,15.6,38.6,2023-01-28T15:03:27.338Z,2023-01-31T04:57:53Z,3998776281,199,,3998776291,213,0.4,3998776293,1,,3998776287,141,73.6,3998776283,56,Center,3998776289,212,64.6,3998776285,140,72.8,,,,3oyhjrd1ohnwf1x3d65997xzp,S. Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502414397,753,44,1,2,25,8mbtyq0has0uu0565fm9t5cdo,1,30.5,27.7,2023-01-28T15:03:31.714Z,2023-01-31T10:55:38Z,4004335551,56,Back,4004572511,233,845,4004335555,285,,,,,,,,,,,,,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502414407,845,44,1,2,25,ahm0t06rup1bkd9z0mxl2lmph,0,69.5,72.3,2023-01-28T15:03:31.715Z,2023-01-31T04:57:59Z,4004335577,286,,4004572515,233,753,4004335575,56,Center,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355255,24,1,1,2,25,8mbtyq0has0uu0565fm9t5cdo,0,27.6,30.9,2023-01-28T15:03:31.745Z,2023-01-31T10:55:38Z,4005026601,388,,3998776545,140,45.3,3998776549,212,19.6,3998776547,141,21.9,3998776543,56,Back,3998776551,213,6.0,3998776541,3,,,,,8nudzikxeestbjz4yww8r13v9,J. Brayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502414471,846,8,1,2,26,ahm0t06rup1bkd9z0mxl2lmph,1,58.2,72.6,2023-01-28T15:03:33.435Z,2023-01-31T04:58:29Z,4004335877,15,,4005026793,388,,4004335897,383,,4004335835,56,Center,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355393,19,3,1,2,31,ahm0t06rup1bkd9z0mxl2lmph,0,61.4,93.2,2023-01-28T15:03:37.778Z,2023-01-31T04:58:52Z,3998777257,56,Left,4004571939,233,25,3998777259,286,,4004335997,464,,4005027019,178,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355431,25,7,1,2,31,8mbtyq0has0uu0565fm9t5cdo,1,38.6,6.8,2023-01-28T15:03:37.894Z,2023-01-31T04:59:00Z,4004336027,385,,3998777449,56,Back,3998777447,167,,3998777451,285,,3998777469,233,19,4005027095,178,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355709,20,5,1,2,31,ahm0t06rup1bkd9z0mxl2lmph,1,58.9,101,2023-01-28T15:03:38.190Z,2023-01-31T04:59:07Z,3998778891,233,26,3998778861,347,,3998778859,56,Left,,,,,,,,,,,,,,,,50flg4aoq4l0glnh61yzngc7p,M. McGuane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355455,26,5,1,2,31,8mbtyq0has0uu0565fm9t5cdo,0,41.1,-1,2023-01-28T15:03:38.190Z,2023-01-31T04:59:08Z,3998778923,233,20,3998777581,347,,3998777579,56,Back,,,,,,,,,,,,,,,,b0hjaqg0on2lrpfcjxfyz7uqy,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355793,21,1,1,2,43,ahm0t06rup1bkd9z0mxl2lmph,0,64,100,2023-01-28T15:03:50.289Z,2023-01-31T04:59:16Z,3998779321,212,19.5,3998779323,213,5.9,3998779305,107,,3998779313,140,80.9,3998779309,56,Left,3998779317,141,90.0,,,,,,,7cznyew8xg3fxfqeexid7pxt6,B. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355821,27,44,1,2,45,8mbtyq0has0uu0565fm9t5cdo,1,24.1,8.6,2023-01-28T15:03:52.165Z,2023-01-31T10:55:38Z,3998779471,285,,3998779519,233,22,3998779467,56,Back,,,,,,,,,,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355801,22,44,1,2,45,ahm0t06rup1bkd9z0mxl2lmph,0,75.9,91.4,2023-01-28T15:03:52.166Z,2023-01-31T05:01:41Z,3998779359,286,,3998779607,233,27,3998779357,56,Left,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355847,28,61,1,2,45,8mbtyq0has0uu0565fm9t5cdo,0,29.1,7.3,2023-01-28T15:03:52.191Z,2023-01-31T10:55:39Z,4005028853,388,,3998779667,56,Back,4005028851,15,,,,,,,,,,,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355843,23,5,1,2,47,ahm0t06rup1bkd9z0mxl2lmph,1,77,101.6,2023-01-28T15:03:53.616Z,2023-01-31T05:02:00Z,3998779645,347,,3998779791,233,29,3998779643,56,Left,,,,,,,,,,,,,,,,dq21r0ge09ug4d2crb9j6q6dx,B. Bodin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501355855,29,5,1,2,47,8mbtyq0has0uu0565fm9t5cdo,0,23,-1.6,2023-01-28T15:03:53.616Z,2023-01-31T05:02:00Z,3998779707,56,Back,3998779821,233,23,3998779711,347,,,,,,,,,,,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501356983,24,1,1,3,15,ahm0t06rup1bkd9z0mxl2lmph,0,82,100,2023-01-28T15:04:21.710Z,2023-01-31T05:02:07Z,3998785431,212,28.5,3998785421,56,Center,3998785429,141,63.7,3998785425,140,94.0,3998785417,107,,3998785433,213,5.2,3998785437,1,,,,,987r1vdgx95x30elzrisjrzs9,C. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502414749,754,44,1,3,17,8mbtyq0has0uu0565fm9t5cdo,1,4.4,34.9,2023-01-28T15:04:24.005Z,2023-01-31T10:55:39Z,4004336939,56,Back,4004572519,233,847,4004336941,285,,,,,,,,,,,,,,,,,a6sikfu3j1pp7mlfcdte2inoq,T. Hamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
