id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/value
2531729021,6,5,1,0,7,jv3jh5m5t7qy5t37vwwmnj16,1,66,-1.6,2023-04-10T14:02:15.923Z,2023-04-12T12:59:57Z,4180149797,233,5,4180149745,347,,4180149741,56,Right,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729051,7,1,1,0,12,jv3jh5m5t7qy5t37vwwmnj16,1,63.9,0,2023-04-10T14:02:21.202Z,2023-04-12T13:00:03Z,4180149897,213,2.7,4180149893,141,5.9,4180149895,212,12.6,4180149887,107,,4180149891,140,53.0,4180149889,56,Right,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729159,8,1,1,0,15,jv3jh5m5t7qy5t37vwwmnj16,1,53,5.9,2023-04-10T14:02:23.690Z,2023-04-12T13:00:05Z,4180150395,56,Back,4180150397,140,36.9,4180150403,213,2.3,4180150399,141,36.3,4180150401,212,26.7,4184562707,178,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729267,9,1,1,0,19,jv3jh5m5t7qy5t37vwwmnj16,1,36.8,36.6,2023-04-10T14:02:27.859Z,2023-04-12T13:00:07Z,4180150915,140,74.5,4180150927,213,5.8,4180150925,212,44.1,4180150921,141,7.9,4180150929,1,,4180150907,155,,4180150911,56,Right,4184562735,178,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729307,10,44,1,0,22,jv3jh5m5t7qy5t37vwwmnj16,1,81.3,12,2023-04-10T14:02:30.855Z,2023-04-13T00:23:20Z,4180151255,233,6,4180151159,56,Right,4180151161,286,,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729287,6,44,1,0,22,17zuelixesst1z59fwcix2dil,0,18.7,88,2023-04-10T14:02:30.856Z,2023-04-12T13:00:11Z,4180151269,233,10,4180151049,285,,4180151047,56,Back,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729501,11,1,1,0,22,jv3jh5m5t7qy5t37vwwmnj16,1,80.3,10.3,2023-04-10T14:02:30.919Z,2023-04-13T00:23:21Z,4180152123,140,83.0,4180152127,212,5.9,4180152129,213,1.1,4180152125,141,17.9,4180152119,3,,4184562931,388,,4180152121,56,Right,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729895,8,45,1,0,26,17zuelixesst1z59fwcix2dil,0,7.7,74.2,2023-04-10T14:02:34.879Z,2023-04-12T13:00:27Z,4180154141,285,,4180156003,233,14,4180154139,56,Back,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730075,14,3,1,0,26,jv3jh5m5t7qy5t37vwwmnj16,1,92.3,25.8,2023-04-10T14:02:34.879Z,2023-04-12T13:00:26Z,4183470221,465,,4180155971,233,8,4180154965,286,,4184563119,178,,4180154963,56,Center,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729683,12,1,1,0,28,jv3jh5m5t7qy5t37vwwmnj16,0,97.6,26.7,2023-04-10T14:02:36.819Z,2023-04-12T13:00:31Z,4180153093,141,53.1,4180153097,212,18.2,4180153099,213,1.7,4180153091,140,94.9,4180153089,56,Center,4184563239,178,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729763,7,4,1,0,28,17zuelixesst1z59fwcix2dil,1,5.2,45.8,2023-04-10T14:02:37.582Z,2023-04-12T13:00:37Z,4180153495,265,,4180153565,233,13,4180153497,285,,4180153493,152,,4180153489,13,,4180153491,56,Back,,,,,,,3x8j3d4oygoxsu75ipz0idt6,D. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531729701,13,4,1,0,28,jv3jh5m5t7qy5t37vwwmnj16,0,94.8,54.2,2023-04-10T14:02:37.583Z,2023-04-12T13:00:37Z,4180153149,152,,4180153613,233,7,4184563387,178,,4180153147,56,Center,4180153143,13,,4180153153,265,,4180153157,286,,,,,dez3rm7q89xk157fwnc3tgqcq,C. Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730745,9,1,1,1,7,17zuelixesst1z59fwcix2dil,0,4.8,52.2,2023-04-10T14:03:16.571Z,2023-04-12T13:00:39Z,4184563431,178,,4180158649,152,,4180158651,56,Center,4180158663,1,,4180158659,212,60.0,4180158643,5,,4180158655,140,60.1,4180158657,141,74.4,dgcocw72ey734nwc3omi02sid,R. Doohan,4180158661,213,0.3,4180158645,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730749,15,44,1,1,11,jv3jh5m5t7qy5t37vwwmnj16,1,34.2,30.2,2023-04-10T14:03:19.908Z,2023-04-13T00:23:21Z,4180159859,233,10,4180158691,285,,4180158689,56,Back,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730755,10,44,1,1,11,17zuelixesst1z59fwcix2dil,0,65.8,69.8,2023-04-10T14:03:19.909Z,2023-04-12T13:00:43Z,4180158703,286,,4180159887,233,15,4180158701,56,Center,,,,,,,,,,,,,,,,1oxfxpbvol3526lbe42wxxze2,T. Omotoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730805,16,1,1,1,11,jv3jh5m5t7qy5t37vwwmnj16,0,29.1,34.8,2023-04-10T14:03:19.995Z,2023-04-13T00:23:22Z,4180158945,213,0.0,4180158925,3,,4180158927,56,Back,4180158937,141,34.9,4184564407,388,,4180158941,212,2.5,4180158933,140,31.5,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730777,11,61,1,1,11,17zuelixesst1z59fwcix2dil,1,60.1,74.4,2023-04-10T14:03:20.035Z,2023-04-12T13:01:19Z,4184564549,178,,4184564547,15,,4180158805,56,Center,,,,,,,,,,,,,,,,1oxfxpbvol3526lbe42wxxze2,T. Omotoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730889,17,1,1,1,13,jv3jh5m5t7qy5t37vwwmnj16,1,28.4,39.2,2023-04-10T14:03:21.712Z,2023-04-12T13:01:26Z,4180163799,3,,4180159309,212,16.5,4180159301,56,Back,4180159313,213,6.0,4180159303,140,43.6,4184564763,178,,4180159305,141,33.3,,,,dbvkpe7bc9clualadtx9rf1uc,C. Forino-Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730909,18,1,1,1,14,jv3jh5m5t7qy5t37vwwmnj16,1,44.4,32.8,2023-04-10T14:03:23.219Z,2023-04-12T13:01:31Z,4180159399,56,Back,4180159401,140,39.6,4184564927,178,,4180159407,213,3.7,4180159403,141,27.9,4180159405,212,6.0,,,,,,,cxfq8o3k68x1acwci3wx812w9,T. De Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730917,19,49,1,1,15,jv3jh5m5t7qy5t37vwwmnj16,1,39.6,27.9,2023-04-10T14:03:24.230Z,2023-04-12T13:01:34Z,,,,,,,,,,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730941,20,1,1,1,15,jv3jh5m5t7qy5t37vwwmnj16,0,39.6,27.9,2023-04-10T14:03:24.303Z,2023-04-12T13:01:39Z,4180159547,213,5.5,4180159539,56,Right,4180159543,141,0.0,4180159545,212,29.5,4184565205,178,,4180159549,1,,4180159537,157,,4180159541,140,60.0,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731183,12,5,1,1,18,17zuelixesst1z59fwcix2dil,1,37,101.6,2023-04-10T14:03:27.106Z,2023-04-12T13:01:41Z,4180160887,233,21,4180160867,56,Back,4180160869,347,,,,,,,,,,,,,,,,,1oxfxpbvol3526lbe42wxxze2,T. Omotoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531730947,21,5,1,1,18,jv3jh5m5t7qy5t37vwwmnj16,0,63,-1.6,2023-04-10T14:03:27.106Z,2023-04-12T13:01:42Z,4180159563,56,Right,4180159565,347,,4180160929,233,12,,,,,,,,,,,,,,,,93kxb8ch3auv9li22mh1aidey,L. Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731301,13,1,1,1,27,17zuelixesst1z59fwcix2dil,0,34,100,2023-04-10T14:03:36.479Z,2023-04-12T13:01:44Z,4180161445,56,Left,4180161453,213,6.1,4180161443,107,,4180161455,1,,4180161447,140,64.1,4180161451,212,31.9,4180161449,141,94.7,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731263,22,44,1,1,29,jv3jh5m5t7qy5t37vwwmnj16,1,30.2,7.6,2023-04-10T14:03:38.290Z,2023-04-13T00:23:22Z,4180161829,233,14,4180161257,285,,4180161255,56,Back,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731341,14,44,1,1,29,17zuelixesst1z59fwcix2dil,0,69.8,92.4,2023-04-10T14:03:38.291Z,2023-04-12T13:01:48Z,4180161863,233,22,4180161689,286,,4180161687,56,Left,,,,,,,,,,,,,,,,1oxfxpbvol3526lbe42wxxze2,T. Omotoye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731377,23,1,1,1,29,jv3jh5m5t7qy5t37vwwmnj16,0,24.6,10,2023-04-10T14:03:38.384Z,2023-04-13T00:23:22Z,4180161887,213,0.5,4180161883,141,19.1,4180161885,212,13.5,4184565533,388,,4180161879,56,Back,4180161881,140,36.0,4180161877,3,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731461,15,1,1,1,33,17zuelixesst1z59fwcix2dil,1,53.6,71.4,2023-04-10T14:03:41.842Z,2023-04-12T13:01:52Z,4180162359,213,0.6,4180162349,141,80.5,4180162341,56,Left,4180162333,155,,4180162353,212,10.7,4180162345,140,61.9,4184565645,178,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532562403,769,83,1,1,35,jv3jh5m5t7qy5t37vwwmnj16,1,39.1,19.9,2023-04-10T14:03:43.736Z,2023-04-12T13:37:35Z,4184591019,399,209793,,,,,,,,,,,,,,,,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731547,16,1,1,1,36,17zuelixesst1z59fwcix2dil,0,62.5,79.4,2023-04-10T14:03:44.815Z,2023-04-12T13:02:01Z,4180162809,213,0.6,4180162801,56,Left,4180162805,141,100.0,4180162807,212,25.3,4184565889,178,,4180162803,140,81.7,,,,,,,5kg7eu8b1wktru5ohpid8e9qt,C. O'Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731555,17,5,1,1,38,17zuelixesst1z59fwcix2dil,0,85.6,102,2023-04-10T14:03:47.373Z,2023-04-12T13:02:03Z,4180162837,347,,4180162835,56,Left,4180163891,233,24,,,,,,,,,,,,,,,,bn65q0jh5fmyit8g8y4k9wsq2,U. Godwin-Malife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531731743,24,5,1,1,38,jv3jh5m5t7qy5t37vwwmnj16,1,14.4,-2,2023-04-10T14:03:47.373Z,2023-04-12T13:02:03Z,4180163763,56,Back,4180163835,233,17,4180163765,347,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732261,25,1,1,2,2,jv3jh5m5t7qy5t37vwwmnj16,1,21.5,0,2023-04-10T14:04:10.889Z,2023-04-12T13:02:06Z,4180166521,212,14.3,4180166507,107,,4180166511,56,Back,4180166523,213,0.2,4180166515,140,34.7,4180166517,141,3.1,,,,,,,7fvj3ev8ov0cnalck9x48z3kl,J. McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732273,26,44,1,2,4,jv3jh5m5t7qy5t37vwwmnj16,1,40.5,4,2023-04-10T14:04:12.720Z,2023-04-13T00:23:23Z,4180166581,285,,4180166577,56,Back,4180166669,233,18,,,,,,,,,,,,,,,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732267,18,44,1,2,4,17zuelixesst1z59fwcix2dil,0,59.5,96,2023-04-10T14:04:12.721Z,2023-04-12T13:02:10Z,4180166699,233,26,4180166555,286,,4180166553,56,Left,,,,,,,,,,,,,,,,5j1eftktnca9eso1vvhu2hf55,J. Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732311,27,1,1,2,4,jv3jh5m5t7qy5t37vwwmnj16,0,34.7,3.1,2023-04-10T14:04:12.815Z,2023-04-13T00:23:23Z,4180166835,212,24.8,4180166829,56,Right,4180166827,168,,4180166831,140,57.0,4180166833,141,15.3,4184566211,388,,4180166837,213,0.3,4180166825,3,,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732323,19,49,1,2,6,17zuelixesst1z59fwcix2dil,1,44.2,85.3,2023-04-10T14:04:14.789Z,2023-04-12T13:02:17Z,,,,,,,,,,,,,,,,,,,,,,,,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732633,20,1,1,2,6,17zuelixesst1z59fwcix2dil,1,44.2,85.3,2023-04-10T14:04:14.833Z,2023-04-12T13:02:20Z,4180168743,56,Back,4180168747,141,57.3,4180168753,1,,4180168745,140,11.0,4180168749,212,39.7,4184566333,178,,4180168751,213,3.6,,,,67xd8llko9zszuwg63ffopje2,H. Bunker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732753,21,1,1,2,16,17zuelixesst1z59fwcix2dil,0,23.5,64,2023-04-10T14:04:24.858Z,2023-04-12T13:02:22Z,4180169345,56,Center,4180169353,213,0.1,4180169347,140,70.5,4180169343,155,,4180169355,1,,4180169351,212,49.7,4184566407,178,,4180169349,141,73.2,dgcocw72ey734nwc3omi02sid,R. Doohan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732771,28,8,1,2,18,jv3jh5m5t7qy5t37vwwmnj16,1,27.7,34,2023-04-10T14:04:27.423Z,2023-04-12T13:02:30Z,4183506605,384,,4180169431,56,Back,4184566619,178,,,,,,,,,,,,,,,,,f5zei3x0mg1i5q3soziuy579,J. Grimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732795,29,49,1,2,20,jv3jh5m5t7qy5t37vwwmnj16,1,26.9,58.5,2023-04-10T14:04:29.108Z,2023-04-12T13:02:33Z,,,,,,,,,,,,,,,,,,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732835,30,1,1,2,20,jv3jh5m5t7qy5t37vwwmnj16,1,26.9,58.5,2023-04-10T14:04:29.167Z,2023-04-12T13:02:36Z,4180169877,212,23.0,4180169873,140,47.5,4180169875,141,47.2,4180169881,213,5.9,4180169871,56,Back,4184566781,178,,,,,,,,5bkjye9thnohmdgzwsrsy1n9,J. Jacobson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532562683,770,67,1,2,22,jv3jh5m5t7qy5t37vwwmnj16,1,50.9,44.2,2023-04-10T14:04:30.998Z,2023-04-13T00:23:23Z,4184592555,233,823,,,,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532562679,823,67,1,2,22,17zuelixesst1z59fwcix2dil,0,49.1,55.8,2023-04-10T14:04:30.999Z,2023-04-12T13:36:27Z,4184592575,233,770,,,,,,,,,,,,,,,,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532353373,743,61,1,2,22,jv3jh5m5t7qy5t37vwwmnj16,0,48,42.9,2023-04-10T14:04:31Z,2023-04-13T00:23:24Z,4184567065,178,,4183508841,56,Back,,,,,,,,,,,,,,,,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732927,23,61,1,2,23,17zuelixesst1z59fwcix2dil,0,50.7,60.8,2023-04-10T14:04:32.155Z,2023-04-12T13:02:49Z,4184567299,178,,4180170329,56,Center,,,,,,,,,,,,,,,,,,,a90bv7xfjlfi8s3kvbpyjvn8q,C. Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531732847,22,43,1,2,23,17zuelixesst1z59fwcix2dil,1,0,0,2023-04-10T14:04:32.346Z,2023-04-11T19:41:34Z,4183508021,144,8,4180169931,56,Center,,,,,,,,,,,,,,,,,,,3dy32ujo7srhl6rq7vb9e97xm,O. Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531733065,31,1,1,2,26,jv3jh5m5t7qy5t37vwwmnj16,1,55.5,33.3,2023-04-10T14:04:35.514Z,2023-04-12T13:02:52Z,4180171193,141,15.3,4180171197,213,5.9,4184567391,178,,4180171195,212,33.1,4180171191,140,84.8,4180171199,1,,4180171189,56,Right,,,,99uiqjteov3qby19bs8kozill,B. Hanlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531733127,32,1,1,2,30,jv3jh5m5t7qy5t37vwwmnj16,0,89.9,15.5,2023-04-10T14:04:39.066Z,2023-04-12T13:02:55Z,4183509175,386,,4180171561,213,1.4,4180171545,2,,4183509177,20,,4180171555,141,45.1,4183509173,225,,4180171551,140,92.4,4180171559,212,20.3,bbrx2s4fcp7uplly4hpbt3xed,D. Wheeler,4184567493,178,,4180171549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
