id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2477267043,6,61,1,0,19,9db4t34qy4owglhvvgwf5l22i,1,75.6,82.4,2022-10-25T18:47:22.963Z,2022-10-27T08:46:03Z,3872006121,56,Left,3874793967,178,,,,,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477811881,1013,67,1,0,19,9db4t34qy4owglhvvgwf5l22i,1,61.7,61.7,2022-10-25T18:47:23.852Z,2022-10-27T09:53:07Z,3874835099,233,870,,,,,,,,,,,,,,,,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477811875,870,67,1,0,19,b3vbyitzi3nrw9ehj1eoko219,0,38.3,38.3,2022-10-25T18:47:23.853Z,2022-10-27T09:08:29Z,3874835111,233,1013,,,,,,,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477575757,991,1,1,0,19,9db4t34qy4owglhvvgwf5l22i,0,61.4,56.8,2022-10-25T18:47:23.877Z,2022-10-27T09:53:07Z,3873575309,212,1.5,3873575307,141,57.3,3873575301,155,,3873575311,213,0.2,3873575303,56,Center,3874794021,178,,3873575305,140,62.8,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267223,6,61,1,0,19,b3vbyitzi3nrw9ehj1eoko219,1,34.8,18.3,2022-10-25T18:47:23.893Z,2022-10-27T08:46:19Z,3872006921,56,Back,3874794207,178,,,,,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267239,7,5,1,0,23,b3vbyitzi3nrw9ehj1eoko219,0,15.6,-1,2022-10-25T18:47:27.165Z,2022-10-27T08:46:22Z,3872006963,56,Back,3872007381,233,7,3872006965,347,,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267257,7,5,1,0,23,9db4t34qy4owglhvvgwf5l22i,1,84.4,101,2022-10-25T18:47:27.165Z,2022-10-27T08:46:22Z,3872007055,347,,3872007373,233,7,3872007053,56,Left,,,,,,,,,,,,,,,,32crcj18u4qnf8f07fbsopvpx,D. Cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267745,8,1,1,1,0,9db4t34qy4owglhvvgwf5l22i,0,89.2,100,2022-10-25T18:48:04.239Z,2022-10-27T08:47:03Z,3872009503,140,89.6,3872009499,107,,3872009505,141,52.8,3872009507,212,33.1,3872009509,213,4.7,3872009501,56,Center,3872009511,1,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267771,8,12,1,1,2,b3vbyitzi3nrw9ehj1eoko219,1,9.5,46.9,2022-10-25T18:48:06.399Z,2022-10-27T08:47:26Z,3872009655,141,34.3,3874795767,388,,3872009653,140,24.7,3873575691,15,,3872009651,56,Back,3872009659,213,5.8,3872009657,212,18.1,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267795,9,15,1,1,4,9db4t34qy4owglhvvgwf5l22i,1,79.6,62.5,2022-10-25T18:48:08.303Z,2022-10-27T08:47:29Z,3872009989,160,,3872020543,102,51.2,3872009995,82,,3872020551,458,,3872020547,103,19,3872020549,215,,3874795813,178,,3872009783,18,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,3872020537,78,3872020555,147,60.7,3872010007,233,9,3872009991,20,3872020557,230,96.8,3872009785,56,Center,3872020553,146,88.0,3872020559,231,51.6,,,,,,,,,,,,,
2477267819,9,10,1,1,4,b3vbyitzi3nrw9ehj1eoko219,1,10.8,44.6,2022-10-25T18:48:08.795Z,2022-10-27T08:47:34Z,3872010019,233,9,3872009873,56,Back,3872009871,94,,3874795871,178,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267953,10,12,1,1,5,b3vbyitzi3nrw9ehj1eoko219,1,16.2,44.2,2022-10-25T18:48:09.551Z,2022-10-27T08:47:40Z,3872010617,141,14.1,3872010621,212,28.7,3874795973,178,,3872010615,140,35.3,3872010625,213,5.5,3872010613,56,Back,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267909,10,1,1,1,10,9db4t34qy4owglhvvgwf5l22i,1,72.2,86.2,2022-10-25T18:48:14.142Z,2022-10-27T08:47:43Z,3872010375,56,Center,3872010383,213,4.3,3872010381,212,11.1,3874796053,178,,3872010377,140,67.8,3872010379,141,71.4,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267937,11,1,1,1,10,9db4t34qy4owglhvvgwf5l22i,0,67.8,71.4,2022-10-25T18:48:14.700Z,2022-10-27T08:47:48Z,3872010539,140,88.2,3872010537,56,Left,3872010541,141,92.9,3874796177,178,,3872010535,155,,3872010543,212,25.9,3872010545,213,0.6,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477267979,11,1,1,1,14,b3vbyitzi3nrw9ehj1eoko219,0,14.7,7.4,2022-10-25T18:48:18.377Z,2022-10-27T08:47:56Z,3872010763,213,6.3,3874796299,178,,3872010765,1,,3872010759,141,6.7,3872010757,140,41.0,3872010755,56,Back,3872010761,212,27.6,3872010753,157,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268069,12,1,1,1,16,9db4t34qy4owglhvvgwf5l22i,1,62.7,89.1,2022-10-25T18:48:20.681Z,2022-10-27T08:48:09Z,3872011157,56,Center,3872011165,213,4.9,3872011159,140,64.0,3872011163,212,8.0,3872011161,141,77.5,3874796591,178,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268139,13,1,1,1,21,9db4t34qy4owglhvvgwf5l22i,1,50.2,91.4,2022-10-25T18:48:25.390Z,2022-10-27T08:48:12Z,3874796655,178,,3872011543,212,24.4,3872011545,213,3.2,3872011539,140,27.0,3872011537,56,Back,3872011541,141,88.6,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268237,14,1,1,1,26,9db4t34qy4owglhvvgwf5l22i,1,30.4,73.3,2022-10-25T18:48:30.774Z,2022-10-27T08:48:15Z,3872011945,141,85.6,3872011943,140,87.7,3872011941,56,Left,3872011955,1,,3874796691,178,,3872011939,155,,3872011953,213,0.1,3872011949,212,60.7,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268253,15,1,1,1,31,9db4t34qy4owglhvvgwf5l22i,0,95.4,82.9,2022-10-25T18:48:35.389Z,2022-10-27T08:48:23Z,3872012033,212,11.3,3872012027,56,Center,3872012029,140,90.1,3872012035,213,4.2,3874796865,178,,3872012031,141,68.5,,,,,,,1r9aj50371x6f0xf7mmvldz9x,J. Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268257,12,8,1,1,32,b3vbyitzi3nrw9ehj1eoko219,1,8.4,38,2022-10-25T18:48:35.942Z,2022-10-27T08:48:26Z,3874796945,178,,3873596109,384,,3872012041,56,Back,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268287,13,49,1,1,33,b3vbyitzi3nrw9ehj1eoko219,1,8.2,16.7,2022-10-25T18:48:37.831Z,2022-10-27T08:48:28Z,,,,,,,,,,,,,,,,,,,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268327,14,1,1,1,35,b3vbyitzi3nrw9ehj1eoko219,0,6.2,12.2,2022-10-25T18:48:39.141Z,2022-10-27T08:48:43Z,3872012483,236,,3874797045,178,,3872012449,212,8.3,3872012439,56,Back,3872012485,233,16,3872012441,140,14.0,3872012489,286,,3872012445,141,10.4,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,3872012451,213,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,
2477268323,16,74,1,1,35,9db4t34qy4owglhvvgwf5l22i,1,91.9,89.3,2022-10-25T18:48:39.207Z,2022-10-27T08:48:47Z,3872012513,233,14,3872012425,56,Left,3874797297,178,,3872012427,285,,,,,,,,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268427,15,1,1,1,37,b3vbyitzi3nrw9ehj1eoko219,1,12.2,11.6,2022-10-25T18:48:41.317Z,2022-10-27T08:49:03Z,3872012943,56,Back,3872012951,213,5.9,3872012945,140,24.0,3874797543,178,,3872012947,141,5.0,3872012949,212,13.2,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477813671,873,67,1,1,38,b3vbyitzi3nrw9ehj1eoko219,1,24.4,4,2022-10-25T18:48:42.447Z,2022-10-27T09:53:08Z,3874844411,233,1023,,,,,,,,,,,,,,,,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477813661,1023,67,1,1,38,9db4t34qy4owglhvvgwf5l22i,0,75.6,96,2022-10-25T18:48:42.448Z,2022-10-27T09:11:51Z,3874844437,233,873,,,,,,,,,,,,,,,,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268447,16,61,1,1,38,b3vbyitzi3nrw9ehj1eoko219,0,22.1,6.1,2022-10-25T18:48:42.481Z,2022-10-27T09:53:08Z,3874797669,178,,3872013029,56,Back,,,,,,,,,,,,,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268409,17,1,1,1,39,9db4t34qy4owglhvvgwf5l22i,1,85.8,92.4,2022-10-25T18:48:43.596Z,2022-10-27T08:49:12Z,3874797725,178,,3872012851,141,84.4,3872012847,56,Left,3872012849,140,72.6,3872012853,212,14.9,3872012855,213,3.5,,,,,,,3k9tjd5wgpufcbq4od8jpo89h,N. Cadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268421,18,49,1,1,41,9db4t34qy4owglhvvgwf5l22i,1,72.6,84.4,2022-10-25T18:48:44.974Z,2022-10-27T08:49:16Z,,,,,,,,,,,,,,,,,,,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268489,19,1,1,1,42,9db4t34qy4owglhvvgwf5l22i,1,72.6,84.4,2022-10-25T18:48:46.158Z,2022-10-27T08:49:18Z,3872013217,140,68.1,3872013219,141,69.6,3872013221,212,11.1,3874797841,178,,3872013223,213,4.3,3872013215,56,Center,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268555,20,1,1,1,44,9db4t34qy4owglhvvgwf5l22i,1,68.1,69.6,2022-10-25T18:48:48.159Z,2022-10-27T08:49:21Z,3872013571,56,Center,3874797889,178,,3872013579,213,4.6,3872013577,212,26.9,3872013575,141,30.4,3872013573,140,64.4,,,,,,,4nph9aqyr2kz1gmdh7v9n3w89,J. Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268635,21,1,1,1,46,9db4t34qy4owglhvvgwf5l22i,1,64.4,30.4,2022-10-25T18:48:50.280Z,2022-10-27T08:49:25Z,3872014005,140,55.4,3872014003,56,Center,3872014011,213,3.0,3874797975,178,,3872014007,141,31.9,3872014009,212,9.5,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268661,22,1,1,1,48,9db4t34qy4owglhvvgwf5l22i,1,55.4,31.9,2022-10-25T18:48:52.762Z,2022-10-27T08:49:33Z,3872014141,141,50.7,3872014137,56,Center,3872014139,140,54.5,3874798161,178,,3872014143,212,12.8,3872014145,213,1.6,,,,,,,d25ilw75uqbnk15v383e1kxrd,R. Cundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268673,23,1,1,1,49,9db4t34qy4owglhvvgwf5l22i,1,54.5,50.7,2022-10-25T18:48:53.782Z,2022-10-27T08:49:38Z,3872014215,56,Back,3872014223,213,3.9,3872014219,141,33.4,3872014217,140,43.8,3872014221,212,16.3,3874798231,178,,,,,,,,4nph9aqyr2kz1gmdh7v9n3w89,J. Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268695,24,1,1,1,52,9db4t34qy4owglhvvgwf5l22i,1,44.9,31.8,2022-10-25T18:48:56.216Z,2022-10-27T08:49:40Z,3872014337,212,21.8,3872014339,213,5.3,3874798271,178,,3872014331,56,Right,3872014333,140,56.5,3872014335,141,5.2,,,,,,,d25ilw75uqbnk15v383e1kxrd,R. Cundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268795,25,1,1,1,53,9db4t34qy4owglhvvgwf5l22i,1,56.5,5.2,2022-10-25T18:48:57.793Z,2022-10-27T08:49:43Z,3872014865,140,82.1,3874798321,178,,3872014863,56,Right,3872014871,213,0.0,3872014867,141,5.8,3872014869,212,26.9,,,,,,,5r55bc61sgthojep749axb6y1,T. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268833,26,1,1,2,1,9db4t34qy4owglhvvgwf5l22i,1,69.8,16.8,2022-10-25T18:49:05.710Z,2022-10-27T08:49:47Z,3874798341,178,,3872015047,140,58.6,3872015049,141,11.6,3872015053,213,3.4,3872015045,56,Right,3872015051,212,12.3,,,,,,,23gglwejp456bifnwkk9xi0a,J. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268853,27,1,1,2,3,9db4t34qy4owglhvvgwf5l22i,1,58.6,11.6,2022-10-25T18:49:07.647Z,2022-10-27T08:49:50Z,3872015151,141,30.6,3874798357,178,,3872015155,213,2.0,3872015153,212,14.0,3872015149,140,53.4,3872015147,56,Center,,,,,,,d25ilw75uqbnk15v383e1kxrd,R. Cundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268873,28,1,1,2,5,9db4t34qy4owglhvvgwf5l22i,1,53.4,30.6,2022-10-25T18:49:09.630Z,2022-10-27T08:49:52Z,3872015281,56,Center,3874798419,178,,3872015289,213,0.7,3872015287,212,5.9,3872015285,141,36.1,3872015283,140,57.8,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268891,29,1,1,2,6,9db4t34qy4owglhvvgwf5l22i,1,60.7,42.7,2022-10-25T18:49:10.352Z,2022-10-27T08:50:00Z,3872015389,56,Back,3872015403,213,3.2,3872015395,140,46.9,3874798565,178,,3872015399,141,41.2,3872015401,212,14.5,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268929,30,1,1,2,7,9db4t34qy4owglhvvgwf5l22i,1,46,43.4,2022-10-25T18:49:11.927Z,2022-10-27T08:50:05Z,3872015559,56,Center,3872015565,141,25.3,3872015571,213,5.6,3872015561,140,60.3,3872015567,212,19.4,3874798663,178,,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477268999,31,1,1,2,9,9db4t34qy4owglhvvgwf5l22i,1,58.6,26.2,2022-10-25T18:49:13.847Z,2022-10-27T08:50:08Z,3874798701,178,,3872015923,213,4.6,3872015915,56,Right,3872015919,141,5.3,3872015917,140,56.5,3872015921,212,14.4,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477269025,32,1,1,2,13,9db4t34qy4owglhvvgwf5l22i,1,56.5,5.3,2022-10-25T18:49:17.569Z,2022-10-27T08:50:13Z,3872016055,141,33.9,3874798785,178,,3872016053,140,53.4,3872016051,56,Center,3872016057,212,19.7,3872016059,213,1.7,,,,,,,d25ilw75uqbnk15v383e1kxrd,R. Cundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477269091,33,1,1,2,15,9db4t34qy4owglhvvgwf5l22i,1,53.3,43.7,2022-10-25T18:49:19.661Z,2022-10-27T08:50:16Z,3872016441,140,43.7,3872016439,56,Back,3872016447,213,2.7,3874798815,178,,3872016445,212,11.4,3872016443,141,51.6,,,,,,,1iy0goeaf5btyw09tr2ywbe8l,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477269159,34,1,1,2,18,9db4t34qy4owglhvvgwf5l22i,1,39,54.8,2022-10-25T18:49:22.320Z,2022-10-27T08:50:18Z,3874798877,178,,3872016795,212,26.7,3872016793,141,93.8,3872016789,56,Back,3872016791,140,41.9,3872016797,213,1.5,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477269187,35,1,1,2,21,9db4t34qy4owglhvvgwf5l22i,1,41.9,93.8,2022-10-25T18:49:25.302Z,2022-10-27T08:50:21Z,3872016953,140,31.9,3872016955,141,60.3,3872016957,212,25.1,3872016959,213,4.3,3874798917,178,,3872016951,56,Back,,,,,,,dwrnys3htjlb3asfou6425g16,L. Kitching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477269243,36,1,1,2,24,9db4t34qy4owglhvvgwf5l22i,1,30.8,56.3,2022-10-25T18:49:28.190Z,2022-10-27T08:50:24Z,3874798963,178,,3872017239,141,39.7,3872017237,140,36.8,3872017241,212,12.9,3872017235,56,Back,3872017243,213,5.2,,,,,,,49ca952ot1c3ytut2s281ds6h,M. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
