id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2478723323,8,1,1,0,9,b3vbyitzi3nrw9ehj1eoko219,1,54.9,5,2022-10-29T14:01:59.667Z,2022-11-01T02:31:41Z,3879674101,213,1.9,3879674097,212,9.8,3879674091,140,52.3,3879674095,141,18.8,3887377881,178,,3879674087,56,Right,,,,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723335,9,1,1,0,11,b3vbyitzi3nrw9ehj1eoko219,1,52.2,18.8,2022-10-29T14:02:00.968Z,2022-11-01T02:31:45Z,3887377897,178,,3879674159,213,3.1,3879674155,141,18.8,3879674157,212,13.9,3879674151,56,Back,3879674153,140,39.0,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723361,10,1,1,0,11,b3vbyitzi3nrw9ehj1eoko219,0,39,18.8,2022-10-29T14:02:01.650Z,2022-11-01T02:31:51Z,3879674261,141,24.9,3879674259,140,64.2,3879674263,212,26.8,3887377913,178,,3879674257,56,Center,3879674265,213,0.2,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480169313,921,67,1,0,12,ejm092fnt9zoxbpuklzd52ji8,1,37,73.7,2022-10-29T14:02:02.829Z,2022-11-01T08:44:21Z,3887380839,233,796,,,,,,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480169309,796,67,1,0,12,b3vbyitzi3nrw9ehj1eoko219,0,63,26.3,2022-10-29T14:02:02.830Z,2022-11-01T02:54:42Z,3887380843,233,921,,,,,,,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723403,4,8,1,0,13,ejm092fnt9zoxbpuklzd52ji8,1,32.5,62.1,2022-10-29T14:02:03.119Z,2022-11-01T08:44:21Z,3887377931,178,,3879674483,56,Back,3886718595,385,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723723,11,1,1,0,17,b3vbyitzi3nrw9ehj1eoko219,1,58.8,28.2,2022-10-29T14:02:07.590Z,2022-11-01T02:32:01Z,3879675879,213,4.8,3879675875,141,16.1,3879675871,56,Right,3879675877,212,8.3,3887377947,178,,3879675873,140,59.6,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723791,12,1,1,0,23,b3vbyitzi3nrw9ehj1eoko219,1,55.9,22.1,2022-10-29T14:02:13.316Z,2022-11-01T02:32:06Z,3879676215,140,28.5,3879676223,1,,3879676219,212,32.6,3879676221,213,2.7,3887377961,178,,3879676217,141,44.6,3879676211,56,Back,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478723895,13,1,1,0,26,b3vbyitzi3nrw9ehj1eoko219,1,28.3,45.7,2022-10-29T14:02:16.745Z,2022-11-01T02:32:13Z,3879676805,213,1.6,3879676797,56,Back,3879676799,140,27.4,3879676803,212,31.4,3879676801,141,91.8,3887377975,178,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724065,14,1,1,0,30,b3vbyitzi3nrw9ehj1eoko219,1,26.6,89,2022-10-29T14:02:20.221Z,2022-11-01T02:32:17Z,3879677661,212,23.9,3887377979,178,,3879677659,141,59.0,3879677663,213,4.2,3879677649,56,Back,3879677653,140,14.8,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724145,15,1,1,0,36,b3vbyitzi3nrw9ehj1eoko219,1,24.7,58.5,2022-10-29T14:02:26.060Z,2022-11-01T02:32:21Z,3879678083,140,47.2,3879678079,155,,3879678081,56,Back,3879678087,212,44.5,3887377995,178,,3879678085,141,3.1,3879678091,1,,3879678089,213,5.3,9tlowuu89l3fnv5iowela1ca2,C. Rushworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724199,16,1,1,0,38,b3vbyitzi3nrw9ehj1eoko219,1,47.2,3.1,2022-10-29T14:02:28.768Z,2022-11-01T02:32:33Z,3879678303,140,67.5,3879678307,212,25.7,3879678301,56,Center,3879678299,3,,3879678305,141,24.3,3887378015,388,,3879678309,213,0.6,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724215,17,1,1,0,40,b3vbyitzi3nrw9ehj1eoko219,1,67.5,24.3,2022-10-29T14:02:30.478Z,2022-11-01T02:32:50Z,3879678415,189,,3887378041,178,,3879678399,212,9.6,3879678401,213,1.7,3879678397,141,38.3,3879678391,140,66.1,3879678389,56,Center,,,,94pt7ikxi5cdjhbqf7vi9xg4p,T. Eyoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724251,18,50,1,0,42,b3vbyitzi3nrw9ehj1eoko219,1,66.6,50.5,2022-10-29T14:02:32.630Z,2022-11-01T02:33:06Z,3879679029,233,5,3879678605,56,Center,3879678609,286,,,,,,,,,,,,,,,,,4wzaq9gqohygfo22tjibldfjd,D. Mândroiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724305,5,7,1,0,43,ejm092fnt9zoxbpuklzd52ji8,1,33.4,49.5,2022-10-29T14:02:33.490Z,2022-11-01T02:33:08Z,3879678865,56,Back,3887378081,178,,3879678987,233,18,3886719051,384,,3879678867,285,,,,,,,,,,,aclrl318d420oqe1fjgl1m3xm,B. Garrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724323,6,49,1,0,44,ejm092fnt9zoxbpuklzd52ji8,1,36,57.2,2022-10-29T14:02:34.304Z,2022-11-01T02:33:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724397,7,1,1,0,45,ejm092fnt9zoxbpuklzd52ji8,1,31.4,53,2022-10-29T14:02:35.504Z,2022-11-01T02:33:20Z,3887378109,178,,3879679213,213,2.0,3879679205,56,Back,3879679211,212,16.1,3879679209,141,74.4,3879679207,140,24.8,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724611,8,1,1,0,47,ejm092fnt9zoxbpuklzd52ji8,1,22.3,78.4,2022-10-29T14:02:37.579Z,2022-11-01T02:33:24Z,3879680203,213,0.3,3879680197,140,41.5,3879680201,212,21.3,3887378119,178,,3879680195,56,Back,3879680199,141,88.4,,,,,,,5ozfcga88glwzazkg65ahwa8l,M. Benning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724625,9,4,1,0,50,ejm092fnt9zoxbpuklzd52ji8,1,40.8,91.7,2022-10-29T14:02:40.796Z,2022-11-01T02:33:34Z,3879680273,295,,3879680271,13,,3879680277,152,,3879680275,56,Back,3879680279,286,,3879680683,233,19,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478724667,19,4,1,0,50,b3vbyitzi3nrw9ehj1eoko219,0,59.2,8.3,2022-10-29T14:02:40.797Z,2022-11-01T02:33:33Z,3879680475,56,Right,3879680467,13,,3879680711,233,9,3879680481,285,,3879680477,152,,3879680471,295,,3887378145,178,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725785,10,1,1,1,21,ejm092fnt9zoxbpuklzd52ji8,1,32.5,92,2022-10-29T14:03:10.920Z,2022-11-01T02:33:39Z,3879685799,213,5.4,3879685795,212,50.8,3879685783,56,Center,3879685789,140,64.6,3879685777,5,,3887378159,178,,3879685793,141,36.1,3879685803,1,,1etperk4v88ohoddjdb5dj2l1,J. Stevens,3879685781,152,3879696609,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726101,12,44,1,1,24,ejm092fnt9zoxbpuklzd52ji8,1,66.6,27,2022-10-29T14:03:14.291Z,2022-11-01T08:44:21Z,3879687441,56,Center,3879687443,286,,3879691703,233,20,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725995,20,44,1,1,24,b3vbyitzi3nrw9ehj1eoko219,0,33.4,73,2022-10-29T14:03:14.292Z,2022-11-01T02:33:44Z,3879686929,285,,3879691755,233,12,3879686927,56,Back,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478725985,11,1,1,1,24,ejm092fnt9zoxbpuklzd52ji8,0,64.6,36.1,2022-10-29T14:03:14.348Z,2022-11-01T08:44:22Z,3879686863,141,25.9,3879686859,56,Center,3879686867,212,7.4,3879686855,3,,3879686861,140,62.2,3887378183,388,,3879686869,213,4.4,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726049,21,43,1,1,27,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2022-10-29T14:03:17.137Z,2022-10-31T14:51:41Z,3879687159,56,Back,3886720267,144,61,,,,,,,,,,,,,,,,,,,5mx96hmn7ophhuvmybmf1esid,R. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726057,22,49,1,1,27,b3vbyitzi3nrw9ehj1eoko219,1,40.8,79.7,2022-10-29T14:03:17.231Z,2022-11-01T02:33:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726113,23,1,1,1,28,b3vbyitzi3nrw9ehj1eoko219,1,39.4,79.4,2022-10-29T14:03:18.212Z,2022-11-01T02:33:58Z,3879687507,213,2.4,3879687493,56,Back,3879687503,141,96.9,3879687499,140,28.0,3887378201,178,,3879687505,212,16.9,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726247,24,1,1,1,29,b3vbyitzi3nrw9ehj1eoko219,0,28,96.9,2022-10-29T14:03:19.240Z,2022-11-01T02:34:02Z,3879688087,212,53.4,3879688081,56,Left,3879688079,155,,3879688083,140,78.6,3887378209,178,,3879688091,1,,3879688089,213,6.2,3879688085,141,89.3,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726311,13,43,1,1,35,ejm092fnt9zoxbpuklzd52ji8,1,0,0,2022-10-29T14:03:25.149Z,2022-10-31T14:52:10Z,3879688407,56,Back,3886720681,144,61,,,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726351,14,49,1,1,36,ejm092fnt9zoxbpuklzd52ji8,1,6.9,11.9,2022-10-29T14:03:25.989Z,2022-11-01T02:34:05Z,,,,,,,,,,,,,,,,,,,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726449,15,4,1,1,37,ejm092fnt9zoxbpuklzd52ji8,1,3.2,11.8,2022-10-29T14:03:27.047Z,2022-11-01T02:34:11Z,3879689235,285,,3879689227,13,,3879689231,152,,3879689233,265,,3879689229,56,Back,3879689347,233,25,,,,,,,5n4s7vdp0dx0ndkph7oyg7v1l,W. Forrester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726435,25,4,1,1,37,b3vbyitzi3nrw9ehj1eoko219,0,96.8,88.2,2022-10-29T14:03:27.048Z,2022-11-01T02:34:11Z,3879689173,286,,3879689385,233,15,3879689167,265,,3887378227,178,,3879689161,56,Left,3879689159,13,,3879689163,152,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478726757,26,17,1,1,43,b3vbyitzi3nrw9ehj1eoko219,1,0,0,2022-10-29T14:03:33.663Z,2022-11-01T02:34:14Z,3879690919,13,243,3879690911,31,,3879690915,392,,,,,,,,,,,,,,,,,43dtg3eg858i3agncnpq3p1wp,B. House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728147,16,1,1,2,16,ejm092fnt9zoxbpuklzd52ji8,1,4.9,18.2,2022-10-29T14:04:06.351Z,2022-11-01T02:34:21Z,3879697853,56,Right,3879697847,5,,3879697861,213,6.2,3879697849,157,,3879697857,141,14.1,3887378267,178,,3879697851,152,,3879697855,140,65.1,1etperk4v88ohoddjdb5dj2l1,J. Stevens,3879697859,212,3879697863,1,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728163,17,44,1,2,20,ejm092fnt9zoxbpuklzd52ji8,1,63.3,13,2022-10-29T14:04:10.298Z,2022-11-01T08:44:22Z,3879697939,233,27,3879697899,286,,3879697897,56,Right,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728141,27,44,1,2,20,b3vbyitzi3nrw9ehj1eoko219,0,36.7,87,2022-10-29T14:04:10.299Z,2022-11-01T02:34:25Z,3879697807,56,Back,3879697809,285,,3879697987,233,17,,,,,,,,,,,,,,,,e9zi7fb2t4akk1pzjpuhe4bf9,A. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728185,18,1,1,2,20,ejm092fnt9zoxbpuklzd52ji8,0,65.1,14.1,2022-10-29T14:04:10.351Z,2022-11-01T08:44:22Z,3887378287,388,,3879698041,212,11.7,3879698033,168,,3879698031,3,,3879698037,140,75.8,3879698043,213,6.0,3879698035,56,Right,3879698039,141,9.1,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728319,28,1,1,2,21,b3vbyitzi3nrw9ehj1eoko219,1,28.6,90.8,2022-10-29T14:04:11.718Z,2022-11-01T02:34:35Z,3879698665,212,19.3,3879698657,155,,3887378293,178,,3879698667,213,0.2,3879698661,140,46.6,3879698659,56,Back,3879698663,141,96.2,,,,1y7e8a23pc4xlc6ori1o1b8tm,S. Roughan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728339,29,49,1,2,23,b3vbyitzi3nrw9ehj1eoko219,1,46.6,96.2,2022-10-29T14:04:12.889Z,2022-11-01T02:34:41Z,,,,,,,,,,,,,,,,,,,,,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728369,30,1,1,2,23,b3vbyitzi3nrw9ehj1eoko219,0,46.6,96.2,2022-10-29T14:04:12.945Z,2022-11-01T02:34:44Z,3879698893,56,Back,3879698897,141,90.2,3887378319,178,,3879698895,140,37.8,3879698901,213,3.6,3879698899,212,10.1,3879894617,155,,,,,6dhwu4p5uu6oiada4q13g5tk9,J. Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478767005,116,44,1,2,24,ejm092fnt9zoxbpuklzd52ji8,1,55.4,15.5,2022-10-29T14:04:14.394Z,2022-11-01T08:44:23Z,3879906499,233,31,3879951443,286,,3879906437,56,Right,,,,,,,,,,,,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728391,31,44,1,2,24,b3vbyitzi3nrw9ehj1eoko219,0,44.6,84.5,2022-10-29T14:04:14.395Z,2022-11-01T02:34:47Z,3879951383,285,,3879906541,233,116,3879698991,56,Back,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728363,19,1,1,2,24,ejm092fnt9zoxbpuklzd52ji8,0,59.4,16.3,2022-10-29T14:04:14.496Z,2022-11-01T08:44:23Z,3879698877,56,Right,3879904475,212,3.2,3879904477,213,5.2,3879904471,140,60.8,3887378335,388,,3879904473,141,12.2,3879904469,3,,,,,4y3hm9ljv62c5jswanl0gk5,T. Pett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478775181,180,61,1,2,24,b3vbyitzi3nrw9ehj1eoko219,1,42.3,85.1,2022-10-29T14:04:14.539Z,2022-11-01T02:35:03Z,3887378343,388,,3879951991,56,Back,,,,,,,,,,,,,,,,,,,5dsht0mnmpm2asallpju46ms5,M. Virtue-Thick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728413,20,49,1,2,25,ejm092fnt9zoxbpuklzd52ji8,1,62.5,15.3,2022-10-29T14:04:15.727Z,2022-11-01T02:35:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478728437,21,1,1,2,25,ejm092fnt9zoxbpuklzd52ji8,0,62.5,15.3,2022-10-29T14:04:15.729Z,2022-11-01T02:35:17Z,3879699249,141,32.7,3887378393,178,,3879699257,213,1.1,3879699247,140,67.6,3879699253,212,13.0,3879699243,56,Center,,,,,,,bojsqjfaoi810xuyz0qeqs0r9,E. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480169471,824,67,1,2,27,b3vbyitzi3nrw9ehj1eoko219,1,32.3,68.8,2022-10-29T14:04:17.224Z,2022-11-01T08:44:23Z,3887381389,233,940,,,,,,,,,,,,,,,,,,,,,,dwp8bqc4rdleti92n0s6q9rdh,P. O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
