id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/12/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2493912581,5,12,1,0,41,82kapkjwonlv9j1ui0ytv5sii,1,9,27.7,2022-12-29T19:46:22.305Z,2023-01-02T02:02:39Z,3959685441,213,5.7,3959685433,56,Back,3959685439,212,24.9,3959685435,140,29.4,3959685445,15,,3959685437,141,8.9,3963121149,178,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912609,7,1,1,0,45,fvr504m6gaxsfmtx4fwm7iq1,1,71.3,91.8,2022-12-29T19:46:26.179Z,2023-01-02T02:02:50Z,3959685535,212,7.9,3959685529,56,Left,3959685533,141,93.0,3959685537,213,0.1,3959685531,140,78.8,3963121257,178,,,,,,,,9em8141j1bdvykowhmoyeob85,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912715,8,1,1,0,46,fvr504m6gaxsfmtx4fwm7iq1,1,78.8,93,2022-12-29T19:46:27.239Z,2023-01-02T02:02:59Z,3959686007,56,Left,3959686015,213,3.3,3959686013,212,27.2,3959686009,140,53.1,3963121311,178,,3959686011,141,87.7,,,,,,,cjwflve6ukph4h2az1irm099l,R. Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912729,9,1,1,0,50,fvr504m6gaxsfmtx4fwm7iq1,0,52.3,90.6,2022-12-29T19:46:30.918Z,2023-01-02T02:03:06Z,3959686093,1,,3959686085,140,81.1,3959686083,56,Right,3960903365,155,,3959686087,141,0.0,3959686091,213,5.2,3959686089,212,69.5,3960903367,196,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,3963121391,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913219,6,5,1,0,55,82kapkjwonlv9j1ui0ytv5sii,1,19.1,101.5,2022-12-29T19:46:36.325Z,2023-01-02T02:03:10Z,3959688605,347,,3959688645,233,10,3959688603,56,Back,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493912731,10,5,1,0,55,fvr504m6gaxsfmtx4fwm7iq1,0,80.9,-1.5,2022-12-29T19:46:36.325Z,2023-01-02T02:03:10Z,3959686097,56,Right,3959686099,347,,3959688663,233,6,,,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913309,7,1,1,1,29,82kapkjwonlv9j1ui0ytv5sii,1,17.7,100,2022-12-29T19:47:09.989Z,2023-01-02T02:03:14Z,3959689057,212,27.4,3959689059,213,4.3,3959689051,56,Back,3959689061,1,,3959689047,107,,3959689055,141,64.6,3959689053,140,6.7,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913403,8,1,1,1,33,82kapkjwonlv9j1ui0ytv5sii,0,7.7,56.1,2022-12-29T19:47:14.391Z,2023-01-02T02:03:18Z,3959689559,141,12.3,3959689565,1,,3959689563,213,6.0,3959689557,140,100.0,3959689553,157,,3963121547,178,,3959689555,56,Right,3959689561,212,102.4,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913387,11,56,1,1,40,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-12-29T19:47:20.829Z,2023-01-02T02:03:33Z,3959689477,56,Back,,,,,,,,,,,,,,,,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913409,9,5,1,1,40,82kapkjwonlv9j1ui0ytv5sii,0,101,12.6,2022-12-29T19:47:21.526Z,2023-01-02T02:03:42Z,3959689591,56,Right,3959689593,346,,3959689607,233,12,,,,,,,,,,,,,,,,ezg39hlg3h14utboy2h3lijmd,M. Maroši,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913407,12,5,1,1,40,fvr504m6gaxsfmtx4fwm7iq1,1,-1,87.4,2022-12-29T19:47:21.526Z,2023-01-02T02:03:43Z,3959689583,56,Back,3959689595,233,9,3959689585,346,,,,,,,,,,,,,,,,,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913811,13,1,1,2,5,fvr504m6gaxsfmtx4fwm7iq1,0,4.8,40,2022-12-29T19:47:46.467Z,2023-01-02T02:03:49Z,3959691653,56,Center,3959691667,74,,3959691661,213,6.2,3959691655,140,65.0,3959691659,212,63.3,3959691651,124,,3959691663,1,,3959691657,141,35.4,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913835,10,44,1,2,9,82kapkjwonlv9j1ui0ytv5sii,1,35.2,63,2022-12-29T19:47:49.623Z,2023-01-02T07:01:28Z,3959691773,233,14,3959691755,285,,3959691753,56,Back,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913819,14,44,1,2,9,fvr504m6gaxsfmtx4fwm7iq1,0,64.8,37,2022-12-29T19:47:49.624Z,2023-01-02T02:03:58Z,3959691691,286,,3959691803,233,10,3959691689,56,Center,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913861,11,1,1,2,9,82kapkjwonlv9j1ui0ytv5sii,0,35.4,61.4,2022-12-29T19:47:49.632Z,2023-01-02T07:01:28Z,3959691907,212,27.6,3959691909,213,0.2,3959691901,56,Center,3959691905,141,70.5,3963122085,388,,3959691899,3,,3959691903,140,61.0,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913859,15,44,1,2,11,fvr504m6gaxsfmtx4fwm7iq1,1,41.8,32,2022-12-29T19:47:51.874Z,2023-01-02T07:01:29Z,3959691889,285,,3959691885,56,Back,3959691947,233,12,,,,,,,,,,,,,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913863,12,44,1,2,11,82kapkjwonlv9j1ui0ytv5sii,0,58.2,68,2022-12-29T19:47:51.875Z,2023-01-02T02:04:08Z,3959691913,56,Center,3959692011,233,15,3959691915,286,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913875,16,1,1,2,11,fvr504m6gaxsfmtx4fwm7iq1,1,44.6,34.6,2022-12-29T19:47:51.936Z,2023-01-02T07:01:29Z,3963122189,388,,3959691983,56,Center,3959691985,140,62.9,3959691989,212,19.6,3959691981,3,,3959691991,213,0.2,3959691987,141,40.1,,,,552cgdv8qya776at130r2d0mi,C. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494594305,1459,83,1,2,14,82kapkjwonlv9j1ui0ytv5sii,1,45.3,67.2,2022-12-29T19:47:54.745Z,2023-01-02T08:58:49Z,3963325911,399,200088,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913915,17,1,1,2,14,fvr504m6gaxsfmtx4fwm7iq1,1,60,44.6,2022-12-29T19:47:54.750Z,2023-01-02T02:04:20Z,3963122239,178,,3959692207,140,53.4,3959692213,141,29.5,3959692201,155,,3959692221,212,12.4,3959692229,213,4.1,3959692203,56,Center,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913925,18,1,1,2,15,fvr504m6gaxsfmtx4fwm7iq1,0,53.4,29.5,2022-12-29T19:47:56.182Z,2023-01-02T02:04:30Z,3959692249,56,Center,3959692253,141,27.6,3959692247,3,,3959692255,212,12.0,3959692251,140,64.8,3959692257,213,6.2,3963122331,388,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913963,13,1,1,2,17,82kapkjwonlv9j1ui0ytv5sii,1,35,69,2022-12-29T19:47:57.576Z,2023-01-02T02:04:37Z,3959692451,140,56.8,3959692457,213,0.1,3963122397,388,,3959692449,56,Center,3959692453,141,72.4,3959692447,3,,3959692455,212,23.0,,,,dbe9gwg6ggyqh9fvdruelz8wl,T. Flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913965,14,49,1,2,18,82kapkjwonlv9j1ui0ytv5sii,1,56.2,71.1,2022-12-29T19:47:59.476Z,2023-01-02T02:04:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913981,15,1,1,2,19,82kapkjwonlv9j1ui0ytv5sii,1,56.2,71.1,2022-12-29T19:48:00.441Z,2023-01-02T02:04:55Z,3959692585,56,Left,3959692593,213,1.7,3963122575,178,,3959692591,212,9.8,3959692587,140,54.9,3959692589,141,85.3,,,,,,,cmq9t6wadet4rrj3cvkjst7ca,C. Saydee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493913997,16,1,1,2,21,82kapkjwonlv9j1ui0ytv5sii,1,54.9,85.3,2022-12-29T19:48:01.574Z,2023-01-02T02:05:03Z,3959692689,140,47.4,3959692695,213,3.7,3959692687,56,Back,3959692693,212,9.2,3959692691,141,78.2,3963122655,178,,,,,,,,bydla0otire1a58193o1buqjt,J. Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914033,17,2,1,2,21,82kapkjwonlv9j1ui0ytv5sii,1,47.4,78.2,2022-12-29T19:48:02.194Z,2023-01-02T02:05:12Z,3959692913,1,,3959692907,141,81.1,3959692903,56,Left,3959692905,140,93.6,3959693103,7,6hkzb4vehsx4wwm9y98euwacq,3963122715,178,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914073,20,55,1,2,21,fvr504m6gaxsfmtx4fwm7iq1,1,23.9,19.4,2022-12-29T19:48:02.195Z,2023-01-02T02:05:12Z,,,,,,,,,,,,,,,,,,,,,,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914037,19,43,1,2,27,fvr504m6gaxsfmtx4fwm7iq1,1,0,0,2022-12-29T19:48:08.236Z,2022-12-29T19:48:14Z,3959693421,144,49,,,,,,,,,,,,,,,,,,,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914549,21,1,1,2,57,fvr504m6gaxsfmtx4fwm7iq1,0,32,16.2,2022-12-29T19:48:38.442Z,2023-01-02T02:05:16Z,3959695657,157,,3959695663,140,80.2,3959695665,141,32.4,3959695659,241,,3963122739,178,,3959695661,56,Center,3959695671,1,,3959695655,5,,dtl2jirk97xct4idsoj2vxbs9,L. Southwood,3959695669,213,0.2,3959695667,212,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914553,18,44,1,3,1,82kapkjwonlv9j1ui0ytv5sii,1,20.9,68,2022-12-29T19:48:41.792Z,2023-01-02T07:01:30Z,3959695689,56,Back,3959695691,285,,3959695743,233,22,,,,,,,,,,,,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914557,22,44,1,3,1,fvr504m6gaxsfmtx4fwm7iq1,0,79.1,32,2022-12-29T19:48:41.793Z,2023-01-02T02:05:24Z,3959695709,286,,3959695707,56,Center,3959695847,233,18,,,,,,,,,,,,,,,,cqcwoymcrgf7wdi6091zplecp,D. N'Lundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914573,19,1,1,3,1,82kapkjwonlv9j1ui0ytv5sii,0,22,68.5,2022-12-29T19:48:41.849Z,2023-01-02T07:01:30Z,3959695805,212,9.2,3963122869,388,,3959695793,3,,3959695803,141,73.3,3959695807,213,0.4,3959695797,56,Back,3959695801,140,30.2,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914593,23,44,1,3,2,fvr504m6gaxsfmtx4fwm7iq1,1,68.6,27.4,2022-12-29T19:48:43.192Z,2023-01-02T07:01:31Z,3959695933,56,Center,3959695935,286,,3959695991,233,20,,,,,,,,,,,,,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914589,20,44,1,3,2,82kapkjwonlv9j1ui0ytv5sii,0,31.4,72.6,2022-12-29T19:48:43.193Z,2023-01-02T02:05:37Z,3959695913,56,Back,3959696063,233,23,3959695915,285,,,,,,,,,,,,,,,,,7joniozhpy10veujjibxmbu2,T. Bayliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914597,24,1,1,3,2,fvr504m6gaxsfmtx4fwm7iq1,0,67.4,28.2,2022-12-29T19:48:43.259Z,2023-01-02T07:01:31Z,3959695951,213,6.2,3959695943,56,Center,3963122997,388,,3959695945,140,89.2,3959695941,3,,3959695949,212,23.0,3959695947,141,24.7,,,,61allnul4qlvl9s6wf0nehped,L. Sercombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914611,21,1,1,3,3,82kapkjwonlv9j1ui0ytv5sii,0,27.3,70.2,2022-12-29T19:48:44.540Z,2023-01-02T02:05:48Z,3959696027,56,Back,3959696033,212,12.0,3963123045,388,,3959696029,140,38.4,3959696035,213,0.2,3959696031,141,74.4,3959696025,3,,,,,62azuux8vuk6956cuyjjtped,L. Leahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914643,25,1,1,3,6,fvr504m6gaxsfmtx4fwm7iq1,0,52.8,24.3,2022-12-29T19:48:47.013Z,2023-01-02T02:05:59Z,3959696205,56,Center,3959696377,233,23,3959696211,212,7.2,3963123145,178,,3959696207,140,58.4,3959696209,141,30.3,3959696213,213,0.6,,,,af7cmpeqlk4lcxz3bxgzjh8lx,C. Raglan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914651,22,43,1,3,8,82kapkjwonlv9j1ui0ytv5sii,1,0,0,2022-12-29T19:48:48.911Z,2022-12-30T19:05:02Z,3959696243,56,Back,3960906305,144,61,,,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914675,23,1,1,3,8,82kapkjwonlv9j1ui0ytv5sii,0,40.6,67.2,2022-12-29T19:48:48.938Z,2023-01-02T02:06:11Z,3959700305,212,2.9,3959700329,236,,3959696347,56,Back,3959700333,233,26,3959700343,286,,3959700303,141,70.1,3963123273,389,,3959700307,213,0.8,6hkzb4vehsx4wwm9y98euwacq,R. Street,3959700301,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914717,26,74,1,3,8,fvr504m6gaxsfmtx4fwm7iq1,1,50.9,27,2022-12-29T19:48:48.960Z,2023-01-02T02:06:28Z,3959700375,233,23,3959700145,285,,3959696593,56,Center,3963123419,178,,,,,,,,,,,,,,ab7t8dk9884hrwa88o41wq8dl,L. Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493915439,35,61,1,3,8,82kapkjwonlv9j1ui0ytv5sii,1,41,69.6,2022-12-29T19:48:49.015Z,2023-01-02T05:32:05Z,3959700451,56,Back,3963225125,389,,,,,,,,,,,,,,,,,,,,6hkzb4vehsx4wwm9y98euwacq,R. Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914747,27,1,1,3,10,fvr504m6gaxsfmtx4fwm7iq1,0,47.1,43.4,2022-12-29T19:48:50.912Z,2023-01-02T02:07:31Z,3959696733,56,Center,3959696735,140,50.2,3959700189,286,,3963123893,178,,3959700185,233,24,3959696739,212,3.3,3959696741,213,0,3959696737,141,43.4,4i81y9jhkouk3zmd03gjp1gx5,W. Ferry,3959700183,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914697,24,74,1,3,10,82kapkjwonlv9j1ui0ytv5sii,1,46.4,43.4,2022-12-29T19:48:51.089Z,2023-01-02T05:32:54Z,3963225397,388,,3959696479,285,,3959696477,56,Back,3959696669,233,27,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914737,25,49,1,3,12,82kapkjwonlv9j1ui0ytv5sii,1,41.6,29.8,2022-12-29T19:48:52.553Z,2023-01-02T02:07:56Z,,,,,,,,,,,,,,,,,,,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914821,26,1,1,3,12,82kapkjwonlv9j1ui0ytv5sii,1,41.5,30,2022-12-29T19:48:52.625Z,2023-01-02T02:08:04Z,3959697151,212,21.2,3959697145,56,Right,3959697153,213,5.5,3959697149,141,8.0,3963124193,178,,3959697147,140,55.8,,,,,,,ap3mja91coq7mbr6xkqvbss7p,C. Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493914851,27,1,1,3,16,82kapkjwonlv9j1ui0ytv5sii,0,60.7,6.4,2022-12-29T19:48:57.198Z,2023-01-02T02:08:12Z,3959697319,213,0.3,3959697311,56,Right,3959697317,212,15.3,3963124307,178,,3959697313,140,74.5,3959697315,141,13.8,,,,,,,diw7je3i5mkvwf0kj898yi0gl,T. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
